,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH916T1,ZH916bulk
RARRES2,-0.012920905110911188,0.05017745777943572,-0.05359998543674432,-0.00399913223531648,0.0030078872372872145,0.1364237035007387,-0.03030055088031965,-0.0030061896327263607,0.1126533657692384,0.0233931859297455,0.039967575753663054,0.013817096251298703,-0.05407169146237483,-0.040621957838966445,0.041344154792226445
FGF7,,-0.01833068237168939,-0.011948885462730242,0.05731447533111181,0.08154164358759138,0.08147017012905372,-0.005203006925192926,0.002537672908848866,-0.00449072286466196,0.0017978469691944995,-0.0011613230590475235,0.013260472664463533,-0.02815597510618982,0.06322476388506112,0.0699986733523906
HBEGF,-0.013236468363544352,0.017643500420270523,0.024428859013645908,-0.024256446932529256,0.01368888449568213,0.07253585386981776,0.04188640288713825,0.07975821387178887,0.0723497213727867,0.018522810084889752,0.025907999616364107,-0.006762130406864504,0.022270249188496582,0.0311026345418638,0.02619952488105938
CSF3,,,0.048369236503734904,0.01514457203862978,,-0.004809220134434034,,,,0.0006115200864912142,,,7.098498198503523e-05,-0.01670848450617819,-0.03879636240421868
PI3,-0.019931256055439026,,-0.02000771227252286,0.08477621803265116,,-0.025311804332125216,,,,,,,-0.04433444032398309,-0.03630198598212093,-0.0239031910215173
PCSK1N,0.0323804390702171,-0.04588727658856438,-0.029186880905480366,0.040334302820069466,0.042259040110228685,-0.00956376441344946,-0.02554435165591257,9.858292118690745e-05,-0.07793241764767644,0.014256190986537893,-0.03498516978577256,-0.03291772248846752,0.0041370606977483345,-0.013664914984286786,-0.08023474026400708
NTS,,,,-0.017506654021346768,0.03180947530002317,-0.027629562739710893,0.06891639257944385,-0.01720359248544587,0.07283240255282632,,,,-0.03237956927014675,-0.02474298716436029,
SFRP1,-0.002388719068594836,-0.023211107122797062,-0.0017161080148054174,0.049503328988418145,0.007911899735561964,0.0043899094509379085,0.040416259581915574,-0.017007801879601554,0.12441759755437574,-0.01289022363183686,0.022719902324469885,0.00924270478522979,0.031996660848797966,0.010311810567304942,0.015585629600621837
CXCL13,,0.01943841060593331,,0.09416864143463605,,,,,,-0.027850835433660126,,,-0.031176338045353403,,-0.031469119965894014
MICA,0.01731269802413879,0.01917837811936608,0.007332228762827122,0.022708880630174285,-0.010367745509980073,0.0910315747907625,-0.01544896887242644,-0.005080642833783708,0.10566845845844437,0.016175555716123058,0.06127949012367384,0.05525080354344355,0.008150613990533013,0.03641201640407679,0.06092456563011906
TG,0.03215876206683638,-0.015418661563927974,-0.019158360978689892,0.023338822177665083,-0.01772553772015076,0.07254616539042175,-0.02060810686742908,-0.012308472237871427,,-0.03922806687458165,0.09217511512521986,-0.03236890120176377,0.029258896152598343,-0.019752987461912314,-0.034679133053192354
ADA,-0.02496494988126261,0.018878355048763024,-0.024402061949227585,-0.020575979465871835,0.0524470797134377,0.09579946281281591,0.026106993008197115,0.05007371768797561,0.11361981229221604,-0.0038162747338480285,0.057883501650485135,0.01994181594910044,0.02381318281848362,0.10044526269966196,0.0946968354279153
LAMC3,-0.030510870595280484,-0.014992923957396561,0.013919044257822727,0.02997212122934803,0.04227595823635279,0.08389748489117803,-0.016481146847825562,0.022210732795025678,0.07942225504834206,-0.01858978521171207,-0.01624070652919311,0.10373579430187178,0.034135358627374254,0.08860367908268857,-0.13684448014569156
CCL7,-0.01861232239483501,,-0.013851464377718004,-0.033723986540775915,,,,,,,,,0.021205772278271334,-0.01750887213070425,0.052392352232093944
NGF,-0.02148153267895991,,0.006351730603366804,0.006851220092024141,-0.016914917275995516,,,,-0.02251487889200603,0.007680827303941643,,,-0.02402494677526278,-0.03611652288381164,-0.01996568473525596
TNFSF15,,,-0.01542428305103348,0.03708120142391491,0.049970448128299566,,,,,0.004272546711837405,,-0.029835932956157,-0.020279869145724917,0.07611095464473097,0.02721612754261405
HMGB1,0.0614821630790743,0.0005095168466683676,-0.01733983471636701,-0.03704743950221995,0.009708394743372208,0.10270405070504027,0.017703960089242833,0.03781655573080588,0.049925544311048425,0.04358506517969288,-0.020840926630303545,0.03531698620502801,0.006788318256353563,-0.027084580856611345,-0.002252010855700728
ITGB3BP,-0.01067864774367131,0.04747826969269382,-0.008289462641190412,-0.012405153415883377,0.0017797253853115982,0.11634564949671636,0.0062610733442095366,-0.01854772213273476,0.03653420966302514,-0.027310401320900086,0.08133151643156952,-0.029006053928924226,0.03283965324767636,-0.002247850744580329,0.015087071696615089
AANAT,-0.027003648127754066,,-0.014034521578678356,-0.022498675098136904,,-0.02027678940405227,0.012035977779583647,-0.014188173106494967,0.028813162094956914,,-0.021391313938127408,,0.029997107714643253,-0.01852511687239071,-0.023689011100528165
RELN,0.08166522751292865,-0.03618253942166635,-0.02436078649906627,0.02435116221867723,0.03176363253572207,-0.059498462157869504,0.02347532800591847,0.034080936977254894,-0.050392423746441005,,-0.0236820308895376,,,,-0.0518199119759281
IL15,0.022510473681064885,-0.0196431389406734,0.014870608899435535,0.06724316059765931,-0.014614305317942743,-0.008774346502404325,0.05288450880620056,0.006758253009089192,-0.04337652029047048,0.03333051036124447,0.13431573745218436,0.057258354453253224,-0.03343374573918188,0.0857497797165815,0.020652402125814536
UTS2,,,,,,0.07438335189993125,,,,,,0.06578279055718855,-0.015540744924477214,,
BSG,0.06162406532288771,-0.058483784100040924,-0.0035557969467785453,0.02357589096124321,0.049216664939708075,0.061433376189205594,0.03954234580417958,0.008147969726164658,-0.013990305917878537,0.02145921864728132,0.03805059764930869,0.06144523696017498,0.01901631330247577,0.06079373965720865,-0.009063755878035743
ADAMTS3,-0.008305544818611395,-0.02709170624554073,0.08238735113249654,0.016777497644157858,0.08655677238334447,0.10807063126773758,-0.0007105718073833143,-0.03122134877061209,-0.01798514518805168,0.0126462003696281,0.032882075413609255,0.06050769825396275,-0.036033508751752596,0.057421619305175205,-0.010943316515022556
CD34,-0.005812578611944687,-0.003942707090070582,0.019285669211357725,0.026963346563522395,0.10220613273061971,0.05288200092773939,-0.026060060412932934,-0.02654568664366347,0.019207918672657347,0.012671480167522712,0.03258176415677223,0.05390513133237459,0.04688764272285422,0.09842563773120058,0.025674692104484025
CCL23,,,,,,-0.0066214118832474,,,,,,-0.02815347019139416,,,
PLAT,0.06762518477071759,-0.02294054133158296,-0.03278346764972862,0.026035501644533342,0.03312861948974892,0.15561341869319903,0.03298138639210628,-0.007972557267119734,0.06478399828420586,0.019700803452277774,0.04833096125358667,0.07861888996926761,0.020691833642251273,0.05183969798447981,-0.022610516945744903
NTF3,,,,,,,,0.0019205679676037343,,-0.01563979490015792,,,0.06951506074425806,,
LTA,,-0.011338932178698854,-0.017753055968895686,,,,0.04578716142136932,,,,0.11719009379588882,,,-0.024932015508121744,
CKLF,0.0672994087345407,0.03730901865990281,0.026669441910820976,-0.01179816301967265,0.024976503247755123,0.15120931106394092,0.039575137968198726,0.01874518451852325,0.09833305663448895,0.04004344761837394,0.025240424902973506,0.051285397170749585,-0.008034083267675908,0.053284820117472084,-0.08163187419345821
APELA,,,,,,,,,,-0.006628342158931567,,,,,
CD24,-0.01871793101021158,0.08676654706737337,0.045413192341635225,0.0052706214575012015,0.0454959712758743,-0.014001499134193856,-0.04442824357759383,0.004520778228297003,-0.006381452036612746,0.005285994940839012,0.03372866600045668,0.07895223158227459,-0.001097902500723529,-0.03550864983509986,-0.05421883592991918
HSP90AA1,0.02585044550617664,0.029404336285169568,0.0404467462400486,0.002883772430847168,0.006489822421104684,-0.14119389819541472,-0.01852642509856226,-0.031214636282621853,-0.13724956779335185,0.004995097159807371,-0.03259008328815214,-0.01574749886466258,-0.06474366318500352,-0.10749919637461,-0.02953907433769311
BMP4,-0.016378880347358796,-0.012019932797689654,0.07033817532207098,-0.027030548872704466,0.003612463491995463,-0.004927631880662222,-0.03932824597145107,0.09913872575898942,-0.03376229855761408,-0.02282512637337845,-0.01690526684256927,0.045999997702786906,-0.016206307836540246,0.056136427495141555,-0.037092880055491606
SCGB3A1,-0.0005122138668814001,,,-0.026793144589386562,0.09790598889979656,,,-0.011967862785443751,0.01906122236845548,-0.036811656726698394,0.010589571437232437,-0.03474364395934726,0.038295109799822556,0.02217163260342734,0.018255597543113573
IGFBP4,-0.03545318473802824,-0.020597250288418724,-0.020870424553759873,-0.02485778210108986,0.007837200989230124,0.17078234935187372,-0.0029371568725958075,0.06213337394680882,0.062169771350463914,-0.021890256424457372,-0.005994493244064999,0.04368400784318023,0.04681008429668911,0.09256316904265315,-0.15759459483046664
RSPO4,,-0.0183306788916105,-0.027174162502941333,0.04245990303958809,,,0.0445562147109399,-0.011967861034873087,,,0.021264814473847926,,,-0.032882718648127585,-0.029870904654648825
LEFTY2,-0.01995642979175258,-0.011478191517736422,-0.03140154799817485,0.039187976269103614,0.04846645731608214,0.21146127878612705,0.05267749392104586,-0.013122905994894794,0.07204761245441929,-0.019881011686990246,-0.010808664411852763,-0.011475842466692468,-0.017658764409351713,0.08401985629407681,-0.02954015964378242
PF4,-0.019307294839172554,0.020404688246110723,-0.012085129779438899,,,,,,,,,,,0.023883982153470745,-0.02339956985183491
ANGPTL2,0.013829832623989154,0.006930548515217895,-0.0250102558393702,0.013635684673762211,0.01630072152923816,0.10605528314312353,-0.009826011606025819,0.0017395455602293732,0.09241721147242533,-0.048167135648931665,0.046263496624570605,-0.0023695803599701527,0.02043968218192265,0.10299997242025281,-0.06637021616335674
LRIG2,0.01075517764359499,0.0033259301817157826,0.037423691529135855,-0.035628170216650025,0.04167866129403535,0.01766528786894778,0.05290301216492725,0.028047825621525312,0.03371919613538746,-0.012964437965207715,0.03388691544260647,-0.008943374312035684,0.028543123783558822,0.055162062393871336,-0.03777535529512252
ICOSLG,-0.00259303223801603,0.006392792094581745,-0.029752004071886672,-0.0708944494837316,0.06101314877322593,0.07290067109308088,-0.02057181614070923,-0.022712765343056347,0.07358886283504461,-0.0024535195816246056,0.023990536791633627,0.044040543889983026,0.05625323745934791,0.05674930515088499,-0.0013862536554836392
WIF1,0.01568297123571543,,,0.04210980299268517,0.0674950762142824,-0.10674771965747598,-0.016019775130336592,-0.02252103657869973,-0.051575201432811114,,-0.01208402581859107,,,,0.027898244115154264
NPPC,0.042047594302308804,,-0.01874701655856622,0.05405474325007203,0.007575475004584759,0.051875867893250244,0.0046895209624790695,0.13742414834954964,-0.011839896141149707,,0.05263249361022859,-0.02487455715590635,-0.031054025187819516,,0.01526431809418278
LYZ,0.032879960147826515,0.030231074649903,-0.020702305282323977,-0.02966130067305992,-0.0020716966218158207,0.09990614546876975,0.04140082743421723,-0.032521895837225805,0.11331600400020561,0.05231204400113713,0.011568785864457034,0.028198559798115183,0.03613756232939055,0.0292016521309903,0.006852927577564161
EREG,,,,-0.04351690465513777,,,,,-0.023161230668531717,0.0434740231952433,,,-0.02096146702879632,-0.0376531098672156,0.09229581503974074
SPTAN1,0.03970872850512211,0.05896842437745476,-0.009445058467071056,0.03497981354750271,0.022185387192675914,-0.08336175469313466,-0.05128483363936557,0.029623871342338463,-0.05839752204183385,0.07360081652439239,-0.010115030789415357,0.025837003204632843,-0.014565723362057359,0.045444042135571065,-0.05372959420332211
LIPC,-0.008717317913302693,-0.015523572650948414,-0.021717878282124743,0.08082462170747251,-0.022663040244733913,0.027831058097978312,-0.002479027949602958,,-0.04148134198694806,0.03768310411355151,-0.031165932352711413,0.061378019958025165,,-0.031523497018596004,-0.00835715897565046
COL8A1,-0.034524551598012036,-0.010172919340277678,0.017985014998102705,-0.04628841884056939,-0.030234697001697626,0.061458591981226926,0.02385350816986497,0.05414495380912579,0.010106356990324026,-0.0723080896190754,-0.008211506893850404,0.03789401985354645,-0.0040449496680332025,-0.03883462210051374,0.058488409074627705
GSTM2,0.05033897579811782,-0.007443745740587439,-0.04143099408873932,0.07585821518550165,-0.01235836300069416,0.024573499156885694,-0.02605863404760706,0.004837080967381548,0.08339394883056961,-0.0034471101214381726,0.052060151763973384,-0.05178938148406834,0.07098808806808793,0.04852915462050384,0.003490277445146893
SPX,0.057248016136169096,0.00891430622552017,0.025767476035000333,0.04328181775237591,0.0001869328394738847,-0.02093627444588199,-0.03991543866618092,0.06805512077712747,-0.02229686769861664,,0.013199473230572703,-0.032975997130158564,0.08399506428418688,0.025132513314334373,0.020775609820860925
MFGE8,-0.013689261463134258,-0.017316190277633862,-0.043556712852721384,0.0025013006006984,0.023005465392336125,0.028012062422140133,-0.0038367374172405834,0.041561590581843624,0.023810903623172966,-0.032537358443325164,-0.01866562877203922,0.02947051414115535,0.0017554941956888582,0.11644818883088966,-0.05864212536863092
TGFA,0.010108281927940357,-0.010637619398243262,-0.011083506412845261,-0.003978298473995297,0.03417769201695529,0.05581657855608125,0.0813959311449873,0.028791273277496993,0.004374074252433373,0.016392432540865316,0.07507541289778487,0.11396247957853878,0.06259603347762761,-0.01047551153043127,0.021401240070290612
SLIT2,-0.017406122013037033,-0.026894215839596832,0.012557207730101022,0.06685343231835057,-0.008969215292448741,-0.061407005128070395,-0.04173544614789786,0.0018315172473452356,-0.07034584443993344,0.026394298233537113,-0.04462656400335092,0.08406584096212244,0.06920124287740292,0.017020138403738026,-0.04889929045417861
PLTP,0.0646084737460927,-0.031270171574056316,0.018475426737766146,0.017103201278189973,0.019237367684269483,0.14421125541626065,-0.01581369969878463,-0.015237790783615772,0.138463403814035,-0.03519491438887678,0.012237895375899557,0.03491284108498505,0.012732036367942982,-0.030188266838154214,-0.058858150756948134
APOD,0.05130504367387933,0.021018051969254437,-0.018533614257415006,-0.009349723409610794,-0.0292230843810017,0.10759297780299061,-0.02141026225376876,0.06220392594107203,-0.015391279446104264,0.09308879649818952,-0.022528411150920035,-0.08974336501949183,0.027511656747709713,-0.08774684990128011,-0.09264362489646855
B2M,-0.0824403575448183,-0.009943371867738018,-0.0055719000749548,-0.02769207976280623,-0.037230278997572974,0.1798760934661381,-0.0025812686290202507,0.05530670075088829,0.183179924358584,0.047480097819017617,0.07735810519437067,0.07749181232725261,0.07113126968880107,0.03032401022859288,-0.04329477628096628
OMG,0.11195235996622772,0.003688294181347775,0.0005260757355735481,0.031072380775205712,-0.035976206069864784,-0.007357262746867683,-0.00975808175082001,-0.027099573970911162,0.02933221081698577,-0.014722921566840465,-0.015906931277960647,0.005043839008019045,0.041437390226942934,0.06402507486669139,0.0005749022587248939
CXCL3,-0.04767878332565504,0.05880236459042523,0.043109901832250615,0.014236884512040627,,0.08656673900319699,-0.008211680773743065,-0.01280308158048766,-0.03260510197498466,0.013859762832959284,-0.014288002009745303,0.14798238318932733,-0.007437869217387553,0.07871515136870888,0.02256985466077625
CXCL10,-0.05397050857059445,-0.015382877945186581,0.022336640467697236,0.011269745613540372,-0.01997609974447521,0.16611632511375363,-0.009363863579606274,-0.019448818000076317,0.03233187025099356,-0.02006148887105521,-0.02270536429550013,0.04689860467495568,-0.0012269326262485836,0.014634115124793878,-0.021287672551682884
RSPO3,0.08545703155741896,,-0.014034520541686107,0.03320906562656348,-0.018384295978918583,-0.033295563365558625,-0.013149558207049411,-0.031089768963555316,-0.049743406768529966,,-0.014930686725919875,,0.04426942336248806,-0.01776808151977783,0.016914233139633264
CORT,0.04715937342904928,-0.018420686541490885,0.00680335543945548,-0.006645026740736853,-0.033623067741931724,-0.04386380080689137,0.044370050295910374,0.06201219415261332,-0.03752043341711762,,-0.0034004765263244215,,-0.023720083251961562,,
NCAN,0.07068992258329271,0.06167045982031206,-0.021361528761277167,0.05370020104437474,0.03222320311515488,0.06669826110201095,0.06387724331629978,-0.0016422186834895382,-0.0466837862833446,,0.06981737692343727,-0.08672760229164542,0.0435854623293516,0.02823362279601769,-0.028656676185000337
PRG4,-0.027990710095630877,,-0.013851466536263112,-0.021436330275834768,,-0.02884300384237784,-0.02653008298408141,,,,0.02076573805257968,,-0.0227842329984739,-0.03002389452415048,-0.00094304137702837
ZG16B,-0.025809671023194897,-0.012411583607067655,0.07319065876129889,,,0.045159820234977825,0.08462648827496777,,,-0.026226665124784932,,,,0.07192254201543621,-0.01996223293909276
TGM2,-0.07252960617960888,-0.012317643032642997,0.03540252887656395,-0.020623973869204604,0.0036666926206449612,0.11036683903181643,-0.004855609229226681,0.04409824713009975,0.0060332438602330365,0.009178503412444167,0.02721359924394784,0.02472341752054326,0.022788332025967705,0.05599807267779391,-0.012026648575875615
VEGFC,0.003515022725473139,-0.015936951315659947,-0.024687022232641517,-0.03299761560772463,0.05483222832526873,0.0019784363872594472,-0.0226755127408863,-0.00446773416605201,0.1165757910399252,0.01484788807454151,-0.01781499376629376,0.13898025572603934,-0.026771315611629907,-0.023136084074825133,-0.0027474908142110285
WNT6,-0.03003057072151885,-0.011478191818975858,-0.004119327892247714,-0.029537199347109928,-0.014989774269217796,0.08161775258804875,0.003998548482248709,,,-0.02932677260008369,-0.015548026956792204,,0.03831037598634923,-0.026756577533182436,-0.020626975728130482
NRG4,-0.017142602358409732,,-0.01685786842206274,0.04177754630938771,-0.018350254738623284,-0.01391934528704485,0.01504183819706425,0.03027243057145246,-0.02915725671061529,,-0.02078326815509467,,,-0.017768083511155854,-0.031019807751664245
PMCH,-0.01975777176310325,,-0.02335821905172369,,,,-0.020759707224368328,,,,,,-0.02114406695964014,0.005537245364706998,-0.02632125548893193
COL9A1,-0.008593267543712878,-0.0170102707498318,-0.017606813183069635,-0.015349559820738977,0.054397103611729884,0.0714352201175579,0.0018354538569130918,-0.025351681094092963,-0.02284015180361642,,0.033719015786191575,0.00323876234856552,3.765994236080699e-05,0.03900138821243939,-0.003998893505941937
GDF11,-0.017864960311772968,0.05406732200929927,0.004923476242031162,-0.05219042134578279,-0.0017855327495724458,0.09365477666964186,0.11925415385857038,0.040618708731320195,0.04650812717167827,0.006809846306327376,0.07778378015369626,0.06535248097563665,0.010995216176583602,0.060338139326823796,0.034088917851403965
RAET1E,,,,,,,,,,,,,,-0.019491461366099205,
IL24,,,,,,,,,,-0.01653844524442365,,,-0.01576450681799978,,0.009269420715714214
SORBS1,0.013992238121205754,-0.03611818796884949,-0.04225232162789579,0.06327071441069228,-0.03442332552485896,-0.027687877220634656,-0.028024609065203494,-0.022708927523620068,0.06298139348960483,0.05528213376093359,0.03401982485527092,0.04304023299315821,0.002880455463173725,-0.009824686258284308,0.03701690167466777
DLL1,0.04321806889385484,0.06832251975616145,-0.022802192066686388,-0.008820441820826237,0.01744347382759158,0.063250557128457,0.029964847700553198,-0.029342715843793044,0.06549036250838497,0.0069721537690376895,0.024395386339724514,0.11361877728861187,0.021340414976195987,0.11718672041178987,-0.051393324972700404
TLN1,-0.0618987448232133,0.005626771727670174,-0.024246636607459418,-0.04654385116686844,0.0580522642324203,0.15389424474237887,-0.012040455330661838,0.04998879874676929,0.09799656313375475,-0.025954296898305775,0.028360697453815528,0.044103501476368996,0.01623762575153986,0.0462747509407501,-0.002598976795750333
COL2A1,0.01389559407052061,,,-0.019145894866086283,-0.016239554902149466,0.035226056176924585,,,,,0.03107216976430773,,-0.022114203725329223,0.11668803689872193,0.04338176945503724
SHH,,,0.02559392994268287,0.017626840050285003,-0.017725539615075784,-0.020928491710499954,0.042146789138396576,0.0681749994141005,,,-0.01384370982307255,-0.013944270182756624,-0.0020870489638874393,-0.061901059807273055,0.0187046928142667
PON2,0.06931011602762192,0.001467965463857423,0.0017547841821453898,-0.06563361533927582,0.013733566776959744,0.11830629901911535,-0.02410542092545445,0.06415330988901646,-0.0020886184766904553,0.027986035362515687,0.04372940463037801,0.031686773362355404,0.017988177012534825,-0.004699883807760239,0.01692656083394115
ICAM5,-0.04331889157597476,-0.014775010686506138,0.0045464711531982595,0.07071933088801398,-0.010275776314931206,-0.05202289679658028,-0.006540941985412012,-0.028163012347103493,-0.022348535865541953,-0.015655670481523415,-0.027036017489156145,,-0.044066132860642676,0.03960597259838186,-0.05249811969944748
HPX,-0.0224143671137588,,-0.01864301405649499,-0.003592461662786956,0.08260495423089043,0.00047379015352500144,-0.008209995694865158,-0.011967861565348964,,0.04718972845169326,-0.025577822769163917,0.08972122590489429,0.035384960836866444,0.053264454477320464,-0.006143110085475524
SFRP2,-0.024745129750176027,,-0.01639314684375457,,0.059644824502298244,-0.00334100342972357,0.023614147241005953,0.027554841165563167,0.1888865535747913,-0.016321984606384933,-0.002254679464028512,0.052768508962258744,0.019031859740620834,0.04786580863212804,-0.020170810827249447
CFC1,,,,,0.12546898998867886,,-0.017849202793686476,,-0.02379131574619379,,,,,,-0.02744764912511406
CD70,-0.0452087395390231,,0.0581009842507321,,,,0.06302661163710133,,,0.018180734280500124,,,-0.02437273301686989,0.09272191096651591,0.05650501232875298
HP,0.006983185868111019,,-0.020252439587754818,0.012991778901319,,0.025474671319765586,0.019030042947608326,0.02410329675814123,0.18156072757359126,,0.056507738596650633,0.0443389532094493,0.019960812967655516,0.0343545780075685,-0.050770056868551336
CXCL2,0.03700521520210356,-0.029136662980339834,0.027065827477466005,-0.02789326282080156,-0.0075799717381324775,0.07246861997216329,0.016531532167603606,0.12223904560999375,0.07890685688765543,0.04670570484576908,-0.014649532987864766,-0.013028333951752418,0.018220770993137184,0.040825271005810806,0.09048516895281247
NPPB,-0.024011694874589994,,0.048218734287808505,,,,-0.01562948786981026,,,,-0.017814995062029344,,0.015813032969922553,-0.01802374188669067,
CCK,0.10463573611537683,-0.06497613696794473,-0.02630674487322821,0.04521295652659213,0.04747274852285385,-0.13989871829365838,-0.029097570406009264,-0.0258700873594735,-0.07249485789434461,,-0.019247954182608246,0.11805999564995272,0.06525951808616325,-0.023381658833617692,-0.030481215080152092
SEMA6A,0.07844724419609349,0.06601846029199959,-0.017709622941797825,-0.0070391116777568695,-0.0114136611716255,0.09320113669753892,0.013132357083798894,-0.006971630637467919,0.06268398135392352,0.006891596488954767,0.06032247210090634,0.0386085295218317,0.01877355842976048,-0.02791389178303114,-0.019839309669405097
IRAK4,-0.004826137878100193,0.0004951735526287434,-0.029140243819735973,-0.010006106175611259,0.039159744984264555,0.050529256412422605,0.055930294797718993,-0.0031297641390261276,0.10544059120459223,0.04992969708374925,0.02787633682693198,0.01694869541697294,0.03065317009841832,0.051887726776074415,-0.035966514519645415
