,UKF255,UKF313,ZH8812bulk,ZH916T1
IGFL3,,,-0.01586387811249021,-0.019802427814635398
BMP1,0.004958049903092536,0.13326249073417382,-0.017326029577535446,0.10477957333104103
NDP,0.12980049736685645,0.09533297005881296,0.04389848215934305,-0.01803613753904855
TNFSF18,,,-0.01636013748351864,0.017575310495609488
RTN4,0.007789640018447582,-0.04901391586194282,0.05035190690265612,-0.025050780299287822
HEBP1,-0.03755306420279797,0.004425499046571056,-0.017062946287024407,-0.0038774264704982842
WNT7B,0.08263486933044893,0.020874030732515474,-0.034210370978721955,0.051125163986415416
PTMA,0.05982085053285223,0.15716794643819434,-0.006903079765619963,0.07110634672944786
FASLG,,,,0.006943625472786816
CEACAM1,,,0.060049081101547365,0.046296255675895674
PDAP1,0.05788203915665629,0.12763937446622087,0.03690700002022671,-0.05292600326748403
QDPR,-0.015411223470172758,0.004778828134384361,-0.0023220926646732626,-0.035037378504336046
POMC,,-0.0015340927483571886,0.03702616301853712,0.09750235321442534
CCL18,,0.07007573835565326,,
CCL17,,,-0.020915606914096177,-0.015566881103020251
VEGFD,,0.0001379094888536222,-0.022059509706545077,
TNFSF13,,,-0.022429283544027116,-0.02536493344259963
WNT5A,0.03837346020305457,0.04707297610113002,-0.0038878601276147325,0.06165063590868149
CXCL8,-0.03663149141456544,-0.017828516671755897,0.10828911633004842,-0.03055582249952303
GRN,0.06670231673730194,0.051502276418699505,-0.045463014820146926,0.0700321710817288
MIA,-0.04702568313912157,0.013008080029503225,0.0543438398955186,-0.029028836208480156
COL4A4,0.026189284089957222,,0.015761293260056677,0.12278788349676856
TAC1,0.02490584723544306,,,-0.020464248117015367
RARRES2,0.011360948877437292,-0.0931051833960679,-0.013245633809768325,-0.03622650654731249
FGF7,-0.04255339279104785,-0.04054390776636603,0.010978609191788115,-0.059066002632660417
HBEGF,0.05244458108000639,0.12479742571174689,-0.020819536037946722,0.04138242405051565
CSF3,-0.025047402150684937,0.09187746550773383,,-0.016389524326627006
PI3,0.0048068683427556535,,0.09265752439676528,-0.03560899147608776
PCSK1N,0.061411832144880274,-0.04797704581728095,-0.052874391627495125,-0.04754050564308531
NTS,,,,-0.024270650632243405
SFRP1,,0.042082374699691845,-0.05119088942262961,0.0651631288311711
CXCL13,-0.018187377639958147,0.07507178808804932,,
MICA,0.059581481949242864,-0.004825320930384946,0.013492632827504538,0.034268414572254484
TG,,0.05121995491681831,,0.021906375313033122
ADA,-0.024596441799157282,0.08328615956567569,0.0007965342715022601,0.09940938591772856
LAMC3,0.02683202938267447,0.0956253187651738,-0.006501322822201617,0.12814792903174482
CCL7,,,,0.031061878788273784
NGF,,0.11114846399841151,,0.12989920167997585
TNFSF15,,-0.03244467643569761,,0.05942197611799725
HMGB1,0.07610611772208964,0.12442256712170978,-0.029470616909412557,-0.09179592935588811
ITGB3BP,-0.024304621609723145,0.041527821785956154,-0.03579028686261192,-0.030148509620827952
AANAT,,,0.01204055208571487,0.1429498124319894
RELN,0.007769985326183917,,-0.01713061839004626,
IL15,,0.08832703220430105,-0.03221879765456619,0.06849282398134385
BSG,0.06465727870491132,-0.007983629818919535,-0.012435022039581214,-0.021911692052253767
ADAMTS3,,-0.02468140819253864,0.009711801186305734,0.06302592966877066
CD34,0.10222551012843102,0.19143572123416155,-0.00047420561872601455,0.1363452645175075
PLAT,0.03563971420708022,0.06302723432617208,-0.00840319682818687,0.08499320010917805
NTF3,,-0.05042330980194064,,
LTA,,,,0.044844295880407496
CKLF,0.034243212558603096,0.028586844718630194,-0.00013429157255861438,0.03993570381132362
APELA,,-0.01269375082569605,,
CD24,0.0332510243744918,0.10503851015000208,-0.05642583505553684,-0.08080068340187246
HSP90AA1,0.011648502738794395,-0.011908978818388665,-0.10443854035439691,-0.07537167818650217
BMP4,0.04071646253274246,0.00013303501563225958,0.0013640082062006819,0.08153324782608076
SCGB3A1,0.05388867712514852,0.03992605821811818,,0.011429324740959403
IGFBP4,-0.017987715074133565,0.1830027051484144,0.0032710372653118945,0.14689223454200298
RSPO4,,,,-0.006093765343950648
LEFTY2,0.016070529228244045,0.010362904345937885,0.003958416755748702,0.10938908526781606
PF4,,,,0.11104737375633321
ANGPTL2,0.010876329857814395,-0.12260344264051029,0.0046089249483919304,0.05995151215464996
LRIG2,-0.02304162583935194,0.04497183974732553,-0.03205404085197644,0.0636401181945136
ICOSLG,0.05233629702777969,0.05047356155937574,0.0695637443951743,0.058604367866485305
WIF1,0.021711993102135722,,,
NPPC,-0.03358919050862528,,0.01890551861709705,
LYZ,0.004946571731606886,0.048458552712746274,-0.030117923033844664,0.03869314891156425
EREG,-0.03376205358096013,-0.01627416865192331,,-0.03693432279353057
SPTAN1,0.12336204874951265,0.10992056268054758,-0.029202241809579196,0.03780191709945456
LIPC,,-0.023346113570239933,-0.012047802229397655,0.05148944800023329
COL8A1,-0.014931186444517972,-0.1292329646997083,-0.049127454037786504,-0.011446463047698979
GSTM2,-0.0018266223926378855,-0.028664556788162168,0.010880425656208679,-0.04583947071552916
SPX,,,-0.055658947895855404,-0.06325501267108409
MFGE8,-0.022771966581396803,0.02980790914169712,-0.022479762679784302,0.09031816643339996
TGFA,0.03235759213577312,0.01095722169291337,-0.0010173822236497195,0.010766741454271655
SLIT2,-0.019899718279405166,-0.008923287570754019,0.0851891502158266,0.0031317762646220775
PLTP,-0.01973771701729903,0.07911134323988475,-0.022259960158344708,0.06047869991425709
APOD,0.04244661379347526,0.05639574243399011,0.011726918536956434,-0.019388963212010682
B2M,0.0033054154859915065,0.14105426208926075,0.019863423665284274,0.0924575164981572
OMG,0.02201557201974513,0.029982152165312977,-0.020397361236915604,0.014964209287890185
CXCL3,-0.02391211062257881,0.05991183509080596,-0.018219028900825746,0.08483620847562803
CXCL10,,0.026485565038868016,-0.024544918141821685,0.09433130992539128
RSPO3,-0.025047402931941343,,,-0.017428893936982222
CORT,0.06221686115610139,,,
NCAN,0.00505212176529208,,-0.06821178126579967,-0.05127571064932042
PRG4,-0.009023758866684137,,,-0.03948114191603509
ZG16B,,0.03394811256076029,,-0.021731955043922026
TGM2,-0.07877188949833984,-0.013158839538716717,0.03655275354835003,0.058728522854145426
VEGFC,-0.022672805549570883,0.042366492164250806,0.06537088351401223,0.06647232044893811
WNT6,0.04404143026255031,-0.03902661283730628,,0.03724402759639533
NRG4,0.09013266660428197,,-0.019296705960395476,-0.017428895890345412
PMCH,,,,0.05663641271085461
COL9A1,0.0004854520909713855,,-0.018274244734236663,-0.027827376440763874
GDF11,0.03195445619833175,0.05820192152310884,0.05327428822455502,0.0377620498635641
RAET1E,,,,0.0024775456256122064
IL24,,0.03602892535925322,,
SORBS1,0.03306298154706446,0.0039049027886983016,-0.031435046861573834,-0.008154858828066132
DLL1,0.021128211948306445,-0.021218817514342764,0.001769500151804234,0.08893021840683771
TLN1,-0.015608760475619175,0.07409872510029027,-0.029902582344272247,0.04355186553941861
COL2A1,,,,0.03921644148162355
SHH,,,0.008828068446302094,-0.04465526883744111
PON2,0.050407927787703755,0.08259522309323052,0.08956247515635989,-0.05833810314928268
ICAM5,-0.026773197846252907,-0.028888176985712766,,0.02945402203197393
HPX,0.09609049631368073,0.02231834395054796,0.012674378262308779,-0.008787173562306483
SFRP2,,-0.030117674016184686,-0.003003542030845065,0.10517026860920804
CD70,,0.09421183906796182,,0.12953427867355263
HP,0.03450055249999045,,-0.02471411192873597,-0.010364532362315116
CXCL2,-0.046482584611262465,0.09829487489737233,0.0002595670037656495,0.044380626329306665
NPPB,-0.02963129342350098,,,-0.017679673820778573
CCK,0.06385791458366266,,0.09503246425702035,0.030871929226616787
SEMA6A,0.08918798016146007,0.04844556815141294,-0.016331541131650765,-0.05440932718068672
IRAK4,-0.03556950296963442,0.0357742428461458,-0.0424094971563393,0.01231009413594843
GSTP1,0.051971755464829,0.05720806176144087,-0.0016179141925823626,-0.04359693255306106
VCAM1,-0.04079015800869974,-0.025543571592612564,-0.056677732907890147,0.04862795479775502
NXPH3,0.08789677135440872,0.01354968030127241,0.06217290751558798,0.001864411521227863
MTMR4,0.0623289447526409,0.03653038063394124,0.039952579922810295,-0.007973728143934822
LAMC2,,0.06526348673006167,-0.018656931797325582,-0.008607560028575715
