,ZH916inf
BMP1,-0.007532174305429437
NDP,0.030676890771625935
RTN4,0.057200655927104105
HEBP1,-0.1055609417406699
WNT7B,-0.04442601906496008
PTMA,0.1253022270759794
PDAP1,-0.12627302941106494
QDPR,-0.08488240499063092
POMC,0.032717915318884426
WNT5A,-0.015496174538538863
CXCL8,0.09209811923357557
GRN,-0.035747485516654826
TAC1,0.021678808680697204
RARRES2,-0.010566716909777413
FGF7,0.029277031302956082
HBEGF,0.08991179634516064
PCSK1N,-0.1228498601872628
SFRP1,0.06599129106904005
MICA,-0.04863910678341023
ADA,0.01588158463542503
LAMC3,-0.060829614870154675
HMGB1,0.0009750401928187807
ITGB3BP,0.012792824321815971
RELN,-0.002524886452308662
BSG,-0.1158227661889068
CD34,-0.04949310315984925
PLAT,0.036624317546091786
CKLF,-0.02148220524527308
CD24,-0.023933434634650457
HSP90AA1,-0.1564730508084994
IGFBP4,0.042869870259350074
ANGPTL2,-0.07065206527569523
LRIG2,0.09787000947916087
ICOSLG,-0.012257945671341456
WIF1,-0.06293255350634538
NPPC,-0.009873475293708103
LYZ,0.026442560747782503
SPTAN1,-0.00459211262677469
SPX,0.059156809654371624
MFGE8,-0.013926988586286625
TGFA,-0.01498440217642865
SLIT2,-0.07618733406937987
PLTP,0.03336420720116275
APOD,0.0357898952295217
B2M,-0.0753699639561479
OMG,-0.053521362008228365
RSPO3,-0.03396321505175768
CORT,-0.03626721268983969
NCAN,0.09692288198092512
TGM2,0.08230125930127542
COL9A1,-0.030879637543861763
GDF11,0.13664149733609376
SORBS1,0.03172468049323644
DLL1,-0.01540556065032504
TLN1,0.03320214179343272
PON2,0.020762050548284332
ICAM5,-0.026372788836079252
SFRP2,-0.06379530523923807
CXCL2,0.036890613247553744
CCK,0.044613872167108035
SEMA6A,-0.023611475292201946
IRAK4,-0.07711023615450661
GSTP1,-0.0008416188136032066
VCAM1,0.020234521324869928
NXPH3,0.05324891139915244
MTMR4,-0.07222248715651972
SEMA4D,0.09162033271751924
SEMA6D,0.017115034657021633
CTHRC1,-0.06418962976999341
PODXL,0.06621582672184864
JAM3,-0.025128508978051585
TGFB2,0.10467510224437894
COL18A1,-0.1183407581182165
INHBB,-0.06605573200694687
ARF4,-0.0017245231920349207
CXCL14,0.0012278658002731215
ADAM28,0.030144229029963023
TCN2,0.01953624971687789
TIMP3,-0.041242174099026335
PIGF,0.023260109238430512
CRH,0.04019270991028786
BDNF,-0.006945123565587679
GAD1,-0.09016368040605051
HLA-A,-0.13693539801901966
ADM,-0.038602087835435464
GNAI2,-0.023643561983263613
COL11A1,0.01049769432494632
NUCB2,-0.027912297933302407
CXCL1,-0.008383815107403911
VCAN,0.04866588745104417
PTPN6,0.08197134122215802
PTGS2,0.05482355682753722
CD58,0.014223773324870922
TNFSF14,-0.042513583828892136
CNTN4,0.05594530405668084
MFNG,-0.04097163422853392
ICAM1,-0.07378636955467165
PROS1,-0.02168720352354523
PSAP,-0.08758904935611457
EFEMP1,-0.057569609697050106
C1QTNF1,0.016185779322019603
ALB,-0.06923895094336122
EFNA3,-0.03174654155923346
DRAXIN,0.0383128360909528
NPTX2,0.053181782231380786
FGF11,0.029418023547492858
CD59,0.03807890495016225
COL9A2,0.08618962315654506
DLL3,0.09690056019324536
LIN7C,0.0372455651254597
PSPN,0.0526770601318583
ANGPT1,-0.051461931988704405
PNOC,-0.06697532938082691
L1CAM,-0.03668655942455847
APOA1,-0.035514264083518106
PSEN1,0.11084313486990266
CALM2,0.008808771834649932
CLEC2B,-0.0037494650640892816
NTNG1,0.017789728852341345
LRIG1,0.037445942814991875
CPAMD8,-0.007026985568313844
NPY,0.03615285190839133
MMP2,-0.08156589685843571
ALKAL2,-0.0646596652299197
CSF1,-0.054522839451229176
SEMA4C,0.07638952679885576
ICAM2,-0.03537115540517076
IL1A,0.023895697408196952
PGF,-0.06131754278781663
LGALS8,0.06013978502596296
DKK3,-0.013874171733608689
COL16A1,-0.05745404278283498
TPH1,0.03664786827636314
TNC,0.048162320896593024
TNFSF9,-0.07319788182285121
CNTN2,0.04418086102594028
APOC1,-0.03701680853109563
PKM,0.04231247178550334
TNF,0.15953547998047454
GNAS,0.10693206697523094
BMP8B,-0.03091741668964306
PTPN11,-0.06546115763952025
EDN3,-0.006036344619892571
CCL2,0.09970474854302792
DSCAM,-0.02300338192339862
FBLN2,-0.03474662179493868
VEGFA,0.10481397488718888
SERPINA1,0.13962851406983218
VWF,0.011627298370364478
GDNF,-0.04805891191248045
VASP,-0.06985698896974445
ADAM15,0.007374763342755789
OLFM2,0.011782660685945502
HLA-C,0.09217934683641539
THBS1,0.07962833526219137
HSPA4,0.004005953300774248
LMAN1,0.08025251120160988
APOE,-0.002559654676932073
SOSTDC1,-0.036267281922387914
ANXA1,-0.025666936018969244
WNT2B,-0.05884873550633225
GDF10,-0.017985832085292093
EFNB3,-0.0230524731677371
LTB,0.012155418801067975
ANGPT2,0.16992446798787753
NRTN,-0.05036056306443209
ADAM17,0.04843426583408485
LRPAP1,-0.08862571557103477
NID1,-0.041869118581302704
MST1,-0.010922982173291159
DCN,-0.03759909647615709
IGFL2,-0.041859774222867095
COL7A1,-0.013140709367637884
CALR,0.002826003114785707
PIGA,0.07360003219796311
CD200,-0.037739934171070265
CDH1,-0.015156542194598995
LPL,0.06396415998409821
SEMA5A,0.012323134353974837
SEMA7A,-0.0974294518940856
SEMA4G,-0.04315915196104095
SEMA3B,0.07707332946135588
RPH3A,0.03955000014521121
JAG2,-0.0003580851281000949
CGN,-0.0384478999490447
SEMA4F,-0.0835826077132397
NXPH1,-0.09194602092924495
ARF1,0.014723260003582324
EBI3,0.06348252127904487
TIMP1,0.04114038234134322
SEMA3C,0.007391052276017445
GAS6,-0.020881015341787008
MEPE,-0.03844762048074345
SERPINE1,0.18488646800332995
RSPO2,0.016855606224948312
LGALS3BP,0.1286585190727458
LAMB1,0.012152722951720709
SPTBN2,0.03605347082129398
COL1A2,0.049402761381368406
LGALS1,0.08149078320818508
BCAN,-0.054489189346537424
ANOS1,-0.013969627702927215
EDA,-0.050360676700485024
FGF22,-0.06033888147435609
TGFB1,0.077125167304982
MSTN,-0.016330478178681274
WNT4,0.08898049587029547
TNFSF4,-0.045663545839216016
NTN1,-0.03971581767691909
CXCL12,0.04315790885328434
RIMS1,-0.013089817123581798
FGF14,-0.0635415387514803
IGF1,-0.08948887837555966
TNFSF10,-0.022719333549037136
CHAD,-0.05148042940373562
RGMA,-0.08724975653940449
CX3CL1,0.1121602666855505
FGF1,0.031145206839734728
ALOX5AP,-0.0724986684753217
FGF23,-0.04504844544648424
NPW,-0.03396332722516622
ANGPTL4,0.0272773064420426
NRG3,0.05766647037386636
COLQ,-0.04864265268711895
TNFSF12,-0.06232803178600498
FYN,0.008991094631826273
ACE,0.009672004678220858
IL18,0.017749363018437384
SERPING1,-0.020883665792022534
AZGP1,-0.00963061136697282
INHA,-0.03065073013490672
COL6A1,-0.12906500781521063
FGF17,-0.033163482515598725
ICAM3,-0.052033249030042056
LAMA4,-0.06421508129186562
DLL4,-0.04864253135554106
SEMA3A,0.027302268175042967
C5,-0.0011627537817177856
C1QA,-0.053961053565899364
COL9A3,0.025368354636045955
HGF,-0.05419958709727223
P4HB,0.07782200602658315
ADCYAP1,-0.0435344165328902
GREM1,0.0778545534166664
EGF,0.07483403035009649
VEGFB,0.09712588203719254
FARP2,-0.0441797840647152
LAMA2,0.04210021202207359
EFEMP2,-0.09350129272058635
SELPLG,0.14273634599697724
HLA-E,-0.04595044876853771
PTN,0.00027408629146993905
CD14,0.019514456568574035
SFTPD,0.10130879030237791
SLIT1,0.04187203094777262
CNTF,-0.043159328895783944
BST1,-0.04442626275249826
AGTRAP,-0.03623290677858962
LAMC1,-0.10226415400643035
COL6A3,-0.06900015906577422
FN1,-0.04127761918955535
MIF,-0.09622513697743669
JAG1,-0.07312837588118799
NID2,0.034996897121949144
EFNB1,0.029835106365479935
COL4A2,-0.018200072101025703
SPP1,0.0045963352904423264
PODXL2,0.045778358804838146
FGF9,-0.048651723947260445
ADAM10,0.0033047519315282455
CFH,-0.069685925170806
COL4A5,-0.05666134477285482
LTBP3,-0.025270943006147763
COL6A2,-0.06076446006816294
GDF9,-0.04566364994363268
NCAM1,-3.537359601183803e-05
APOC2,0.031695380244306286
BST2,-0.07762649480447564
COL5A1,-0.03551410341124672
CALM3,-0.021556808712994778
THBS2,0.07610946590814428
SERPINE2,0.03617590358442339
EFNB2,0.005959838550750973
NTNG2,-0.07247184009351917
LAMA1,0.061929144488435235
UCN,0.04230958608441317
PDGFD,-0.01630683666324496
EDN1,-0.00384323006407055
ARPC5,0.019173470912564744
GSTO1,-0.07077771974958316
SYK,0.051848514610972146
ST6GAL1,0.034489124248874355
WNT3,0.01435179670041464
HSP90B1,0.03328990132498551
ZP3,0.0447695384121207
NRG2,-0.03370115724459376
MELTF,0.0810428299016127
NLGN1,-0.0652836443194763
SLIT3,-0.06512710485177266
CCL8,0.10518485536930523
S100A4,-0.02935551781435241
TNFSF13B,-0.07952185896733655
HSPG2,0.01245762441080685
FAM3C,-0.020905288102383845
A2M,-0.020624212630005755
VCL,0.02177662157164546
FGF2,0.11315893388860837
CNTN3,-0.011628321926360105
RNASE2,-0.012034904527442767
PDGFC,0.1225431911381525
COL8A2,-0.04119691806310482
SEMA3D,-0.06559257436661477
TIMP2,0.06068285940386555
EFNA1,0.05933410705594012
S100A12,0.13890258400368724
TFPI,-0.029546910505636043
LAMB3,-0.05068132790694916
LGALS9,0.05732065140091199
VIM,0.05719608396702591
PLAU,-0.001399401948463979
TGFB3,-0.09582830342244511
APLN,0.08731362439773385
SHANK2,-0.004069491668605397
LTF,0.0033686314563351593
PENK,-0.03316347417982956
CTF1,0.09711833935408393
COL3A1,-0.042513598902322855
S100A10,0.004501054646924613
FGF13,-0.10464388302400837
SEMA4A,-0.06557090930386951
EFNA4,-0.05148054108347461
HSPA8,-0.03187944343295456
NPB,-0.06559302962916513
SEMA3E,0.04580047754485291
ADAM9,0.08897282931959165
FAT4,-0.06801765924455415
MDK,0.009072898732301651
HSPA1A,0.0442288044049527
ARF6,0.029344791595554694
CALM1,0.0659073938790278
VIP,0.08287750865532692
NMB,-0.07650532433786368
FBLN1,0.020784806850672393
MICB,-0.04185967748863969
F13A1,0.2216191651337124
COL5A2,-0.008278062278699455
EFNA5,-0.06068842776828814
EDIL3,0.06167953419166344
CD86,-0.06881433038599383
HRAS,-0.007753725489904947
COL4A1,-0.0402292848491691
CCL3,0.16835304537554777
BGN,-0.13509329278610047
S100A9,0.06447280213636405
HCRT,0.0397515887920578
FADD,-0.11566425155759529
ACTR2,0.07847077012924504
BMP2,0.08877231200104883
PDYN,-0.03652878221019599
CD55,-0.0012220064391278425
IL16,-0.0020660232666889
LAMA5,0.03204128501011376
RGMB,0.020359495416188634
IL12A,0.09156244419556522
S100A8,0.07564933246569792
TAC3,0.04410696735619801
CXCL16,0.013177581160544818
AGRN,0.039504354833220304
MEGF10,0.04795570319207136
C1QB,0.039445608943196084
HLA-B,-0.030571182719039493
PDGFA,0.08250004197641733
DKK1,-0.03551422489495815
INHBA,0.03486885630398156
FABP5,-0.010098940487038176
CCL4,0.19878203025064647
FBN1,-0.07550173560859672
TCTN1,-0.06863562571371642
BMP7,0.037087212416295735
NLGN2,-0.07172811639753583
NPNT,0.01109017005538397
KITLG,0.06891958849074567
F12,-0.06605564248144669
S100B,-0.028391301665071478
CD99,0.02613345981464334
PDGFB,0.012405174779583004
CLEC2D,0.06262853868213149
F8,0.002517159248934779
C3,0.13213367381542576
DLK2,-0.05578170876278023
TSLP,0.06706893194140194
OSM,0.09780694992934931
AFDN,0.11092196796925545
ANGPTL1,0.04473369855537962
LTBP1,-0.02555286307337542
NTN4,0.022053415458240654
APP,0.0005302284767666602
RIMS2,-0.07087547932439488
WNT7A,-0.042513592203018334
GPI,-0.05662783713905139
IL1B,0.08260854556725544
SEMA4B,0.09802881708606856
FGF12,-0.0662847548128864
CP,0.11128116242438078
NLGN3,0.010409363140774144
AGT,0.029061877597008047
PTHLH,-0.05312492057336639
COL1A1,-0.045048231690642516
LAMB2,-0.007412545091309286
DSC2,-0.06800004004356094
WNT5B,-0.04119683204162235
FGL1,-0.04627190102502381
CXCL5,-0.04119687849315595
S100A1,0.07902883938744107
NPTX1,-0.053853301068818964
TGS1,-0.06912216762348458
SST,0.09661961144514941
IL34,-0.041149015437999745
TF,0.019426901771676934
IL33,-0.0007229251936820788
RBP4,-0.05946616431075349
NAMPT,0.030652480506582272
