,UKF251,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,,-0.02915801085885655,,,,,,,,,-0.030696211252610586,,,-0.025642315245619253,
BMP1,0.01997609633866683,0.025057939373162513,0.08595123374707934,0.11545932268110974,0.04392905595637842,-0.0316779081592062,0.0043885754137812935,-0.02654185774873815,0.04486381768104536,-0.14118151577997273,0.015148079827707474,0.0068387602379943215,0.006083043853564805,0.03222005655321941,-0.01180915724017237,0.026900308714895002,-0.0431106625770431
NDP,0.02146882199956868,0.08549889108576694,0.06364665665891088,-0.014559257918496493,0.018672073855650756,-0.018048389660721857,-0.044910442759275554,0.09297481928310859,-0.012726509824369492,-0.15981256015282683,-0.02140360178209394,0.04168159753220642,0.01020932444069189,-0.030608963661272793,0.07199355626119938,0.003014319768248321,0.019789375970849246
TNFSF18,0.02159811898489901,,,0.11390518381759833,-0.01768454237211269,,,,0.06445902372684864,,,,0.047019172859409285,,-0.03505054091144497,-0.022755099687502747,
IL36G,,,,,,,,0.011606465719295871,,,,,,,,,
RTN4,0.0013042810803842,0.07581458439074665,0.0396731190928583,-0.19155876865336272,0.00036294492056482383,-0.003995008349266531,0.09185143158732693,0.0020887640176484954,-0.013003275450104629,-0.06217020716667256,-0.021873199001629453,-0.05980329527511116,-0.00827356706903554,0.016374926089357214,6.971222756389584e-05,-0.023223819538854155,-0.020470880107702854
HEBP1,0.008858995789991154,0.02403876995402865,0.0006805796192506579,0.10277627798184752,0.049044863928899576,0.009929744110727706,0.015842558840906094,-0.04003895194187358,0.03553031345842727,0.144234340336143,-0.0025406169767303727,0.017670978915215657,0.006460031073778531,-0.008975344082456843,-0.03331396492513808,-0.006668232313399986,-0.013120416555196577
WNT7B,-0.008837070043578015,0.04414421898428241,-0.017740781140585842,-0.012121537596813465,-0.03853934624302523,-0.01091775236805442,,0.03559307585969628,-0.016498541346523864,-0.00866121324710984,-0.023908791448321934,0.06150247025940497,-0.007670921412926046,-0.03202900214111389,-0.03505050456666704,-0.0395992503723214,-0.004277815347191464
PTMA,-0.008073538757503773,-0.06482515357997597,-0.025145104589454504,-0.06869590395069282,0.001566841458933844,0.02311225459469835,-0.04187312886700628,-0.025995730794824957,0.06500682907136865,0.003094869160593173,0.025007345143248528,0.039016859648488014,0.05892384330583441,0.008854549550955531,0.035205830511773555,-0.005760902589147107,-0.023368099958607308
FASLG,,,,,,,,,,,,,,,,-0.022239571264523323,
CEACAM1,-0.0007693314140870677,,-0.02008638095197423,0.007647594557770138,-0.027813572091404035,,,,,-0.05527962725675638,-0.024907853401708438,-0.019200741325793885,0.060828877351124286,-0.0038407468260345163,,-0.030943097016122124,
PDAP1,0.022670972029666187,-0.03772081348318442,-0.017532733391930417,0.14309920394126222,0.023554354513270207,0.032342977131400906,-0.0050114265213872826,0.020242483887790343,0.035214219531056024,-0.12489701790373121,0.004198498611662035,-0.040891346177370926,0.028474006902833183,-0.01120392504146158,0.027194412336540987,0.004842919502212569,0.05353297277836537
QDPR,-0.0056909269288230495,-0.007141534286103368,0.015175215758756919,-0.19293407867748666,-0.030914347649733356,0.04895912702437062,-0.008265661475562368,-0.032813682911241954,-0.015371256835930642,-0.09671174364006847,-0.001845379817113791,-0.047499131844768706,0.01702122708888882,-0.06325880823756588,0.006507297147761003,0.03006424954840342,0.006733902551234563
POMC,0.10156446388796325,,-4.654798016372965e-05,-0.005837264043800905,0.09914384567930014,0.03031592725365338,-0.02221513855451015,0.0460252383970638,-0.053842457663204904,0.16456198579193687,0.021611946167516917,0.0707744493471897,-0.07266860373253638,-0.024239067119244607,,0.031110635228390107,-0.06244758923782599
CCL18,,,,,,,-0.038986633984989943,,,0.0034194898706510243,-0.015623895138566381,0.05427070276947623,,0.038685761285657,,,
CCL17,,,,,-0.022056067412666767,-0.013513116880424,,-0.019135873339201272,,,-0.017670916414519663,-0.012695246773094748,-0.01496184202551414,,,-0.02015767341112097,
VEGFD,0.011377725366195792,,0.018065912018778125,0.08256511367861694,0.01177500415653482,-0.009912034651663851,-0.03380359115002819,0.045294759162480595,,0.06637363157734787,,-0.019200741325793885,-0.030761040284167006,,,,
TNFSF13,,,,,,,,,,,0.006531863317677946,0.013368557693219886,-0.008271654379227179,-0.02387143785711504,,0.05314804485317424,
WNT5A,0.009103262590564936,0.003249119406833825,0.005284489868359682,0.11444401332114744,0.00838151612477696,0.014084095400762553,0.018753716330403816,0.04089072721630348,-0.009146747183964651,0.07910304187457476,0.01806090686587557,-0.032877053325396845,-0.06215625293110406,0.10304711173733756,-0.05075403040015803,0.06839689850110384,-0.03583980599323273
CXCL8,0.09185012031488629,-0.004399046362043016,0.015244623448124432,0.11358280159506004,0.03283896912424394,0.020912228193994114,-0.008266387633441619,0.030972275938878434,,0.2054407129607798,-0.039085144424030854,-0.032838125785153785,-0.029877909004297893,0.0812351596388687,-0.0216409175062055,0.05452971837806477,0.057676957045367724
GRN,-0.009313603872997903,0.026958961495553015,0.0019375812592207595,0.1483115498537104,0.01260630599266407,0.011554092177329067,-0.003289227976299146,0.042696311999279576,0.001113754651626154,0.11993357854421488,0.004490668851589576,-0.056171475851287775,0.04524105702149358,-0.06358730769213292,0.04423841967081327,0.056253664339084984,0.012862417981693644
MIA,-0.026724229122178016,0.05892124986221686,0.014968529642895185,0.06750788821192627,0.05692225735640671,-0.011272851961206852,,0.020374798891375702,-0.012734970457473044,0.03331715108963114,0.012210196297072585,0.05064519839259648,0.06758763097416812,-0.07469651499281067,,-0.059818369528550686,
COL4A4,-0.03661859583266533,0.016417110406234354,-0.037273714774511656,-0.028733055443173918,-0.02302721676424831,-0.01893749479465055,,-0.02724576354096708,,,-0.014371597254614132,-0.030743389069632244,0.033313771869490444,0.0006204543812065081,,0.040011955902326535,
TAC1,-0.03216589838038107,0.0270483148881854,-0.00967308979512173,-0.060111316503659036,0.026964942972091233,0.05333556102710607,0.0471505797995176,0.03164157662101338,,,,,,0.006670825339347187,-0.0034681623721922166,0.10227370107654894,0.0075603478768620615
RARRES2,-0.038654537046881925,0.06843980359243901,-0.024147281085416437,0.1324809488001823,0.029291076416196823,0.01273643711684048,-0.0052750090651711165,0.02308068694790051,-0.013691045645596409,0.08899185514324989,0.062459259931251336,-0.01924583405369366,0.020955678447389214,0.011353548040249508,-0.016372950146827166,0.02032526027131849,-0.0034153853942540634
FGF7,0.04171752078828857,-0.032964755171878385,-0.02670388131792682,0.04260025628184392,-0.028348441005087658,0.006722199457887162,0.026037487113693265,-0.008294967353335922,0.022795383889376165,-0.03243105044304081,0.00570971674267184,-0.0236388634922151,0.013903900891663741,0.016749139292645127,0.00020757396805409518,-0.020011985911097294,0.0252939287754331
EFNA2,,,,,,,,,,,,0.07389532758831271,,,,,
HBEGF,-0.003237062643751121,-0.005809034353879638,-0.013607178179201063,0.06423697079353788,0.023498559854837026,0.030692007179586,-0.07392895249292654,0.012898782776126426,-0.008520361297579136,-0.14508078423668003,0.048938258044148204,0.0018700401907211308,0.04368622209929517,-0.0013665911533746148,-0.054182007222200186,-0.0034793348402766358,0.010355873672020455
CSF3,,-0.02685823169825622,0.02898613323836758,-0.00489095337539002,,,,,,,-0.0067128764090327,-0.03877411409452046,,-0.005237183601355211,-0.03150243616285827,0.05692217318760196,
PI3,,0.05061119341634036,0.0289691125356631,0.037264321550085806,,,,,,-0.012900811125734286,0.032048851411398634,-0.04675186633382832,-0.034386869273810995,0.013452621378878883,,0.02610170480620743,
PCSK1N,0.034152762177109906,-0.0175165795287931,-0.0016386566116224923,-0.025199638731879456,0.021763640418908804,-0.02529427303263803,0.0055232183534022075,-0.020126216731855096,0.008084377656896015,-0.034637457344712685,-0.012356849676580685,-0.026525743713133286,0.054298992178297846,-0.05933232396422676,-0.050019836156392126,0.019947718218573208,-0.042851644149217695
NTS,,,0.04733452937136155,-0.037364051847912166,-0.026305918410686937,-0.029002416046176482,0.00643308474109447,,,,-0.04122440852046794,-0.022232967456179725,,-0.0006643861782857444,,0.024250274264320748,
SFRP1,0.05371641734025885,,-0.005471740404779065,0.06053903343379997,0.030761516618398058,-0.013513117016512186,-0.03170896949170898,0.027316205493452598,-0.03885016280344028,-0.052847436263836145,0.06656841493385658,0.0154126940970101,-0.0003237403902529606,0.02770208833557188,0.013682307808355443,0.026017769382012484,-0.045387211465058086
CXCL13,0.016290578828953715,-0.019502254153903237,-0.021726818512442157,,,,,,,,0.016607776019313986,0.025767100324578466,,-0.025472597825929946,,,
MICA,0.030134559131739784,0.08653967524871019,0.02443284183420805,0.10241399114053558,-0.008755829278351697,0.07628411086224643,0.015939871382610292,0.038563890906375214,0.00838227637037729,-0.06450032340332593,-0.008233022923973377,0.044065599968209156,0.10229272957225427,0.044785121250678316,0.10408053694951423,0.07850442030945062,0.01581097471014115
TG,0.0421400980508728,,-0.046499651329729386,0.02668679821176946,-0.022220653239621548,-0.00977938400401597,,-0.01708628725339648,-0.042391975407498554,-0.06073180183746797,0.013927357361938689,-0.012867388869566301,,0.005894884647294778,,0.041156674254035505,
ADA,-0.028146299843562362,-0.031696091896181444,-0.02772742331850986,0.11029293719824651,-0.02038534464692516,-0.015882506081106994,-0.01619954554197957,0.03686827294832961,0.0464915787080086,-0.11494116953400187,0.02291628872240507,-0.06227490431682695,0.08263561719102488,-0.02214901723743569,0.012303307519429804,0.03550891045617467,-0.0725249023236626
