,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.1498171512443267,-0.04144255166232061,0.049690245120924584,0.09394272295966756,0.13021941132579556,0.16532641102045356,0.10487496118940191
RARRES2,-0.04645464542911398,-0.12356461136384468,0.04127193469509009,0.06466443382207349,0.03096798843319763,-0.006906428580459142,-0.03473264775394945
SEMA4A,-0.026097712746758636,-0.04328310272599736,0.09923197198469924,-0.026086645760438492,0.034684138354324615,0.13374450535112456,-0.04274138178966402
GDF11,0.028159620444315858,-0.003616096219410487,0.0599164072671959,0.01401325282200318,-0.048252671649259005,0.07036155365658402,0.03770088173014904
GPC3,0.12088211971056541,0.08224436106741982,-0.03718226082519144,-0.009225295930860702,0.035823654186461086,0.16004694359305144,0.0772797082689352
OSTN,,,,,,,0.13577351290963033
GRN,0.13527723131367778,0.014470663926086015,0.058807861850064216,0.04980424762827691,0.06494249129405834,0.23534045867907133,0.05930840951798741
CALM1,-0.017991559786968744,0.05186133955774864,0.09069122337491349,-0.05962801846931029,0.016878495725913198,-0.0031293048103020887,-0.10045705885059243
ANGPTL4,0.06266853341974132,-0.0504213477389225,0.09362697454685041,0.05203086335455655,0.03172081972487083,0.13244797612253775,0.1212382681667631
BMP8B,0.03392082082971866,0.05886285304122138,0.11898969139427407,0.055064469212243346,0.046085284645472346,0.2916969596945194,0.06998829481937585
TNFSF4,-0.02429769622489387,0.017961195041383403,-0.0024193895798660906,-0.040309496509834015,-0.006069956797396899,0.11191663347020978,0.06107775136952646
RBP4,-0.0699246746047801,-0.030126850000070177,-0.010188813896186864,0.07985282435316106,-0.023494208486419726,-0.042288717161054624,-0.0075781263633972265
DKK3,-0.010304394898527648,-0.08197433326491478,0.036670460168526764,-0.012199605823170314,0.09644128053894384,0.06724786373395358,-0.030526826543389115
COL11A1,0.04777983712378189,-0.009330845339128016,-0.01978142671434762,-0.024571155168219505,-0.011141001495854575,0.06663680884561113,0.07286223228104823
COL5A1,0.14205072806326421,0.02644596657928125,0.15306429460022591,0.12181786864557073,0.03316898434777187,0.3090328599344603,0.15938547553252108
KISS1,,,,-0.0019849075360873145,-0.01870944517332238,,
MEGF10,0.0013661126860987308,-0.008045889357782793,-0.033793582669280633,-0.05666497569644033,0.03255756587947009,-0.12783324783797195,-0.04824634485826516
CEACAM1,-0.01603076816720284,,,-0.018763785072176246,-0.018272024314497728,0.08279778196716596,
EFEMP2,0.02680533672057728,-0.08382614717822541,0.13044823566271493,0.0977496954700067,0.0024588487498212576,0.11099153377418916,0.11171616906295571
IGF1,0.026691883115492424,-0.032109246855506625,0.018625918412310496,0.034988160476684224,0.047838670954521836,0.06947190534131746,0.09187405118500311
COL6A3,0.18537472244313036,0.09730686148523666,0.1238253231166725,0.049677609565924805,0.0744548647787631,0.2856432800173621,0.14244568494617318
RLN2,,,,0.04408272911280603,,0.06463107284344138,-0.021192123161645548
WIF1,-0.02375113531533754,,,,,,-0.007229907846349582
PLAU,0.08385770316624029,0.06084228293890525,0.16357656263081524,-0.04046361024982328,0.08631446739913272,0.10027191421168163,0.1281688406708924
CXCL12,0.19024144142467614,0.05072115222287243,0.13317153441308757,0.030074880021730338,0.09068037889756213,0.25320745312711057,0.02030065027826822
MMP9,0.1718379546294138,0.05373521463804306,0.22295975787141759,0.03713455623066907,-0.029549127920126,0.2606415098496258,0.05063716764475344
TNFSF14,-0.016668653913351532,,0.12379855618834829,-0.019785879902971867,0.10408091599719155,-0.03697301855939728,-0.0029833509084499117
HBEGF,0.1207010386543962,0.06491290118808532,0.13131493136907568,0.08889188759831268,0.10789508683059086,0.1319192647981882,0.09116166409780876
NUCB2,0.02567272754397854,0.01645868061179376,0.07955033010436689,-0.010756945085415089,0.015222575827430088,0.08769328356239016,-0.03811830243950008
VCAN,0.00481569929110318,0.05383368766783086,-0.11507024442974,-0.05515443126748076,0.04482546888413834,0.17962661415488185,0.12067001191001352
VEGFC,0.0346430919290562,-0.04803156212689976,0.02190629574440776,-0.025676583045393046,0.10255507753478048,0.12482855145234577,-0.0039354593248685475
LMAN1,-0.008699164042337858,0.0375932886549271,0.07741093331947198,0.02191569237480565,0.008258411284705114,0.06985095026939492,0.04252256338303983
IRAK4,0.03851844875700689,0.05182766201544425,0.06074389623923209,0.03761999590200555,-0.0004573577927825776,0.11216766252089032,0.03933984879544199
MICB,0.0012030745898914017,0.05208215379664683,0.01933576976961031,0.05223217744596887,0.035858261722237786,0.11341252681405443,0.1264647664144785
COL1A2,0.16132021301458088,0.03295931190771414,0.1432187720418256,0.11334628465152757,0.07146619100819586,0.30304806736011186,0.1823243305082844
ICOSLG,0.025399881445359436,0.02295198666766408,0.006527716910552611,-0.003779260342151968,0.057023767587823404,0.07537377225792258,0.07810811698404233
GNAS,-0.11229840324336521,0.016311585246668064,0.15335064477693597,-0.015178631413887885,0.017569525846608872,-0.16967655812215934,-0.022741129624306168
C4B,,0.044549673094423065,-0.030430570525855464,,,-0.0011637218150091048,
COL2A1,0.018231152757725418,,,-0.01945750436670404,0.10122439567552145,0.030591866038854974,0.06395301714261985
GSTM2,0.04947863205690023,-0.028143045462228868,-0.0589357654533788,-0.0007339770853544989,0.017830400837124817,0.028859624087923225,0.018280553744588687
