,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk
IGFL3,,,-0.011819349637162434,,,,,,
BMP1,-0.06858356463013122,-0.0564254839960751,-0.08436177659298659,-0.02710095020417826,-0.036389163738011,-0.02998316693125885,-0.09450585940716219,-0.06473902880561244,0.016579136142311622
NDP,0.002848286505533352,-0.023092255964194917,0.043077775331119506,0.06797556939283311,-0.010991719559973438,-0.025483963491046934,0.0346819924250704,0.01354564258106211,-0.03772193081522
TNFSF18,-0.02914144780031502,-0.024271777700941778,-0.017551379384586785,-0.012358478754683386,,,,0.11302161115774832,-0.024308730675378375
IL36G,,,,,,,-0.018982326531820536,,
RTN4,0.004736758688381922,0.07747265782175966,0.10096406663160176,0.07732972239164138,0.03719842803901953,0.058569418631828955,0.17284159086010303,0.04702364649777827,0.024579711837784624
HEBP1,-0.022818316562811507,0.01612796119818521,-0.05884778876088037,0.024690998918494904,0.014236731000806758,0.028620845929722687,-0.013400184221967487,0.02295287683506239,-0.029894099588488335
WNT7B,-0.00031614100103902367,-0.037317759771928305,0.055071142440582664,-0.03542442892838349,-0.01786092432965739,,0.09423581752181891,-0.028994759946681888,0.041137269327819866
PTMA,0.0697719387763415,-0.08991406726649828,0.049072809481167545,0.025565304029450526,-0.027566088802691253,-0.12301687356232724,-0.1783689315711435,0.04094232513667133,0.04180672182173671
CEACAM1,-0.018547732883210464,,-0.02309661561829313,0.11296554752202656,,,,,
PDAP1,0.00017856257843879608,-0.04117663527962003,-0.11675588724801879,0.00505791910811473,0.05250417553912984,-0.008521310772200596,-0.12376946737103409,-0.011208343322710911,-0.006692127674813244
QDPR,-0.01238392881506723,0.12100135754014202,0.09123179674476509,0.03025034780571209,0.02007760753123369,-0.10518404423674067,0.03274066876588219,0.06652258843001557,0.04692827076589963
POMC,-0.00958873448806313,0.0047015161448241425,0.01192750402363696,0.004839903811405777,-0.01574632377522249,0.03132411774952003,0.06609318097208186,,-0.048763078005028576
CCL18,-0.02314581817374901,,,,,-0.05788080678859108,,,
CCL17,,,,0.11134777414276649,-0.022106817403670376,,-0.017340894194885575,,
VEGFD,-0.023145825523630363,,-0.01980058110908955,-0.016421705051174237,-0.016215617912742484,-0.018886342472853014,-0.018584773414014502,,
TNFSF13,0.02133814647735836,-0.023538560991459876,,,,,,,-0.02644443158509638
WNT5A,-0.017496403741179126,-0.10580708268769393,-0.08163391652319615,0.00047058695509251473,-0.015292725021601937,-0.005482642510846952,-0.06355200283977126,-0.025713324210512103,0.006371849535065326
CXCL8,-0.009168194093164894,0.0024004313812767677,0.0083753891035237,-0.03922232281680826,-0.015100688478853179,-0.04303565946421457,-0.01872486766987331,-0.07620292576674408,0.02316545632121966
GRN,0.029907924914931192,-0.018924114892402262,-0.07427110454063844,0.001729617380727797,0.009087605883250518,-0.06740909453877793,0.10093272297014245,-0.04087337756692159,-0.050515941191711315
MIA,-0.013610075535336276,0.04811065416842344,-0.033763063085893344,-0.030295298840478116,-0.003177883621167862,,-0.025452698885316247,,-0.04844219537024392
COL4A4,0.09772282081404626,0.09950834284814053,-0.01164709177422138,-0.016092096881693538,0.025068045956616637,,-0.02469006219093744,,0.05966640288531676
TAC1,0.011082306907409292,0.14061967495591227,0.11803603069443687,0.11177067527296511,0.0007696116363545535,0.012177054518723434,0.13745369510416955,-0.054147190429964714,-0.036743229950403904
RARRES2,-0.01415655258936871,-0.08323350572859825,-0.11457550166977273,0.10008251327740389,-0.03696021370615644,-0.02113907784157834,-0.08635255137737273,-0.02821192577648415,0.02976473016099695
FGF7,,-0.009514629218412058,-0.033192438190001776,-0.02868941908423363,0.027403279994441494,0.0359593990570023,-0.04145313287288416,0.07551030576246899,0.03750385826698017
HBEGF,-0.05898219676021579,-0.005290618767606919,-0.03323467098518338,-0.03110711874525872,0.025032402747540324,-0.050388343790383594,0.03979900009825959,0.00958001315922785,0.07242154467844325
CSF3,,,-0.012322398918447447,,,,,-0.0260596983002177,0.06983708196145581
PI3,-0.024350376587080613,,-0.013875183820233509,,,,,,0.029312909959352727
PCSK1N,0.09062219945059241,0.06986202930222603,0.09263910871292934,-0.007453034814660793,0.05357487830569379,0.09933374632624166,0.17488063593770561,-0.06953927004113612,-0.10145613832074332
NTS,,-0.027340306393773044,-0.015145710548955372,-0.0183833501009091,-0.03280156299571752,-0.01700377503053415,,,
