,UKF243,UKF255,UKF259,ZH8811Bbulk,ZH916T1,ZH916bulk
ICOSLG,0.012801738038561966,-0.05680512191066296,-0.013808013955206361,-0.010577644352041782,-0.047760613741381935,0.01331883774893324
WIF1,-0.0669480397714392,0.028929840753162083,,,,0.08092479072079045
NPPC,-0.036676073535862,0.13756981591090095,-0.01593303906001549,-0.008919672560385807,,0.002944687806318334
LYZ,0.06314884401274679,-0.010912628310960008,-0.051616801610461956,-0.018131121899134035,-0.05906359315974904,0.007661596998769599
EREG,,0.07104612866278003,,0.006332345632009032,-0.017888038165365824,0.05960560849574068
SPTAN1,-0.043602777691348446,-0.1498644514740861,-0.06794647947264615,-0.0024888448780748954,-0.06230296400088962,-0.14179489755282831
LIPC,-0.009068439559191722,,-0.01845796646569028,,-0.026358808707708795,-0.04584796540409895
COL8A1,0.012358169248983005,-0.006076677828792968,0.008418829254965851,-0.008293864294696847,-0.07753756595079085,0.05072626375603708
GSTM2,-0.033406709837433816,0.02354584206647892,-0.039002321270317504,-0.04147037223139615,0.04988705549518408,0.10121012627277587
SPX,-0.03118510126686227,,-0.00032489471839407724,-0.016656805856211255,-0.04598247476998498,-0.040171885273863096
MFGE8,0.0321252493093187,0.025840768574888352,0.002858581510348907,-0.0244813378997151,-0.003007995219509185,0.035589080289843034
TGFA,0.10603224329258087,0.06139747293333667,0.031051630040999378,0.07012480638150947,0.07997160743643048,0.03908806946436966
SLIT2,-0.05830056173945935,-0.033170536844089285,0.0025756317375780382,-0.0355942214482814,0.04232637655707272,0.16291512225228183
PLTP,0.01588878776759737,-0.0790922783625233,-3.156835747903135e-05,-0.02941529146287757,-0.11803716150147613,-0.026128137103042834
APOD,-0.07534914370540835,-0.151800387087614,-0.06774181294721503,-0.01058543670873366,-0.11059727433047743,-0.1213880360583687
B2M,-0.027599770664893154,-0.1800088738526598,0.01777722124483532,0.024906171991267014,-0.16015970256316203,-0.027351347278900644
OMG,-0.1056027295681432,-0.13471764726631494,-0.05155389831122084,-0.037991057272636714,-0.0007163372093089008,-0.08931526819064792
CXCL3,0.06802657757447587,0.00475569627204328,-0.02070283930904411,0.03727475297839453,0.015211118831440272,0.06733011817955814
CXCL10,-0.08352961732451722,,0.0693441601424173,-0.01799380222338349,-0.0034262966305965677,-0.011939588969436346
RSPO3,,-0.04175113386718484,-0.011927901342632436,-0.04433000485796919,-0.014857027493063921,0.002399329310507497
CORT,-0.03225414399659697,-0.05540944289008525,-0.026749234646409815,-0.014038426384336505,,
NCAN,-0.13114189542372492,-0.06117211841427899,-0.03055977994397186,-0.03842807937508973,0.0069804297804984825,-0.17407673246562752
PRG4,-0.01637767984721415,-0.04668316123705234,0.012222092129769574,-0.0010407285712767415,-0.03365517129342608,0.0835663586687263
ZG16B,,,-0.013663222026577956,,0.026398515941502436,-0.025081447898636082
TGM2,0.010736491531381398,0.05642349867048291,0.022116962815684003,0.01637135408609904,-0.060329054014981044,-0.012722989026075469
VEGFC,0.11933428953888911,0.17859653301800021,-0.02098143394066703,-0.028127890053091926,0.008178189215948468,0.11811259385291961
WNT6,-0.025489594291349966,-0.008015955425214907,0.08972163291754878,-0.02609104290008298,0.014885523062414847,0.05086695322190308
NRG4,-0.029852551964411105,-0.014361704795764778,0.006364895177814139,,0.013067331666521355,-0.038974682557954055
PMCH,,,-0.019852087683437516,-0.01969666326480962,-0.018039074582552196,0.03718971318041783
COL9A1,-0.046506551070366615,-0.05218277259656551,-0.014963983271250668,0.026855866412710996,-0.010935100055560804,-0.02668736980035667
GDF11,0.008674076290210778,-0.11735498952864358,0.05747265189057979,-0.014454959562443831,0.0210444829156001,-0.022539192626049778
RAET1E,,,,,-0.01629805542448626,
IL24,,,,-0.013201396835742465,,0.10205921226536416
SORBS1,-0.0439459507465931,-0.1206082358951911,-0.03257883403308134,-0.04893869440444362,-0.04282252180171668,0.008894411271058571
DLL1,-0.04373532534585126,-0.031754259324965325,-0.08232988973005521,-0.02654511507078476,-0.0003854652776360846,0.007350441719920014
TLN1,0.018693522987031797,0.030623213536420998,-0.009834891990677939,0.044554281379350094,-0.006301419507663031,0.03690762777501165
COL2A1,0.028755693795244293,,,-0.010314941592735159,-0.02162199653904576,0.17259026599441415
SHH,,,-0.012233377731458986,0.007263040179363109,0.14904624613965672,-0.039173619918045126
PON2,-0.09624399957618972,-0.1499115930330336,-0.10644653545458456,-0.03143762611081411,-0.09799555301370753,-0.09581204926694206
ICAM5,-0.07120160894123242,-0.04462783508409397,0.011032795124429215,-0.031866520955286304,-0.032037397556291466,-0.021705628178827433
HPX,0.001980044372962437,-0.041751144843418055,0.028418448289237147,0.019485822938164567,-0.021995726970740658,0.005873680386710923
SFRP2,-0.03978221265988535,,-0.013932491506695899,0.050127736118061955,-0.04103873048258748,-0.04177427369570845
CFC1,,,,,,-0.034486461688532935
CD70,,,0.03698952345124395,-0.056610072543320414,0.01466029799629237,0.08110059610376177
HP,-0.10478845436330168,-0.06902736051550193,0.013022827727035498,-0.02537258666056949,-0.02222449064365276,0.03881035159251952
CXCL2,0.018571197862100357,0.06879702499539639,0.008080633973820755,-0.05197984456313201,0.04548775464772562,0.15921282186163668
NPPB,,0.15952554265308633,0.04593969397101545,0.030974767679337014,0.20581867588920047,
CCK,-0.08259026885043064,-0.1215793550566434,-0.017451792095081516,-0.013186351564231409,-0.019550897925463964,-0.1070616479009823
SEMA6A,-0.04045592902773629,-0.07075866267874563,-0.09673176798219354,-0.025684116764193812,0.024434377999940617,-0.036048916379144015
IRAK4,-0.018818586962542332,-0.04319856231448945,-0.0010871861377737386,0.07860313131481836,-0.020274726571234865,0.02355807717712057
GSTP1,-0.009993230235057557,-0.02871853714153598,0.021428061140175012,0.0062212080991030805,-0.05915055349510067,0.026545288304216378
VCAM1,-0.001222485054656779,-0.05167440527240778,0.012077605242067408,0.05345641011405672,-0.057890602483284356,-0.0006371840606341508
NXPH3,-0.014200834267285686,0.004326072579419181,-0.04019303992295937,-0.08120608216933776,-0.028747249500086777,0.005432080880283202
MTMR4,-0.04157654433260563,-0.006044706803505132,-0.01248261588828262,0.021478719394811874,-0.00931014803812734,0.04407261159221346
LAMC2,0.171230129474388,,0.1144542255000723,-0.017337138286200652,0.04779323531368248,-0.023658779027497964
IL10,0.06811066084047598,-0.04356866699474042,-0.03071978252831442,-0.007143833334071445,-0.046822201558909406,0.0602819071447687
SEMA4D,0.05310412372962023,-0.07531296493760316,-0.021230693017677358,-0.03649629943452797,-0.06470162223943932,0.02145109236149919
TRH,-0.053199317307438085,-0.032245347186380745,-0.02899911043427765,0.003607248168864997,-0.016880308294568235,-0.02581213462525488
SEMA6D,-0.08065547171194845,-0.12275263011053816,2.7605712700840358e-05,-0.01515058143247831,-0.007508003412794403,-0.017251487357407745
CEL,,0.024818308885857183,,-0.021553030882557164,-0.006186229265260764,-0.04009693442431656
PDCD1LG2,0.0044576224875734665,-0.01969465709923533,-0.021431385241233718,-0.027878233253598738,-0.027027731172171613,0.06558642014165889
SPINT1,0.014711819703186479,-0.042486385957597315,-0.025326856612715054,-0.04400145669342702,-0.011845131415732452,0.09516383572936421
CTHRC1,-0.011463011173292688,-0.007648447469203284,0.007856616826039631,-0.04768957440952492,-0.06700155623315984,-0.013790066702959503
PODXL,-0.08168468557184336,-0.15741148646594194,-0.017814858678777166,-0.07073031958139459,-0.08572971718953226,-0.053410164186425566
JAM3,0.002118124850218539,0.0286403725331795,-0.024756140655081044,0.05331985492017845,-0.0343896228136608,-0.014795497317760491
TGFB2,-0.03043505644643522,-0.10685957711614025,0.03782653780284429,-0.04195554958504194,-0.07430589303887865,-0.06339231122792248
COL18A1,-0.022618611207246633,-0.19345600574509045,0.0028334184544480294,0.013283676602631753,-0.1149443412005017,-0.041346648562621144
NODAL,,,-0.024092514619629194,-0.016306834847876227,0.014356877029987307,-0.057174732107335736
INHBB,6.322341494001678e-05,-0.04139306777087451,0.046892753241135676,0.017375800942072958,0.04202526625188409,-0.026954523526261463
LCN1,,,,-0.01539974296807152,-0.017070286523561812,0.21925083045266563
ARF4,-0.03764269782707486,0.2084470320858508,-0.013476911029302024,-0.013858148377123628,0.060898608678483526,0.1317649701733837
CXCL14,-0.05965453113165095,0.17844783572034648,0.07784654688269445,0.004111941341306704,-0.044183707411516344,-0.06829696263462401
LIF,0.07799777409810688,0.12847098154457262,0.04539975381339833,-0.02194609739143494,0.11604632510969415,0.11811682207289943
IL17B,-0.032584264129063095,-0.032245347186380745,,-0.024657397834914795,-0.014443058501383447,0.03853317638394032
MMP1,,0.22416284773945824,,0.0061163465020193505,-0.011783517264932156,0.09732853463697819
MATN1,0.09047760030350378,0.06025063192500796,,-0.027237873717052954,0.04007010846213692,0.050120085435386603
ADAM28,0.00973146610916188,-0.018164725970308344,0.009218973057011949,-0.027149232913478982,-0.040394050226364414,-0.01917032287528714
TCN2,0.03213063268555179,-0.04660319161332414,0.016968520167682802,-0.02430430467584515,-0.060484642202795404,-0.09948016501552194
THPO,,,-0.013443995495427644,,-0.022224497409269635,0.10780619313047703
CUBN,0.06713548057824702,-0.05057734167177185,-0.01861168655119691,0.02688687524631201,0.017691829760247194,0.021123469453172405
TIMP3,-0.11113509999014697,0.06031893177906577,0.029381555247592842,0.02545913872929864,-0.09799945858274207,-0.013983893382860107
PIGF,0.05473138186457293,0.00868909112595388,0.0026033801107090047,-0.03678926865085553,0.019303644378717424,-0.05642148325949059
CRH,,,0.0705014980329103,-0.032828098390285027,-0.02531305013410855,0.023740351504886712
BDNF,-0.046506517679661914,-0.04667212719201281,0.0029651983499949545,0.004731958429419113,0.0028093564197377895,0.09835523128120627
CCL5,0.09438364446311737,,0.09944401372601647,0.008440438212460424,-0.06827651412950284,0.0618707220944145
GAD1,-0.04680295784980522,-0.053657111590328356,-0.03196045382598395,0.034883283533182,0.07860790241884413,-0.10234778710390982
COL14A1,-0.06759223155519208,-0.07495562071064732,-0.026011118487664405,-0.015295736875776891,-0.011632610732458285,0.041008008350255004
HLA-A,-0.0585111251687408,-0.08897066705917572,0.08509244301080074,0.048487413539505815,-0.031012647758472376,0.10031877138126757
FGF18,,-0.032245311177626766,-0.010962785855372024,-0.024039054717659894,0.030946699367879138,0.05917646091044377
ADM,0.11160435470347779,0.1513534396741419,0.09923009633640315,0.04971637382815135,0.07220857202808587,0.18947562649468494
CCL15,,,,,-0.014640291247984863,
GNAI2,-0.0015145558725354559,-0.04753899924990285,-0.03575966070911318,0.04717450356614861,-0.09720376650808787,-0.03840063727822881
HDC,,,,,-0.04955306773962807,0.11973395971556398
COL11A1,,-0.05513534257436922,0.03343469009409175,0.1212041637627436,-0.053876797087292184,0.05450279252892647
NUCB2,0.09908914605146196,0.09056043938963963,0.01690502873967212,-0.0423625123683862,0.06491563917030538,0.1719280130643699
FGF16,,,,,,-0.006864456704049609
CXCL1,-0.012957400276358255,-0.031773339505042325,-0.020623552892764668,0.01620101953869009,0.03769201944904455,0.02372720490704276
VCAN,-0.033500708058980706,-0.18785176275112808,-0.05583823379267031,-0.028490436488028268,-0.09290949543220742,0.04474541879691414
MMP7,-0.03347641062550774,,-0.021794764000377144,-0.025162363440541076,-0.044670097928487904,0.038504924576340985
PTPN6,-0.004260879787138241,0.02408586616430584,0.04192369019062971,-0.048963365337321964,-0.040434704857959226,-0.004770865064008401
PTGS2,0.07442640305803787,0.19737481583581304,0.047926811656653585,0.03650154646655502,0.14314905297748606,0.14286054465750708
XCL1,,,0.011942108357454875,,,-0.025681411084771014
CD58,0.04307530223504216,-0.06448904274631083,-0.004819560765351574,0.0008179775507844493,-0.041835909520760724,-0.025620373402099703
TNFSF14,0.0006026481492391217,0.02522364915173163,-0.0313457448352365,0.07359006910053874,-0.03511442118596507,0.006386896329016377
CNTN4,-0.04247121788371068,0.018295859904019704,0.005260062432431966,-0.014233406719405749,-0.02491136600544466,-0.037194517798047666
NTF4,,,-0.015088275387113218,,,
INSL3,,,-0.010962783705085563,-0.015212279480113004,-0.020045879512909346,
BTLA,,,-0.017401269378812857,,-0.01938336318179516,
MFNG,-0.020204486258137665,-0.07950846174345495,-0.025011779378048264,-0.0015865510984089794,-0.06743375034715338,-0.028176915891949456
ICAM1,0.06482150911508067,0.07795825156313792,0.018359714677560854,-0.026330105499503046,0.07966693154094816,0.13214538386341285
PROS1,-0.015265495352835395,-0.0486780642171517,0.1072232034484994,-0.02445276270982473,0.04284145351362178,0.05143141303400985
CLCF1,-0.013544398312615016,-0.015198045145836917,0.08034691382765576,0.02306482519065049,0.09450467289121162,0.12886745214260753
PSAP,0.023772230376008903,-0.15217716499599088,0.08912679690782886,0.08244624236058057,-0.0255139495929311,0.060447896031084934
EFEMP1,-0.01857302609192108,-0.12119224618178001,0.004351327355008313,-0.049258050568999304,-0.06711640122725954,0.10793324730902111
C1QTNF1,-0.0023064193781315834,0.1362868617542906,0.015527072093358104,0.047940450332567316,0.12378116428039852,0.11770707171165401
ALB,-0.0363378656796078,,-0.01946285733628809,-0.034876157783897195,0.015164545816438656,0.04082250389249914
EFNA3,0.008442026901006209,0.08834886015761992,0.07458946920689834,0.06508956753553266,0.03663807040935148,0.0047863929197131064
DRAXIN,-0.09128401507329321,0.11485176438132257,-0.004979277152263711,0.05346309875289367,-0.059564289825276666,-0.012782090761680303
RAET1L,,,,0.03708611529253079,,
NPTX2,-0.09242476468203559,-0.12108816887483248,-0.01426224943069162,0.047515242174603,-0.04524748024026234,0.08674142756314968
FGF11,0.06158495351131661,0.16815864007716977,0.021036090276222913,0.01672567657076669,0.047919771791417674,0.06701484685116721
CD59,-0.05594959731652632,-0.002742997448805172,-0.03036128999256964,-0.0015632250362277238,-0.12858096522328905,-0.08858448126610527
COL9A2,-0.05214274032820127,-0.06559804923928567,-0.07535440532906336,-0.028324719430486364,-0.0944216500432611,-0.03228867423598777
DLL3,-0.06828251505669855,-0.13389729764546154,-0.09258314852019899,-0.015582801453279687,-0.03975419719394173,-0.05459467527098274
FGF5,,,,,-0.023427773204737806,-0.01204006537440314
LIN7C,-0.04774218722550671,-0.07465290549723268,-0.008390628196629083,-0.04468988390595387,0.044212940397292566,-0.033101415481172944
GDF7,-0.025673380773183443,,-0.019560806723169014,-0.013201401018212284,-0.028594488279329824,-0.041462893508165316
PSPN,0.05387034482737421,0.043122932229627514,-0.03357044456443531,-0.022893708945973378,0.04832379721285119,-0.05691410343464384
ANGPT1,-0.03082070094192354,-0.03788589369638735,-0.051534417234685416,-0.009272715295943531,-0.011271226295083734,-0.038040856184872726
PNOC,0.0017269542371779474,-0.05087391806631885,-0.008755680751448664,-0.014038427911674516,0.02033694224236037,-0.00835179074646704
L1CAM,-0.0627232174752556,-0.07819284166594918,-0.008514169417952673,0.088968185128132,0.11178464499998846,-0.01966908038681341
APOA1,0.01314979852864183,-0.061839537809127196,-0.0005293752990612325,0.1118155323046506,-0.03804871405479041,-0.039081640053769844
PSEN1,6.8103266102773e-05,-0.005819767906874562,-0.002649136942412439,0.0097638163368418,-0.025879697373874452,0.004193621291723765
CALM2,-0.0925679036436022,-0.10189996830733175,-0.04708648831375997,-0.016196299360968613,0.007998794572062977,-0.14528820305549403
CLEC2B,0.09598780539428496,0.19188774388765747,-0.000340917742121087,0.049607006786726415,0.016769524139036266,0.06629384608483588
NTNG1,0.0096844657415792,,0.020187853377455007,-0.031045920930218775,0.002796413672775056,0.028504718979373907
LRIG1,-0.0598132618749768,-0.14101331947006193,-0.05639727357305963,-0.05499378535960998,-0.07686575638713694,-0.05585878841184653
CPAMD8,,,0.009415287641438551,-0.014830707891972699,-0.021004230536224754,0.07274151493726298
GHRL,,,-0.034587565334920016,,-0.02883409883188977,0.05521543892782878
NPY,0.009753676935159265,-0.029815793776598442,-0.010550266708556334,-0.033212128871706506,0.09207586181053021,-0.07228084542679088
MMP2,-0.05794035146765021,-0.10960119757115877,-0.020840644242222102,0.026533037931976828,-0.10378857113277341,-0.027175625610945678
LHB,,,-0.011293292507004137,,,
PPY,,,-0.005292470900186527,-0.024920193222996313,0.03564166561831951,0.04807550548436567
ALKAL2,0.03623960730405399,,0.01425186410569597,-0.009020520074780235,0.026569821860289618,0.04851193664403761
CSF1,0.014499360900804129,-0.10703631649439926,-0.011582901832779368,0.013450192144679539,0.007617201964278103,0.06588646537453666
SEMA4C,-0.04188473160092805,-0.09889706158568819,0.00748871239314966,-0.005706693978027514,0.02221732548431451,0.021567664760239764
BMP8A,,,,,-0.017992255916614745,
ICAM2,-0.056515704656277414,-0.037763552631026494,-0.00612971393717579,0.03543897321889647,-0.08365077746993103,-0.055189217007778665
SYTL3,0.050392665653663016,0.02512262744134521,0.01709804659338437,0.07544052528325072,-0.0738278203277632,0.14062802020299148
IL1A,-0.04107764951205004,0.15542481718985854,-0.014690458442935149,-0.03478266250288082,-0.031522815856009245,0.21735409164859734
HLA-G,-0.040604442196114435,,-0.01192790227293253,0.10545861104201627,,
PGF,0.008072288859943506,0.12164731100601282,-0.008814041454637862,0.029094348560102224,0.009502721672461793,-0.02849387475139181
LGALS8,0.0828659706179975,-0.041280349389043645,-0.006893940732926495,0.031919275999430376,-0.007754096270568984,0.09031527619506663
DKK3,-0.17462807211685197,-0.03704128417180994,0.041864976748836075,-0.050729914040017934,-0.09682620464754614,-0.13956390279830522
COL16A1,-0.13492540313084733,-0.14040989678243168,-0.06235278205820408,-0.00398148776066215,-0.0964736910312266,-0.07635492651203413
TPH1,0.01739274407999599,-0.02006491046360303,-0.021705701780867177,0.0179034558591906,-0.01827252953058563,0.00183909074682513
TNC,-0.006361226183439287,0.015482580267987683,0.12106222739046524,0.05463810389539311,0.04010135050038754,0.11525537075606494
TNFSF9,0.005891820640801812,-0.04930833674760403,-0.01956080803894308,-0.020611067324398904,-0.028474068761456334,0.03576308378748715
C4A,,,-0.013388853591012093,,0.062408873032419446,
CNTN2,-0.062144034575578155,-0.06096297322737324,-0.00701220380269603,-0.007957283047899139,0.011478842131175572,-0.04444507961990482
F7,,,,,,0.022843937368226562
LUM,-0.009284165032497873,-0.006445603422059707,0.00456986492347809,0.030203485522144684,-0.13093521845118505,0.0388507210892766
BTC,,,-0.02117085417995042,0.08751971755996377,-0.04200581241448489,0.03144492919565071
APOC1,0.10697543687976399,-0.12996888205136997,-0.0652864968076672,-0.014089066776099071,-0.11721147783619076,0.003001805166013062
PKM,0.014980284384285376,0.16229302857987465,0.11274397287144577,0.05537187839306458,0.1165526904784319,0.10453125822597172
TNF,-0.0761948397343007,,-0.009619784652269536,-0.015399737076005433,-0.022489120062794042,-0.028283456230817232
GNAS,-0.1296079743330021,0.10431587370668831,-0.07118364804302552,-0.005974693234289547,0.02984756671032997,-0.17106341452882307
BMP8B,-0.03182277320155408,-0.10855738071071,0.015636603967198223,0.04348882511119298,-0.015328387889250233,0.03796967596242585
LIPH,-0.03512578072154738,-0.03177333616454575,-0.016961920436592715,-0.01716938198078503,-0.01610649215451417,0.0019732606379988886
CCL28,-0.025673358237393258,,,,-0.013971025624252615,0.07646260365625275
PTPN11,-0.015784862448521255,-0.055615366548755485,0.041179694444485146,0.023458621807586084,-0.009428375328498988,-0.035518303435021686
ADAM12,-0.02508881021068095,-0.04561216378520652,0.015336593702401353,-0.038173069531757746,-0.05785431654013561,0.0064051315900807105
EPO,0.0777297759887182,,-0.01729238630518382,-0.017831712070720523,-0.014857024648488088,
EDN3,-0.03543218250280204,0.03183891147604217,0.01865141934901127,0.008420642704991654,-0.02699510561615991,-0.04509998551209573
CCL22,,,,0.08180329411239215,-0.022957996377798894,
CCL2,-0.018394457704062003,-0.022743139484988593,0.029595147625416623,-0.06804401672967422,-0.02899047958799907,0.12142855272664903
DSCAM,-6.606508928568498e-05,-0.062449888546535715,-0.011158471089645725,0.03436027516454912,0.07688778841643971,-0.015907300995014438
ANG,0.09237826661884838,0.1102448725867033,0.003528184142363206,0.08648715997875314,0.1387760413515736,0.13634846903236017
FBLN2,-0.03417261835070861,0.03633218974185876,0.017444044668443518,0.09665182781435923,-0.07319180240268014,0.04085285898501908
VTN,0.0016473411789418397,-0.03706948588887829,0.04151461038743615,-0.01253890045249024,-0.024229327309967057,0.031206778082203738
VEGFA,0.09202306525510306,0.12845709720819898,0.10727238917185274,0.04816058524943156,0.14521691813690416,0.1769473947257172
F10,,,,0.05461408883511101,-0.026229998775506757,0.016502943152578727
SERPINA1,0.022115439877579517,-0.039276459213092,0.012696551186270822,0.05898430204317233,-0.09904660711854296,0.0927419017145471
VWF,-0.05791609762163707,-0.08458221368678284,-0.02348789433567703,0.041334491547944864,-0.11124375830574275,-0.10820662727746942
GDNF,,0.021117757013326893,-0.014065303894567277,-0.03909394550114302,,
VASP,-0.002749467191915887,0.013479756458383787,-0.013078054516745655,-0.033387279412281486,0.06511984172924337,-0.000760887725154858
ADAM15,-0.024046566089116886,-0.09875672243722486,-0.022816787422119993,0.006011645315300602,-0.06425242124877868,0.018338705064922602
WNT2,-0.029852512942007282,-0.016486641247207758,,-0.01831406150883421,-0.023721786274989023,-0.0397608325459189
CALCB,0.046766907113388,0.04855400953700642,,0.015962930224172823,,0.11128194475471047
