,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DKK3,-0.047550849025245534,0.11688830738335472,0.006039020327256887,-0.01889381506021681,0.036698873926387376,0.08093051785219574,-0.12722576879063519,0.0011668553096712004,-0.07320722864038363,-0.05906905405309195,-0.06797618105230754,-0.038806872863383156,0.016522524390547598,0.07228597729251458,0.04237603753226196,0.0570820221105064,0.046580140110577456,0.04800314535929616,-0.04476921436263162
COL11A1,-0.0229126571193204,,-0.0010944772795007899,0.004197343712982208,0.05318184492179653,0.008943048238412373,-0.011280291153539328,-0.0030007014230148833,0.006854463616943798,-0.031257124380355425,-0.03161000207217797,0.005209291040393405,,0.10749701851455522,-0.01311318822124331,0.05685620043284153,0.0457506595850816,0.03364687587941014,0.0007529367499868871
COL5A1,0.0625934970295797,-0.024854514263702467,-0.016821756479015754,-0.04902720278301653,-0.07124112721621428,-0.05077647400246979,0.12448549317746309,-0.06176224141949547,-0.01077363624609716,0.006476768425148945,0.002970276795624273,0.05115470201718479,-0.04228757718586849,0.15794438968412292,0.015356619329272871,0.007154550650366687,-0.018468602642353393,-0.10636885653453061,-0.008785750004848622
KISS1,,,,-0.032577102986801935,0.017348236399934498,,,,,,-0.018343579509657485,0.04217900218767624,,,-0.014584212764252737,,-0.02213672131901729,,
MEGF10,-0.052130170580475935,0.014238178715470859,0.04286415966344799,-0.018056271737154635,-0.017680414896802405,0.03490748419546935,-0.03704837234554475,-0.008513611975190537,0.03890803763119929,0.041039047742659804,0.05328076481570145,0.016213018442073065,0.11559867540555908,0.00316048925768785,0.03602839819951324,0.023679347172277834,0.04403191003806821,0.1776654477725423,0.10114764596023552
CEACAM1,0.0625773312204411,,-0.01712207274182304,0.053494227128395695,0.06817205620102358,0.02578235802171198,0.051163344010142296,-0.01087743804672265,,,,0.0254796094547271,-0.12280910675056686,-0.010086024848301622,-0.014243238522979285,0.03247880357219943,0.06884544284892112,-0.008425219097011348,
EFEMP2,0.03089829417613762,-0.013597339494400654,-0.028093908936731117,-0.0013320104488027168,-0.009449926621428616,-0.056177685452147685,0.16932808757385268,-0.022468791962771646,0.018751071630149996,0.05357125497045447,0.09605254151634075,0.08014561986629441,0.02020677664093283,0.00781281078509299,0.02529650101719002,0.00508154518413919,0.0013285203398878383,-0.007872414076904755,-0.01820709038731953
IGF1,-0.041232357912004726,0.03163066328820941,-0.009486015977709619,-0.018717457840466755,-0.010733351803159036,0.06794319346193588,-0.0014367778251108446,0.05615463845836398,-0.06333297465870708,-0.04260792053579018,0.02980251303149462,0.014898978765116994,0.022095747496233182,0.022927765818813742,-0.032386308699131505,0.023981151932053087,-0.041482812553925885,-0.0024573839767673064,-0.04288714938479617
COL6A3,-0.016672985982925256,-0.04802194320677227,0.017281056582118107,0.00022134224475629503,-0.06568547168015113,0.03600331714917312,0.002218852242213963,-0.04730698685907844,-0.03246979709659754,-0.039154159925426896,0.03210197243409392,0.03934595452376659,0.07921269472690606,0.05194433059235482,0.06811140436293366,-0.014153419166492771,0.011533274585798219,-0.13312705509175582,-0.03410418007202712
RLN2,,,,-0.021583088962471825,-0.001045482326110091,-0.016383302544698285,0.006621391690752173,-0.02894336109786333,0.0010475326475977613,-0.02239012060008342,-0.015630351324395168,0.06368689616260924,,,,0.09632535208281023,-0.018460465819078033,-0.04207989448614611,0.033314790511538225
WIF1,,0.009468573102254801,-0.02536800871477201,,,0.0002226109420791549,-0.12663314020163483,0.0777043557789689,0.021079666663682734,-0.039605017541636194,-0.05051081091718479,,,,,,0.01717817992252771,,-0.0025863520049526495
IL13,,,,,,,0.03949624099735183,,,,0.039560260902853354,0.09470233381924457,,,,,,,
PLAU,-0.02452327482340189,-0.009214661815373398,0.023083788981197655,0.04398786363881842,-0.02217908163268407,-0.00032191512002804337,0.14697223755681688,0.0034418085942484666,0.0295375482259397,0.007368024757116725,0.07640997534787893,0.008974356538765372,-0.07042615233280793,0.04543818365825458,0.10273616241989186,-0.0038860307104471516,-0.043821635366685235,-0.018605795252299377,-0.08316387866441231
CXCL12,0.005407984920773973,0.0731467842207427,-0.012935492711462023,-0.05885733004581055,-0.025784262994076712,0.050489965011291146,-0.05917072601430711,0.0003225109589784443,0.04668809102825481,-0.009523066343015498,0.07811471066524091,0.011728045000986993,-0.10951560972406782,0.00028017294730225126,0.075471838745182,-0.018698048750881123,0.04763591595934236,-0.06094445563979997,0.03635886260927749
MMP9,0.05016690179228773,0.06455895210503,-0.02155632920245474,-0.020402679024975758,-0.03494259453571466,-0.027630899762220006,0.15626167061922536,-0.03024188383611972,,0.05638188945439506,-0.02061326595163032,-0.0038588016925988904,0.07315774496361556,0.11168766580666162,-0.038234046703891966,0.009581173974900579,0.003352911428911495,-0.08786447740859867,0.013067447901496353
TNFSF14,0.0064150969607889964,0.08322787543599147,-0.017803382959313115,0.001583761428328507,0.02707287022351701,0.01887936283538876,0.08411881920203032,0.016017704610131665,0.0025542476426289778,-0.04316384703953249,,-0.03812126771858616,,0.0008323715690025165,-0.024239398741053294,-0.0534803229224695,-0.024302567828970976,-0.014776908704079206,0.03268700391834235
HBEGF,0.037129514876329484,-0.013216856376198833,0.016176940696307672,-0.011609708323929597,-0.0017185001935033806,-0.01949733430573957,0.0708937325233598,-0.005906550192499887,-0.0006873271571503014,0.03535126884492848,0.1348977570406681,-0.02222427766846817,0.0025845776863878964,0.07037964066453979,0.04658701775751156,-0.044779340670839655,-0.03168825078837821,-0.07335009585741706,-0.027803735150934462
NUCB2,-0.04235614970233668,-0.03135405915783569,-0.033153303233912704,0.030109500073295044,0.07291879834348979,-0.0179326968494924,0.0944177998859846,0.04408622615273801,0.0013358260488722698,0.006890073453678849,-0.014232927415842566,-0.031117187914288122,-0.03773212906478085,0.015310713468758771,-0.025279323723512142,-0.013286104466320316,-0.03836727711199066,0.011994975303343912,-0.022672008177657018
VCAN,0.026638946965468823,0.03400763685900004,-0.016939477628437855,-0.006014947073489105,0.0268212829519183,0.018429573473409306,0.12974833639591643,-0.022635246734781227,0.009784400211333326,-0.0676310835739318,0.06920764312038222,-0.023279765221576095,0.058780360829852135,-0.15757931365447736,-0.03829198664049426,0.06743680897704935,-0.04781068728650426,-0.14498396862236282,-0.04850106083549323
VEGFC,0.15497850480653808,-0.03235533631352221,-0.025951767835321177,0.055498321557074126,-0.00745509425008912,-0.019585056511299694,-0.008365255760894634,-0.04511478626698654,-0.02450905920705312,-0.020097761078326976,-0.018917468757580137,-0.052634993760838786,-0.01863865452911734,0.047225863463267764,0.005754647003551373,0.035460942505321474,-0.027422845666246864,-0.00577710533199203,0.028803506988921573
LMAN1,0.03409996921870427,-0.01663667566762018,0.04862451660709593,-0.040589895723695035,-0.012750291833095452,-0.0738853438213589,0.1583537078954804,-0.013436124885930528,-0.00024221786849584187,0.03997818589907142,0.06264396485831361,0.006069067662141203,0.04763301142425882,0.06131860821289629,-0.033849602397436875,0.055974098180373355,-0.014690115507750841,-0.09165610814989238,-0.10352137057073992
IRAK4,-0.01967099592446755,-0.020960434486327097,-0.04210298807599135,-0.002218251512676211,-0.025679110672447467,0.08587616574479022,0.16232213528109082,0.005779734909085888,-0.033133195801216334,-0.010502872331277169,0.02243450248090485,0.016764615497441474,0.02714629577420828,0.10167345783599573,0.048707638757147814,-0.022339202612513008,-0.061196559249273925,0.03753976916622736,0.04301176594655312
MICB,0.009528577410208197,-0.053818762623348004,-0.007492298182455717,-0.011709051923885081,-0.03242306342853392,0.03871571444695106,0.1303427626679834,0.03275301561517145,0.031805023724629684,-0.01481352484408551,0.03184048487840655,0.0412993560088099,0.044112053232894514,0.0739522340982289,0.0009929358094647616,-0.009490069056072754,-0.012973544986396631,-0.02892369669753167,-0.022273694086337486
COL1A2,-0.026591138433791746,0.0266348499382495,-0.021483724902137676,-0.0006118209995268072,-0.01466543124489818,0.06163560728209985,0.140485137186763,-0.05428721432385117,0.008921830708956961,-0.04868139966071465,-0.0009107066852755255,-0.020123598206783184,0.017624469977313064,0.04475373750757272,0.10072815765778063,-0.01969283885482577,-0.010197982557266115,-0.1556648094824353,-0.04969582116730145
ICOSLG,-0.03791857802944128,0.016198602826064498,0.004134932792678882,0.0260189979004357,-0.024252694354060238,0.03389964175281209,0.07322183498748845,-0.0061430857341091645,0.03490462433838105,0.0634510273600774,0.032966673016967214,0.023282667183375814,0.07848610118300897,0.12706724279204046,0.04194316914628504,-0.028681602643071034,0.055388263367019144,-0.022765171599048603,0.034361514632311
GNAS,0.05518189695937249,0.05308090859516186,-0.01551431903516719,-0.016961489844154222,-0.020140483239604032,0.04701113504463352,-0.09478844093352709,-0.054055080876972604,-0.017950992258490346,-0.08395799143558988,0.0764269601487401,-0.026483136203892532,-0.04826203768052277,-0.04180099155879445,-0.025247328054525547,0.012522915901277337,-0.07343441733577273,0.043498210521930016,-0.057637767014343186
C4B,,0.05098007711098992,,-0.010351032588580087,-0.04142242634225279,,,-0.029975397898330446,,,-0.027116038090114668,-0.04857497396219765,,,,0.00014219110583640963,0.013861537588468259,0.004920085425043518,
COL2A1,-0.02894438851834196,-0.03130154081463543,-0.0012354935393847552,,,-0.022815462079403794,-0.015132087358703085,,,,0.07319069745819722,,,,-0.005784499492548865,,-0.035456467594696825,-0.021767169352794494,-0.04666279628182419
GSTM2,0.014152490246787856,0.0036272194286050318,0.013454275017430172,0.0025990644496227486,-0.03398318833018404,0.07139958366063691,0.0025208958032455226,-0.05399579311616654,0.03020483360670828,-0.028288371480113324,0.0074121741182860594,-0.018711772866967936,0.12615209352056755,0.04885282860559522,-0.01615944186289626,0.005278798077172064,0.060548056341091054,-0.020594081523135348,0.02414170147437992
NLGN1,0.03946662698487572,0.030943235926205435,0.011451021200173148,0.04730223480211105,0.03289489784989075,0.04538530289899659,0.08609822618103853,0.015515930326122928,-0.028752609113207556,0.0024114930680368195,0.04820093529403359,-0.011504552265279836,0.07995755350609102,0.10642294435471461,0.01894865218024022,0.03305260136709717,-0.03427755330032396,0.11494129592682129,-0.003958128724792039
SCGB3A2,,,-0.0059173088700610315,,,,,,,,-0.011759241367819927,,,,0.015668785216831925,,0.08558415015647133,-0.05588088372179531,0.016003061190767626
LEFTY2,-0.030511606207096566,0.014586257854961421,0.019283980811944552,-0.022704966369175156,-0.0028050588288802284,0.04900175096613501,0.06558216401806055,-0.01389270358061699,0.004198053278182722,0.1073760355450583,-0.02600724250009944,0.07932243907231566,,-0.004881871835450198,-0.015565399568659205,-0.04383818576747749,0.12663593526007777,0.046036420609207394,-0.02784998910880848
ACE,-0.010383554538664188,0.016125093418713377,0.011480787447958342,0.022465946133202203,-0.002628188639629372,0.014882018765091124,0.09412610809998366,0.02517519504663971,-0.031532874122911,-0.021944802431231324,-0.008674767750703725,-0.04917412657834814,0.008673749697197504,0.14652494583465225,0.0953663078624701,0.0376953395229146,0.01587757511087746,0.00018217940995231844,-0.0333539146847759
RPH3A,0.08191298764600266,0.08784095355557002,-0.009241731398558422,-0.02378324915332389,0.0009248870872299314,-0.01988769026575424,-0.07170815282871772,-0.0019305916456484246,0.01670081622035495,-0.07980124515979523,-0.014874127681970273,0.06230560453740247,,0.023621916449793588,-0.02633903848677681,-0.022914413743484408,-0.0033139576175099266,0.03395276751830357,-0.022658049518635263
NCAM1,0.09993507578990243,0.11029915008414458,0.027063944402095034,-0.05172643133340738,0.036314373287046425,0.031109408403493403,-0.07753263432450769,0.012655977290785844,0.01780855721210866,-0.027232839057390688,-0.0012305292578811526,0.09906379845279585,0.014846118461130256,-0.07736626013469598,-0.043746477853592716,-0.057551311171503104,-0.08089707470155975,0.10123482554265796,0.0006385249378901793
EFNB2,0.03092379691323055,-0.0397918776461506,-0.009635544359198889,-0.02018186140237866,-0.004279793738090419,0.013035553846003727,0.07077289828630731,-0.051245831623066083,0.037028592245550204,-0.02787961695324242,0.02519207181847355,-0.09400303521509724,0.026464641628989177,0.059938268754639236,0.010020649238119137,0.034420855983352476,-0.025334427064775393,-0.02950716564586388,-0.042899408229570564
ICAM5,,0.06834835941397913,-0.03663069082409535,-0.029226391650893233,0.012976264910938175,0.0927004478021882,-0.07240345800977621,0.01406155599892605,0.00102305680879685,-0.0499634064147205,-0.028709132480763386,,,,-0.008277253784731748,,-0.03163500455005614,0.06426876080215686,0.00738570866031865
CCL5,-0.0509845211674236,-0.02283241278438279,-0.02344939367061352,-0.007860074815000534,-0.01574238964376307,-0.04250736686116205,0.03659111866557921,0.031636898453695175,-0.0252734233531527,-0.030539679201140216,-0.020895897247144662,0.05441357908155215,0.03972296570124614,-0.03287346348814181,0.023942881512338175,0.03925038804435297,0.0387946208056206,-0.029529039794062868,0.0205771422382883
PSPN,0.01751983984044291,0.049025999329879326,-0.027904338770637128,0.0046722309269789436,0.0004291615752413339,0.028405613804511575,-0.010076682922648012,0.0021269259797096515,-0.0015693305949886498,0.031391224435157995,0.05802577278687945,0.12644870496202043,0.009427544596176412,0.08692779053623281,0.06935905507400686,0.06128431047682983,-0.03869425323047988,0.04815751562990484,0.03404939337175112
PENK,-0.025184484125791287,0.03365308709030864,-0.03648182216513616,0.007762869993256692,-0.0022543828085518436,0.05774688106870574,-0.10671129030990838,-0.010496488524919313,-0.023985389267574753,-0.034578754376391886,0.07297050888973962,,,,,-0.03536692139564364,-0.023953933178511556,-0.042079899191881,0.043981830240751085
EGF,-1.6063985262226906e-05,0.06415479891592679,0.00048213497847955286,-0.02804774111889148,-0.023526968057427607,-0.04128941915003174,0.12041752102244686,-0.026006139701234585,0.024096672404052707,-0.024856744945009113,0.020399370285783636,-0.020595795685414597,0.011967090002547897,0.08020507844020085,-0.014243236256817315,0.021044466425028836,-0.02324254011597323,0.11129005126968639,-0.011654027090335068
SERPINC1,,,,,,,,-0.026767452757628186,,,,,,,0.014446806112953944,,-0.018009030645964305,,
UTS2B,-0.024816455655576723,-0.025450346036293734,0.008219636890012203,0.02909586154541738,0.017301702990721226,-0.026185074244940855,,0.06550531811598839,0.017315346280945297,,,,-0.06991580897295463,,,,,-0.00885162297802019,
F10,,,,-0.029442079932741266,,0.07045310679496994,-0.04663000099918035,-0.0024507113656937586,0.09246598801391859,-0.023934271975692294,,,0.10795947138032908,,-0.01980703033874353,-0.00019816028414300948,0.027623927489751638,0.03815903161545658,0.017804714402850724
FN1,0.08039616423271376,-0.1198645319363366,0.013855415016114925,-0.10451097473627488,-0.03485693984450792,-0.05124583086066493,0.19458149594849325,-0.02207330389985597,0.00544973430046773,-0.06186893725410343,-0.023469135967418505,-0.010773762337752112,0.013384896999331061,0.08815494786507024,0.02326944815706448,0.02412409708054918,0.03835677196014014,-0.14079155248095077,-0.05151841427172371
FGF2,0.0032562480851736865,-0.02366185787155678,-0.016174199448258438,-0.02852578463853538,-0.036485953513422424,-0.021388451087524876,0.0996485431529754,-0.02629588336922315,0.0220173123032429,-0.006275170554046809,0.05331246034789699,-0.10634654872065477,0.10125506671976947,0.022051947070904573,-0.02490263003854042,0.01662384331080736,0.009615437849915278,-0.000983048752724645,0.009726703982432219
GDF9,0.044323491987926913,-0.026951905452757042,-0.0005364120593988181,-0.021213561680702365,0.020841621754914018,-0.023836173330190603,0.06362819807003334,-0.010334002567552502,0.020225178740161266,,-0.03587481387888514,-0.046432909350800154,0.048837950327059516,0.02458831971848352,-0.03428641177325948,-0.030722148521229176,-0.031710712488248756,0.047095053030584304,0.005496700086994802
CSF1,0.06247293410060628,-0.004537734364875353,-0.020478337594020297,-0.038885004819957325,0.0016207398864313677,-0.034531464466840994,0.06769260664785569,-0.008332950976149708,0.039779821282059424,0.06105231992806306,0.08371017321924339,0.053789439491829634,-0.05300352165702342,0.033027136134738976,0.03666813593794262,0.015375505031169249,0.0006359615163428683,0.0022986453549563536,0.03170528807941394
GZMB,-0.015481828014831596,,-0.012878673412421727,-0.020703814658132716,0.04298522922792668,0.0032579472404060503,,0.0009959718846161618,0.06485491850135472,-0.031556602031888134,,,,,-0.01807940274008468,,-0.007209343247007298,-0.049782670398200723,-0.0038839663228535715
WNT11,,,-0.016842483620085523,,0.06419909787313573,,0.1203653469768736,,-0.009978591192752325,,,,,,0.02583110572739423,,0.04216110284333424,-0.01425531545177034,0.00945013719010102
GDNF,,,-0.021817437040830393,,-0.02326219575301344,,,,,,-0.01853672698302405,,0.03687800348342345,-0.04343591770188711,0.03220908859644068,,-0.026468177247132834,,
FASLG,0.04836466018810583,,,,,,,,,,,,,,,,,-0.033574566355524006,
SHBG,-0.029893734882952848,0.0125657725095817,-0.015220552544619665,-0.03424808426558503,-0.003817216039965291,-0.039873468460904934,0.11657424389060825,-0.013429658955998009,-0.029005118335273607,-0.016779388856282225,-0.01493810245007271,-0.04495596963292959,0.04970082120353716,0.09568569711588101,-0.011944388121449915,0.07037891089543775,-0.02678752995389959,-0.03991747858129277,0.04177637416916797
EFNA5,-0.000706348193211592,0.03205556778995737,-0.038960565844518215,-0.007102254074303526,0.07517972312467935,0.037924564355415157,-0.05289628404853289,-0.010213042751606246,0.03282420381141117,-0.07777029276606687,-0.0015098063234760194,-0.026751394771239723,-0.015798110111223066,0.10214719226588094,-0.029324121684817232,0.170799442147976,0.09643294835669172,-0.000690961219311579,0.12489548258103611
THBS1,-0.01912470924488847,0.021942885434038443,-0.039389265805080675,-0.04226013288383584,0.01772803595682123,-0.008474934401730472,0.0694608139843698,-0.02376298824435363,0.026891226544618813,0.0021210103360846714,0.009132105541387431,-0.06735162714074835,-0.05656730313847534,0.11607171768532017,0.037061348487152666,-0.018577757866742605,0.016590090596904344,-0.1889060022426894,-0.1315226135315882
PODXL,-0.03120522192340649,0.01613592482413388,0.023842006082980954,-0.06060392997759284,-0.00390994635994407,0.09878154099632638,0.16317643994560196,-0.003490487299430428,-0.005842974352749641,-0.06013906566921619,0.0627370239729746,0.04706551342599424,-0.07506236372106694,0.10595671590445621,0.08600523861767793,0.008189757763217457,0.0026129439357323275,0.04286531521030733,-0.06392209340526933
LCN2,,-0.026714972771258918,,,-0.02073777898763234,,,,,,,,,,0.039128736673516504,,,,
C5,0.07660259610028385,-0.03250428761086141,0.02591651902977455,-0.01931912803550692,0.04386406590045202,-0.006336564188713936,0.09222024474362854,-0.001651109005172869,0.03441553376117255,-0.03567883866332985,0.04628879025340265,0.02903370556950072,0.06225306845092496,0.09515926168911731,0.004101652949226404,0.011195473088991015,0.01738316287937348,-0.0373058205533419,0.03157159365962925
DLK1,,,,,-0.014434161481233691,-0.021326696750614153,,0.004845582682811973,,,,0.002293691389130499,,,,,,,0.009718289583737867
CXCL5,-0.041365852231282196,0.02693905339173172,-0.020674596183510762,0.10440054804937854,-0.020262306498161648,-0.023299530669668115,-0.0348525665675859,-0.011289768560114204,0.038754406687418474,-0.00681454428266056,,-0.054218011930788464,,,-0.05440030203606359,-0.003762418729788857,0.06677821323746866,-0.0041590494343943804,-0.021221715907813743
BCAN,0.06996312544111853,0.15992028034087877,0.018510834248965727,-0.027344266896010567,0.04218012326166648,0.09178887155532653,0.16995450792820968,0.03361878637555708,0.0038232907334489435,-0.05214634446207632,0.09640153156006165,0.08336608017768471,0.030237730854208306,0.1267844667933049,0.05609258010390977,0.017253080231481203,0.0635540163393072,0.14167945092014703,0.08855795307906321
RELN,0.04839379467771265,0.07132425785093216,0.09416353613095958,-0.060978890470436864,0.005006927572464293,0.04739881908541453,-0.0710672267734893,-0.054027353869093346,0.015344079022345825,0.0052429473667978295,-0.02514758553081875,,0.03611320727892121,,,0.017585815068381798,0.0008437119625373305,,0.028539706729682382
COL4A3,,0.029587119731109796,-0.02280310658593826,-0.042781177691391246,0.006253047827175048,0.02866913837085275,,0.013667320149188771,0.0012743065078805005,,0.04581160631149287,,,,-0.011804859723174015,-0.03403245040927849,-0.025819058227587222,0.030314872064145,0.07916228477293234
GNB3,-0.03472580261047179,0.04573760617281961,-0.031158607874694592,0.02087890004698502,0.01691078832872721,0.0035244484170747826,0.020928334351302116,-0.04603509479802793,-0.02508093816308095,0.004337529600887706,0.025155130730197074,0.0915170528258005,-0.04985087965288301,0.11298917286878662,0.0738075670952252,0.012937431554485308,-0.06692651130658897,0.023382767027409424,-0.050797858604229154
PYY,,,,,,,,-0.011806333952865762,,,0.02854449314880097,,,,-0.017517433704511063,,,0.11297150008136086,-0.036045067607153744
MSTN,0.05432613621574933,0.022811796513894877,-0.0008741278490987049,-0.03653456399690452,0.0547821069126125,0.02431043766051482,0.1220433875396021,-0.024643863620701974,0.035923188569291394,,0.016588361559546336,0.14418902075567747,0.11077783913142354,0.02569438991882204,-0.013617200296704534,0.03944736228468238,-0.028637940763003182,0.00975308812879066,0.051563241733211584
COL18A1,0.035859479834056074,0.03626881541916152,0.02443626906254308,0.001103187709856872,0.015014211618707318,0.00026651179265531913,0.15629075508275503,-0.05619408386079732,-9.914479580559579e-05,-0.0005177838291207612,0.05091608092252271,-0.007383292356653842,-0.024083096108823126,0.08416730861545843,0.040238778101532494,-0.014960640303313677,-0.005575162765999558,-0.10843105123620406,0.013730206954064676
FABP5,0.033359184278130956,0.08672161691051261,-0.003567490561647995,0.021761032403656677,-0.031691129884977076,0.01789444991533387,0.014966011514062632,-0.04102967813071789,-0.015811734337806704,0.03623154642708494,0.09361590048151687,0.057245627357871684,-0.010007151601095889,0.03236274373700602,0.021510126578005793,-0.0270727166284511,-0.09894539034439509,0.09203008178114963,-0.1102490248370697
TGFB3,0.04465596138019465,0.03283826912529427,-0.0068482261412064925,-0.00436037845442209,-0.0073644747143033545,0.1099631893828087,0.10556995569224444,0.0685999470177723,0.03299468194075138,0.04091779132719783,0.060556196577922466,-0.0170794266716873,-0.03384886008125907,0.03694124537779437,0.09666928536714355,0.008810443805227792,-0.025122714754335657,-0.1131788793032119,0.027666107774389048
BSG,0.06682897921040092,0.0671981786170289,-0.0037111872279380117,0.004768262369171106,-0.05249649886021784,-0.02113432004916459,0.01833201146589163,-0.0669538393257211,0.019406763560081832,-0.11407852087491561,-0.003918682039360402,0.048163178563817764,-0.01994028199978336,0.16158265236026859,0.0671895574697705,0.05490011758595904,-0.005402516855801265,0.045603055038920794,0.02192165351092919
TDGF1,,,,,,,,-0.0015510757743622719,0.002595203777657137,0.09663655495497815,,,,,,,,,
BMP8A,,,,,,,,,,,,,,,,,,-0.031382301911612225,
S100A10,-0.03504188046593769,-0.09402645107648833,-0.024052712889447093,0.027781154356669335,0.044237131755703187,-0.0504147388226403,0.16960667291201992,0.022255432246608517,0.06977193128517926,0.06981138160046654,-0.007997064132726427,-0.0143167498747869,0.05896646763640703,0.19676917854238973,-0.05035075217243502,0.021347317225728222,-0.026311570182880495,0.042402520126547744,-0.08860979131298326
PLAT,0.0051710442542774486,0.05038277956775401,0.004441412364389831,-0.06404678984104376,0.00567376339922049,0.00717316771637924,0.1509418525303368,-0.03804845258645796,0.004920227432312773,0.031037357126416427,0.03544370476245829,0.04119313655418185,-0.10827695110490115,0.12921553899033175,0.021674243750121752,0.04803480744653904,-0.06456540564767767,-0.012874477487261404,-0.00485044103372947
