,UKF243,UKF248,UKF260,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.01569721653105706,,,,,,,-0.03430999638174036,
BMP1,-0.02942587680065747,0.01902851697436627,0.043807153409813254,0.10699168738945111,0.07766933527727583,0.05444066677223248,0.05822417389118319,0.004629772049154892,0.02788229199946327,0.007577225340394231,0.11574301350337324,0.11099308487970792
NDP,0.06184138348937701,-0.007098021943343712,0.01462478036776751,-0.006067236904488466,0.012003543523575556,0.11645235108723932,0.10307804635421906,0.015572741705702447,0.05585111990121982,0.02557445320086814,-0.01878079861294802,0.046255343051960884
TNFSF18,-0.02597607547685257,-0.0008284495872851368,,-0.023309895305265973,0.014432289567492476,0.1658528663821827,,0.1047967765318192,,,0.05016011454821337,-0.03202298005539941
RTN4,0.045571137764815306,-0.03925564088950581,0.015648732658274538,-0.13354878660906558,-0.08201194734036871,0.008033549776879001,-0.07503420001566574,0.012225856495229346,-0.041429356942106414,0.05806655480765011,-0.052011283702466174,-0.14972109450836193
HEBP1,0.004808779469412743,0.031043077033720456,-0.057609401871704886,0.02200218022215113,-0.02301262822432301,0.06153898727871586,-0.06572839448588876,-0.07071784679102427,0.01801334747272037,0.0039053586006433326,-0.010914988213358692,0.0350838158384441
WNT7B,0.09776117236050623,-0.021950418728485698,0.041769866620904046,-0.004298812177022775,-0.0036629035416776198,0.06883959669590335,-0.08448309310984968,,0.025868954097061924,-0.008833054202417869,0.05127823946167474,0.020527784621006087
PTMA,-0.07250730227214103,0.03085482214346006,0.019765848298298302,-0.008221521217165932,-0.07844318161457238,0.08389520190244973,-0.09769819994819343,-0.09926535497453347,-0.07209543044499245,0.0035846678213130425,0.04658434704596084,-0.04529785210105231
FASLG,,,,,,,,,,,0.1708107734833123,
CEACAM1,,-0.014819033040090739,0.02854838147654629,-0.030674494589364096,0.025503122201409552,,-0.04506170195500677,0.08629169856112602,-0.017930263643805577,-0.01603498154134533,-0.04140256199542532,
PDAP1,-0.03977488500246023,0.02326025320483774,0.013074285987896365,0.08718055681181516,-0.00274523172944046,0.030630935021518386,0.025596624328652014,0.104202640122912,0.07767222813532218,0.05199550331201224,-0.017656225120711005,-0.0033484508375184433
QDPR,0.05951498775776209,-0.042933648256444336,-0.006639633800828807,-0.1058064288512123,-0.10393664705838933,0.03024539464327223,0.08116509382379497,-0.02831980246264347,0.04012471450569553,0.024569176912166875,0.03899694008071243,-0.06596000886235465
POMC,0.034337352055721915,0.008412654392256823,-0.009422843777189124,-0.009764665266217372,-0.02695346188453467,0.09778530917556927,-0.040027817345125845,0.04805530616586833,0.08961702697326797,-0.011897366941732766,0.04915096200308334,-0.03599845016996495
CCL18,-0.034836053077174634,0.005081542807616162,,,,,-0.05454901275145749,,0.021206736094301383,0.015137303481869403,,
CCL17,,,,,-0.008763003759345574,,,,-0.012720654206125072,,0.04864434704420316,
VEGFD,0.07031644769537829,-0.0237957367851735,0.008558900804421716,0.24947981703301939,-0.030866661743235494,,0.15306125190325853,-0.043998522612093624,,,,
TNFSF13,,-0.02569225665295881,,,,,,,-0.024409024749978903,-0.018006209565815192,0.05335427553263564,-0.006131613094585844
WNT5A,0.07363346537967204,-0.006758714514292167,-0.11157357264330402,0.042386566336219955,-0.05258284070908151,0.1267724263172387,0.035503312721598235,0.045767785847496426,0.007180711845497608,0.016792124123248202,0.053806247644310794,0.024235175536097928
CXCL8,-0.017514055978304972,0.0056509948631588884,0.08810085067946345,0.01825728901254235,0.05304994249881811,,-0.06139464438715904,-0.07412409462034274,-0.03176715175201988,-0.012269729281269272,-0.06728924600219993,-0.026100719293607466
GRN,-0.020656989515922812,0.043360986645511676,-0.014311635895374644,0.08747798861998464,-0.043252895643624764,0.05552592037152864,0.034272063751444704,0.06435800428088567,0.038213191918194125,0.008579049014467502,0.03749519323644158,-0.061882065030491
MIA,0.0003804153606780404,-0.013158874346913811,0.034070013053793376,-0.025832738066996395,0.03117381456802919,0.07741998531263114,-0.007331177518979073,0.025884886655335778,-0.014946512249649886,-0.08494867878936915,0.053495956169213876,-0.012147303510284823
COL4A4,0.006308892221277428,-0.032105198789987306,-0.022397754293576662,0.03405656925935369,-0.030247121698918335,,,-0.03445170972235596,-0.02045747936729634,-0.00877134348644339,-0.00642027360668808,0.03866191886682656
TAC1,-0.02641478243035281,0.01517826420947273,-0.003169497908476165,-0.07981120768590524,-0.09779647141872352,,,,,-0.0008506927424576733,-0.010871150843278441,-0.09642640870790206
RARRES2,0.03175289925240958,-0.00044336880633114576,0.07727973508299978,0.10973650140539491,-0.1334928904407195,0.015281487266429068,0.11267564019014072,-0.03746509441514814,-0.015031722105100185,0.05387110441289042,-0.03785336720922141,-0.006552714869037627
FGF7,0.021209384673109427,,0.02448556650434313,0.03072332096266769,0.02854862666207031,0.03076397520202503,-0.03710036920041464,-0.06772549535498872,0.03565347974196496,-0.01206351568993809,0.004736120101553583,-0.005657714313954195
HBEGF,0.0420973430758781,0.024538153471369263,0.06727859787879964,0.039414141231577486,0.12046855270317712,0.14081623943227986,-0.06722240188774788,-0.0628860961368021,-0.06162787401015026,-0.038667091000939326,0.016041964664912343,0.026691818861952075
CSF3,-0.03951199376901127,,0.08578757882605022,-0.01636531365454813,,,,,-0.05439119448926666,-0.022988336396604598,-0.028396746379220253,-0.028948420115476242
PI3,-0.04680784868675764,-0.02598354973164078,-0.03144548690263211,0.06428150166051728,,,-0.045304864940338516,,-0.02939599626984647,-0.06085319494162063,-0.06169669598790502,-0.059416869964186374
PCSK1N,-0.012411828962264785,0.03929421645603627,-0.038288580503312214,-0.039111241555289264,0.10152090242277634,-0.007803829711944492,-0.06887655868655818,0.048089035534973845,-0.00959410126992571,-0.006936865928783771,-0.024072172583904646,-0.09977996307525472
NTS,,,-0.0016916376531592055,-0.0004747618364358277,-0.003019948315508604,,,,0.07984874408825582,0.011671964158059758,0.03121150250213086,
SFRP1,0.006112151533498511,-0.026840395502699444,-0.017475661157909793,0.010264849526787809,-0.03540957423492291,-0.019862145749023872,0.08505294808242826,-0.05175693122172455,0.07812078824310148,0.0943685180530338,0.012178492147541109,-0.051094853636442915
CXCL13,,,0.0037114669199746902,,,,,,-0.013361087318338327,-0.027695094807751616,,0.04423893798415543
MICA,0.009956447599358648,0.004286250142646299,-0.03914217458269781,0.029466330711327246,0.005488016314014694,0.05463408512412253,-0.07573198457607791,-0.039517035843718046,0.06707877371562651,0.019070809660468094,0.04509493940283958,0.0872330873087735
TG,0.09316183396810701,0.009179814817919643,0.007462283911153666,0.00015474983398612918,-0.019357201501087135,-0.035547984060116035,0.025061338569630283,-0.029977559440290593,-0.016902569094117272,0.021181749686948834,0.09528525235895088,-0.03660882588335544
ADA,0.11841060470029,0.03615443264000926,0.026317463404391468,0.08720781668110471,-0.02796894385501632,0.03430471248425553,0.029502652549577065,-0.01625231988402101,-0.002662914522333904,-0.02817348844005033,0.12594865406820346,0.06761396636809439
LAMC3,-0.043000436950192546,0.043757987732779245,0.06036961526000347,0.07469455987653302,-0.02377777395650167,0.033298388334985794,-0.006108913043494654,0.04948976327359043,-0.002416545354073793,-0.0062752899466013996,0.05292783359195555,0.016449059688997344
CCL7,,-0.02165616952532927,0.039209952796396094,,,,,,0.07092236146374806,,-0.029757037575607874,-0.05487260746926865
NGF,-0.02276398279795786,-0.019062292824293472,0.006178607213666916,,,,,0.028369734252337544,0.05632533542768041,-0.039465949977855797,0.02182498583425283,-0.046414760958114094
TNFSF15,-0.028161887743668432,,-0.01700044683548323,,,0.13144052063227948,,0.05002792102529738,0.0048419685031306035,0.08900696143740633,0.04208917909703106,-0.03434311412654685
HMGB1,0.03639919995281438,0.033311493499614445,-0.004707397027679297,0.10913900336010403,0.03320765913996453,-0.05053816059275336,-0.041902360654486756,-0.051937165296781815,0.020461355194507414,0.051718532979603306,-0.04837244469756933,-0.029854738346416432
ITGB3BP,0.008661151571430808,0.02112290926611008,-0.03824576501606394,0.06997851532815894,0.045022555837444064,0.0317689724653324,0.04869255847068793,0.10223000552042802,0.021324367422749853,-0.0013970647622886811,0.07307025859287646,0.0660167168786159
AANAT,0.03145784854010222,0.047885187555983,-0.0153184193233358,-0.014761955793220555,-0.0038676383114818608,,-0.04103257513749295,,-0.0167256726933536,,0.03507812964860866,-0.025007167318684694
RELN,-0.023737125519679526,-0.021776013057300574,0.062305204787595,0.026328747173544553,-0.04699199518349826,,,-0.06572672092613382,,-0.017243090533192562,,-0.04438882507330991
IL15,-0.024897830302229487,0.07398902590769982,0.0041194442240601835,0.04718805170800522,-0.014898940486786284,0.03925761424427527,0.04195479151670095,-0.0310662385550246,0.06703175111807136,0.024221717110569477,0.0693951942779926,0.07650059224822546
UTS2,,,,0.010559609639161244,,-0.009947380327878693,0.07235805705697007,,0.16705125107044114,,,
BSG,-0.0320062094047708,0.0131072600518683,-0.046101455089612796,-0.0011303722459220312,0.15622997824819282,0.093051838633229,0.007719793912630364,-0.006665246556406438,0.002265531496499488,-0.030785064155334305,0.022267552514695206,0.028545905617697907
ADAMTS3,0.10492730256143333,-0.021806793570773687,-0.02747735524851872,0.10290899125071351,0.029794165553810443,0.1144206173863897,0.05581016317532262,,0.00469914431269572,-0.024532819147527862,0.12087019344825288,0.13483051191952622
CD34,0.0414240511503255,0.024370423944010247,-0.007418533860781606,0.03815410102390594,-0.009011616116080135,0.030388032694766767,-0.00739283449276609,0.047614279355564525,0.08017783449594829,-0.01464268128057636,0.05887252802861708,0.030815829255196613
CCL23,,,,0.029428881888118465,,0.11458999196363391,,,,,,
PLAT,-0.017647808419999328,0.03805858003345101,0.09322872377697089,0.10444228653899894,0.16765037910512484,0.04289975204591886,0.026094074480255754,-0.044904519316741595,0.013775838514131939,-0.01606446696601055,0.10776448402571889,0.014290445526249673
NTF3,,,,,,,,,0.014546165851192182,0.03676875654615285,,
LTA,,,,,0.05008268188365895,,,,,,-0.012851850265114805,
CKLF,0.06282254667322718,-0.0041713731704578,0.05213566149518532,0.07842745892500264,-0.0948841110703901,0.052981807840716794,0.0463801814754478,-0.031895065985274404,0.09059085102037095,0.0253950541204873,0.011631164386232743,0.058024784360236066
CD24,0.01769613689943553,-0.03877972902780189,-0.059526046387831495,-0.01462306747081581,-0.1440713391245734,0.08537127344759984,0.09253268712841244,0.10596434824835686,-0.05665109816857256,0.07901347999227168,-0.04062076840248252,-0.06943964562177037
HSP90AA1,-0.08100493264410784,0.027759363528774048,0.04110292968479152,-0.10061240181850165,-0.1064961662513543,-0.1882791386695713,-0.16571693281968639,0.05799668951840781,-0.06666234614544873,-0.044199120997498634,-0.10377644263593891,-0.2004973846046945
BMP4,0.011608453137644829,-0.015071094102205052,-0.029727867210544965,-0.01049944134041822,-0.036997441236966314,-0.008025527541451655,0.04616287440534062,0.024777857069206547,0.023213794462147858,0.0761585181057421,0.12982621966096677,-0.06935044523693139
SCGB3A1,,-0.004957433741712955,-0.018242346361318686,,,0.13721105311707993,0.009277078687363683,-0.0270407200749628,0.031839926721211595,-0.029645422869803918,0.042768496152923045,-0.007284570593172939
IGFBP4,-0.026898100430519982,0.04474882640034177,0.0614781366825474,0.1008242736004284,0.02897747756420331,0.04938586409978252,-0.009971998649696716,0.05512498499486579,0.062590968989399,-0.05512464736768491,0.1032490680653866,-0.038870275038705965
RSPO4,-0.027808538837155807,,-0.021054633088547568,,-0.029402385956730528,,,0.04756679394251774,,-0.0199649306629658,-0.022322553687342688,0.05011342768633724
LEFTY2,0.03031159866774148,0.036041291702959055,-0.03268004518302063,0.0985099092965697,0.016116014610743617,0.060924730731229323,0.1347239978478714,,-0.016184304949336124,-0.02715098670154619,0.1751063027029472,-0.0481650746259627
PF4,,-0.006475632517840415,,,,,,,,,-0.009441584587742363,0.015135814572440384
ANGPTL2,0.038137787508149536,0.030830805642487732,0.00523094876264311,0.052246241312912785,-0.033827303528065934,0.15542406894243732,0.0702029086103072,-0.06467826429854004,0.07035682117117288,-0.0024662473779393152,0.0579754250567873,-0.025611463024547785
LRIG2,-0.014552244376477768,0.0037566263570170785,-0.008956953026134504,0.07960372971873239,0.020619352023812775,0.03041522332451576,-0.02075930795743371,-0.006072475120770038,-0.004754778741808966,0.035634314647924756,0.005164759524527805,-0.053541835830404186
ICOSLG,0.0199242322762961,0.012060075070081649,0.04341611129844567,0.04790441027761346,-0.0025655099760630096,0.10303223822044545,-0.11732724781935643,-0.001810724632063136,0.036767097801154905,-0.041282997064447456,0.03883649149699387,-0.01360757602205285
WIF1,-0.046628735866730865,0.003352796192255547,-0.03727174609212651,-0.04911055793950829,-0.02268912482722829,,,,,-0.018559336892465413,,0.009032098917420022
NPPC,0.014643299919444163,0.009952595720599127,0.003088243353202407,-0.010850030987938,-0.04425927336904303,-0.02731758967562429,-0.004852484417658595,0.16031851975730355,-0.028461097384473628,-0.0030922238956077744,,-0.059363699438113864
LYZ,0.009564475076161063,0.06712685963475387,0.0660132144844499,0.12192543384399429,-0.016192464042441766,0.11952192382815947,-0.046784505020880926,0.005562346629776233,-0.02137742315836217,-0.04849454252302876,0.08778593798829792,-0.09060466572745289
EREG,,,0.12405194998621723,,,,,,-0.004743156441078364,-0.02486665775086201,0.012446550385985468,0.006349896889848742
SPTAN1,0.0363327683331359,0.06529988916303574,-0.02081066785242444,-0.02254560404584326,-0.045998275823312514,0.04767598854683587,0.07459469801999732,0.035271946546680866,0.026711362830823634,0.10164070115616175,0.024886574137686697,-0.031920152765733054
PTH2,,,,,,,,,,0.01709788191117217,,
LIPC,-0.03868059429086534,-0.027502816665326363,-0.020384350224069443,-0.017053005956269532,-0.013643773336591449,-0.028967507509947844,0.06901506450541867,-0.03676984435308794,,,0.02931736032322551,0.0818591821914038
COL8A1,0.09115649125008114,-0.039236753028870655,0.03192012347269169,-0.034439882271804056,0.10066476471340517,0.04020400494651182,0.07482020859685833,0.020064049734261617,0.06436660364128309,0.026941446677050094,0.002628766977370034,0.03421808430100058
GSTM2,-0.006310977146746251,0.0331454311106036,-0.0018953617559387282,-0.03899256496349841,0.06478253115430785,-0.005049842607029581,0.013513006492292255,0.0025268240914986264,0.01612126772234047,-0.02418279614234252,0.04285221446266226,0.04816083679263335
IL4,,,,,,,0.11344448089622904,,,,,
SPX,-0.0405195462358739,0.03517249213288222,0.016971686894861306,-0.022205922041150784,-0.06224045852513571,-0.036214705375461884,,,0.07207893247991293,0.07897961219630847,0.016643216300766317,0.07892837467421958
MFGE8,0.041718643446542386,-0.005647816517547201,0.050379451322905104,0.04735202036646202,0.05196256881811732,0.02166401873291476,0.06304292702430885,-0.03255855890240672,0.06705090128434428,0.013527091273457302,0.05842256614115168,-0.03896302170068553
TGFA,0.027927056684901155,0.01152448390002102,0.0034432709730045923,0.0702568165008174,0.13706162868670563,0.06709941157686557,-0.007000604663904433,-0.03456936269562263,0.037310995067836736,-0.025156029495249786,0.07213112691700045,0.0312813737040846
SLIT2,-0.015480408816737021,0.007424878459974197,-0.00142614968126754,-0.049051717775806275,-0.0015862805114647768,0.14899842083632112,-0.02431374457981497,-0.00794521882866727,0.05568389450244958,0.0260747668230656,0.012887344997386635,-0.03011331046855727
PLTP,0.009460012289390132,-0.02303245219143171,0.08509098597803086,0.08615405354847391,-0.07927634784818069,0.07031749152817975,-0.042228680520216444,-0.011771137773044503,0.06581338586485148,-0.05607940855046565,0.03713595367041818,0.02349656788547464
APOD,-0.01103521972296709,-0.029729022948821005,-0.11631044366676485,0.0687617825740531,-0.1118635733722682,-0.07420993627554778,-0.061725935488979734,-0.06559893492591222,0.023457183602185374,0.00411732659870451,-0.09237367844502362,-0.0047499292780027935
B2M,0.054212613788389305,0.015961531255262913,0.10698786774167474,0.08446987465158382,-0.12662083789932735,0.18522309432897363,0.09107362665730807,-0.017009104537404805,0.10296724322390936,-0.03640467626044379,0.051578027859892184,-0.021317049756391013
