,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
FGF7,-0.018971998155202424,-0.045879456870677335,,0.0351615528707563,0.07925118374120532,-0.027803251323868693,0.07752454220111724,0.030625758560373417,-0.03216971244628473,-0.04176216494606085,-0.0743834793951806,0.0517881071219604,-0.008047638347134272,0.006920121310304197,0.06113040871866471,0.04849533983018795,0.0017558512213012745,-0.007037282804883565
EFNA2,,,,,,,,,,,,,,,-0.024932430499269954,,,
HBEGF,0.01478111633273927,0.009353171146198408,-0.022688085625872628,0.07362715083513123,0.08260843668928271,0.024958752989887777,0.053020522802316485,0.04413798111240087,0.007726382627673089,0.10475592003207808,-0.004896535360587162,0.01920159563574982,0.10663079834313864,-0.006554245691259733,0.018338156261429733,0.037176354321806535,-0.022347212439675645,0.027096841178658033
CSF3,,-0.0373859030056152,,0.023012252035090025,-0.007791187483212202,-0.0392875734749855,0.012997115888806072,,,,,,,0.0818926270902552,-0.03079798092685881,,-0.03192490923663745,-0.019224881010717756
PI3,,-0.044289177132769746,0.003964469916772373,0.05686275744948955,0.0068446304014677046,-0.026828455140594423,-0.024730582299967777,,,,-0.017901748866723834,,,0.03522498710741976,-0.03311728526461667,-0.020160147242360336,-0.04645908587719605,-0.04176927959570244
PCSK1N,0.05067300353406578,-0.03079582863917087,-0.024010923384547345,0.007358450944797455,-0.029925836149728716,0.05551614010706958,-0.039967047107055675,0.016464821883600822,-0.021907232982239858,-0.048512520483102776,-0.001941553168582387,0.03384589164537415,0.019921734749479583,0.021610721410916158,-0.06192102820405729,-0.06696137997903998,0.07577563738925108,0.018277937145136064
NTS,,,,,,-0.010182219222287103,0.09452666963515241,-0.027828615342317838,,,,,,0.05331846275940763,-0.030375435299984543,,0.028220412117204496,-0.028469427248692357
SFRP1,-0.02471368669358385,0.04446659893263435,-0.022664681456805055,,0.008247290363156542,0.10767624211378991,0.06267569276220661,0.06468334393946096,-0.010241586449106325,-0.02093659645794374,-0.014849142084696593,0.05275364222122969,0.04551915360202835,0.00810260279413307,-0.01336075702449851,0.07226000109582753,0.07308113007580441,-0.027807869885071973
CXCL13,,,,0.07362226309675363,,0.12636053565500077,,,,,,,,0.07300209521747977,0.04199722894137578,,-0.02112118572447832,
MICA,-0.026375738870680385,-0.03599474417481056,0.0005766206394460793,0.019268036013018016,0.05584423563171882,0.02296711236971471,0.10018158775651849,0.025325501504595938,0.019934839164202175,0.08885997648618388,0.013633738167250681,0.034377348749244634,0.062080173210058286,0.05369615135515007,0.004851327356621382,-0.053988027828970754,0.05990766176351933,0.04328864307030026
TG,-0.019670771670212795,0.07029958638253962,-0.018528901399448263,,-0.022232759048293353,0.021920676902832482,-0.026507327159931985,-0.023506877882250265,0.06158738453231226,0.11466298272984979,0.016912046508149044,0.09489201310014493,0.18656656950834755,-0.019870250985423474,0.020977641177345564,,-0.026274690878450538,0.02223851620862808
ADA,0.03732634106076487,0.010474162665642984,-0.02243819531869195,0.029242018673673195,0.004210197676428091,-0.05640942187227578,0.10428130611797516,-0.02754926862100384,-0.033001792364850666,0.03307097027605295,-0.11365887677883414,0.013033663258230655,0.024328038723448714,0.06180373845811052,0.0361344636466956,-0.07121324734613162,-0.0452600995954407,0.07705896717387892
LAMC3,0.039137196771655065,-0.06084174764269439,0.019698303955679612,-0.022337470560666293,-0.028373679173898252,-0.03840192584311495,0.0644894726980684,-0.0037687888100532848,-0.0456203880989782,0.073709828806444,-0.07937526209417384,0.01067149653770349,0.017888591142450234,0.01632522912710949,0.02062990160674385,-0.039651034585179996,-0.016099224869601688,0.11747014561557721
CCL7,,,0.008388520362391887,,-0.01607424926998541,-0.029262855248025268,,,,,,,,-0.022412738621326984,,,,-0.020145811741345953
NGF,,0.005884772367783414,0.02733886034060431,,0.05925368557747793,-0.031235052260473108,,,,,,0.007607156488022294,-0.0348991099524456,-0.025884918832241945,0.04309038341457417,,-0.000759238828508372,0.16893056686920155
TNFSF15,,-0.026646531931414554,,,-0.0020485439016136274,0.013266955502451864,,,,-0.035104467612003955,,-0.06879940050643796,-0.03524515038495039,0.01821119383124216,,,0.09585834258397909,0.04644901546967713
HMGB1,0.014850372130047034,-0.03439493509240071,-0.022555964022992384,-0.02777920730572157,-0.029074833255235535,-0.01862945101299014,0.12708416855781574,-0.06054938482220235,-0.008092306830073101,-0.059111374507668714,-0.10382666707591605,-0.040999883119257764,-0.0704902520401858,0.020622495495575464,-0.03925583031148055,-0.02929122022101141,0.021128375343040365,-0.11065183373838795
ITGB3BP,0.016464965689064612,-0.002231674022113737,-0.013505984063538024,-0.018008564793284186,0.0231565329896894,-0.0020081725866056745,0.0693029342950533,-0.0375194582120611,0.054719867248457295,0.08557189070632698,0.02245239807143402,0.039690084601469444,0.07177030690073206,-0.07564431360033784,0.037057706969028145,0.0012245995759876428,-0.009116967030258029,-0.06233645438031172
AANAT,,-0.0386053977865864,0.00969045563749974,,-0.016286682193946567,-0.01952246872928515,-0.019811183847513812,-0.008241831318945802,-0.018258402876909358,,0.034052491558405645,,0.18262353299610426,-0.019662295859665956,-0.021335304178401373,0.005958986445710048,,-0.021315108946575165
RELN,-0.016307591229101158,-0.005889713586904568,-0.046600090954726434,0.013742674643168952,0.08379425400879817,0.010699283091431313,-0.051434086959530737,0.00107423370843855,-0.02021362793212512,,,-0.010142858291744161,,,,-0.007627587438262543,-0.023946234765931208,
IL15,0.07091745651377511,-0.007546465640623407,-0.01861191885969424,,0.03746424151513273,-0.0522976539117639,-0.01367299284432277,0.025143232305482408,-0.01693382477868011,-0.03476734218172071,-0.020417297160839315,0.017797112946571336,-0.04134786526842968,0.00210267310174232,0.0024106551604238984,-0.007570957919836608,-0.007052837107695807,0.09340657625923364
UTS2,,,,,,,0.10215371913051095,,,0.08352181389403754,0.09270365982465574,,,0.03566395908827581,,,,
BSG,0.0885510828441039,0.14363542033660417,0.0024923478693276695,0.0016602282980059354,0.006630916866589847,-0.023788965406772434,-0.008957574329416329,-0.03834273169726367,0.06942685672055977,0.11728414399739454,0.06581465146708965,0.033491260902048785,0.11160417538155293,0.049056894317957775,0.03069866550651872,-0.06059912925532524,-0.04323271794548932,0.026995180645989797
ADAMTS3,0.025916691065219908,0.0029007405459418,0.04587099092883645,,0.018183325523269515,0.0012837851209194812,0.12058182866694013,-0.03772591050116499,0.03671120296762585,0.0714636883535847,-0.030909899415095206,,0.06467430915909204,-1.7482865476278186e-05,-0.00479298893290311,-0.02136497071082586,0.037910290781645116,0.05634514141484319
CD34,0.08180280693925755,0.021610249762679074,0.03680206399208579,-0.02389940251708317,0.027212701772284867,-0.026785659956440125,0.052683543318731985,0.01563446802898108,0.023992199244596772,0.07252436569286125,-0.020632065468123885,-0.03373807268541235,0.026923635061204307,0.016563721343647288,0.06748875367763332,-0.019558310040385957,-0.03881080524675825,0.06816484736932293
CCL23,,,,,,,0.14949923745800564,,,-0.03312490961658919,,,,,,,,
PLAT,0.0795946304695639,-0.0002699067916953235,0.005049721087763841,0.031634290101102906,0.023694149498289175,-0.07929008590962418,0.10645850393652376,0.04423520991069855,0.024776570519251435,0.13538703430333968,-0.10966618890078485,0.0708891785515337,0.053771072971418934,0.001970428670644916,0.04163541245384044,-0.025543963090875886,0.004373891405820632,0.023199583673317127
NTF3,,,,,,,,,,,,,,0.015530985417164793,0.03505384618010868,,0.11119774301049115,
LTA,,,,,-0.006273368452375321,,,-0.020359900485207704,-0.01693382686899934,,,,,,,,,-0.013976741403678274
CKLF,0.02199470552795872,0.025444298861459207,0.029809905755540773,0.07253349774457737,-0.009640902018734292,-0.04363742471498943,0.12372172020943432,0.008418149445635542,-0.01296823784295294,0.15869495662322133,0.04254826075844452,0.03479169938848275,0.021752205084229006,-0.025311430062177218,0.03342803962757274,-0.03348586654712814,0.02608424348436351,0.03136129178124069
CD24,-0.03441488977987711,0.046703608796677294,0.057885482722790586,-0.016533957665334637,0.04278212757471359,0.003137360871336098,0.014376884383038505,0.060479399325942186,-0.01252387072779198,0.051202860084981025,-0.015851296632571184,-0.14689317580667086,0.07674622613572533,-0.0633780653396543,-0.016451902355716946,-0.06512248881048568,0.05408583779492835,0.007008631623397814
HSP90AA1,-0.11998818791297335,0.04193749243265905,0.04415012598995998,-0.06008759358459748,-0.010434959934757272,-0.020576541219997625,-0.1555567239573133,0.0913606654403343,-0.03750685387416287,-0.02743540542003276,0.06011917274888394,-0.014258767802364885,-0.0432414553767307,0.027024086676487327,-0.06695082149289344,0.09982905666376678,-0.010543566131588553,-0.09886421275544062
BMP4,-0.020244079760503516,0.09066356981792964,-0.012825467443456062,-0.010482612391278802,0.003890772449251937,-0.03788650419838642,0.03110208931244492,-0.03791576535194381,-0.014429369492966618,0.0405955067363475,0.07881266262337731,0.02398866063954241,0.051056339140167904,-0.02228349528353926,0.0027178115151455452,0.010035875129672786,0.05291303808393023,0.08392876947006563
SCGB3A1,,,0.008465512177180149,-0.008642876112350824,,-0.023248850215576895,,,-0.011816200448693194,0.08949239798735686,-0.04233975171776651,-0.04965310810325582,,-0.00844967902077486,0.08794712874330941,,0.015398108690294395,-0.04224038108670356
IGFBP4,0.05475310400660468,-0.06950929007291695,-0.00570696037680902,-0.014376403421839674,0.0001874323067841186,-0.044775589084964214,0.05677118572840436,0.03453297166192578,-0.007343782890200857,0.047689097607871475,-0.037178974830416246,0.08327368278535921,-0.029175367071127428,-0.017256634371612543,-8.653770184606996e-05,-0.0008264953672117882,-0.0698705473208144,0.12549921807992323
RSPO4,,-0.02631219628580657,,,0.04394575403130545,-0.02683295236941151,,-0.02367980374348903,-0.023489883790638242,,,0.008176181278974452,,,,,0.042056087763012194,0.04156047912969841
LEFTY2,-0.01947628127518906,-0.044073098983715475,0.01790668994649384,0.0021372966862695433,-0.02080619111024232,-0.022140652340196992,0.11100223220365528,-0.027346324366819403,0.011897890528062473,0.03182544446611825,0.0016717625775073256,,-0.031257619239973146,-0.019025877047286505,-0.02866781553531559,-0.0393952848309388,0.045348101100959944,0.0425320906481829
PF4,,,-0.015433266470772934,,-0.014024465806468647,,,,,,,,,,0.049120199277304086,,,-0.028686917739710237
ANGPTL2,-0.009100995645842542,0.0340444588495009,-0.0015684053782073052,0.036656435484274594,0.009762037509410862,0.010799920458128805,0.11801617491893844,-0.015295864462842248,0.08154594893595452,0.1397372896172079,0.03159029132335167,0.0008240236874845832,0.08477652762439333,-0.03268707540076508,0.05191809067696886,-0.02228354307687823,-0.011359202387504935,0.08813146569598429
LRIG2,-0.0017797403633580497,0.07601392389191129,0.005176637535688825,-0.028256278481616968,0.05885144659231282,0.017992205050307634,0.022400873316358056,0.050858026414120856,-0.04771736730133198,0.007543579722846095,0.02716076029482249,0.007194067047045574,0.05362922286222891,0.06783692114053405,0.04016110404539895,-0.0015434649495309587,-0.009020684471831712,0.0015719550329640463
ICOSLG,-0.06093204551183252,0.04158498654932692,0.0245057939673053,0.06090255443781594,0.08003954078978634,-0.050329338960031,0.0232477966756995,0.023399888097592022,0.06859853125278544,-0.008639079214726795,-0.03311594692798518,0.09135331972634583,-0.0049457644784258225,-0.04123999727204285,0.0737238881750401,0.05133163533166966,0.008926653019952678,0.03071887892582271
WIF1,,-0.061232686067831714,0.012112885363210302,0.017516727894069654,,-0.06411341116520895,-0.10429652630383798,-0.018273143676535628,0.0004300656318920307,,,,,,,,-0.02577416371337113,
NPPC,0.06153517184636297,0.1437388817717907,-0.015779419048530297,-0.04769208165476454,0.01762249586619794,-0.04680801791938972,-0.053340828550164275,0.014506120523668505,0.07487406451176315,-0.029266994510465244,0.055058749584256106,-0.10453485275282162,0.021825838205844016,0.059838969704291256,0.014768513589415375,0.011177469024750742,-0.03562750007935914,
LYZ,-0.027063769363363327,0.01659257260503471,0.006756494172404518,0.0009579367410961953,-0.018675854539333608,-0.0006608600469594015,0.06998000523114355,0.012208710640634042,0.09828780160980943,0.02347485623103642,0.0796521167229737,0.007817630766417467,0.04309648360816548,0.037653722631574335,0.04877676097551978,-0.008856512692577652,0.017689982803326003,0.07405825688181518
EREG,,,,-0.04793752370430633,,-0.027983001319431735,,,,,,,,0.07091452898527803,0.013655015908549582,,-0.023561710104642412,-0.03283771001711019
SPTAN1,0.06069546064157199,0.05035964197281069,0.021187224350117977,0.04879053563296705,-0.0197494119317316,0.023142386614983784,-0.03110384470127979,0.018072876821882872,-0.04175507822006272,0.009004363825398416,-0.1119106631013923,0.022573005070321218,0.11065893523316722,0.008448096235211809,-0.0025781022846395737,0.05868821363984586,0.0173293229801996,-0.0012093797576806025
PTH2,,,,,,,,,,,,,,,,,0.009059580027587014,
LIPC,-0.02518447616414502,-0.05518544943810326,0.055023578018392444,,-0.013758525381709633,-0.025978714344890557,-0.004885110536482468,0.004167082188019807,-0.026601458450668795,-0.031034651788184524,-0.03813488023073496,0.06354797804330406,-0.013301023924455773,,,0.08620672042817205,,0.10459511482706009
COL8A1,-0.0335558841432297,-0.09980183976058493,0.02848344343406304,-0.01927235836548104,-0.004342414758144917,-0.023590656330470583,0.02834547823610673,-0.043120577842101444,0.06788572911293227,0.01511896553030886,-0.10601130192920283,-0.007130303549535315,0.06782295307921556,-0.05052905553189179,0.017981643504307133,-0.027506732015977055,-0.017672230959920213,0.04726565676553739
GSTM2,0.10058232456967216,-0.0006629534772531092,-0.01880830881095174,0.11363308880995046,0.037406939695520516,0.040530106768868944,0.06813856317162623,0.05124165931354556,0.0062550773802587485,-0.036085548723156,-0.0751589542501242,-0.016815988943478476,0.011361661988730412,-0.02846605653660594,0.06751073419918219,-3.2865253205196046e-05,0.02254129471468464,-0.04254381681421792
IL4,,,,,,,,,,,0.024433936937501177,,,,,,,
SPX,0.02843181522110637,-0.013208482192595832,0.03766349121688237,,0.000832513565166915,0.02971288929994811,-0.03496109408665361,-0.013662622561034121,-0.015668293288507835,-0.038799015433177576,,,-0.045964603702696685,-0.022597555507476007,0.05721502913325025,0.019001877793566605,-0.021040416418202392,-0.013126753182997667
MFGE8,0.026638665606597202,-0.04473954009301043,-0.01018214802397966,0.022694530492259078,-0.008966947393247984,-0.0022583713734818053,0.0023436991574836297,-0.006264598693367428,0.052820102460020606,0.060125503823714295,-0.06579520632805619,-0.0017893222459531555,-0.04196869666269751,-0.0007876017982711165,0.0458564215968665,-0.021170598408198238,-0.007465139285091807,0.0729548134568271
TGFA,0.00797885288190679,0.08787049525756359,-0.008156810451591162,-0.02047376192205048,-0.031995428646964925,-0.03620000440664,0.05144781655691708,0.0030613487691767494,0.03209099874196384,0.06463979547932792,0.09197665044518924,-0.016624602849369573,0.052455978801190184,0.03833070184479407,0.020154881860223392,0.013731334975221884,0.008863459896279794,0.019620317898054226
SLIT2,-0.020244076521147167,-0.05332344317709979,-0.04307739182269185,-0.028254893158097844,-0.047732011207496844,0.026376450389254,0.009782578407839072,-0.016427664110819595,-0.03809068423483154,0.08481739455417316,0.01601696706287047,-0.04995273015396501,-0.033122282232443366,-0.03949585639588499,0.04710166547101116,-0.02747332384098739,0.02184915233539943,-0.0023598358885209263
PLTP,0.03199537326188517,0.07140595655668179,0.014335529894067934,-0.048910847326163936,-0.03603174320895384,-0.030397786921998366,0.12437854724950677,0.08471003543370094,0.003244950649397657,-0.008250424486738272,-0.015521244800213248,-0.012961819642124868,0.06681008507484848,0.05774527342821028,-0.04058185041740708,0.03999191454628558,-0.0637907051608678,0.04635811033921202
APOD,-0.12756562727828907,-0.005459973401810279,0.006062938200822226,-0.01389862788299173,-0.031885098368152495,-0.0041376755201354325,0.0424367321381979,0.042152790618826944,-0.04426994019610091,-0.1036624136816307,-0.039023592347005996,0.06505645006009257,-0.09367597679397387,-0.023117785689849027,0.048438646705256674,0.03221694042066653,-0.03747533228746777,0.05824752191317633
B2M,0.03297783650494369,-0.1177909987427189,0.08600947757407568,-0.05751947200775546,-0.004705631039741371,-0.056297146065821244,0.10368630081756516,0.038017396715347554,0.04461800805667234,0.04525741522087896,-0.06312548396049208,0.050870188282976694,0.006656832824910905,0.05415087436469114,0.009049526783407435,-0.06643485750864987,-0.07303050863940894,0.10985770920047999
OMG,-0.03973841993179157,-0.009062498206428805,-0.0006994368029222044,0.0005938233764529037,-0.0017078002629165301,-0.0008633734013201053,0.02282058046239078,0.046734814827588726,-0.02326765833307588,-0.0006452892445289579,-0.013558961152401213,-0.01192244519496153,-0.09007882907801988,-0.07940767511096287,0.059342155925027326,0.027267998669042216,0.030882585708490538,-0.008095483997742332
CXCL3,-0.015840934814624816,-0.08548715923706122,-0.0010513812504781184,0.03478134113967716,0.009924213656352003,-0.004193341334843495,0.003196132490846376,0.00984232071385293,-0.012195421831243405,0.14781456070890864,-0.04384683643542453,,,0.051770898505165405,0.031192470249831666,-0.020668154412635795,0.029783606962905367,0.11551288617820364
CXCL10,0.027964667916388304,-0.0045431991406930244,0.02970523564693021,,-0.012178588575410949,-0.038627028265131966,0.07658902863289087,0.049930241044385155,0.050390499844600735,0.06405853786709048,-0.04982821214180019,-0.0677722591340811,-0.03950616364560546,-0.003751654925527181,-0.00435166691180984,0.04614461965212848,-0.037885264411434805,0.11014925064402047
RSPO3,,,-0.020209518699898513,0.021628397348061674,-0.01628668099054515,0.07170927602177964,-0.0325310143532784,0.06337811190509744,-0.012743980769917684,,,,,-0.03293031412081188,0.02697537880744895,,-0.004679902995659775,0.06172337509869952
CORT,-0.019670775786463177,-0.029500607941217456,0.08559850985643767,0.027544694752242128,0.02086704662169388,-0.03152907281973948,-0.015815776076692194,0.02775176212282895,-0.033809385230597226,,,,,-0.02555645327394616,-0.0062750875425685426,,0.006734369554498793,
NCAN,-0.045218986609860685,0.04726145230052171,0.03744589462278147,0.01526878879209888,-0.020172191470631342,0.029491057022409062,0.07142447226781949,-0.03906536064180417,0.0246479774857175,-0.201381594872905,-0.08022848011860063,0.13478932917686257,-0.034813755311037614,-0.04159804307401856,0.05011593378599476,0.047153050174338226,0.026055088082004376,-0.00666324152920382
PRG4,,0.07849258272476717,-0.02237434561446513,-0.013077331340656688,-0.01607425177491855,-0.018600654734343334,0.14715037682534024,-0.0016803073321294156,0.007285078615869119,,,,,-0.024548151025568076,0.02385336268600295,,-0.02266681386994703,0.0520210474304805
ZG16B,,,-0.020630934252673618,,-0.018656135061623,,0.02034792934598676,-0.01617778917635977,,,,,0.07865713089055011,,,,,-0.025491542129194383
TGM2,0.012506838658386952,-0.10757615229533762,0.021699571294516804,-0.009788078547996619,-0.01605159893637684,0.005753355816103392,0.0659516437530517,0.03779869126379196,0.06192164323375348,0.0531790591160912,0.04046334254114694,0.0020913608096202996,-0.009681050602801113,0.047013997082050965,-0.021451270740100514,-0.04433783334508006,-0.019698270244853232,0.0837935331936327
VEGFC,-0.019670777053002273,-0.02888836077484567,-0.01578269060044454,0.07525990690977657,-0.008482775861660567,-0.028632571297325896,0.015896896260453555,0.022138558526786763,-0.015205860396207837,0.024480811373408767,-0.04132237597412325,0.0038903506837127625,0.005601279885350013,0.07976862078640327,-0.028736404068399286,-0.027261636243200858,-0.047320723508686255,0.07614384594750086
WNT6,,-0.036638137571462295,0.004207857769024019,0.014682541640558605,0.03164980024094356,-0.02562991145431343,0.0010092932838392595,0.027261853862505653,-0.013270907104596961,,0.11506720809737449,,0.0010248934429458764,0.031227516686890947,0.028638432497554753,,-0.03679715688323738,0.050830507939425645
NRG4,,-0.027304039804616407,-0.013702921740391075,0.10888108828732976,-0.019563099740757883,-0.026494200214262558,0.03196615749113877,0.03281102305794552,-0.01773940975164698,,,0.0786149054671141,,,,0.07135200654862646,-0.026107167814385872,-0.020444061887489564
PMCH,,,0.0270965689134456,,-0.004918878036965399,,,-0.023679802600682736,,,,,,0.07476471259265739,0.016275181652712252,,0.050469740784566265,-0.0344981065487681
COL9A1,0.05871609325423837,0.0027116186856590055,-0.007874969621220711,0.04086126781715907,0.03543024954821032,0.08314826222062612,0.0394877952362087,-0.010527054455203426,-0.02021363568533642,0.04703962242855148,-0.07687602204831244,-0.013239472980637573,-0.008559783436051061,-0.028197969733951563,0.022898964275915482,0.09027119147061118,-0.04687250119387346,0.05259907952665558
GDF11,0.032680360426689134,0.013550538422419732,-0.0231386287541896,-0.021947666286329593,0.017753812188638057,0.010357880185330577,0.08552293683985263,0.0018120917119439663,0.01693166435710104,0.058245645480178146,-0.012961285197964571,-0.0151489075434289,0.03346097136733117,-0.027555789879072444,-0.05595736620683703,-0.01645777269784527,0.006601521208286861,0.015673377803565973
RAET1E,,,,,,,,,,,,,,,,,,-0.022426990631598046
