,UKF248,UKF255,UKF266,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.024392870605727212,
BMP1,0.0639915094129311,-0.04153848069624073,0.018025534602272467,-0.048426883384518234,0.07840438863281114,0.045760455053365665,0.05378477462850387,0.08446032334115942,0.034541390374239374,0.10073119639201296
NDP,0.044925200188784604,0.0033743047063174957,-0.059008502703221354,-0.013974268019211167,-0.022584681332015032,0.03968358741903939,0.032137430152171804,-0.05926668320938334,0.08162020617094815,0.040953725627158925
TNFSF18,0.043856471350564724,,-0.014292939957213879,,-0.0022420361397393453,,,,-0.03077065832221716,0.08825844300573157
RTN4,0.0005946349461141358,0.057363272577317305,-0.08826835525018827,0.060334253403876686,-0.04585907685026006,-0.009461866266948135,-0.09700787905238942,-0.05599707185480774,0.03060640578922943,-0.09171207170601321
HEBP1,0.023848207634324048,0.06263390116892982,0.0652571222712803,0.05128036237699935,0.011431325910153299,0.019443264979465698,0.049510123423565026,-0.015681471066850826,0.08189883506254494,0.06355311009586025
WNT7B,-0.033716376439703474,0.07919239577187828,-0.01982233042721363,,-0.03127835385233718,-0.008760929248992062,0.03073889703207275,-0.005726014430726618,-0.01336344730193893,0.10471791351258883
PTMA,-0.026367526528763775,-0.13114548446450286,0.13341948761441538,-0.019471747195457426,0.006609393487861831,-0.03768845957888361,-0.016710375646980604,0.013437100483241565,-0.07860005983330756,0.061159016214866385
FASLG,,,,,,,,,-0.025520977736739118,
CEACAM1,0.0026722904054286966,,,,,0.01682795376160437,-0.028364045258897675,-0.033304259702044405,0.07446947756757927,
PDAP1,0.0340482530479306,0.051078604381701476,0.0735741949554688,-0.0175285365441608,-0.058994701863076496,-0.003917411241273404,-0.04776798665049974,0.07316267802552666,0.03310513725192631,-0.017437558039604645
QDPR,-0.030660755619158476,-0.06099501770164248,-0.053253679389263196,0.00607275444111894,-0.021825153119529008,-0.007924596983469659,0.0968406746634308,-0.0563679361994389,0.008813072364441092,-0.12378443887348367
POMC,-0.03637535275757601,,-0.03770765835608053,-0.04529081927874563,-0.002640290664502927,0.10281339721287407,0.05726284509045594,-0.016890614660546754,0.02310412964239823,-0.03454924833131926
CCL18,0.012552803717216832,,,0.026251567415157735,,0.08487233229951203,0.0347677880308084,0.03653892100671862,,
CCL17,,,,,,-0.01890349758263361,-0.04094528000992305,,0.04701875132841991,
VEGFD,0.011296969100155865,,,0.01600929827137361,,,-0.028364045258897675,,,
TNFSF13,-0.023808189431152236,,-0.01386117008302604,,,0.0386831652592479,0.023383815165564033,-0.02740126376527111,0.052253812565126165,0.034173104228809446
WNT5A,-0.015897515528895095,0.024508971011828612,0.14911369683171732,0.02214841528119806,-0.06219539793042751,0.12797988077001954,-0.02805636860005937,0.023380591778480873,0.06205412348200346,0.10339605739254865
CXCL8,-0.019431416203509376,0.013526453750921964,-0.019716615419317414,-0.03916135480689584,,-0.013371049956912441,-0.012834915132810475,0.05998313126827619,0.0742986830696465,0.04644104901271365
GRN,0.07353585264904512,0.022450338755665187,0.06711462476451431,-0.018473305072520332,0.030145159722043905,0.06144521082545276,0.012448458439037996,-0.012689134212736033,0.02243523245678544,-0.0024760072259816836
MIA,-0.03276633375379767,0.028910259538685097,0.03428759239790881,,0.047919588528038695,0.0797255626774743,0.13575623421063765,0.06215511530115812,0.06259249640816371,0.1407888640182775
COL4A4,-0.002292839457051227,0.049385529565836875,-0.013188290941740758,,,0.005029567469285942,0.05025896598833253,-0.005695956977710434,0.06656977679652275,0.00552889833005063
TAC1,-0.029091777766133493,-0.06993490538528377,-0.09349968232866092,-0.008044155011553361,,,,-0.05745933578653718,-0.015035213553972207,-0.043654885615154064
RARRES2,-0.0005922746175606689,0.057367369160499504,0.08483331048028352,-0.08227231171551126,-0.07074427377932377,0.005333086010071068,0.052964663036009337,0.010106911652310846,0.05915278159846188,0.0813202940624502
FGF7,,-0.013464403510651748,-0.016922457642522436,-0.030660292296124717,-0.05628089624417767,0.06575151221497284,0.03835835775785931,0.007106108670335739,0.09696846895419702,0.029484580765653988
EFNA2,,,,,,,-0.026958126809392313,,,
HBEGF,0.03614661992692228,0.09190561392107993,0.1016775684705204,0.022880665063885974,0.041727291318480186,0.058136405547252745,0.0713780082176419,0.021128539650216077,-0.07440805601148566,0.1688374072614764
CSF3,,-0.05649475282353349,,,,0.0018141184841758292,-0.00038365984780845913,-0.004855079778499621,0.1073840453251726,0.10972342298728809
PI3,-0.03319128812715608,-0.044819943583473215,,,,0.026073127629702753,-0.07413791288336273,0.04365459917618237,-0.043046654986283586,0.0680991666678899
PCSK1N,-0.0025738298239704745,0.03817024283591093,-0.028063192856610155,0.02738017581081297,-0.05520300773726587,0.038961274855864286,-0.04190431643045334,-0.01273932729431087,0.07363410895540044,-0.10616609454144059
NTS,,,-0.016099906752312838,-0.023173319964573235,,0.07170722695393443,-0.019577587564738024,-0.06719040187125996,0.0012473704950023824,
SFRP1,0.031729750657712386,,0.1128931278465081,-0.06673755383727434,0.012614711160826825,0.04198788926584243,0.009972536697352555,-0.02418416523429239,-0.007617212260014986,0.0484459771078495
CXCL13,,0.04088711038345547,,,,0.007578183372540563,-0.00042166091205280527,-0.024885260396507073,,0.15397997092790552
MICA,-0.007482425716234925,0.047549638669902805,-0.011002196850780105,-0.07377211364062858,0.0370498744352084,0.07260654978016631,0.04256597813630465,-0.0023666103212388392,0.09913983313092997,0.09082718755752224
TG,0.025787928143616086,,-0.018583536541313186,,0.04274818633532685,0.05373949020388149,0.009895061712281142,-0.029169847169081695,-0.031753780228923265,0.00035262655669999804
ADA,0.10004018268616581,0.0429842465405314,-0.01427533505127751,-0.026381109797707646,0.03887440911453105,-0.0019258572727585696,-0.00396851333437675,0.0569489841831793,-0.04522659078828356,0.17336127673518406
LAMC3,0.03276276291114709,0.057848973275100996,0.00015774188548738186,0.039190142944296666,-0.008027975896037494,0.05807211134122084,-0.03190050272446358,0.08585524977529325,0.018372634502273,0.04227299560252311
CCL7,-0.020068077062152804,,,,,0.11668855122385728,,,0.07517201204626653,0.02537151223615068
NGF,0.01554510616178245,,-0.017733678281274663,-0.023173335222666906,,-0.017653812394998584,0.005031631070751091,-0.007598722544438979,-0.016729272975804493,0.04509991601783447
TNFSF15,,,-0.02153257324197934,,-0.03356148527009892,0.018540982838830978,,0.11816585132809827,0.019075207052972908,0.1809860559619887
HMGB1,0.01831392840763728,-0.056765288654374677,0.09732537173173152,-0.044218728985698987,0.07023998098824971,-0.0053761487739630905,-0.030698725632513097,0.04286757920327329,0.026559796705763698,-0.022090990474493775
ITGB3BP,-0.003507104223468526,0.003260568796884233,0.06888060024131976,0.04342602883903698,0.04017514658912592,0.05181518673016365,0.0255184239328483,0.0030449184862835583,0.04419092170867784,0.028315953039168604
AANAT,0.019844525171282504,,,-0.02178634312357936,,-0.022056636431898712,0.010579591247753954,,-0.02914382169127786,0.06832085800414667
RELN,0.022726356812227764,-0.02466390844050684,-0.0477903093137502,-0.054374878865881285,,,,0.006981552678764389,,-0.021855033672244333
IL15,0.022014397705819987,,-0.015321705958355924,0.009370429165782297,-0.02744761747685341,0.03232460015607036,-0.007660404635915072,0.05291272612304882,0.01723014060382793,0.08870482780886414
UTS2,,,,,0.09589466767571747,0.06337224809467398,,,,
BSG,0.04636720407684741,-0.03792956695911129,0.030986335688449346,0.05956478265268055,0.024665400226974037,0.10571788857604399,0.10324969788098587,0.03871864906331164,0.06826476805173239,0.11489857440310447
ADAMTS3,-0.002165191267119387,,-0.02467883592230083,0.028936968414658367,-0.0241962176487869,-0.0035184503907200134,-0.04847248539819611,0.015858236972629433,0.055522300158693534,0.10980544932010745
CD34,0.008427548148100747,-0.027636190958541758,0.012148884407241123,0.002092290638276345,-0.06255053163156007,0.15288715347511614,0.048353914991223566,0.036165964561442,0.000868562672900447,0.057068597138305296
CCL23,,,,,-0.03166893679909743,,,,,
PLAT,0.05957532588497294,-0.014030155372393783,0.06553139778534511,0.08914353949426072,0.12772809963886814,0.09825875927619136,0.020647033025304257,0.04218325923687301,-0.01126627136990855,0.10760147491903108
NTF3,,,,,,-0.0028428719260533393,-0.053771380658738245,-0.05633158046165111,,
LTA,,,,,,,,,0.071543104981327,
CKLF,-0.0011639669065668615,-0.02931178876022834,0.13609810162859373,-0.07692855024183547,-0.07719042512183494,0.06307659145275774,0.01585035434051574,-0.00428142838058786,0.11379382294637844,0.0055668059767623465
CD24,0.04417364753656598,0.01089695095462889,0.027710757370493718,-0.056044780873742046,-0.09562514242130006,0.05173302171421638,-0.027222106655492875,-0.04686167189048171,0.03626223861399531,-0.005285282293083685
HSP90AA1,-0.06774004541805292,-0.07673975912857672,-0.1366844020033595,0.011558906011054656,0.10922094751574829,-0.08450381991953991,-0.07850929775665476,0.07129633089361131,-0.054999810923261436,-0.06271314192912952
BMP4,0.021995453087887556,-0.02283585591061525,0.06384226997175732,0.029902114550678878,0.013445980608696445,0.042098181444693836,0.021274698574907658,-0.012066194597913126,0.0531794012051495,-0.02040280121521503
SCGB3A1,0.014025637008648985,-0.051550011025613296,0.07589482277163143,-0.03835006076204207,-0.03908201217252589,0.1681163866283755,0.07950092212112667,-0.03615619882371895,0.07641612291882746,0.05140676824434574
IGFBP4,0.04648376874046843,-4.624424565334564e-05,0.09977038303695941,0.051950972650526374,0.004560403306156107,0.09664117896480912,-0.04557626046594815,0.1214923269174845,-0.007733754008654535,0.03514575244352438
RSPO4,,,,,,,,0.05935200980596352,0.060115613984238064,0.08508168197527824
LEFTY2,-0.00880617632028952,0.08116538918488785,0.10801660104309033,-0.023173335222666906,0.08939445821285308,0.025782513925844984,0.034138583499962634,-0.03536106944578866,-0.010277975432515567,0.07880740622849039
PF4,-0.0040213804823621,,,,,,-0.024708989618874116,,0.050849661264706206,-0.013358746363394035
ANGPTL2,0.017975631898352072,-0.0016161250438890614,0.15277555832325831,0.016990813896704676,0.018520773395704317,0.024024707836168786,0.022251416412210658,-0.023877147782808947,0.03740513038951119,0.07666042136312747
LRIG2,-0.005799497610726478,0.01615915870832584,0.06478825837179827,0.034091628867576655,-0.08323492417819392,-0.00043272996472121315,0.007295670094437686,0.049074377759481036,0.10524716730858437,0.04195307671365845
ICOSLG,0.050414866938832174,0.06889361983416058,-0.013647085561114016,-0.03708226590247426,-0.01965598579675518,0.02030191668342176,0.04730295169898914,-0.0532424013552908,0.047353248811545484,0.13275049783088164
WIF1,-0.03745754400545158,-0.006995398608710701,-0.12031448370230977,0.0607312309134506,,,,-0.028169772018356225,,0.03312168245597284
NPPC,0.024404418624707613,-0.06101527550331599,-0.03752277620469669,0.028645203765391255,-0.027980592556463305,0.0519860718579456,0.016807730392303367,-0.07893185984282486,,0.02938371945022969
LYZ,-0.0538552509558227,0.11481538080792932,0.048148031663351236,0.030944507164825576,-0.030119776285576418,-0.03694291533252207,0.015781640574822363,-4.7432845127786085e-06,0.055677492654191064,-0.05499980683619359
EREG,,0.0073775025114078295,,-0.0015107813504731877,,0.033211698334568086,0.10225203340508542,0.0364141212230546,-0.015256641356958136,0.0843714698977631
SPTAN1,0.08635587379157876,-0.018617728432572346,-0.05755200358533754,0.015494900231392486,-0.03442810369602686,0.016311681523577582,-0.0858916876320716,-0.06253956657487607,0.03579235002483532,-0.08254827580590512
PTH2,,,,,,,,0.03814168309271057,,
LIPC,-0.025485977269456107,,-0.023760037251026867,0.008633987624789794,-0.029670554197370583,,,,0.08050023372842056,0.058103965775444924
COL8A1,0.03524430727862335,-0.031495972874481575,0.1304069988837288,-0.010406217800122568,-0.03317504378002222,0.07171813356614463,0.11189550808370156,-0.000917038608733269,0.06114670779330412,0.08484284702943985
GSTM2,0.027024282650606718,0.0018893617887033804,-0.012956565495506979,-0.037915570780876755,-0.05825621630063387,0.018124248078893606,0.022474549715699153,-0.03512605848379254,0.04780921216184621,0.04908310206533442
SPX,-0.02482905355429151,,-0.020441583782571947,0.047740624727434525,-0.015219285452574862,0.10748047847454512,0.06171474066298605,-0.09757114985313166,0.061609085236165845,0.019810030292456957
MFGE8,0.06218984729587622,0.00522781365112355,0.047682332952430004,0.024286870351410843,0.06610493456021824,0.0746210066051768,0.04367827034057003,0.05611364989857729,-0.0078112088908742165,0.05447046158129256
TGFA,-0.041154191094984915,0.0210911392131108,0.06091475338678074,-0.06948381878127313,-0.09015725716578744,0.05628750688521515,0.027908467360987524,-0.0485872778526402,0.11364890960645294,-0.02144209133455733
SLIT2,-0.003353699104859635,0.017460630474853515,-0.05792757913027336,-0.010942046436946365,0.0005033863551544781,0.04137763728248618,0.05846611146456334,0.016829126187221724,0.05514266761896156,0.06830383016788596
PLTP,0.004585770724476356,0.10037310726497273,0.04354381792695287,0.029335154754405006,-0.0167291949493742,0.09662469409083918,-0.005282656509634418,0.011847685983268609,0.015725326341998434,0.032799275557786715
APOD,0.01362382813026908,-0.04142002182797472,0.019546754000227446,0.0364190941351618,-0.017301800759332995,0.026468029373727487,-0.01366783957841857,0.09025375920115163,-0.012020973300913396,-0.11886834297982589
B2M,0.0814709245992122,0.13054275617392053,0.12374388534900176,-0.03933350991656722,0.008704521428740416,0.14576642907324877,0.05562190348571535,0.0597678694311696,-0.03093024346078053,-0.011519388352605724
OMG,0.03420076252003412,-0.008232016914648406,-0.045427993306503246,0.04481860238767431,-0.05235223054441933,-0.0471994779833499,-0.0040172075884978165,-0.04563879983485752,0.0710534091731109,-0.10012433188630918
CXCL3,0.027305098042419897,0.0700654562813205,,-0.033558650777545385,-0.028836806598184276,0.0975549569842307,0.04185055527178442,0.054190145866043996,0.022346650374006245,0.12950694712216002
