,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02606624569110828,,,,,,,,,,,-0.014566348128530178,,0.002884177132326732,,
BMP1,0.0459698041999798,0.10923455126550706,0.01430696660466293,0.07445127150683471,-0.0023900048940246367,0.022136622100287003,0.29233110049505345,-0.029494646836475635,0.09024814352243413,0.039345170295481305,0.01796499046598875,-0.0841624323567497,0.053259258897502916,0.024415532774430187,0.10199337907845163,0.0600488152501294,0.09877266958236074,0.14500770706252178,0.03349071519757009,0.23079132776311673,0.14421115882537625,0.20619691684217628,0.17661210616761247
NDP,-0.02302546910933865,0.01181906832589941,-0.013386190687338501,0.03639227544279233,-0.026358777321252188,-0.08256462255449017,0.014697277125200438,-0.028659265347639212,0.02975888798061968,0.03754752935071243,-0.03776345940892416,-0.10718739650202246,0.06652986930189482,0.1801555348181404,0.02194444763167614,0.03340994232095376,0.09151577841296858,0.0759814484126563,0.0070354845309494145,-0.1317380900804264,0.061584269446646384,-0.019452831191580547,-0.09671412568257132
TNFSF18,0.024355066377901524,0.027195087078596268,-0.002201871650173048,,,,0.0943699415810436,0.033094309027091755,0.03714803610833747,,,,,0.03801496949493556,,,,,-0.004231889713607126,,0.07631782222706726,0.06468485647053486,
IL36G,,,,,,,,,,,,,0.0727258501451556,,,,,,,,,,
RTN4,0.06267865864327307,-0.023227113716921714,-0.07470192889974914,0.07641347756820692,0.0009012933922435021,-0.042577097844568236,-0.5315829245028213,0.08770695204992966,0.025506572013173252,-0.007279396439109792,0.048070286144516416,0.07833889324215033,-0.015214126237876945,0.05944451878743196,-0.09174995508847461,-0.062310160665347496,0.029666594316719697,-0.06350643159985445,0.04131925844315741,-0.13867937746563624,-0.03990638619588171,-0.2627827315094245,-0.0754960292829505
HEBP1,-0.01253596010825086,0.07250375554484904,0.011433086669073809,-0.0712430076253675,0.024530029750472183,0.027761569255414772,0.2303045205017857,-0.07595071334395785,0.013614230228586639,0.008681364026658414,-0.0711534545793447,0.01390039562467264,0.015271584954801371,0.20562907551842252,0.027452732211260957,-0.0013532893484809545,0.08351315514811594,0.11820306671650334,0.06470657095244477,0.020140062134166376,0.07823394906715943,0.11512444543034697,-0.031179493745424745
WNT7B,0.016085523257746974,-0.011428636730489786,0.05452537490709398,0.028235254576940386,0.019351501192913005,0.046819289511384296,-0.044660772674613054,0.01187749528373807,0.019624444646907324,-0.028729994279093053,,0.031595125062946094,0.005618716911870463,0.11356472805124089,0.046511826367658195,0.05433849104711244,0.05475616506398753,0.007798261910596044,0.004432935463310109,-0.0039094356213550275,0.006692749609823776,0.025708052918923852,-0.034059287875977604
PTMA,0.10068562374795921,0.019441184842564883,0.06895343985833809,0.07385021059343654,-0.013073793780953503,0.05181947556079976,0.6993829571341657,0.0645016898714523,0.016538586746432535,0.01856456626895599,-0.09605126594330655,-0.15183670379063857,0.04311992024556933,0.05831228985437885,-0.14163856810355824,-0.07151820782477913,-0.038260965679680806,0.005397583259198984,0.03381339008408719,0.10523258143083118,0.09836128162965553,0.05067775864814925,-0.044957836128374784
FASLG,0.11436380104267997,,,,,,,,,,,,,,,,,,,,-0.016680740168800928,,
CEACAM1,0.049956988313838296,0.0010475266505248467,-0.024932021950470153,,-0.018707110446188564,-0.0012577197485069403,,-0.035266595474435315,-0.03712241478393361,,,,,,0.08467765650158535,-0.04995692185496103,-0.00785870436569681,-0.004481381366922275,0.000843383391754536,-0.006804454316164032,0.01605406606011161,,
PDAP1,0.02167396156570128,-0.01811994554803579,-0.01587765738847179,-0.06626924289431131,0.027797387750315514,0.03590837834072549,0.294551350746456,-0.04538035446902243,-0.017237704297201183,0.02746692344101504,-0.014735376149088675,-0.10327841865237625,0.006194584150698338,-0.05318483787955042,-0.023788057908298393,-0.03438388841610093,-0.0013439833443307696,0.01924619067946285,0.0034645367488046574,0.017442119784321582,-0.05471942718509837,0.043082558788943265,0.02754496959891667
