,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MMP7,-0.045454028624666916,0.05745121780775423,,,,-0.016548990240080965,-0.014454515549068382,-0.012395959611032526,0.02427548904360643,-0.01816651354653819,0.1555723333439448,0.033419352378707606,-0.06098861859311168,-0.017611283937288762,0.08034160582986563,0.044294442303110526
PTPN6,-0.023659366644296714,0.12821654447104966,0.05670254636666684,-0.059629937009537844,-0.014738962253055972,-0.010084797816425288,-0.0299068064361278,-0.027251153781749887,-0.008732442873501162,0.04898780249283473,-0.0529290822125094,0.040971611128421855,0.043955153328232174,0.028846338029214016,0.031679310741044964,0.07011226682993962
PTGS2,-0.01339038003880728,0.11608075405574232,0.031501073286050736,0.08877310634342012,0.11934268800663636,-0.0035723158169316087,0.10746467569170386,0.07121657698538345,0.04096492079330385,-0.027130366381732284,0.02038554225273393,0.08178584151716634,-0.06567203224286185,-0.03098529705520548,0.030664726117761734,0.03346334162794871
XCL1,,0.010293970295339698,,,0.030329476795525074,,,-0.02035989984803441,0.03827892007860688,,,,,,,0.03230569368091199
CD58,-0.0036363625829984266,0.01894637783305579,0.04141711802539952,-0.048494948540081524,0.03728416648516866,0.04027383018713063,-0.00670581763102131,-0.01679835528608915,0.008397831681164588,0.010353500487297293,0.03945439797903044,0.07752607158408989,0.062234937112537074,-0.00445890001457678,-0.017507588940891532,0.058651767559838336
TNFSF14,-0.0021737271405448256,0.03438394335703972,0.0010904464090374696,-0.0026290399129747836,-0.04374493546780871,,-0.03011810740215833,-0.032831259246608915,,,-0.04874808930073955,0.020805595820893055,0.018766478049169134,0.03092887710083497,0.045523147421114456,0.03777101716030122
CNTN4,0.011154406899328553,0.007595988992492189,-0.032789627450981934,0.010832817668446487,-0.03660312514074643,-0.025274550977489534,0.06825919704926353,-0.034340000448051085,,-0.03696423425136293,,0.06410382179543443,0.02999328488124522,0.01868665011317952,0.10584135416983347,-0.02188263864768792
INSL3,,0.006912261798157213,,,,,,-0.014293845184998164,,,,0.001008873349189915,-0.018786824818977296,-0.02145852126796691,-0.03241223031782606,
BTLA,,,,,-0.016202828411591243,,,,,,,,,,0.021526605661385097,
MFNG,0.019334919233507313,0.006783202085348109,0.05416485961151866,-0.08397342247676087,0.0056659843130178935,0.08952218973753868,0.002016501910779277,-0.027328357509810896,-0.04890363266995089,-0.023321697044988883,0.03116361195611783,0.008764028889575408,0.014916987492829915,-0.007719101353279448,0.048000058286828955,0.04175763230687822
ICAM1,-0.04369818059178934,0.07031751953930293,-0.0649826699612756,0.10312871133548847,0.12906794251423517,-0.04738406419798321,-0.026979181379730755,-0.01273539535852382,-0.04345169796634517,0.029451692297852928,0.035145256962078354,0.10213444658977784,0.003459349339922774,0.037502592883428436,0.039014995444076564,0.1008138608004138
PROS1,-0.054646596156398414,0.03600466788500563,0.023976026657828334,0.0224660541940182,0.043478071862046615,0.038916862309208704,-0.0156221921728602,-0.04563086085431632,-0.03420975344275257,0.023022516524235453,-0.07092171897371977,0.02189972791795403,0.0011545139611153202,0.003082189191865551,0.03438283077189543,0.040686218580952165
CLCF1,-0.06055730312734736,0.10366978289390592,0.03838141102482487,0.009561167089847455,-0.004196106722703167,-0.015383939017177968,0.0010981222306581935,0.0010333369950317288,-0.013634588179573422,0.028140634251047375,0.018176079875697224,-0.008809323297060453,0.0495063379770934,0.07134222836861333,0.10501469226513026,0.06133862157717315
PSAP,-0.03478015071394984,0.12459671620817658,-0.04519181850484356,-0.09729851657483929,0.14653488072200385,-0.020997130293278394,-0.03299218704013934,-0.04056257908982505,-0.031544453353132974,-0.034745472037747235,-0.04259525403281931,0.06724564633898333,-0.08638859441635904,-0.03416218413146683,0.0343420056726359,0.1071888545058988
EFEMP1,-0.07103626679889977,0.09016230281472927,0.040848309328692115,-0.019501020464496664,0.013422574475345811,-0.014003192543377133,-0.04267484851821317,-0.06177375552456492,0.02618556556679701,0.05032047796718267,0.010079613378435803,-0.0017606962974991366,0.06494256255240095,-0.01174548128840931,0.004521782152662311,0.0733697918955881
C1QTNF1,0.01812943828565257,0.070558867838777,0.02794246930877108,-0.009081940690732001,-0.009936728337079386,0.00831789099510998,-0.03343151424486675,0.08533103344407382,-0.014480970422812203,0.06979841603082002,0.007926557452204209,0.029242922743700384,-0.09879526723491833,0.017133818972351618,0.050237353354412796,0.10343369425368489
ALB,0.053833479497894916,-0.029685249498695936,0.039911322910679545,,-0.028170670740078625,-0.015830091333401533,-0.02424563123418132,-0.015605129890965599,-0.025576897736872682,0.0659517031176655,-0.03463613845515699,-0.016591524558278236,0.06292820789772605,0.005502696356833254,0.03153546137130999,0.011023997184254437
CCL13,,,,,,,,,0.020508057066904513,,,-0.02396555252732213,,0.0563006546634006,,
EFNA3,-0.004148111576596352,0.015679266340879204,0.02827970014563153,0.02807528184908974,0.06085872415577021,-0.007061786172851353,0.08951767315534181,0.04573088966557662,-0.022499318782387055,-0.015116395675274563,0.05519167350787486,0.0877108542701783,0.045205493376405635,-0.014394479154688044,-0.02304310373294063,0.0026137371495190157
DRAXIN,0.0542335261640924,0.02118144665356341,0.06694828794199675,-0.010061752126234754,0.028476472566706865,0.017202940084653538,-0.0016693611780185405,0.05711879036445172,-0.03303291275228929,-0.018651855166649443,0.0707409880242699,0.01902162582767061,-0.07429071478114402,-0.020197761820932275,0.02349307037917978,-0.005511308646492309
RAET1L,,0.040743616168519126,,,,,,,,,,,0.06657566743214632,-0.026070102546497522,,
NPTX2,-0.0018177682251467825,0.040252360059708225,-0.014371508680489233,-0.04919541379003228,-0.061017422471709166,-0.06324675663678349,0.09334113094681283,-0.0013536187019258553,0.06660258039790444,-0.005528358077093463,0.001536725488061345,-3.662467424616498e-05,0.004610252462272129,-0.04633344831444797,0.0900433170253125,0.04122588444837648
FGF11,0.08385647558896753,-0.0026676621775225985,0.06514432953388695,0.07039041286243669,0.10955113723054717,-0.03161395873010061,-0.0010153905860195694,0.023911996734008203,-0.04766767610260455,0.010923841641656612,0.05409713942253282,0.026805725753846994,-0.004576434518504427,-0.006588782920609105,0.051959319202617454,0.01894512472777632
CD59,0.005871731923837325,0.09362786541460606,0.05060309660615329,-0.0353694473033528,-0.06617368319619603,0.017894848496105183,0.0491351471721922,-0.01263797122780459,0.0118353378120441,0.007877187243262113,0.009595748689987154,-0.00017274788689951298,0.023615799842560712,0.027854415950293927,0.0075791378078710085,0.12060404469080002
COL9A2,0.08753113769303178,0.003807877100040191,0.020148161615650008,-0.0902855642137969,-0.0651443440262169,-0.007610904956733105,-0.05048612488718979,-0.041062230160328984,-0.036503412733277445,0.022248921647863438,0.0400607525554186,0.00362363616802463,0.04301589691983403,-0.0663442137752751,-0.007149941144155791,0.00137903259110436
DLL3,-0.008034453166842002,-0.06289150676334562,-0.009672779337766288,-0.055164984786414156,-0.04802876927391648,0.027670279976422275,0.045303031330688366,-0.055053388993708735,-0.03277473898890429,0.015768852608796572,-0.008210178286433615,-0.031486038121957466,0.09538872568721021,-0.01635882689653385,-0.08412971910637687,-0.028619703554214993
FGF5,,,,,,,-0.019306659662114714,,0.04269494794175866,,,,,,-0.02148029378274171,0.018735114317579998
LIN7C,0.04410614303884281,0.032564390131749436,-0.01035096327588565,-0.07809717143141787,0.0017158950589309947,-0.037712725479621026,0.007566155861121573,0.007149362781483515,0.00856442851031987,-0.018133396177197007,-0.00589780475485875,-0.01565735037846227,0.03226598742293859,-0.04734048335787243,0.024186021728399516,-0.025935422245986862
GDF7,0.10942937958038484,0.030362077225726227,-0.03518560352632187,,,0.09191369291022636,0.009618677088369196,-0.04072008163375032,,,,,-0.01630343490720434,0.02482283991503781,-0.04623449618826446,-0.0046124142338060965
PSPN,-0.004617644423153625,0.04391590578636147,-0.030595016152847716,-0.024388187140075797,-0.028323636138539516,0.0834759140399813,-0.014122619381154932,-0.013499243377347363,0.029863466658650334,-0.009626524119180677,-0.03113711638342169,0.003868686702259278,0.00020581865010241255,-0.02211862361972111,0.05524219971671951,0.0025884714780849095
ANGPT1,-0.03602380652308833,0.06403896510955157,-0.011753619716961556,-0.042905118103444044,-0.017325024072354187,0.0008727967806635723,-0.03171471301480741,-0.04270156269081411,0.017533586523294332,0.03582208106523193,-0.028745492470371475,0.11113520093633668,0.028199614240945272,-0.0410942868682775,0.013169295013235814,-0.019214227633591534
PNOC,-0.011120736504746955,-0.05936079755842174,-0.012406481193175677,-0.036870182326181576,-0.07561141009603027,0.054006535743024456,0.1134361270914378,-0.030458229888412253,-0.025576897736872682,-0.02325660074115651,,,-0.017337144394122796,-0.02068119719573705,-0.03345243064192981,0.00893366875266849
L1CAM,-0.06928461527111811,-0.05019290891134297,-0.02216792430155841,0.06596373887138898,-0.006242637582020095,-0.011569780984449093,0.0984022683718529,-0.04007678791802223,-0.03053334664441637,-0.002352993495874108,0.06113963657181085,0.07851331748251043,-0.09424453569050442,0.0283258339637333,0.03782717330716048,-0.021705450687842253
APOA1,0.016063182196878877,-0.028687596353990586,-0.021273188439496944,0.017228189525421756,0.0333327849989796,-0.03656057464145231,0.10892295059461386,-0.018613072957576794,0.00765728210506477,0.0002892565063253593,0.08675980304295566,0.038014197866675155,0.04224617545978925,0.011514619765145263,-0.008628988417251172,0.05744965859165237
PSEN1,0.04624205677672693,0.024552498278945376,0.081506358230226,-0.011461745102735964,-0.011430128945565774,-0.03323704942896191,-0.06251502677016157,-0.019938387010449227,0.06221501070581313,-0.0013523527226503736,0.015238637079595205,-0.015742814218600337,0.0009830703097148358,0.00011504916137630058,-0.024495662308446967,0.07047508222709975
CALM2,-0.08318240393239673,-0.05919146564563961,0.005003229609864178,-0.12472972093604251,-0.18713560703568757,-0.019217536583618765,0.07202892063398984,-0.04978093481767854,-0.013913751977185156,-0.02860677789141226,0.014663123603324788,-0.015770154940863288,0.07022931610506154,-0.047950874981001715,-0.08721281632600512,-0.12223024698372621
CLEC2B,-0.01018303000057328,0.050649537606422476,0.024368175037634,0.043133505877796796,0.1636434533453573,-0.01222873005340687,-0.023566566527370155,-0.004196861015471282,-0.06617717392268788,-0.00030301862755958975,-0.035930023406232095,-0.0313095209568082,-0.0341380328513444,-0.01928611729215664,0.051533929795143416,0.010013093662156957
NTNG1,0.003931160108453938,0.016769553988159054,-0.015693503486618,,-0.03949005752045683,0.04252923252014378,-0.04324724914898965,-0.021951134470615957,-0.013268838535094593,-0.035551155987007935,-0.04521990242952884,-0.0201546053604008,0.06776711045523263,0.019221978586133278,-0.03126098322749496,0.023991922414300343
LRIG1,0.053039282323276614,-0.04993850330667934,0.021167236810969527,-0.06332378876834646,-0.07357894559569593,-0.04638595762237487,-0.0890441365284383,0.01549354773320055,0.005424699042263757,0.0441036556974506,0.05024542291513188,-0.011980701716474494,0.11126152696485503,0.02407777181412687,-0.08782144752184275,-0.04546874309731196
CPAMD8,,0.06309082097015316,,,0.055307689470557836,-0.03149431833849231,-0.01746547188858309,0.05260893374070253,,-0.02170889322367286,,,-0.018315592444390554,,-0.03396179036945759,0.003203636872363705
GHRL,,-0.004114800628171731,-0.013515215812133694,,0.0003709436750670531,-0.016828648542212204,0.029797408013682525,0.011636083988944172,,-0.015000880689174285,0.11579324182508514,,,0.02143734329589022,0.026026329025036946,0.029062497667292523
NPY,-0.054570583088858184,-0.020957027324595364,-0.04338488019500113,0.027987904933792853,-0.05786883049356304,0.047236621572188435,0.10818998031007987,0.011756624375317767,,0.0024434180298389713,0.04327192396707452,0.04217057964050527,-0.03628620256088318,-0.06080592010484991,0.02022853488476646,-0.06998371506457393
MMP2,0.05769798675551933,0.0290214393275405,0.007066774234843117,0.03158068422442641,-0.04324203513883371,0.03536768622184549,-0.07470009406916672,-0.016825925853487696,0.005961798015374347,0.022632642688973536,-0.005533435956124812,-0.018900228574797583,-0.008667288926474545,0.04431637448717285,-0.03716829393386895,0.11395873818322515
PPY,,0.02748764742782659,,,,,,0.19971327906820022,0.04325444134781069,,,0.08935699539958661,0.029727858754239684,-0.027207693222322884,-0.0032386584632890163,-0.0067830257173291065
ALKAL2,0.031537883995097514,0.031732700368111,0.05365483409885536,,,-0.002275300658001847,0.03977539955573136,0.011227171908008645,0.005263350006455372,-0.019716151870763865,-0.05131196076150404,0.06318632523436528,0.060235749340001324,-0.045770393770127364,0.029671709582032055,0.04244496254479039
CSF1,0.016335965668204954,0.05033468919944085,0.029823768930545214,-0.0033168957023615125,0.0023797007368046843,-0.014371479314795226,-0.021125765162080295,0.03373993795463117,-0.03921803084572594,-0.016605959959299713,-0.15058575882043224,2.169445349251709e-05,-0.046890497670683,-0.03240685021092741,-0.048575244581813316,0.1335362574215951
SEMA4C,0.02882644988472394,0.08206223909828185,-0.02826556305968935,0.046084912320118264,0.016700773326679092,0.0014573431785445223,-0.016853493175541173,-0.04830081449686615,0.026781242032522624,0.05992014477282328,-0.019886294394858294,0.0022283328045208644,-0.005518628352934006,-0.0509975389484151,0.10887623135242863,-0.007236199037702079
BMP8A,,,,,,,,,,,,,,,-0.02909172143487296,
ICAM2,0.015448417112818292,0.06857318312260414,-0.02332103776740233,-0.026702363245328223,-0.017170403982390555,0.03260539728842253,-0.011508375071061738,-0.02561169748493945,0.03614122436830386,0.021585385016916116,-0.019685982759453085,-0.03629585777531206,0.03965743748676129,0.03806081190076361,-0.007101352421179469,0.041207803961040006
SYTL3,-0.027927510486881583,0.044947994215227924,-0.030287929712398447,0.017276582748214846,0.11306210481682614,0.012398127467768218,-0.06731470777721858,0.0034262129249305775,-0.009532186712712781,0.00238985775626514,0.11303459070640891,0.05940154962475504,-0.008872886636856878,-0.036126221849167826,0.005065315508259511,0.13419312301955494
IL1A,0.049754829257805985,0.03449729246882291,-0.01108139274664819,0.10031681019120323,0.031136157521750345,-0.02261222154666576,-0.015672537764558674,-0.017705190975748592,,-0.006772711675089158,-0.004371781025410065,0.02344249261020328,-0.014158033355681091,0.01183501780684389,0.009779659704240233,-0.03706546926737585
HLA-G,0.030497792242852637,0.03936951919795598,,,,-0.012213187973865103,,,,,0.18188370389623798,0.041816467840847256,0.06335475068019344,-0.03163815638125171,,
PGF,0.037868143244757846,0.1033480954858777,0.009050190182607722,0.12828846782895753,0.0762841509819517,0.04826776088374164,0.002752641837589621,0.03128783715583035,0.004737256304762059,0.016017181965796705,-0.009959182373647592,-0.06277897657351995,0.039052876983364467,0.013387935298956138,0.04997287417257993,0.09128928453241318
LGALS8,-0.06842461335335831,-0.035676767155537664,-0.03454918814337848,0.049066491875759774,0.02890612015730667,0.06194450313502731,0.06821630855389468,0.028213498279219925,-0.029744429910946744,-0.02429037472876921,-0.07530992019084073,-0.02271066114193823,-0.029256358875296047,-0.007661338320208989,0.019966766722475913,-0.0017712362021656933
DKK3,-0.02853743174989646,0.03828565824286293,-0.01913276476399349,-0.07201011850763704,-0.04842226366607535,-0.02756442410999769,0.08696127898754318,-0.062091118362879866,-0.013364434081640546,-0.006190359888963583,0.07357839816311845,-0.02141935951237638,0.03748153748050047,7.127797444334202e-05,-0.03188965902889559,-0.06279879792155739
COL16A1,0.04810862450566329,0.041360613837808764,-0.002521228397653895,-0.06780521293233183,-0.057506154955481274,0.005874811417890722,-0.028290468974455297,0.005470110954076169,0.00014221292259321806,0.06615450759747055,0.018178452994062164,-0.001001293847359147,0.023632935540239652,0.03566948177001951,0.0018550249718948789,0.10378535737160628
TPH1,-0.0379127933293346,-0.025779054098755506,,-0.039374961755292245,0.01917853968686239,-0.012941575794517931,-0.020762039662635186,0.03765546063574344,,-0.014145042181567919,-0.058471051631085694,-0.016370483572336912,-0.033069116514116516,-0.013329021358313856,-0.04889063824460682,0.028783108182691204
TNC,-0.057482307381532656,0.06011104932558842,0.043201048862218226,0.049069630427543615,0.09848611592114243,0.04231586979099632,-0.09325230923074122,0.028614652363745757,0.012151074297767319,0.013989515672559993,-0.0003521652813124815,0.060718535160080904,-0.12324266741741584,0.009746480153624284,0.04228195022804179,0.028037727585740826
TNFSF9,0.009846137712447769,0.01126499958724341,-0.03948928357488247,0.00254539440883543,0.06739922918842935,0.0024424842359861277,0.0156584891004863,0.012640330913715147,-0.027360213380450506,-0.023998770908231604,,0.002510467020113047,-0.031115483834053957,-0.02695957591789881,-0.03659666381532576,0.054128722584817476
C4A,,,0.033504900656188545,,,,,-0.013736463034457838,-0.02805478151919229,-0.012434029418166202,-0.05280271238976413,-0.026681229286717654,,0.02465495018831464,-0.039176448889046554,
CNTN2,0.0024050527965321744,-0.028920501920709905,0.03909788436961804,-0.039402740825559994,-0.08527331699911976,0.08380412272179881,-0.05967175253362684,-0.0747877143882347,0.012251454455124938,0.028095631364034247,-0.04223352517073644,-0.0269174831306808,0.05908563809301192,-0.035620674380426084,0.012512795702243952,0.01286002954355682
F7,,0.1417253242484443,,,,-0.01123979550723293,-0.017465461737066583,,0.005047050790858985,,,-0.03361680842683855,,-0.017444526954926272,,0.01683046846447537
LUM,-0.04451615979504196,0.09992055524976402,-0.03193535418542762,-0.024680561562920495,-0.0008776736713869531,0.02190633353600628,0.0015660431107097105,0.05322868978173706,-0.0025525760342372432,0.12267528223959694,0.0043436468781650585,-0.03855499592832067,0.04392677917887743,0.07053591919059429,0.023644447352959837,0.2262826502573763
BTC,,-0.0228165125149163,0.037882945276828665,,0.0741788721978206,,,,,,,-0.02432057905437899,-0.027782684808821848,-0.016881405429493127,-0.022166044358683638,0.039327247909459385
APOC1,-0.04267320434589809,0.01042743361057767,-0.010128458974145969,-0.12817166130936097,0.0322315911201768,0.006831748325150722,-0.05487679226231541,-0.023895390239578877,-0.024159622914311764,-0.037982082981774495,-0.11280370314805122,-0.015697842694121892,0.0002319586529161794,-0.06641411023599356,-0.06978649921905049,-0.0435881483162886
PKM,0.014702220204266427,0.020498519411005774,0.018809249095137134,0.11704148681115957,0.09478757911436403,-0.021838541663898724,-0.059044240276989596,0.03151762285062312,0.006739653490155825,0.02846956547719473,-0.05239886486407993,0.04836482053949992,-0.08421522563094515,-0.018532706126335056,0.0472557677227911,0.0463759342305893
TNF,-0.04049182284394949,0.026144583910311586,-0.04614125615909423,,-0.004372276710877555,0.012136254801954204,-0.009749750820814557,0.07069826120581005,-0.03640907997335288,0.018649125405413653,0.07611073249244812,-0.023605522361764466,-0.019018330755981788,,0.007951143985546045,0.0750032200769427
GNAS,-0.018610145371359212,-0.0734200037899284,-0.005234831818172393,0.09874142585236047,-0.061973558371801435,-0.02013726039002344,0.10418191692912102,0.03743773412868021,0.0020275354838567533,0.014419328510197995,0.06542065778459846,0.056260181764595636,-0.0022769719791243715,-0.03250568769680574,-0.024990079156637136,-0.0605886139332712
BMP8B,0.11514895446421189,0.04073077599960945,0.08345562690029033,0.04464189788587966,0.023092721980685658,0.0367254420213553,0.048336406719916895,0.04102326080985354,0.12376666489385904,0.02624930427071104,0.10244550493234839,0.04135023337562053,0.05802032176874161,-0.010829322141729816,0.051551969090187055,0.10076691981440702
LIPH,0.024989764152305527,-0.025779047752153943,,-0.03598275262041024,,,,-0.01107534429456899,,,0.05712346578633141,-0.004892925732490444,-0.02120380262174342,-0.027702680375703795,-0.03578638795592712,0.018096773747493
CCL28,-0.03805005235428194,-0.03626143739305931,,,,0.04032113139104798,,-0.017054208205755556,,-0.011217632912697856,-0.04089348714777592,,,,0.05405652899458009,0.013840787115452594
PTPN11,0.003631566492682746,-0.018028655692657165,0.0005119136899116571,0.04430734224452752,-0.004634741883134844,-0.007091812793563025,0.013134675365784781,-0.01004559432408714,-0.015421661816176548,0.05476773382420207,-0.018854716894629746,-0.031677999296891475,-0.007604654448496035,-0.025285021202339632,0.014022075473019448,-0.015081249316309369
ADAM12,0.03826867209133374,0.09475618365159673,0.10845894641944862,0.004274577253381274,-0.012094672220484751,0.06212912253356514,0.00254984445742029,0.007032453848784348,-0.01322488046840621,0.0032396593265344342,0.08364082943438611,-0.01607548941090037,-0.0326155015067298,0.061473209263869615,0.020084723365262413,0.12307699160949451
EPO,0.0023700557559055975,0.02572755885447292,,,0.01485411238924478,,,-0.011587553648883838,-0.023255505634099533,-0.014145044258815269,,-0.026027211666586638,-0.022021765464736307,0.005191528499709333,0.04344966760193327,
EDN3,-0.0030836342225755062,0.08404115072183728,-0.03638242349656261,0.07422622685463584,0.06471488857354997,0.007405456053794178,0.008591503765734261,-0.002246452030006296,,-0.01429100006454485,,0.033366380501786655,0.012165143081171967,-0.027931562574727616,-0.04364845055172269,-0.04648005873873481
CCL22,,,0.07312275280827174,,,,,-0.023331790216149624,,,,-0.014837213216277574,-0.02013856732991776,-0.014644518913476158,0.008311660499131946,
CCL2,-0.013559074618256367,0.12499557453634286,-0.008912478494680184,-0.046835342724265636,0.04593263204226035,0.07498892480847222,-0.03783803391189143,-0.008092208278672412,-0.010040759824236852,0.07830443603384889,0.010303363421928077,0.016947606740279536,-0.004095018860144012,0.014311375108677553,0.04621287715402195,0.07784702954845141
DSCAM,-0.06681335831220962,-0.033323654314817985,0.09605862670625047,0.06765812701450948,-0.07520642672541429,0.04765192088093138,-0.02746376156511048,-0.04201457066927695,0.034369185949068896,0.006905788088554374,0.01114644082541242,0.017583444647191818,0.057491949404386955,0.026649054540277307,-0.016588843203115773,0.03206602714806395
GPHA2,,0.00681678901572916,,,,,,,,,,,,,,
ANG,0.044247841209487875,0.0515891870694733,0.0469624950515112,0.1082810268903444,0.10122178497270465,0.04502261364216455,-0.017885600947678,-0.006732779955155902,-0.029864940670842093,0.0910668340364619,0.05886361922141606,0.06062466941893615,-0.014064509240140395,0.020414150375531858,0.00817984458454891,0.10351798725484852
FBLN2,-0.04032363103593787,0.027135904449860495,-0.015168514119982983,0.042906359170203995,0.008132884720145858,-0.022595389279118853,0.05485305505760241,-0.04054706992724813,0.04423084732653022,-0.024143466593154497,1.3090451461059868e-05,0.014852028171851295,0.10531795165873083,0.13528724155481797,0.003019732988080658,0.1318136528956568
VTN,0.002816954288092344,-0.011619673967139948,,-0.01727723499987692,0.04796695146031319,-0.012941571562610978,-0.02944107033318542,-0.019037049338738742,,-0.01175368015578953,-0.03903928480392377,0.0881084190803375,0.010901695906289317,-0.02161095863881229,0.027758544925672486,0.07076603172290746
VEGFA,0.0006399425929225306,-0.04096594932252458,-0.013948235857554968,0.11782225901270335,0.1345832533428992,0.045712163901221826,-0.009582870675534826,0.0012544635633626,0.026568019357984397,0.022002190678958422,0.025306707571362944,0.0663449156029911,-0.0967669709841895,0.07601429275767392,0.03984824517735352,0.06599835011723268
F10,,,0.012619713546635785,,0.05446526004946797,0.09681408628570304,0.02941554483033548,-0.012705502128877097,-0.00999804272984153,,,,0.020779306518433037,0.13001848740072003,-0.004212600168852567,0.0648540529548384
SERPINA1,0.0037497061326964287,0.025501537886840155,0.03097672174744401,-0.026176108033973605,0.12043682301973001,-0.006315757837219272,-0.026988661346061083,-0.005785176617799288,-0.014485891393911996,-0.01632335391743183,-0.0544478739851922,0.025766100588587845,-0.12944146221828662,-0.05453315320468491,0.006465711987637552,0.11721536921210776
VWF,0.08225363714522974,0.11948911834247126,0.022779008664008685,-0.08880849417846985,-0.0620359576275932,0.07062594823054441,-0.039799142789859625,0.011233391767570119,0.020885271106689522,-0.016171991318073876,0.05131249022570022,-0.023150132392892438,0.07272287331664239,0.0565525446788397,0.012826501667027214,0.0021595917372299487
GDNF,,0.022341482268918553,,0.04625902695521172,,-0.020144057926004485,,,0.011991190336649622,0.07976452224079636,,0.0762369963950115,-0.03138236483100496,0.009105389000437362,,
VASP,-0.041813174569249996,0.13395146700686775,-0.025699448815264394,0.026406509385849142,0.06762028573185887,0.03250247268678068,-0.03706313735114922,0.0020316082969216304,0.007695080036346409,-0.011256215462219108,0.016679074819108086,0.0005221534909705859,0.025257092452948535,-0.02372352892971977,0.10047032354942417,0.11202419027724815
ADAM15,0.05649614460055739,0.09099753642357138,-0.04174656618317363,-0.022374838128739874,-0.05439761990008747,0.015084806326856156,0.011380012580329663,0.056826584773551236,-0.005348879907782384,-0.0026352946971487583,-0.07341175550651372,-0.04457065931979937,-0.03493764754920525,-0.048910244911499035,0.05079414116319821,0.09182784238083586
WNT2,-0.044243907238276,-0.03650623346255329,,-0.05538471982390322,-0.016839283404492474,0.013649614042366717,0.11814925204309698,,,-0.013237663218258554,-0.049786233045034996,0.11056630009627634,-0.022617456229372897,-0.02003976215197274,0.09432112631582977,-0.019648543554626665
CALCB,-0.03217242871646616,,-0.03003459454323988,-0.04680864212772452,0.003617464600242734,-0.013117667240840068,0.020699887412443146,,,,,0.004162062369823959,-0.02678666793624083,-0.026070097403071722,,-0.044905749155239844
OLFM2,0.016460401199668077,-0.05048672957775062,-0.023996613811677253,-0.010518599323912992,-0.07983953408881252,-0.00410716998789676,0.017973108190524195,-0.0116496441736622,-0.026016781505853126,-0.001314572557653636,0.08694246529632536,-0.012106055419057698,0.03953913914025031,0.03146265455661964,-0.04134590226383869,-0.00018252680379951278
MFAP2,0.13931218568057518,0.09976319090169887,-0.018303348416686037,,-0.012145841221619028,0.050773891703504416,0.014034861778182863,-0.030431132261029295,-0.031369425495311076,0.02330007577335503,0.041303895238234974,0.02239408789619382,0.10272727359721524,0.07681069572099335,0.10061021088510821,0.12467929641643606
HLA-C,0.08462905385980087,0.06621018385631657,0.0008702306552242446,-0.07072027651236434,0.07983709195981326,0.04830502279301104,-0.057124165633504566,-0.028225219810167235,0.04043458214367516,0.03191085725103226,0.10890965900695102,0.027326270464272114,-0.07763910605548206,0.0474852028235762,0.05150798521125025,0.08375051165581343
THBS1,-0.05537652191060904,0.11950014327705456,0.0062431886100557145,0.03561299604800377,0.11616301880594135,0.045766679605650694,0.012804220206495893,0.004953135676471887,-0.038173109171837506,0.011267933852845543,0.028373485614969503,-0.0313168055000594,-0.007950321632888373,0.05167297568191273,0.06831730509154063,0.18471232025462747
HSPA4,0.06492249162562463,0.015539031898842324,0.04758912057636623,0.020593408742257607,-0.015754106778493024,0.00838122797485564,-0.07742457592988762,0.050132095966372095,-0.022359078450394792,0.05411300469610678,-0.005653511693909154,0.03381784942743629,-0.02728325197935874,0.030722112552965277,-0.0043770519430477465,-0.0047737575777923955
LMAN1,0.08422580885228345,0.033247684369361326,-0.02052687865854558,0.03717906434621521,0.07413686759391003,-0.0013692609033907769,-0.060201726025784295,-0.01961797618284702,-0.0015281498274837193,0.02790170232412197,-0.1020090856005444,-0.014623146906292035,-0.06235408203352554,-0.04405376012962019,0.053111059290889544,0.07119160905969416
LYPD3,,-0.004246148045442089,0.06161550077669714,0.04876781013644429,-0.02095605507185166,-0.016264937678565353,0.020990338203105755,0.0009497567931429287,0.004151296821142613,,0.1347223259577264,0.07212663801685584,-0.022170981755727688,-0.026581462907676913,-0.015817940774067264,-0.006823672194480823
APOE,-0.06125448674476751,-0.02599692543251574,-0.014067879488658973,-0.13546748961865673,-0.032849643986941436,0.03410568407000621,-0.10071780364029732,-0.057120566259823126,0.029427217300269582,-0.01553307987526063,-0.10998175951596964,-0.03879231102510931,-0.03094454879034244,-0.03740693903228846,-0.08756928630496341,0.05277669930930132
SOSTDC1,0.08717719668028062,-0.02137022963177785,,,0.031009108950822543,0.004673384284428143,0.011891485083983029,-0.028026451501237136,,-0.021508780914385264,,-0.000918350760282214,-0.0034315797284102125,0.009684740590468786,-0.04006075455987043,0.008323515681357016
ANXA1,-0.02390992632652446,0.14512712819805137,0.06726348677183454,0.0030249276446454973,0.04737173748599381,0.05452217825918874,-0.07476289782608946,0.030567156012229684,0.024136451677932862,0.02140948543690121,0.046729352421126275,-0.020900915204134188,-0.003609352293067171,0.009500058552480385,-0.05110905148133689,-0.0513318033715163
