,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,0.029147837656178777,,,,,,,,,-0.014460791816044575
BMP1,0.03632960882907431,0.0026047822556919593,-0.031664563337386646,0.04829741870479776,-0.06567304793914679,0.08102711101299122,-0.02721671428702716,-0.08352670575066579,0.036103955095272144,0.02224908478834989,-0.02935393164296158,0.029674412628455868,-0.022985904377182877
NDP,0.08152878436215881,-0.04715461479508033,0.06420436915128315,0.10245320435095004,0.03731755132912027,-0.013522045081180718,-0.04422070235780634,-0.05472242160527568,0.042441489675288706,-0.028389566045863963,0.03520468155552519,0.02332071137543637,0.09007964897231109
TNFSF18,-0.014501507111261434,,-0.010614853299384393,-0.024723658220185792,-0.017103081605632505,,,,0.08854083485112729,,,,0.011623131640573704
IL36G,,,,,,,-0.013552786255093159,,,,,,
RTN4,0.06727884837976371,0.035410215591759345,0.06660024607803432,-0.03282131168374892,-0.026812861604956273,-0.03941366477192793,0.10618824251374566,0.031024653830664703,-0.03389713122792268,0.02440423643631324,-0.0055304327778272384,0.019334420161471917,-0.023719740293065453
HEBP1,0.02089000663789431,0.043486839260173334,-0.041824884096577704,0.05466049029459984,0.03075590439820094,0.00410148098536238,0.024378692551620847,0.024225853055094355,-0.1856056989628024,0.026937801299152995,0.0004146324553694633,-0.07773064294372797,0.07055841191283628
WNT7B,0.005543224999285988,-0.028867300949876842,0.08290405829128272,0.00560301512356486,0.02063126384567778,-0.0073115293667690125,0.007500581575657561,-0.04518788741586732,,0.07452790202991817,-0.040744224686049726,-0.030031227580110294,-0.030865341170817538
PTMA,0.03386317510956511,0.04692448271071748,-0.05430730006248239,0.018466600477882143,0.013082111453478915,0.005317685074979846,-0.05735762982080079,-0.033180960966786216,-0.07080785763342112,-0.0868738896067962,0.0036759104720849047,-0.043619209207223925,-0.04811182749431174
FASLG,,,,,,,,,,,,,-0.012541839808685043
CEACAM1,0.05743996551380219,0.020110880247488333,,-0.020663765748100513,0.037144735276036026,,,-0.001276047808899044,-0.018705337428304762,0.18498950697524316,-0.019738679962201636,0.11048768228512607,0.007000451175754214
PDAP1,0.05196914752001474,-0.029484496760920076,-0.027168083865455,0.06164980637827324,0.014925498509859202,-0.015312533657268946,-5.857338846020241e-05,-0.06090294405494601,0.025216045150164873,-0.06197963971443154,-0.03566094956935919,0.025101465498329856,0.007731276949391043
QDPR,0.03413529414938165,-0.03834191137171793,-0.025658287923774822,-0.0413501722398406,-0.023876779103979576,-0.014252920906782152,0.05451668534028083,-0.012128891617593847,0.00954831693420278,0.05936225647252772,-0.007931917667579705,0.026653429024895946,4.169225986026341e-05
POMC,-0.014806141400715752,-0.031041467119759473,0.016606576580906945,0.03644752392469312,0.036202298705167016,-0.02488047520120369,-0.016755798788466676,0.005663795260277011,0.020656970855878184,-0.030229282534344714,-0.01076061973499432,-0.009358569815557495,0.031812155110709624
CCL18,-0.02743242103583835,,,,,,,-0.04142339579249661,,-0.02136160289671421,0.04303587153608632,-0.0686412991311505,
CCL17,,-0.01932048365169807,,,-0.008374401602957368,-0.01563599114499033,0.1776059446249428,,,-0.0166015268403906,-0.028494023708591883,,-0.011367769091905101
VEGFD,0.022548085335565786,-0.02152515234360068,,0.01510803206286044,-0.01010709820695805,-0.01945957037986976,-0.01326894578792813,-0.046668085724015845,0.014808596649783099,,-0.019738679962201636,,
TNFSF13,-0.020701391788530372,-0.01332683721774896,-0.010294193317091223,,,,,,,-0.0037864237016940424,0.10572618689715968,0.01058222713284364,-0.01852283090612612
WNT5A,0.009911036870791493,0.07083131055724398,-0.023345510614751618,0.028260627639560484,0.05303825285587897,0.026407546442012753,0.059901162240184894,0.04709419326747161,0.03844599906451854,0.045121413368465854,0.029186234495691223,-0.004845358707809676,-0.04690592927704784
CXCL8,-0.06568760112788731,-0.052485355555189545,-0.014642822320876199,-0.024844079377175643,-0.015988761204277915,-0.0025923620569145026,-0.03989464280748298,-0.014525911455763778,-0.017073847626671607,-0.031211146609451023,-0.08160129176696101,-0.04350570028913437,-0.03106113461686498
GRN,0.007638874265699427,0.040412816029023475,-0.07883533953734946,0.03510738908299414,0.006235047798036903,-0.013373148136659784,-0.021037877274192474,-0.04386530228554046,-0.01603536530410932,-0.0180690437061147,0.016915969729054594,-0.047865379082826016,-0.07453825670230835
MIA,0.018813722494006115,-0.04068245683008082,-0.018613886867906954,0.15834957186779489,0.03654509735373297,0.0033291446886111386,-0.018172429339980145,-0.003493801454411971,-0.0471281698888852,0.06256059032631048,0.06300855262741206,0.05212579393573428,0.13688480284613838
COL4A4,0.05189374951979755,-0.006102302843477812,-0.009794470139470648,-0.016406614544373956,-0.022270090974510073,-0.029648930827858154,-0.017627930640525126,,-0.04389814350326806,0.05266071753041828,0.019577079761913568,-0.010964126848285021,-0.021248981506704075
TAC1,-0.011235134946931577,-0.025439493774961387,0.008857831851645225,0.0064708690209063675,-0.04472342815679058,-0.0007160450149445846,0.039578272686990774,,,,,-0.011290870780451823,-0.014944088394723436
RARRES2,-0.03235319045611051,0.009861631896108326,-0.0310559663559527,0.00917991834283252,0.042991132587914635,-8.284828215183594e-05,0.021183962020250646,0.06828536806705275,-0.12260918147209468,0.020975187547129244,5.4455664212523e-05,0.041252133516315695,0.007080737933336823
FGF7,,-0.034247349882260754,-0.01358210654294679,0.041813417231465734,-0.003412441546708609,-0.021423833836044952,0.006659200909369899,0.004978252563967602,-0.010169250259842983,-0.022473059446420418,0.010376138595329711,0.005511375903225599,0.0850856578563978
EFNA2,,,,,,,,,,,-0.018760294330870165,,
HBEGF,0.019904629768081727,-0.07068267669042007,-0.010713179022543196,-0.048932028525408955,-0.034040114577894916,0.024633580170979098,0.029139897472679317,0.1633332586390137,0.048287299629591274,0.022014676979723487,-0.027912668529016048,-0.07059607384324415,-0.07865211379318704
CSF3,,-0.023028331901171373,,-0.01735788239983135,,,,,,0.01756907828329611,-0.038027057589384336,-0.028575477665031435,-0.01196850716840828
PI3,-0.028860063528694833,-0.03973994839166682,,-0.01954520468145994,,,,-0.04777938558515281,,-0.03816844234557972,-0.05026822127160881,-0.034076336766940454,-0.026003589930242696
PCSK1N,-0.005452895992067328,0.019523603288915253,0.013660000476649059,-0.036116683138446216,-0.035965175158682826,0.0182332434133467,0.08810162373076749,0.05235508658955108,0.09010159870411438,0.04958543354664742,0.020834043490318466,0.05312542113517296,0.08460230859473795
NTS,,,-0.011956822656581156,-0.02133492547275657,-0.0031442481617983175,-0.012238877682988076,,,,-0.03872963396337692,-0.02285585862448105,-0.06607046628433205,0.14847178789290208
SFRP1,0.07991171928404858,0.05148798014559283,-0.00041612908396086756,0.010037571716104796,0.04472587327317376,-0.005183033003992234,-0.014060761020482862,0.025833362603608974,0.18029205248756083,0.06557428626735094,0.01285136944343312,0.012070522649649557,-0.017311872560985122
CXCL13,,,,,,,,,,0.04834375201459142,-0.013032470413758185,0.07047326035819489,
MICA,-0.042737130685783525,0.024579274035442248,0.0861062515974886,0.004106260220349159,0.006094374833634299,0.032480228275928814,-0.0492183921836614,-0.013075259892747068,0.06260260712977013,0.06599798089535866,0.012019324132252564,-0.01998439422865017,0.0035838329857108635
TG,0.015727207032208857,0.02909258686072286,0.09409034524453128,-0.020949411082001414,-0.008392365593293994,-0.019199147095997772,-0.01859779119628969,0.12479922372327878,0.02488887080160958,0.11906039519035959,-0.028149488416828412,-0.023518057225707847,-0.023340871879932466
ADA,-0.00716971923992161,-0.027394870745097007,0.0021244809470902905,0.008514320109050089,0.0034862721775763554,-0.012954870881510767,0.007186821534326044,-0.00682183251411151,-0.029466079889464713,-0.01140013014289062,-0.030639273990008705,-0.024785814149097005,0.06693001829570125
LAMC3,0.05812554181417385,0.006449918916609502,-0.012600448397467,-0.01660108013873335,0.013902415923032152,-0.00667258513349723,-0.053893943524785104,0.010080791006679487,0.03542251191653208,0.05342397594607123,0.0036811924468605674,0.01630821373016945,-0.005428924511801183
CCL7,-0.017449337208416987,-0.013153011996600036,,,,,,,,0.0436661135137667,,,-0.012541835348956509
NGF,-0.018464651814332867,-0.03013690992120505,-0.013170166108422062,,,,,,-0.025190696992835923,-0.013843713572695484,-0.018508124413016445,0.013133827135011489,-0.03754987702985792
TNFSF15,,-0.014646522163790256,0.03171395361569058,,,,,,-0.03239897583780732,0.046889455045581875,,-0.01774488104956353,-0.03313770039945984
HMGB1,0.05050591785905868,0.036231650012399995,-0.0494331616948751,0.03855581163153157,-0.02764917290766382,0.017969514937137443,0.056570311890061,-0.06478403592242682,0.030422396357514193,-0.024984727819261636,0.03802628960773819,0.020200230600047452,-0.007282463612542642
ITGB3BP,0.04439586957707478,-0.04010755198100769,-0.02431132365216271,0.04759502098104852,-0.03939504820773171,-0.030287402532614357,-0.05675229773812256,-0.022759298568145254,0.04623538272574343,-0.03584585405829362,0.032291508597847685,-0.03690839125361528,0.024945128832659657
AANAT,-0.025316333558104354,0.02980252341887966,,0.008568980323072992,-0.019326124801295474,0.004862849694502871,-0.01660773275098706,0.09939042914340203,,-0.021828413825493137,0.09010444399519624,,0.0174103567764886
RELN,0.0764622928685287,0.002617065983394014,-0.010830337881396451,-0.04594337115792718,-0.0033599039848235947,-0.027020732710484618,0.00035887036108781136,,-0.07251140314357711,,,0.047444069163604066,
IL15,-0.043177435305293284,-0.015652245473187675,-0.011378880869234045,-0.04084056563504954,-0.0050457959814626165,0.026482927424044456,0.07392907840539996,-0.029929149856939324,0.08843497480580366,0.083597523287292,-0.008565368275135165,0.001353445757884199,-0.051877036265142826
UTS2,,,,-0.0007997653661264757,,,,0.06246035509591935,,0.004310557976453017,,,
BSG,0.10577357545269757,-0.012332656671560138,-0.0098067935998809,0.04109445291693245,0.0043836909581797135,0.008768548088090702,-0.06743524784721425,0.09127645892847522,0.021757098911870137,0.06080830085234455,-0.005081554311076262,0.0022921899331764624,0.024511672345959357
ADAMTS3,-0.020826308921530298,-0.031923541907150625,-0.018328085313377707,0.029008345844329674,-0.0319346983348508,0.00903672529700838,-0.011892189060137722,-0.06633080152940687,,0.09759787294200913,0.006817364531420777,0.00890741874571322,0.043065950998898
CD34,0.033820746562203595,-0.006405035245048385,-0.04658812696551937,-0.02495571939334889,-0.004788583934051644,0.0005774735089728983,-0.025777805883945116,-0.06316765718803743,0.03314371988163142,0.024110840049886208,0.0789497911829197,-0.0018865153340687862,-0.04361715524390717
CCL23,,,,-0.017815498826120015,,,,,,,,,
PLAT,0.060430204889811365,-0.038140529589053805,-0.067632639448289,0.04193177222646355,0.02827865556412545,-0.027283031875820027,-0.011657876011678314,0.02082601080914416,-0.17213187156041815,0.007505259123691498,0.02553167720390102,0.048890808521555904,-0.04588607129728037
NTF3,,,,,,-0.03572497881599699,,,,0.08144764325137531,0.07229397961599363,-0.01672821491806494,
LTA,,0.00020929214783215488,,,0.011292957660610423,,-0.015402906430961058,,,,,,-0.017859130564563435
CKLF,-0.00839691119736718,0.04399188771640434,-0.06155361376368059,0.05142501743347763,0.019401924458977957,-0.036701619544360256,-0.05477641020634351,-0.04079320124359164,-0.012304109556115213,0.029665398312455755,0.11528020511091816,0.06661972159955211,0.02580373153897427
CD24,0.10656507269614494,-0.012705827909338127,-0.05554148996111304,-0.022222154188114306,-0.03502366398480142,-0.02478819210316415,-0.029576941681481922,-0.05023966243811535,-0.025875847089694048,0.05613376511684498,0.007128944822172395,0.013267330448946901,-0.0031082612510027452
