,UKF334,ZH8811Abulk,ZH8812bulk
TFPI,0.02624971682887043,0.007874787589547157,-0.04118576064378192
GPC3,,-0.011753816563478708,0.04319913344410402
NMU,-0.016433028419524508,0.024168421305265315,
SCGB3A2,-0.020580062970481837,-0.016412420866732134,
LAMB3,-0.005725058229014731,0.03835595046551266,0.02058898504985046
LGALS9,0.025991315217521706,0.04675385984218551,0.001988376981235993
VIM,0.04013986249730104,-0.012675629044783773,-0.027976329365434892
PLAU,0.08852329045537952,-0.011032530209017795,0.019788709290787083
TGFB3,0.03950678850413819,0.020047592254970305,0.05432285237459158
APLN,0.02682511304652843,0.02899524277805021,-0.04603815288708829
SHANK2,-0.0011626820517687236,0.013388194462843978,-0.01785431478545126
LTF,0.06090708726201571,-0.022735234676280417,0.012109840368973541
PYY,0.014927615544065898,-0.019163118430316792,
PENK,0.041549380636008666,,-0.020957908815729426
CTF1,0.0411304067022678,0.057821654403749936,-0.05892663313657867
COL3A1,0.06842699177234483,-0.07181714267012994,-0.062364563299928476
S100A10,0.02109615282931392,-0.028546995646410812,0.001352090606248187
FGF13,-0.042708721979553124,0.051447950869277656,-0.016617883068024357
SEMA4A,-0.04616140979152836,-0.06637681949827656,0.010073660560564583
EFNA4,0.07590227629959367,-0.0293239811470136,0.0013246671090201515
HSPA8,-0.02801284577254508,0.0572772811121813,-0.010929537381389428
NPB,-0.027852066100600273,0.013929587466205366,0.04229155962115855
ULBP1,-0.01377867023789126,0.0300529199164854,
SEMA3E,-0.026646189787421923,0.05470480853183252,0.019102576863346654
FGF3,,-0.03623836237301403,
ADAM9,0.06859833877308981,0.02665417234975913,-0.026812345035897057
ASIP,-0.01768939297492998,-0.02512410590230621,-0.020127241701968886
IBSP,-0.008656665380786197,-0.046997691170224065,-0.02156989570693058
FAT4,-0.026266154903987676,0.01672487977922476,-0.0004897650952151611
MDK,0.07719218441488641,0.017680266037372435,-0.020253501877262714
BMP5,,0.012832510561563707,
CAMP,,-0.028439052414428363,
HSPA1A,-0.03036615709530655,0.01546277634570193,0.004738915507887348
SOST,-0.017002516181135838,,
SEMA3F,0.021436624069042357,-0.0025459800007673374,-0.01878764700185559
ARF6,0.04516783148126742,0.0036561963264211683,-0.00671759771154026
IL6,-0.01755399185731051,0.059643329862560546,
CALM1,-0.02402582043956869,-0.0074519652138447445,0.057599405082075915
VIP,-0.025881545687774888,,
NMB,0.020033893730380684,0.028025662720523606,0.05329634132328252
CCL26,-0.019494935483457244,-0.038589273749745655,0.07953242614373714
FBLN1,0.01063318166591442,-0.033001142635594116,-0.03764032079279921
SAA1,,-0.03334012875606895,-0.04784869682646384
MICB,0.1046673084408399,-0.011733970453052705,0.06442975069584596
MMP13,-0.011764959248221553,,
F13A1,-0.025196884837197,0.009436369701129389,-0.015621038376516754
CXCL11,-0.014444663147143178,,
COL5A2,0.05105213595112635,-0.0046854157379042595,-0.010907573142721278
EFNA5,-0.031044718886732783,-0.02764471990774587,-0.04947409070905287
AREG,,0.04081458822292947,-0.022940949593413293
EDIL3,0.0410861583357107,0.02883163724662169,0.016182777261104554
CD86,0.0020781461884001157,0.030623779324458863,0.016218835853935132
HRAS,-0.038910278160081774,0.014122029168157671,0.04303036288254977
C1QTNF5,,-0.012963513616480456,-0.020138535907619038
RLN1,,-0.014684612758499508,-0.01609853590425278
COL4A1,0.046549398434116436,-0.025066703555683297,-0.07492665433671777
CCL3,0.06461914473459113,-0.008839961480291909,0.09044944855335413
BGN,-0.012261612796406052,-0.02421374658628158,-0.004269117443500318
RETN,,-0.024290989034087086,
S100A9,0.07911995297885192,-0.03143519465467021,0.020469430270407006
HCRT,-0.022393838311044405,-0.04087784896956422,0.0001237510098192856
FADD,0.02143030093689972,0.027926562145035853,0.0120959719946688
ACTR2,0.06784926028902692,-0.048971293055629216,0.0016352175739132886
BMP2,0.00268066134090216,-0.023190266446424277,-0.008939872935902099
PDYN,-0.026266151969298213,0.06486501709070017,
CD55,-0.02016758889205003,0.01932821842283682,-0.04470492552140716
OSTN,,,-0.016617880873881555
PDX1,,-0.022110033880105816,
CD6,0.07269034155937878,-0.01721632574972356,0.07542000541073009
IL16,0.0304435221975685,-0.054069224270420005,0.04110534091515351
LAMA5,0.003103440425656283,-0.005466515209793681,-0.052444325736996956
RGMB,-0.061325343967697565,0.00014694226452599833,0.05759036582187296
IL12A,0.04247131064661359,-0.031788123918035975,-0.0359455216457591
S100A8,-0.010521943811317864,0.00239517809422361,-0.06520303189164531
TAC3,-0.03359707576551176,0.06001428069215431,
MFAP5,,0.04710892928893173,-0.022940953318428155
CXCL16,0.04356533470810793,0.04701245843435552,-0.0013050656368243714
AGRN,0.04053604401780335,-0.006861573874932463,-0.017409189251564382
COL4A6,-0.01271806177841816,0.013721012431009556,0.00954737308654262
FST,,0.04694558992167426,-0.05829995198773137
MEGF10,0.012379649907702647,0.09629003466225788,0.05854960956997815
C1QB,0.05323353846773171,0.021734636053028694,-0.01612416387134698
HLA-B,0.012037408646331888,-0.006274128757975965,-0.004153850291252014
PDGFA,0.022335782377896372,0.022037957477214522,0.015302885076559337
LAMA3,0.016879608937978286,,-0.01878896095904916
DKK1,,0.035471281193318785,-0.016871930769413068
INHBA,-0.011627365396007207,0.02976091088883846,-0.009968101089988014
IL7,-0.015082914798682253,0.10464072674457475,-0.01761349062536138
FABP5,0.06385231550383097,0.002399525421640845,-0.02215101654519543
CCL4,0.03894505531176959,0.08938050351221584,0.020656425082754757
FBN1,0.03055197603467363,-0.043576703431241606,0.004589994153256817
TCTN1,0.002131841326757381,0.0362058979201439,-0.024492731379352928
NCR3LG1,,-0.023342794822887508,-0.017613499977511472
BMP7,0.021698594993629736,0.06639774812002082,-0.002114191833796986
NLGN2,0.022212066851874594,0.00945907296625289,-0.04562451305010826
CCL25,0.058259772709685145,0.07489014739731198,
NPNT,0.052460741833852645,0.004971529516576533,-0.0009410920056532184
KITLG,0.05254076566675202,-0.017689289334006958,-0.04762769755672133
MADCAM1,-0.021616719541105292,-0.017682683464592206,-0.02331953468620507
F12,-0.005385159060822116,-0.008810428155284298,0.05076207317498985
S100B,-0.023589159131031576,0.06476270941643494,0.008134122945174876
CD99,0.01744106014717025,0.03153419691399611,0.026260414881044157
PDGFB,-0.03395876105888404,0.048160454253716296,-0.09060926104188156
CLEC2D,0.07329068702517025,-0.0345387830884305,0.13289523447341237
F8,0.03969527350232202,0.027332472670659382,0.009326926608354371
C3,0.03159549660287326,-0.038764769404932245,0.005407132760121662
DLK2,-0.020224112627551326,0.021474210352752692,-0.01878896846407714
TSLP,0.15261628617537956,-0.023342791170140504,-0.0313643756593886
OSM,0.01519235904781369,-0.01592692031511531,-0.015992367119365913
SLPI,0.000636310278116071,-0.03287093328013886,-0.029520180585619026
AFDN,0.02372673868851867,0.016078883388650052,0.018722170726479925
KISS1,-0.014925753912967597,0.002112507958640076,
ULBP2,-0.02439490103541666,0.06425330153243627,-0.026344815536044577
ANGPTL1,-0.019371022642464975,0.011769189329323256,0.04462454368000882
LTBP1,0.08635706152659568,-0.006355849980974761,0.0016042131091561205
NTN4,0.0006188266303903542,0.07293704203649959,-0.008695482998358655
APP,-0.06393557309860286,-0.040515187121861314,0.06773031074177055
RIMS2,-0.03246891691115947,-0.028105920278549513,0.01631924148973015
WNT7A,-0.009433400343960913,-0.01591446562539371,0.011714146994940059
GAST,,,-0.0203293667874856
GPI,-0.03391113543361887,-0.03611327914364784,-0.04830996725615168
IL1B,-0.0007285633469229775,0.02383221627055201,0.009520798910780339
SFTPA2,-0.011961399404394602,-0.014315930601709697,
HAS2,0.018505651761803063,-0.022432831907509276,0.01093373553177001
IL11,-0.013433982108297916,0.01808596163733995,-0.02136765953645184
SEMA4B,0.025322465369073344,0.029405226284355587,0.021436975461581714
FGF12,-0.03284605157851458,0.0870450153664827,0.037666485174155696
CP,-0.03892163011627672,0.007110556982623565,0.04631679860630474
NLGN3,0.05134985336922375,0.03357322669410158,0.008371106024902169
GZMB,,-0.020548291504061473,
PROC,0.03431927305013386,0.0019908006130603343,-0.04204597012888973
TNFSF11,,-0.013550487680049222,
AGT,0.010356347487441115,0.012353600152989756,0.014182776786681988
PTHLH,-0.0011915132628875658,-0.010298246371329449,0.0439973985884436
COL1A1,0.06041283161513686,-0.08149454385832695,0.026772748967265565
LAMB2,0.0703639827461068,0.00033649082792682427,-0.06639114605291836
DSC2,0.009765256869363062,0.015301190836506261,0.046532164919326435
WNT5B,-0.0015493447643962247,0.019174468635861558,-0.013360885979378845
LEFTY1,0.07695348038402616,-0.004827057257552386,-0.028629872018254593
FGL1,0.010101074978985833,-0.019866327252841567,-0.027507186033085964
CXCL5,,0.0025149033621436156,0.0026778341400305055
S100A1,0.01159395524649387,0.01972795543671597,0.0277824136709883
NPTX1,-0.05146566277893827,-0.01603801077294741,-0.016871926563138132
TGS1,-0.024071845542003614,-0.0016523433097104846,0.03473586704201229
SST,-0.03851591552150453,0.039851382004866494,-0.035680621207051975
IL34,-0.048078831907592816,0.008042720247324813,-0.04276210642632011
DHH,,-0.03812921103493129,0.07581252348131857
RSPO1,-0.01271806177841816,,
TF,-0.013967823785532468,0.015037756550573824,0.057029599107938776
IL33,0.022555594118352944,-0.020485969730152293,-0.014561086858606227
RBP4,-0.007692944868866118,-0.005881513795909679,0.13730823977099235
CCL20,-0.012532994148529188,-0.02353514471056916,-0.0187889711832924
NAMPT,0.014922457804495528,-0.016449681832637494,-0.03907190413949331
