,UKF251,UKF296,ZH916T1
IGFL3,,,0.008572166794566358
BMP1,-0.009459509534092294,-0.009082160022647117,0.04888817216256129
NDP,0.012330862936137846,-0.06058435177517901,0.06507838310763647
TNFSF18,0.026012356723797748,,-0.028091253145630938
RTN4,0.03739461064172208,-0.006732520445543711,-0.007055682946159517
HEBP1,0.007745112003839669,0.00019814829924852008,0.025303579827023043
WNT7B,-0.02064963325626766,-0.012182919066024495,-0.022311724181523187
PTMA,-0.0156729972191886,0.058551699596010566,-0.00882316955412453
FASLG,,,0.0990831424921175
CEACAM1,-0.01584735153237673,,-0.02009595279908829
PDAP1,0.024189638092696177,-0.04808032961587129,-0.037295735012544275
QDPR,0.007643897673519381,-0.00445783661644503,0.07616365358606578
POMC,0.1025701446678834,0.10112403396162473,-0.043237769900793165
CCL17,,0.09788672237396821,0.0491828322126856
VEGFD,-0.008679037388111233,-0.011060657163665857,
TNFSF13,,,-0.0015958771670966097
WNT5A,-0.021817122417929144,-0.021294366202747127,0.043571623623486606
CXCL8,0.09989387267981985,-0.010300164884167884,-0.032786953014892706
GRN,0.015486883699416795,0.03387450343502544,0.01716213866858855
MIA,0.04677137773473236,-0.012579168170960482,0.014475946422312282
COL4A4,0.062321216736429506,0.020514435707414937,-0.03844524976830778
TAC1,0.021155693203674757,0.015623627796256812,-0.01720994221022637
RARRES2,-0.07054600394267108,-0.02458271999468277,-0.039597707219948666
FGF7,0.06143355985135762,0.050592871765402364,-0.0026773533267486975
HBEGF,-0.028302914358686666,0.0787415518924797,0.03343758781275101
CSF3,,,0.16603560029712253
PI3,,,-0.02994630840887657
PCSK1N,0.008524813417216942,0.0020540559348257003,-0.011604937603862496
NTS,,-0.012968632146454627,0.040294580045415904
SFRP1,-0.01432915931352279,-0.015079038742772274,-0.019936734744593388
CXCL13,-0.00042018198301147256,,
MICA,0.04487249234444144,0.010129933048240843,0.036556008285272126
TG,-0.021549205091419756,0.19769692177649675,-0.02687986350052432
ADA,-0.0278420064468223,0.046839938169428524,0.06005237871944609
LAMC3,0.0077109668198284765,0.07721061550236014,0.016834431370289962
CCL7,,,-0.01444345455303434
NGF,,,-0.011084250789412237
TNFSF15,,,0.05157042128127745
HMGB1,-0.018507355994360764,0.024726661491033183,-0.025782144531454942
ITGB3BP,0.07463686230492458,-0.0324607527967078,0.022818897404820116
AANAT,,-0.012579168870645932,-0.015281777240625875
RELN,-0.01186459297819015,-0.018993054314568256,
IL15,-0.027453357602849473,-0.027036756343139574,-0.028240183312066965
BSG,0.024342420340590108,0.06648686425555757,0.02768856192401969
ADAMTS3,-0.000984651829717981,0.015935503827318113,-0.02000249017350508
CD34,0.03762230407381429,-0.023535283406221772,0.033593274967491406
PLAT,0.0023437065916987903,0.10383793080910689,0.04131066191343358
NTF3,,-0.020305779374848287,
LTA,0.0254333244650981,,-0.02056696914677961
CKLF,-0.0018004499704106446,-0.02252728912682928,0.02616122629036133
CD24,-0.03934683766823255,0.015472334523856891,-0.021003544689309633
HSP90AA1,-0.00801133681044468,0.03433920574986528,-0.007236724099277897
BMP4,-0.016799123320047158,0.004735123418337473,0.034765499113673916
SCGB3A1,,0.09551065614313119,-0.030284062631069406
IGFBP4,-0.01913451082196158,0.018445403579985142,0.027484777628630743
RSPO4,0.02650713372767822,-0.010610650423286428,0.021077223655655872
LEFTY2,0.00399822638545143,-0.011634707960239533,0.03981010956911996
PF4,-0.01441532157831569,,0.061684780499289084
ANGPTL2,-0.027892882019142102,0.016705739313261657,-0.01375536907436788
LRIG2,0.0014851759661298604,-0.010979937173007742,0.05384470882702335
ICOSLG,0.054248484532228074,-0.02013703305035592,0.059514387704172694
WIF1,,0.008895715761727737,
NPPC,,-0.014746207436855573,
LYZ,-0.04206898147197818,0.028641060271401324,-0.016369975866723098
EREG,,,-0.031060880283307134
