,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.02170104724751582,,,,,,,,,-0.02714725206823843,,
BMP1,0.03546135917159626,0.06602186272595652,-0.01847568257811695,-0.06038033389533235,-0.00016678063669161962,0.012100013414016725,-0.11188979916584668,0.029452291015128418,0.0076677323424285074,0.09277627633496811,0.07078541156692891,0.0426116546943425,-0.023468191756732804,0.020806711908608274,-0.03979466683475731,0.07385192562086944,0.07041619612397436,0.03816329360467318
NDP,0.03904894372271999,-0.023111917769328246,0.0014253078607728523,-0.011430593639944335,-0.034317138089119556,-0.001633816594525283,-0.05742844275723962,0.023489949789857124,-0.011857467061705604,0.029063066249518193,0.01351379763921734,0.015076545118602055,-0.03311917142537437,0.09945777669742893,0.013929798819516847,0.05460113175727005,-0.047566760316254154,-0.06677891426267303
TNFSF18,-0.03818182556408525,0.03350895888996247,,,,-0.019301680882443623,0.029554175749916294,-0.014454462625765366,,,,0.026336865847089736,,,,0.0003898153436228155,-0.03811427783664664,
IL36G,,,,,,,,,,-0.022883381984010367,,,,,,,,
RTN4,0.0014404022094646979,0.017076256388837103,0.05008318645044868,0.05081108318698653,-0.08089169022402214,0.023460319814241234,0.1698564687302439,0.06588465689135493,0.04057443889068206,0.01059824928017614,0.01761859244535425,0.10231538989981681,0.07038270125983713,-0.03800360909913352,0.07751646231456319,0.025152416025270068,-0.052997858982186626,-0.02042885796268639
HEBP1,0.05762924838146753,-0.010756624282933669,-0.01890309766117197,0.01988681815285781,-0.05297153081786084,0.10345334464959179,-0.05141188619738636,-0.029669177537584985,0.006542946422264095,0.005092096498414491,-0.1044588439469199,0.065708797097612,0.01800006846213817,0.02464171746596801,0.0345699022000502,0.0978573010397967,0.04914626082110095,0.12219896818692105
WNT7B,-0.024858289764595205,-0.017227636103705507,-0.022772615423905417,0.028581700412513754,-0.006408389499104857,0.030860558576277366,0.26688206932930436,-0.03391976540287591,0.02248034422628717,-0.025151473913392185,-0.068908830428743,,-0.035377420856508524,0.033908014460613055,-0.020366673885378588,0.02863910909285562,0.02118749458040591,-0.03721185728619944
PTMA,-0.012497067775542617,-0.03868966272090015,0.040821019515148965,0.02861792282136621,0.043667708801998724,-0.018188093733952942,0.042415091211367904,-0.01636399370185453,-0.06431397997382708,-0.0010871574335150115,-0.09507351233937796,-0.05013449062542893,-0.07708509394501466,0.05431415022346397,0.05088282683649015,-0.00023275761618293887,-0.03892223355261733,-0.046851161229448206
FASLG,,,,,,,,,,,,,,,,-0.02354480245736432,,
CEACAM1,-0.029423244671567435,-0.013221174537054804,,0.043930907571307645,-0.003387154550102588,,-0.060862495564706603,-0.00991570684909135,,,-0.05189007732876369,0.10027570094677017,-0.01982371378634329,-0.01901834193187503,0.09724041024322937,-0.03275913451739242,,
PDAP1,0.005024784113198746,-0.0016587586783441564,0.060458620603653805,-0.004488257044023837,0.04283013355458361,0.02357400092718951,-0.07583843769489784,-0.041583680903773394,0.05392571545768887,0.027655662889956197,-0.10351982699575218,-0.07974978415269225,-0.012925302022449727,0.018176445483149364,0.061189927337358015,-0.04662844311427946,-0.014345024652666839,-0.004196770709557474
QDPR,-0.021394078556508874,-0.04354846807202135,0.048940225584835066,0.0063220654331458265,0.006683418312823567,-0.02371415279969661,-0.11416924452516676,0.01780905229591771,0.014579951393121848,-0.0003272934991352831,0.015602557292243129,-0.04207408814244573,-0.004857664155881312,0.0070987168279137884,-0.07071526796404436,-0.0030533668722712666,-0.04111016284818823,0.06542308474127716
POMC,-0.050385660021737125,0.004758658121047043,,-0.00031117937051535307,0.03309212762339182,-0.04304232252061108,0.06441196140032193,-0.016771815398958587,-0.03313780779464113,0.006400400921112473,0.023809315020047985,0.06979977970959972,-0.0095345822483697,-0.04455318496673893,0.04659238931219887,0.017594707741508196,0.06898717062682269,0.007570999662314029
CCL18,0.0001444609582800997,,,,,,,,,,0.24785109103911002,,0.04035080881003223,0.029419923734513364,-0.037609227605330364,,,
CCL17,,,,-0.0018289853835062025,,,,-0.01802752909176165,-0.018444037830244175,0.09386922663599628,,,-0.014063965436692583,-0.027454170539401666,,-0.021340718884361155,,
VEGFD,0.0016415953672543064,-0.018936679968464327,,-0.024289722840372712,-0.02011976028791684,,-0.0467705931147184,-0.0192068074578829,-0.013528924800082318,0.09908742399948751,-0.05012637009996728,-0.0043224273041473716,,-0.01901834193187503,,,,
TNFSF13,-0.01532109935941817,,,-0.02749366095289042,,-0.018718603898200067,,,,,,,-0.02698663723299562,0.12754757051809035,-0.015179423569579693,0.002835571333987056,0.00635687619931126,
WNT5A,0.03158480379316926,0.025378042851207747,0.0982951384803592,0.06121552266873926,0.05259893063854484,0.07102334781922527,-0.120874225744728,-0.029775145578468762,0.027483488275345816,0.008144009402770415,0.019412184693111782,0.02383966886219885,0.0018828210107801953,-0.00908522209313063,-0.003033038080675611,0.0032595962154765017,0.03756685069332541,0.04952429015439722
CXCL8,0.02972768999012409,0.018365652497642153,0.02845984827752611,-0.010535607338326035,0.019006023748012774,0.04534042905378506,-0.04465689882899276,-0.018539382789362638,-0.012598723031043733,-0.025644267425274377,-0.05409049193202894,0.03205680622324683,-0.048746339476677884,-0.10350690760673913,-0.011329461171425616,-0.0003799767364355302,0.02689018717732618,-0.009635370274264725
GRN,0.003945650604606459,0.007239314560150124,0.00927359137216205,-0.023032717598144285,-0.030583892299104458,0.012251974670959283,-0.1345652591189247,-0.04457441879763,0.0015562753460829969,-0.008673089287112691,0.08030403063979699,0.08590327566433456,0.009809346624402448,-0.009786187198541752,-0.04448213817394178,-0.041163116525612914,-0.0023069750697895463,0.004812934669003943
MIA,0.014179216790053961,-0.016840958868454686,-0.040395396184503926,-0.019347510246213475,-0.03952899016081803,-0.011450582707845979,-0.016395926170883424,-0.03543334689636746,0.0027361544968571325,0.048072795552000926,-0.08867158341799786,0.018902320083465485,0.058057196612149926,0.11967493853065171,-0.03172773676425852,0.11237280360722311,0.01819603675061804,
COL4A4,-0.012683088489747881,0.01785854726906272,0.01534628615607755,-0.05075844914301271,0.033417708506120206,-0.017809924613432896,-0.0017466798765996166,-0.018821298119599646,0.053641636679858155,-0.01849003702721339,,-0.03753577758726267,-0.013916669404545917,0.04918493700661746,-0.013591786339701404,-0.012548524019957692,0.02946313352290876,
TAC1,0.03322219721245454,-0.0025295458260897684,-0.00579428079466004,0.016386871105138857,-0.05826164988086167,-0.03743708061791001,0.21232203074560782,0.04743820019555359,0.026339876464084328,-0.019409185205874604,,,,,-0.02332181041532054,-0.013173601059183209,-0.01692350016167022,0.012711897591873798
RARRES2,-0.025314092777075928,-0.0032483170768303365,-0.02741463555807005,0.09192997348917054,0.0277358679375145,0.037922527132091766,-0.15320035223446687,0.0026998477575358405,-0.03475489009391126,0.015858798539877587,0.05473081948028388,0.043776764900027965,-0.0040698909550473845,-0.04481261667177655,0.0022058041403570645,0.01601772046903767,0.07685189580274056,0.06765497245898508
FGF7,,-0.021373544886746424,-0.023011819574899124,-0.019084124256216372,-0.027946184418137676,0.05170132963538517,-0.04085399265098303,0.06743583047585833,-0.0024176367696455915,-0.054555147721814065,0.07037642064576237,0.02514913203547865,-0.039670383837106055,-0.008497686414610529,0.05289267271194021,0.06344362947008321,0.14631346555916988,-0.0411241822664555
EFNA2,,,,,,,,,,,,,,-0.01807566124028232,,,,
HBEGF,0.06510452668983027,0.055432655233529485,0.047119436879593184,-0.053168899408392714,0.02875772688097681,0.0535713052116436,-0.03284647895493106,-0.02014462731432568,-0.018062244000142027,0.052525336841609364,-0.13832234182047543,0.06698641998945105,0.0008087317724074574,0.039573172706339296,0.023482350434502575,0.024795043477345725,0.11004434211591357,0.05965804991942399
CSF3,,,0.08971655027255511,0.014019238447444049,0.028074795069943818,,-0.04287201715948271,,,,,,-0.015088261812498083,-0.0476849867050791,0.05889631322409056,0.015326284988328095,-0.02859507255615098,
PI3,0.02815010398895536,,0.03452534799717373,-0.04470428264835333,-0.022219556910118975,,-0.04022841655561709,,,,0.06608721386512763,,-0.020277773760695415,-0.10227925421817623,-0.02628089265848185,-0.013471559046964742,0.06126249003924778,
PCSK1N,0.007905276930266198,-0.06137199016474861,0.0254565478706263,0.01831173332894701,0.03262233269726464,0.030241166789101357,0.1441203136043782,-0.00714370195740056,-0.0012251173534345093,0.006653013913365349,0.054959287060971404,-0.04011510545427421,0.019272682738229567,0.0005174884001157147,0.03089534245987868,0.01605520315213104,-0.061955091027675206,0.11699533744800751
NTS,,,,,-0.006429747001317758,0.06507530468207723,-0.022224309042998963,-0.021501145265897095,-0.019665446329236728,,,,-0.03280976735895653,-0.022021763121919096,0.025258186927475022,0.01757009065454247,,
SFRP1,0.008981368985013232,0.09132856148664165,,0.03694613953215908,-0.02295316221224784,-0.024469901754310713,0.057131839523575395,-0.003487344895891442,0.012114482473038635,0.0425737725709768,-0.05432582606850572,-0.029762601512197007,0.04877140327984721,0.03787346315116352,-0.03165443357984939,-0.03249958744754498,-0.0608139356222664,-0.0352246959164389
CXCL13,,0.01907300915207023,-0.019502232611970014,,-0.02274687687760922,,,,,,,,-0.031590549887743916,-0.03752885805889642,-0.03161184845612294,,0.17189224095242095,
MICA,0.03578702868442275,0.03794401067307165,0.06756232641964868,0.01924442509720335,0.009009682950148756,-0.03771928164895204,-0.013091938351990507,0.034926903115758516,0.05957421290839041,-0.004431668531378036,0.012499381092424003,0.04613416470181533,0.02827098160422418,0.048037791501972196,0.05712659757214648,0.05599924783026231,0.04106577961214753,0.05800632056829149
TG,-0.0311314484023645,5.0486662241277425e-05,,0.0016525138586746585,-0.04029316464866321,-0.025095851032846374,0.06351611832262113,-0.01816205333527276,-0.013347870082279334,0.056327014367369595,-0.034444068494494384,0.08340376940925023,0.07382189840509455,0.12667872195183413,-0.01594955120152648,0.012517346812097683,0.02680799350393724,
ADA,-0.03666062427578909,0.04874236718592695,0.04938172012864732,-0.008027107616897147,0.01774006991957493,-0.02502688616737584,-0.137639200647717,0.044608434514349274,0.03259379190226588,0.0384958351090725,-0.014493875856098418,-0.07210664453325226,-0.05954314910429588,0.007871757033352328,-0.020952628108484896,0.036400969914150844,0.002546121060441885,0.06227690888104181
LAMC3,-0.00016465692888942643,-0.03196993443792447,-0.028489534777905366,-0.0014857343751975489,0.01435134024933278,-0.05698224890482796,0.030865486987242372,-0.03572851600599646,-0.018180162985134835,0.020212967180233264,-0.06562151294562095,-0.013424381298947706,-0.018084124461505976,0.05802759035204247,0.028059239355682972,-0.01711626408684217,-0.06993909081238707,-0.05095173943028391
CCL7,0.03766465747696769,,,-0.027135054359499693,-0.006493427313744892,,,,,,,,-0.021078642436823194,,,0.032242210597866104,0.008402299960183154,
NGF,-0.040100039424752376,,,0.03700651941744722,-0.02089409697845575,0.038799076816951356,,,,,,0.016970342153475145,0.030278230103697755,0.07361282740807448,-0.03327020987398998,-0.024607791464441843,0.07943766264646103,
TNFSF15,,,,-0.03021621018781095,-0.02232899862097202,-0.01571605116079881,,,,,,0.03756385649988639,-0.020549309448497782,,-0.012034280134144542,0.04982385399411253,0.03316447361609198,
HMGB1,-0.04839615338153812,0.01803132219376168,-0.0021147725088541723,0.07992780728317647,-0.04729813798246719,-0.01716662189321011,-0.08686511529161518,0.042833951723179865,-0.025449584452459473,0.04114981322567408,0.03981285708187294,-0.08116438374301642,-0.006862174189461348,-0.012611192045106027,0.011560853152621111,0.05410472724678429,0.004022233721711375,-0.0018025873154291878
ITGB3BP,0.0022739118110992984,0.01036241700931349,-0.007860591089053653,-0.006964090984110716,-0.02221316207744949,-0.0312675363848993,-0.09520618059860211,-0.06012482281424961,-0.038455380372806526,0.08040144453950764,-0.010032066125462872,0.05644143251768059,0.005966348933287307,-0.007783627162121709,0.007615035532002848,0.05963013205203945,-0.02917610774006375,-0.019998834015831097
AANAT,-0.03388511305417163,,,-0.02749366388723652,0.05495590015566922,,-0.038671719676976246,-0.01633324070378086,-0.015386303650885537,-0.028041546976096975,0.020598130825939382,,-0.018491917070703308,0.19526316121984127,,-0.008100578374286814,-0.02976394206419744,
RELN,0.0145788163874333,-0.026155999250050126,-0.013331340478173213,-0.03441967087798739,-0.027209953885816904,-0.03230379506575794,0.15873755407909854,0.020780395425730507,0.034032004494263635,0.003148686563919301,,-0.04062757042740003,,,-0.014536106219093087,,0.003310164991023424,0.0269097219189205
IL15,0.03380248057982641,-0.02290386704389696,,0.004371137917204281,0.05152697827155935,-0.020690962102136234,-0.005946723481533663,0.005582361691511191,0.010498616368168557,-0.013359446423443258,0.0046002858425478665,-0.01689363335671897,0.023477983663626332,0.02493047503117492,-0.01638504440857902,0.03654351598781751,0.0669626176200506,
UTS2,,,,,,,-0.03828924736951883,,,,0.036203583298503754,,-0.015747220764517324,,,,,
BSG,0.00958750381166244,0.021258899748627047,0.010148709292687942,-0.003862539178362075,0.043592531339254025,0.07884215652561175,0.13336975060433565,-0.030406618990013824,0.011720247820817115,0.01915465681013061,0.00814692989098584,0.0013824349439618962,-0.012757936586051035,-0.023936797129158555,-0.046377900320786924,0.068732985028717,0.06417152541702209,0.003379574367437564
ADAMTS3,-0.010253712479429014,-0.010394996645271756,,0.007406667543073373,-0.004202010147677981,0.012090831199230321,-0.13775208972578273,0.01726972602305123,0.047916693615137895,-0.004496424021870274,-0.007617949588579141,,0.03371043979656556,-0.01692502568694113,0.0431969897414059,0.02447644118902723,0.07401662350425954,
CD34,-0.03443870462239948,0.010186689646502095,-0.04453385447708778,-0.03307143468889514,-0.005908072353104517,-0.005527282679048243,0.030305742618013914,-0.039669568358295854,-0.008011340514897693,-0.018990547692594024,-0.008783450637141569,0.03868803749771754,0.0466470223224373,-0.004107625814618796,0.0012650639176431421,0.0425982122503682,0.04788262675196604,0.08892881938411479
CCL23,,,,,,,0.017807599275240893,,,,,,,,,,,
PLAT,-0.01020966286154977,0.0583963970886249,-0.03221381993198248,0.007434228072300602,-0.021331552927085464,-0.015545364986296292,-0.10243949155510884,0.004936241589037018,0.024129180870279654,0.013439645890975259,0.14898580623914398,0.05385510453027147,0.0719274427546763,0.08897967407671512,0.03859414009786102,0.0282724922705779,-0.002774091287958889,-0.06011456527902958
NTF3,,,,,,,,,-0.02483716456485263,,,,-0.008700690227362064,0.085517526414166,0.05236743345611429,,,
LTA,,0.0349812174162962,,-0.0021584967192744475,,,,0.0021612640016169713,,-0.026007241971457543,,,,,,0.017627730389962872,,
CKLF,-0.06266682947735933,-0.008848018322341148,0.06398905047007487,-0.007751617932818398,0.029876356572211087,-0.03799102064289705,-0.10460516795869289,0.008205416840413938,-0.07207880300517058,0.029722726830935138,-0.09139303042219808,0.03303263785065856,0.06984019084349084,0.06201053734889261,0.04049009028643119,0.0033115388047991945,0.03438313450253876,-0.029106669556495504
CD24,0.08413272720528558,-0.037623014478017885,-9.558252313353308e-05,0.032278957644209544,0.004324321666027467,0.006970266797583977,-0.009564153168114943,-0.017051685621814736,0.006600009756363327,0.023158884237814828,0.07191063628683282,0.07079397923010247,0.05827983419991445,0.04832398126954287,0.005929703474766831,0.0339590677847291,0.008029473554633834,0.13385556716977126
HSP90AA1,0.04063977760570648,-0.0345732104362554,0.023855655721368507,0.02665745454791752,-0.11529619217776213,0.01339812068381789,0.13153499706605526,0.043162559027082194,-0.037837381653055835,-0.03454469311059867,-0.07313311620263543,-0.07767043252563326,-0.07097679867141347,-0.1142207499633987,0.02338057988132579,0.009303404757439413,-0.04237756941253191,-0.05015467220651104
BMP4,0.0036860092365892765,-0.014015221472817339,-0.024429175175433946,-0.002454694256881187,-0.018550752638339236,-0.008787597625021898,0.0077628262521403455,-0.03213194690293287,0.008179774126263965,0.054820206102650454,-0.04579527213151772,0.0085684293312968,0.014546216900357319,-0.017635125637061582,-0.006141598052570685,-0.03290838781921109,0.08660599031923076,
SCGB3A1,-0.0233553845205917,,-0.028708761952860172,,-0.02396015414694838,0.0032834747809571806,,,-0.01297849761817999,0.12977553341532944,0.08046625855501996,-0.013994378923038323,0.11277468877738482,0.05022676073345469,-0.009956695608450118,-0.031880203480628165,-0.012944151911440348,
IGFBP4,0.03054293363784757,-0.016771438538654416,-0.039674057878520214,-0.07081522153893129,0.05043780441592355,-0.0033899271536917464,-0.0023168219860424167,-0.00872122060061808,-0.009254466686844797,0.02491198956856707,-0.009719058489221447,-0.008387903252673069,0.02999758986284753,-0.011184741816046727,-0.05969761984723503,-0.022355721969028734,-0.03542403875174073,0.03244372771271191
RSPO4,,-0.021373540828980287,,-0.0009346126454090886,0.06697979923902923,,,-0.018295660559958175,-0.012978495719781118,-0.016692892403344876,,0.032600558320566735,,,-0.016830646003687517,-0.024859534836924713,0.20955509624152763,
LEFTY2,0.03763595216296128,-0.013383552049426598,-0.021472054264934662,0.007485031130906925,0.03667688841216816,-0.012413600079213221,0.00016194575396094108,-0.02446327268393547,-0.014231079287230225,0.01041693290700389,0.12340797407810779,,-0.017893380461105352,-0.020783762823702267,0.009293418012117041,0.04982810662740552,-0.009490637130561003,
PF4,0.004698358291678074,0.014352399216737617,,-0.023674800336216065,,,,,,,,,,-0.016567594963045173,,0.040711309503334105,0.005889552355920294,
ANGPTL2,-0.005844768775265105,-0.00027423484402936646,0.05310891974062231,-0.0039602553572962735,0.029598205244030514,0.00207950388505599,-0.07906786442979381,-0.005390896330828606,-0.0179439637305827,0.02264323845827992,0.12951074630843437,0.020593097118774998,0.04351353261904563,0.09719384187294607,0.021597786868000336,0.06159730512323626,-0.0027415042104357483,-0.0967641589425275
LRIG2,0.030249525433858396,0.026554867057117758,0.021247452306930946,0.022309980993948434,-0.02723314287631428,0.036944910143734876,-0.03813344952754689,0.03689383644132198,0.008001445739804037,0.0501350165732603,-0.009362937349524399,-0.027951519305857563,0.03504221992563554,0.028967951639048,-0.04124950629753813,0.041785150967747944,0.08578913093245488,0.038066436211916424
ICOSLG,0.022064098278876426,0.07062712783841411,0.05026365996406487,-0.023723844132952386,0.03876984073354934,0.058395651090889775,-0.07409752719158968,0.0017695110599702936,-0.013034697061966076,0.044801571217005606,-0.03993392999545733,-0.009212079041107468,0.01761677826936418,0.07382610869300303,0.00832679072915824,0.02776158051816465,-0.03520137604001616,0.008332806683868816
WIF1,0.031981856007037866,,-0.04655453489447013,,-0.05245663381947388,0.08213480786405192,0.2772770281688686,-0.014118327908911238,0.09386664426128652,0.002775112183769631,,,,,-0.015645715708879966,,0.04925874772736122,0.032236086248404995
NPPC,0.025681196721482343,,0.050277465715020835,-0.028887849216017565,0.017553056012691234,0.02608117581204868,-0.047173378492810725,0.01504474049519952,-0.018036932936949735,0.023199607538724423,-0.04181715190204395,-0.05679205620088847,0.024888466960908226,0.09993967913985095,-0.0144497298235071,,-0.018601975922744974,0.008339726123407073
LYZ,0.03716887391719222,0.011928921626120774,0.06143366216792974,0.039957282049869154,-0.014549812044633355,0.05498135233950322,-0.07487066638258655,0.008870537843741182,-0.04359687482199882,0.016574739525322083,0.06806324207910222,0.05087973736065711,-0.028837588888528956,0.0004456478700493285,-0.011258515604111317,-0.05040348423699515,-0.004006880976860753,0.06867517520865755
EREG,,,0.13045255471456896,,-0.02967963396113597,,,,,,,,-0.0018411325706097956,-0.011671129527355264,-0.0034076987299134776,-0.03392316250228956,-0.01834561224229548,
SPTAN1,-0.018808580666959323,0.027203200239629226,0.042665333665679754,0.028592391559413687,-0.0041889443907404044,0.11851972257312003,0.12914555672130254,0.00868879608890826,0.07379667756651175,0.0236770798203318,0.11991361179243601,0.08513472806463164,0.038286713660078554,0.07592587937179442,0.04274846129793892,0.015371289758156412,-0.035650122787032466,0.003251733675972398
PTH2,,,,,,,,,,,,,,,0.0018471665681276401,,,
LIPC,0.027725809179642895,-0.0004969505722922838,,-0.0077701471136784155,0.05892704052678211,-0.032086376780924374,-0.01805596054374232,-0.03420560060486217,,-0.04085494507958787,0.11109597975754273,0.10082806288690636,,,,0.021021200812229964,0.019418834134971946,
COL8A1,0.025280429433909516,-0.00877213669904695,-0.03353295540909137,0.014248807502157665,-0.05004082471874236,0.008902570833117586,-0.039738745951864385,-0.03563677096862246,0.03042653217521254,0.037697831240284314,0.006134022923153987,0.08871919425914127,0.06752939560804726,0.04538383267951487,-0.04808034836138415,-0.0016468259789188511,0.036823480901653126,
GSTM2,0.010425165107099286,0.025299538501125873,-0.01943791378048554,-0.08547900368559107,-0.002608938860992712,-0.017496994549433795,-0.0047492871367276574,-0.043498718308114914,-0.038360223714382274,0.011741903497861519,0.01488075319813871,0.04361934029672761,0.026194850223023307,-0.002686444878812711,0.06138005129641811,0.013347391932270764,-0.03270157567694018,
IL4,,,,,,,,,,,0.006210226039262907,,,,,,,
SPX,-0.03336579715289097,0.033615517575549966,,0.016124233202722115,0.0057094367906317545,0.04056377133881621,0.08910639771133268,0.006134141540106558,-0.004091935876336966,-0.0010261122323685617,,,0.19915551793029057,-0.02057078679320025,-0.014472475191885126,0.07373103938591993,-0.08332376043264808,-0.027504838456286096
MFGE8,-0.006376474483148067,0.09027236317034183,-0.014582306690876108,-0.034719556067780655,0.019450453342103508,0.05512025613008222,0.0043518944373008165,-0.021268577685787635,-0.04107870254425004,-7.374772549485906e-05,0.003607406203279099,0.0032319811050183613,0.03418880820229859,0.018933174772682197,-0.015707406135640062,0.01661111036799349,-0.012622994475736272,0.03018020643686777
TGFA,0.027309128127986235,0.014210567895156994,-0.04033081325717851,-0.01445684416982427,0.03658827846842658,0.043345842729669355,-0.10883022662598979,-0.036518288400266635,-0.04330948477219368,0.019196293648232894,-0.03326693160758221,-0.01062437557900459,4.305257352805969e-07,-0.006317458043007761,0.010980580156816792,0.05527658275041459,0.06814719395768276,-0.0886509699748376
SLIT2,-0.08106762340824833,0.014548860407710463,-0.021338366777241685,0.02159598177178886,-0.0390815366574401,-0.0035079380162135725,0.19720998035531634,0.11122811978044155,-0.0031794245041890097,-0.026274016978330053,0.07494670237265971,-0.03916476264072063,-0.024574891617713777,0.04570490442458852,0.042087802950571275,-0.000956525599094454,0.09529258805023053,0.09660780259329489
PLTP,-0.024422323074973752,-0.05755480634280973,-0.011825778043852691,-0.06302236883376909,0.037209438040714346,-0.023387114107382735,-0.15091421806983032,0.024275717184377526,-0.03247334214966899,0.04350134333546093,0.14453935603252305,-0.029110121714516362,0.008303217574903942,-0.0014930213122282445,-0.032030977104295276,-0.042483141675998246,-0.019434389330344387,0.04924036903467848
APOD,-0.02889532667519188,0.0383569358289175,0.027740281379435926,-0.0030028962487227717,0.022414869272227658,0.01421850994147191,-0.18849162602979222,-0.013548964654013007,0.01677166013771272,-0.029990682078791325,0.09132205079788425,0.05653820336414491,0.05414727866672288,0.12414719776181428,0.05193549564916588,-0.10218429752571719,-0.08858512860222327,0.009226428437642795
B2M,0.04343918889514103,-0.038651673762493115,-0.058913430553496134,0.036404286573904876,-0.0683873908644464,-0.04326906543265542,-0.15585733984037986,-0.0305363077916925,-0.057749218811431385,0.0388895376248803,0.010896782943983262,-0.007473603879108334,0.02436841349192281,0.07483310907697605,-0.040331151807970145,-0.06147645699289673,-0.033261871227933774,-0.13405627889264998
OMG,-0.010828348997590168,-0.01095609106290821,-0.062495728764246306,-0.014918625439778349,0.031059577799305307,0.013984717979637296,-0.1417070034587151,0.039348528048959365,0.05553843597585004,-0.0010495728044370553,0.08629573084319733,-0.05999247640007201,0.020096889144100474,0.1093898052882549,-0.00045021749587375773,0.08672734598843149,-0.011510969309213604,-0.057220516741817884
CXCL3,-0.02693613212438598,0.05688017305347187,0.028864484301874008,-0.013439377581464844,-0.004102735886456474,,0.0017538074787308774,-0.03442483436971551,-0.013884247068726903,-0.018729923776992376,0.007035387557450667,,0.036914610905149976,-0.061731051906662296,0.01828696283230381,-0.029551431515292707,0.01040974293485463,
CXCL10,-0.006699759221921087,-0.04033338462465621,,0.060020730623872205,-0.004183760855988575,-0.02828220115628552,-0.11110887472476867,-0.030954861547442734,-0.021091187509052593,0.12181659428120437,0.11583621504405127,0.09142701708227347,0.11464540242780481,-0.022221947733046796,-0.022997528964617913,-0.024548835660322163,0.03971322387254095,
RSPO3,0.001380113498327382,,-0.0268582028687443,0.0050234635913867995,-0.01311333975001664,-0.028736885981268057,0.1654864144711526,0.022809783225254794,-0.0006598698542372448,0.014518343381913058,,,0.05870762996243332,0.08679564911280334,0.02573737232833438,0.1328711080107561,0.007482679167928287,0.01572989717462659
CORT,0.0021169297440890083,-0.021478489597709167,0.07139133015880865,-0.016333679565843334,-0.008994351845543728,-0.013325394580654128,0.15167857543721777,-0.013471650989567985,-0.01460015544721734,0.026883030220123807,,,0.050225865581067244,0.006177715106186392,-0.001581591581542058,,,0.16003204585304975
NCAN,-0.038340050411899765,0.014519427433377885,0.019948076831537855,-0.0552751632893342,-0.010877550654366784,0.0269115217584809,-0.10844752319021958,0.010789154473907457,-0.016807058843058647,0.002319400925054115,-0.0043393544335532915,-0.020786198854913923,0.12063526970829268,0.11667961442906681,-0.04882017890583542,0.08370512687333634,-0.07742548420337604,0.04447576251470191
PRG4,-0.014903190849492471,,-0.030030940454159057,-0.0045798557380541905,-0.019169746053524245,,0.04935222379093113,-0.02338112788553342,,-0.022883381984010367,,,0.03425602142381286,-0.025582019945361554,-0.040134692985295546,0.038597369484012475,-0.016854782956126246,
ZG16B,-0.021639451715220723,-0.014471885659367193,,-0.02251979828684837,,,0.0055125587708054966,-0.012499400019842935,,,,,,,,-0.02979245105880161,-0.025081449881963352,
TGM2,0.07050916857238633,0.014404289189551476,0.03135933659615777,-0.08010738778974574,0.011945944467324925,0.0032150298294812986,-0.03884647087165452,0.022289043529593527,-0.05528554673332136,0.02014122778845106,-0.027180587712240873,0.027511867458221387,-0.025221346938639273,-0.051769597403519364,0.038260048611703394,-0.015590941284920163,0.015358924059918542,0.031073193170825932
VEGFC,-0.020144089271015148,0.08787956067688124,0.05573693090975041,0.021083297497268557,-0.029508591416179623,0.011783918647563764,0.06516936038850148,0.009275363315421793,0.041268799108445664,0.005354600227574416,-0.04892184327782949,-0.04433192040239983,0.03543542195115628,-0.010455765239858106,0.025563516571301386,0.06751400998028632,-0.02237352674733019,
WNT6,0.0267494810039949,-0.013383552400671274,-0.024389475437252027,-0.005208974182398991,0.0018189891477138633,-0.021222551778986822,-0.05409427694490211,-0.007420941095258732,,0.0989542516725312,-0.034969763626619924,,-0.03146661621516607,0.020101742629483194,0.09471753048407675,-0.03598050769566149,-0.006448975894746313,
NRG4,-0.021511131244537345,,0.08347665806010264,0.028562911730618184,-0.013795871348412701,-0.025980326611572967,0.004976120070782388,-0.024013371271181444,0.029054586220189135,0.02127608549509347,,0.012369434535713335,,,-0.02222530473057149,-0.005493618883890211,0.013882886370508652,
PMCH,-0.024792736400796687,,,0.013339037298718992,,,,-0.01829565967699494,,,,,-0.021424989078146817,0.008818663446978422,0.10236085661693427,0.0011937431226515935,0.07050630813553169,
COL9A1,-0.04138467590881094,0.03314107818593815,0.07199920140316816,-0.01807419069991758,-0.011562169644886796,0.011029604840959262,-0.017334627186962163,0.08012714614587191,-0.02749252214829303,-0.031044424775230863,0.009755206200658917,-0.014665034169293984,0.059438513125671937,0.06646350834170751,-0.007709704188428708,0.09569940947197067,0.05748041158427687,-0.04628497091383754
