,UKF243,UKF248,UKF259,UKF266,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
NTS,,,,-0.014971922403367617,0.018984336719123893,-0.026631690123308478,,,,-0.04709333679847625,0.01088880263985449,-0.004172602242845529,
SFRP1,0.03789731087088568,-0.05229813002032023,0.019354194117566947,-0.04556638532775356,-0.02707786588796564,0.04340301379607332,-0.05798984157042918,0.026825031866596894,0.009452489258810613,-0.006623800200048874,0.05836046635080372,0.13072274170789322,-0.006800918357884625
CXCL13,,,,,,,,,,0.10920010300635481,-0.042001695997442516,,0.12187561598014648
MICA,0.06108492518611004,0.1327165498750465,0.02581879219379013,-0.03177839638884775,-0.0023328993792641525,0.09094709497138594,0.12825115425695008,0.0864482020048031,0.13659180262846454,0.09393727556920006,0.06357198934945196,0.20475359513161182,0.1013266056868326
TG,-0.0072519493310875096,-0.05730970167868595,0.05856359016450432,0.025848465118990412,-0.01959613375685905,,-0.0018261564316753992,0.049459432582306034,0.04688950007794507,-0.026823001614980857,0.013361660745983881,0.041784228674614794,-0.0681241701796361
ADA,-0.014328694648966276,0.22449085404356822,0.02159189423839957,-0.03376119618849843,0.03136116838831867,0.05331738763112712,0.06145245411505554,0.04838440123648261,0.12465762623229334,-0.022483703176532577,0.16102385335893285,0.2916792255191036,0.1423226323818832
LAMC3,0.09394534262217155,0.2673441238304024,-0.030386628785735018,-0.059426924389317584,0.04050473054895725,0.027859118564685384,0.048510311975278136,0.07522912823106723,0.07651552702000354,0.0642464285388878,0.193055166187416,0.4142716794365579,0.3801878252155927
CCL7,,-0.023148842904403538,-0.04096785674223126,,,,,,,-0.030255124843516692,,-0.008599758563790824,-0.02436119814926669
NGF,0.03988808576314501,0.07056080836888808,-0.05124166611397396,-0.016491229374070028,,-0.02663170765850944,,0.049925852502010766,0.02098893026889967,0.13010372212435023,0.034279674952056104,0.26656493218093213,0.020170878462211436
TNFSF15,0.039482502707831955,,-0.00790104132822483,-0.02002396788276008,,,0.11422404945820396,-0.016126085807124272,0.07206704299549713,-0.02949534936492137,-0.02121543948062242,0.11222069028648457,0.06392503821212686
HMGB1,0.07392547443070945,-0.059706797452537215,0.08514558974185318,-0.04207752336754813,0.01185326135207668,0.10562415472299115,-0.0639651344838111,0.012805883086717996,-0.1113103463807555,-0.003674138684264529,-0.022607880630448173,-0.2335958025875979,-0.0074789676460550805
ITGB3BP,0.005907171894942875,-0.07599720223136093,0.01950360622978486,-0.04424690664500225,-0.004844119185786497,0.021404644462066944,-0.04227003510080392,0.06454984993310518,0.06627319322381918,-0.025222272083444044,0.017665183041107785,0.07807825092501508,0.010058376240331334
AANAT,0.0008886412075802418,-0.012816485446005239,0.001944554097183987,,0.030243445984339902,-0.003198676369541885,,,0.01316776220720793,0.006272228375956927,,0.00046431324655414743,0.04512026673781618
RELN,-0.04716462309684371,-0.05135727832419055,0.06308186281418844,-0.028029607639064653,0.045430587669860426,-0.03288930071759802,,-0.03145368023907359,,,-0.011219337201269173,,-0.02798972198094016
IL15,-0.009882375824078629,0.02485400677799535,-0.01450630738861679,0.03915678043315451,-0.024393077365569775,0.14493000116324,0.0721926239380579,0.0030430507029145723,0.0841236292844645,-0.048626547048653095,0.027622674014048842,0.19060458460990587,0.0822310231088363
UTS2,,,,,,,0.00020760187729063488,,,-0.02260269519713407,,,
BSG,0.0050332672424485535,0.010203665913617464,-0.08287686167737746,0.019670573664118556,-0.03133075541968731,-0.027863052100577997,-0.036493043851213325,-0.08739971768311754,0.1000198512626573,0.03321190798504198,0.026445589468544323,0.07069888810782578,0.2525040837819892
ADAMTS3,0.10152414924026239,0.04842672120709265,0.04735227427925646,-0.0229497985372524,-0.0058722500337463485,-0.04020469802920156,0.09584349098795818,,0.1335302475527358,-0.017834877112453292,0.04768774775209071,0.05096456807137524,0.0830600292968582
CD34,0.17014336324796142,0.2363075636093178,0.010848729618570847,0.000567780252077931,0.014561835990255272,0.08122536104409955,0.037723749053062534,0.07063193977170378,0.10020305944001275,0.0338925301318796,0.14926476965054827,0.34571833057090456,0.13337073842046376
CCL23,,,,,,,0.05385408230390978,,,,,,
PLAT,0.13666094956168165,0.15067003835356527,0.04990913167124814,-0.10069280644311304,0.05924577929509473,0.020481574695960146,0.06478967669857477,0.017875766107568948,0.08059955998380855,0.02175024795262211,0.10559008763629721,0.1799737405862843,0.27330952860378666
NTF3,,,,,-0.028521404249652386,,,,,0.03348056104373152,-0.05422760758522566,,
LTA,,,-0.010942746896021281,,,,,,,,,0.036619821291640646,
CKLF,0.09478103201110886,0.0924479411919891,0.007418443764138578,-0.04591820251377807,0.014673926455818392,0.021260919782694447,0.011605614195994433,0.11892534948830592,0.13528119322284682,0.010572106640854576,0.0009105730143347208,-0.040828439665723734,0.1006584328583011
CD24,-0.05152211980264745,-0.006845200061847177,-0.028380284851534182,-0.041157228447072175,0.031587053540244533,0.021328530264129873,0.10598978291696075,-0.10476051536035152,0.1066607439803676,0.008623108853822286,-0.022151253799840058,-0.07329595646404448,-0.12767609703630656
HSP90AA1,-0.014719784441152737,-0.21644123125276893,0.020472159955882224,0.11417194821557428,0.0017138779205571426,-0.06471663418210447,-0.01899700435485542,-0.04907421696709042,-0.18979677376360524,-0.056593478515372435,-0.1118761044616902,-0.21723380758906896,-0.2952303117796443
BMP4,0.037724611837345184,0.04697870626192181,-0.037615645758616985,-0.006641252499912172,-0.059574481693936136,0.0007956906922187808,0.07345177142199705,0.06374231111972684,0.06328079959544125,0.009703828348104973,0.1325965949470239,0.20314470056698444,0.01915522411147282
SCGB3A1,,0.03915377895156539,,-0.018188134902885355,0.011566243155394392,0.13956338027149362,0.09219856519458194,-0.08171449216764168,,0.0053520707834352485,0.041774079723855675,0.1261814027758331,0.047503749825779075
IGFBP4,0.10661182473156602,0.27313686280570804,-0.03255976009397341,-0.07468197132494578,0.023532714301956286,0.0520963138548924,0.10202479553030706,0.047586632980160914,0.12221820434806861,0.03501636671848124,0.16113233321825962,0.5039509342085668,0.3372738230002547
RSPO4,0.053827554651620896,,-0.002416865293723598,,-0.01905385177709367,,,-0.031164880141856692,,,-0.004974157790158649,0.062401195770848364,0.12225742146976326
LEFTY2,0.00037645474761522523,0.08033325799299543,-0.03321103568597809,0.030974112527663696,-0.020892781507310578,-0.02663170765850944,0.06652808523119277,,0.12457665317727334,-0.02568317486981743,-0.02116992593627677,0.14684537693225652,0.112042727770973
PF4,,-0.024013206179204945,-0.03314724089998801,,,,,,,,,0.022776018064501278,-0.0076063881043286355
ANGPTL2,0.08781507743587462,0.17433516854075168,0.03753547890276675,-0.08448271801479842,-0.014898666481811441,0.047905867648247245,0.11370412830951579,0.02694434027128709,0.02199481221340301,0.030956473513821362,0.05002663349475969,0.21152745214169086,0.2680029685489543
LRIG2,0.052396332496945315,0.03862541434262796,0.08148281374146896,0.023095212482995026,0.014236429969783875,0.04487134954976803,0.04298713119932877,-0.011307421217845766,0.061991229463130904,-0.01977944258317297,0.016323919183296415,0.05485999384378049,0.05909388130755431
ICOSLG,-0.027374954468705505,0.11345533995857596,0.040624482167761294,-0.008747413836566655,0.0857672259266763,-0.014662939099528212,0.013890374692073807,0.0712759732366904,0.007559694626172759,-0.0037072084397841904,0.051532892036238,0.1794750391125696,0.1478049273861723
WIF1,-0.015444593612353301,-0.043207866856475145,,0.058632670571505695,-0.0018349229702962885,0.05591836298604415,,,,,0.07070011912213499,,-0.08595464801216258
NPPC,0.08108458353781903,-0.02154130716450423,0.013812650669417718,-0.02388569011617296,0.051575152524387706,0.011564267465266589,-0.04441925324364193,-0.04619892354236542,-0.020726747707540967,-0.005333888118124041,-0.012398983659908477,,-0.03960665757523827
LYZ,-0.024449742122219124,0.16414443846509252,-0.004820814726906031,0.020134756590896016,0.04204402656214538,0.04640098702114267,0.10361271088334847,0.09139875150339678,0.06658630194392492,-0.007143140383923486,0.057326607964535266,0.22144970818312307,-0.04932425311177109
EREG,,,,,,0.01301641479804698,,,,-0.04616748808118423,-0.03695577482960827,-0.04903149009782688,0.032628004623985365
SPTAN1,0.11243920458503837,0.04277446699001055,0.057342066431693935,0.07412661804822006,0.014722001986102101,0.0006900406333034671,0.026474558273785642,-0.033925760495822174,0.09029361063885738,-0.08056403373256917,-0.02003521257849777,-0.03190364228237318,-0.08335985557955135
PTH2,,,,,,,,,,,-0.014592967174314074,,
LIPC,0.0721336237728189,-0.029398476109526655,0.012207053157800206,-0.022095372320861128,,-0.025848688697913423,0.04411825940562521,0.08147182263381156,-0.007914992429455262,,,0.12565650195483488,-0.00961671237351841
COL8A1,0.10073476040344809,0.2304582043317956,-0.008414949644788356,-0.04490915976002723,0.0338766546212002,0.056575589809837616,0.16263986873757938,0.0772985549924363,0.0823376553843323,0.033992343950187506,0.010298566417102523,0.1659153374339009,0.06791397976145466
GSTM2,0.16436965523572175,-0.03451627002922757,0.0051147181825586955,0.048383848363524,-0.018708860190825367,-0.016987637276209958,0.004675471979508691,-0.006558803730752357,0.06621677163918485,0.016571501230196885,-0.0016064828054370812,-0.07814354986263014,0.07543157966123894
SPX,-0.060979241748155166,-0.025472428408918484,-0.0008452945942454101,0.017761147476339948,0.021871506671959886,-0.013029282186419657,-0.0015761613733780095,,0.01884136823793416,0.057558469613854475,-0.020623995330215694,-0.063838173535921,-0.021291221978056062
MFGE8,0.04076653619150361,0.22960378259065053,-0.03214143530822356,0.017030028019958596,0.009700804747068846,0.017092471335265907,0.06182148731815591,0.018095540245036252,0.08380942886994243,0.0053016574785167934,0.12147202606199056,0.28719117847214254,0.19591181578662953
TGFA,-0.02890499732616936,-0.06336203275540224,0.010062850686207166,-0.038280476460380845,0.04897273125711006,-0.03859173718962876,-0.008587309970336084,0.16986710701793764,-0.007830509602472085,0.009907778808244986,0.030198676035343954,0.13502344728416182,0.07765276500462229
SLIT2,0.030132029965148643,0.09673971252155342,-0.03578965629348641,0.11249132112555786,0.030087869239172355,0.0034962151805401037,0.03426525395468075,0.08141697825320147,0.12617085097668143,-0.0075140454380625945,-0.008573133808308615,0.0932017219082165,0.023996747332822713
PLTP,0.09395005414391265,0.03649952150903974,-0.022180073886897484,-0.0066279753553805405,-0.007104339162587931,0.060553402194405,0.13717774975793684,0.007418231217752352,0.11706310069608523,-0.0564040401568231,0.09972937843924295,0.17158643268129625,0.16191228025892976
APOD,0.10933592082600868,0.028168991725767378,0.039249819122131005,-0.006723187207035067,0.06272648628451033,-0.04188056823272508,0.029685390973802638,0.097509288797942,-0.19954231374412773,0.09134734870091196,0.17519181836323983,0.17420279742003505,0.15584538350566376
B2M,0.10351741081710863,0.10458952753551969,0.056453074177090404,-0.06175904370769469,0.049386425616133114,0.06302492415950046,0.13826406096363097,0.14083889728089097,0.02592431999986646,-0.016806612998426985,0.10935488479218007,0.2803072194883149,0.17405222721142485
OMG,0.0751436276470837,-0.04546322551868872,0.07388074224329044,0.003590365161347612,-0.07752946853237082,-0.013849018931178148,-0.011028867222786112,0.04029095862881079,-0.10134984424186837,0.047468478600308284,-0.04636575347751446,0.0007659947363759271,-0.17055141584899441
CXCL3,0.017547807332100745,-0.028372930426765017,-0.050299061829888525,,-0.02038359386141025,0.12642806376837692,-0.028981735852295666,,,-0.04048555351283485,-0.040503562919037894,0.0944690080017876,0.08625087774147429
CXCL10,0.07554732023445462,-0.021428669409862555,0.001994311975985298,0.019893307108905987,0.005753476946286415,0.027350941794274823,0.08597833853978651,-0.023548606140959785,0.008510408397305935,-0.031242297758072354,0.06302284631974124,0.14859694659345918,-0.0003042856815537525
RSPO3,,0.014013710956140422,0.021241330300919483,-0.02973095553869731,0.029042770310590223,-0.04967930758696259,,,,0.026893160837976885,0.007749914628888539,0.06386529668846103,-0.09779717002477398
CORT,0.029643708612409538,0.04915794414457893,0.06033173878741387,0.042806238770126175,0.04726174292725134,-0.0348027967356595,,,,-0.03449884895480757,-0.032248510895069714,,
NCAN,0.16561800972681656,-0.04777448969496189,-0.06314513679338689,-0.017379438803410387,0.012530120937229074,0.0181669282543044,-0.048626234492618076,0.18904518230840311,0.12836175721097834,0.04159184264479678,-0.02787803330509159,-0.12906780689656294,-0.07206811447374016
PRG4,0.10857135688258468,0.11122641921836517,-0.013808365555706758,,,,,,,0.08499738377795472,0.19162404577218625,0.18064768854844035,0.2154532056841547
ZG16B,,0.010668640817672364,0.02339252036101105,,,,,,0.08264986536513523,,,0.05417173290508995,0.14747834181884967
TGM2,0.07770115268053326,0.18963281998467424,-0.05392847880753175,-0.05546692147715672,0.008300387584551023,0.053096732349427536,0.02721798181929576,-0.06334205688939286,0.12504363144571906,-0.007844817157142544,0.17270203827655098,0.2575621208451626,0.15243745692771196
VEGFC,-0.00418794003500523,0.23221560016662054,0.009919069298817057,-0.0020563472407152295,-0.0037311989623012866,0.0038886241824419216,0.016497079800761413,0.014212797987204264,0.060890842393078085,-0.027757174554494463,0.09930700980168111,0.22924482989487896,0.10859573656273636
WNT6,-0.02175854078745823,-0.03735014627486431,-0.009376603119078423,-0.014614307696911561,,,,,0.029599440443297986,-0.045165451468057546,0.0005016696208021061,0.043838976238922654,0.03465865783191921
NRG4,0.11686853515761561,-0.02132089701377657,0.054875688533815914,0.023888372598974555,0.025902850165364713,-0.001849351671065827,,0.023274529441505938,,,0.0012027180941630124,-0.015348028216781887,-0.04203687119086567
PMCH,,0.14787211723211127,-0.045536000436462165,,,,,,,0.054778346916179166,0.1086125086969822,0.11173072418039137,0.05463401483525273
COL9A1,0.021843728200544366,0.155838352951497,-0.002745156665073028,-0.06502490916985956,0.013112620644404683,-0.02701645647873586,0.015714374468871545,0.03978135881755096,0.05299594744701908,-0.027050472103058158,0.007446149881805726,0.002653829925504487,0.2934899255458076
GDF11,0.0925406774118954,-0.0055081360624019,0.04950303169349712,-0.04118362196547527,0.05365562268649933,0.039735640317415305,-0.008388516923855787,-0.02787253425958373,-0.010684481735137892,-0.04522176391493618,-0.02669836023781686,0.1969952063515192,0.03106848880810994
RAET1E,,,,,,,,,,,,0.06058751740035899,
IL24,,,,,,,,,,-0.02292813788991376,,,0.011140881221599062
SORBS1,0.024292039438456536,0.008340219180533091,0.07356810107931885,-0.049370580444166104,0.03325981854191289,-0.01997067111202656,-0.012357291592869038,-0.03705024258253016,0.1111646541892065,0.04052817927853669,0.021994443921122004,-0.073930091561534,-0.04697728249610976
DLL1,-0.04065956232703602,0.08631765802386546,0.06659284371748712,-0.06921042811943694,-0.016046638172262154,-0.02498401330805819,0.1354136097936677,0.03863308612274518,-0.05379933260225832,0.0010968937957027448,0.04033596785217117,0.13291851950204867,0.1762234245352603
TLN1,0.004727508774598205,0.13233733053485583,-0.016761536764549143,-0.03369160247638941,-0.019377336311203953,-0.03670387334784425,0.009144245272774836,0.02170859772668508,0.019006381037727966,-0.018801528754245324,0.08389571419895324,0.2406286485666495,0.21128104662665761
COL2A1,-0.01881035096591326,-0.007191954120476884,,-0.01583278359890107,,,,,,-0.01534449161781286,-0.0475242022270048,0.05581912867814494,0.03753456037433793
SHH,,,-0.01323922194307232,-0.01728154709844276,-0.021877223150101845,,0.023564987709289078,,,-0.003647015462372937,0.023034986298006155,-0.04410465244588037,0.10245797801825371
PON2,0.16752232179717508,-0.003096851501995902,0.05791027466596249,0.0005050055832428568,0.03252141883541342,0.044764886208049984,0.08600287925302841,0.020845550838913263,0.052276560846298226,-0.007016286770232459,0.011579452344645302,-0.13374638147222986,0.1404948813669326
ICAM5,0.0034029067101188,-0.02915377850435378,0.058373406477382546,-0.03578967606767524,-0.02995092687369888,0.02917655250015226,,,,0.07084940826485722,-0.04048056346648578,0.030339716377855964,-0.00947162215360139
HPX,-0.01208228247482253,-0.025424376940777958,-0.03253994560969574,-0.014614308682749757,-0.019053852621656344,,0.05623884280844014,-0.015285531222024092,0.0681787637851744,-0.012345525070357913,-0.016254798331678914,0.0707349494844961,0.08050025956472613
SFRP2,0.14987060024787294,0.027104688978446295,-0.025164009308111645,-0.009689320201714775,-0.020761465506249816,0.09842522029553895,0.055937606021253944,,-0.004519946789844758,-0.03385148916248517,0.05868566559625079,0.34028816961482106,0.3602043396461412
CFC1,,,,-0.008794464435195843,,-0.028141540036837068,,,,,,,-0.030125353689689428
CD70,,0.06548290219224219,-0.03779269059770595,,,,,-0.04547167163327483,,-0.032096277190691185,0.07760875964521584,0.07131517758463164,0.05535835979586706
HP,0.12962305176046945,-0.027879233126760397,-0.031079277598314782,,0.04063313614279021,0.06985625244709444,-0.06041921948091866,-0.00867733175507068,0.11306813039294877,-0.07688472433787247,-0.010981896639339338,0.07024973191106866,0.02281435366936524
CXCL2,0.021239267544774284,-0.014510670174736777,-0.022871507608053752,-0.022587046731338503,-0.026480189015534162,0.08560536299444699,0.0038293289171133665,-0.06216820148190937,,-0.054026992118209,-0.0002422110751238884,0.13149298689166655,0.08663757199691575
NPPB,,-0.029864244812060854,-0.06471719193088256,,,,,,,-0.0523962291217748,0.055863006835177816,-0.028664758319675385,
CCK,0.0067670662082782804,-0.10549738762940507,0.10753661774668773,0.10755638497712555,-0.03767382017387201,-0.05453637063542203,0.04255126717185041,,0.017018829326955445,-0.029496628988571784,-0.000422917277089695,0.11863708803125933,-0.32557457561706865
SEMA6A,0.08330550031634579,-0.09921937590674491,0.06125681289581002,-0.005583370621804367,0.02575068658955491,0.011067922874816994,0.006917649544387454,0.040104165494507384,-0.005525521005503621,0.006538150542062704,-0.06972359882315039,-0.13230011138916178,0.1890932437933171
IRAK4,0.06019111069109514,-0.025943859118336937,0.06118961527463101,-0.04772070310760149,0.0692954160851224,0.031526796918139685,0.10020292155397732,0.07935406835826643,0.08617067439241857,0.0037353980631784365,0.02770746269148289,0.12312302528999843,0.05930544667518226
GSTP1,0.08043085895154503,-0.0022283203239099663,-0.033491799114477624,-0.031094514290572445,0.04202612932429216,-0.0035043792472061208,-0.11438239801137591,-0.01754517767149982,-0.09390535168247711,0.022182175808186773,0.02399416837752013,0.023587422060956164,0.17059557395851652
VCAM1,0.0444035756965657,0.014853270441464325,0.0725852383116473,-0.013985367192200008,0.01867098855532754,0.08873702187148733,0.0821437664538854,-0.014720407388368353,0.09908161565783617,-0.04541360379806178,0.017760772256153832,0.19760481388601991,0.0902691199327687
NXPH3,-0.09160614809851267,-0.03693998954913077,0.009476336606791515,-0.03539489038724416,0.06762040699079326,0.04532871777578023,-0.016459598581471526,0.028662046323026404,0.16780245614902248,-0.038647279462944224,0.0117812521971331,0.003911147130331225,0.14665185038957176
MTMR4,0.010246118740520182,0.01174662454382948,0.019457888122724108,-0.041732303182690195,0.014508313662741974,-0.02688231876357854,0.02702941404948346,0.03511445958898752,0.09184964766233929,0.00860239849121608,-0.013753397978475265,0.04482580619803435,0.07908143495800823
LAMC2,0.04634513210541515,-0.00856586582673305,0.019582127228540063,-0.02002396591473571,,,,-0.06536466666162996,,0.03257462365812351,0.06369296637829355,0.10955493690642809,-0.010770442793828236
IL10,0.02563625943959288,0.02446653522449276,0.0170661103079891,,,0.16250099121173797,0.00013450224956133825,0.05057849561003913,0.06961909904021457,0.029457041197583987,0.0024573817109960323,0.16063320850936472,0.21428297939169144
SEMA4D,0.018936274776523036,0.07042225774762298,0.09084402291778954,-0.0007589304916743318,-0.016965446368820976,-0.05634664082704763,-0.03632095349363298,0.01377574503196224,-0.006901099771833887,0.026090103157935262,-0.07587433122509056,0.15012367920166664,0.04827266948468026
TRH,0.007002068979680248,-0.05578279767036233,0.0118401025278226,-0.027393170559490785,,-0.04382430132827894,0.1020798065280634,,,0.00544917131308286,-0.03154232307776257,-0.019769396636553527,0.21358610014754717
SEMA6D,0.06696379120541121,0.0009965518314434519,0.06728632610775317,-0.012255228694317239,-0.007380491121646791,0.031785586040294043,0.005531927282478871,0.024206336902876102,0.06820604764697942,0.0029653453308078827,-0.021391874271182814,-0.18191737439168426,0.16793398718015437
CEL,,,,,,,,-0.05027302194346364,0.0687775692182921,-0.009187250907680551,0.034626716691911065,0.13160251590876776,0.03811458067683156
PDCD1LG2,0.004610956144094884,-0.011058870777626321,0.06769099663607234,-0.014061843432951334,-0.015499233198679413,0.11573251944478678,0.008968900365716221,0.01659759584121296,0.12348536497880087,-0.03654087088661179,-0.031523895392657,0.15585168780645378,0.09540203781565929
SPINT1,-0.023033494172839328,0.0690443437877405,-0.03350858953920186,0.06407491076774231,0.03266827094646058,0.035810261489571255,0.011370233919967967,0.014786899357677833,0.12781388530290705,0.1117502249576897,0.008875527300582697,0.12302497810071061,0.142851039937492
CTHRC1,0.13922753621105377,0.2948812309031772,0.04066898365389885,-0.06670914552963547,0.01355472897512879,0.04978045025674296,0.12000826343149655,0.05218807090847333,0.10033684526850306,0.07938100339525987,0.2391684489659755,0.40543016905000456,0.35072534945842176
PODXL,0.08140467938138596,0.24553254474002045,0.01833005038967027,-0.046874678291445995,-0.03581446104961214,0.043190510207128045,0.11181140100244884,0.14018672745588887,0.10173583173334103,-0.008977041759869915,0.1520010742079072,0.21846594865023253,0.34793885822412934
JAM3,-0.0015485055636229623,0.10349128841026617,0.04610124924299662,-0.04963969759961926,0.04037973043281013,0.008356231278070112,-0.08176585120391745,-0.01926096052037653,-0.03912742449974759,0.004506344364388667,-0.015569808496853065,0.1275413293712169,0.22388466306397245
TGFB2,-0.061224051952101316,0.06333420444790912,0.0738329057742797,0.013803361165691305,0.02477580630682827,0.01685435323021614,0.10781859245742474,-0.07509035696588878,0.048502718419667745,-0.04291907019411547,0.0507514013256608,-0.060915121241086875,0.08643806845548617
