,UKF243,UKF248,UKF251,UKF260,UKF266,ZH1007nec,ZH1019T1,ZH916T1
PPY,,0.014375361397016076,,,,,,-0.012672910391881592
ALKAL2,0.07976111996761565,0.05594416774793423,-0.011906085814874392,,-0.0353463603917734,-0.04715649331219872,,0.0645484652748098
CSF1,0.012541787593951801,0.025009588245414858,-0.02292132760109294,-0.018463476561456447,-0.04657090324714031,-0.08873337236340355,-0.04421136986922335,-0.025445975209097377
SEMA4C,1.58921213853042e-05,0.0060045666079121115,0.006626551159953201,0.03168811849543255,0.027763317395996134,0.05285182970410126,0.021353669484154653,0.03333432385136828
BMP8A,,,,,,,,-0.017005245207242635
ICAM2,-0.010391768606251248,0.06667542849298533,-0.07320855368748715,0.04010520564538603,-0.017530997828958218,-0.004565206690658984,0.024877020170161645,-0.037469133072270434
SYTL3,-0.004089856877190741,0.007294827594051983,-0.008889012781747148,-0.00889746174505523,0.07692701458385792,0.05112271294451337,-0.05208176381047212,-0.0065562556686720235
IL1A,-0.0070057144430945295,0.048964406266740285,-0.023756978619423504,-0.03386917382935488,-0.023601537930172525,0.04477102355332947,0.008655329513101266,-0.0313583560098458
HLA-G,-0.03465285333616926,-0.018256976490921756,,,0.01573559170672868,0.04054094505513572,0.06911582381855232,
PGF,-0.024687830413653994,0.07826248352014553,0.0262576731753388,-0.01857838625636587,0.017258729251057505,0.009122609484347252,0.056648667623508696,0.0014209159899040672
LGALS8,-0.01788783104522492,0.021571884275136878,0.003031460893556829,0.04716924974143885,0.023964803634450863,-0.0010906285393941864,-0.06075826476696668,-0.013089096098921926
DKK3,0.018115209157800162,0.04002935096689883,-0.004967904173228586,0.027642117885374226,0.010263630526685791,0.07310284665562299,0.003544438270036998,-0.029373800747846113
COL16A1,0.004795264646579536,0.03132579177651905,0.008994057725255912,0.0431574065346441,0.047169288945695685,0.02317549383401691,-0.09350766992383984,0.0037492134698239475
TPH1,-0.03996345469615207,0.0878554992027963,,0.006999898111521571,-0.013507787873038763,-0.05373580962953826,0.18316178674721403,-0.04151116116526503
TNC,-0.0008707088762517306,-0.012290746283914933,-0.0058386441631750035,0.02374255180746277,-0.010798132029836646,0.004804298378925854,-0.014340464893758776,-0.005433148004008175
TNFSF9,-0.0442724138210175,-0.023837453994270598,-0.004049736748074061,0.029796320929404544,0.015383192151507236,,0.07053733780734749,0.006019539387104358
C4A,,,-0.011732913898374251,,,-0.04852651734061076,,0.03226896018075159
CNTN2,-0.003969426434019673,0.042306191978566984,0.017743927171396702,0.024963249084324252,-0.00025103205836618715,0.09106167482886268,-0.04334028841056494,0.015144695999336754
F7,,-0.013077838907630094,,,-0.011731552313154148,,,
LUM,0.08192520236394965,0.06453715078499692,-0.017298398547827838,-0.05098814715009111,0.01800446745968955,0.049994257408916734,0.04016455882011548,-0.06065226489672918
BTC,,-0.011864718627172784,-0.0183599263759055,0.03348241919831421,,,0.016464450922508433,-0.016104391465393306
APOC1,-0.016940804894407083,0.041995069711221286,-0.03251331324841018,0.035505891816822566,-0.04814074024795052,-0.04237546086875097,0.06362850264508171,0.011907061702469295
PKM,-0.0024375444852154813,-0.03550563090274785,-0.002647130575256252,0.003317496059263204,0.04956146924542363,-0.055924893529949685,0.04042581453531423,0.03187897292866915
TNF,0.021592683997823135,0.07001268116659319,-0.026051948127376094,-0.03438518335924631,-0.028821135375239806,0.004237655882759864,-0.06193589646975983,0.022382096042944558
GNAS,0.019773422365604396,-0.00215491653953702,0.07529982383316897,0.013500387301477599,0.07891384805580218,0.023787321580728202,-0.05301208837391553,0.021435282266167328
BMP8B,0.03987247340411311,0.050253916977262496,0.027757267327104606,0.03745852121217251,0.019834218354123384,0.035975384312628436,-0.005324113532398626,-0.015789715390639406
LIPH,0.03288521712857471,-0.013405254105148662,,,,0.041198015755023965,,-0.0042463452263195225
CCL28,-0.03000668966811236,-0.018856157416880712,,,-0.025228352670756134,-0.03758175334908124,,-0.013204609674192916
PTPN11,-0.058170087787042406,-0.011351072145571997,0.048835777845779985,0.019674365190309687,0.01934449604524403,-0.05079408534571425,-0.04420130143705852,0.06247577004320763
ADAM12,0.07361333954138648,0.08399301219116574,0.009139124352677906,-0.02717781578286513,-0.011524806232088394,0.017503009822315157,0.04423728246899172,-0.013864967127401392
EPO,0.02774156800281457,0.02030025681205619,,-0.01707860578950003,,,-0.03058160459641916,-0.014042004980836416
EDN3,-0.04141267748435601,0.03503226636006021,-0.03509737872554089,-0.017496303898542107,-0.01682650852943657,,,-0.0091997999241054
CCL22,,,-0.01483321526336339,,,,,-0.021698577414683284
CCL2,0.015367289407554255,0.01979611089483824,-0.04403982084045499,-0.0662255746810672,-0.03855877413791867,-0.014920131775074662,0.012187585910775869,-0.03832845875036675
DSCAM,-0.06892820676921196,0.0010481471145213105,0.0040150276005213184,-0.004721945427815488,0.05488119526453558,-0.03104304054213731,0.08114029616133026,0.026860058673487584
GPHA2,,-0.014940836856378186,,,,,,
ANG,-0.021766665089869623,-0.0481977218339014,-0.011034408507686035,-0.042169668251659215,-0.027468915737921578,0.017401467502024752,-0.08137263126330835,0.0923558252324193
FBLN2,-0.009925781673442722,-0.03759745363432709,0.07491241311282436,0.03687424687207655,0.017229467512080997,-0.09069017498569495,,-0.03684347393104207
VTN,0.04067843965805306,0.08272298353976032,,-0.017218868320299723,-0.013507783455979949,-0.03587771243679308,-0.05278120218549655,0.032225779224033836
VEGFA,0.031324130395070496,-0.03993148542175505,0.020855678845142722,-0.02170728221521534,-0.009877842830791458,-0.026316713487350398,0.019427399567381026,0.02026706570280624
F10,,,0.022085088933870494,-0.016065495526627855,-0.007957866857467515,,-0.032791560498461644,-0.007636179910696906
SERPINA1,-0.0020445988614937994,-0.017250534372930944,0.013011647850538932,-0.003981305923985447,-0.046671685984846126,0.006068402190936763,0.01817400331510562,-0.003536254203592052
VWF,-0.025543531354167932,0.09845469315563746,-0.0011566311821593854,-0.0280044039156966,-0.014156627329671934,-0.0582625211717925,0.0287565027843833,-0.0025294806709252604
GDNF,,0.09760480344112467,,,-0.021025388691996567,,0.07688223416437706,
VASP,-0.0389162232325936,0.0485406591469339,-0.0155515828266424,-0.03686609839893781,-0.004809326766606699,-0.06788872931983532,0.023569964497758937,-0.013427646305741798
ADAM15,-0.05272720091845191,-0.0015574215530181033,-0.002203744755050195,-0.052698007423112994,-0.011990406015274258,-0.025846267051521606,0.030258968167980665,0.02518467462574495
WNT2,-0.0348912317345155,0.034842971465876435,,0.09283171660754448,0.06217240279673466,0.05666839075805167,,0.02085407008235422
CALCB,0.033492000553198405,,-0.021459807317398293,-0.020798617122669755,-0.013691583566928189,,,
OLFM2,0.028356172587210415,-0.016688404103345753,0.035695203425067226,0.007802921376868208,-0.06527664742063068,0.02083675800384503,-0.009956113621470506,0.03585250203291008
MFAP2,-0.04681914226734867,0.07167209568724565,-0.032213699526297,0.0005456065251582667,0.00951084181262728,0.07182265018667565,-0.035155544467816,-0.008024959866859879
HLA-C,0.036703587065969774,0.07414738126902165,-0.0006875502424566881,0.011382257515984685,-0.014132710340413041,-0.009894917877850632,0.020942315663522233,0.008391043743548935
THBS1,-0.026675316805954946,0.034443240515761316,-0.02430241997215531,-0.017528661572279097,0.029530245487492026,-0.013196541924158325,0.09153077638158881,-0.07605770357117277
HSPA4,0.1081769483633036,-0.03496401180757919,0.022221762457035263,-0.07477943441180239,0.05712321894857009,0.0163476274793619,0.08706959137650998,-0.04462138530560171
LMAN1,0.007306330997152733,-0.0421625613128355,0.006109329415755371,0.011186757298235582,-0.022483411213204373,0.06730942902355033,-0.01246849075379524,0.014413010994484584
LYPD3,,0.06537343971020156,-0.013673137538630087,-0.017218869801838874,-0.01697655149717726,0.052057061955087115,-0.06501631960400203,0.04724287686076904
APOE,-0.07592680506356717,0.02625516508560555,-0.019461583057746316,-0.03586808516767522,-0.007155476271867139,0.01845552353016876,-0.13893050440044297,-0.062242922390834864
SOSTDC1,0.01073447538265333,0.02933525727280808,,-0.021496495046996834,-0.040814863452351934,,,-0.023417072654254734
ANXA1,0.03135888509458102,-0.030783614042499293,-0.033325325357589634,-0.016227437612745962,0.0049837429688693305,0.0738557957106715,0.08653072285973691,-0.10221631531385625
WNT2B,0.03299808415731313,0.04604870100839572,-0.019259124212527644,-0.024730257599654228,-0.02371819668851457,0.021739319969675097,-0.004253334748263888,0.02587199656517028
AMH,-0.07422071118167627,0.002383647558459127,-0.018359928307292387,0.030874732397000268,-0.024588452594878688,,-0.0024823335361428816,-0.029642459438223297
GDF10,-0.03405106377112548,-0.015515170546318525,-0.015382503383713098,0.039074595244730816,0.12682566609569004,0.05519138991145793,0.0878550467880441,0.034022395581740264
EFNB3,0.055064614046001235,0.032137784002002415,-0.014907293753177604,0.023179551692996757,0.02092921535392185,-0.02864329143116315,-0.032362462111716665,0.056672834112694664
LTB,-0.02641536958049457,-0.012623807413781826,-0.02244130558480082,0.0044739824867108665,-0.014052350062374253,0.16659680460070533,0.11763455504804453,-0.034700515469254956
ANGPT2,0.031254840440512806,0.05190538299055367,-0.015537131320709144,-0.019505327337087233,0.03264259330622767,0.053996438306008934,-0.001108060607368237,0.011006734682808668
ADAM17,-0.031529185317784716,0.0023346982230687927,0.04963554479796572,-0.060776430152140834,-0.009107045915943135,0.03478554184598545,0.013769490452294676,-0.032030911454694465
LRPAP1,0.02638934962359419,0.032526816935656164,0.030763550644249626,0.02798635092871797,-0.010809654097709748,-0.0667892428913909,-0.08323417392433484,0.024622849630473745
NID1,0.03994145305117982,0.09844816536230679,0.001247045870631037,0.003150121354211691,-0.006058094379693439,0.1107160368528546,0.008803459490058061,-0.0690367340392429
MST1,0.011934948175705121,0.02604222307384598,0.00016528790246934632,0.06222059763978994,0.037208376651679274,-0.02924258142991678,-0.051962798918840904,0.10141104709665315
IL13,,,,,,0.07985437620711096,,
DCN,0.0694399623014918,0.05716914960046855,-0.003396313361554681,-0.020319475097924894,0.005486044253756894,0.048859785461000595,-0.0031423421992264203,-0.0730526790306913
IGFL2,,,,,,,,0.04351828962038452
COL7A1,-0.05573744528799331,-0.020312867489449216,-0.03141109989937458,0.01205992944951298,-0.02297945859254274,0.0739595372049731,-0.07696862526257968,0.006098329256027632
CALR,-0.0035086333803198695,0.0362065762142832,-0.016313530448306548,-0.053752896924042275,-0.012543356164403392,0.052159652916483404,-0.0243096829758744,-0.022524851505716387
PIGA,0.07330449320052697,-0.027797772156676667,0.018825369839473815,-0.03554862068392961,0.017597629650819742,0.0077138543240037405,0.03243859950312454,-0.015784334570308863
CD200,0.015206359758118855,0.08842474482673555,-0.0036229891031814153,0.0422012038892348,0.01194692241972451,0.025571512496924534,0.01856631538480334,0.04474598639425425
GRP,,0.016920420154823423,-0.013056885159289372,,-0.018276038261742854,,,-0.016661744794039857
CDH1,,0.05815923598223312,0.024706500446810994,,-0.02114836628550693,0.03592688892671985,-0.10980785180259788,0.002199297652119894
LPL,0.057624412690152,0.041606938207375356,0.007244030483481693,0.029136146698080987,0.007619571571996316,-0.05410301165981212,-0.05535177441720608,0.06313678930888947
SEMA5A,-0.010498217086891217,0.09712610434826295,0.012474716487657644,-0.04377909682738326,-0.011044122335802535,0.003547207821026642,0.08614935463214284,0.03397024533805531
SEMA7A,-0.002731581708232353,0.0774881154573028,0.013885852467269422,0.018849224841764996,0.022134493881753023,-0.06362847266763325,0.051827457575655864,0.014792611943331133
SEMA4G,-0.012834228508477258,0.014839980559821928,-0.021258834268268693,0.009640626836042112,0.10171647605028497,0.09283351020549356,0.02731858138920773,-0.023329469697604723
SEMA3B,-0.001740657147005831,0.015197418352642674,0.01779231216884039,-0.00975882777020302,-0.0426471305643199,0.07865733412145319,-0.03308072396164092,0.011349795733955177
RPH3A,-0.004000732875092175,0.10065139719355089,-0.004770155509954736,0.1008446294411788,0.06892601955106745,0.10236749212941719,,0.04646289381871832
JAG2,-0.034555539003917175,0.03817682289753934,-0.022321909971872358,-0.004710598578284401,-0.02724653922334476,0.05035600409676554,0.009959903369207887,0.037200784084144005
CGN,-0.01205926322530779,0.08332908426660066,0.08970010161652493,0.003360256284089747,-0.022228324751155288,0.021046063341756932,-0.01471620351811844,0.004396995568856782
GDF15,0.058302065259083914,-0.016540085942945842,-0.020437821094913926,0.0019126466413921476,-0.007282284504597693,0.041843173706758933,-0.06752899581611431,0.00767192379661422
SEMA4F,0.047357859969821565,-0.005339969877504459,0.010460077534280276,0.015189763706359615,0.06758474494233682,-0.030747653311451125,-0.04148937896901606,0.04932268009065617
NXPH1,-0.00255812635434059,-0.02564680320476083,0.050073369523445294,0.03427623392987411,-0.049486796200652466,0.009343022522357573,0.09146625640033892,-0.012309912921519756
ARF1,-0.06405455010519467,0.0570985930762646,0.014740246829205265,0.010920048529255417,-0.007667636094317898,0.010285583870772035,-0.11856099021472863,0.013801146184931182
DSC3,,-0.011306929784987277,,,,,,-0.014042009243139888
EBI3,-0.015876368199355045,0.014587564189346383,-0.030772039231655442,-0.030527711636590536,0.03929963134452783,0.03372492725284593,-0.029627719831395484,-0.036636105029099704
TIMP1,0.07429644298681623,0.009704541790778998,-0.011719732082478543,-0.0337324478376379,-0.005617161646010899,-0.03554061212796826,0.02097762693091087,-0.036556093471243604
SEMA3C,-0.07483491248549569,0.039951734083767405,-0.002811295423133723,0.01779748628728394,0.01550461198618602,0.1165840519614396,0.04168057851176947,0.002193600278293705
GNRH2,,,,,,,,-0.015216430775992433
GAS6,-0.013305577889295244,-0.005158332632560831,0.03833125033507536,0.022321285305361326,0.033078239181022616,-0.08438388676609578,0.07225903743024632,0.008619215932936587
MEPE,-0.0019423954635043386,0.038909328964381956,,0.06429050046817371,0.06742704756366982,,,-0.019403836189119346
SERPINE1,0.0011816331179841841,-0.015623862717350213,0.056607776705302155,-0.02520756332242392,0.08348585318038457,-0.03587015096343563,-0.011987940712329745,-0.02284415350838197
RSPO2,-0.042419971917145735,-0.03051668618891295,-0.020437818491779006,-0.0006462783410084475,-0.0004714170506564476,,,-0.004129111495748664
SHBG,-0.024917949114020226,-0.014645816348283953,-0.01969495290873456,0.034673644062866604,-0.015085845953797942,-0.03529384818441582,0.06766498980404967,-0.029439871696437428
LGALS3BP,0.0460618911090497,0.021503963317045804,0.01989259450225771,-0.016447981936620535,-0.043440200158533684,0.14847209039953996,-0.02956166379605896,-0.014426250125675924
LAMB1,0.04104541234089354,0.05171353828511867,-0.016888420579954506,0.003483931397555011,0.003399797080906589,0.11160204920143477,0.1035438053081001,-0.06179923447501457
SPTBN2,-0.04787484793017486,0.002180765542510288,0.027234915054189276,0.044281090450342224,0.022317237734245106,0.03304100805625359,-0.03319142332189178,0.055334535625107296
COL1A2,0.008565810494164236,0.051125777077252244,-0.0007575805409183905,-0.0363203763097396,0.030740187260920926,0.04202884452580698,0.08032655068588494,-0.08670167155203518
DEFB1,,,-0.011557256756746136,-0.014006481292351792,,,,-0.030071585680707964
CEACAM16,,,,,,-0.04382962205561454,,
WNT11,,-0.016206502439752076,,,,,,-0.01863550415764118
LGALS1,0.028279117490680992,-0.10585188675039033,0.06622069936370045,-0.035506393923373944,-0.02803854291878855,-0.027549750246955693,0.09713729130565989,0.0010820029252322668
BCAN,0.006826828296111561,0.10318212818818932,0.07172160267941334,-0.02686540607427743,-0.015155261559542232,0.0424816449134035,-0.11158830724965985,0.007980934448974348
ANOS1,0.07736369874815247,-0.011849932314260035,-0.00041047232765520245,0.04532834748789325,-0.0569332974418713,-0.11629754841996046,-0.0501299942181205,0.01771755486434845
EDA,0.09417046586851117,0.1591557614611015,-0.023848606984948176,-0.030075545193881295,-0.01149268088621989,-0.049423441540640184,0.06725215678972495,-0.00484108828614353
FGF22,-0.018143296014208502,-0.01687168203730203,0.06591200798439607,-0.02032177647859535,-0.022110588910756238,,,-0.026912048752774437
SHANK1,,-0.016206501399314656,-0.012898471390863267,,-0.011941371339922839,,,0.04170146949263676
RAET1G,,,,,,,,0.05376265218746585
TGFB1,0.008872990154786247,-0.015933294580325413,0.016152407445384633,0.07695773958920334,,0.02465685211785498,-0.009768624160999693,-0.036561948646462325
MSTN,-0.05055110573711709,-0.011279909921333632,-0.03837683873767835,-0.052327677032061364,0.0172339211681717,0.03375006361866223,0.005074005129120594,-0.03386227462508829
WNT4,0.04224609339912956,-0.010919905149540934,0.028006855804539977,-0.02239757625439157,0.08009596909548268,,,-0.027489126360770128
TNFSF4,-0.006678737749317514,0.0306740292322407,0.08424488211604632,-0.028925359843837886,0.035436574041254484,-0.08183848639843204,-0.02491637082574074,-0.019701047163825758
NTN1,-0.002332603899716739,-0.012747068936228664,-0.01914907211411575,0.03742222956324973,0.015973863557903582,0.03684170390624884,0.0250129606711496,-0.028050779557010446
CXCL12,0.07111373012997704,-0.05140663709548387,0.03394810982297525,0.018383328142401317,0.030492988029912196,0.12344404690788774,-0.011528953610017434,-0.044360689972955954
GNRH1,0.024230553052173115,-0.03161152573541028,-0.020851852585354144,-0.02563311188638875,-0.012147704489666329,0.07674583398319343,-0.015229802560448915,-0.04316367844972779
FGF8,,,,,-0.01697654831662534,,,
RIMS1,-0.06088436647052504,0.07934487226700368,-0.01959362206064129,-0.007247135793633816,0.004044241312119093,,0.01668042034299934,-0.030279905041832686
FGF14,-0.011512998094369474,0.04253755602947633,-0.02979911156981581,0.037749146027164435,0.012218798752121748,0.08252058344738465,0.05251423064645796,0.03544601239563425
IGF1,-0.01939718389650873,0.10153115845496152,-0.03563054070740168,-0.00214566786867105,0.04681880486460023,0.1008180732681572,-0.03253842210333677,-0.044286395270690025
TNFSF10,0.011061576071728994,0.023381718804874718,0.06604291732888842,0.08261429499703335,0.023225731413464634,-0.07023144923857552,0.037727449402948365,-0.01590391696385369
GDF5,-0.004169168280512838,0.06445604469905447,,-0.01856835075246796,0.011663611048645169,,,-0.04050132975569637
CHAD,,,,-0.019834878443021658,0.08272097814972794,,,
RGMA,0.1171661164691062,0.007121027824666895,-0.005635209261599218,0.019218539698907754,0.030495187590829535,0.0360679695419982,-0.07880239095718321,0.032569081038435845
WNT16,0.06116082598621855,-0.024504571780064734,-0.011732911035495642,-0.012204060836580507,-0.016368817280242594,,,0.02075691415832177
CX3CL1,-0.018424158208730893,0.03549215768229782,0.03176378775948379,-0.002483572193818919,0.02101466595791466,-0.05397366197989864,-0.02582575409852593,0.02118203163248831
FGF1,0.054788051381348554,0.0006330558046676286,0.0288625337269647,0.0724717853473274,-0.007541936919309278,-0.01257101244219949,0.07504304727048206,0.007164301183931243
ALOX5AP,0.02113619187572337,-0.025839288624979796,0.012306508114385344,-0.047806863950887284,0.014266788480761582,-0.027266436031886183,0.05055945195230786,0.011452548953306114
IL1RN,-0.010032236574873525,-0.03686788890010994,-0.025276932939822267,-0.05870812623489843,-0.016675228410693816,-0.06614764339996532,0.09678998985342845,0.06382216442797724
NPW,-0.03766512026513423,,,0.04364014307425151,-0.017273034237849077,0.03403200003140612,-0.012285702986999816,0.01603236712877052
CXCL9,0.08436119161108192,-0.005281790468156672,-0.018588375017230468,-0.01946263711330926,,,0.031979696488099285,-0.02548470618545376
ANGPTL4,0.014162165247660603,-0.02579577283557666,-0.01339038539430027,-0.0030640934021213487,-0.07056321262480247,0.04416721287129827,-0.027681460048957215,0.01804439959881723
UCN2,,,,,,0.014049789094568355,,
OBP2A,,,,,,-0.033029760745125085,,-0.015772846849535428
COL4A3,0.012264564091613504,-0.021942049097688748,-0.005830357985250626,-0.007345007799756019,,,,0.08810613254367991
NRG3,-0.05464013279025485,-0.041481065095395404,0.03524685192048782,0.0033486198228690972,0.013749674091716589,,-0.03168725256411662,-0.04343322141952031
IL23A,-0.06166338094025732,-0.017888829323370534,-0.015650427860434527,-0.02205041541513246,,-0.019059524955693796,-0.016313834839573865,-0.0036427946029778816
COLQ,-0.02275173067537578,-0.018136537531291207,0.09239122955778609,0.01790617082084601,0.039881828820987925,-0.04262347308811862,0.0026179054364399985,0.05201068887721894
SCGB1A1,,,-0.011906085338702094,,,,,
TNFSF12,-0.03160945658139967,0.055606754033303236,0.018072608061506273,0.05378508774999209,-0.005727927522757398,-0.05939290321512213,-0.06791577392527155,0.020690273986373527
DKK2,0.015469023255908924,-0.018737692665371473,-0.013971629079269049,-0.013489753591246184,-0.023823827297145904,,,-0.0352756668328098
FYN,-0.010938053517836376,0.005703564272598605,0.04282536613084143,0.055212829529404345,-0.027544852506981483,0.07743650836433001,0.005796349072174265,-0.00796180461976102
ACE,0.0014584376945271902,0.08489940392505944,0.08615690526665042,-0.0104883484439332,0.017539588551119648,0.06898013570464309,0.04918890344380747,0.008447748983770789
IL18,0.03187520100317908,-0.026940237712012625,-0.022254980128289786,0.0068998410660011346,0.031324001772677114,0.049448652772864865,0.08255167496210819,0.029248751915232987
PPBP,,,,-0.012770150403046382,,,,
CCL27,-0.05012426752356231,-0.01186472277210804,,0.029903263503764023,,0.0718913830063457,-0.05526290356813823,-0.040501336672354095
SERPING1,-0.04078999119682044,0.006036112550155758,0.006564579914110921,-0.002598510235229863,0.023205634355424415,0.0486442563697471,0.14567912831633242,-0.0018749098961671452
AZGP1,-0.06484213485410778,0.00371696790170439,0.07793588937658268,-0.011604900727117512,-0.059145754841607515,0.019902560580030787,,0.04096604987730427
INHA,-0.009406754972575714,-0.007877916337935801,0.01825765929412155,0.015060854651599197,0.04648625380670534,0.1230342326614757,-0.035183779574241035,-0.017259438411655267
SEMA3G,0.055831898110966394,0.04014174753423528,-0.008050129412048574,0.026349347055900932,0.03748269973063121,0.04789816788200251,0.09311711037145831,-0.027624934465827786
COL6A1,-0.0023649441961705424,-0.03763416478592179,0.01903900816011525,-0.057348972174217715,0.04138730234438153,-0.019786375035157636,0.11756724250516526,-0.06491878288885661
FGF17,-0.03571351168967622,0.03841890765153461,0.08542803411399093,0.02360337078894154,0.05617783915369974,,,-0.015026685411474889
TNFSF8,-0.027002252602259528,,-0.011557257946564242,-0.012770147092945735,,0.04736324806426887,,-0.03499620882105582
FGF20,,0.03441463142213058,-0.015213445842783422,-0.02612362036365022,-0.014577705562919156,,0.06056565988876319,-0.025869483646526262
ICAM3,0.06732858293159028,0.06371747890093879,0.006168614005850693,-0.015076321646073382,0.06610841149333252,-0.07619264129706417,0.02543703495868816,0.03796165442528299
LAMA4,-0.03220240932231591,0.10569336614736304,0.010026035905464834,-0.04254449915785885,0.0004942143008800949,0.12110667266055687,0.06077908811285236,-0.05211898864242927
INHBE,-0.04247122330955347,,,,,,,
DLL4,-0.010536148762122948,0.02692475493046191,-0.02835340250932883,0.024356504926778082,0.060515862847128,0.03189962522597036,0.026255379593863194,-0.021963580542968045
SEMA3A,0.005564365643286452,0.03146906069839366,-0.02175825090566846,-0.03715866271883579,0.04534716293781235,-0.020185482336791908,,0.026886198967325265
RLN2,,,-0.012411728417990976,-0.01958741641453553,0.1324739260697534,-0.04942338348322508,,-0.017342480839676745
C5,-0.015397242795087411,0.03450300090353184,-0.03440273833387368,-0.0599876891685766,0.009339053028775914,-0.005270923186804112,-0.046311213619862415,0.0064012763398058085
COMP,,,,,,,,-0.001765038698278721
EDN2,0.04833286346832619,-0.013405256163381007,,0.09196971917963848,,,,
C1QA,-0.01914599088164505,0.025211482590484054,0.010026953817853778,-0.015619589597877431,-0.03511475226633723,0.06812309902145641,0.1000003896878158,-0.06235807773269175
UTS2B,-0.029037594282091697,-0.014345135227124333,-0.014118652134775941,-0.014006480267099327,-0.012747529984560019,,-0.010188106638472728,-0.018478379084790164
COL9A3,0.04886231520843219,0.07504541489246297,-0.0019392687572947123,0.04129876852848935,0.010327231709501918,-0.014767806241736374,0.0273237024170349,0.07669167795385981
DLK1,,,,0.05129343682031353,0.03326473316062111,-0.022136928856253638,,
HGF,-0.05841582481800643,0.02131489332965473,0.01049149288787022,-0.015757146525395033,0.060446522565656954,-0.00892895602934974,0.024978181662781762,0.08154242177522125
P4HB,0.022704803915007035,-0.03342652965033277,-0.0005149067792455214,-0.039471222584989446,-0.006328088964926182,-0.015390306366617514,0.019824044833604747,-0.027594476324290976
ADCYAP1,,0.0748774241635572,-0.017539319124867843,0.055347124420863016,0.014324321104364992,,0.09828818800280534,0.005746973654827243
GREM1,-0.029037576278700787,0.05241167098659174,-0.03398678884528429,0.03945195381642713,0.018098563567526753,-0.05859894798227183,-0.05054315449517264,-0.05924470673329196
EGF,0.06119010179295305,-0.040662583645987994,0.0046849283555503605,0.034766212544204415,-0.020400772464889753,-0.0420223542892858,-0.038360415058813914,-0.015377665203039306
VEGFB,0.040845473634964914,-0.06537344850618479,0.005080236260646538,0.006143171096922861,0.03864909458337949,0.05478261624190878,0.0005368461885021783,0.05823698534139973
FARP2,0.0394728449131802,0.0851842390028139,0.011757212744692692,0.018985170061769887,-0.001408341665913713,-0.027572649346178178,-0.01824129606768588,0.051561597794258646
BMP3,,,,,-0.0015144220490755473,,,
LAMA2,0.07836249847749689,0.047137271009137095,-0.019390477469740458,0.01860526385280557,0.000750352923227875,0.14315984652702554,-0.01786433343094812,-0.07292011269158083
NRG1,-0.05024886148805884,-0.024878930095563318,-0.007731898676287376,-0.025830221576812796,0.016502409080349452,0.08467455827607717,-0.009391264115011235,0.0005943351395076228
SPINK1,-0.05884438378833136,-0.023103536010550697,,-0.007092374419201394,,,,-0.024174711549934808
EFEMP2,-0.04302137243758043,-0.010852123221484284,-0.023381212414387946,-0.008410873226240661,-0.014741954033880051,-0.08722305960701264,-0.12480236661201019,-0.09384537800920728
SELPLG,0.009610657065696996,0.04053481159490003,-0.05515833505559997,-0.025963762903091443,-0.02113622272417996,0.008369579229149321,0.03355068014824979,-0.004212021942645138
GDF6,0.05457150601949492,-0.022756440168955224,,,0.09396496251619961,,,
HLA-E,-0.08591723600642671,0.02235877312920116,0.00076218439639899,-0.0335969342619099,-0.004877060012202291,0.011778252027528724,0.05786940301461247,-0.07364878360046974
PTN,0.08164979313729867,0.10071327789263618,0.08214258003821741,0.04710596860934152,-0.030923887330899267,0.01956096488082715,-0.036610958985029085,0.05586708667480135
CD274,0.08295465669666448,0.04365280772944005,0.008048956992309102,0.05887280996502483,0.027651176039692638,0.020931682601543083,0.07898724074119155,0.03715957938320199
FGF10,,,,,,0.012872793357480363,,
CD14,0.05583352152280751,-0.005544506462670248,0.03321876751512007,-0.03964968640281767,-0.04095209207607398,-0.0023061211912582553,0.05671602696562261,-0.06509015913407923
SFTPD,-0.005403088198818812,-0.02162989850421638,0.06566649888490567,0.036188671154187495,-0.0019015505730028918,0.13195126949906713,0.030174278920792715,0.06255135508374654
SLIT1,-0.06781207744728637,0.03216321184940791,-0.03994157685444677,0.04436353804727584,0.050301808987111216,0.057037881233538805,-0.0031726163441425253,-0.037225803989092955
LPA,,,,,0.04452849661775241,,,
CNTF,,,,-0.012770148258473838,,,,
BST1,0.04839705106253643,0.018699481840867043,-0.018725343174195823,-0.017809433097552105,-0.020527038202126292,0.006773533567344726,-0.03727923932161892,0.034031218280381484
AGTRAP,0.06637132487782774,-0.018782253000866517,0.03691920057041885,0.03865185341218968,-0.019350327407808586,-0.011826744834930035,0.021068042091442085,0.016162521241312216
LAMC1,0.007472118645602849,0.059469200443794425,-0.028071976110751157,-0.016331073249656262,-0.019185931663146364,0.052031581163185764,-0.0005911450936614159,-0.02676999843688718
COL6A3,0.010667928855512798,-0.013148379903892374,0.0914444818835623,-0.049332297159172485,-0.041333071256896,0.02712353286630747,0.025714379252723026,-0.06266228974748399
FN1,-0.0041619830643133,0.05664588794381015,0.09337012675920747,-0.0671320212665692,-0.000860954493852579,0.056611333111665024,0.10141221789331242,-0.04756770493889334
MIF,0.012318601928129577,-0.053365085929954564,-0.09578788901595671,0.01786454150930255,-0.0030147676795180493,-0.04276524001677398,-0.011160099924015317,0.11588218955786944
