,UKF248,UKF255,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.08963807911364235,
BMP1,0.046830668744484875,-0.06410004808211278,0.01783586872306922,0.03856506508636092,0.021750032840244383
NDP,-0.015108935456964347,0.048221963596761924,0.0109127142701016,0.0019870373637700055,0.08360526227174993
TNFSF18,0.042345290749346204,,,0.006777649921340656,-0.023592447013706924
RTN4,-0.014933094012272437,-0.040674919644980004,-0.08907467289915236,-0.037645986160708134,0.0689932915041151
HEBP1,0.04739223959518007,0.11776482259177165,-0.016532244768514504,0.0168060936754465,0.09148520809537801
WNT7B,-0.03282878046287018,-0.03528708738967622,-0.020366673885378588,0.0349710586186445,-0.004061594706672831
PTMA,-0.009808888738892404,-0.024006019586134686,0.009038699449354787,0.0076316009986083155,0.008992684778363869
FASLG,,,,-0.013629414490155943,
CEACAM1,-0.01411903228249234,,-0.01351765766452986,-0.018963328466434597,
PDAP1,-0.0958259505798562,-0.018172110594571123,-0.05315616036942025,-0.016286499731117024,-0.008724705206745743
QDPR,-0.05865108758191509,0.004966461308099927,-0.03257345585158343,0.022865911488411782,0.08531294493440282
POMC,0.08481731950181048,,0.04763300635612993,-0.011038158577119934,0.03267057773273527
CCL18,-0.01761921826552067,,0.01771575079260947,,
CCL17,,,,-0.012353533384684699,
VEGFD,0.06253471181263673,,,,
TNFSF13,0.09069627968233204,,-0.015179423569579693,0.16400418193052083,-0.005414291714166885
WNT5A,0.015837808363823827,0.011595300669328483,0.0018100191491818198,0.020247139660039166,-0.006602026272159344
CXCL8,-0.05955279444267323,0.004179101635750179,0.024635573091441872,0.049428376625019685,-0.09889080023781736
GRN,0.12102811954158195,-0.09526252627446763,0.12413305842765326,-0.01425132075219507,-0.0004479283970231999
MIA,0.043378790804304734,-0.0359956056725054,0.14814086931812379,0.043077689059803664,-0.0470147924530547
COL4A4,-0.004291665402559484,0.02574011299337306,-0.027242752328947763,-0.03627844405385021,0.04194344882064191
TAC1,-0.027566667354667316,-0.05264973804530123,-0.02332181041532054,-0.01623997579431448,0.045040741038914915
RARRES2,-0.10735491263318848,0.07301632512181415,-0.016634289834026206,0.030539550529693135,-0.029342871635941375
FGF7,,0.14100981128838605,0.08225337063589604,0.01102904837592474,0.022180520885246306
HBEGF,0.07897718569190837,0.006857742201374797,0.11753049377189437,0.011016142287074376,0.04180764077393804
CSF3,,-0.02504739651543991,-0.019379408756106446,-0.013006364896614149,-0.03017309217209602
PI3,-0.01853616047247749,0.026134514904399334,0.010210232659351738,-0.028258509979205485,-0.04713903977889363
PCSK1N,-0.062418524190225144,-0.036455609256161196,-0.009592911389989354,-0.0217566086421802,0.07617044295776958
NTS,,,0.06190794447030922,0.023458919066560814,
SFRP1,0.026257113268776593,,-0.013491499307583373,-0.01881308407168709,-0.03764336189216213
CXCL13,,-0.01818737354810348,0.091874750015619,,-0.0036094817613621733
MICA,0.013884129307984635,-0.028658633359590183,-0.002611868183697944,0.01451594957538855,-0.0051622501840941585
TG,-0.0277459943443374,,-0.01594955120152648,0.007980051550507019,0.010977558696255793
ADA,0.05280958925670581,-0.0018828964870787439,0.059872757933850836,0.044316828735468584,0.0025872599477555313
LAMC3,0.0942941364234668,-0.046754618492370434,0.07622397832832067,0.03714588385222808,0.009979817179634589
CCL7,-0.011207311249055213,,,-0.013629409643698832,-0.011260927113593153
NGF,-0.019242396869792032,,0.21523459554567467,0.02920745664258784,-0.03419537428008812
TNFSF15,,,-0.012034280134144542,-0.0012643007523310177,-0.03339394545170575
HMGB1,-0.04683712807066191,0.02868104760638798,-0.038961985168980875,-0.041603545547419185,0.0516819207580868
ITGB3BP,-0.04264365819988611,0.056484992738149414,0.03187217005978633,0.07730890912350906,-0.007419096126231616
AANAT,-0.016260103549017083,,,-0.014420483779103039,0.009239135227657264
RELN,0.031212596898455236,-0.028207195532674968,-0.014536106219093087,,-0.011144156587908433
IL15,-0.025027336495219446,,0.08064713760680034,-0.015743505148279522,-0.04388289531565159
BSG,0.07722922743175877,0.008930202707246588,0.049049140783631345,0.057918641621406086,-0.07688979264598358
ADAMTS3,0.0017772494463056422,,-0.03305970785182588,0.051020940957799216,-0.01085002875767822
CD34,0.1537282349234285,-0.028345344191710097,0.04732357855694775,0.04126332542928576,-0.05239741875998881
PLAT,0.05100822411686494,0.031308499770845606,-0.049641278525222536,-0.010808335322557528,0.05138435352353819
NTF3,,,0.007889542095974754,,
LTA,,,,-0.01940779794760974,
CKLF,0.015134445925006235,0.017450196087300255,0.04607143241456266,0.08715615708519377,-0.05074726991364723
CD24,-0.06475645756694536,0.03835635434298045,-0.03566588228960294,0.004095834214744554,0.011694525504899
HSP90AA1,-0.09301845871927905,0.04836598839771114,-0.011351502485394464,-0.060441880469179074,0.03684598880365393
BMP4,-0.00887844506838104,0.026300486959740004,0.0157128585637489,0.0612740878008821,-0.006333682446851509
SCGB3A1,-0.011207310128339061,0.034141485890339156,-0.02499140249341454,0.013907283423555166,0.10358255996119523
IGFBP4,0.13824061448176814,-0.02320310391615842,0.09425975664805902,0.005604746087855964,0.07606031709417012
RSPO4,,,-0.016830646003687517,-0.02559685394400096,-0.023231496551609818
LEFTY2,-0.06815530010698923,-0.049780186697839734,-0.022888566634103626,-0.044657434346715506,0.028371991615528402
PF4,-0.011625785221726618,,,-0.01940779345650134,-0.018198545795882138
ANGPTL2,0.048403626479406214,0.003176940601467186,-0.054871996000252395,0.048850887560811115,0.10761555278407788
LRIG2,0.03522103762099237,-0.025620663628159977,0.010570585556190422,0.07895300536334235,0.02986423112808581
ICOSLG,0.09236701304717994,-0.04796639672533463,-0.015028095854764119,-0.018597038729439137,0.11280664014574714
WIF1,-0.00426670948595085,0.1310031105564272,-0.015645715708879966,,0.030297306791998505
NPPC,0.06885329320027236,-0.0013982173551509694,0.07971272808200684,,-0.04373530917823434
LYZ,0.11333982141460498,0.04375189179082466,-0.014525515459367143,0.014957322396126951,-0.04587587182799986
EREG,,-0.03376204598506482,0.051557385061177574,-0.02931026367138351,-0.020951917217055433
SPTAN1,-0.01148373628610533,-0.01220893455000547,-0.02496101185752746,0.026480758642793353,0.11274855557039627
PTH2,,,0.031042704725575767,,
LIPC,-0.014233016888490064,,,0.047083619078963336,-0.02837954282255036
COL8A1,0.12574245035544776,-0.0312721316749506,0.09364241170650175,-0.03583352939092713,-2.042380108478997e-05
GSTM2,-0.015529332673652531,0.03939761858180474,0.031094420559843777,-0.04275658469736937,0.0231948299278896
SPX,0.008788512685708759,,-0.04141930329001474,0.03925975082766301,0.029877429933325008
MFGE8,0.09729808970774284,-0.04811532865626012,0.038955823531820796,0.014079061552460415,0.03619388695700504
TGFA,-0.05888259941184708,-0.04132940152050871,0.04394156577369376,-0.02131189473334175,-0.08009304058978758
SLIT2,0.011122247469670738,-0.0198997138023026,-0.0016906235472547307,0.07108246750901148,-0.07007096315355874
PLTP,-0.029116423662994825,-0.06739751005847697,0.16317049698177538,-0.00932681061931008,0.036395945387865405
APOD,0.06805296684869526,-0.037101423254460364,-0.0009906466064490917,-0.03370825676945067,0.07674532640830967
B2M,0.037506230550220045,-0.08459388330631808,0.11899909968212997,0.0048951684602099015,-0.0167501906407591
OMG,-0.021046419725156612,-0.07604327060042815,-0.021719633799774665,0.0483126242166117,0.06275750815906954
CXCL3,-0.02870952659057552,-0.047160799241355765,0.1032983356795864,0.12093154093025242,-0.04253596777374448
CXCL10,-0.03453926045962512,,0.009939650839253885,0.02499943084523971,0.008042964396918813
RSPO3,-0.015223706807916012,-0.02504739729669614,0.01015280381319853,-0.013831185687341378,-0.008945627315364248
CORT,0.01336332936515511,-0.03324130871442941,-0.027991621575878072,,
NCAN,-0.03394858203118647,-0.06930919101980179,-0.12608149742922625,0.054296983002859546,0.11010228295531009
PRG4,0.06505458664285083,-0.028006225897716355,0.03332229824796276,-0.01689718519910321,-0.025329896427783515
ZG16B,-0.015541156565874686,,,-0.017246000041554282,-0.015525226003317287
