,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH8811Abulk,ZH916T1
CKLF,0.027894974456799955,0.01438507197608177,0.07295513931472652,0.02175047178901844,0.051191507037668504,0.03286950269301483,0.055399686207018885,0.034210646507390564,0.00903107844250162
CD24,0.0704541239376014,-0.06595211564996284,0.064830409857912,-0.002734687787885768,-0.029910033891468273,0.04469497020183332,0.07685077445441664,0.002076425052704174,-0.05415091060483251
HSP90AA1,-0.0363813327480311,0.008473793557156502,-0.03898025929967371,-0.02415547298290652,-0.09668655983930063,0.1010144577478178,-0.048800480488572134,-0.08901598168397465,-0.0947130800510505
BMP4,-0.0148553013426507,0.034509677392562055,-0.017906694195944203,0.07769863930364171,-0.03811460296820398,0.02371570865615334,0.031061174493532007,0.013296711223568864,0.07439560815873066
SCGB3A1,,-0.02774769094606436,,,,,0.0009396497712727757,-0.03489455367064578,0.02976835976078916
IGFBP4,-0.020917799616815252,-0.035296014664980876,0.03198633445417096,-0.0711221537718619,0.12635367898156918,0.07697760402187268,0.043857108698870266,0.0029246616647016586,0.15716817190131824
RSPO4,,,0.0835930090527389,0.025436821720100526,,-0.028140521409060985,0.05105273035900068,,0.0446951008675661
LEFTY2,0.004299669359492735,-0.017749830557204322,-0.017099635155205926,0.03251348511532147,0.06448249186339378,-0.01668508705818365,-0.018131306600915387,-0.019461696339852477,0.06633445403874434
PF4,,-0.028783775200624397,-0.01536572774193851,-0.015271600403185915,,,,,0.031717926455353325
ANGPTL2,-0.01752523082592883,0.024761647885167142,0.005391410614251571,-0.00968788395629192,0.06586638787311501,0.0383031492572215,-0.004584939694981579,0.04678372811751888,0.13705310544802143
LRIG2,-0.02106765602175142,0.012103057355368242,-0.017530933650348367,0.00911830252201872,0.04613119322332759,-0.019861072037044472,0.03115833776754749,-0.031063264391979994,-0.01541839727543746
ICOSLG,0.0486401123605429,0.05049502600974004,0.001525017538703463,-0.004013335161504487,0.04260406917279155,-0.013749696484311237,0.004441185108124078,0.10043915664500229,0.07729778783987379
WIF1,,0.013210202930969651,,,-0.0655087002246297,-0.021715373843914833,-0.02158912636300573,,
NPPC,-0.006650338453705255,0.020621601295789913,,0.0011761580028005932,0.04621352801325172,-0.04235979459707536,0.0028007066828815578,-0.007856654013836216,
LYZ,0.04210615046998572,-0.07886713465712224,0.09643618506318474,0.04695723613090632,0.04225353663575644,-0.04064329329733262,0.03990854710096588,0.018172507010150624,0.06818166241611592
EREG,,,,,,,,-0.035979253505465845,-0.0037451378765488695
SPTAN1,0.0230929490310129,0.03533774369731553,0.015476165634594231,0.11016865403890248,-0.016019992507102798,-0.013584587055906814,0.04446869101240277,0.018206121675244758,0.041920023784115586
LIPC,-0.037459689267758056,-0.03523890651096549,-0.023126241466382046,-0.004885198553426088,-0.00686453577007237,0.03413679602492143,,,0.05564466671366934
COL8A1,0.05735922265429004,-0.04048549686561797,0.015885474915764836,0.04322470945292916,0.05363929478331007,-0.02756435187904976,0.00700115150279325,0.05200384773361037,-0.04769737754408147
GSTM2,0.07101515127637337,0.030176171597751295,-0.002810142942875856,-0.03047594434025034,0.055207621803206014,-0.0052203587864278434,-0.024268209117564058,0.043609176497807385,-0.00863016960029369
SPX,-0.06071409094773405,0.0471460515755525,-0.039581011619925936,-0.03143681261565939,-0.043640193518412265,-0.003622870506718369,-0.0336177718190109,0.014787322669406142,0.009601337380533778
MFGE8,0.01235722729037373,-0.010155729150323966,0.033395970716629274,0.06404036100457773,0.0496615043909774,-0.005720648671110404,0.0468922228536674,0.01607103387659928,0.13577169715805557
TGFA,0.04248003819402636,0.008975289168105879,0.08046173073338153,0.044484981805875685,0.058167182276727146,-0.0281343396805752,0.02369575433765175,0.027278961908012135,0.03972908005598597
SLIT2,-0.030111280101768754,-0.019234402957855504,-0.03169142933862454,-0.040101666066603314,-0.04134756010076758,-0.02074736169305481,0.05771150209551635,0.11866042965606921,0.016018456296317207
PLTP,0.01686952504286692,-0.01854901753984456,0.05006837690882307,-0.007909966890169476,0.06897512172849224,0.04745386077300375,0.03553494682446817,-0.048704834852597016,0.03259187338396887
APOD,-0.01162836336389779,0.10487770809443493,0.01916057065286427,-0.013900463229649074,0.03687020989249576,0.011959337474969156,0.02314192668668012,0.05915746623045244,-0.05564827824658581
B2M,0.08291673794204575,-0.01898873929120979,0.03944893803738687,-0.02255900871001415,0.07963580224232955,0.1573927560246494,0.10200809211051703,-0.019104985783523366,0.11183302036575983
OMG,-0.016531133898101086,0.019358143568312666,-0.028394909883760623,0.03387479748353562,-0.011529676953158102,0.030530572806644247,-0.034245899786959494,0.07265252292176935,0.0008814036202003062
CXCL3,-0.02356199477801611,0.0033534996969367898,0.012812304582577034,-0.07002999938193458,-0.01633760836146459,0.037830798257668316,-0.0176894201377852,-0.05841086400564151,0.009761961435337864
CXCL10,-0.04427142790059978,0.02048622506163622,0.025744352199822077,-0.04476021302492646,0.10439782261838974,0.13941711691526326,-0.016260548110931715,-0.023674180275952007,0.0573812042470578
RSPO3,,0.08582484790458887,,0.01457218928888242,-0.020432746351146888,-0.04250200375547775,0.04486353987697508,0.08854295288171561,-0.020145895490672423
CORT,-0.029258545772959704,0.03377685487223032,-0.02744221671865115,-0.039772064569786984,-0.0353634453974115,0.023074080786087626,0.013816507490299872,0.09228453442226035,
NCAN,0.015185069807869832,0.03534347630724973,0.019081319288231875,0.05290601241793234,0.01884856270728357,-0.06633390520527717,0.003459403030243375,0.0596908480749432,0.001158147169494269
PRG4,,-0.03344473921870985,,-0.01750366490062908,0.04830486514649593,-0.02068677557722603,,-0.025110467169374526,0.07265905272511781
ZG16B,,0.00822878686421982,-0.018490155966751597,0.037775747241715806,-0.01911032869276531,-0.01922530387498682,,,-0.008287019115891447
TGM2,0.059020675872926115,-0.00030958160923862967,0.028817753374777634,-0.015882133020473466,0.10545114077112011,0.026996247020587727,0.041036870907650846,-0.09784803056959088,0.06341719538895313
VEGFC,0.0045990797671663485,0.030688282443170307,0.004535770354362661,-0.021312465596830716,-0.023336746944718944,-0.01200355298925717,0.029552808202579488,-0.029504624614391173,0.124034765756254
WNT6,,0.07420085840249688,-0.01709963560397736,-0.02420982237959503,-0.017405936784777004,-0.02256585665979845,,0.04416232213258669,-0.003138330595168867
NRG4,,-0.02555660006999231,,0.032369781259318456,0.13310469582427986,0.008855383445225256,-0.018315324385181762,,-0.02014589774854666
PMCH,,0.05765054434884415,,0.02233763414644858,,-0.028140520050976888,,0.013913402980610806,-0.013100160418819777
COL9A1,0.04542128553434598,0.012009020757095649,0.007911557868633677,-0.008606078683930271,0.010270353992371839,-0.014832691164545924,-0.0019672049670203125,0.10699233944891383,-0.022553797324362784
GDF11,-0.02956142117400288,0.013079275703694795,0.03186996399556392,-0.03261835326898166,0.04929962820190598,-0.012410660369116788,0.01196128166971282,0.01566178972145764,0.05571874639708555
RAET1E,,,,,,,,,-0.022099906689691036
IL24,,,,,,,,-0.01737403804294307,
SORBS1,0.04839258227617411,0.00280206274709333,-0.037239632365717,0.0057084600277979205,0.00013727645538043335,-0.008611048200047556,-0.0110598044437658,-0.0006531210294350665,-0.046195327680161886
DLL1,-0.028649853941054747,-0.055346860790593096,-0.014789899329368833,0.045816187091140236,0.07759914687958093,-0.018614964643638935,0.03175667471007329,0.06953528565713235,0.11677544447114484
TLN1,0.04144518719326958,-0.014017608417237993,0.033782074877942894,0.020092317371398608,0.06816303833852695,0.017604302503515374,0.0543371844756503,-0.009109361882952213,0.08447615502134381
COL2A1,-0.027481257088715134,0.013266104601233378,,,0.07695303381363211,,,-0.03798192476694051,0.0003079760041365629
SHH,,,,-0.018189181689633255,-0.012843349666071978,0.000750427014414076,-0.018985631011952355,0.030667720445217657,-0.012313531419918193
PON2,-0.10598722591660328,0.03381759581214661,-0.008027444993405138,0.04393841072030232,0.05321674206117015,-0.0502524230559152,-0.00735886619658301,0.01700524127975484,-0.03816098404207578
ICAM5,,0.010070619811973002,-0.022011071322788605,-0.0069585278424264254,-0.03192529416084209,-0.003685103234471566,-0.048763409709638106,-0.0015360630065914414,0.034184055139287184
HPX,-0.031215468273577743,0.02736164294206109,,0.006993933163449255,0.10763125967029571,0.0075139868736190185,0.05441211529644313,0.029850428913504465,0.08012112488965334
SFRP2,,0.0002867351106938856,,-0.02071550678541341,-0.013038934539328147,-0.013849726090699817,-0.003558929086342472,0.003184441286291002,0.1277100910598255
CFC1,,,,,,-0.024195227980869097,,,
CD70,,0.00733920579485275,,-0.035210467395182535,,-0.01975959494584018,,0.007093198425453418,0.02467687365883613
HP,0.00045677387977586967,0.013116667113217278,,-0.006087794284773441,0.01224236803892291,0.1622778956627914,0.008250259464644761,-0.0028554610736890376,-0.016150231709703054
CXCL2,-0.04664913565045321,0.03060913644171609,0.03972907790899294,-0.04550806289852775,0.013119251166512615,0.045713352118955636,-0.022980206140711477,0.0189100391012463,0.04630043599227196
NPPB,,-0.03579720686990886,,-0.05440677975209408,,-0.021186325608225358,,-0.025644561998444938,-0.02043576961282793
CCK,-0.0554822977248846,0.06148801282203681,-0.06159205002277187,-0.009462753835458523,-0.08501433849867053,-0.052303208886157214,-0.04338927357144887,0.05969732263347323,0.03764222663711324
SEMA6A,0.014228514381695761,0.0562351328159704,0.005315572569672944,0.030351763764211125,0.032713510927856335,-0.033935512248361534,-0.028302344550143986,0.019687071562031182,-0.06967503114049457
IRAK4,-0.06836457384282361,-0.025528887733615155,-0.0004219744040119555,0.022235855184082047,-0.00822867109138974,0.029425619650694176,-0.0018214953292133205,-0.046414145143054836,0.03497585275249095
GSTP1,-0.012636434719440339,0.04444491512169163,0.01911988792849509,0.00830653188363678,0.06805869630418487,0.06008426302043477,-0.01615131714408887,0.015326453395523517,-0.004340015059497465
VCAM1,0.015994469976887193,-0.05144305523027456,-0.05713884492871717,-0.018899909201325362,0.09455869788216638,0.0892832674731643,0.016044028336775856,-0.07320893295217819,0.07280956084764516
NXPH3,-0.022520359538592803,0.011167855888923857,0.015029507664547477,0.026750871557676196,0.05694856164325468,0.014174754092412544,0.003916283930849181,-0.02735090231259658,0.05641444644328389
MTMR4,0.030202420382749128,0.03571441318863579,-0.038562813275739245,0.03128448935105073,0.007641078307722988,-0.006902778613709927,0.036484613387268355,0.04066040008679174,0.047624813100743534
LAMC2,,-0.028097064323650806,,-0.02591011891169482,,-0.006330527434185392,,-0.0213597948701982,-0.00532281863468982
IL10,-0.030390722025789536,0.001811396825991826,-0.024492178916457105,-0.025032734973223315,0.01513633025512317,0.1251083313155419,,-0.019095746875912575,0.06389979243241403
SEMA4D,-0.03890156602464696,0.035191253732381585,0.018766105892329653,-0.044446305291491524,-0.03738714537705675,0.06715675708565566,0.01798824611200043,0.05352121815985725,0.040992930002868584
TRH,0.045164318407998866,-0.10159806748793175,,-0.03580807067784138,-0.03384689308437391,0.08852555627301502,,0.0008766783324961586,0.012492794396792864
SEMA6D,-0.033681688996398534,0.004762414908659413,0.018582310493647832,0.02835545964605922,0.025112531154668317,-0.015139988959360102,0.0332579528171629,-0.026401521163784376,-0.06297405067832437
CEL,,,,,,,,-0.009828144486819033,0.02620913212107452
PDCD1LG2,0.017199988369306002,-0.01143786595521527,0.06413604390441595,0.0014803061754923496,0.0029993521472253073,0.10727386300392236,0.013700767290484773,-0.05545288513670478,0.031070740727480256
SPINT1,0.06760256009858977,0.007027195683898843,0.06788310987140775,-0.02488121323916427,0.01633796333876062,0.049735965544607755,0.005046308348259864,0.0391546492835765,-0.004150204763059925
CTHRC1,-0.06499037173389553,0.012018739510348467,-0.025651383055495896,0.0002932126020039335,0.0669443195833208,-0.007620195378007582,-0.016193205897912906,-0.01284495898497665,0.1414835094229696
PODXL,0.013034566009328468,-0.02251362348514024,0.052148618716591134,0.003124448373564918,0.10793084339680767,-0.002159121807973857,0.01263325090602497,-0.0512018861453426,0.09163114489972062
JAM3,0.0021471160297618654,-0.0004580910275734578,0.02869465055972122,0.00010546098316533431,0.04456098337655004,-0.06522069941026516,0.04362158375431155,-0.0019815913229718606,0.03481536886697212
TGFB2,0.006973717015964116,-0.07754585966380842,0.0546680133980516,-0.026357646166398883,0.10330699763529773,-0.045663368673534786,0.006338790896992854,0.037690889272451185,-0.08093118375953948
COL18A1,0.00756258981299526,-0.008431774685306788,0.06820069627972067,0.010627867655817228,0.13058211479006746,-0.0009854897550969476,0.06921525285134089,0.0314479158278364,0.1615252213067387
NODAL,0.005877230619008362,0.017540637276781536,-0.016469816017572695,0.013660178589414596,0.12189076178203331,,,-0.025972453547736696,-0.004083450647950158
INHBB,0.019673130943854523,0.031056705317104413,0.05180319037500628,-0.05848408649067841,0.07203099544586193,0.01791508135507624,0.016000195734254073,0.012700829997877503,-0.009209708133703146
LCN1,,-0.02809707064560468,,,0.039254964493671295,,,-0.011908386909278,0.013440203121633024
ARF4,0.02410190283524086,-0.03506077504023019,-0.012807286882664453,-0.020396975172496418,0.08981379538669544,-0.008191242910871416,-0.003449860652932803,0.07741474923934742,0.07387846855692103
CXCL14,0.04226651639721209,-0.033980350604573835,-0.049962705201314773,-0.0670729076081693,-0.028418508951241723,0.004634625312149557,-0.016956057892474116,-0.08514708855875848,-0.1275429774487053
LIF,-0.036286178305699975,-0.020040256743652896,-0.004953788325907141,-0.03319764870887634,0.007965706635155962,-0.05102684776858146,-0.00486298449673866,0.023529871241917077,-0.010492979601505373
IL17B,,,,,-0.023678105203891096,,,0.05135478158431975,0.037058240444655735
MMP1,,-0.03873645160311037,,,,,,-0.03798192837273121,0.1275546045744945
MATN1,,0.011244140688919366,,,-0.015031583554694835,-0.007981395656801228,,0.05858252048896741,-0.02783844100318177
ADAM28,-0.06191587369091033,-0.01750067944560841,0.0042080960945070755,-0.030393736540802036,0.05650929492281535,0.0124478686937447,-0.013253657289150173,0.030687952965489936,0.05667518125404946
TCN2,0.01735039513462163,-0.03185209093588317,0.04491184511326805,-0.025627755099623867,0.06463837450006026,-0.029416922233656426,0.008879150188736359,0.05183268396278072,0.0177902694206869
THPO,,-0.04025960793103098,,-0.001942270217925114,-0.029253430319936373,-0.009676777127637546,-0.020398925031764225,,-0.0011695078554522492
CUBN,-0.0522340582557004,0.009310963461312959,-0.022392504780850538,0.020375446194491352,0.13137358669880037,0.0050901533177351976,0.02553012436312644,0.03294425063637738,0.021449867306851257
TIMP3,-0.013851844596571811,0.07032312047221982,0.04874731010834862,-0.00843933831610908,0.057639645822386336,0.0029942643047010174,0.012305970035131116,0.019194840612084846,0.15191391677495344
PIGF,0.018639439527002647,-0.0016717631517069453,-0.024656209297750246,-0.019275207311801282,0.05064241504221748,0.014022962837674884,0.016062434681392554,0.02491165944657624,0.012851046645978475
CRH,,-0.03291906345662149,-0.020669575673861313,0.0074424607236865505,-0.022046849403829068,0.00974647169282035,0.0019458980115735919,0.06304448701948923,-0.02112516101549575
BDNF,,0.04381515511799779,0.1430392550141509,-0.024903392814694152,-0.027469050908600724,-0.02944191794462117,-0.033184061144695944,0.04587603847313386,-0.016592098235838213
CCL5,0.03473381366945112,0.050834612069050725,0.00018780590900262535,0.003467811011408413,0.04210876216895699,0.0768924834825267,0.048614392121964826,0.052948292233192036,0.16711780550922295
GAD1,-0.013406668841273773,0.037017646993516645,-0.010672889239221318,0.005267953606782245,-0.024656011856045348,-0.043260504089158304,-0.07317549737898252,-0.03998144917510283,-0.044610898576885855
COL14A1,-0.024088653621227637,0.01628278799836484,0.03841472182161385,0.005593248510959911,0.0986299373184935,-0.0031219266767269233,0.02801063905798781,-0.004208610235818711,0.09349081922697325
HLA-A,0.0002957785083252596,0.0367447190860362,0.0787959226401489,-0.020141234879887858,0.08350087610096774,0.1472011033414602,0.03269106958551578,-0.07522836737124239,0.1312068198590995
CD5L,0.01791338587873751,0.023736956099524215,0.017225695818654876,,,,,,
FGF18,,-0.029785799058270352,,-0.01630000381947839,,-0.022987101664431672,,-0.028421487285494627,0.048397307061604604
ADM,0.007444877391763672,-0.0036658811991278463,-0.040359871584119564,-0.0758690774605989,0.0502018091740902,-0.026602437006263302,-0.04794010199100195,-0.03355603129453773,-0.01907124948714246
CCL15,,-0.04821412655553087,,,,,0.00423578716547908,,-0.01985200455290294
GNAI2,0.029350921548237253,-0.044154444447195684,0.03300297054228717,0.0034365781321182196,0.09842733702129938,0.045879743229431835,0.02278913228239696,-0.0467594273036781,0.09208798694282792
HDC,,,,,0.00040086529387513997,,0.02233706053709436,,0.04477565827572886
COL11A1,-0.03383447435211661,0.027750962062973318,0.0634511966694487,0.01481295039957248,-0.026066243484906684,-0.04390282616271952,0.004567219623865471,0.03326167978178433,-0.0034881338948363444
NUCB2,-0.04087055476925982,-0.07798649263863972,-0.0002939223351244471,-0.07022583517509859,-0.00779703049096633,0.035172982200700205,-0.016596121426177758,-0.04527031541898364,0.04720444065297377
CXCL1,,-0.02841584698886528,-0.007365565993893978,-0.002171583572058444,0.09767597022745925,-0.014567145652989956,-0.018563143561798764,-0.03400293210580089,0.06548424066514581
VCAN,0.01832443115250668,0.02491629498492758,-0.043822352412442186,0.09454475070961185,0.0852098066178895,0.064239879013295,0.006817670369854148,0.024383110823918298,0.006810362851936112
MMP7,,-0.0488102997805434,,0.012422953052450869,-0.010464976452121006,0.03365987934725366,0.01954308158739441,-0.03816068484476486,0.06996537597821594
PTPN6,-0.05684090622684183,0.006381605464232148,-0.034570351032112034,0.0031733063367912298,0.06315032257987144,0.012084018665252227,0.00818408540515844,0.002949068240997082,0.07653400720824365
PTGS2,0.00046088503791831694,-0.03496777424503175,-0.019788695968297233,-0.05559668601101189,-0.06842757240777472,-0.07117536376072701,-0.017047804121502207,0.02890571754950551,-0.0012248979245480416
XCL1,0.06597261785544008,-0.036073401466754286,,0.046398546293860636,,0.08834301173734939,,,
CD58,0.015054925565475379,0.04941033380914796,0.04024882030472592,-0.05623642679328733,0.12002391159327665,-0.003961754416153594,0.054756489002608016,-0.006110426226784461,0.010497536757908434
TNFSF14,-0.04291684182530023,0.040049622555357524,0.019160647225689643,-0.021504568630190454,-0.021805316385463534,-0.014913170807187154,-0.018131306600915387,-0.0227356949392592,0.062341916358686356
CNTN4,,0.029436782629472753,-0.01810314814321142,0.0463899643491403,-0.037158969962683294,-0.053781368937148376,-0.047892013782691534,0.09066226645856798,0.01505035092286469
NTF4,,,,0.028906278956677106,,,,,
INSL3,,-0.021578541743298083,,-0.016300000622327775,,-0.024430061579003334,,-0.025284928334123963,0.004120602522629627
BTLA,,,,-0.014488499631047458,,,-0.02315429866611541,,0.06815966742662276
MFNG,0.07369666469937533,-0.009241722835496655,-0.006728983168846653,0.10758407102917035,0.09226344606410056,0.07271013691969928,0.020385064359143154,0.0103359905616136,0.07040678939959315
ICAM1,-0.051722975464577846,0.023435918381801674,0.03730663907930876,-0.013440192541393288,0.04373555059358511,0.06466256530478448,0.07012351485714861,0.008827427038541755,-0.05825751981787965
PROS1,-0.05760458095087791,-0.09993651192882069,0.05442207324986101,0.0062384733796793795,0.10434230753337645,-0.051049638719733254,0.088249555121187,-0.001630011011711962,-0.06262974863908748
CLCF1,-0.025936500931780213,-0.02118760367242935,0.015066130953307472,-0.0058604801024215334,0.05711693233365376,0.08511116219711928,0.029345393730106903,0.09369203875580716,-0.05784017767535295
PSAP,0.019673995742184536,-0.028216363431345086,0.07271555939954266,-0.04248424554688901,-0.04981342011316555,0.027404385519678744,0.05133495528951113,-0.04714868833074941,0.01571774389477555
EFEMP1,-0.06256879223264167,-0.1032066050741208,0.009410651877242602,-0.027779474546157364,0.024636153445546528,0.12444980119781002,0.04677539769276743,-0.016853714911735374,-0.08089252628891505
C1QTNF1,-0.0371568311282496,-0.0419032232847917,0.04625210943999244,0.02308524939171929,0.07855678764125622,0.0345028093699651,0.006144077600397746,-0.037393725138781836,-0.08525219023397353
ALB,-0.0394967369128189,0.026732544795264147,-0.00786670995380894,-0.02893832399033878,0.06972276334713794,0.04701582681496549,0.020200317655099304,0.009815725670448016,-0.030736216694472983
CCL13,,,,,,,,-0.016877411009547347,
