,UKF248,UKF255,UKF259,UKF269,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.0004100061077766125,,,,,-0.008601329291565835,
BMP1,0.027495036317675112,-0.051033544588965654,-0.014715791057726751,0.11193011677104561,-0.10225813231874882,-0.026089446279247273,-0.02755224358124287,0.016500999921508223,0.007637983684827367,0.10579858298950402
NDP,-0.00860559562400202,-0.04468400378700551,-0.0008256236696107514,0.027366863529721744,-0.05923346937199531,-0.057118636478544545,0.005910238271826472,-0.0006237660188782296,0.03211843389600064,0.02761114008673257
TNFSF18,-0.010829576750815183,,,-0.015533152540090992,,,,,0.01871501766789692,-0.029161295114869038
RTN4,0.05084153979625598,-0.008513756234181893,0.00873103339340575,-0.1305812113736393,0.05326344028766469,0.06301474749557537,-0.00471199236759812,0.040119466705936184,-0.04220611177571563,-0.005607653877012582
HEBP1,0.045459470337147125,0.06438365101002023,-0.01260655332617552,0.03729062865915917,0.04938189998392962,0.10343688542690974,0.07205774032191876,-0.015905901063995472,0.04750996264253335,0.024327427825308102
WNT7B,-0.027594312313031274,-0.02323132559079422,-0.022753993409563293,-0.048374920958411956,-0.009476202676762593,0.013597456967849142,0.13357180911801367,-0.03241544286798547,-0.027407843986279257,0.09698929256908811
PTMA,-0.0010017975577231825,-0.06330018454120043,0.04934736814626142,-0.10359356380936854,-0.10802557115570767,-0.05679639516677391,0.03944596726622049,0.0207221047969569,-0.1001180639349269,0.039669620657419746
FASLG,,,,,,,,,-0.022105395593408357,
CEACAM1,-0.01580393568753256,,0.008329583084224991,0.0018265878340747404,,0.04652591084591542,-0.021278056625087343,-0.021514600871972888,0.09443386758711463,
PDAP1,0.02125240930230389,0.08408270048595302,0.07252867647061689,0.11212070042185407,-0.09200414086941415,-0.06269556159637177,-0.08761381841764014,0.0037086692408236158,0.0050736340492925445,-0.0651611976816593
QDPR,-0.02836825309398321,-0.024080466955547167,-0.03216522031946734,-0.12196145993896394,-0.04591209966044829,0.06349180683873963,0.01775381455851488,-0.010621746889587655,0.03319602654071459,-0.030831455447286726
POMC,0.05183686811775057,,-0.0244677304432646,-0.017488915290733202,0.10281130316245356,-0.03575492326971655,0.023784541401181664,-0.024237642889237913,0.05852254849114812,-0.04400744162079042
CCL18,-0.019721818518551773,,,,-0.053406963765443634,-0.05374975274918906,0.08166825211920253,-0.06867067266673181,,
CCL17,,,-0.015228931809164816,,,-0.02083776154248766,-0.03071621056266284,,-0.02003605823581551,
VEGFD,0.10251282530574508,,0.06729235219667494,0.025081985888370305,-0.020379176182960358,,0.01646492602398831,,,
TNFSF13,-0.01488272184950288,,-0.010504576328403726,,,-0.0282433212125046,-0.021056636954590167,-0.024159454816130188,-0.03264708455343107,-0.03172332952699334
WNT5A,0.033229847841140005,-0.05822632126381074,-0.04054783839658397,0.10413021234401068,-0.029099158463623823,0.06527469378065472,-0.055065017463374936,0.040806444322252076,0.028760691969439256,-0.016132461204733196
