,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.16225434628090923,,,,,,,,,,-0.021684180802687643,,0.024930930458471067,
BMP1,-0.02492970152798212,0.05014270400600991,-0.012308689847627294,-0.02016159598673483,0.036349395189892456,-0.006584363005976612,0.007053649003218063,0.062284324657318674,0.14753291443118602,0.018215335501103772,0.06618339410208014,0.028650408211401513,0.0693998830732693,0.02491513378787304,-0.005446201715103415,0.027763024235134763,-0.03745505664274415,0.13875263377535021,-0.007599900758956311
NDP,0.01727231830493165,0.032484193756733774,-0.03477408032422893,0.04795433863037558,0.09114385938913408,0.03764175205827314,0.0070466618187516716,0.017870390554558455,0.08750307637821096,-0.037870353889622614,-0.04552040325868071,-0.0009501996019175107,0.011816428023677232,-0.006307664187267991,0.045166995844752554,-0.01940974056965209,-0.037365994675408534,-0.04343113421272232,0.023695266708948802
TNFSF18,0.03279911847813298,,,,-0.012399096242596027,0.03447701358226776,-0.016195551456080575,,,,-0.02670038937021497,,-0.050146437201065916,,,-0.02236251291354369,,0.02707248911134507,0.03492923302004321
IL36G,,,,,,,,,,0.008002968158636704,,,,,,,,,
RTN4,-0.022493001667156332,-0.06179008821174549,0.005990767804838969,0.03363578820520579,0.002873064532024115,0.0499958430886838,0.0063909474310227836,0.08823162236284293,-0.031682915756993606,0.007046033295866743,-0.009904172065318857,0.008060429656065595,-0.08648692833400792,-0.011040444301346153,0.05121631425243509,0.027716149065363283,0.05264345483632824,-0.011915629616796451,0.040476211050432837
HEBP1,-0.02027017082468533,0.03847742792362245,-0.07129960398137927,-0.06230468586799686,0.026899515948854185,0.013617767894673633,-0.01857058597360369,0.013611288865177385,0.02312692885757496,0.0017099884867380168,-0.0551997959616364,0.03236259417653546,-0.009605479997547937,0.08440869211277573,-0.03896790555471287,-0.045877986730858,-0.03797665159223443,0.04659287783324434,-0.016651577162532797
WNT7B,0.03379154066485465,0.024036827044459554,0.09807115724038064,0.014249024858974477,0.0023526715072318886,0.020993222233554744,-0.006562488113541124,,-0.029977830158854833,-0.024460404275102078,-0.02939452259415869,0.06321113067742687,,-0.024946034663851167,-0.04392177942524989,-0.0257899289365808,0.00309172393087598,-0.015136534347598407,0.0048831317982566905
PTMA,0.0016183744545806293,0.05905958202129374,0.028444325609090805,0.021915986204188508,0.019029679745584182,-0.0030817106260546834,-0.02684211872811385,-0.022118127689225917,0.13157487982122204,0.02841548150627652,0.07572579040406492,0.07772581168804234,0.047746240270191205,-0.0334084597934973,0.06962172579840784,-0.015679977797552105,-0.009183790288616558,0.07669934420960291,0.030871371993609845
FASLG,,,,,,,,,,,,,,,,,,-0.02210539919350572,
CEACAM1,0.03467340136432496,,0.06378377190864816,-0.02040511878155694,,-0.020635022031330764,0.05293248905059557,,,,,-0.03300605958763256,0.2589428454180985,0.004599653526064465,-0.021278057298320736,0.029532790633230263,-0.02151460107155344,0.05273813361942931,
PDAP1,-0.014210390335166157,-0.01387484884310867,0.014689960597740059,0.004273030341623087,0.03030468706325365,-0.002778568241662988,-0.00951461134189465,-0.056932171700053096,0.10861721920895563,0.003032087479621114,-0.024069259725513253,0.04752537719056195,0.00771705473791696,-0.010796839340967394,0.006344104750610676,-0.0309084266005852,0.042315947524401876,-0.016628039608259888,0.06060188704639593
QDPR,0.003891265009726657,0.03739401101821122,0.009308737890699522,0.014459472128257655,-0.002206531581443265,-0.002428664813133862,-0.045815243359428194,-0.010158902395650827,0.027319438702811158,-0.006204487170694251,-0.06429747308938043,-0.022351234949641124,-0.059880366822830385,0.02281698718598318,0.011192696936602686,0.006505722302598855,-0.007002446456847427,-0.005129203548712349,-0.01057393855106845
POMC,0.00038076989815627894,,0.025082167935837788,0.1233508197216406,0.06323325827162417,0.0029723474826383873,-0.01879203719559485,0.000268651162735939,0.12443279380519924,-0.01803897931280832,-0.01687465175260817,0.07347126291461985,0.14856684287240948,0.07448385481204811,0.02006491226442044,-0.029099535813760444,-0.024440234303347547,0.018647184577840873,0.010778074578336311
CCL18,0.04128064256156612,,,,,,,-0.02452447136569848,0.08038820355049885,,,0.08214962804792503,,-0.041612782478581974,0.0009001990469138528,,-0.05576917941912015,,
CCL17,,,0.0171949284681579,,,,-0.02019900584274787,,,-0.02033023735299658,,,,-0.024318093778035395,0.03806916018006406,-0.011415986974940118,,-0.020036061498899405,
VEGFD,0.01409552478975537,,-0.024635342003841657,0.016992869207165542,,0.02395282923331841,-0.02152033227002818,0.03810745180781612,0.0060537092046922345,-0.02178854506649439,,-0.051236422597146065,-0.005915998894979654,,-0.021278057298320736,0.04087825014047905,,,
