,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
BSG,0.08685469243407111,0.005169779546970538,0.06617864552949267,-0.02591242386826356,-0.02021427456811301,0.007839133157269034,0.02886703623534721,-0.0635706432719897,0.08747519049020332,0.0029712026976906635,0.08798911365035646,0.15462193172404878,0.12733873850951077,0.06804805499855497,0.05966160913507036,0.12904797831081444,-0.010679169590770886
ADAMTS3,-0.04564175687418985,-0.028498201687844234,0.055840202633079435,,-0.004431601001184677,0.009658905974794187,0.11120705758894418,-0.018986653550331436,0.08574487051398608,0.06848590272489738,-0.031128529152666503,-0.0462499418770099,-0.005993993624454413,0.02156065934494387,-0.06322884421389574,0.1103438991557793,-0.009585570312899411
CD34,0.04784505107316154,0.05970109544961917,0.04171637527009938,0.1856112699554376,-0.01044482035593075,-0.007105710222311051,0.12302186166161466,0.05028745029598563,0.1310119870453888,0.044826912674943695,0.189249900398053,0.07179439218725618,0.038516660282608715,0.06678166478961152,0.03185394551690257,0.23775594645236078,0.07506613181970073
CCL23,,,,,,,0.040727667109739144,,-0.012314344073699716,,,,,,,,
PLAT,0.0514166868925394,0.07777961883929194,0.10657259896493212,0.06242308036335067,0.025808351981074843,0.030535761526810683,0.10191525303274225,-0.011464732129787476,0.13027690928222133,0.10991145378945115,0.11695400493063499,-0.10688525325736385,-0.10953202487633715,0.1119559603551604,0.04936835845803224,0.21247179437953256,0.006494423360134877
NTF3,,,,,,,,-0.042579258065563834,,,,-0.03404200991779328,-0.058606333537071544,,0.015436805236439014,,
LTA,,,,,-0.018608036368201124,,,,,,,,,,,-6.239234757649133e-05,
CKLF,-0.01561380038148175,0.10832844556361504,0.14798225693222297,0.06666778969805166,0.0543667403429498,0.04217924482075409,0.1365287187020539,0.05659367369510682,0.03561023591348434,0.011820611718225758,0.025083630473715358,-0.012526506530868948,-0.04733576661692627,0.04194317975437534,-0.01107819951603376,0.05090277806372962,-0.022845192227223695
APELA,,,,,,,,-0.03684995056213616,,,,,,,,,
CD24,0.08648991044999411,-0.002890353496003939,0.03411805710636618,-0.03378450342313944,0.023361822216166474,-0.022395967838216,-0.02401785126141212,0.16735728478756853,-0.006839307630321409,-0.06477831603365457,0.020139072872228044,-0.12966349785304312,-0.11165924408671266,-0.056173069911241186,0.02732289850820697,-0.03318890807437597,-0.004269491046024129
HSP90AA1,-0.05367992531067535,-0.031408292006991335,-0.0636261119069368,-0.04059283763581001,-0.07928929301445418,-0.016672469373108633,-0.12193227110676277,-0.015230580352973295,-0.01894625175767866,-0.05930895976113494,-0.09196871752743559,0.014389626224927739,0.09641216787338572,-0.0007970972081471876,0.035249200211157,-0.23611972314642543,-0.04140833982512991
BMP4,0.057664041125748765,-0.008679536426265028,-0.03222648471767185,0.028663467884918564,0.00036862999763174017,0.10251734566185258,0.018764796479885795,-0.023560817592529787,0.13318163694480312,0.012432029123406404,-0.01409010244714175,0.05089575896937124,0.03538389177244963,0.05306868260993111,-0.006167406997567088,0.24328604727900927,0.027352956908571622
SCGB3A1,,,0.03560414591581544,0.042875686386593635,,-0.019552529324449782,,0.03310177807169246,0.05116324497780102,-0.046070777104419716,,0.04195748346534954,-0.021533523497528937,,-0.002758118710589051,0.14349859756509037,0.044357828095859905
IGFBP4,0.09670855289756303,-0.03130678999825068,0.03638480618292931,0.08404565548733085,0.0681080620973284,0.05530845593127169,0.17547839039043325,0.09828571262316904,0.13353926361138066,0.012353778122669707,0.15104427105126023,0.2926642132699641,0.1394825659480095,0.11344927031784875,0.04191286500474116,0.31671969227596086,0.10805936896242353
RSPO4,,-0.022775283358336028,,,0.003929625798351367,-0.022566797205005953,,,,,,,,,0.029675033167199796,0.029180557386329332,-0.028121838996379316
LEFTY2,0.04908616451214546,-0.03814874695106973,0.03775817149341835,-0.03227485375134182,0.049841919241985826,-0.03502715764241003,0.08976067321387086,-0.022602157204000585,-0.029107299431066266,0.17852003681120335,-0.033221715432391344,-0.047084490881490866,-0.027956225883665826,0.09191913447893918,-0.01697185434177551,0.12670758342093935,0.0330294004304446
PF4,,,0.03909252009820809,,-0.012667145016848496,,,,,,,,-0.027315430584850024,,,0.005357332929072286,0.0375114821616145
ANGPTL2,0.015154161581856236,0.011750263399412347,0.04242219417611613,0.019067180010359484,-0.008078494222642054,-0.003360254749740397,0.09289111400101747,-0.07026481184366502,0.18966111221045426,0.005218552653844211,0.13929999338795335,0.04162886119285511,-0.04454821886504921,-0.04760272919084446,0.014462903534697202,0.26152914878481437,0.04042242356959921
LRIG2,-0.03163135805029473,0.003727192346993606,0.03461640056680785,-0.03937595177410358,-0.044981012867928834,0.019622752270430914,0.07078888933222138,-0.009092000746138404,0.053791954229183904,0.02348221111970038,0.10723110401461429,0.08109632412150203,0.06386892652889938,0.03165901899011444,0.029146181373496675,0.028016814794099516,0.03508706024042596
ICOSLG,-0.0195492544884161,0.037850619524533766,0.02834139897305775,0.03323651351080189,-0.01834607153339657,0.011856519549455782,-0.004688844734334131,0.0036003981552840897,-0.01830332885954393,0.0428166387689165,0.08691828032714635,0.08891404705610455,0.04261818206364887,-0.0413802435579884,0.06451648080305485,0.11140642834383113,0.029415184143940305
WIF1,,-0.03060835126892404,0.013522215169003543,0.0031072677806082195,,-0.010365827792054756,-0.08401264447659325,,,,,,,,0.06656667507873211,,0.0610828794862434
NPPC,-0.0471969405901985,0.002455593775644497,0.00559318252609225,-0.03679446788097943,-0.01964986572048578,-0.02072717583054904,-0.0028675114405538778,,-0.02119712754954836,-0.05755535306418995,-0.031128469368462246,0.013134967326576721,-0.003933606711429582,-0.024931600139513094,0.031115664014374055,,-0.02663052212382664
LYZ,-0.025629975428716725,-0.002809077510247703,0.008980513518515632,0.06156208870381251,0.015247586850553633,0.017183165501527643,0.040504309704974366,0.0062643563056197765,0.05139117186046533,-0.03373132982516631,0.11301232329402153,0.08357635024661625,0.017310717488473387,0.047253283798626325,0.02913665842418972,0.1428886124319488,-0.0024002537806439824
EREG,,,,-0.00828783591044012,,0.07491169787267575,,-0.011945801234076927,,,,0.10483315088170798,0.1855882922282844,,0.0677422644547834,-0.011774208083259062,0.034329055324429564
SPTAN1,0.0778318167424368,-0.04018901622117283,0.0945233483349968,0.005475939169012853,0.0074651899894994855,-0.0056692648584858495,-0.062218837355233945,0.031253648003619454,0.0005367294626696409,0.05565819536979913,0.05155129897651948,-0.07111120854907826,-0.06817594633341766,0.09101372110395367,0.03693950457891635,0.051650241957132005,-0.0044189505888592735
PTH2,,,,,,,,,,,,,,,0.03754916422577937,,
LIPC,0.06572481807707448,0.024463701004160437,-0.008318966339733867,,0.003110024518219105,-0.004441706443672549,-0.008541164715169912,0.08390817817393036,0.08331200068606341,0.012147250694395003,0.08416010062007907,,,-0.03060228152669995,,0.12581189666325723,-0.03934945794083661
COL8A1,-0.009992427690363929,0.06087402756000786,-0.05966476068294489,0.13612171440751042,0.029795474412376368,0.01740182207364999,0.017525123102159063,-0.10466241788148542,-0.028800524903882085,0.02681490088602982,-0.00918883863800151,-0.011080249086303834,0.030530755026095317,0.08072227460676298,0.015486169780733304,0.032753674658712144,0.055545528369851285
GSTM2,0.010523934632064455,0.11287030084149986,0.04824825591846096,0.02999520862889522,0.01853061507517562,0.013644921806789258,0.06720119150138762,0.029535816206478792,0.04840688435515262,0.034598697440208735,-0.0017130988432028458,0.03105465672580357,-0.0016798025629169901,-0.03200188950379303,-0.015020807345641728,-0.044601172901201795,0.010601434027687857
IL4,,,,,,,,,,-0.03966561130815679,,,,,,,
SPX,0.0633349727282384,0.05087930205483283,0.08411345624807647,,0.020009301323058816,0.011002682528746205,-0.052261553557855125,,-0.02463138329467592,,0.0520810774969922,-1.0967117042382063e-05,0.01807663285264255,-0.03542462602270576,-0.08660725548500688,-0.04771587229528645,0.023477362948562484
MFGE8,0.0730288069731448,0.0180882241483257,0.04058408073779022,0.03232861951876776,0.07505271247362823,0.03846551393184789,0.09151563086517132,0.02544558802965979,0.04779642137598531,0.022507703848250345,0.09693056328198017,0.16962564794251028,0.15658278949601534,0.06668296560915946,0.02695356640600121,0.2833671442804022,0.03470895650508291
TGFA,0.012876575912830073,0.05855781586404595,0.08540279245884089,0.036490661512882744,-0.03194914453046038,0.009040973604432345,0.046084107924489144,0.03199176785265115,0.1618153224035454,-0.017460171457688262,-0.05822090694446582,0.021385392166622726,-0.07542765708778557,-0.018341431622474105,0.016902071301950174,0.11226038350962671,-0.0361433835440841
SLIT2,0.07072513897696427,-0.020560686409459638,-0.020577766346720577,0.09647104889526559,0.015065776631291996,0.06630964272002353,-0.055765887695085996,-0.03473522467493957,0.06955171557530468,-0.015528645790101828,-0.014814534543059822,0.08358853767123113,0.05935703072504727,-0.03706716726646382,-0.02230862941810772,0.08613706142872055,0.006302943245119399
PLTP,-0.015786440881391892,-0.01805957258982047,-0.004626834701467357,0.0638759006818448,0.06344599753120607,-0.02291230713541044,0.08392637470233635,0.021927405655880305,0.02126693703440447,-0.036578166799288894,0.0646647852541279,0.17194258082879793,0.056027439790759956,0.03413562275094192,-0.028434782922309946,0.04900195148040115,0.008399832115479048
APOD,-0.059872467500488205,-0.022485520723169346,0.045408278230305237,0.08214731069519698,0.014572047881725787,-0.02288136831491486,0.015697347267225027,-0.009959631191186149,-0.12735537180772488,-0.08642029882137246,-0.018620825463950746,0.0009264739542542975,-0.03915307598617572,-0.12238030144233447,0.009496423316226972,-0.10563910506760849,-0.08531631413458268
B2M,0.04320567442046352,0.11373956651508432,0.012069185690535377,0.06932570501296571,0.056849878470551396,0.0537647157919757,0.1778362872863265,0.09334114418890002,0.10501466262208412,0.02700184182343188,0.01356102254344412,0.17899957998032914,0.06492302544685132,0.08541326166975002,-0.012764834776437129,0.23695914731399478,0.05240430213604236
OMG,0.013053682447200843,0.01500254132858475,0.08193361890273809,0.02906595108607054,0.027001344762292514,-0.022911879552233956,-0.07154847083956456,0.006648161516999156,-0.022232472946128533,0.08223296502726958,-0.009850526350072582,-0.03857591838375984,0.00407396211373375,-0.03189221317272667,-0.03291471774294981,0.08658922690879843,-0.027482246571792285
CXCL3,-0.024969451252190227,0.02397544449278221,-0.028237566710656314,-0.012461933373214367,0.01988972990311326,0.019059549178544088,-0.022034703640827873,0.15139723234524985,0.028072049491815344,0.0710920770326481,,0.22724130780024937,0.22629211884718767,-0.018506050477376877,0.07417910498416658,0.032636533675668364,-0.005825332131057466
CXCL10,-0.03616901522796846,0.04545037854426076,-0.03552700124401283,,0.042309837920609994,-0.020303507663683513,0.1381174335727185,0.029031400263799724,-0.03691547888743607,0.07218360728481166,0.027251362659170143,0.029320311952083525,0.01160220539157056,0.056131924989667153,0.007608163758111934,0.17511764525723872,0.04606896700620883
RSPO3,,,0.014925494433755454,-0.027437572883592092,0.06323306666310988,0.010896262564584942,-0.027557859170971564,,,,,-0.03289110759129922,0.0471069094101866,,-0.03807868478578528,0.014911849699262082,-0.037721925886971756
CORT,-0.015927928330368653,0.01870385333161985,0.06373364661699653,0.11219791127185581,0.020627635013083182,0.02994153991305901,-0.04769504947177636,,,,,-0.01787862421303389,-0.021110942192079058,,0.021231429490004523,,
NCAN,0.018114433598006303,0.07313459960498922,0.10582988282240087,0.03940201207509286,-0.03362058837813285,0.008995185539427665,0.07368721430799127,,-0.16201281661206238,0.03482019713442832,-0.03411087855192236,-0.18911189614747773,-0.09228172392697319,0.07954703042780815,-0.07265299804670225,0.02028612548607443,-0.06960728328516093
PRG4,,0.030512436207759945,0.01745218890084136,0.15286730227708803,0.005392687828868459,-0.015643347682782995,0.05840231573586203,,,,,-0.002974114088360546,0.0451062470584451,,0.04186921701771917,-0.007618669742848752,0.001762712961938637
ZG16B,,,-0.03058602380466886,,-0.01685055042670431,,-0.025774300614104344,-0.016888082056267437,,,0.06658443638593065,,,,,0.027608983657384813,0.04667393306837335
TGM2,0.0815781067507268,0.012078192436574698,-0.0037751067528962027,0.15092017189945278,0.02663183147895771,0.07204699904439305,0.1026172663017891,0.02502793244160281,0.10633104751962533,-0.07366915077348352,0.1074371988031962,0.23141321867871975,0.19254041097904526,0.060430969825971535,0.056594720237107175,0.19589909405473643,0.010145276753869602
VEGFC,0.08860489433484559,-0.002607067824382461,-0.006509702724995593,0.02576242510864642,-0.025875939800586237,0.050442214116211276,0.10181384447161475,0.03062979038357476,0.0329233098002057,-0.04496374909373905,0.07595315644005585,0.058951480078467185,0.11112291973081755,-0.003122485735083609,0.038877985299688465,0.07337598281050763,0.009664480422972969
WNT6,,0.057590542826783955,-0.015304540679618128,0.04862998901758684,0.022979813013784395,0.013120568833402398,-0.023475569383104213,-0.03334077435439686,,0.1293316450788324,-0.02748366115346087,0.040398227530112796,0.03711861904340842,,0.03191156579983178,0.05676212451389684,0.10904520103177039
NRG4,,-0.02363380223462643,0.010638641864725344,-0.020565935794896007,-0.017669736930796466,-0.022281903053860682,-0.0041399629296580455,,,,,,,-0.01960070520191078,-0.02475988449254809,-0.04776555438321817,-0.029656686240640804
PMCH,,,-0.019172219263576186,,-0.024483141965665752,,,,,,,0.06444889804405514,0.008619650789504836,,-0.03407773267816835,0.22311616271509774,0.011988164721651519
COL9A1,0.07183802648705111,0.025053420694191014,0.020188048980775284,0.04398954882009811,-0.0024700010822821038,0.0006666871449610589,0.04689781476288173,,0.06364604794703593,-0.03863545971533724,0.07562626638673485,-0.038997647240102476,-0.041868292386190976,-0.0003077166512302823,0.002439763064157275,0.09493312127952905,0.01193445145904466
GDF11,0.05530379638934479,0.0446750774494023,0.024373320157046005,0.06200861003424349,0.053003677813220094,-0.03612579983365782,0.10456413181541974,0.09448398427463196,0.07413361082460981,-0.05760751619677514,0.08702340787102639,-0.013513396671186785,-0.046706756322315954,0.08687371579093156,0.004842589426982908,0.15374480636111418,-0.0011483596217236177
RAET1E,,,,,,,,,,,,,,,,0.16571600392845345,
IL24,,,,,,,,-0.018802088405230896,,,,0.054077648969426455,0.17718546910718477,,,,0.02613718395868643
SORBS1,0.004445945786798614,0.022292535498778486,0.0033515291748832583,0.039235278974047876,0.005906010098331548,-0.001351031988843578,-0.04147163009295577,0.09175226060936886,-0.09981542290951008,0.0417226160942829,0.01350501675244297,0.04207362187445681,0.05890927512789449,-0.04438555214272963,0.028027232545250746,-0.02513439021784547,-0.0004679281612673107
DLL1,0.043780837291799296,0.04775045187583789,0.09085525406356032,0.024955393503295377,0.02113179025822871,-0.013446408011970274,0.05385268931025274,-0.01632609324015887,0.11466818342376282,0.11538734424586576,0.06796355948410158,-0.0845568327877323,-0.06079754932427444,-0.054433286186419114,-0.013315572749621148,0.19631905466671765,0.039485353560185975
TLN1,0.026682006864135122,-0.01205896062417264,0.06093506541621731,0.07615055646974371,0.02931617427275367,-0.06412365961119845,0.10550556064843156,0.09346629524176032,0.057613970823226675,-0.10652691228754113,0.0508932399484314,0.17092783683262072,0.0897503080815461,0.03705769419384406,-0.02338383656469332,0.16032553934206514,0.13247931118193246
COL2A1,0.04908231448436326,-0.024190752916610225,0.036031489182673355,,,0.08878983616227223,0.0139193760676919,,,,,0.15143931177317005,0.14101184113957055,,0.0018786432814524882,0.05357424510361878,0.030138973657833284
SHH,,,,,0.004072397419300188,0.0705734143770436,0.004328767743684435,,0.08219160437065723,0.057509409358176736,,0.013867960644034418,-0.0031708683475758417,0.05179753391670655,-0.019105681909768628,0.012772115789117433,-2.7318635650212084e-05
