,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.03263348918231907,,,,,,,,,,,0.013458519184497263,,,0.022446077772502886,,
BMP1,0.0029763443345925144,-0.06988521559667085,-0.02374071074999648,0.04224554074175065,-0.09031440828141869,-0.020074648362514158,-0.019328355772714544,0.018984590495158986,0.046916533960824076,0.002802194221671116,-0.024085059927844106,0.1461275272020328,-0.04973626541737941,0.02032919709892681,0.05712105519508576,-0.10335128269995843,0.07640344148336943,0.09850097973754382,0.032264411201633744,0.007026736423745032,-0.01812996567137718,-0.027068341418325637,-0.0976069999343675,0.025254105278442976,0.10461821948152954
NDP,0.023354456550244866,-0.16230672910472907,-0.043803483768535184,-0.006938390272613904,0.012867088843912557,-0.001243886714777216,-0.01588021922868144,-0.0013343697035381936,-0.0355534517788505,-0.057121399565136545,0.01730630277801346,-0.011838546215970332,-0.07242670884514209,-0.0018026484096210034,0.010121171595773347,-0.19762356840340303,0.05800334516325446,0.09427837865202675,-0.02660993260459129,0.022021215263571297,-0.07065141265572086,0.054216101085137025,-0.045526550422707014,-0.03058822230824701,-0.057254325990383846
TNFSF18,0.04043498515033306,-0.05446893165057849,0.03620754840888899,-0.019797808159659817,,,,-0.004261109917500807,-0.016101452007228914,0.048330044446952,,,,,-0.000880080849998351,,,,,-0.04205897312422128,,0.010139830132880966,-0.03307891909249356,-0.0628412665349004,
IL36G,,,,,,,,,,,,,,-0.020085996701668864,,,,,,,,,,,
RTN4,-0.0070946657714264115,-0.048920635980074706,0.02491281897108362,-0.06398884379329167,-0.10937111909434968,-0.017753739523253226,0.06060850450860663,-0.053524508107617344,-0.03459634073685132,-0.021869423159111518,-0.04843220117710294,-0.2534015003131322,-0.02183194756898764,0.01357109165739988,0.0039953328322211,0.013428755703655443,-0.030451274565877415,-0.08455805204007662,-0.06140205301539988,0.09002753409654511,0.016033034072828682,-0.09244848351063356,0.03771193111739934,-0.014063709834882346,-0.003079543165608655
HEBP1,0.05734442078829157,0.03846242518357823,0.03410669752560914,-0.004902343425004345,0.1210762090429762,0.012913478828952621,0.058917705561743715,0.07473113505875933,0.03444988113028256,0.00029596213857239226,0.05479205459010624,0.08180144577213658,-0.06375813080375627,0.08801869222554701,0.009106538545479562,0.07181620319628244,0.015802279804544968,-0.009367902277799321,-0.04657346904020747,-0.022339479128931295,-0.030739284167307878,-0.07886679677456114,-0.010006758995874554,-0.01973273926584951,0.03694072848929933
WNT7B,0.08989335542983423,-0.07331400242792926,0.0888650512900494,0.03455684644684934,-0.03052451361488706,-0.008839816312056726,-0.08791029111720074,-0.022877374759457416,-0.05683395162305079,0.07674120389547659,-0.010749566034401742,,-0.011161126943491915,-0.03406729444473226,0.0008603621078953064,0.0820809605534666,-0.007118092034783643,0.07743862222788393,0.039793171090164864,0.09878641645293476,-0.0024536269112156606,0.014745316049212757,-0.02409813515905044,0.033320616590888655,-0.05239094954118705
PTMA,0.06980668824789348,0.26348269784839834,-0.14296907949106724,0.01818445055522637,-0.1971414434865064,0.037145380747244924,0.004966489778268424,0.04349353494228478,0.0680069049077573,-0.013242900614868663,0.032489887572642,0.2894672376815475,-0.1126136290190794,0.03509063535566574,0.04663972443441727,-0.1387094188875939,-0.11483195972842343,-0.11149172107895058,0.04002621596289179,0.11970821779726676,-0.004370926798665692,-0.03888563910848369,-0.04287125939042701,-0.05594507275231389,-0.033447462507554225
FASLG,-0.01140639400071597,,,,,,,,,,,,,,,,,,,,,,0.022608802669178234,,
