,UKF251,UKF255,UKF266,ZH881T1
BMP1,-0.0070076380965883546,0.01943949509479257,0.0793803001530065,-0.018320679377147202
NDP,0.0466872522948492,0.014012282664206607,0.033521746861526605,0.06431363932912713
TNFSF18,0.07020109888748743,,-0.011638502857833856,
RTN4,-0.044254379149904786,0.005580544749815224,0.052523325912469464,0.057732470070800776
HEBP1,0.040708377023147634,0.017488446616666223,-0.023267974251769533,-0.008176575862197782
WNT7B,0.07941422577567091,0.046985711899039696,0.10766554055384976,-0.004955679078686394
PTMA,0.04090250328359778,0.09585565156726361,0.02362148940353295,0.014127048866326687
CEACAM1,-0.02469925596376217,,,-0.014826660991910582
PDAP1,0.04047659742263836,0.05811473353016837,0.059527067872413644,0.016481249627615806
QDPR,0.012813240260952005,0.008995047615355781,-0.04577504456433366,0.001840339754330228
POMC,0.04225102609868465,,-0.030704717913403522,-0.024254469669081048
CCL18,,,,0.11257250003421376
VEGFD,0.00042384703010256956,,,
TNFSF13,,,-0.011286919843443214,0.005364569432943414
WNT5A,0.015873698966089783,0.1057036317257633,0.06783555236320389,0.008070844396836621
CXCL8,0.05643057421639711,-0.053003022498446704,-0.016054911417207673,0.0003812360913549074
GRN,-0.03347770337795542,-0.02946080702130068,-0.004936007157297437,-0.037507042891672886
MIA,-0.031461588575307724,-0.0225011326227674,0.05076619422427339,-0.0997844759950505
COL4A4,-0.03415913200656632,-0.028561031827395163,-0.0107390055702238,0.10766712428848213
TAC1,-0.02858116750807413,0.04648332044056813,0.015562988975761628,0.04786995570136916
RARRES2,0.03138578323832553,0.05953998986777117,-0.013209900028005078,-0.03444460087331982
FGF7,-0.014459761579024644,0.010746828088039775,0.004640317083340957,-0.02623504130149279
HBEGF,0.13361058757666625,0.040110244492180966,0.01866271511222173,-0.03180462645990312
CSF3,,0.007562276629647344,,-0.02125604383401487
PI3,,0.023265133106014742,,-0.020252733445476623
PCSK1N,-0.06261785908179136,0.0029544082952334045,0.0016114919600171797,-0.0013587585845557814
NTS,,,0.04324877027220097,0.006840070517380213
SFRP1,0.04108141640291774,,0.015725529044043274,-0.018727799232783837
CXCL13,0.010291681076767189,0.040206814875738545,,-0.03467303078819964
MICA,0.0036135651276763573,0.014083471252131535,-0.027826162646429196,0.00045260179282273684
TG,-0.02389662922971687,,0.034264745947884874,-0.0174940507081097
ADA,0.04107309489409306,0.1237052719596562,0.13884791234942162,-0.03734670744513062
LAMC3,0.03353882501354895,0.08181273287929924,0.0346407952746509,0.05495374750311723
NGF,,,0.03680003425711354,-0.016012397600503568
TNFSF15,,,0.023906937292286188,-0.013199638299676601
HMGB1,0.044361518942340694,0.10079049558317502,0.016415923117593646,-0.04152924936810436
ITGB3BP,0.004744840096169198,0.10595972586889443,0.06320977351237396,-0.002299036651626689
RELN,0.008833700249607177,0.029724626588515424,0.05787482743749837,-0.015943732590478505
IL15,-0.027636564399986782,,-0.012476209871238812,-0.02031200638630166
BSG,-0.00638748339146808,-0.010258480931586376,0.03671428514048242,-0.07372946814830071
ADAMTS3,0.09494832244872178,,0.07202080942024693,0.077599604236571
CD34,-0.00866921531106756,-0.033791313416565626,0.05637007999553839,-0.030264907658257005
PLAT,0.05304639338865441,0.05544054262955982,0.01671283010971085,-0.034479031640771915
NTF3,,,,-0.0010379820199117903
LTA,0.028737479922078882,,,
CKLF,0.08236380309074962,0.04866871362453213,0.042976357384906516,0.025307216289787618
CD24,0.09238632274803651,0.05732963401206704,0.03364252472096737,0.03288973588116298
HSP90AA1,0.09687927166436208,-0.11787560997181333,0.024744140962778237,0.027880508009361656
BMP4,-0.026182661878922923,0.04420390367226513,0.03650813540165565,0.0576737335501473
SCGB3A1,,-0.023556252761541965,-0.01592610255879669,0.1114625889411046
IGFBP4,0.06760054765894523,0.1107465687364199,0.032677855679561156,-0.06750003165890367
RSPO4,0.01852297979499534,,,0.020843767914050466
LEFTY2,-0.025002602971971568,0.08743706478715309,0.04603673940541586,-0.010511106471808024
PF4,-0.022467332584586427,,,
ANGPTL2,-0.00919726817849741,0.042699652681101416,0.007940147096265556,0.030232262194206112
LRIG2,0.058372596820755976,0.031953159606674476,0.04472914936534565,0.016169038962537633
ICOSLG,0.03355905080034983,0.015395528793216541,0.07945814940308157,0.006501600716657098
WIF1,,-0.03787350797923488,0.0089977441567665,-0.01716079283469864
NPPC,,-0.02090022044518083,0.04576324779011794,-0.03411941652163772
LYZ,0.030573829581145493,0.025136358916211375,-0.005327865106487771,-0.021762251893561253
EREG,,-0.04890841813346144,,-0.022992823753694432
SPTAN1,-0.029872967990742693,0.0018808437062373792,0.013175671672086066,0.05437930176907422
PTH2,,,,-0.01568858436767725
LIPC,-0.033814536296808646,,-0.01934740244317232,
COL8A1,-0.006530829761860307,-0.00595027546633175,-0.011740520718849717,-0.009907877418039938
GSTM2,0.003948652970680032,-0.017773380157689398,-0.010550315400370854,0.026070307745285796
SPX,0.009062440988700309,,-0.00918416925955317,0.08541586929401243
MFGE8,0.02797744441204323,-0.000576514635829768,-0.021344636174895782,-0.04848032676959493
