,ZH916T1,ZH916inf
VCAN,0.007228165015823627,-0.04053518482159934
MMP7,0.0731201960562916,
PTPN6,0.08193002792464815,0.016062719098822727
PTGS2,0.0013059581117815483,0.01538243302161086
CD58,0.04316630018266429,0.02785109593002608
TNFSF14,-0.0013426641771186138,-0.02809493311666914
CNTN4,-0.009839315394930924,0.050595811253796
INSL3,-0.0009034036257105514,
BTLA,-0.020146157745018867,
MFNG,0.015536453771900665,-0.01306489863134425
ICAM1,-0.00941986383311326,-0.06563529587742847
PROS1,0.022725456737912316,0.06084218643742151
CLCF1,0.08751153212285202,
PSAP,0.02435386480436703,-0.046143440113339984
EFEMP1,0.056071875210683186,-0.07026287262836174
C1QTNF1,-0.05832904252702493,0.0906450577027178
ALB,-0.00635765608896149,-0.045756285888560455
EFNA3,-0.058847463599338484,0.05642455873739553
DRAXIN,-0.02567190567847312,0.10278623006817256
NPTX2,0.03707270816740978,0.027585185486513415
FGF11,0.05337088767750003,-0.03286653935443864
CD59,-0.025305983821195574,0.04146104092835167
COL9A2,0.05920435945907244,-0.07385148810222165
DLL3,-0.0253027266812813,-0.06204001875135461
FGF5,0.039364802992012636,
LIN7C,-0.03135152386282935,-0.020737038265366586
GDF7,-0.029719768757906544,
PSPN,0.0058627884628561465,0.06491364305115377
ANGPT1,-0.008054996026424323,-0.05628944560884341
PNOC,0.0362778101732387,0.036633946408101706
L1CAM,-0.026170654975320815,0.07052187130911325
APOA1,0.02645373379888544,-0.023469460446571038
PSEN1,-0.028106355398081706,-0.0630704132699112
CALM2,-0.06970137627878627,0.008523494479430996
CLEC2B,0.044785779946558406,-0.043957297390964246
NTNG1,0.03904840652273622,-0.012573957622371216
LRIG1,-0.02013504126290633,0.02957740570649113
CPAMD8,-0.021830811182083847,-0.06685388603129341
GHRL,0.05576986557583035,
NPY,-0.026309188640865285,0.06504543918565348
MMP2,-0.0392241242205667,0.1554703985397979
PPY,1.5663062319176297e-05,
ALKAL2,-0.032964466310799655,0.05178184983266708
CSF1,0.019607870020340718,-0.07796670665856004
SEMA4C,-0.008080466855297284,-0.010931366295665686
BMP8A,-0.018700306158701385,
ICAM2,0.010012619591470246,0.005064023937100718
SYTL3,0.029055811710390796,
IL1A,0.08675900946568804,-0.04516191219538637
PGF,-0.03907959345864205,-0.011440301528996114
LGALS8,-0.017901025225127272,0.03796043947698427
DKK3,-0.07212688813198238,0.10507014185696167
COL16A1,-0.005864687371189022,0.016763307262757255
TPH1,-0.022325880830972953,-0.02244452863232301
TNC,0.05150016768402325,-0.08482528714279945
TNFSF9,-0.014282940479923891,-0.02467585252732944
C4A,-0.025182820139260917,
CNTN2,-0.05554731124398425,-0.07575205138450429
LUM,-0.0450078894260583,
BTC,-0.02016966830374237,
APOC1,0.06978652681708766,-0.06633642095786516
PKM,0.036658094769117446,0.0688434386508285
TNF,0.014486360377146889,-0.06317052140295137
GNAS,-0.08630879716417932,0.05551642674506594
BMP8B,-0.007975941635387515,0.09614648968192463
LIPH,0.02083435981990327,
CCL28,-0.014520828168263559,
PTPN11,-0.01097520921333962,0.061529874356506316
ADAM12,-0.00830654699009822,
EPO,-0.015441693961096913,
EDN3,-0.028057445500344516,-0.036863182190785986
CCL22,-0.023861463678867788,
CCL2,0.028813783774976915,-0.14666323301857745
DSCAM,-0.035059939138619954,-0.029963257377430805
ANG,-0.04681334657722776,
FBLN2,-0.024465773298215296,0.12844757806423732
VTN,0.058866785328184595,
VEGFA,-0.039590444232161535,0.01595692611991904
F10,-0.02726222936787954,
SERPINA1,0.08832082569868806,0.04767273467176489
VWF,-0.03352649322909699,-0.029006054555083927
GDNF,,-0.03175954116866127
VASP,-0.010481260576859518,0.01048635036981278
ADAM15,-0.0030785973906875485,-0.03218132813933051
WNT2,-0.037552101074925966,
OLFM2,-0.004076763085356261,-0.03661357971277707
MFAP2,-0.03511639772570922,
HLA-C,0.021634435837840922,-0.058555903699315015
THBS1,0.01769338039086389,0.04681065311367703
HSPA4,-0.02925974400077139,-0.006079266566090911
LMAN1,0.05145122190282565,0.0878032279346354
LYPD3,-0.03202267576747852,
APOE,0.03994322580048764,-0.030850597397775303
SOSTDC1,-0.02575125631170615,0.07231099837855136
ANXA1,0.00932454465336612,0.07043536531224012
WNT2B,-0.038237901870371606,-0.007442108429440843
AMH,0.017028454508558295,
GDF10,-0.0306628795651279,-0.03987463389186419
EFNB3,0.006557211290266779,0.05305459759484638
LTB,-0.008775822212508682,0.054020299103033326
ANGPT2,-0.02248597332635163,0.0008474859932608019
NRTN,,0.005053698343072305
ADAM17,0.030291011938978683,-0.029796388361771155
LRPAP1,-0.028864433257295815,0.0430020466739663
NID1,-0.0026879979149095246,0.04324256489847674
MST1,-0.005159511723817331,0.05766156329164255
DCN,-0.004777830338088761,0.062059060161115405
IGFL2,0.0018053618002469114,-0.02766286563380908
COL7A1,-0.03537828904533411,0.0622292790632126
CALR,-0.030839708461458462,-0.017157935897885557
PIGA,0.0028203855112058514,0.0034730314940328195
CD200,-0.035376238843456566,0.05539933149808773
GRP,0.07182190531292602,
CDH1,-0.031069579933785813,-0.040198940227846404
LPL,-0.06430572156380968,0.0203196071253069
SEMA5A,-0.05525480760236564,0.0935914007699908
SEMA7A,-0.007422712453855082,-0.01590370085448836
SEMA4G,0.003253057579605137,-0.02852155425423242
SEMA3B,0.046436130037601546,-0.08252447358265673
RPH3A,0.03959910864842128,0.04646795518292578
JAG2,-0.029453052232077177,0.10777645233303944
CGN,-0.022292401863188174,0.2112191919869321
GDF15,-0.021259220383786564,
SEMA4F,-0.04571102829209695,0.07303109304877213
NXPH1,-0.05908970708433066,-0.08188925840122928
ARF1,0.04726248640924355,0.008076954002446407
DSC3,-0.01544169864826131,
EBI3,0.04996077432917131,0.0907026819763109
TIMP1,-0.017526309306099608,0.034082454068552905
SEMA3C,0.03826593098144822,0.0010737492206783217
GNRH2,-0.01673318500767941,
GAS6,0.06833800444419608,-0.02438205110451262
MEPE,-0.02133798560195287,-0.02540795737778934
SERPINE1,-0.039994631318553284,-0.06139682968335211
RSPO2,0.013547686219457847,0.04987513399338709
SHBG,-0.006402407307126677,
LGALS3BP,0.09023459648283551,-0.09232016201749366
LAMB1,0.0350299068565537,0.053361862772128184
SPTBN2,-0.03666187005168573,0.06776759093666324
COL1A2,-0.003548638198961214,-0.033086536135494664
DEFB1,-0.033069082630302345,
WNT11,-0.02049306722264839,
LGALS1,-0.03876538568681755,-0.03716622621695206
BCAN,-0.04512210586565977,0.00688873770484722
ANOS1,-0.02714720089098513,-0.04085911798893313
EDA,0.024127438395704696,-0.03328065329201382
FGF22,-0.01484397539831696,-0.010786093769183156
SHANK1,-0.027529435242911564,
RAET1G,-0.01925413087528275,
TGFB1,0.0059953989841336494,-0.05185801166959389
MSTN,-0.03723762256891643,-0.028942745238682566
WNT4,-0.011066301238954157,-0.025872608392627203
TNFSF4,0.07455173563106043,-0.030176573007492814
NTN1,0.0056729569486654524,0.00975558126405378
CXCL12,0.009319966880579376,0.02954452199751605
GNRH1,0.023276128202225563,
RIMS1,0.004131774874260547,0.02858914252625213
FGF14,0.011057235328743002,0.15014077312163404
IGF1,0.003458261468141149,0.00458036108215868
TNFSF10,0.05314089870615168,-0.04115242736264081
GDF5,-0.035360706013547724,
CHAD,,-0.034020637421125405
RGMA,-0.043716847530538484,-0.0703150500994385
WNT16,-0.0361752075113251,
CX3CL1,0.021907947593107924,0.04181822801814619
FGF1,0.08006791829749535,-0.13871950124523078
ALOX5AP,0.03005592012731108,-0.0312675821831778
IL1RN,0.0449090698702766,
FGF23,,-0.02977008635458232
NPW,0.005512214266441094,0.13245858429016483
CXCL9,-0.029900633706854685,
ANGPTL4,-0.0332448506845467,-0.0741720191103746
OBP2A,0.030419158221740072,
COL4A3,0.003832910740742474,
NRG3,0.02789904068507337,0.006474806330244336
IL23A,-0.025038983906367197,
COLQ,0.030876284794184968,0.14943926384432218
TNFSF12,0.02235243345408088,0.19597219766476567
DKK2,-0.004930583008310995,
FYN,0.018389649519720802,0.03985297258961502
ACE,0.01718983639240658,-0.02977014433489179
IL18,0.04988024251651077,-0.038243296079470884
CCL27,0.022455119869694656,
SERPING1,0.06124040567343096,0.016808156456204475
AZGP1,0.04169537918233743,0.04924228202133127
INHA,-0.007395158104688864,0.3262417931833372
SEMA3G,-0.03278332045359236,
COL6A1,0.014341914875403516,0.020915820431895434
FGF17,0.08174640057016137,0.4011642062616388
TNFSF8,-0.026048140526308466,
FGF20,-0.028448120474706268,
ICAM3,-0.03347354763286912,-0.03438596607676572
LAMA4,-0.00581536335202048,0.011864327721229116
DLL4,-0.010269159818543542,-0.032145223760944454
SEMA3A,-0.015543146255279371,0.06009121404488169
RLN2,-0.019071157004854147,
C5,0.03440578793541096,0.09368505555822747
COMP,0.011068324161219256,
C1QA,0.038329813619756126,-0.015560150230460488
UTS2B,-0.020320280124802203,
COL9A3,-0.028583259161530327,-0.10473315262097063
HGF,0.0046012186236125225,-0.03581758198926764
P4HB,-0.007348247173463539,0.03117409366779642
ADCYAP1,-0.029216532621284257,0.10757791062159186
GREM1,0.008232585645669773,0.012588220197590021
EGF,-0.01523472589446068,-0.029358912992012338
VEGFB,0.07405890972669406,-0.08754624959135349
FARP2,-0.05008787351574616,-0.0014016063932581727
LAMA2,-0.025454116571362637,0.03853112334633475
NRG1,0.044741412908659066,
SPINK1,-0.010459389295425399,
EFEMP2,0.01549027678361491,-0.029939076305293168
SELPLG,0.0152370478785099,-0.0011319936552066834
HLA-E,0.0363156896157701,-0.02911972386391606
PTN,-0.07010193988736338,0.013243266186021311
CD274,-0.009570255469578095,
CD14,0.029050782408120458,-0.06765721942986247
SFTPD,-0.04574133917973875,-0.028521548790406723
SLIT1,-0.021257575779704562,0.052212703386202
CNTF,,-0.028521671180854993
BST1,-0.023205157955711663,-0.029358919391001003
AGTRAP,0.005583396439291243,-0.04330227225332837
LAMC1,-0.04022072740627435,-0.014226613700619433
COL6A3,0.021484835451884197,0.008349739383177937
FN1,-0.029028007800481724,0.03604009280791681
MIF,0.019976519973473012,0.04816244047963154
JAG1,-0.045718313777265936,-0.0012731495477175147
NID2,0.03574962487134054,-0.04486282231882122
EFNB1,-0.037348389344621015,0.012218395361549665
COL4A2,-0.022672179346783037,-0.06255751324530125
SPP1,-0.0020019636413762068,-0.13552535781321715
PODXL2,-0.0201231255504228,-0.10033240072536778
FGF9,-0.026992820548660392,0.04270651718643082
ITIH2,0.050973407377791186,
ADAM10,0.0270675937775982,-0.018391901687531725
CFH,-0.03812038686817175,0.03585025289177324
COL4A5,0.06090367845438488,0.03039991416572204
LTBP3,0.08635097506129946,-0.004920382823967651
GNB3,0.02114592227293844,
COL6A2,-0.0018336386605294788,0.026254784000478308
GDF9,0.009290175257923684,0.04579247001475915
NCAM1,-0.03289253955019246,-0.039364267055587064
APOC2,0.004472730975604811,0.07865458063525031
BST2,0.019871048237727926,0.036034993002823895
COL5A1,-0.032280692920829746,0.1257521703136815
CALM3,-0.0017860478227078535,0.08105559188174863
THBS2,-0.038850388967277896,-0.1381767387548467
SERPINE2,-0.004831313059019222,0.12498288871339712
EFNB2,-0.0058904338155909225,0.021468272382874156
MMP9,-0.01904401615248785,
NPPA,-0.020664529582354645,
APOB,-0.01566389164375654,
C4B,0.07642827007370748,
NTNG2,-0.017718326978374842,0.041108621129941486
LAMA1,0.019946449935324632,-0.012791709886481383
UCN,0.05113537566425278,0.13715710822973298
ARTN,0.0030332316848245043,
PDGFD,0.002878988843332972,0.0952239755387576
EDN1,-0.0373758755881974,-0.021675409207223433
ARPC5,0.013550361016013689,0.03792500020353131
GSTO1,0.012636406734268352,0.01752793307348459
PROK2,-0.014281824625858528,
SYK,0.051882492377889715,-0.06253491150459556
CD40LG,-0.016939439386099837,
ST6GAL1,0.017572022513049488,-0.03849748000538634
WNT3,0.014431686031848232,0.08323570817167425
HSP90B1,-0.0016154367733354639,0.014299147254701116
ZP3,0.01016676047644549,-0.03510743166055175
NRG2,-0.02329852322220253,-0.04693041733789988
MELTF,-0.004785651872515263,0.039363057023487136
NLGN1,0.0027550864680743327,-0.014802389218497457
SLIT3,-0.0271728944429921,0.12094760761258494
CCL8,-0.01618452621651702,-0.0351073661077734
S100A4,-0.05353715044848395,-0.019439867070446374
TNFSF13B,-0.006010476412495752,-0.027211083629904986
HSPG2,-0.014543339736819818,-0.037206629623755164
FAM3C,-0.002110529872323959,0.05162056507901625
FLT3LG,0.11196996611355377,
A2M,-0.009954359974246535,-0.14175964271532915
VCL,0.010931738132737238,-0.016240969462844347
FGF2,0.006705687728147881,-0.035677930140713014
CNTN3,,0.06276406351750015
RNASE2,0.0022213750561534172,-0.03651718231362123
ADM2,-0.01609961467465583,
GAL,-0.0158831611128207,
CXCL6,-0.02908960703480645,
PDGFC,-0.031761860355096865,-0.019167560430414655
COL8A2,-0.013706170885845588,-0.027224819771821857
SPON2,0.0020144865335451905,
SEMA3D,,0.06268781262134424
BMP6,0.006013832725670689,
TIMP2,-0.030366024931060782,0.04601704514794334
EFNA1,-0.005657025743417156,-0.11203816499761503
S100A12,0.005848312668140697,-0.0351074630521531
TFPI,-0.014178040336691854,-0.03510745658916947
GPC3,0.033629457986401226,
NMU,-0.040510746090462894,
SCGB3A2,-0.009061522414839221,
LAMB3,-0.024046433191225854,0.06230289835145088
LGALS9,0.06837413313815113,-0.06309146903720585
VIM,0.0010625026602977968,-0.037493879690761046
PLAU,-0.01707423748314983,-0.03365227565132571
TGFB3,0.02549230232680447,0.009335098190932398
APLN,0.006878012144074607,-0.050976457137536804
SHANK2,0.0277801575058441,0.0852324671979777
LTF,0.050215116340942965,-0.07072288301352168
PYY,-0.02658442778422439,
PENK,-0.019071159137554576,0.1970575730682375
CTF1,0.0156827762648669,-0.04365262648190039
COL3A1,-0.01808827524858297,-0.028094943077885993
S100A10,-0.040763362456197154,-0.033206228236063395
FGF13,0.006360180155312338,0.0628327649691735
SEMA4A,-0.0017782517829317134,0.12265783054254492
EFNA4,-0.007063853353273557,-0.0340207112242376
HSPA8,-0.061356681486931526,0.10576725292301148
NPB,0.047258542315213196,-0.016561203859848606
ULBP1,0.00469315408069425,
SEMA3E,0.041159909104985175,-0.044176122447266916
ADAM9,0.043575937752211344,-0.01698538340569782
ASIP,0.011885413599841263,
IBSP,-0.008368326228195697,
FAT4,-0.024169483798651456,-0.05549980854848508
MDK,0.07165372380130972,0.01390690588620205
BMP5,-0.04187586001449692,
CAMP,-0.020834737207107195,
HSPA1A,-0.022259420188310567,0.04629036052815768
SEMA3F,-0.005491735304775163,
ARF6,-0.015567400554323166,0.013797976043122797
IL6,-0.03372313207587671,
CALM1,-0.04412891238570467,0.05459151960388213
VIP,-0.02199289141649919,0.11355683899855537
NMB,-0.03630337616385103,-0.09439103520370844
CCL26,-0.033664990225186674,
FBLN1,-0.015337878850176364,0.019831318076920193
SAA1,0.05385140774240118,
MICB,0.03287090918741247,-0.027662801707378885
MMP13,-0.01907115108069004,
F13A1,0.07868698808529014,0.12932433603100876
CXCL11,-0.03106958121756459,
COL5A2,0.017566080498586777,0.032046272916361654
EFNA5,0.033834963172589556,0.16574105978063497
AREG,0.015789650591572897,
EDIL3,0.053223289745398625,-0.06628283044036895
CD86,0.07035138267861686,0.03195027061650753
HRAS,-0.024311310732537374,-0.03439945668552514
C1QTNF5,-0.028046167011342018,
RLN1,-0.01498796700811198,
COL4A1,-0.03595418084609603,0.015156639912154915
CCL3,0.020642811854066384,-0.055962765395668544
BGN,-0.038826735267358234,0.0660554206495639
RETN,-0.026031493939521137,
S100A9,-0.002650664073022029,-0.01671146540081055
HCRT,0.006602486441625789,-0.035463972602127136
FADD,-0.010198995669076682,0.09527724733703118
ACTR2,-0.0033156903105241095,-0.0085008320277376
BMP2,0.023794939533210244,-0.040474968338989066
PDYN,,-0.03855763522745867
CD55,-0.048378394625961066,-0.013292492598453857
CD6,0.040447622434728304,
IL16,0.05675670497742492,0.08202891140775818
LAMA5,-0.005918280205574001,0.1470124506532691
RGMB,0.006028238155386784,0.004555479999171304
INSL5,0.006732456010055727,
IL12A,-0.01075624319818528,-0.04052143648850499
S100A8,-0.01418467275519578,-0.04476624321018639
TAC3,0.0897423207938422,-0.033652235569007316
MFAP5,-0.04264739697637957,
CXCL16,0.024061850779425898,-0.051598363699150794
AGRN,-0.019386354949632617,0.028144923155635777
COL4A6,0.02009586584008727,
FST,0.06557727832970645,
MEGF10,-0.069502099539494,-0.0278141855820789
C1QB,0.020060916127218303,-0.016425192241497886
HLA-B,-0.024055845932674205,-0.02697948875861696
PDGFA,0.01656493611261904,0.03676314647198163
LAMA3,0.061960747116654134,
DKK1,0.0808882830407772,0.028653959100295893
INHBA,-0.024731101148065347,0.060355850964303646
LEP,-0.01521643246275999,
IL7,0.05079905041645231,
FABP5,-0.011653461507872819,-0.07126040026504188
CCL4,0.030892699055924188,-0.08939042889721704
FBN1,0.0018337880060365673,0.018586590464635105
TCTN1,0.008979164285484231,0.025337922834473867
BMP7,-0.0008187788816160841,0.040678655460096295
NLGN2,0.007480248411572427,0.034723966876774454
CCL25,-0.023559107272514597,
NPNT,-0.0385597225525926,-0.022171067767734243
KITLG,-0.08066547068902384,0.0602753627176989
MADCAM1,0.016485598039499824,
F12,0.0254576497511458,0.11124280804457863
S100B,-0.02784194079090899,-0.07964433134841632
IL27,-0.027127813991472405,
CD99,-0.026797249758830317,-0.06507073638859058
PDGFB,0.053954172142647965,-0.027318637467686212
CLEC2D,0.05274481569877942,-0.04483324375593737
F8,0.011518452362078537,0.08340244344942407
C3,0.09239025430149882,-0.1211702358337891
DLK2,-0.016939429073441776,0.10108393506726208
TSLP,0.046843729411479997,-0.04052156516935486
OSM,-0.011080715773650832,0.20463139751228396
PRND,0.06177586272943737,
SLPI,0.02729971277774855,
AFDN,0.026792471595666487,-0.0859222204739719
ULBP2,-0.020903733025583827,
ICAM4,-0.018130969918465724,
ANGPTL1,-0.026857271557230365,0.10954854539645939
LTBP1,-0.04445781277266933,0.06798334997778327
NTN4,-0.008969621404927046,-0.003933915526239736
APP,-0.04633462464802757,-0.07134042502189954
RIMS2,-0.018700310260390606,0.05370092749622712
WNT7A,-0.05653641059728393,0.26885624502704036
GAST,0.03862347814270853,
GPI,-0.06533841202949936,0.10493617287583065
IL1B,0.09014184762427911,-0.047777300207013616
HAS2,0.06580216728508799,
IL11,-0.03970390963377549,
SEMA4B,-0.014266452627914337,0.06729335416945725
FGF12,0.039748019259973295,0.10445453521843573
CP,0.06567272440725572,-0.07280298516712787
NLGN3,-0.02149067743698387,-0.020309111458241644
GZMB,0.06381802982097011,
PROC,-0.016096453857854975,
TNFSF11,0.06572778422197703,
AGT,-0.12260219358801899,-0.02287938871989534
PTHLH,0.014670870340208267,-0.0012632826464011458
COL1A1,-0.01210531371171976,0.05468328493490205
LAMB2,0.015056659253963154,0.015083258150606987
DSC2,0.01774690392766888,0.014276656420913063
WNT5B,-0.03162014659884725,0.10045578736636919
LEFTY1,-0.03130999664588923,
FGL1,,0.010986613864777384
CXCL5,0.025634409970075326,-0.02722479362217823
S100A1,-0.04090899500559258,-0.07229022062145249
C4BPA,-0.015216428733706542,
NPTX1,,0.15562296053892885
TGS1,-0.005998988426512666,0.01747172608936533
SST,,0.09021202790438262
IL34,0.016835328775096796,0.044555457046764536
DHH,0.05078724033901637,
XCL2,0.06065220935534892,
TF,0.034547179411970316,-0.08668588394562257
IL33,-0.030167959333866925,-0.07584788216678018
RBP4,-0.028057444824454235,0.05675752893663207
CCL19,-0.0290896126122862,
CCL20,0.056865895979275105,
NAMPT,-0.0013415675146971318,0.027928986372281504
