,MGH258,UKF243,UKF248,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH916T1,ZH916bulk
PI3,,-0.034722463759930725,-0.018199128719880175,-0.04336999681913272,,,,,,,,-0.043176649106415235,-0.07022295768759947
PCSK1N,0.07271746439598377,0.07291785080143161,0.0025156570329598624,0.007345739980800235,0.03577236260917049,0.043571779054868996,-0.07884421428662415,-0.019290405519090514,0.023864567219389607,0.02345777434313758,-0.047966964110166446,-0.0124535946477296,-0.0917262132495111
NTS,,,,-0.01128943702426844,0.06553533532595456,-0.032533856564332254,0.00037188871237337347,,,,,-0.0014846890641469221,
SFRP1,-0.013721082089338794,-0.0006147425589556924,0.04700889003850358,-0.016129124754859104,-0.022042723096705824,-0.01470256898877672,0.07240661463394878,-0.019298775898737575,-0.04254558365066011,-0.015624785563622815,0.023405275086784458,-0.013102439134902484,0.03143633066507317
CXCL13,,,,-0.01598416861039772,,,,0.04946915587488918,,,,,0.12332869576026671
MICA,0.046956920603657464,0.015083581797159113,-0.01601632742845534,-0.0642011170149678,-0.04577858294143057,-0.04928109975253523,-0.06566791997414152,0.08132921251375864,0.061373617609675586,0.06845149705509487,0.10485214535434799,0.11715580131835356,0.10619232269224171
TG,-0.023591428975914656,0.0037210884451084093,-0.027241505773723643,0.06005183357326807,-0.014130035265222227,-0.010640185222335572,,0.03390480989400872,0.007980754724556238,-0.05104364696903155,-0.009543395061201353,0.03977770140525958,0.02964951203807277
ADA,-0.007343211428208373,-0.0347920740497182,-0.034019467618823504,0.018196152377608094,-0.04575422147892204,-0.017280516485338078,-0.011060874265114836,0.07093741601242036,0.011292160909051632,1.4074038605170775e-06,0.006219407312776474,0.09132439112479018,0.029561620138648905
LAMC3,0.04488381916622243,-0.021246999146826314,0.048650822812175615,-0.0032797524316366565,0.0031465635958406917,-0.02636071982586368,0.0334589186353154,-0.03495052829482081,0.12542744207297143,0.12881178694225512,0.12786549866931318,0.07232426823093134,0.12346224760101829
CCL7,,,-0.011003535512554598,-0.021192056466576906,,,,,,,,0.04680937642841592,-0.06039496540298725
NGF,,-0.02335527206986511,0.09263657058979062,0.011778545104776533,,,-0.023173334530111354,0.07899993639107188,,,-0.02923220143353658,0.06884619579619179,0.07185251404139019
TNFSF15,,-0.028893386367932945,,-0.015690526694250414,,,,0.10266284467796812,,0.0007349285791187361,0.017863728496781223,0.021896137637758856,0.0750578405376697
HMGB1,-0.02470547347528316,-0.018850050847529467,0.006726377012350958,0.07517822049318831,0.019335211631183808,0.010066708174223678,0.04989443611537451,-0.01721677730492625,0.02843543602661231,-0.06979601297118125,-0.06306598236208945,-0.07381328517940625,-0.03197786549473626
ITGB3BP,-0.05688362850995127,0.026043432704430335,0.023644540407659686,-0.016546890493302636,-0.012935191817613195,0.016644487195439563,0.017274857821481977,0.0029329458086428785,-0.009821497808916342,0.08602559391377462,0.08230438375531317,0.0550957751239002,-0.008103144472857881
AANAT,,0.06156381668908578,-0.015964455957668485,0.011175516314745743,-0.012707223290197472,-0.012265111940957987,-0.021786342472475292,,-0.019986682692666864,,-0.020488068395083252,-0.014794639137277417,-0.013142602598159275
RELN,0.029340269453029273,0.06280322389130227,-0.012384661504196471,-0.042562344957730515,0.0364398345728851,-0.01325107416423672,-0.0019925182716255163,,-0.02212698286211763,,,,0.05956918116680346
IL15,0.001755691444691258,-0.04107144998130276,-0.023532349428292982,-0.03708971187855007,-0.009728679659740553,0.06293343250001987,0.016895430702715788,0.026833730174391862,-0.018536724428001524,-0.026211403409860806,-0.013412112508675095,0.02799898882585872,0.021237839251319363
UTS2,,,,,,,,,,0.10283813591982306,,,
BSG,0.01532688684869429,-0.056483309467552846,-0.031072551448977748,0.04628800091801353,-0.008802883168678237,0.009485963593822732,-0.017944700769714557,0.07324981211637387,-0.0466949419043595,0.09638206138987401,0.04724565521298798,0.041011594862947656,0.10897666502033623
ADAMTS3,-0.01777278147509323,0.01020696529285747,0.052162218277105224,0.047598187441787905,-0.025359446263445076,0.001580918770676958,-0.034983746782572704,-0.031931112880683565,0.04390379249767319,0.06420721294008276,-0.02453237613129044,0.06423367104949927,0.13096270072876098
CD34,0.03607967250250834,0.10462704921513873,0.0002433111692610007,0.05476579858577111,0.06243161974980368,-0.022947691418078436,-0.01510775711123275,-0.045572737407131365,0.046538304769145514,0.05117666554721477,0.14339691929854317,0.10594100748868683,0.10271219726319013
CCL23,,,,,,,,,,0.09866832359863938,,,
PLAT,0.0343019376718351,0.08511628450229548,0.029249373957897288,-0.030458973922900947,-0.006988665356381569,-0.03937928534627622,-0.0389007111507324,-0.03986420621747698,0.022701824126452736,0.13209912620608533,0.11945919292221102,0.06288210665984995,0.10493240928839541
NTF3,,,,,,0.00866274374259608,,-0.02759515399619022,,,,,
LTA,,,,,0.14305279998765733,,,,-0.01853672671618344,,,0.06609911947688049,
CKLF,0.006495347201142895,0.0503723892360621,0.03129903014921417,-0.06145361929489981,-0.003549479803024038,-0.07627359721414201,0.08274627550619848,0.09695165182118042,0.04645883675638626,0.12886151577737437,0.09055666039550968,0.03094823120417564,0.1289156523852528
APELA,,,,,,,,0.07952444915619994,,,,,
CD24,-0.045602899478822664,0.03094208186675495,0.01636216828814123,0.02815387488945947,-0.010344493899580415,0.045797192109382066,-0.011166699831229785,-0.055150567123327436,-0.02549355280927792,0.02338425070767867,0.13874755833308683,-0.002161644804166221,-0.05043242979112595
HSP90AA1,0.008904970015921537,-0.10686100466247658,-0.03162356722616872,-0.004383930048107361,0.07539056955062462,0.04451115670138081,-0.08850980283726695,-0.04853517404901379,0.0024398760251667464,-0.033617928246932674,-0.09569472810337247,-0.13301029878885456,-0.1772345716893424
BMP4,0.054368176556466453,-0.028006839703489182,0.03649435401957287,-0.027437272593131157,0.0065814499637937085,0.015105738509345148,-0.003406950803265678,-0.03733677467686211,0.13533135224087145,0.10101132859927815,0.040561283438558735,0.12673782863521313,0.011822947257693006
SCGB3A1,,,0.11154377566078574,-0.01683673525278236,,-0.010345741883449226,0.01809757359665618,0.065603375142011,-0.012934682764594311,0.03137053542707161,,0.0279595807347481,0.04073491359254179
IGFBP4,0.06114940096630635,-0.02816323149278382,0.03514694327358838,-0.020309780228051244,0.010930025405769763,-0.037399305403019605,0.045333502698920065,-0.039769975320207686,0.03269185685546927,0.14004974251910604,0.1472839032103182,0.12669363027546499,0.0986297826572149
RSPO4,,0.01288391774616684,,-0.01943232937995382,-0.014233981375369747,0.04407172968644709,,,0.027435109094426396,,,0.009840311518059855,0.01971886613776763
LEFTY2,-0.0032669474396063995,0.01586872541212072,0.013443255435780309,-0.030161979051235896,0.012975803763358187,-0.01134423084705478,0.06717723360350152,-0.008391673400359461,0.03752618552822667,-0.034657018498010714,0.18444039811726587,0.101214310500882,0.08004404348561783
PF4,,,0.10867984646576771,,,,,,,,,0.03605831039073844,-0.02332551726498538
ANGPTL2,-0.03231471885300049,0.034504682344094734,0.09648970201974633,0.03329950525462222,0.013149019559623658,0.03066727304755295,0.06404206025773701,-0.07910872476032707,-0.019191068100031457,0.11200632739733048,0.03328397924801371,0.07691277808679707,0.04378659503912946
LRIG2,0.027218311950885903,0.016959483770213647,-0.006976726810587254,-0.006088965438191578,-0.020321523492240423,-0.016730822518711684,-0.004990225063302874,0.0013358303193415726,-0.02211838964613773,0.0690676705070744,0.08787167302492435,0.07627821605263144,0.05188414732415959
ICOSLG,0.03169063346028274,-0.007522548462792959,-0.013460681256938138,-0.013328324637979734,0.014476649387227002,-0.019634283239310997,0.06406393204502474,0.004978073651812334,0.038329374454045426,0.009876030585303407,-0.0619456973658396,0.06612941635019068,0.04179359983996219
WIF1,,0.00032004948832219717,-0.020538361219191375,-0.04137413147982361,-0.010984026285808229,-0.019468541340090795,0.09499247123265618,,-0.010760124652070043,,,,-0.0251612319025186
NPPC,-0.0017513707919687045,0.10938367668964459,-0.034135911061388705,0.02166476429004736,-0.008761376387536842,0.06392076596114178,-0.05753281718412949,,-0.06709227744233712,0.04285879068475149,-0.02453232901539304,,-0.03445309892755015
LYZ,-0.004567208200483042,-0.04888607963255194,0.054681215484807144,-0.03622294978285525,-0.020504011037758067,0.011375082429446529,0.06670914461146636,0.09241719621366092,0.0855270582874753,0.06497527166566812,0.043166943908740145,0.051024244073112825,-0.019524814173798526
EREG,,,,-0.027345898136546493,,,-0.001113341529744052,0.02629928401683221,,,,0.06553922168966371,0.032631951738693106
SPTAN1,-0.00236909597618153,0.040401836793930106,-0.02739910380505111,0.002548020766974843,0.027311947719675277,-0.006338595278748357,-0.07010515869999075,0.018413524465068547,0.003207066533249476,0.014966985206918911,0.038391501258749273,0.01526173034327763,-0.03639662360713672
LIPC,-0.013935011697536479,0.09292084250954473,0.08361849682547251,-0.018813693218235908,0.04775693169718112,,0.02380013586269942,0.03143452288064454,-0.016468211229422172,-0.04159468577486814,0.008709072752721078,0.09903897431735952,0.06999583071732847
COL8A1,-0.028234134091192985,0.09996298465225427,0.01521144709702762,-0.01901305636615994,-0.055804078138860985,-0.00252642427870989,0.02230773834131434,0.02647809356912947,0.011283425800667263,0.05091045367055655,0.012010679768538965,0.0862301528957092,0.0838175862207922
GSTM2,-0.002109458051814778,0.04544782826281794,0.004101370374236127,-0.038094881745829465,-0.015042580949120456,-0.030578652846878617,-0.0379155696477365,0.01745429964667976,-0.007867566637648067,-0.023536800305444763,0.06147289631980361,0.05035604062652406,0.020916860534650018
SPX,-0.04406113375675587,0.041768856011467535,-0.006976889756148355,0.007559216980564069,-0.04400811978220308,-0.02639432501597074,0.006433472486905304,,0.021189948021871442,-0.052000997669698276,-0.05791468320860822,-0.00948600863803893,0.04145267434331444
MFGE8,0.02626719488802577,0.0334883250272379,-0.017910208149829097,0.017699580194085754,-0.04153992322769243,-0.019280955357658777,0.006213221694984442,0.032915589171791305,0.0436968956417644,0.1045929291820277,0.0809935374425754,0.08303796889453682,0.027001050330435754
TGFA,0.04132568266733553,-0.06017179648861176,0.04507330779477378,-0.02680646338007885,-0.04181570656773179,0.02310261248463408,0.04106629326082315,0.04573569605945359,0.05969001638847269,0.00537389327851341,-0.047885046820176816,0.1001029362945233,-0.004726735414316782
SLIT2,-0.024279001426000413,-0.04768128741160407,-0.04232364126077548,-0.015006693448591398,-0.036629263319986984,0.03455630383220043,-0.07015905680114423,-0.0008729536491293086,-0.023606896426217498,0.09070928917665347,0.0990547341475249,0.08059130331047949,0.025731733201854044
PLTP,0.04355674130148292,-0.0724516653584364,0.014382422201011488,-0.02020358658891434,-0.022628886606185988,0.0034871674453669636,0.07848565438930084,0.03957485922809474,0.04312020629292251,0.07109305468249737,0.12497151949184708,-0.02197846803052547,0.07671099492356882
APOD,-0.010838065123936732,-0.09310094021138429,-0.04602313062348392,0.09805290738089431,-0.03155380271434153,0.073661124301296,0.05903075169873128,-0.01825550738999969,-0.008283148808193856,-0.16058234331896515,-0.17304088004905666,-0.08383892607337026,0.09624354153269633
B2M,0.028841636485323327,0.06964591210489054,0.012191400342174863,-0.03947376384899363,0.05529117507631643,-0.017630683684224494,0.07032823190173633,0.05435614313767237,0.045050440743339186,0.005152649740354375,0.06072378040346523,0.05590506272858031,0.05930546871958579
OMG,-0.030446438272701343,0.025022303776500696,-0.010974711363228315,0.03053954517714967,0.045554116252198136,0.019767749466885656,0.021346921103105602,-0.01792399381192591,0.06984836963428463,-0.03662074425442028,-0.1282223995234742,0.05081894625216678,-0.03986443853265189
CXCL3,-0.018998252577819303,0.03524441065043594,0.010497980817245803,-0.05127548065062459,-0.0006178525017171577,-0.011067755347727873,0.032880697253916215,0.008131777373128694,0.011411630730735037,0.09172821966581587,,0.04505166254302127,0.02035700955438097
CXCL10,0.02309156157245206,0.02890313632242605,0.003917786639855336,0.046125455151545106,0.05420595510011081,-0.01681273044103589,0.011710094409265348,0.03909915997063693,0.04081393158827895,0.04863814987040643,-0.012330191218597283,0.04184014948287759,0.053640384829689726
RSPO3,,,-0.014946903389316032,-0.018813681618671137,-0.021498277202375144,0.019736083691773584,0.052157091366318194,,0.08039282619511033,,,-0.022759859030880195,-0.0397041213713081
CORT,0.05696478073474301,-0.03198812008738797,-0.021371200667791395,-0.02283324323178695,0.05988168671882295,0.05067072966803835,0.00281091850056635,,0.0009629991102221049,,,,
NCAN,-0.010842787986929852,-0.007496843439057182,0.059038431267968754,0.03988478041957429,-0.04341766204193723,-0.0077563209756873145,-0.01484662490216763,,0.02448373413223896,-0.005785708989893654,0.03265131857475412,-0.03770682336465443,-0.009314324261526735
PRG4,,-0.04365627342152845,-0.01654800330797865,-0.013470528494382164,-0.01819046313015887,,,,-0.0163101877025318,,,0.034987798791703745,0.028784223208701568
ZG16B,,,0.007500633768031785,,-0.009724504152374117,,,0.13372910854724007,,,-0.02277587282748993,-0.04440062540109157,0.06659160458786306
TGM2,0.04765954720406401,0.07439036190978592,-0.007225321119601984,-0.01860134297791069,-0.016588032665644344,0.006939827526537865,-0.022719588137202342,0.03468675050729444,-0.0024494088737730267,0.05146296854152179,0.1275569586706637,0.09072815201817683,0.029029817452867774
VEGFC,-0.02359143543156865,0.006730372690502481,0.060953394851314575,0.07112127030169897,0.016307246403451565,0.009842912601056958,-0.005942475084035119,-0.01245491604294854,-0.016645196672286377,0.025860538740280357,-0.029522054542083346,0.13577054747286407,0.03228095115169739
WNT6,,0.05290509149272055,-0.017753961294384953,0.1009830452638362,-0.021641537141089403,,,-0.03570302865645595,0.14475436049114376,,-0.021659857732914487,0.017293842433644145,-0.0033591465618960955
NRG4,,-0.02960633577047722,-0.010134642514074924,0.07917267647718006,-0.01868234701412809,-0.010974276650214686,-0.03000997104964758,,0.10307068608057093,,,-0.023629286440183885,-0.06155713696620009
PMCH,,,-0.011680720902652425,,0.06309905827894989,,,,,,,0.17264202513420676,0.003495998689070153
COL9A1,0.02249628958249439,-0.04612297696215675,-0.03060950412790347,-0.04697595724659297,-0.026062941210269648,0.0038965855594906783,-0.023508120163668864,,0.1329869833655699,0.061852621742874245,0.07774403645615417,0.04530018272139975,0.09294833549110984
GDF11,-0.011259414122687505,0.01061894519859107,-0.0023857835655985613,0.04053030356999797,0.03357915651083102,-0.03330375504211148,0.10678332395952689,0.021621447797944414,0.015422783702843376,0.05563183988156511,0.0010159230775392432,0.09706997148366539,0.024786925140912863
RAET1E,,,,,,,,,,,,0.028574612709094296,
IL24,,,,,,,,-0.02013425045254384,,,,,-0.045346068945826996
SORBS1,-0.003295000685914744,0.03179102591336947,0.01934519917480717,0.07237961199733048,-0.020031574357722022,-0.027971965383673955,0.026496457480219213,0.05458894654074606,0.10836989081561758,-0.03759711832040239,0.050353641356943715,-0.03336853142851921,-0.02277153923931032
DLL1,0.021047671095019694,0.036049206495151885,0.028606754405314766,0.06096823317862027,0.041460542008868215,0.02477231932241974,-0.010222661353213435,-0.03318349809512243,0.028723863773703937,0.05055470205382857,0.03522558382073118,0.0519431327118624,0.05678470970555048
TLN1,0.005708257492024945,0.04098204024177234,0.05356244311028216,-0.05789525834879527,0.016784949298888952,-0.013084823068366582,0.05668750528373533,-0.06506481444739291,0.0456206980884639,0.018733562605161333,0.12647470982759726,0.03374224498958217,0.06174510389145141
COL2A1,-0.022158389739332467,-0.03030403429290328,-0.0042246251013924475,-0.012031225448825903,,,,,-0.013552787738534609,,,-0.026688218354215424,0.012855379590790115
SHH,,,,-0.03049997052258238,-0.0008763221698559366,-0.011878756766802244,,,-0.012934681634022517,0.11818732526551289,,0.03684378401386738,0.006426108836742442
PON2,0.014240727620241788,0.07756273469549504,0.029192594360602724,0.07133609252440277,-0.016352089996509115,0.008115344500545636,0.05105480413391634,0.04278250368028768,0.04445312676133483,0.05549523101800467,0.021253809145441054,0.021103790586634835,0.08761314402726661
ICAM5,,-0.018228253450430467,0.022942042752044943,-0.03190674148304026,-0.012928190991434272,0.027614304510706438,-0.06656566868123047,-0.019059541923009526,-0.02526073453889288,,,-0.001109170212508564,-0.045248873834153734
HPX,-0.005555748862868526,0.05052212834614664,-0.027496034312555772,-0.012365450606922356,-0.01908373669497775,-0.010345740828725757,,0.0024952704554822625,0.031321946299930604,0.20678549458935225,0.09038838908985278,0.026541776788329523,-0.026891046474260716
SFRP2,,-0.010687348908570524,0.03229245167480311,,0.0013574123585218766,-0.009118928194437307,-0.02875690647512417,0.055512886238252186,-0.02537453520606027,0.08741872809649046,0.04854023962794891,0.045589080529854074,0.10839017700856067
CFC1,,,,,-0.0122383810678655,,-0.0025233375805146837,,,,,,-0.05446838065926438
CD70,,,-0.026727238033095638,,-0.022828865743347797,,,0.08557863000867769,,,,0.1232628526985661,0.1199009040584654
HP,-0.03167856880757011,0.06693906713928831,0.03317243750237196,-0.038311169854457275,-0.012420432384372038,0.0077535944499492054,0.13577555520382456,,0.045850281041132625,0.030569752182679998,0.05662318985262324,0.01878913059101173,0.025521627481324475
CXCL2,-0.007594994831327486,0.05419964887844671,0.02210167064088987,0.025517410773266008,0.005209235528571303,-0.01437804616684246,-0.06345340138180136,0.05151109338059079,0.04207583508304867,0.07457628485099208,,0.03776140085551396,0.07111649131010325
NPPB,,,-0.014195624364560573,,-0.01071642418192356,,,,-0.016645197882939264,,,-0.03612139694488369,
CCK,-0.00992026224390376,-0.023295148892778245,-0.05606018285183519,-0.009891979508842162,0.015335193355850998,-0.02702828457750081,-0.13364745049286988,,0.02453755066527779,-0.04159471934747374,-0.028347388851492,-0.037239715825295804,-0.11773717453048387
SEMA6A,-0.04927157193740617,0.1038769671468321,0.02393485648492626,0.01797632413275486,-0.010616201402926453,-0.014147386680526371,0.08760968018186716,0.05659071033942416,-0.020408108515269186,0.07987295106327219,0.013940252102499079,0.007691267083237312,0.14257416142761767
IRAK4,0.029549353810157004,-0.01686188736126334,0.05980115944353402,0.037753719619722834,0.015236360753443142,0.025161437590981137,-0.02045400680757689,0.05603378322293362,0.03133446580332544,0.048117467020179425,-0.019689251232179128,0.0960580236733584,0.03855750648806673
GSTP1,0.03540099554265264,0.07337865611945028,0.016509615707194378,0.042683973333726394,0.01711659542229949,0.007139845288521851,0.09876069731493127,0.024391290106184016,0.025005181338353624,-0.04655276962665171,-0.09211733982676142,0.04598884499208849,0.07644072330159772
VCAM1,-0.00885534547129045,0.09661293758189661,0.015080933407540659,-0.0261678908957354,0.053150978276854575,0.0423372025960398,0.05630242497785949,-0.04246358564865787,0.03004683748059703,0.013232292781478323,0.07601361735223933,0.11848975479352401,0.04095483569696005
NXPH3,0.03759122535919275,-0.03607762461185057,-0.008595188440543557,-0.043704135074803245,0.0011573495883919294,-0.039959860465556454,-0.012345833772105144,0.006636742233298033,0.013032534373533577,0.04841736061138542,0.002061671150951177,0.10292003580061569,0.02855671671890567
MTMR4,0.012032904809108295,-0.045989428687099675,-0.020815374335819866,-0.07251027035820799,0.03678010763161932,0.05060972581027381,-0.04583549876631239,0.00847170699920863,-0.022021659764198214,-0.03788208367065509,0.01636859813619898,0.0745139785066541,-0.020648193426743726
LAMC2,,-0.02703640895954187,0.019123249299523276,,0.06823211362151461,,,-0.029245915421334517,,,,0.011262811272062023,-0.01802355208412018
IL10,-0.024504318013301073,-0.015778391373709583,0.0363318953717689,0.0062258103131994855,0.00025633771911615495,,0.06520723246434425,-0.03952880846517701,-0.014899818563914582,-0.008817084407025779,0.06974778957943163,0.11888346772373097,0.16034639014027038
SEMA4D,-0.008081682093933885,-0.005889233185353182,0.008164981730769528,-0.0100457426365238,0.011636055145978213,-0.02023073523821056,0.006400008473080777,0.07893602401920964,0.016557113037714268,-0.016146468326776343,-0.034143441034539604,0.11063283660020658,0.07767105623608976
TRH,0.022098771416414423,0.05985500736562116,-0.03103444184399314,-0.011839638006132592,-0.003157133461352594,,-0.03813331117368729,,0.08343907748495644,-0.0642146584281244,,0.08291983324523326,-0.01849785007159526
SEMA6D,0.041514836218330166,0.005343268518189579,0.013889790773601737,0.012541735169136219,0.004106050046228347,-0.0247723119254815,-0.052068924877253876,0.08600213008870398,0.019814088531736725,0.03577829908768474,0.042151444461124614,0.050146875666362396,0.0468304844588065
CEL,,,,-0.023358372490676425,,,,,,,0.013778156511551638,0.051540838691997375,-0.0031989472508944287
PDCD1LG2,0.013452301007439242,0.07019121399607481,0.0760142537087033,-0.01169138063605686,-0.03442774307192003,-0.015600286069610551,-0.05459302875448115,0.04192513053893546,-0.025487909448968216,0.057099360941709774,-0.011093542654014655,0.10066505041480853,0.04360116389411971
SPINT1,0.029774611908109993,0.013584461526636622,-0.028187526148574834,0.08003935989288237,0.001212861558475451,0.016464273943682176,0.025433885625238066,0.050946180415674676,0.041231573308998966,-0.03716097844594027,0.03818907896569967,0.07520373878355552,0.05821439064222333
CTHRC1,0.021031896220377756,-0.023774028267617826,0.028511150006833356,-0.06113091877722804,-0.029435510788615112,0.06317309763521238,0.025129091883995026,-0.1333543800629891,0.036650769079317046,0.1348668834207743,0.09494029653179296,0.11057051022894528,0.1440748755454128
PODXL,-0.01696249658000134,0.08820638102310518,0.06261846610921988,-0.0012296526843912257,-0.02026303438055367,0.005605399425388529,0.08006273583095481,-0.005046914017621566,0.05439032663481792,0.1285108005084458,0.1351909431087215,0.08282308181146235,0.07650833980446878
JAM3,-0.03305830184509312,0.0774712665009011,-0.01802464827589058,0.043693528433000575,0.012429070854621959,0.020663027384259517,0.07363235102545251,-0.004739918015623726,0.01893993694287997,-0.030589309001855473,-0.09572830420034717,0.060864125922656685,0.055290276018711094
TGFB2,0.004832700394199289,0.053807984104055566,0.014864128688775265,-0.011124677025358028,-0.01991935141038155,-0.0034216995370283795,0.07778463336103059,0.04865233004347409,-0.07553550860215827,0.01945828872741592,0.11156018383417309,0.028597112245860097,0.05456810040134014
COL18A1,0.03318359076993867,0.02766141570479871,0.04488704135859079,0.028288466628153278,-0.023833933149137346,0.055278349649962526,0.020688266227472236,0.023348402323566674,0.09634827948568511,0.11804319808772344,0.19703159456409416,0.0943806282063608,0.08005420080515023
NODAL,0.022937727513317296,,-0.022893855826212166,0.08374088349602447,,,,,0.006931965841335432,0.14806742772017042,0.15081777035645538,0.0555223678956119,0.014904985965935973
