,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.03147680923631871,,,,,,,,,,,-0.01821903130687888,,0.04750046342644174,
BMP1,-0.001386095299885554,0.10008267933140681,-0.00739337883586318,0.05270846878568362,0.008944842331875529,0.01692658846664408,-0.03698931027119432,0.12148218644004137,-0.023149090492715275,0.011218993451437034,-0.008920951473017458,0.03330328574604789,0.02889502878437017,0.02141350371811762,-0.06970915455618057,0.08382781876616045,0.002139138641565789,-0.026644595096977534,0.013779027087155662,-0.03209471187754592,0.08247713287481254,-0.10031461990856945
NDP,0.024424074660695683,0.0708506998011884,-0.05745851856347393,0.007023003614249697,0.037979358117481335,0.017199538892535154,-0.02731010268671763,0.027437069322029804,0.006428088668782867,0.0035697458656666573,0.04654194051777176,-0.027890285612280272,0.0019974944044568706,-0.007151922877965364,0.08152221984841265,0.06852067492471037,0.04059048454153878,0.014327951225825652,0.08258726789910023,0.0014100218772352875,0.0767857269922765,0.020460267117715827
TNFSF18,-0.018134037791549398,0.016892786439883935,-0.0038166566175749064,0.03182377781361712,,,-0.011833031490093746,0.2086649477525634,-0.016705282570340377,,,,,,-0.020590677854750248,,,,0.033822901513099975,,0.004207887614805674,0.03882254389700021
IL36G,,,,,,,,,,,,,-0.019418563073302267,,,,,,,,,
RTN4,-0.08487260350735837,-0.03365816272752266,-0.018377528291940712,-0.013769991724630594,-0.019999053733231107,0.04551439151836542,-0.009313040946491668,-0.11723885450285185,-0.01969358596982122,-0.03554988162309213,0.0316376578568472,-0.013545702896957317,-0.02315910998292563,-0.011698620748714406,-0.14558985980843414,0.004975010552819341,-0.09475102615409095,-0.004125267370127324,-0.15300126945056458,0.03135318330735595,-0.039119756537281496,0.031909502193417524
HEBP1,-0.005389352915906078,0.006407820757970922,0.0062122243250248175,0.00906760625088661,-0.01593837507820561,0.013900254374177095,-0.033197492611955655,0.060756490801303596,0.02101782606730254,-0.011220688180154939,-0.052837649202557416,0.08241318526811035,0.026763046861509498,-0.028674274962862224,-0.05052502121945115,-0.00820783101420167,0.029722048518020978,0.010936201933247113,0.054589856443663494,0.03563815370704923,0.0660138070221837,0.01265760746437945
WNT7B,0.005525636348537258,-0.00047933823592024026,-0.039469643779224454,-0.01722763548716353,-0.04854217336534848,0.028865447020287004,-0.018916845162816536,-0.018767699902663925,-0.02917276643396166,0.016127871720436938,,-0.0059198892625310015,-0.005293301391585977,-0.057311910137748376,,-0.006750957745559238,-0.0056494518289004056,-0.029009662594487114,-0.02537494096629232,0.09186157585031472,0.021960356124616436,0.0012405166129532416
PTMA,-0.009568741094060399,-0.11114364728045731,0.06614479202912855,0.019848429440584545,0.03790777908574842,-0.043286097565423676,0.007592100090247339,-0.07898040917408679,0.0025098876285095674,0.02607152193053057,-0.018648173632238644,0.07756671833350584,0.06429623027025456,-0.0029833498463739763,0.05995016227786334,-0.11845048614520298,-0.05012278392677662,0.06157574517927967,-0.1599208841422329,-0.03846358066969473,0.025551764139515154,0.011999465565572784
FASLG,-0.02898657751929751,,,,,,,,,,,,,,,,,,,,0.026309350521133992,
