,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.023106797192228034,,,,,,,,,-0.029709951420769553,,,,
BMP1,0.026618955104018405,0.016034157939136356,0.07062886907346799,0.0007974589983641865,0.011542631506286614,0.07862410923604818,0.018410168713206533,-0.08799949012135494,-0.029790000088956894,0.04809999918486666,0.05599070684024284,0.046816348563401805,0.08121702337524914,0.1117033679589791,-0.025719996577551384,-0.04428766544469686,-0.022216160256910294,-0.04909481500932813,-0.03812509307132602,0.04496833688375784,-0.0612690454870846
NDP,0.07934173984963938,-0.02875810583542632,0.02397291816239909,0.02863664455624668,0.029907300089799325,0.03750827405070428,0.06269741920980955,0.05326412916798341,0.020262585497012715,0.016842627611377562,0.07401390359297771,0.07388784014280499,-0.0075683692839850665,-0.01930732122203075,0.04393185559144072,0.07590541023776083,-0.0012636412808982214,0.05090671583514211,-0.09269847495681896,0.029763668633919542,0.007459003014636134
TNFSF18,0.1460366667048041,-0.025715759000616473,-0.04394660831410189,,,,-0.03450107312590304,-0.03431290014539785,0.012836907843256818,,,,-0.005703267358721382,,,,-0.017078511787426653,,0.12976574430340282,-0.009770736028603132,
IL36G,,,,,,,,,,,,0.021904258703768623,,,,,,,,,
RTN4,0.04698220754128753,-2.5117608697934928e-05,-0.045773750728116507,-0.015204517729604189,-0.023066395948168686,-0.04983337660418628,-0.04556936662263566,0.08695745260296829,0.10259194611363211,-0.026984671408075558,-0.10330914360574472,0.01689534723800057,0.032234520228846486,-0.06947545617619284,-0.053147832462262165,-0.10887149548670602,0.06551651288583586,0.07682742154158337,-0.00321597959116334,0.10568297041079502,0.011077913301238869
HEBP1,-0.045092129394620845,0.04690110249078658,-0.01112638878136334,0.009860309399208086,-0.020011338297517025,-0.02733566210774658,0.01015189267628938,-0.05265375961942411,0.031930669447814815,0.003039448316511122,0.0707286628349308,-0.028489989845209576,0.0072607764542774456,0.06262600751371904,0.06924117676237224,-0.01918914781343222,-0.03169318733173424,-0.007876505664873676,0.0187529224729171,-0.030504419388201007,0.03480799956173881
WNT7B,0.08191976298269228,0.01849668825005865,0.012001791741520156,0.010170495356821393,-0.005486300286723866,0.043210355931398936,0.0022312474781219873,0.09758672336787608,0.030729698832398483,-0.027947102579837107,,-0.024665212102258145,-0.01546724746961664,-0.02509188611734841,0.02192118787510082,0.08408336855094517,-0.008093609840845098,0.11224935292237337,-0.018672673831739046,0.007921990552951116,-0.036948663804034006
PTMA,0.0009840504907696714,0.050398603483866815,-0.008454516512448865,0.1017498370018845,-0.0014956682874474759,-0.0038979137908507593,0.05617678127643268,0.01295488652766923,0.02932552073070897,0.022347133170859637,0.11025931392021503,-0.017527162287634807,0.019549441694319186,-0.1682993062144422,-0.08473867239677994,0.0488202509451704,0.0460602796218223,0.0395006587654051,-0.0006761498404646715,-0.020033384207352622,0.03533144811748456
FASLG,-0.025775270315200285,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.023043558138274724,-0.012707101872621774,-0.024241165607006492,,0.011781311118561863,-0.009923451521096893,,-0.026853476507151273,0.03369235729724737,,,,,-0.044189870309168836,-0.017646349741566737,-0.018715668247944763,0.05805273491776617,0.01650243383316191,,,
PDAP1,0.010649816289567347,0.03853470974535191,-0.0019761058067055757,0.09420623951128652,0.012723779704790572,-0.009282338236225344,0.0194267267007561,-0.06750185736122309,-0.0017831784584285313,-0.013314394349654993,-0.03309765105212431,-0.03892342032286265,0.03325176268475104,-0.0056957556118066,-0.02828911066840226,-0.018335385960834557,0.05061744615169928,0.014887593143752908,0.06741863075895467,-0.014720287158581603,0.037650871837230204
QDPR,0.07150568881428693,0.04845000449120848,-0.07753166176979245,0.05116743303923266,0.030365095379396634,-0.005812917046201327,0.02835450288433069,0.06829888040096795,0.08741866116117572,0.05705498289611079,0.09367412488413421,0.07619476728966112,-0.01453836736408952,-0.06932447125212614,0.09524601798309537,0.05980799200619327,0.05708052325017532,0.006529311200459451,0.06857543818029237,-0.04674831262871975,-0.05743943347098155
POMC,-0.022530829571816176,-0.005559633199707896,-0.03519831739401826,,0.01409285802198595,0.055729410497909464,-0.018027605080821726,-0.05820578022842951,0.05378616519150686,0.033002520296343645,0.006378043816806569,0.015550371945923696,0.007949978068159228,0.14194166130892405,-0.011448495268450829,-0.008419691711563634,-0.004505213104699763,0.057543460240985514,,0.07069566082113161,0.16711156044394376
CCL18,,-0.03400438509032425,,,,,,,,,0.0713318588649737,,,0.04864030664561657,0.02780963688071501,0.043149170090878444,,0.007275789187171295,,,
CCL17,,,,,-0.04546235644159526,,,,0.003964786946279603,0.01687064289660283,,0.0640408206973523,,,0.03516485443446332,-0.03510471184155058,0.009668197465410316,,,,
VEGFD,,0.11699866650644553,-0.024896251073851957,,0.0633393501588904,-0.004654107224866829,,-0.017863215056747515,0.007735787963604041,0.019763001449505036,-0.048704493779597874,0.013747635163936341,,-0.08449269927417638,,0.03256276972611846,0.05507019284210846,,,,
TNFSF13,,0.025262253783395645,,,0.04704785443986258,,-0.023970074460245284,,,,,,,,-0.012031535745313938,-0.07464209792540895,-0.011992827755919405,0.007691864308517171,,-0.013200610420582029,
WNT5A,-0.023153991054015336,0.0013464747184813329,0.06403675937196554,0.027050165963404527,0.011657244162837317,0.19893486787771705,0.06326686541714817,-0.020856735956680215,0.002188260110582819,-0.008747959748120837,-0.04124604391915832,0.04304856976904106,0.042184661031777475,0.03514367268506441,-0.023634219868704374,0.06609408882409037,0.0005770621266176936,0.009602883800039933,0.052446031130086654,0.05443053704148738,0.08058484336872561
CXCL8,,-0.06876401250057743,-0.032510317729369936,-0.09305734644020862,0.022695899614376396,-0.18184016129574312,-0.04121553147549001,-0.07697056358479266,0.01249577736912658,-0.011626124265022937,0.08050839836178962,0.04368952912959171,,-0.07820238490241464,-0.1032756854373023,-0.13500818536100123,0.01598743603473959,-0.04008591320704381,-0.061800910454367655,-0.037575946920125565,-0.012200648109311797
GRN,0.015627998466308246,0.03810928065001961,-0.024627526956072794,0.09185993243341353,0.05574201495620115,0.05279646009468193,0.032961292282303815,-0.08811157042002772,-0.04770863122505479,-0.008071923100129427,0.14237035890950772,0.06321937930552184,0.039721922968618095,0.010472068088828421,0.07913093504278274,-0.0854802666574423,-0.04061648268154375,-0.034658992175568996,0.01602479933927822,0.05231515399928837,0.05176866891259424
MIA,0.11529158284664469,-0.001142316069231376,-0.01981039605076819,0.04006133805449742,-0.01725498890603056,-0.017885699231211073,0.0024513696953717494,-0.06600669878325358,-0.03365597648421693,0.021916287299580797,,0.01713076215543445,0.024327972024438874,-0.007989205420385663,0.11038407496607683,0.171198926940355,-0.07591262302118518,0.04068006192384898,,0.05164463846148075,
COL4A4,0.0022808230511117307,-0.0295991932746506,0.04787958558132802,-0.052940061252379524,0.02592182269412083,0.16523865651748404,-0.03984503082043313,0.013146529401029157,-0.006169444975618821,0.0013783129838798355,,0.07198376933925674,,,0.03010996004956714,0.004340795341958803,0.0004462729937105595,-0.003906290051122232,,-0.0010686802556848156,
TAC1,-0.025775256291936256,0.0005448815044952704,0.005419790590463681,0.10242123954615374,0.03384817260790162,-0.04432473594958986,0.02047176334746538,0.06133370630436205,0.10259867100829034,0.012070528761780783,-0.10631635133031764,-0.0026453047181005935,,,,,,0.05046141529522138,-0.04424192932516992,0.13860145049536882,-0.017998473915669524
RARRES2,0.002221683266432695,0.03496207214553348,0.049950177296728376,-0.054625487743306965,0.07817047660804555,-0.07569090673867315,0.04643292566790111,-0.07246549825790813,0.09897704115188197,0.06070758216437221,0.02441623861589728,0.008693417133099776,-0.022652808235777325,0.09495666263257829,-0.04626243432621333,-0.03458949611555654,-0.034802056166558626,-0.03341127151850732,-0.07389062651125738,-0.11862249278318332,-0.09664255681619176
FGF7,0.04082259300970485,,-0.03918862425999143,-0.0510788540896002,0.039866574594511206,0.03238631337169488,0.10890447907329126,-0.013497876267141298,0.05712364603464017,0.030310146763106664,0.002454040551984985,-0.02572983520722352,0.07016419363683789,-0.004475952839817356,-0.07772755525166916,0.08912098084148813,-0.006866304105196099,0.038933242050599344,-0.040765588709878973,0.0643201472953657,-0.0009344879592322602
EFNA2,,,,,,,,,,,,,,,,0.014777325931778766,,,,,
HBEGF,0.0627134247759676,-0.0019512645730027458,0.0061360565050808035,-0.0015812111752305854,0.0016090228083264462,-0.04622383923649642,0.02897206309534389,-0.031211091640519835,-0.05496918833612955,-0.018957775986341106,0.08714844788738307,0.003523830105220115,0.09351156891584245,-0.16758792894037805,0.0875732786703693,0.05307406227212985,0.04921588581478677,-0.029429983491157486,0.039639039904476335,-0.02616669648074713,0.003035854009904401
CSF3,,,,0.010344548736676135,-0.031600993459565026,-0.1368342413797836,,-0.024090257202904176,,,,,,,-0.03315819530862558,-0.12143561646675247,,-0.03609782321726301,-0.051401571020897846,-0.015338542982433177,
PI3,,-0.044548252241671416,,-0.027771194568492228,-0.005814681525925806,-0.0920263175703531,,-0.02712594756744933,,,,,,-0.09075653951243552,-0.18807578864399496,-0.17062219735939824,-0.005000539202999661,-0.013676714270649802,,-0.01085365850108978,
PCSK1N,0.02170531062454689,0.04465833127959642,-0.037333695309970216,0.09992023394946462,-0.013848588838664855,0.048727794941800656,0.03670325361299214,0.06306733409024931,-0.020589778154875154,-0.02343032359474802,-0.1340818126896422,-0.056031611034299544,0.009048080056800769,0.03605085457773765,-0.004976723022200074,-0.05440161478519332,-0.004005567451605436,0.05863583157205113,0.0798537494782522,0.14233840742955417,0.0006375770090259729
NTS,,,,,,0.022588534187590794,-0.02635483864342438,0.026294262618043712,-0.03590544762324615,0.023632673296926043,0.045948967249562524,,,,-0.022408138801028845,-0.0411263565190133,,0.02615924055826745,,,
