,ZH8811Abulk,ZH881T1
BMP1,0.021376552311159563,-0.02057429993571719
NDP,-0.04204161372288524,-0.0030682721976153515
RTN4,0.013049009380708956,0.012029985823583476
HEBP1,0.0011229192862009306,-0.02344312661939344
WNT7B,0.01678383774163011,-0.017891617416426635
PTMA,0.0419650535285459,-0.010758255059536863
CEACAM1,0.0712139567587839,-0.019932165357417965
PDAP1,0.07032207540839192,0.05417327158049403
QDPR,-0.027542109602773555,-0.02671905888908799
POMC,-0.04759809714772888,0.02974020418404656
CCL18,0.03680029551737576,-0.020185931057247298
CCL17,-0.014063966405002331,
TNFSF13,0.04167546410586965,0.011370225826973054
WNT5A,-0.06353692109577856,-0.002959156150878621
CXCL8,-0.04101298804339846,-0.07439883738148673
GRN,0.010881212859206133,-0.018713789153542836
MIA,-0.024674776957062144,0.04564097981218025
COL4A4,0.012995587844339972,0.0269398362228542
TAC1,,0.05135703352536734
RARRES2,0.010786817880538629,-0.08833281254449302
FGF7,0.001549605637347801,0.040128487791122
HBEGF,0.012390758754009768,0.024913560726953943
CSF3,-0.01374885626028843,-0.015751289218473845
PI3,-0.007043196591208786,-0.04745294474713132
PCSK1N,0.008738567431347913,0.06256161965289048
NTS,0.03499199905687219,0.017257077032902034
SFRP1,-0.0343276906958103,0.06205922704553939
CXCL13,-0.03159055206276614,-0.00423954003993161
MICA,-0.046476416080382985,0.03908852337604169
TG,0.027447296601623636,0.009223792375910747
ADA,0.017999238683556268,0.01354554591562674
LAMC3,0.020855586127342958,-0.016822387033714324
CCL7,-0.02107864388809631,
NGF,-0.0062277266604680625,-0.04905785759203366
TNFSF15,-0.020549310863326106,-0.017744883584429907
HMGB1,-0.007145376334390707,-0.0077574304463213185
ITGB3BP,0.014147994981287604,0.018948371986740466
AANAT,0.005412552683531612,
RELN,,-0.004284028020922983
IL15,-0.005051267432756836,-0.03448975653429519
UTS2,-0.015747221848719885,
BSG,-0.08078322614707739,0.015442611525333114
ADAMTS3,0.049938779891784496,0.00012207729795613367
CD34,0.050930932803465404,-0.025567046559015514
PLAT,0.054185388162677615,-0.004704928550793013
NTF3,0.07485307556685968,-0.01768103730569242
CKLF,-0.009590439845685292,0.024910710528427152
CD24,0.018279796011828765,0.035169022880665285
HSP90AA1,-0.019020621874283213,0.009870957255682688
BMP4,-0.00968845469055328,0.05596679680566398
SCGB3A1,-0.032082587094922295,0.026854308047266837
IGFBP4,0.03143225614009307,-0.004491711671594777
RSPO4,,0.03529725083825845
LEFTY2,-0.01789338169307188,0.04745497763523706
ANGPTL2,-0.0017091627397078897,-0.011716942380607144
LRIG2,0.0008467955281371137,0.012557747799831067
ICOSLG,-0.026285423930846385,0.03543828276917356
WIF1,,-0.023070046629664623
NPPC,-0.0171727750986085,-0.039494180828075175
LYZ,0.07830872497412747,-0.05827539823317432
EREG,0.01248770764231232,-0.030910315231639243
SPTAN1,0.02756357661989014,0.038516127090683
PTH2,,-0.039467710407353286
COL8A1,-0.036921326990927365,-0.025109447436283298
GSTM2,-0.05071428750720978,-0.030225231160257566
SPX,-0.021252459743153623,-0.009840468632615396
MFGE8,0.004128375915993813,-0.02146498838976153
TGFA,-0.07354920317357912,0.004434088795432472
SLIT2,0.0009109161458131444,0.07197136225873127
PLTP,-0.029066175105568685,-0.0193501418222184
APOD,-0.030847019812089517,-0.06325066742511234
B2M,-0.00288029333576485,-0.003458254975875157
OMG,0.024407500776819878,-0.0030740351096081022
CXCL3,0.001004244378819434,-0.012100929774380202
CXCL10,-0.021766403942947047,0.03352611568072756
RSPO3,0.013483085964926462,0.007291036881840276
CORT,-0.02403523222689462,0.015346543739967503
NCAN,-0.016827999536327822,-0.0013034294765902374
PRG4,-0.004286898259616414,0.05036797688986419
TGM2,-0.020754632693013714,-0.03627065308920691
VEGFC,0.04052625623013438,0.020614865868514347
WNT6,-0.0034045845751445067,-0.010916514746591213
NRG4,,-0.021106368242314485
PMCH,-0.02142499055326604,-0.01886866962528184
COL9A1,0.039578110228586816,0.021559913300558446
GDF11,0.015764549333365113,0.04030940820654458
IL24,-0.015973956680010993,
SORBS1,-0.014846138902491791,-0.014755471255715562
DLL1,-0.03727861106873656,0.00871873464258925
TLN1,-0.0037408795295853846,-0.008244340840456056
COL2A1,-0.021754954822076802,-0.03974989237113666
SHH,-0.06538977072778587,-0.027438768208818774
PON2,-0.04420065927964542,-0.018574174615610218
ICAM5,-0.04465160283782528,0.004899966258055521
HPX,0.008189497528631323,0.04210953370572908
SFRP2,0.001697378164891458,0.05075948070047159
CD70,0.01265577637017602,0.044076210366896955
HP,0.003956982299720128,-0.016511848026571883
CXCL2,0.012474467142084668,0.012433327960203577
NPPB,0.03829261847818955,-0.02820117691985484
CCK,-0.059603213201718463,0.09187645418064547
SEMA6A,-0.0159018165120174,0.06216197307356014
IRAK4,0.07550227052303823,0.035652868341246036
GSTP1,-0.04285386535040736,0.03561266352582663
VCAM1,0.004304612193565826,0.04169340567883207
NXPH3,0.016280243476861807,-0.04022734937206984
MTMR4,-0.0021354421308799774,0.04209697496265095
LAMC2,-0.01963852255342878,-0.01831498696518721
IL10,0.06162352011487881,0.03908587490806053
SEMA4D,-0.05800567282706001,0.023792605704547484
TRH,0.008318289489755278,-0.028707499201218404
SEMA6D,0.02767552172114145,0.05466682109712492
CEL,-0.024190115702528568,-0.027769330162112922
PDCD1LG2,0.038465176414008685,0.01597854868301007
SPINT1,-0.032279580553425634,0.03719774283940018
CTHRC1,-0.021250659436221394,-0.030055164173319823
PODXL,0.017409311391939856,-0.05158177259047587
JAM3,-0.003978615411048106,-0.03190073196464366
TGFB2,0.0623710459619421,0.045411113932142026
COL18A1,0.012026252724815363,-0.02465980949560761
NODAL,-0.023879471589718294,0.10320871601630455
INHBB,0.009960950414009758,0.004909020384035329
LCN1,-0.025399677852730403,
ARF4,0.009809897416616312,0.009688515354789581
CXCL14,-0.03596474990099617,-0.04308863222003831
LIF,-0.032361647027778565,0.011251490863163079
IL17B,0.07880403113368079,-0.026056980398685516
MMP1,-0.03492116668270593,-0.01886866813099866
MATN1,-0.03196013155083365,0.000893108156556305
ADAM28,0.03554603220406693,-0.007734706367812694
TCN2,-0.009713018395577916,-0.02491165448099864
THPO,,-0.007642553060311519
CUBN,0.028888237564204944,0.028822637958837088
TIMP3,-0.031587226732399734,-0.019421598320368865
PIGF,0.029783745438985345,0.029612035607363002
CRH,0.013087021797983866,-0.02376312473334397
BDNF,0.043661569362880605,0.030133843386069226
CCL5,-0.029910866660058676,-0.014392755318971991
GAD1,-0.013851849736440287,-0.011444590049873917
COL14A1,-0.042070352475491436,0.05182134902718352
HLA-A,-0.017163553029002347,-0.010209112308022713
FGF18,-0.026131150717974866,0.09118751655081193
ADM,-0.0021069366500399878,-0.05687294069491133
GNAI2,0.004024839875074263,0.021841812995361955
COL11A1,0.02958666480382816,0.012423829968276017
NUCB2,-0.021143038529192346,-0.06959549068989504
CXCL1,0.041192242447216185,0.03552952572815996
