,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.006780002995975841,-0.026443383676900193,0.00818559047565239,0.19116692239007516,-0.12283789882882902,0.002695611345497258,-0.037551178072500406,-0.060490742252722766,0.009705469453988995,0.002305176163897422,-0.01832682160466831,0.00013004317319353708,-0.0464466973970988
FGF7,,-0.029241808596333504,-0.028221754371719053,0.04099623670992988,0.0014458904312564741,0.038606842633334075,-0.02523192390152209,0.07511866226069472,0.046516017525257955,0.09411780356861355,0.0043054718221620355,0.01670944346822027,-0.022569350095403312
EFNA2,,,,,,,,,,0.05396400080940337,,,
HBEGF,0.016066643747658656,-0.02307500207488805,-0.02025747725855663,0.10439542446897475,0.04996096416430681,0.02030140521613146,0.016509493401734736,0.09102968711162567,0.030111316637644384,-0.016333308404821275,-0.04702924607242865,-0.059971888229030455,0.049305470290020616
CSF3,,-0.019662545454230688,0.022853591561758813,0.026004538577338532,,,-0.025218677553583705,,,-0.03264315430932529,-0.01852018441067736,-0.01922488379483566,0.04997253464001348
PI3,0.046820929308168314,0.16962708564797896,0.02066461457270924,-0.036739663453248604,,,,0.044291978948042876,,-0.05854918643651704,0.00957769666944468,-0.041769285644665706,-0.017399468098078175
PCSK1N,0.018029775995708108,-0.07835166915151379,-0.012324028223120813,-0.034149511701245625,-0.01628445493642175,-0.040353167848615305,-0.02972316964361376,-0.07342354890366205,0.1720187336077671,-0.005536864414744656,0.03822544577642658,0.054772218802763895,-0.056258471617949876
NTS,,,0.026449297504181197,0.0009685229227281746,-0.0204519141223067,0.0020317303995540568,,,,-0.011936247173445722,-0.04282123413750201,0.03232652616600647,
SFRP1,0.023301977598696906,-0.014393947977214657,-0.016815156502409407,-0.04080379429577006,0.016417958325927445,-0.002590125764672271,0.034625647107561865,0.03685353095181049,0.01763373591810525,-0.019263908242296415,0.04912738701061352,-0.027807873912165215,-0.021888450481749415
CXCL13,,,-0.016664034833245692,,,,0.011835205632464499,,,0.02377068800020055,0.022756523480424538,,-0.03904646110700689
MICA,0.027809600890965083,0.024430522751441093,0.014040738485273025,0.14047192860060168,0.009856390670545806,0.03391551114919079,0.004959510973091553,-0.06948758660187762,0.0461626109388421,0.07323429891844062,0.0062137810059044625,0.007927903589688687,0.010953568612372734
TG,-0.020220992259711086,0.05875045784423808,-0.001815705371724699,0.04439552515013551,-0.017275766034979833,0.0239909920329484,-0.014643640935493018,-0.05023927123184832,0.047557765226580735,0.014378715940969199,-0.015242396361897993,-0.01481213602088081,-0.017934637249217972
ADA,-0.022841683738247843,0.06914470970740227,-0.006689957932689453,0.08117899961273836,0.07250283960972127,-0.005851248903329968,-0.05981018551568027,-0.08967115757432431,-0.01587266347334951,0.010604173805814418,0.02072429766757117,-0.020900625801919592,-0.0016109939601235957
LAMC3,0.003279103071593606,-0.07060460591482787,-0.06093350302343703,0.15271987080292213,-0.0015078571969822743,0.01230270914571222,0.00982974280032329,-0.15159413585409998,-0.044342571838249224,0.04099882125810315,0.015643432971296715,0.06088963539325778,0.09993298454067072
CCL7,-0.0125447417980375,0.014085980972789241,-0.022093433556339356,,,,,,,,,-0.02014581465883164,0.0179835320962398
NGF,0.011039586442772843,0.04210248700311882,-0.023582440807518916,,,,0.028275522595505583,,-0.05355528377732658,0.01493136180943714,0.03326663858172297,0.018333426263744283,0.05382283670735481
TNFSF15,,-0.012505808454900472,-0.016357903232757154,,,,-0.016059749555506955,,0.00242993122534736,,-0.01150071656669502,-0.004375436750680266,0.05637004131349382
HMGB1,-0.03026796008125265,-0.028283202442568007,-0.04895668688869233,0.07943267379593393,-0.046342482840871266,0.09845975559397899,-0.03179559643745636,-0.09787066108735419,0.005374854304484194,-0.01738299601879582,-0.022917170514714556,0.0017557094451885848,0.05078451264626077
ITGB3BP,-0.02704498679863752,0.024301760464190136,0.06127524311585492,0.08698360899231504,-0.020637579886891133,0.027326972507817585,0.009294646310536095,-0.029584515265530503,-0.03639942732135669,0.01888328163685053,-0.015946810089998834,-0.04170386853056846,0.012668509740646736
AANAT,-0.018200511799738594,-0.011379007895434005,-0.014739449109474058,-0.002475948278998956,0.020598469535972865,-0.03243007785529876,,0.10616483767540202,,-0.0024925633781580875,,-0.021315112033396682,0.17755206440326954
RELN,0.1214702412910597,0.009355213645788672,0.017937079569862138,-0.038553455784197145,-0.03420569147489917,-0.013119924705461451,,,-0.04002794210238456,,-0.013891619253139989,,0.0034622865890360276
IL15,-0.0055627171680037715,-0.007524864177025176,0.010774956181847291,0.14206330705964368,-0.04406740517058192,-0.04218306178612604,-0.0377626531195746,0.03547171980094873,0.07498065490191977,0.018354876412787272,-0.00035202511531945657,0.039530202991324564,0.03994880661538787
UTS2,,,,0.06189935346274048,,,,0.01848410905523765,,,,,
BSG,0.035861184094072324,0.06037528253026115,-0.035008622451257104,-0.0008877972052453052,0.07322099770804588,0.006446378177569125,-0.026563550042658764,0.06577022427919432,0.08812394733683168,0.07336212673101372,-0.039051802224840865,0.056156211367400184,0.07090009018653584
ADAMTS3,0.048969664267097895,0.03881600877439528,-0.012396703206805906,0.14981716904253484,0.1421747613922008,-0.0006094668261629449,0.11000309436772264,-0.0548302141939814,,0.05638502174185355,-0.046372762427611076,0.05292417410785629,0.04407551494053893
CD34,-0.00827904923532108,-0.03070508766620261,0.027914185094801196,0.13433036211491195,-0.06251481359293706,-0.03746622613341134,-0.04693845069190042,-0.15230429640103327,0.06348740657677816,0.049627022703677894,0.026063776411134117,0.025648068569346587,-0.06916254275469208
CCL23,,,,0.027338492335393837,,,,,,,,,
PLAT,-0.03568849577052229,-0.08383592930874822,0.0021383544598403115,0.11768917611973108,0.012050743635422847,0.02931464809626909,-0.02329561754489406,-0.12704239812945267,0.07043380325968866,0.012950437008923073,0.025720192701251473,0.04813668986638377,0.14157192691818696
NTF3,,,,,,0.023464837796064113,0.07209924324357708,,,0.030759683364572604,-0.03304944948802789,,
LTA,,-0.014393947303843146,,,-0.014962977177990515,,,,,,,-0.013872629840346406,
CKLF,-0.03192524708719047,-0.027657248198450876,0.019508324213344606,0.13082174391521564,-0.025197505309732898,0.038676373875364455,0.01228263643232838,-0.026793793726157842,0.010910654560888215,0.05876989489943845,0.018890183851117414,0.09204442113104452,0.03547075515586005
APELA,,,,,,,-0.029605287594599006,,,,,,
CD24,0.015680733744071577,0.06056729311814251,-0.02448098478129815,0.006302223892228587,-0.052085539882629026,0.0642816251153658,0.03915560920424776,0.03547441746061607,0.022451032212134042,-0.03747038588731559,-0.024047209939772662,-0.012461775396309199,0.02148012314748101
HSP90AA1,-0.009008217543623727,-0.08108104728553044,0.0259990942984419,-0.22367677563686172,-0.09567474157433445,-0.040115235943475845,-0.04124699989266675,-0.08832053340309602,-0.054375759014755734,-0.09076410126788977,-0.04316944744440257,-0.07630062998863238,-0.05242374149288079
BMP4,-0.0020981390805259402,0.0012056993717677671,0.026170495480583592,0.010827759743842522,0.0048171213145816435,0.022930506191243892,-0.004712461544614973,-0.0683521843693051,-0.04629995771377263,0.02967182436519303,-0.03985270831508063,0.031059640431874397,-0.042045742408474814
SCGB3A1,-0.01254474054358008,,-0.01755286431025203,,,-0.03329090603855783,-0.02100073834068552,-0.07481653456225971,-0.0570120424563721,0.1349330045143151,-0.023883359326618094,0.06922792844474789,-0.050648686646766444
IGFBP4,0.01847942364761789,-0.0174719904572245,0.00012361688387621655,0.1780030932939723,0.0321296855439133,-0.013639045976419014,-0.01970695493407444,-0.16416160186332507,0.058431383019381514,-0.0535529628774869,-0.0017417837805345877,0.020548161005726043,0.03247609221317152
RSPO4,,-0.022032458173889186,0.051396186486087334,,0.09239388720470547,-0.033290901169009735,,,-0.052129178030811525,,-0.016084426086575218,-0.03783505587444369,-0.03706341702891408
LEFTY2,0.029152872207756815,0.02230895185138867,0.031749781654857374,0.09579739058992075,-0.04285714859831524,0.025972632612108536,-0.018158595983852673,-0.05459666424455666,,-0.02583777416793592,0.012955417654636632,0.0009305578420173793,0.1217094828790946
PF4,-0.013013154588554433,-0.009798466332226051,,,,,,,,-0.020596355953062237,,0.07796579301545986,0.09016847350960881
ANGPTL2,-0.014620106764944529,0.0017903493007028893,0.05131571790175881,0.1504371713156858,-0.05816588048872358,0.020159039895286307,0.04757607912051195,0.0685811294389398,-0.029395568931922817,0.023850539298821236,0.012118790470866187,0.04811448017591866,0.12431576110824809
LRIG2,0.03960654426919606,0.029032828871197514,0.019030687443828923,0.10515428395214146,0.050544828768014034,-0.002571592145992481,-0.015327035719729192,0.1690205639390347,-0.009497308192263753,0.02207333426311563,0.0065581323931978176,0.07382378338857125,0.08114131893275144
ICOSLG,0.06658796814894181,0.03594506745385949,-0.04347058686763396,0.044571181391641554,-0.008013620679253049,0.028552317462331094,-0.022408359340427737,0.09009549380434587,0.1102403036953753,0.07911469515963292,0.004816536438571446,-0.010208242365772485,0.08540548825051322
WIF1,-0.023415059473895078,,0.04003438179943419,-0.060262684722129,-0.013429369755554331,0.011583123285643185,,,,,0.13276628684233047,,0.024525530094941208
NPPC,7.739522742964537e-05,0.0039054083299659022,-0.03534001808917008,0.003981942974837988,-0.02619643338872875,-0.03332836354974038,,0.1556839747312275,-0.018984732194490483,0.06099184334301035,0.04450421563081736,,-0.06977510034105262
LYZ,-0.0035522594092305183,0.017464381532295528,-0.000282969980981014,0.1726314960999017,-0.001794896316652374,-0.005086097459833283,-0.04592154967593049,-0.06962026220929762,-0.02308590747679768,0.06687312650748456,-0.003951274636623557,0.009154795064190873,-0.049076952727647706
EREG,,,0.06542749531921878,,,,-0.02123364381557893,,,0.06052542915365469,-0.020033423875386883,-0.014242825753420119,-0.0036849700171851275
SPTAN1,-0.05950952403142094,-0.02409852828966562,-0.024768080251630593,-0.05988896928634479,-0.07734639587168421,0.03277044330712173,-0.01610525071598423,-0.034893735140390965,-0.013468839134546369,0.014149435279212494,0.024349614186023983,0.06192619020819542,-0.03714487534380513
PTH2,,,,,,,,,,,-0.02557959587459036,,
LIPC,-0.015931521656299748,-0.017608573762843183,-0.019613909661009305,0.16109245504811415,0.0025085823941865,,0.03372437023915691,0.020130284598651935,-0.030241350545149228,,,0.03508542734092925,0.1123945402171064
COL8A1,0.016705242776807294,0.030913292433913473,0.013252411090348694,0.057418300944376374,-0.013880423744262814,0.08814619307784824,0.017019273622334623,-0.010492666880846862,-0.00923219312965285,0.04660501568283151,0.005187309442649135,-0.0212251184529491,-0.005155293682353152
GSTM2,0.08315354182369764,0.07444491866471158,-0.02946351273787396,0.031117100309687375,0.013988538571187491,0.0062994688611398165,-0.03892567840569164,-0.013471033570179536,0.06136509406254012,-0.056479256289053315,0.05036392095126494,-0.02324970782451091,0.016548990537511625
IL4,,,,,,,,-0.06441488001480178,,,,,
SPX,-0.025766719277185934,-0.01856969623875519,-0.0005036320398890443,-0.0526708582121608,-0.047286168153166316,-0.015531478643838453,,,,0.03690133395322315,0.0016047528217202542,0.013867666744996253,-0.05605224662157828
MFGE8,0.019416599158658173,0.005612183106848934,0.02323984448481962,0.030935245240212763,0.02493272134778901,-0.05644436085154794,-0.03283373146132973,-0.1879789624659739,0.07390249516614932,0.030361688654096778,0.012031155266265308,0.04002912099703063,0.05166380924756503
TGFA,-0.061405358762822645,0.032873584045905194,-0.02195718549789509,0.09407367959858845,0.11313208390008107,0.11064552947418377,-0.0013981906960180853,0.17523658937320347,-0.06392662337217889,0.05683399134697791,0.04009702289967441,0.07651170561719715,0.06863746885940447
SLIT2,0.07595493771957022,0.0005905171506072004,-0.007707438841755943,-0.0655734007928014,-0.04478393516166582,-0.011416534729532624,-0.035168488844617714,-0.021285485144453845,-0.02167616495165069,-0.032804457494935144,0.011861958577965103,0.005750777307601483,0.03684395535992669
PLTP,0.0010940998818262835,-0.03623257535548835,0.021625602392566206,0.2222239466373669,-0.03748062820255855,0.024318125682663828,-0.04485917661611846,-0.1693517523499889,0.07357184951580259,0.03956804278648545,0.01801397743250436,-0.006720559175853473,0.05289192716420213
APOD,0.0010111785820802331,-0.016728826644385453,-0.01634974117878775,0.01429315249400816,-0.061622546230820856,-0.03285948685492273,-0.05493536576292977,-0.010943147012323866,0.08101041606424195,0.01339709880493914,0.046519478174658936,-0.0021908826789230665,-0.04179122793356449
B2M,0.056234013857492535,0.03735892793206828,0.02971606971347982,0.21888924938347346,-0.10099560575309753,0.06740687148947166,-0.075953697609173,-0.17133819108990128,0.042000962634062985,0.08864874242056224,-0.01619774496392231,0.001879082601973089,0.047002142208048936
OMG,-0.01143266992553877,-0.04562353383832302,0.03709392855797907,-0.09036493998591724,-0.06547122441868658,-0.03266904407341663,0.0442691296148833,-0.06855901775476286,-0.0356174681038384,0.07044397704103768,0.01781136345857203,0.02251406175643483,-0.06894795051713495
CXCL3,0.03404943487532958,0.01263813704997064,0.028530425329689375,0.06571475140593962,0.052935059612397535,0.025045810168016654,-0.03619531716995814,-0.0035306078420041676,,0.012666479962106379,-0.02876245975778847,-0.030962460620319904,-0.008988426988513298
CXCL10,-5.332038359124143e-05,0.04467327327679181,0.02358263222871656,0.19562794567637795,-0.08609610946478347,-0.008326913489872561,-0.01832343730688673,0.05117447134759801,-0.007866423805932637,-0.02762568414432382,-0.021977888116963884,0.08922815684777681,-0.0025415720432802624
RSPO3,-0.017040436093039856,-0.011379007054654153,-0.01961389756807184,-0.01278748975486896,-0.026284379347409407,-0.04583003079344944,,,,-0.009900267916914065,-0.04003615349714453,0.06363574401506389,-0.006245430380597248
CORT,0.003107283033599693,0.02122677325558953,0.037463319909441094,-0.054389802314855656,-0.006834167040704634,0.03393627877069982,,,,-0.021553039672351018,-0.011700386975323173,,
NCAN,-0.03318335112530865,-0.07382178322701413,0.044855483735117954,0.06950550615508048,0.0021545212415141203,0.03795970952715029,,-0.07248654819557074,-0.023341310662974943,0.001216812923241031,-0.0004321274674985239,0.10490711410210843,0.019080986378177744
PRG4,0.017279906098055773,-0.011230589243521669,-0.014043480241230246,0.0358488157669433,-0.02224015575375205,,,,,-0.004931385058936437,0.027186734145216544,0.0480427811273432,0.04821608113095104
ZG16B,0.021569774624110274,0.03174187081257792,,-0.007262245122008228,-0.01188944368426974,,0.007566623018772181,,,,,0.022983667790649205,-0.004806849129469807
TGM2,0.023314694991368345,0.04570156882294616,0.026780349548234307,0.13354880269812006,0.02335413123011983,0.00832763791393264,-0.01951392470390873,0.07179155714677055,-0.03914214662053382,0.005781734237468456,-0.022206497341772633,0.047312933302216746,-0.034543803453257665
VEGFC,-0.023953878057559788,-0.0048082827319118025,0.04605555980050279,0.011740962607930883,0.005441552953479874,-0.03322287454635492,-0.0542232904696273,-0.014893232457217822,0.04860997069929731,0.043937570109004585,0.028144889781949834,-0.025353117966679908,0.02119063282287202
WNT6,0.013697778108805948,-0.015533351006627097,-0.0193505637427143,0.020502037827190078,-0.026459532851060216,,-0.026786011876031423,0.04672335153683834,,0.04682073989853973,-0.021346658379347717,0.10657293825858573,-0.025593674255794865
NRG4,-0.01155414761095885,-0.013668140862476339,-0.020003101102092993,0.07223934541653723,0.028162675765287824,0.038066391332574744,,,-0.04160525797027198,,-0.021239901968835018,-0.02044406484816738,-0.03848896055037105
PMCH,-0.013316776918793726,-0.018938540763415956,,,-0.017402852540991758,,,,,0.0923562244926986,-0.012229058608272954,-0.014475996151446084,-0.01584098766550256
COL9A1,0.016538104318259507,-0.014275375551665076,-0.04897401966675124,0.09918199864355166,0.1383516389183728,0.010594606186569528,,0.014227446822170526,-0.03766785066004112,0.04092245366417319,-0.030790034977187335,0.13686247720480946,0.006222143249815959
GDF11,0.02441592107402038,0.0568598738588565,0.024132600384683654,0.10149344257205607,0.01767592310934135,0.03231906185613061,-0.013069960333224391,0.01369607050460209,0.014301008322410009,-0.03214744675046434,0.06421908402332946,-0.000979585440318076,-0.011406641770371631
RAET1E,,,,,,,,,,,,0.051834524191567914,
IL24,,,,,,,0.01070511243037667,,,-0.020267957528963043,,,0.06311972279045207
SORBS1,0.05526295064588421,-0.03560365371882913,0.003285748445021171,-0.004986383534737987,-0.020921374256601243,0.021546074596795705,0.0058457352526776855,-0.11767543702474924,0.02205481663763881,-0.01741472837329932,0.007853989923891167,0.04257995349411415,0.001032383912535288
DLL1,0.02181362888425267,-0.021349967735520455,-0.018670579135939978,0.0862124927400683,0.011633002545062535,0.04002353637462227,0.048891918284748336,-0.09655663257269166,0.004870831878405353,0.002124526131979849,0.028043931724485435,0.06064620929869122,0.06552755246203633
TLN1,-0.030417579874489634,-0.0008336521239064775,-0.014290926242446657,0.09568105408111284,0.04151776776071312,-0.015245807580228926,0.021602128781272694,0.018109609652264214,0.03352938978387513,0.0623943718124353,-0.03182503760559367,0.00189558901389512,0.009871039040360621
COL2A1,-0.013681738587954219,,-0.012542958276569278,0.014273514619367562,,,,,,0.10494779964086935,0.002775702553655337,-0.02975302092260186,0.010207201051594708
SHH,,0.013295514109375699,-0.031797247863780714,-0.005187756282044361,0.05461538600633829,-0.005909054522817264,,0.14323726010495694,,0.03738591383667024,-0.014246983584938913,0.0034718182998798625,-0.003239517563896772
PON2,-0.005992181595840263,-0.11873647200172704,0.012564608348651224,0.12661875612483195,-0.035484385654431565,-0.0054454314732534925,0.018494253343570584,-0.056389866685564,-0.0036193356022398487,0.032188364396302196,-0.010007438465218534,0.023529500557570367,0.09220855129469697
ICAM5,-0.03381068706889097,0.045161033629462846,-0.03326385403260074,-0.02848429415841142,-0.02363296402338491,-0.012842759454099396,0.14701717247874801,,,-0.031180839309290696,0.03298091532269954,0.023214059024348595,-0.06116176700747174
HPX,-0.03134725657289327,0.03194242092485712,-0.035583426922530186,0.13275076698796626,0.03927657680516891,0.05333928433697058,-0.02839289021542582,-0.017129540472572456,0.032587219624449104,0.04888798016126989,0.0026305784755326976,0.024017670039776666,0.12663709729596362
SFRP2,-0.016678265983670986,-0.013291350639945274,,-0.005534774916281607,-0.01944594324366819,-0.004107429339911101,-0.014907909556532015,0.04467599953309755,,0.03316503198848448,-0.011177478206444694,0.0631639890701499,0.15201238702931366
CFC1,,,,,-0.014962978082280523,,,,,,,,-0.03405667413655272
CD70,0.03867411838977258,0.0030385218243378447,,,0.02249187165259863,,0.0023248533912319106,,0.05759324887405497,0.004274434422571583,-0.018063417307727907,-0.004619467762938804,0.05799416319673212
HP,-0.015216319119506294,0.026382258360445856,0.00648337442131121,0.08390189113296359,-0.035383801846542245,0.03772787887055384,,-0.10163548045418647,0.022552104816058002,0.056566374649432705,0.024214350533328988,-0.030582084957819184,-0.030284352459830504
CXCL2,0.05117980735075158,-0.027581725044045595,0.03557807086731739,-0.04644903912922536,0.020132244560014168,0.01440226282125129,0.002192381751814969,0.0012443326142459958,0.09627928159527803,-0.03225700601545319,-0.0436753013492204,0.05527121535289446,-0.036167850625794494
NPPB,0.02544862935458266,0.09708021748475874,,,-0.013102192133531095,,,,,-0.026211848985020474,0.023422519082925284,-0.020738226928457542,
CCK,-0.02096845193560943,-0.010089444851497516,-0.0024046772949695167,-0.14620712620097046,-0.07547425429309464,-0.04099667182640831,,,,-0.00013749149833533697,-0.02576781156157084,-0.02690307872270405,-0.11159320697115337
SEMA6A,-0.017161679240688104,-0.02459500407350891,0.011713787173703841,0.1167219418253506,-0.025059573704572805,0.0027170746145896807,-0.03352406739385321,-0.0367503118578839,0.032985949837900985,0.005203224901383581,-0.08213344703593847,-0.0027270690669997893,0.1339981232229008
IRAK4,0.031221342076806168,0.004661164683849451,0.0034642316113451792,0.09316201004375815,0.0009966278046532001,0.054808863328395234,0.07423589316600544,-0.0007550484424263042,0.04112084435301845,0.03273244264110961,0.03792502504146848,0.05984043838657407,0.12034795820187778
GSTP1,0.003293186518656829,-0.000617138766236042,0.007853206324124264,0.1380803920097871,-0.09131993299209713,0.027982657992004594,-0.020886218400931408,0.015846445924571646,0.028374307913430236,0.11498850603795524,-0.06953240464180682,0.026766788405258903,0.047244379319674935
VCAM1,-0.003292171628408649,-0.0444643827527174,-0.022376608809847657,0.186111747937791,-0.0739021511698881,0.024572191360056665,0.03540219353725028,0.024437144194237117,0.034524155527594184,-0.007025877220900345,-0.0707968671437651,0.06558953685559246,0.0034639319089275118
NXPH3,-0.03712623899717233,-0.05289545657118935,-0.007234747785775349,0.07780048018576456,0.004429008467643733,0.06025929187426886,-0.028504821130984813,0.025613335655887696,0.08119111239088032,0.05837113152137441,0.044672366821823434,0.10083452498452752,-0.006870862499965906
MTMR4,-0.014017378304867325,0.0003261524382011108,-0.019003714123078375,-0.018050103052841087,-0.02224130752657044,0.014490554903979666,0.05623166099342596,0.17786083836730113,0.03077957848822863,0.004958400264072468,0.050491862924922436,0.03925522068027208,-0.013470162868745814
LAMC2,-0.012702692366784951,-0.02608545133294628,,,-0.01649419816072549,,0.014560464094456613,,-0.01913459431671939,-0.026617515315280758,-0.011870208841164343,0.22612489166800323,-0.007992153685857711
IL10,-0.026839392725981702,-0.029306129558411043,0.01901109931675171,0.01604403435709076,-0.00896155059598347,,0.04275854354171566,-0.030108052718753546,-0.07246007929753455,0.02243777371918272,-0.01686553452498828,0.03647466879716097,-0.03202854651723049
SEMA4D,-0.05163580749277863,-0.03282805577598638,0.03067697635630174,-0.08201242350625884,-0.06531924362010022,0.027588263833985806,-0.024167194854261,-0.09058323642899994,0.05917882766287555,0.026331181616264205,0.018089545989831816,0.03251574096581848,0.010076171971273858
TRH,0.057360825505936776,-0.027664638793660153,-0.012343221906385031,0.091503949421947,-0.043464863429011735,,,-0.05034688780206451,,0.08055745405768854,0.040823858095174234,-0.023228204895939904,0.09292630652012526
SEMA6D,0.023892078896925083,-0.030188382868480097,-0.0807035609416493,0.04886118341060176,-0.006633884163831171,0.02055953152074372,-0.020355295075676082,0.02543368387863151,-0.022397856148492646,0.0018741028268791232,-0.02991561642134538,0.07935922134546647,0.10642475591552127
CEL,,,0.0049221777074365015,,,,,0.04442188599751864,0.03939021897228496,0.04103231382675126,-0.030048493160013495,-0.0004798858272455378,0.013173571441815725
PDCD1LG2,0.021911413541081212,-0.041702976114389355,0.09848569050425494,0.05353080114981155,-0.02554074431567164,-0.008856975175123205,-0.020220140978083615,0.022832936811375788,0.05031221735455472,-0.008615878532528608,0.03499882007884953,-0.006010563118432072,0.04638762686469261
SPINT1,-0.032135601966827125,-0.014613383502534001,0.026040669479173904,0.03220673334687202,-0.028655064941870458,0.05087668230192632,-0.03811110737803239,-0.07208047098017509,-0.0062881642581110765,0.01038717433378645,0.03291205570574997,0.015202816826561133,0.05253388053627469
CTHRC1,-0.025231073129937796,0.017140762528223868,0.036453327275974674,0.17233919099085795,-0.02862038445776476,-0.00793626214064854,0.05547049933191778,-0.0985517773807394,-0.05179565739063907,0.010846705221910202,0.022797216526957514,0.04377593565535076,0.02764764802631966
