,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
CEACAM1,-0.027104857458355138,0.026836434665404918,0.000290238265090597,,-0.013506548744599467,0.027121389988786028,,0.06625715445204812,-0.018263378064267557,,,,,-0.05416865443177322,0.013311148697840265,-0.01808101466062867,-0.03258144589100574,
PDAP1,0.016465926978081063,0.03159729058807606,0.003910298574235626,0.05704758900441168,-0.02741808645091768,-0.01746414420096705,0.06513064592656673,0.1813537611562933,0.07930018168097597,0.01137287514165915,0.05006763047565547,0.051968599711857986,0.028031086939987463,-0.03323162674221484,0.006669415241805114,0.031059545711581885,-0.025294669943433132,-0.002000943981672146
QDPR,0.02884027981652165,0.01057730230403769,0.016951410258100215,0.033792428977781654,0.005592000830642907,0.07151882935779526,-0.0778368062015448,-0.24687104795748196,-0.010922237673023421,0.032263635895634045,0.034828809615982614,-0.019554844680699613,-0.03777220748893927,-0.018169843510862992,0.09022260956378203,-0.003183333902321268,0.0782604220322396,-0.05898543931580913
POMC,0.09730470500387846,0.0870051237920919,-0.018296819620380246,,0.00030631543305339185,0.011127003103557251,-0.05149901867827798,0.023266495274341485,0.009842028792578512,-0.04235798453792348,-0.01409155649470748,-0.013866552180971704,-0.03878514025487486,0.16821738023608754,0.02449109375779568,-0.02069292375480803,-0.003094540569604878,0.029432239168805312
CCL18,,-0.037966960016239115,,,,,,,,,0.07696306131811127,,,0.05672580492472488,,0.006177127020397352,,
CCL17,,,,,-0.02926999896926278,,,,-0.013326935744037134,-0.019492581782919332,,0.03848805336111161,,,,-0.026101079778482084,-0.021224964818189064,
VEGFD,,0.015090198691205883,-0.002895434525997543,,0.014486243226201234,-0.025642341199396106,,0.022538905921326378,0.10957873629129924,-0.014298044469857761,0.03663844201189132,0.062346665401061575,,0.029922885815655192,0.025384561782605293,-0.01808101466062867,,
TNFSF13,,0.026602585229489658,,,-0.005427070066268458,,0.008436885789690414,,,,,,,,,-0.02837098135168317,0.026171334044991713,0.04344612500370647
WNT5A,-0.006407858713705645,0.022754562574472146,-0.028797675509305492,0.04514323836969651,0.038999268310296535,0.07040192537307464,0.12926446563857247,0.2223899241307542,0.0635004428567612,0.007339174606972934,0.010757915017884414,0.0017513061620708784,0.027465676893165782,-0.056728148508267795,-0.04859861200470314,0.031472684685468974,0.019177096182353894,0.06749747819906156
CXCL8,,-0.055957305522578424,-0.02618359976989643,-0.07447382547251293,0.0049454227232278445,0.0052939918269132285,0.05978382152280779,0.05324739833595721,-0.06327499819517501,-0.01331496070997367,0.0075862033519826615,-0.004390127882326246,,0.006728188121940989,0.03347852691456797,0.00016327725662744426,-0.009535442060403609,0.012118415060810595
GRN,-0.035029545088102236,0.14357812351063481,0.008604205446529335,0.011378709463981375,0.03460367207906776,0.028418806788985614,0.036144417746308714,0.22023739724872404,0.030478092201158366,0.02277386612890345,0.0012283923102493703,0.03162114471080725,-0.0430505451312503,0.03258692117861511,-0.06021498294821086,0.08152836231066142,0.02417604121002926,-0.006816718613112154
MIA,-0.02555109610764368,-0.030913080692893315,-0.03349230553311896,0.0574271530914901,0.03986388638335163,-0.028375894011005827,0.05688969591135791,0.09008966541688404,0.032821007213400685,0.0013313631723195006,-0.010621602356994693,-0.011332745084361674,0.049808834029864156,-0.04685121417257454,0.03619794559164016,-0.03483045594716173,0.11987261630578663,0.06400605594705365
COL4A4,0.019194583592142805,0.018683373014742988,0.0020136781935124397,-0.020922062883304615,-0.03460327585515589,0.06036882551705963,0.1146694469459063,-0.018830710592626813,0.020594278674395953,0.015699530637649655,,0.06625816014928713,,,0.1385700832602814,-0.00019504898965154945,-0.021142403221031,0.06366548659881995
TAC1,-0.01952082957977885,0.021978948159584764,-0.010782883409987818,0.04560150038998764,0.014832874242820204,0.10529421376592416,-0.05138994075379254,-0.18730467754354552,-0.03027389824753327,-0.021380827651110695,,-0.017782497754616797,,,,,0.048295861716705246,-0.05285503251081532
RARRES2,-0.005519943464853354,-0.017983041931783267,-0.013042063326996782,-0.10586184991648934,0.04289289915437061,-0.0451362846546136,-0.012117670408489267,0.26275845982697443,-0.01966496506551066,0.0036688130662235773,-0.02132662935403948,0.00351421942213268,-0.04419891453756261,0.08795691101111494,0.03816028564720993,0.04335306682686843,-0.007629755928711077,0.028894679759210756
FGF7,0.03928016222498448,,-0.019461959127902526,0.001043253654205017,0.0020395319157418866,-0.008835834544739352,0.010199183849516243,0.13450222926015648,0.02852342864477991,-0.009446503334878387,-0.010054531062456011,0.016798331016932913,-0.028131819031012605,0.017275304350374082,0.06513885446501314,-0.05878551299055887,0.07810267590471283,0.038655580264483964
EFNA2,,,,,,,,,,,,,,,,0.0063509066524464804,,
HBEGF,0.04315097912487046,0.1065023848276766,-0.02777340186476004,0.030165889585607654,0.04789450386047737,-0.054516340407231974,0.10327362489614829,0.0830942450340409,0.013930482754032813,0.012983481752969223,0.1082902491587157,-0.018450266753479237,0.08743264045637401,-0.10654167825273385,0.010698792070856604,0.02237508296171927,-0.03404028907963066,0.09376718951029829
CSF3,,,,0.017224859107184937,0.03166028518116894,0.018558170546766235,,-0.013645677048840902,,,-0.02705429962557977,,,,,0.0014900866528632876,0.014972262650651462,0.11861198033057087
PI3,,-0.036613729457062746,,-0.07184094581925254,-0.044985415517511354,-0.05432737026081645,,0.03141220002776928,,,,,,0.009444094648425105,,-0.030270120656836107,-0.04855176745356644,-0.01725054261280944
PCSK1N,-0.005346589339037607,-0.0024318543905429034,-0.029283747826104895,0.021740021064673445,-0.02722366728921839,-0.05805236267120145,-0.07765770035807303,-0.0907830232424537,0.030433531097271985,-0.002047760190655277,0.021138270037951188,-0.03220188730515147,0.03580511936711785,0.022980839434462722,-0.021031675906122944,0.07485008102298815,0.07403686648161156,-0.0775382732988213
NTS,,,,,,-0.045593007409105345,0.029597856331208063,0.04904838787329151,-0.00855743342856785,0.031189342679520934,,,,,,0.06046285604938731,0.032971766889435594,
SFRP1,-0.028403300130574412,0.04362965240723358,0.025139738004837535,,-0.025539205491235544,-0.016546866699557364,0.06409747617958701,0.03461026609472988,0.009759512372950193,0.024554783300469188,0.060623725800178156,-0.04679269058780475,-0.012198669719008078,0.09235454505513005,0.03897391160921388,0.04835855673260302,-0.03232330662887371,-0.05720025632701946
CXCL13,,,-0.05293789888595353,-0.020299064202941888,,0.025593338125770828,,,,,-0.029802735500187243,,,,,-0.04415263567815942,,0.1211463796246924
MICA,-0.007291021219380333,0.07952460588202322,0.02024344295351575,-0.005073646231142784,0.061091986179477004,-0.03517964776456794,0.0025547103627510145,0.13651141468006797,0.028023055561131098,-0.006159834385932743,0.01557435872092908,-0.0027284724380485506,-0.0029695092321516074,-0.04234148611636615,-0.08086420058365551,-0.033049311506664666,0.01858914260145377,0.10342178185733354
TG,0.06192448172228599,0.012207267215186031,-0.00707036158815465,,-0.027560849009746136,-0.01612114436485166,-0.03116287534189663,0.033590076753745424,-0.00499160968137946,-0.014106696787401217,-0.02862932358462798,0.018684823857815287,-0.030419331905337445,0.056234181180157834,-0.06697773775174778,0.1524956958827948,0.015823226944772888,-0.020456974892534042
ADA,0.012430342884363083,0.07022054085864095,0.05272265884956584,0.10973504878189386,0.025582784950176313,0.025183360794085542,0.03944553262886788,0.20129504168520063,0.05001666979998239,-0.022910410044050297,0.06425102351210048,0.05278073654705048,0.08589093284999481,-0.06903037230118639,-0.026075326070041694,-0.02052281623207965,0.03581377217748437,0.05054647782182825
LAMC3,0.045696486309605246,0.12942309214757622,0.023700800571767693,-0.022514152328123628,-0.009084659562464818,-0.024068384548585044,0.05771685271199151,0.24783748773606423,0.07610367611779231,-0.027769858708858775,-0.020295334698220046,0.010902720568849953,0.08900301943260976,0.05133658003140785,-0.015810686883100954,0.047609833453279654,0.0305546314874812,0.07398283487160476
CCL7,,-0.025925241711810532,,,-0.019926449799270298,-0.01763804881461193,,,,,,,,,,,-0.005496031240308186,-0.048269305325321525
NGF,,0.07947400566722798,,,-0.001249671182227081,-0.03185068266117624,0.01902632193316755,,,,0.059255473283268745,,,,0.07688986462225002,0.07869566867945897,-0.03952301250091812,0.009159177663653378
TNFSF15,,,,,0.030837149195052826,-0.028457983250609206,-0.03610813766466458,,,,-0.02373650201858596,,-0.028038923584137027,,-0.05692726382460207,,0.0031929928951215324,0.045983412171699295
HMGB1,0.008699818583587399,0.057364674998205446,0.03592524361886929,0.09995249678351131,-0.04422634177472208,0.0005008044757823786,0.08584960244729793,0.23882265663755306,0.0034328996477065517,-0.03410791639293764,0.05828845864278259,0.047407824855886155,-0.006382265963942324,-0.08560365720862202,-0.029221248596080635,0.04153983356441869,0.0013786097273006705,-0.02919414797686581
ITGB3BP,-0.00860997716428733,-0.042674806793932964,0.03233939931535395,0.072103066273432,0.05013973694143277,0.0161502490643513,0.14790535321300746,0.19391442582540497,0.004367909924607844,-0.005183746420369063,0.06520490836053512,0.03080581308561974,-0.013298930976132236,-0.056730120855039104,0.036823563006821526,-0.01816121974881242,-0.028396390577131947,0.05680146038223167
AANAT,,0.05627702915360155,,,-0.02018979236189488,0.0036711035058104376,,0.00376236329381224,0.03166955730972654,-0.01626101534881454,,0.015873772249385534,,0.04966363933347361,,-0.023126078832884284,-0.007604875199787244,-0.034931664627008197
RELN,-0.018742222228103907,-0.04299022398918874,-0.01622410516396005,-0.014170202716052691,-0.03504495813635831,-0.02823356509413819,-0.040461050332477225,-0.07279431119783368,-0.0310273372322718,-0.002614790182547911,,-0.023252931354488367,,,0.012092755935886011,,,-0.016330368277507678
IL15,0.004451068792278267,0.05699103487531112,-0.031154805159027067,,-0.01951102420395575,-0.0182484381084696,-0.025693086552388843,0.054800944537147595,0.056114472651770074,-0.025955447227296757,0.004420416844081586,-0.028054828166613248,-0.03130290997529212,0.00627747668967495,-0.05778801272219648,0.05291373904704125,0.05755278182174986,0.11028564918041348
UTS2,,,,,,,,0.12991400280896326,,,,,0.005655877146765167,0.07664471292448714,,,,
BSG,0.012631457824279135,0.036426416927798584,0.019508469359032783,0.044645842290229686,-0.03516414940495605,0.027268805207561322,0.08347236281216555,0.05563570261268354,-0.048024449667859105,-0.03674339653323857,-0.004195445591908146,-0.01332817314572355,-0.014513454476809575,-0.025585267272164158,-0.01502891118496418,-0.03513909201232893,0.0816122418190022,0.12279920205873858
ADAMTS3,0.014349766489558165,0.07073077304479745,-0.01654931107070003,,0.0411988023965058,0.04544071076307874,0.004090670219002106,0.24649958088369506,0.04768853980275715,0.029671345936615544,0.04516424406195959,0.020927388989610034,-0.04685950391645326,-0.03141656571300174,,0.03814275990780788,0.09985538568036338,0.04470428872146725
CD34,0.018342215641686116,0.0928681709868034,-0.030346910829545066,0.029506899685808753,-0.0017307234613632768,0.0009427885576461726,0.13976894294007886,0.17728690022262175,0.025413668541370324,-7.281791256287153e-05,0.06033752131192815,0.03386660882576492,0.0541070826947243,0.05555016155159062,0.007954288610831514,0.010067886825413668,0.009864272707338518,0.015641033512811462
CCL23,,,,,,,,0.03002998178812647,,,,,0.27875623988793025,,,,,
PLAT,0.06390107186354343,0.1062685406259186,-0.006799228053763798,0.0348383787613725,0.058589890485484075,0.023637935540722993,0.0964738565562039,0.2621428341228753,0.049352973110857755,-0.029991356595397554,-0.011863425628701206,0.05637773397058397,-0.02853976231451576,-0.05710275260161497,-0.042766894692946554,0.039254881204949146,0.05061007595372886,0.059859864062948735
NTF3,,,,,,,,,,0.020561030955248045,0.03587855708744162,,,,,0.0007627524608891404,,
LTA,,,0.022145674725470396,,-0.013717239309329197,,,,-0.027647778173821472,,,-0.015667113846341087,,,,,-0.00753980091908631,
CKLF,0.001515197399396891,0.04970606955441155,0.04704173807789486,0.009696541015263365,-0.046134842185098314,0.0019881851668813446,0.13470421427014612,0.21908581525215765,-0.02227931049079326,0.023992623459871548,0.05281977526605053,0.07015011559655945,0.05062335669513092,0.09463450739624686,-0.02384723929322238,-0.001830834357246515,0.09235910049844101,0.10086235994388136
APELA,,,,,,,,,,,-0.043756969330138125,,,,,,,
CD24,-0.021914439938991257,0.07501872409018187,0.01602024278127224,0.056833111070777424,-0.02756736893736589,0.06118025638186809,0.09550502616684753,0.0621121325919268,0.044932032566159893,-0.02728303262427371,0.06380081287134019,-0.05293932602588899,0.03285132601368425,0.14153726107186,-0.027323318613284037,0.031268749114929786,0.039533801069707455,-0.025386783300043594
HSP90AA1,-0.03416923164170705,-0.04224931884170971,-0.009428752262997256,0.054229190982835344,0.013812024914954237,0.03139139015972628,-0.14407447980874044,-0.21856798649883924,0.03436941141416935,0.0006657597900125052,0.01808230451955114,-0.033443907729369886,-0.07938039703509608,-0.03704293712256548,-0.0656353617843533,-0.01989746322610504,-0.10540345617715034,-0.17929160119247575
BMP4,-0.023266406199692943,0.04111559807757258,0.008791363615700145,-0.09415247427377108,-0.02049636908868477,-0.018309117315059766,0.10667216199571941,0.0045302422823679,-0.009803531187067666,-0.02551888361424122,-0.050694585078676614,-0.023905614175683154,-0.018267355670434426,0.0686715522455205,0.02667467090359147,0.010445766643389138,0.04419337287475288,-0.0033463764417638506
SCGB3A1,,-0.025166328912395234,,0.001585333544089624,,-0.03053686719096538,0.013521779341365725,,,-0.013716325490666594,0.06444006395271118,0.016138244828479774,0.014146946974271562,0.054320229078879685,0.024715165030767556,0.043856510638740874,0.11309590070691247,-0.04065468549760098
IGFBP4,0.014891116829221781,0.11286933634030154,0.06289532165669998,-0.03145278070191192,0.004863595374105675,-0.04943244441707761,0.10218321909635605,0.23838051082018855,0.05011830394878855,0.03192666033091194,0.03769746715761802,0.06652089804605651,0.012345104395115207,0.06260722627687032,0.00962472837692046,0.06241200600104161,0.0003231319021259408,0.009975111051836467
RSPO4,,,0.04945322255097972,,0.01355275928234876,-0.03524450866379701,,,-0.022772213059644213,-0.013716323484343707,,-0.0034588179087660237,,,-0.028680377974633787,,-0.004001703335565003,0.07528761811127402
LEFTY2,0.08230665570752907,0.12628668119690348,-0.0012521110922537357,-0.0807921128987259,-0.024039065535504927,-0.03991267832113653,0.19440008757706687,0.26704069641577916,0.031188142464207997,-0.01504011645490493,0.030869072371485454,-0.024392228819926927,0.07237670915510629,-0.050308647574912706,,-0.019759426014344474,0.09165823527119887,-0.06681873256359797
PF4,,-0.04471068227265369,-0.009529015096275243,,-0.0006798040318267553,,,,,,,,,,,-0.015751053824314312,-0.0073196703208204955,0.024129608258008278
ANGPTL2,-0.03681872858002035,0.0693818970546041,-0.013159788201207692,0.07994640770159639,-0.021822532762653227,-0.037195160652383145,0.1675630217545067,0.2324866950658724,0.04493838089478757,-0.020494179023737222,-0.04954842335126159,0.04094794349662264,-0.04421151818336907,-0.001892467854000715,0.04591890490823797,-0.00798396865812036,0.024723955287637326,0.03653012058243366
LRIG2,-0.0036222939391947983,0.007079184538167011,0.024236853727206673,0.027785494619896392,0.010716588941522897,0.014503560061184294,0.09167796362557289,0.15097068998431998,0.03739332945774782,-0.0039368430097475255,-0.0015129268970777928,0.06236588607472199,0.08433217579309421,0.032496094126396924,-0.006870865236172294,0.00772211971020892,0.0630814567158546,0.009694732457982368
ICOSLG,0.04767726679386333,0.052509882303261354,-0.013123215513034312,0.07452620800794033,-0.024636344800317407,0.08469284894364201,0.09975066647777962,0.11050721000620621,0.05229026811499499,-0.003918685209258903,0.06347185280579738,0.00960566899158954,-0.004539554131666003,0.011007675222163412,0.10322280726368345,0.05014510847782549,0.06382288167697532,-0.03301061927192177
WIF1,,-0.01742946930475183,,-0.07103796643045118,,0.036558126009450166,-0.14198873832385805,-0.17683349076054009,0.03128165044098961,-0.025811280897736332,,-0.012434960455043038,,,,,,0.058529095326470465
NPPC,-0.025372798989756102,-0.051137948441349786,,0.10849290456361893,0.005466387101105806,0.010076650707361936,-0.043373824034443474,0.01432628626279539,-0.04840434965992045,-0.019062332967567406,,0.03596055886843016,-0.023376369973367256,-0.02957427634965161,-0.011596306443809688,0.025667549236999602,,-0.016573785479262648
LYZ,0.046687638556381326,0.011325927056727747,0.021493032734660293,-0.019422262429057424,-0.004629178556177692,0.03023984484435147,0.08298847062334004,0.12764387132245136,-0.004886706066793897,-0.020287052965980348,-0.002245505909424089,-0.015947938075937314,0.10085634544052435,0.01615308361977967,0.016950092654584463,-0.005999140882642706,0.0025649295339447127,-0.06632890707475388
EREG,,,,0.00046612679013268885,,0.00415178123288627,,,,,-0.0313835796472677,,,,,-0.02415491638235302,-0.007379464932717987,-0.026924402597134144
SPTAN1,0.013320853220932976,0.033132196130556374,0.046816035532120284,0.009318959960837096,0.0005469859508732005,0.024762492148575864,-0.07447783133029082,-0.08909125518394838,0.04131011991821207,-0.047586577418703466,0.0639712083100719,-0.039621812817690755,-0.04926319444855074,0.025910213223792614,0.050917987021588666,0.014388217765913806,-0.011655264558887901,-0.027279719551837917
LIPC,-0.02894437580238564,0.02935012254766204,-0.035997126413454754,,-0.011102815225098898,0.01108488681053465,-0.030562987417567508,0.1314653207018575,-0.008765542168637154,,-0.019851146043771115,0.028780553030807173,-0.024788247455194288,0.06741172134302248,-0.053227311677726624,,0.018861365358680323,0.07731302561174916
COL8A1,0.028178554747819745,0.055286045208546776,0.016286289250065023,-0.05196789274877027,0.018115670745958046,-0.030073661351221713,-0.011650680334538838,0.054074920430203455,0.008134703537968097,-0.012317736462359024,-0.04913253234251377,0.016110768948218147,0.06534942892090402,-0.040748414318645364,-0.059668643605716304,0.04356671413486253,0.06263798158156281,0.06759068204137667
GSTM2,-0.016402489891991983,0.0062610831504499725,0.03849428667719877,0.04011390330373293,-0.039062052027401706,0.015783026051621917,-0.021726964321241708,-0.01204186766315902,-0.028551239481094295,-0.0014984113913029784,0.05599529220569366,-0.04002367645308935,-0.04867012243375655,-0.07742563030550537,-0.047459308436468346,-0.030272555707724833,-0.036634376854477256,0.0025054257311501677
IL4,,,,,,,,,,,,,,-0.04505242557903025,,,,
SPX,0.03318222566066516,-0.04986968703015391,-0.04532607795449696,,0.015602247798110713,-0.050137482647655995,-0.03623202235119833,-0.0910575358579967,-0.017701701749529262,0.01391830854505058,,-0.00328499958716534,-0.030989862626448664,,,-0.01955694660033123,0.033345145944154414,-0.003735083532040328
MFGE8,0.059565991534443224,0.04820044999623659,0.004629217722974392,-0.0025666033336935496,0.007726021204952291,0.037209083242498636,0.05345791759355285,0.10754972731697965,-0.008580696045800498,-0.0334943766616459,-0.06835117223753141,0.04928609413777469,0.02004740303717693,-0.04816860301421828,0.012327656643127308,-0.03875897554723192,-0.02235657158711782,0.02357765694354738
TGFA,0.09389540539778954,0.0069191067951109315,0.0037960559100338356,0.048509442119890674,-0.03033911622147575,0.0467560435326114,0.09392772035990782,0.08407242036322016,0.015960775592235587,-0.045771629925512265,0.07911695816817417,0.0539145064153391,-0.037297841917099214,0.08316339078016424,0.05359855223175538,0.01393684581305712,0.03303054380344395,0.03774599399947922
SLIT2,-0.02326640247671904,0.07798461613319542,0.0114426830514825,-0.024554853945148353,-0.0276106241490287,0.050683292684412,-0.017642264818694527,-0.041219458092234554,-0.003202628638806967,-0.06612660393468185,-0.00524408369089589,-0.0460680637846192,-0.006270938319478517,0.06917723888759192,-0.018672439691626935,0.05206876573849446,0.04964354909727472,0.006645968205020739
PLTP,0.008758587242303096,0.03437065076233732,-0.015251328985159844,-0.005130518318225815,0.009781702303966883,-0.01730321299999698,0.04491130290001891,0.20657338225537605,0.03661118484590548,-0.023448491423669893,0.05019992014884748,0.017505761897816434,-0.06205425454855487,-0.08748646478214123,-0.020766638773521272,0.06244883840640227,0.015074137026391021,0.04884646574285939
APOD,-0.02172881701141515,0.0006903581505325033,0.009925854420511604,0.08452555264063492,0.026606872214533946,0.0917823531148042,-0.07152581151858027,0.09972081985043109,0.02965672792919397,0.003971301328013037,0.04093706710409766,0.005478271949687165,-0.03552914021709731,-0.03115556879745907,0.04325762298820267,-0.005615784027888168,-0.02675389086882096,0.058062954537578704
B2M,0.022979971683264967,0.14470084211505818,-0.029054175041425715,-0.05045435763268992,-0.005064006846442889,-0.05939251668946847,0.07455243158837414,0.30127766939270234,0.06553266986372343,-0.0614758149811587,0.06930904892062993,0.005075530139802831,0.09386529275809762,0.06574102285651318,0.025341249179409758,0.07203466677867892,0.00011280714868876958,-0.005162434461784921
OMG,0.018418856053900284,-0.002788647569715932,0.012866052362688032,0.08466331904805506,0.012348285864282639,0.0731089480511917,-0.030121201031937106,-0.05523166324568789,0.01972489460234192,0.02558778723538692,-0.019875393424260656,0.019470529074143438,0.08310828556675504,-0.003773724445748782,0.0005072572651542148,0.05309649167332198,0.10988548762848667,-0.06048586047479789
CXCL3,-0.018205896654239995,-0.054715947470894116,0.05505178776056841,0.0020872625212818357,0.018782011262106768,-0.0401309455108174,,0.024183462986392516,0.041353012215270345,0.004714024786268657,0.06472636601612115,0.13213504806051746,0.03910581452791941,-0.07736408027931424,,0.03802638453559595,-0.07088061381465623,-0.026407994920030493
CXCL10,-0.05543652797469254,0.02943347190022913,0.036670456718330566,,0.01665851001726713,0.005271999345094357,0.05172290899478007,0.27019691421016495,0.050123152441321935,0.030461522786478644,0.015606853587081984,-0.009960790019098739,0.16526072180500204,-0.05081914757942069,-0.0537517624982447,0.09639089510884588,0.011651981117254235,-0.017112745615588534
RSPO3,,-0.016786586160185052,,-0.04854542734212701,-0.020189790870097812,0.010916458661202269,-0.01671969038288442,-0.041080642531502815,-0.036167815885359916,0.04940699844685221,,-0.02111337487729288,,,,0.023837051774111145,0.048754314453645066,-0.01564700672036244
CORT,-0.0226075111897086,0.022849580089281247,0.0712892824155433,-0.013519545899191208,-0.024311653370164638,0.043413788445021355,-0.012492049218795499,-0.09218759749281756,-0.047802859009520575,0.07983577843789028,,-0.009717805691151857,,,,-0.01648267726244597,,
NCAN,-0.020834961968915027,0.07353445234768355,0.009225114218815689,0.031539302481216266,-0.04812806739860651,0.011721003615742527,0.09711526392071267,0.10396792000095514,0.03625402412519607,-0.023409604466649296,,0.04092433259349409,-0.05003743749033461,-0.028687573009070932,-0.08961859578312587,0.04614384494272757,0.04160957854135921,-0.022438654345681503
PRG4,,-0.03657896647684557,,0.019849641095528725,0.069379180423833,-0.024431561906105615,,0.035085279968514994,-0.019281626677673698,,,-0.024685025401171734,,,,-0.024321198942445044,0.0522774669688025,-0.0036215084195206975
ZG16B,,0.016868151424557297,0.019419498234075253,,-0.023127085595716575,,,0.0014493993458131143,0.004053316346381759,,0.011809707929588461,,,,,,0.02938133612265627,0.03886721369925857
TGM2,0.16472393587920942,0.0013349662635748984,-0.01207133831188888,-0.049203432403131124,-0.004486432909752353,-0.0314189761195179,0.024562025917169397,0.1415353264214264,0.008642304059083644,0.043774639504924155,0.05689523825966119,0.02003752082961466,0.039201993444443244,-0.031725308845544725,0.041671115037691636,0.05123868214379373,0.011982688886770104,0.017781267244744152
VEGFC,-0.022607512645334813,-0.01827416661499791,-0.019505913197314734,-0.04877820912967647,0.021395928017033078,0.04639487616696302,0.11797998873924341,0.011710885610998307,-0.03318169332783892,-0.02702822406799471,-0.04397359992598388,0.044195969199979125,-0.03987504784462206,0.03243386280048077,-0.06396437852369234,-0.03302527798528543,-0.014440802325017467,0.0964006930595113
WNT6,,0.05090813980400243,-0.0025758873981743557,-0.03388395065192269,-0.006061867719874218,-0.03366434016905427,0.0018099397492882159,-0.008419829580842328,-0.031300501190351084,,0.039434242463571544,0.03970281741697983,,0.005269386615969746,,0.02367616556484238,-0.011165650833294008,-0.030416406803424032
NRG4,,-0.039697816486348805,,-0.007728057118755159,-0.0006142580853012583,-0.024290908713112243,0.059912274354161695,0.08108361820822503,-0.0012176631489703954,0.05383825475214934,,-0.029389467463143925,,,0.008176222950031646,,-0.02376376485721914,-0.02229274171163104
PMCH,,0.06085206573973224,,,0.03987337515374506,,,,-0.013948588491110801,,,,,,,-0.023126078012786926,0.007797665411226145,0.013948539700624771
COL9A1,-0.023294619910989394,0.07371129695224701,-0.025985736562602047,0.0827582300806264,0.011159444211928748,-0.052019908946148545,0.20830865128622728,0.12833193929130668,0.02762501329096232,-0.0290554726316796,,-0.022911729074923094,-0.0012096840112920588,-0.04640381307946281,-0.004821679867094573,0.05131763705356513,0.08197649885289998,0.1689261994124889
GDF11,-0.038761642904498725,0.07398791990464933,-0.006910170153289771,0.14978718765112817,0.0007488714504146325,0.01460063597128895,0.13650558248704414,0.18096068171064364,0.011861435855338262,-0.030581591942119016,0.05257435058858327,0.016159108993303105,0.043680790251253696,0.07409918330646412,0.024291158536994484,0.06145785721734366,0.0394539259116296,-0.05626176713239893
RAET1E,,,,,,,,,,,,,,,,,0.16733391330564526,
IL24,,,,,,,,,,,0.08412672495411315,,,,,-0.015499911279215833,,0.06461863261462406
