,UKF259,UKF275,UKF296,ZH8812bulk,ZH916T1,ZH916bulk
LTA,-0.03831716244464452,-0.017625417448427886,,,-0.026356419306842595,
CKLF,-0.07402589815818815,-0.011128389172690909,0.03975204544250753,0.016972659381460645,0.08161133444032435,0.07596977457555414
CD24,0.057662428648757695,-0.04570179317201497,0.005818177754274958,-0.04885273528202499,-0.009168698577717613,-0.014521629055168362
HSP90AA1,-0.11699226708440404,-0.03200381669101417,-0.010523477576976942,-0.0622597154890303,-0.11801981160598045,-0.07676370076739607
BMP4,0.05895057723447346,-0.005703209591279135,-0.027604268462479115,0.12323731948357829,0.03159963243936116,-0.058599259390699196
SCGB3A1,,,-0.02039124885664745,,0.01261187902126694,-0.013721194879019898
IGFBP4,-0.029261591973846656,0.056919381858598045,-0.0586545251096794,0.13273123633134853,-0.03616848314781378,-0.006096719520632042
RSPO4,-0.0078070911632965095,0.03340133275876721,-0.020391245873966023,,0.08292383281362888,0.020764927926567298
LEFTY2,-0.025175584702651382,-0.03186685152714855,-0.022359250491220305,0.12721529903680223,-0.02189488740703382,0.037017789886660796
PF4,-0.02608384053622606,,,,-0.025984884159311293,-0.0402203034477349
ANGPTL2,-0.044805548236936034,0.012536379629811176,0.005222761930913501,-0.049818422596524005,0.02045311372337146,0.014494807655416721
LRIG2,0.038517855091661814,-0.004140982719413377,0.02688833113198993,0.08446851046464922,0.09287658215378637,0.022311363221474895
ICOSLG,-0.0037669329542362935,0.035725056920839465,-0.03144079408344101,0.0026151193447142285,0.11075397916278493,0.07135351881359951
WIF1,,-0.01581892728935679,-0.02262078817457117,,,0.0616963493486002
NPPC,0.009870586340976581,0.04531314218303781,0.052241612600254256,-0.01289638913705484,,-0.06012250921619242
LYZ,0.020096870149602458,-0.02927905097866146,0.008166515832267438,0.03195612673137965,-0.01667074176577284,-0.0789706782232492
EREG,,,,,-0.009658313988341705,0.039959926857177135
SPTAN1,-0.042599067031445365,0.0509984110375453,-0.003588371114386854,0.014000908029070966,0.05094868444279997,-0.0846559888580983
LIPC,-0.0023918328178650036,-0.016993113342391963,,-0.02270193499644217,0.05722116743178222,-0.01149465512183369
COL8A1,-0.04005902672558888,0.024962240570293018,0.021911788844136568,0.10301435380094974,-0.039067719386450636,0.12634406704413984
GSTM2,-0.004634458479360951,0.011253007738209787,-0.007196156576302327,-0.012766752022462493,-0.06046136516853162,-0.0071451868635254035
SPX,-0.036324789597750394,-0.006390271845306185,-0.03161916966304894,-0.12436347137628359,0.1650716694268267,-0.08385333850258551
MFGE8,0.006709863017507836,0.0011602045738955385,-0.02756281274974879,0.143598416719408,0.024249935824999846,0.022342108071064834
TGFA,0.02075542318506359,0.023182497524957144,0.05731223819619316,-0.0873077025231487,0.09166648227969774,0.10107366452629762
SLIT2,-0.04095257534918378,0.023083779021104478,-0.019061340999939946,0.0023223081172540775,-0.018753913885927887,0.015011556231427416
PLTP,0.037997141760047815,0.0424389517520274,-0.00871351060439298,0.15574222298675358,-0.06263741182817284,0.008193542497656834
APOD,-0.040455862721065924,0.010337789926979191,-0.010957716757893938,-0.1628294670448701,-0.09214809906432782,-0.03963041731379686
B2M,0.09575875427266445,-0.08586919822862012,-0.026850970885506052,0.17718303614330494,-0.10933494245313838,-0.007684353442951831
OMG,-0.06588955397791682,-0.00016645867148707314,-0.02568969266043779,-0.1288375056159283,0.10918927406273198,-0.04362140278821572
CXCL3,0.03468423298410275,0.03644475554508932,-0.008246606693559613,0.0004954050672179676,0.05021702353026489,-0.04062127002704968
CXCL10,0.0722172930796337,-0.050247540625715625,0.0020384090309368626,-0.011794577953579997,0.02729589379387215,-0.03480694475144283
RSPO3,-0.010997106504437542,-0.003604270959631455,0.02563823078945841,,0.022692576845861727,-0.06813270471204032
CORT,-0.05405107409741806,-0.002832081866783821,0.022827963527257158,,,
NCAN,-0.03785970309781773,0.01345486119233585,-0.012667890922374032,0.09935940916957661,0.17483351835124106,-0.09655482847107431
PRG4,-0.009684626282899346,0.06218985323722153,,,0.04288303454577782,0.04487638876779438
ZG16B,0.02613617092939791,-0.014004994171418724,,,0.01063154486034775,-0.03431204382766549
TGM2,0.03540303495256962,0.005094607509906434,-0.0474529872754544,0.03684599747213072,-0.011071394911833819,0.002915119856395982
VEGFC,0.026199542311275997,-0.022029238928675497,-0.0374471875861765,0.05905650103980355,0.010532630458736984,0.04838169701329953
WNT6,0.009708926542814047,0.052386883960739344,,,0.015707730060223406,-0.0354546356299543
NRG4,-0.02021961183830433,0.0048669958234980855,-0.03110232094417546,-0.0008143294905536691,0.01641309446322168,0.03974189862076629
PMCH,-0.03732147708446849,-0.00643579192334978,,,0.02086302075373133,0.005733861743898608
COL9A1,0.009410337205214187,-0.007805508390886348,-0.016259225162648723,0.024413699441909385,0.13537202942862375,0.09342718907958045
GDF11,0.017986090136337014,0.013769804566449408,-0.0003490623649878516,-0.02889567235055089,0.10664283201808138,-0.04000473833879479
RAET1E,,,,,-0.04722888636555292,
IL24,,,,,,-0.005271626957936222
SORBS1,-0.03729583995108066,0.020497986109302486,0.0141248792694582,0.029597230873329695,0.07346855152709594,0.049121828665005314
DLL1,-0.05343470704326089,-0.02027251097157233,0.04364735501446499,0.04019380795184355,0.07901423751589351,-0.032076959300428795
TLN1,0.011208899969917266,-0.019124036373277444,-0.0030313199798990813,0.05035716590517304,-0.05389957018635191,0.02275283023727607
COL2A1,,,,,0.04230657930732865,0.03030426935214924
SHH,0.10986079890835485,-0.027448358126140462,-0.02341279031201709,-0.02945897316381324,0.02722107285084471,0.007504935951785447
PON2,-0.10868949287340968,0.06763196793277386,0.029348303654400443,0.10392321297126379,0.08749527686381627,0.03812833356131286
ICAM5,0.023591614809459135,0.004218439649871898,0.012003629488221833,,0.062316873397979554,-0.03214157538292054
HPX,-0.004141765580627511,0.07597271931156684,0.036742770065640654,0.09978920231810567,0.04018384610495907,0.041511663860826234
SFRP2,-0.0353820137609879,-0.02290606095772426,0.003222295144993803,0.02309463060670592,0.04141309589255051,0.03276262456622167
CFC1,,0.013696876969994788,,,,0.06277222132017266
CD70,0.0344328260057401,-0.024407860325320805,,,-0.05893180106443757,0.05810322880940573
HP,0.03149308564303372,-0.01266157182451689,0.032678021483725624,0.1252367328041265,-0.04231582427011465,0.07311243809107368
CXCL2,0.021548714873336212,-0.052623896915209606,0.0542617369652056,-0.020215148888323764,-0.001873075097571539,0.02950064059236162
NPPB,0.07937863693054462,-0.015433533253173547,,,-0.03304107350781855,
CCK,-0.003684906654816905,0.031028639162462124,-0.005400794903479041,0.004075417305312741,-0.03283782920974139,-0.0993477867002971
SEMA6A,-0.07197398915545346,-0.0056407184488013505,-0.015505736314322208,-0.00929441740111049,0.09656815601666925,0.0477225946138153
IRAK4,-0.010666364517815113,0.00804084210009478,-0.041226866955730454,0.016947853989171088,0.07821870321176712,0.062381075269169306
GSTP1,-0.023805298291469212,-0.060596184380188066,-0.009085924248569757,0.01016461965282152,0.10915788626814721,0.04149335587441883
VCAM1,-0.018850922398624664,-0.07189370516773848,-0.02046058860817584,0.020705988568202514,0.04832475969777084,0.043945906208203434
NXPH3,0.05380972831478338,0.040088372083566186,-0.013070942986915787,0.0736549363770668,0.18113032440914123,0.047371203443926306
MTMR4,-0.004953854760929193,0.026217717887119282,0.036283076426601224,0.02996471150019416,0.08715706841615464,0.05739980950223163
LAMC2,0.006680222741301992,-0.019429096536182824,,0.00015519338041138653,0.029438909585823368,-0.018978595330361447
IL10,-0.021351044039405617,-0.060748121893327005,,-0.021651243831343432,0.015339847651461734,-0.04003521284224877
SEMA4D,-0.05157259699895738,0.0008365075045674488,0.018162463448115958,-0.10396571348437392,0.06854760877372598,0.018269259712962817
TRH,0.05775342845192869,-0.038843280492072994,,0.15905294545520196,0.010765936725317105,-0.032104776470772256
SEMA6D,-0.06218003117941897,0.04833825804090823,0.08909432876825613,0.02857019113219173,0.14721170946304454,0.03107543766569761
CEL,,,,0.11741862695939877,-0.03742455493206262,-0.03616582842032455
PDCD1LG2,-0.017073196041455234,-0.04388217056479843,-0.004311656894063341,0.06703647535536811,0.0717676780508882,0.034834118782841546
SPINT1,0.02039776649194369,-0.033753809526300804,-0.023939317094237317,0.07566276298374522,0.04385923401061556,-0.015817555299470872
CTHRC1,0.013750508360112308,0.04739739457875415,-0.024285241718833665,0.11564801343447646,0.005431444896597068,0.009938556722200814
PODXL,-0.029463779897053313,0.0040109665091201535,-0.008112690280607768,0.09595382575195392,0.06305252344661064,0.034708018347258666
JAM3,-0.033422707332807666,0.028829777090193312,0.018229090819766227,-0.03475545610206453,-0.012263043714180683,-0.004719539692498114
TGFB2,0.06973775000093205,0.06335403046550563,0.024503266717772414,0.020543448746235937,0.017227777381720082,0.056949096226999556
COL18A1,-0.04015507429727053,0.036785367478954195,0.01646552525100243,0.09443326871238973,-0.07245452825516933,0.0010541263362022595
NODAL,-0.002589398111413061,,,-0.03376586640511758,0.16187363164170118,-0.07221148257099683
INHBB,0.010184912202039542,-0.07367223627358954,0.027379666209313182,0.021366881795764348,0.1551346981030347,0.06740415098638537
LCN1,,,,,-0.032219935998690996,0.020140599051131927
ARF4,-0.0394031170147873,0.015359128027673275,0.01890615331174027,0.021431670916574837,0.02728041382981263,0.0448009381245348
CXCL14,0.10800543917049278,0.01459442983864777,0.04170881883924565,0.16686243214110408,0.1259032666064584,0.06858974127749058
LIF,0.03694029231396419,0.008542759858387155,0.00033521976632905424,-0.03950828839642615,-0.02181658110129906,0.09523615525038041
IL17B,,,,,0.027644092544332442,0.048673196397323745
MMP1,,,,,-0.005070587554820226,-0.0370165893409557
MATN1,,-0.01562736632859833,,-0.022705131136986408,0.04002960727573454,0.04600776421746205
ADAM28,0.003621345323720915,-0.023683937129266867,-0.007652867756336657,0.057685965929014496,0.07882638733627771,-0.02071085145286266
TCN2,0.006253815738550827,-0.00974875950892396,0.0035059050110280115,0.05131966446414356,0.02567211572301048,0.015151504638881702
THPO,0.05221348725349503,0.0047442255550951655,-0.025155642920616287,,0.08532183976843694,0.0915105302676485
CUBN,-0.007574277619159963,0.009242379098917505,0.03670410475167896,0.08791937933854062,0.06364390317859318,0.0701465597792759
TIMP3,0.03735590397496897,0.008737797764698473,-0.010201252331596963,0.1388155022224537,-0.060883610464136574,0.03047649513703171
PIGF,0.04063477749960154,0.017095113928199717,-0.051816577677994614,0.03001625562484376,0.08119719342044014,0.0023679695050831933
CRH,-0.0001799626899788048,-0.024601122443738604,-0.011040038959195421,0.039735805556936246,-0.017359596557344096,-0.012485958646131239
BDNF,-0.045980452178212686,0.04285121496420921,-0.011247234459463781,0.15764583539111693,0.036649700566886344,0.11562305979660642
CCL5,0.019743712161982917,-0.05992035211278879,-0.03374321949422182,-0.013185240935414075,-0.014003393391505718,0.0021296245914142003
GAD1,0.013026953380237741,0.0007882882571873666,-0.0065417953949274965,0.025289141010589312,0.02990723953986981,-0.10994135581215274
COL14A1,0.08837715486964696,-0.025352180847113423,0.03765719230112837,-0.010109191112996931,-0.031894281301042875,0.09701094889460925
HLA-A,0.11239791355057491,-0.03852936377872596,-0.0019720839592961238,0.18863541002210524,-0.035986826150095214,-0.03748751009309098
FGF18,0.014966146160211113,-0.0003794410534836565,,,-0.04891615628105435,-0.019871345029406174
ADM,0.08168107727733087,0.046021495049351366,0.030974333824109024,0.022982618144928538,0.0281021226109786,0.11180859679812782
CCL15,,,-0.009266544250161879,,-0.0208741695126947,
GNAI2,-0.014876168814229646,-0.0001036051498605813,0.006698420891634456,-0.026845890618007247,-0.02640585541999769,-0.004510789406384046
HDC,,,-0.020819615102322026,,0.19729945865067386,0.03164484362318642
COL11A1,0.04365179257999278,0.0031165162233198515,-0.0017125275490659565,0.017859709518930858,0.05301771159905766,0.017731801307402765
NUCB2,0.009470896603756163,-0.037788548000995355,-0.010793066105680675,-0.01582650764944724,0.03356312564586821,-0.043140399443920306
FGF16,,,,,,0.02459329425303741
CXCL1,0.029276042711112664,0.029477975013166173,-0.022891785238565613,0.08663339594697199,0.0035232301857470085,0.012972319791693233
VCAN,-0.06643846084607072,-0.05452858242159306,0.033575778152361936,-0.043416918018321524,-0.1486450431684391,-0.012063066682910364
MMP7,0.09241185520198879,-0.015433533168850475,-0.03738342981941096,,-0.07010167244978713,0.026660189564913245
PTPN6,-0.02262216390434961,0.011059652581264325,-0.006990438008422217,0.009947824696088625,0.04953705544881303,0.06958207291363339
PTGS2,0.04578871217235839,0.0028353206548808988,0.16159480493654177,0.04764605310903998,-0.018884742584299577,0.08525207041184257
XCL1,0.019109544528844377,-0.0022462739203316143,,,,0.004467530480739432
CD58,0.025047714493287222,0.05735031180168914,0.01640468203467959,0.09889644343270368,0.08878964425888485,0.024929303451001996
TNFSF14,-0.00879905016823646,-0.02751384762136844,-0.022359250491220305,0.10334803162366968,0.014411333876362755,-0.004095221608559158
CNTN4,0.060030904225090866,0.010389382346063607,-0.016150623113052525,0.04309437537138012,-0.048248030329770306,-0.08213431338437296
NTF4,-0.004553539241198353,,,,,
INSL3,0.024936485273476278,-0.017796486976025847,,,-0.043874873001453076,
BTLA,-0.0311575937887936,,0.023589728812597934,,0.04533128190857611,
MFNG,-0.0028234986353602213,-0.011781739191185971,0.04755384941794785,-0.02015177177787793,-0.012378317400139692,-0.08360362565603874
ICAM1,0.040290283265444336,0.06861263001089256,0.018597030364637192,0.008730968806034812,0.08718025433048655,0.03643373812935554
PROS1,0.028150028612588626,0.040319141678195516,-0.01174583768262897,0.1714706900497655,0.04158777738334012,0.10575214196713882
CLCF1,0.04166879334450195,-0.011817540710016202,-0.02017051462426759,0.041061134576255424,-0.018716722759267845,0.12698209992270526
PSAP,0.10271842750002515,-0.01320347878235142,-0.025484884431104655,0.02728300600238303,0.01045223308762867,0.02500826082058703
EFEMP1,0.003619177959730409,-0.05480036355635198,0.050534326115537945,0.018682330313987135,-0.06865253286232825,0.10298288263154659
C1QTNF1,0.003458448495499559,-0.004620940062471482,-0.0015770362868489315,0.14702081621220722,0.019756545938299903,0.1032716851772168
ALB,0.001984946776160608,0.03802345605963625,0.042984075773826,0.020797118478337474,0.062245508810970115,0.013824082818278642
EFNA3,0.049849816732033966,0.022623019284545586,0.0004709660010558047,-0.009078716545548189,0.1397901028007859,-0.049479513665803644
DRAXIN,0.032032859379594644,0.008216273262145007,0.038030806816599406,0.03298101793259108,0.07673755294407704,-0.04243670957841887
RAET1L,,,0.03511794918920895,,,
NPTX2,-0.005682040758774759,-0.025319604717268518,0.03081405990649427,0.10129104385978882,0.002880598709678241,0.04559297263339724
FGF11,0.040792880475647775,0.028658906478056398,0.025556660921942923,0.047029750107832134,0.11860207924569072,0.07451886760587181
CD59,-0.08233468688233074,-0.018984444480209837,-0.0029271594107412387,-0.004231084264656833,-0.05796674393002457,-0.010421763491277214
COL9A2,-0.023766062556430868,-0.004659581738003921,-0.010997505622635465,0.01870069282924198,0.0992963034156107,0.05632694944052509
DLL3,-0.0778746782468496,0.02786632865620223,0.02034824204563605,-0.008702353045136668,0.19880483445490704,-0.040274889692037213
FGF5,,,,,-0.05771407571236392,-0.006489964926058086
LIN7C,-0.028777947610693105,0.0375476468439374,-0.06476356177735594,0.06980404728013186,0.07817751940665026,-0.017466359320210165
GDF7,0.05723906670282015,-0.03342043593927909,0.029830536777423845,-0.03709963433177563,0.07483603159424763,0.02169650429144039
PSPN,0.05725578144323111,0.004090951092781142,0.0522569780429832,0.020752117714635945,0.07687613566368627,-0.000347017794872478
ANGPT1,-0.047188672811618086,0.017012946472825922,0.009668073631244143,0.10637310243019749,0.027513450553748865,-0.006181384544171324
PNOC,-0.08575324867066457,0.006011862918227569,0.023749066159584647,,-0.0006784386820490973,-0.04280947177498347
L1CAM,-0.005199398498137253,-0.04883127674120167,-0.031527992853036854,-0.03624620083172007,0.03215408687353084,-0.004945021387663293
APOA1,0.0007036433026454982,-0.02317412188156261,-0.004232862533759434,0.016651112605736502,0.185770462216348,0.030259282673635243
PSEN1,-0.02966370783047344,0.056146269097540745,-0.017872514937343476,-0.09633384654310395,-0.02032996282438527,0.015429574276826029
CALM2,-0.0682048286588123,0.010270511612219573,0.017476889410599605,-0.02749917457533541,0.15224124269168773,-0.04978496462643379
CLEC2B,-0.08266618903861378,0.009451062732826454,0.051345261832500516,-0.06958577678079973,0.08371086495537841,-0.06675006303516762
NTNG1,-0.006154323242861519,-0.026058334951485754,-0.06117912070712572,0.08063826441102585,0.13913383481536398,0.09663483104765698
LRIG1,-0.014966331321865273,0.08649724599393832,0.029729404773028857,0.1373419521598675,0.15131972511445818,0.05483013342724988
CPAMD8,0.0018147514290164145,0.008306533435903601,0.0029317237217968612,-0.045521934122265933,-0.03177802225981805,-0.013215961916753463
GHRL,-0.002305237133988884,0.023525250059385418,0.008596427360557497,0.022136256556380178,-0.022604801042242637,0.07167766831168257
NPY,0.000364376201278535,-0.056172951687077616,-0.0018038045668206022,-0.01909071610168647,-0.047731111846201206,-0.04784464001733778
MMP2,0.001857340760618357,0.009513192338109195,-0.029226198409321932,0.12360836879741825,0.016298268351077255,0.006878973926485554
LHB,-0.01866678245129515,,,,,
PPY,-0.0499229624673304,0.12111749552399609,,,-0.01465260320319493,0.11647758313143083
ALKAL2,-0.028263011307527414,0.02499230442479876,-0.015568814878072674,0.07598004294083956,-0.02302126571445378,-0.0674301932385283
CSF1,0.029947195444953265,0.030020450903272815,0.015915341353097537,0.05342251479900294,0.09337652868029166,0.0572015150948631
SEMA4C,-0.008222304300333792,0.023678337675920973,-2.990518292875865e-05,0.00833581306137472,0.04752846740994656,0.012155730592779475
BMP8A,,,,,0.01999802092270288,
ICAM2,0.02914311150358838,0.006780520845698592,-0.0024414759092942578,0.039369231349232925,0.04907556853099221,-0.07499962331350628
SYTL3,0.017730332682030232,-0.04093835699652831,-0.04593786428995265,0.005994092225619751,0.0003168337385553129,0.050701766643417
IL1A,0.029654679325753455,-0.06336129820708666,-0.003782899169600151,0.04709009624222065,0.023409063383839714,0.08201003558524816
HLA-G,-0.03029129442912563,,,,,
PGF,-0.008777295696267916,0.015821024947762528,-0.03687095945387939,0.11118942344928544,0.04185612414889345,-0.017654533051524996
LGALS8,0.05732001825212905,-0.030396434417234833,-0.0019216359431618133,0.06501733539950715,0.01661381731135744,0.012989153280732905
DKK3,-0.01014887483564304,-0.01822625771940283,0.004668551775309274,0.10833466275065484,0.06717910596096328,-0.09248013564495956
COL16A1,-0.015263504549001012,0.020347616078286876,-0.01635718535776012,0.028608412113256803,0.04688108813727135,0.027855819810418823
TPH1,-0.003541360684458527,-0.007279575030190601,,0.07393771797222184,-0.015702477886552046,0.09486602125273548
TNC,0.11634501064719222,0.024171121123487384,0.003396246767551196,0.09947498412188317,-0.01777651718149105,0.07936696742842109
TNFSF9,-0.02493141303912476,0.020140610134751307,-0.01594150071780669,-0.024479551999242604,-0.01984467206788411,-0.009685727450479638
C4A,-0.005393893287383911,-0.017102520863032614,,-0.03093046822258823,0.01492486441223239,
CNTN2,0.0027633070890767967,0.032819500217425995,-0.003809393264780817,-0.16924196397300723,0.11262105004772253,-0.03309168398812476
F7,,,,,,-0.016168267806527855
LUM,-0.006207229931891205,-0.02534936344462357,-0.028768480752247808,0.07657833567132309,-0.07575666745221944,-0.013446605921712882
BTC,-0.024428187497082005,,-0.03271151691316295,-0.007769965792333718,0.06997000616477962,0.046078125798764545
APOC1,-0.025806741907833775,-0.06263218424362807,-0.017079337470889487,0.06432613505547535,0.09339920962401742,0.008635419468727784
PKM,0.05309876230189614,0.04371986965475284,-0.04008761774234165,0.11071205143037087,-0.020440653144464412,0.06563943688593189
TNF,0.013806798343758718,-0.001941591018466304,0.02911252241436242,,0.057524805528750514,-0.0386924707740829
GNAS,-0.09064858600955665,0.07640931976581204,-0.03195747945140697,0.1973810609044183,0.12404434797451064,-0.08935986099972648
BMP8B,-0.007129955384180825,-0.025835651133838247,-0.005072081579739859,0.034754734330346995,0.01591673517100802,-0.0001402186798670089
LIPH,-0.04307534671827198,-0.013789307071841252,,,0.07353690176962789,0.10820156616982664
CCL28,,-0.00816790954877776,-0.023412792054482767,-0.02138032889515687,-0.04048556496051146,-0.03964589853236565
PTPN11,0.0014648995893679346,0.024832338718532933,0.020501078701490896,-0.054887710434916116,0.024181478137343525,-0.012510051748782322
ADAM12,0.03379004903697006,0.004958590525346451,-0.009185882468389065,0.10953831675139246,-0.04609589316595891,-0.0018955980990508743
EPO,0.005096128591921038,-0.014427031000223366,,,-0.04305303366433855,
EDN3,0.06087120638062437,0.05181437330985044,-0.006685613416155567,0.016572433704998592,0.013863988415102968,-0.02950615295154033
CCL22,,0.009613403111121948,,-0.02653951021774084,0.036764983063053105,
CCL2,-0.05185555369559389,-0.030086791482397186,0.0354694089761971,-0.05284474572948922,-0.045024381870850456,0.09315197405868887
DSCAM,-0.05054183721751268,-0.027292102075714298,0.04650243146578749,0.030526803625606346,0.1066715793307513,0.06656176817159919
ANG,0.08716081950187456,0.001805418036195162,-0.004317715341522454,0.0063793188246384505,0.09742148377595264,0.05763777091064695
FBLN2,0.02682271507827101,0.025443592467082297,-0.015323484905785239,0.08724659279442347,-0.006190248120109368,0.04649117768659339
VTN,0.012238451961141882,-0.02370199174777679,-0.03122019512619552,,0.01907855364404092,0.0048387013726572115
VEGFA,0.10344227659713018,0.030513530653745114,0.024451205369210558,-0.004470128247839179,-0.04561339525016785,0.1032335166300158
F10,,-0.01581892767369153,0.014799680354650782,-1.6120948122953576e-05,0.03499357036273113,0.019869726235140366
SERPINA1,0.01833486049012359,0.07575601322635658,-0.029865123545763057,-0.018177360687367302,0.009540310368992926,0.019485994791844805
VWF,-0.0013900908936395374,0.027420474420773895,-0.027836852030279677,0.09626261956898063,-0.006619460781908111,-0.08317666460601787
GDNF,-0.03571929512470066,,,,,
VASP,-0.0356096123471568,0.023345824631755944,-0.005277274163576613,0.10208472768255665,0.028952822950341323,0.0626902684724211
ADAM15,0.0077135661442385645,-0.05489315561514677,-0.014785063285867327,-0.0471048352212856,0.031758652403151864,0.08901040813752079
WNT2,,,-0.004179504881133174,,-0.007125878254290987,0.0513199972902591
CALCB,,,,,,-0.041954432607927084
OLFM2,-0.03144411317492168,0.07730616832440552,0.04778479696221723,0.0759717325980231,0.1537992489526123,-0.011386764452988665
MFAP2,0.02411342210890079,0.04458628875640392,-0.001315810840556852,0.06895191576849055,0.041689580562844074,0.013460359138476189
HLA-C,0.10219236488776536,-0.05859939234990609,0.06031798506179958,0.09202347390484854,0.07828911346988889,-0.045857343852401006
