,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
CD58,0.09104629643185994,-0.017831190875776785,0.018162149430266165,0.049064352245724634,0.025546604937039953,0.06689778920538741,-0.0601579873537755,-0.06639687710163637,-0.05893902671146252,0.03830056988733181,-0.05099256802942844,0.11945508968688581,0.0706132530734312,-0.03448746333778492,-0.046817987884690306,-0.005363837503536226
TNFSF14,-0.030891341252123596,0.16887613189240352,-0.011754383072483917,-0.007544764306734773,,0.01693769089475535,-0.013376615559569326,-0.05159781835302203,,0.004237237643627335,0.0837282413013343,-0.03255758482007454,-0.03929396110604485,0.026450873630338736,0.19652292901302804,-0.03205217384346969
CNTN4,,0.057063747054540856,-0.0055088685392651795,0.030199673768199764,-0.001082996710250509,-0.05808178274859071,0.06631835905032832,0.11053939035046212,0.0966559384779108,0.084840692790028,,0.021958137263313623,0.1339759690431095,0.01869142462810733,-0.01693555613509919,-0.044744424737821246
NTF4,,,-0.014393946936734441,,,,,,,,,,,,,
INSL3,,-0.021233246932778296,-0.010458301090174458,,,,,,,,,-0.05328113185744005,0.11907799904645167,0.030855956755805793,,
BTLA,,,-0.016600502154433185,-0.02137617964443218,,,-0.017082395583804078,,,,,,,,,
MFNG,-0.019796186609958903,0.013657242971238994,-0.03335496014865257,-0.019676797228244995,0.048450065753871785,0.10440402406061856,-0.034700658718061134,-0.05214859408638087,0.1260550568658936,0.04638873226701322,-0.09271836136006975,-0.022730424475730055,0.03572565260505996,0.035785357448362566,0.062040303902404705,-0.06451684596996181
ICAM1,0.004016007037266495,0.0048849230122076336,-0.01325390896976916,-0.05861853216523954,-0.01860263175008855,0.08220005270545941,-0.03137424448788093,-0.02048069254880296,-0.028244253134804838,0.04235988858493978,0.19837688679658927,0.022371028284370903,-0.025702920725742696,0.013648403646164622,-0.0014808512970187779,-0.028603608424140427
PROS1,-0.006955149102093194,-0.000786302880855756,0.03396542018391943,-0.050709801893624944,0.07432526395891444,0.11593848773572929,-0.011575077291424485,-0.04499467238053579,0.01565145568659814,0.14564117487325484,0.016532674132008783,0.006067066307584847,-0.007820432266372277,-0.07186610612872628,0.05730521056184503,-0.04623097977595683
CLCF1,-0.0019514966635835818,-0.013044801388526877,0.02242974812065656,0.03470466865980885,0.0007508969039432982,-0.02197536849293011,-0.03653348156114727,-0.041666881482287074,-0.03641245300094474,0.0813579054159044,0.03434109283169824,-0.013795398183557682,0.0857476697250361,-0.052833328338147266,-0.006527846011681031,
PSAP,-0.17548343076711348,0.02375913931548171,0.02100373337946096,0.0028880207657978425,-0.04329459358136318,-0.09975827689961327,0.007920616787331674,-0.07755786741241259,0.12003677201882264,0.08109359675993433,-0.017823010210255272,0.051624193560555705,-0.09143612924684788,-0.035531976579320626,0.07072537537685943,-0.13012493004232534
EFEMP1,-0.10417338866297222,0.018809672968798336,0.009283169851268373,-0.0325002570854284,0.02391990927997894,0.08716407475378153,-0.041890566630173175,-0.1095605191941233,-0.055275765299811444,0.05528007427687907,0.13203203868872532,-0.016099397184265722,0.07750520686674457,-0.013522292540458274,0.07403805252608266,-0.08313322704083269
C1QTNF1,0.10999923648993377,0.0010772087915127532,-0.02840164173776735,0.009771790894002373,-0.04406022411757958,0.10580574117146409,0.012103440708207024,0.017646930958255983,-0.053240522301522646,0.04988908394611296,-0.017706991321459458,-0.012562566547557828,-0.13571827886873813,0.0003830412942213371,0.03891666968358313,0.012265627967968578
ALB,0.041964344727271265,0.040207036706616406,-0.018567220477367165,0.05683189121440856,-0.040523376902766105,0.031246471021904764,-0.015193010036555814,-0.06479145028246817,-0.026452928471333608,0.05943998267478727,0.1565979904905312,0.030458092910534883,0.0546054773818797,0.01188242425408668,0.044570638527559596,0.12979453317983816
CCL13,,,,,,,,,,,,-0.035271521631743324,,-0.05300427464055439,,
EFNA3,0.019461129609875883,-0.04933827791058597,0.05654989601100608,0.025735965960360322,0.02565497858670532,-0.07988312994375316,0.03096019839979266,-0.04063759149977962,0.023346939782909713,0.0036506194158680023,0.02639292990595628,0.11037964758387024,0.11959949568343259,0.08317545781523644,0.018153075457244996,0.14836143325585527
DRAXIN,0.1054493581394558,-0.02642098583093991,0.010358972817534721,-0.004191947748717328,0.05618898028177078,0.09879581478010564,0.08030954797368191,-0.024798976291071,-0.003965451338683214,0.026692121574851298,0.1206173247519676,-0.009311585865048235,-0.13351270956203545,0.08233598708846451,0.10517362654254145,0.016816891116002316
RAET1L,,0.003947546895568309,,,,,0.024292927420623868,,,,,,0.01160728191809726,0.020708234147128565,,
NPTX2,0.02290869911296107,0.06406010763675782,0.06752670945941729,0.02997932167030263,-0.018045371413115626,-0.1370756739456567,0.07211027670755633,-0.09764448025723994,0.00012264522313253624,-0.06116293330865802,-0.016512741498629184,0.05350436018863778,0.0005267469670422419,-0.0540068058381168,0.05197366194133823,-0.05080820830581746
FGF11,0.06654411521585818,0.03049126548982929,0.01145953718825529,0.015629966610164362,0.024559020750261052,0.14445549007257574,-0.02765076154843331,0.02126317167041138,-0.050568147770061196,-0.0009268638562514634,0.10411570920766823,-0.014860373893068976,0.09109377250019328,0.07149268863651129,0.0021159179871946404,0.06001988324404668
CD59,-0.086870678766557,-0.040800739304839274,-0.015838943755163655,0.045346953484751144,-0.05881894199203919,-0.04013322585217975,0.037168567584294716,-0.048728146210655666,0.07685510261960153,0.10063402108183064,-0.08378015834132954,0.02262276983253242,-0.06686461795864083,-0.12308162893839317,0.10318206428763431,0.026071664464352
COL9A2,-0.011775988583934029,0.015051684836244635,0.02989963596426187,-0.01947375109801254,-0.037525574212460736,0.0560374272773296,-0.028815237817255646,-0.07092330471778778,0.008087151068788802,0.09408094952500033,-0.03161313141785881,0.020966951026457212,0.16824313928065862,0.02113850920492377,-0.013451627032728848,-0.04166926515314812
DLL3,-0.06812079564816241,-0.033131101969708275,-0.03193879014991238,0.022135386436103993,0.05521218406266043,0.04140029792498639,0.013684680590993897,0.0459635264607318,0.03070882984512933,-0.06704199830184296,0.057998598933205484,0.06054764671494152,0.23699323249926568,0.03761219943263141,0.08821298517503293,0.00852587061057826
FGF5,,,,,,0.053583768140955855,,-0.01742206630105587,,,,,,,-0.002675716970899517,
LIN7C,0.049923338186838015,0.02850315432097248,0.013950704321499294,0.03467465168471559,-0.014729157095866351,0.049241010629373534,-0.042600473937146235,0.09383570279659365,-0.023924244555426556,-0.02466179734228859,0.005438231475912854,0.03816309716723983,0.024680003122000103,0.021032462851375545,0.07566802193976536,0.0337571153448621
GDF7,-0.0018793674742381397,-0.039007553163663944,0.15713169303091049,,-0.015610661043782418,-0.014039352090995721,0.028873275420738198,0.0850330676920699,,,,,-0.0013558527424473907,0.009837369014551473,-0.03552882715074478,
PSPN,0.045410455758497295,-0.015362249365618544,-0.04384370163863165,-0.037731103766926045,0.005431494372390059,0.11484351995147116,-0.013495547911565287,-0.04898568321200647,0.05253305186924162,0.04808949302074379,0.05911747714140247,0.03885373136377114,0.09661361798863762,-0.02402288798484464,0.015041830782397464,0.17625468214665102
ANGPT1,0.038934248510362354,0.0850388108742242,-0.02296076809349998,-0.03332228275822092,0.00946473184304935,0.11229527431573412,-0.047210084382272546,-0.09331417679926853,-0.019377447075439154,-0.0009784196632657142,-0.052219907915256186,0.04083042515335723,0.02759117131591756,-0.05453651635515784,0.04625600515235824,-0.0642179530634555
PNOC,0.006909964383860892,-0.03642709633620994,0.08913667041043431,0.04900296351592702,-0.016112853399706237,-0.11107672353683781,0.04436229068943638,0.07808098681402925,0.0043985435707598435,,,,-0.021991218544035775,0.036688358208902594,0.12536679991164246,0.00299660047702099
L1CAM,-0.009229562266005681,0.019447774347324663,0.12591882211193756,-0.028407728006742784,-0.01737680605954762,-0.06208849456251999,0.021860080295549453,0.1030412315536203,0.13044828178489265,-0.015589667926121403,0.0062775452209621425,0.033584856114143205,-0.12516788999684952,0.1193724220753592,0.10093984799025542,0.13069311460039545
APOA1,0.22519573724637895,-0.04880748515643584,-0.016287076000654963,0.02328993341710302,0.09793317706090518,0.00857127931241426,0.09843988648191532,0.05061700456992554,-0.01874137367546759,0.044031502443138526,0.12418300076492136,0.08854009316802613,0.07688475259612815,0.07390045997719952,-0.011190424955262731,-0.02677519192240438
PSEN1,-0.05124274788561124,0.06223878112389579,-0.020716097394912748,0.02036396074082715,-0.0052368787554962735,0.013028583786556263,-0.03779982849976142,-0.021477723542941776,-0.019703390911944948,0.08942258137703031,-0.028461807855873687,-0.03909045589477752,0.047979762301970735,0.014504986878295642,0.049705552534877274,-0.0017574215240062177
CALM2,-0.012547151835608937,0.03334668735671777,0.0056694398360902605,0.0882476553300391,0.022253766636557867,-0.15134810812958654,0.07702023746313176,0.21404835949294115,0.08864681360558511,0.022691611486253614,-0.09858114339825351,0.06556525656433856,0.14414999060367073,0.00048585162449989416,0.0934916144511358,0.08472399222862914
CLEC2B,-0.047213569228595785,-0.05604103988627124,0.017415528585245237,0.025112865524382164,-0.014820427489504462,0.1237560293419464,0.01647471242540164,-0.02267196017005983,0.054060209052742746,0.07208447644487634,-0.0208806462500529,-0.051774891374590556,-0.029678518705587794,-0.012814706461292081,-0.05006795346002719,-0.050148791307438476
NTNG1,0.03337117077535432,0.024659732848114024,0.006263122012443784,-0.023464935931220298,0.00473455365012086,0.020767929832536627,0.020725033533787733,4.813478057904103e-07,0.14089045613404486,0.134313241022041,0.09293214239128593,-0.014728428549438838,0.11784298258872677,0.09792398778013878,0.07906487531190926,0.08174096280045745
LRIG1,0.04290028645696264,0.013140672247972926,-0.0023251802749469064,-0.05697933634252989,-0.046500067820387785,0.038313492198287766,-0.06559661004073314,-0.03863570325146097,-0.09846799071204428,0.04820993531518321,-0.05102991363760968,0.0508473378491566,0.18418058027210157,-0.010267481986478734,0.04652850708878864,-0.04853919742775351
CPAMD8,0.011335003775403564,-0.012316158003941981,-0.012370304052849185,-0.02603326481576905,-0.03147585211058152,-0.034425503363163565,-0.0018740485826835315,0.018402023637974406,0.11397163413317721,-0.04383927043583076,,,0.07209282318568506,,0.019746080914693757,-0.059077683958725515
GHRL,0.009152994957620099,0.019965627970021035,-0.01382297501997882,-0.0013378375555384338,-0.034099868173021956,-0.03443060138014211,-0.012199241510442672,-0.01943058542706326,0.005479569111539418,-0.059065514469510305,-0.03484532585881441,,,0.0002874833251809609,-0.041498750055017436,
NPY,0.019863793093112727,0.01921693258913321,0.08619634504836918,0.09804612958436387,0.02352364321043494,-0.05768941090502106,0.02903748517604868,0.01793925072049406,0.01673482832782349,-0.019050706609320317,-0.048622018666670895,-0.02570341739663245,-0.009818584122509263,-0.008817173078513195,0.04184367895844341,-0.02798861767819742
MMP2,0.03201743990406535,-0.045085279128606257,-0.01073326892422187,0.035540335395164976,0.013738975264579723,0.11453506183013605,-0.045711657664567314,-0.06922842628036814,-0.07261264147626045,0.040825233857563877,-0.09063980475776441,0.025823013755827875,-0.011551681496146228,-0.01564432202067586,0.016003128147286074,-0.06149479931702168
LHB,,,-0.010773600621425246,,,,,,,,,,,,,
PPY,,-0.0021974074435592863,-0.0187536965269641,,,,,,,,,0.038658411088402594,0.018211845946212904,-0.0189598615515248,0.045636568014305746,
ALKAL2,-0.026895386187455853,0.1198936426073046,-0.010617077008328176,,0.013456735421927527,-0.028971504203996135,-0.03243636381902606,-0.0443983753948685,-0.04015733435861269,0.08592631336476961,0.09192546860373899,0.09114250917657445,0.06274658968609426,0.01588706549165516,0.019973935069769754,0.03166673176575341
CSF1,0.023319309403195966,-0.005005708745298481,-0.06756852688124432,-0.03552531893694897,0.02853721276774415,0.06794731192275215,-0.052428578515409864,-0.08229043928459003,-0.06474832519636503,0.03165858298050954,0.0957115991717727,-0.013412474423808536,-0.05349301737096652,0.011889892197320685,-0.040168746615795455,-0.033245871145633
SEMA4C,-0.0257852327192527,-0.017789818754065417,0.04115395116763222,0.028848244457660793,0.05098331933228739,-0.08313980852553582,-0.028732856075598622,-0.0667801205481046,-0.034417603994084486,-0.02160838684462129,0.047080015237087075,0.05891943613193712,0.01667587883148084,-0.013687338209720679,0.0896374216287884,0.023985280586829947
ICAM2,0.02783231672840366,-0.07094151752964506,0.004848975356641006,0.02455782191346924,-0.035932729234259,0.09680032275045619,0.0359627336658489,0.002582163281518138,0.036295544243776706,-0.03654947642029953,-0.14034345423756434,0.09110457491831857,0.15227578149744525,-0.042854526169809566,-0.03068084531657148,0.17605065058370511
SYTL3,-0.005210334509763079,0.03734001648410445,-0.023013241214746797,0.0006228257617226172,0.11002435356720332,0.009945012621530726,0.04632313950946718,0.009390509928203825,0.05072532464019181,0.03438614571988923,0.11503007353598385,0.011108939833370983,0.0156418996176436,-0.00426728076666866,-0.023430601977870637,
IL1A,0.058597222276845516,0.07286143799400506,0.0037365642926158694,-0.01252410031484446,0.024946049339555625,0.08932114419730454,-0.017831946239314174,-0.042974418712586074,-0.023500118262116287,0.029548356199651345,0.07317306510013721,0.06157608742517859,0.02759049008743298,0.010455105741029121,-0.028998177123296554,0.03965664112650471
HLA-G,,0.06830597241346162,-0.011379007075240937,,-0.018354582863734908,,,,,,0.03177930914318615,0.05808969567631759,0.09514124580210444,-0.05441343702513113,,
PGF,0.07562272571512045,0.0031789915717835814,-0.05653524601317535,-0.0007175866868198263,0.040042234564362233,0.10781408557759649,-0.008993871515411634,0.02367883766758622,-0.033277569800507265,0.03885243985924355,-0.10285251878706812,0.006767345876859548,0.08447045870413909,-0.009503321494407564,0.01080748220356384,0.03823422024916793
LGALS8,0.056191269954171855,-0.018881647751082184,-0.017842304854607617,-0.0173125748403544,0.047166445916738804,0.049044172246955155,-0.0035427178038150114,0.11089193541639429,0.01788964776425024,0.0014797976061942792,0.09239664482729115,0.08390771276285364,0.01688489563275217,0.06782348607471425,0.06825913599321624,0.054520285701964634
DKK3,0.024114206803825495,0.04236165079747226,0.04389381896530488,0.06189352159152214,0.0014721329875016448,-0.1463824595492433,0.11585955457100959,0.15783779919138802,0.0845327072468215,0.010982678786679361,-0.11397002808564483,0.08615008814029428,0.0818415959772604,-0.03550847797289878,0.1136553364447759,0.18275054559731715
COL16A1,0.08513591601098748,0.03308358884070026,-0.002286452977454775,-0.02904209866228644,-0.012317311595227793,0.01776586968327564,-0.00018266489061982303,-0.04417883057739201,-0.09272699853362165,0.04309209610312979,-0.09517746505640863,0.040128299228131464,0.05799409600039662,0.05156360321324695,-0.002223524078740731,0.014871245797043445
TPH1,-0.010118796340637688,0.01719505911905698,0.03816727118988749,0.03347947944771839,0.004454099273065849,-0.002255528725225791,,,-0.014714567563682298,,0.07677322435529084,0.05254967293649944,0.06206059766746655,0.03362993266109677,-0.010090694843436148,-0.025605895930434587
TNC,0.10951749009991725,0.05113201527193587,0.06600679349787976,-0.02502968487500269,0.017110733668654725,0.10834211454197035,-0.02422783292869998,-0.12489034247317958,-0.09829351960133564,0.025352949052198263,0.12991736591583697,-0.040023576969071877,-0.15866735354087452,0.0062651728603552535,0.039296443706812845,-0.035742910150664185
TNFSF9,-0.01526970658698177,0.009328584681730253,0.043381912574731514,0.03911429389405396,0.018580339370172953,-0.019129352932904367,-0.020376417478299005,0.0033484246592409526,-0.024965039442205742,,,0.013106086388271394,0.014100058420664282,0.007745375796879371,0.005831291601023538,-0.055185919930968934
C4A,,,-0.012772728704125708,,,,,0.08149099092817684,0.09043427656533264,,-0.07477048494683095,0.07213816485355981,,-0.007892947912119034,,
CNTN2,-0.15901616242582428,-0.024866947549356578,-0.030530793092479944,-0.013635196742246352,-0.05187519401470742,-0.03181876197954634,0.000666826739927163,-0.15137324536600102,0.010731547918305991,0.020697289936168806,0.05608677066757243,0.042975695896033055,0.22580541123195133,0.009062553224565865,0.05778964983831656,-0.03314122836334603
F7,,0.1331693340041248,,,-0.028772700046813048,-0.03442548335390942,,,,,,0.002854590236518874,,0.07851951284790142,-0.040106383077178745,
LUM,0.12288390156379354,-0.05189706429534151,0.005931986195367114,-0.02098904029103778,0.090940959100599,0.1381764701634019,-0.04690559882609324,-0.0681535921801002,0.020386553181040663,0.014439991353874885,-0.10784083364690394,0.006913302611579746,0.013297380862416717,-0.007973457715069368,0.08038902996544792,
IZUMO1,0.012361547828298519,,,,,,,,,,,,,,,
BTC,,0.024438535627897127,0.010513589947964608,0.03315811253411489,,,0.03477475546686523,-0.025552055547046787,,,,0.01664610564045874,0.050609090856271716,0.10787887161241673,0.060890555890885566,
APOC1,-0.18721649414891,0.03077907083597806,-0.010402860041468539,0.05341532597339945,-0.0035226891529983265,0.15862053906746879,-0.02993685618870896,-0.17479991860231617,-0.0327164577500579,0.07442058902516181,-0.189222413095495,-0.049725661200374256,0.01930973434782146,0.0374486050086472,-0.023196190350660933,-0.11300954511446
PKM,0.0063625332085512736,-0.008057369786857527,0.003261499064428683,-0.014491848328354916,0.0185035476639288,0.026132317410664282,0.05001084995356382,0.0708263194121435,-0.060976329295845136,0.03143200770328186,0.25178035030478174,0.0020469834967663976,-0.09739543951129971,-0.01398981267487894,0.007645428267868535,0.062197588693552894
TNF,,-0.017435258456833927,-0.02819777551136672,0.021591845752172073,-0.0050314703970885276,0.040108222575891354,0.014512464498090896,-0.03308613877884071,-0.03072567071352051,-0.04060995968269262,0.00898038082471337,-0.0017161663474136509,-0.04277677682966364,,0.04727314883074375,-0.07206824538011464
GNAS,0.10427032479986788,0.004661081635178912,-0.008941356316703234,0.0862587814203255,0.020854323794055926,-0.11389625239619261,0.04907488637840336,0.1740994638103014,-0.1159017891938733,0.10446416894980878,0.14898370344439002,-0.08933966194181973,-0.015529956585314697,0.05432951802632927,0.08804321955219474,0.08494334385660175
BMP8B,-0.04945147095021664,0.0050671974586977905,0.0012963041479938419,-0.002058807431793585,0.01330618502528161,0.000761744756904237,-0.011842270940782152,-0.08145629738110355,-0.05336580017840075,0.044914303636992586,0.05101054167808172,0.11989235633929328,-0.015698368608388698,0.004916042948499525,0.08934365563816508,-0.009249847082744166
LIPH,,-0.01868859742713498,-0.016181371060999646,,,,,,,,0.014868193308309645,-0.016361159260452927,0.15634025352005665,-0.03541747706425611,0.01655510383772499,
CCL28,,0.00038165795805595524,,,0.008926023981156083,,-0.014006905938637413,0.014018365893829689,-0.011669291280980992,,0.05062052384491761,,,,0.04578649524316119,
PTPN11,0.023986359935803586,0.016677454747024936,0.05011603446891761,-0.018402602719658972,0.0010921815560974023,0.014143561591210184,0.02418945786543368,-0.0995456348129898,-0.009535701198387009,0.09415153089902346,-0.05904991484925777,-0.06704582546943873,-0.013290236979185601,-0.07774758337456808,0.03964873273697252,-0.04487495903962951
ADAM12,0.10781582945796724,0.010661731832653926,0.04894418287801334,0.00435399734110626,0.03442423695670297,0.0889271724112845,-0.013536803844233053,-0.008197950819732108,-0.06194043292406159,0.08705298548967501,-0.14278737623996504,-0.02344210438434412,-0.017984250946985993,0.040313690230222854,0.07243574745256445,
EPO,,-0.01109439496319284,0.1227517820015305,0.027123064812265806,,,,,0.07680697131609274,,,0.0062862720919312776,0.020703944815274884,0.06563671908745468,,
EDN3,0.0054554274425246815,-0.011297434559467787,-0.006260978942608955,0.04949624389967598,0.07082234167827771,0.06867224377888946,-0.017027412354866375,0.056736492293543925,0.029802249898314325,,,0.02714055002298364,0.03258993967103186,0.03509518989168165,-0.04179320602071505,0.01695626824973442
CCL22,,,,,,,,,,,,0.0183563677705775,-0.02695561948831771,-0.02545422010709215,,
CCL2,-0.02585902640054196,0.012423314609636468,-0.026086717071027894,-0.05635398917591242,0.031092710450335598,0.03229714707383332,-0.06488133180305893,-0.1310604516311674,-0.03560063813196208,0.04834783735741632,0.008344992547169205,-0.02583160524704257,-0.0966403325046742,-0.02405551379821364,0.012589204206416252,-0.12707275664111467
DSCAM,0.054203940938712926,0.01453879809925793,0.04238541522984467,0.030690126365396798,0.04791953902183485,0.04505276950524482,0.05793926016491967,0.07276415791286489,0.008609792404011486,0.08307558457000468,0.07270870673729578,0.10978909411582344,0.1734602486236335,0.03361299751914116,0.054217821857611995,0.06572139945079862
GPHA2,,-0.004264923972895336,,,,,,,,,,,,,,
ANG,0.010740785871607022,-0.039183282741008976,0.044491506515905235,-0.03297565411981089,0.0033496735367355814,0.056533632289421154,0.019673307507834855,-0.0464553710275252,-0.04277832678177001,0.013117051756264288,0.12416096493227254,0.05682384067738233,0.12595022873967696,0.04595236005430239,0.022817950328248193,
FBLN2,0.11243834450124932,0.03867290851963642,0.10252782286463757,0.05957190835348363,-0.05986071511437889,0.013656433753929791,0.006011990459535322,0.03974001486103406,0.12579171377474482,-0.04230475350511889,0.0533418842689261,0.13406420245087014,0.11501231462660322,-0.005927137845860206,0.020875563602609608,-0.026196445040415444
VTN,,-0.004390367408177901,-0.021212257123598716,-0.027647047042158458,0.0528133390758085,0.042595894853712846,-0.003146956844310527,,-0.012226921528706683,-0.01766204936452183,0.06604752245059892,-0.034444093424929885,0.03901447529400064,-0.05418583568825489,0.04870239912731235,
VEGFA,0.0953622557244838,0.02743218504375408,0.03017827133583644,-0.08260257191284029,0.04334115721251565,0.06293618926179737,-0.031843506545469705,0.07317364832587517,-0.09677719449483049,0.03149975904300085,0.20666154962485203,-0.04490093901161816,-0.1483273302184581,0.018727169508590984,-0.02350420122386128,-0.019589593050267282
F10,,,,0.10284187728298576,0.09178002588606256,0.09249541026778615,0.03302771509328886,-0.028610893201491912,,0.03373242237226186,,,0.04064428051425291,0.03580292147976132,0.07502311446835386,
SERPINA1,-0.0735192296945299,-0.04902033451447861,0.007161085982827984,-0.02850460775479467,0.02357972985235796,0.12063056043120775,0.009092168080744343,-0.10910686325057427,-0.02224031799359549,0.06274897702218796,0.07061006056845132,-0.08446866989457161,-0.1432242174242604,-0.03352949426789667,-0.0012576017998671188,-0.02585894247368598
VWF,0.09986187289234214,-0.02385285308981784,-0.039767749977963875,0.06798215799891004,-0.022028186214943166,0.09943950580513802,-0.04139494331920633,-0.07347045819078364,0.054712399938355666,0.02349764670361532,-0.031784951345667375,0.07617084093986225,0.018003659399805753,-0.032217421864848675,0.06398145687994616,0.0005249321287553787
GDNF,,-0.029267697311509577,-0.013418050288262979,,0.06485549234417039,,,,-0.014714568578642884,,,-0.031595185040546946,0.0310393079615291,-0.00010076681777642052,,-0.03623295099153632
VASP,0.031885936010348045,0.027777151129055818,0.02067360191114172,-0.02855119488775421,0.04589438570878527,0.033228867731980125,0.012555978676228213,0.0021430126722055353,-0.053277399031912726,0.032443889564681215,-0.013412405998144297,0.005079237091645397,-0.04930180509964387,0.0222481696599904,0.037990538581686516,0.11404539525830591
ADAM15,0.025004505993284052,-0.06462274070959691,-0.016549904882312946,0.04031698549848482,0.0738010561048856,0.07995444422120389,0.032971889765522656,-0.02577478294104406,-0.013673080541555452,0.016740086241465016,-0.06609308540387981,0.029777244940137743,0.004236851516837953,0.009895441000781251,0.02896980990117065,0.07545361608745553
WNT2,,-0.021327682158037563,,0.10908850544996199,-0.011442143320494053,0.04289813499088443,0.07498558041843932,-0.029495923267002316,0.08503536281056397,,0.08033040693065759,-0.03869389609200682,0.022681177572379113,-0.03414881810410948,0.07154094796151833,
CALCB,,,,-0.03339478154463777,-0.03357985513096891,-0.03805459561279733,,0.14448200257191546,,,,0.007850743693883964,0.06287597485528253,-0.010828999784458383,-0.03723163810312445,
OLFM2,0.0484712292110452,-0.004687033444253313,0.0023989632327007663,0.05543799070812487,0.042976090973729994,-0.01607185906514109,-0.043345924667599886,0.10207042871498037,-0.03804643427709289,0.02296411059312364,-0.10822643718813646,0.02555324134955029,0.046350852536095936,0.02583703215117208,0.03163129592255644,0.058354774179925156
MFAP2,0.11393624834462161,-0.03459612014334082,-0.022096502116550988,-0.009340360293015562,0.08174225882626,0.13189380429633513,-0.033674965534546214,-0.022955801730822675,-0.012812492169899468,0.0409968868144295,-0.20111691536110216,-6.8887143947315e-05,0.0763276153080815,0.02908097722802535,-0.032404276904721016,
HLA-C,0.17731522565859528,0.029317800214014225,0.05305826614053705,-0.008528120386532952,0.03401848814979226,0.16184744583131047,-0.028253081688255462,-0.14717463496614236,-0.09289299085668032,0.01682839728369083,-0.05485824655496684,-0.018017712537403262,-0.062276798713334934,0.030573905587419903,0.030510317820658713,-0.06864158882871106
THBS1,0.011884968185147345,-0.03783003032520548,-0.00854581799398778,0.053644451723066665,-0.04489824998531017,0.022390071410243025,0.09549385132479826,-0.0641001831594645,0.011955609459603934,0.04290130145263174,0.0025979387629174156,0.004576013480978732,-0.07171073360890941,-0.038001172663628874,0.027008693421671278,0.03242182771880152
HSPA4,0.0318621412911326,-0.03920980031639391,0.052253710285261344,-0.020452140410392932,0.051361379579993115,0.03292509630854226,-0.011669509436376582,0.031261952519120784,-0.014537958411874483,-0.039847743124894926,-0.0020714282466566284,-0.06147908563303987,0.03067867772104604,-0.015183625380049751,-0.009366461159507223,0.0038768544332359336
LMAN1,0.039343010710282754,0.07901679359518207,0.06651297374625799,-0.02637057747784812,-0.0017018084611892653,0.0911075836040289,-0.0036709403102818347,-0.024733352440222067,-0.02504918279170818,0.003199940640365585,-0.01628244343266682,-0.10005705877063077,-0.09214762064975038,-0.01599789709616817,-0.026586022423820157,0.07304280326674954
LYPD3,,-0.02851018538417734,-0.01209497747144399,0.1452747300316247,-0.03224540582891946,0.047826367675164724,-0.003383940027010287,-0.023761607926599784,,-0.03628798780123956,-0.032155145756051294,0.051081604054271916,0.0524928194181593,0.06533934020511106,-0.05684604214396244,
APOE,-0.06499716813634682,-0.06017175271046772,-0.021435840105500505,-0.011339649121758864,0.007652218547760459,0.032713259659702655,-0.023549905914958296,-0.1678739098820623,0.03169336051482149,-0.021052835899456317,-0.14225279830967083,-0.08756838953956904,-0.09361606841732888,-0.10364703821886542,-0.0002423306734161487,-0.07124585288815183
SOSTDC1,-0.027945495425130393,0.03201806349857189,,0.10566214268518338,0.03091799669378153,0.016426128498215918,0.03131923645296333,0.1566411931051755,0.05616360229671664,,,0.10819913093051868,0.1250289302181045,-0.013909254578588413,0.03806233356847967,-0.027342913024813217
ANXA1,-0.06419463676925036,0.004733265489071448,-0.01967190326848131,0.004633363928431013,-0.004201344087182637,0.11401262444022016,-0.09168808377598373,-0.1038263663471769,-0.09069593065926317,0.04747509973971648,-0.10902144175915837,0.005271342333394231,0.05774609228005418,-0.03310102724971319,-0.06891114149660911,0.11514062421458683
WNT2B,-0.0472508342317968,-0.03302637208185478,0.051086649517098015,-0.01179673753530469,0.024586005052458913,0.05464823025261382,0.019004282926592283,0.11102630421371075,0.032699413714853846,0.02378418337357007,0.01625913498909305,0.09119324673548031,-0.020169030182322346,-0.018723834615191177,0.05562605890820896,0.036379183562287885
AMH,,0.006137526956954497,0.00034699701980653086,-0.012748283693065288,0.015254591357367427,0.06166387716588819,0.020744158789717516,,-0.007582434586801556,,,0.10382960391931899,0.09198833977015239,-0.0028104962010715617,0.0968239913929316,
GDF10,,-0.02163008429971669,,0.02325155802130256,-0.0034754631908896936,0.04630617531314942,0.09358461300273208,-0.0383873763157945,-0.0030960903268405335,0.06584525124464101,0.016130310271039117,0.09108970785365099,0.06708021296457777,0.029414241344500543,0.04941767384458195,-0.017164824836775217
EFNB3,-0.04012570351909197,-0.03378965021601735,0.053246686961239735,0.07335987803172483,0.016497409733089455,0.029776765033657653,0.024842199350458914,0.12448017105737369,0.0541525961257409,0.0035639647319096047,-0.006610846080413736,0.04532297425498179,-0.015592353261344054,0.0926400112438422,0.08526456708284133,0.15335682726478075
LTB,-0.05528109710906205,-0.036835077505241315,-0.028658061027466923,0.0959593964337292,-0.034464667803949155,-0.016170211997605686,-0.012348776216666872,-0.018219113376050755,0.06749964252767139,-0.0023501372413787767,-0.014474391802803863,0.061274736624477896,0.1188894692548625,0.1023413956127495,-0.0327032349260844,-0.03205210186998433
