,UKF260,UKF266,UKF275,ZH8811Bbulk
BMP1,-0.07126031604179067,0.012962933590848465,-0.05531263096753336,0.001714331492254527
NDP,0.06743706096160176,0.06116719797674701,0.04070754470346628,-0.0057967044825025385
TNFSF18,,-0.0180381663190172,-0.010647509681371023,
RTN4,0.05892435537341031,0.10871223332632174,-0.029499500291492602,-0.001992628694484191
HEBP1,-0.021865834041366536,-0.05951596389717246,-0.019254221265095378,0.0038861853438279907
WNT7B,0.06586838565299603,0.1004971253433324,-0.009581586820696384,-0.01613868583707251
PTMA,-0.03286308811994671,-0.08041416534316718,0.030562093667471014,0.04338780655325672
CEACAM1,-0.018932382474604215,,-0.016745996129576765,-0.014481554003033357
PDAP1,-0.004794528256865619,-0.005828179670679461,-0.011363532813099752,0.016300718581818727
QDPR,0.024322583381767553,-0.025164015627275858,0.029895029677601787,-0.03311319487592917
POMC,0.030293089329583384,0.004577128591188347,-0.012354528249030876,-0.03392511063341436
CCL18,,,,-0.03536299591229854
CCL17,,,-0.013279517579130084,-0.02090503234714085
VEGFD,0.10115918052906465,,-0.014148202783512946,-0.014481554003033357
TNFSF13,,-0.017493258355683144,,0.014493332751695415
WNT5A,-0.007350824254549274,-0.026977701188805207,-0.002689428481609571,-0.0389767241741307
CXCL8,-0.0644319656164985,-0.024883025412993743,-0.027630004310820605,-0.013411452489411092
GRN,0.02636014252520761,-0.02034739311881425,-0.015590913229600054,-0.02696047885220996
MIA,-0.05496241030545463,0.027492949505534797,-0.026101067462027047,0.05790710903831515
COL4A4,-0.053386508807530396,-0.01664406246600368,0.06673206245017382,0.04601062126997271
TAC1,0.07867303906442571,0.0543244336345001,-0.04466042132264012,
RARRES2,-0.045561912016263306,-0.045554195508084774,-0.024445507086227957,0.025717731563116984
FGF7,0.06183537835911151,-0.00023712290546938205,-0.03160527851273665,0.007728305726406716
EFNA2,,,,0.015549680078798893
HBEGF,-0.019789078760345868,-0.05681975850228666,0.023557532832092644,-0.03223795681084756
CSF3,-0.010686250815801619,,,-0.06504286314872026
PI3,-0.042757562498070216,,,0.005292955645070705
PCSK1N,0.05994096214260529,0.0350823616788807,-0.055608073651848014,0.017750977402551802
NTS,-0.028027673136911083,0.14435137497158188,0.0011721684972245076,-0.01676851499644051
SFRP1,0.11941320712155584,-0.03285191895154522,-0.009824324857491315,-0.005110177880395
CXCL13,0.014482959261136685,,,-0.03536299206381437
MICA,-0.043740742827540584,-0.043126934449173024,0.0021893154872608335,-0.03569578574815057
TG,-0.01876717576373888,0.00886705691375988,-0.013378611417638507,-0.020652259292246705
ADA,-0.04517327164727229,0.03378739250267126,-0.005011885457383245,0.028565941537505656
LAMC3,0.0010947863811586736,-0.030062031380159587,0.05840487645304647,0.027626044344495934
CCL7,-0.01350420012521372,,,
NGF,-0.028980661838971376,0.04427552768684071,,-0.013578740001621781
TNFSF15,-0.02010236624158106,0.04316960060793361,,
HMGB1,-0.015656778060952687,-0.026604218617341947,-0.05668709709284779,0.09616664213284115
ITGB3BP,0.012485132178622084,0.07311379138833767,0.02471784976423771,0.026356048028991386
AANAT,0.002470747528992674,,0.0806353590063019,-0.018522276862374714
RELN,0.003735054644430924,0.011327443733079716,-0.02648939870959768,
IL15,0.01990122736566078,-0.00028586879344155567,-0.0009025121425436744,0.005711536038648666
BSG,0.00594036018212054,-0.057553993491204034,-0.05240293992270147,0.017081380985214892
ADAMTS3,-0.01002630633667657,0.005993230271806809,-0.009795721667844681,0.01753795360673649
CD34,-0.032723624506209026,-0.04694687501305864,0.028028601266513933,0.05039346081152333
PLAT,-0.07826888015822879,-0.04926287725980813,-0.0023897725637355574,-0.002516314088661559
NTF3,,,,0.07993466284538799
LTA,,,-0.011587553160305459,
CKLF,-0.027639735772339937,-0.022541545723822113,0.07315781374321506,0.11594037328230662
CD24,0.03686281776173573,-0.015669516960175954,0.08497520854062529,0.05177361319429683
HSP90AA1,0.0304277332195305,0.05682000561946298,-0.0011265164241622571,0.001193344569026662
BMP4,0.05362405449301656,-0.06718171647269584,0.01431356476776083,0.010418582762701092
SCGB3A1,-0.004300876697740588,-0.0246833884287732,,-0.026347350524209247
IGFBP4,-0.04492134353362953,-0.031146180913367797,0.003946654158810354,0.017859311423009745
RSPO4,-0.01018435905173151,,-0.013477029757715937,
LEFTY2,-0.008244139017081228,0.05588639857803632,-0.0052506888540597785,-0.015825837225759018
PF4,,,,-0.012615427886255687
ANGPTL2,-0.07980442539178347,-0.10859711235014845,0.01815794172053111,-0.007116621714145153
LRIG2,0.004925853062752967,-0.03360151943984532,-0.03223644461212733,-0.012631972327993124
ICOSLG,-0.0038670491230246326,-0.02366787492495596,-0.008569522013744911,0.0006123468307692692
WIF1,0.07718446490643603,0.1094084213064373,-0.01039990465138052,
NPPC,0.02041784284624061,-0.007124847945392373,-0.02028690954289496,0.010842963148725262
LYZ,-0.04107356550540484,0.014220254332879913,0.04465757785124268,-0.01737826418926107
EREG,-0.035034978127742734,,,0.020449192202329564
SPTAN1,0.026965530360157627,0.06138022451035886,0.034622208469766214,-0.04225409123866936
LIPC,0.0357361851486742,-0.0178283909410635,-0.0033466053473843256,
COL8A1,-0.05320497137997574,-0.04774202455940325,-0.0072451077396402195,-0.02044529174588714
GSTM2,-0.010279166018963419,-0.01635161723416013,-0.02204203528061306,-0.027471819925211343
SPX,0.02756541709602,-0.014637822972832814,0.03395700542434972,-0.0156636662069544
MFGE8,0.06980178962696514,-0.03242973869110276,-0.005931055138219614,-0.013086115882254064
TGFA,-0.03685297977433842,-0.04662983808319678,-0.04477905708823643,0.011003966860998261
SLIT2,0.0247856484685325,0.03425747383015869,-0.034681348720948,0.0022332042808914233
PLTP,-0.07984383834275201,-0.06134255821075867,0.02948358153226484,0.0077866099529568305
APOD,-0.051220662771126226,-0.09715529736042151,0.03787572598058833,-0.018015585635788672
B2M,-0.04886739552715217,-0.09125080036561309,0.04128182587601489,0.04999269074789727
OMG,0.030808859362782014,-0.010844331932626853,0.057140348088111054,0.0021914916057875346
CXCL3,-0.08232687413174604,,-0.04438190164704376,-0.008624352736120494
CXCL10,0.020934006622032344,-0.02643080939075146,0.08548054034066976,0.08035397747008372
RSPO3,0.005704870617660987,-0.0038469969145769867,-0.020355016207720004,-0.02079710401550292
CORT,0.020275850254622238,0.10622195352075521,-0.005258813829324541,0.018119187976483292
NCAN,0.07311673119084616,-0.07327544014266878,-0.023972901202457087,0.02563373066810721
PRG4,-0.017258152166488523,,-0.01722310901263333,-0.01947947958199872
ZG16B,,,-0.009207362886350112,
TGM2,-0.05226798928267028,0.06672797986551171,0.025561102792605605,-0.036140347134638685
VEGFC,-0.026566014983048763,0.03157433740320186,-0.024793156636533472,-0.02645080243480488
WNT6,-0.023780072164636294,0.05494407475304408,-0.020490657698756486,-0.024535399554160724
NRG4,0.00468894525047155,-0.024279618717984498,-0.017688834909469545,
PMCH,,,0.06789229679275874,0.0033650191140603344
COL9A1,0.0023384122303147883,-0.006676946976208088,0.11187443802097963,0.009605734810982433
GDF11,0.010701671778046927,-0.04980332109532328,0.0062481603236139785,-0.03810684389719655
IL24,,,,-0.012414281302528706
SORBS1,0.05162031758119676,0.012809810640128828,0.0004441477842994348,0.04269647977868261
DLL1,0.006160767225828096,0.023678368273961636,-0.016898890462692513,-0.0215138408285834
TLN1,0.005704746361569309,-0.041177830370003325,-0.005560292959408587,-0.032552725161758805
COL2A1,-0.015414147977324036,-0.021486906137824356,,-0.03235541469603567
SHH,-0.03907590801442299,-0.023453044633693076,-0.002112232459358409,0.07390870282832429
PON2,0.016232458225693115,-0.04640036675521169,-0.06924483495592998,0.008584148961394372
ICAM5,0.1475632313796632,0.04282228346940509,-0.01984513030700002,0.015687806704225035
HPX,0.02242369943562279,-0.019833295704062483,0.041564741056552966,-0.014178671415321784
SFRP2,,-0.005343967880193078,-0.015059229083082064,0.03531781545387156
CFC1,,0.036410435748940186,-0.011587553860601155,
CD70,,,-0.021614845126211788,0.03445661715860494
HP,-0.049083449049542066,,0.015351995112170759,0.0872348798411699
CXCL2,-0.010619550686446141,0.021088414436250785,0.07291500575858735,0.05281986490376856
NPPB,,,-0.010146533410954308,0.060424215816354356
CCK,0.0434196847558988,0.07947066553881889,0.008405908258082479,0.04693702010147209
SEMA6A,0.018385207726647233,-0.0547672338981315,-0.0011394456394465474,0.0033132276198350238
IRAK4,-0.020963756430190644,-0.018059898412752955,0.04018054104627016,0.022244091591670487
GSTP1,-0.06419461617620623,-0.037934481296059766,0.029921221657204875,0.06524516733431089
