,UKF255,UKF259,UKF266,UKF334,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015954312838583777,
BMP1,-0.04605781549967999,0.04863350093055817,-8.407072724141371e-05,0.01141332737523339,-0.001108946690464094,0.04610090227735469
NDP,-0.011547016280594168,-0.048518626742706884,0.029932141880804838,0.003276834043870793,0.06488559336008508,-0.06183971676289434
TNFSF18,,,-0.013291552521023922,,0.03476435033236175,0.0863951212002263
IL36G,,,,-0.0129346828838204,,
RTN4,0.03540950726745624,-0.0064011113582734544,0.004816199554635006,0.059949687205243074,-0.023394564270926992,-0.05880511392636675
HEBP1,0.04898567676480361,0.010368443276206826,-0.06008066304731652,-0.043630034749591255,0.07230094731334488,0.052592647252340384
WNT7B,-0.030606268979716106,0.0005122827908038227,0.08189133560883555,-0.014216707100276046,-0.03405313589830361,0.035985727915892725
PTMA,-0.04276824449397875,-0.04238812715949084,-0.001428813166746307,-0.0317129137968729,-0.08358922284878495,-0.02648572942892616
FASLG,,,,,-0.013837170082011237,
CEACAM1,,-0.027750786178874436,,,-0.019252389858758965,
PDAP1,-0.07985278900004707,0.00911375971504339,0.0038347924433312806,-0.045761874777119044,-0.017615454752723733,0.07739958272348235
QDPR,0.043536682923790204,-0.009380429668152014,0.029558516413850423,-0.05299615987842892,-0.02851041033593015,-0.08999469290770738
POMC,,-0.02584265803694478,0.023370803259132954,0.11349372623218527,0.04583555487110446,-0.04951421220079517
CCL17,,0.0019601004628383135,,-0.011816200029892502,-0.012541840493672613,
VEGFD,,-0.01792013080640511,,-0.012663787559178548,,
TNFSF13,,-0.011094865316887238,-0.012890033171125092,,-0.020435882259548142,-0.003793897386870889
WNT5A,0.04667062100431928,-0.0672918437500052,-0.01189720799485811,-0.02369377123495021,0.023332375665946082,0.0008081763621031642
CXCL8,-0.09253732037661333,-0.03349664558951592,-0.01833523614925839,0.07568929106707369,0.02527085774026857,0.041334962748770555
GRN,0.017392590470209024,-0.016509826507399614,-0.07819999144256198,0.0021832879391082004,0.02892922533624588,-0.029711794745278738
MIA,0.0016950788771037397,-0.03386897970725469,-0.02330766596082219,-0.0173436374127824,0.07390087203755093,0.08569990138116987
COL4A4,0.03604375565620684,0.04218243036267766,-0.012264297075299626,-0.01682397172371005,0.010010513318516028,-0.03723174618632895
TAC1,0.009883441150399824,0.005420586713095112,0.043547703091314706,-0.029815598853146517,0.18436309985604504,-0.028802845354910497
RARRES2,-0.040457631471498716,0.028663253613542612,0.032785824602170575,0.0214326695210143,0.011682013797846233,0.044013704843675054
FGF7,-0.036908693493504105,-0.017105722583253505,-0.035151537906895305,0.0190002501892993,0.08780272501432498,-0.006133286129428035
HBEGF,-0.03340909223832045,0.08860851651044567,0.0022647944733238824,-0.06143502837473816,-0.04673623850452868,0.017213657683297037
CSF3,0.07469449544380971,-0.019171558618259324,,,-0.01320462323257815,0.08402325217935554
PI3,-0.027237030382399902,-0.0330843221014496,,,-0.028689259478380143,0.0776398238650416
PCSK1N,0.05594081755419344,-0.0022812647525913225,-0.03187198308280557,-0.006045101752740778,0.038907560655362425,-0.06027371684404891
NTS,,,-0.014971920180350873,,-0.019554246408947804,
SFRP1,,0.006252313480850866,0.05184914397261139,0.036266044939439565,-0.0190998552619506,0.040719592913672886
CXCL13,-0.015774825524723944,,,,,-0.014635301492261112
MICA,-0.027375254148172906,0.03371202488535158,0.04914128216419798,0.028291861765324767,0.06933918915575622,0.04657915235045119
TG,,0.060049707957183056,-0.017281542685034824,0.11443515391393982,0.054033094447310644,0.05659849194025913
ADA,0.010905263215367448,0.015353540344759959,-0.022988946845200798,0.0026465794826399523,-0.07157746527006605,-0.0395000895539529
LAMC3,0.039547323651446045,0.018898425916313737,0.012667240627803033,0.04994111662265981,0.05043091635183499,-0.0025308392730352216
CCL7,,-0.010950152255129648,,,-0.013837165161678718,0.08150549260316553
NGF,,-0.025089595616701807,0.005766273509285664,,-0.03063679351062409,0.0031324934808086113
TNFSF15,,-0.012193530101173163,-0.020023964909620447,,-0.013020900478851781,0.08332960852104788
HMGB1,-0.01503015276160118,0.04123941902287706,-0.020601003604140133,-0.026607827567510737,0.004765559383897457,0.050500180022524294
ITGB3BP,-0.022609057767593473,0.028403230783561752,-0.03640028283680787,0.03547749659841762,0.03832171935823258,-0.043151392053869815
AANAT,,-0.011094866501021096,,-0.015850302108360022,-0.014640297780983386,0.017810153011412328
RELN,-0.02446552202234388,0.0423918831408365,0.04057932554632827,-0.017547652529639073,,-0.037555430265453126
IL15,,-0.007078803184704152,-0.01424824144415354,-0.014700422616457582,0.002829875984744341,0.03046781957424324
BSG,0.002733439396532885,0.02359329769015272,0.022457564308187808,0.04587331799383141,0.0672188814462151,0.09270196480690492
ADAMTS3,,0.014452505186626486,0.043288460024788075,0.06119381608435313,0.036837378422566985,0.04323711486787609
CD34,-0.036022223624197755,-0.02327409602511895,0.003967743676677935,0.05656739806374806,0.02728806198047336,-0.033290687189198316
PLAT,0.037872098262581054,-0.020217373133182552,-0.05678333886263061,-0.029879085548560756,0.0332099534435973,0.04253137199383818
LTA,,-0.014034520867408294,,-0.014700424431084609,-0.019703634467375563,
CKLF,-0.0035618272897350867,0.017492275974182472,0.016678268593032206,0.00032129242672415274,0.10012363935247244,0.028244570706839375
CD24,0.0764190720628857,-0.003572153224552249,0.022133700896731417,0.033215265720234484,0.046151703312262836,0.08683390633191479
HSP90AA1,-0.027028498193158848,0.00498410149667014,0.04832945680895309,0.012641485708647357,-0.08823994301238813,-0.0032302804626257084
