,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF275,UKF296,UKF313,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,0.01639524636836064,
BMP1,0.04491288785588843,0.012407082903407985,0.047275757077759,-0.049063032775646324,0.06980323193730711,-0.019349852989155595,-0.02687141527736855,0.03525536103593091,-0.2163630150654613,0.024769152587130017,0.036564863982633304,0.1809900038587776,0.1016289355579336
NDP,-0.010587562989434822,0.04999854683177187,0.0671395939792518,0.009742508077918014,0.11135240364973326,-0.015156338604880429,0.05594061395790748,0.01215239544209793,0.028151307489667862,0.025492510907060277,-0.056777269767804395,-0.06612135590248061,0.007629669651560973
TNFSF18,0.030888009536023366,-0.03650225470598598,0.03273422822417807,-0.01612799087671901,,,0.01059846846056639,,,0.032026778030764896,,0.08278216517731679,0.03729048985532944
RTN4,0.0007026636511794336,-0.03530150471209163,0.008324401227949998,0.026851557808912144,0.050960248686690406,0.011299076758728715,-0.07021453729012767,-0.04689283792092396,-0.0012701224973851249,-0.06856521468872537,-0.00396898363450297,-0.02356138042587034,-0.12231637507990127
HEBP1,0.044460762956865484,-0.011582341182771034,0.09213480814194447,0.04187110576441787,0.004371528730456331,0.07103980506160563,-0.02229207961051537,-0.0015980101220164288,-0.20575647284661638,-0.045624147273686896,0.09735640019830712,0.02067505133491264,-0.024786958106945842
WNT7B,-0.000578560980730597,0.0013410488257149696,0.013052101555419771,-0.017227636103705507,0.02770823393086033,0.01646427061544675,-0.039933718342245204,-0.054224081838336075,-0.12107345753940714,0.027211782595833393,0.028531661398608996,-0.02836275882485348,0.005830689053289738
PTMA,0.09766728099173337,-0.11311360829350561,0.026275022054936484,0.015687925396774247,0.011479422691019583,0.021791232540073396,-0.06916563979166815,0.07179056902597912,-0.08351033683744699,0.0273671205273916,-0.07762766152611944,0.0980372820082148,-0.007777825412858327
FASLG,-0.031068098591394352,,,,,,,,,,,-0.004531481318180781,
CEACAM1,0.08041899783420861,,0.005117279093170554,-0.013221174537054804,,0.009495966468464066,0.024865263174926034,,,,-0.01762728060540794,0.0022116325830671404,
PDAP1,0.026889917085565686,0.04199503730954371,-0.02027191934493266,-0.0033161406254988467,0.055276059619972485,0.004585957748295551,0.0691893927774179,0.03190380434411416,0.09231771997624531,0.05330629491656695,-0.05895666328489274,-0.039481808126974646,-0.032856187984589405
QDPR,0.21887520769819138,-0.04402871260991117,-0.034793199778807835,-0.035716026937395576,0.11956225862365909,0.09164321866404208,-0.004053477444188242,-0.0010671759613569809,-0.011652478000164413,0.030131843508323423,0.016231984610617388,0.045276644530304846,-0.08133182792222024
POMC,0.0476298713381141,-0.0354890273974324,0.04965830734503471,0.0035050176565783924,,0.0393383238405891,-0.06003622082709433,0.08959453923321341,0.01899464117757826,0.030455525493240706,0.10292671027267025,0.03598921388703668,0.03273269963450966
CCL18,,-0.024572574177901832,-0.0023243046400322,,,,,,0.042397836580440565,,0.007759234622924442,,
CCL17,,,,,,-0.03398895504388297,0.026757172198956493,0.03226886124391499,,,,-0.04138148826919955,
VEGFD,,-0.011321187568413797,0.01768332441802259,-0.018936679968464327,,-0.02716151675903827,0.002724052696408354,-0.02969891895160818,0.08651962212280893,,,,
TNFSF13,,,0.059215975644228765,,,-0.0015136437439573676,,,,,0.018852730711243167,0.08506331540316138,0.12353335964010215
WNT5A,-0.0643408302094346,0.03033038690294461,0.014893908985617326,-0.021670830713205278,0.080422957834937,0.03332819907077937,0.048391756290060886,0.0481997402724274,0.019861105810997086,0.06900859496227103,-0.008214019508421874,0.10558044118198477,0.09078925902168176
CXCL8,,-0.022211988110599913,-0.012733836901880945,0.05493614185196419,-0.08137655451735576,-0.002469006960514971,-0.002525576567154642,0.015107018203462058,0.16946343969068312,,-0.027492344599415762,0.02144759132621612,-0.013951098774011716
GRN,0.08809517774892456,0.013181781998173428,0.032017066349397195,-0.026927775484428186,0.13839086124935723,0.05587482599199955,0.05231098765314881,0.037372093287534325,-0.004304112454126183,0.029023759302719353,0.10383562495926628,0.1119082652264943,0.004153746627012697
MIA,0.06553223765756322,-0.01285314513951661,-0.02981798780862221,-0.016840958868454686,0.049840363772257965,-0.05743466419407363,-0.010605992616682507,-0.03433557854701977,0.08992620743205819,0.0789023182462719,0.016796503730952827,0.04776013796523445,0.139385355544763
COL4A4,0.001974361851517828,0.018978603944186743,0.01921899499431357,-0.028321476795503953,-0.022810436353064935,0.026949926012410228,0.04121024555604646,-0.012259594803064084,,,-0.035525062971972714,0.060379736247739846,0.019599818734280613
TAC1,-0.031068081688520238,-0.06953863212217792,0.014118240145761133,-0.018469780510014903,0.02430045809757027,0.08603324150767241,-0.08157897376778321,0.012946791300628268,,,-0.005204866188518863,0.08104075860385272,-0.07935580590502499
RARRES2,-0.09837297430819675,0.016405122665317146,-0.0311154312374764,-0.05184324037880296,0.011694173449745136,0.0497220964076078,0.03498948384877729,-0.017622290108148187,0.4126993416581643,-0.005474418278372482,0.04114887752763941,-0.06756944162865013,-0.017045869566847296
FGF7,-0.022872708060910713,0.04748247236678246,,0.008977711861478041,0.021735570881821827,-0.03737408287570042,-0.056453121319060204,0.09313665412297653,0.10366652711700793,-0.009694432329890642,-0.07900157604204373,0.002261896453071341,0.11608740717218258
HBEGF,0.06023279208046763,-0.01767590364955935,0.03837089443848108,0.07671409221893441,0.005522828105056022,0.031102246650078456,0.07860322411428626,0.01089067810291325,0.05375823810364389,0.042138689300364025,0.030235785764306862,0.0603356842291603,0.10402222780736962
CSF3,,-0.012760764105737704,,,-0.04537250774996555,-0.023542136785714023,,,0.14761520975912235,,-0.025271114610866195,-0.04356832329942374,0.02302648742197785
PI3,,0.09876543899286422,0.04617383720176565,,0.030375703516328054,-0.003000536592711324,,,,,-0.05443067958018965,-0.03193429667212757,-0.037474657972366536
PCSK1N,-0.05371727399616394,-0.004838583059127894,0.03040739583483074,0.037637545880825296,0.13949972619867035,-0.05687076054878307,0.015718695469322252,-0.09215063826206672,-0.012032612946398104,0.08700533797880336,0.01815703268963053,-0.03204280920881642,-0.07621099473159922
NTS,,,,,,,0.06441392697244246,0.09783112074928929,,,0.013204049353931883,0.02079457536873061,
SFRP1,0.06541790622060134,-0.05697411113038641,0.048702476270674915,-0.04873702819585133,,-0.0555255358542391,0.050213579968205475,-0.04615411228385357,-0.053282678822317846,0.027057595232442225,-0.008395715232220725,0.009122213095506084,-0.037852194555093574
CXCL13,,,,-0.02196687425592004,-0.061884224251862074,,,,0.001958251823771062,,-0.0010217697175594902,,0.10328631130727042
MICA,0.06486047955051685,0.051116442717336126,0.013283441012273325,-0.047323054269054886,0.036655691611543,0.04283885171179084,0.030432347005912595,-0.04804981431391988,0.09595517499318984,0.03940585257553989,0.0621046533171257,0.1336001441729773,0.06862930084076599
TG,0.0019743614065877834,-0.029885658248539233,0.08144352858701934,0.08897597774131126,,-0.028194591287254447,0.021779708693233868,0.02051236504620497,0.0023456713339633406,0.040055135674504375,0.10606750902446048,0.05732393704861071,0.009152511338683934
ADA,0.04577943228278834,-0.027934263147377496,0.03361735756370692,0.07384662927145252,0.06366066506476474,0.036059223031181205,0.030295093142859084,-0.004947407322319235,0.03899600307957431,0.05850529678441664,0.049458348553744175,0.11085114173665869,0.05101184373263293
LAMC3,-0.04575236634075233,-0.028879506867584816,0.08239564158143198,-0.03196993443792447,0.06364859696972139,-0.005978479616270996,0.04527919603599606,0.02973511425614115,-0.0010878281615364107,0.048161817013476736,0.1705087862612385,0.16354334881017724,0.12068168746156895
CCL7,,,-0.00031324763942955667,,,0.0626394039368371,,,,,,-0.009171666016561815,-0.03691673504414224
NGF,,-0.03198853879810266,0.03451432546992537,,,-0.01511701717067209,,,-0.01858281412613266,,0.05440853519495795,0.051380171468587026,-0.00012056999175639904
TNFSF15,,0.017410338692719768,,,,-0.019550505195404324,,,0.052099726939131105,0.06913745910041313,-0.01569292832184103,0.1273683882863017,-0.03846431212696085
HMGB1,0.10936195434518779,0.004181350881065588,-0.059817249897656986,-0.0031153154733216406,0.13799553346847784,-0.03428953206790807,-0.08560391577060289,0.059455701279524036,0.0791576739749938,0.06125345697367736,-0.05674171889234349,-0.05159729692464423,0.014543201573133524
ITGB3BP,-0.05579370224995947,0.016098087883200694,0.01720599443587846,0.030403977003583008,0.040064674160233266,-0.024631773524567288,0.008719652651071427,0.07407201017002095,0.007161008473482486,-0.04483353080665151,-0.022286608473507524,0.030465163535631862,0.024626557383817502
AANAT,,-0.03524783523653301,0.0608394150521612,,,0.025915552088684443,0.02892950597592058,-0.03140121237680828,,,,0.03514077850657756,0.04912783764706925
RELN,0.0010562151584458106,0.027659786358359785,0.06561733009890783,0.0395189948887333,0.025242542356782215,-0.012384020491008067,-0.014998289254081509,-0.008673319076365073,,,0.05782456660936041,,-0.0535936325057222
IL15,-0.028757362222683058,0.01916411101556651,0.06133794621328886,0.03406795884052963,,-0.006087404101317923,0.013877264278515843,-0.04860774581223602,0.19647074650784485,0.016815917399196852,-0.018962657174942603,0.06736962296487532,0.025155189707610492
UTS2,,,,,,,,,,0.02529561778490407,,,
BSG,-0.11351808051584586,-0.02797270120015147,0.061471911414786036,-0.02059569931462493,0.03438027361685507,0.04390874116432966,-0.017763184440995967,0.026785828028047298,0.19299338542704403,-0.019193055379265953,0.047983670017258694,0.04320643004087492,0.12108068618642692
