,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
MIA,0.05977654947454529,0.005745048788744908,-0.03200767326508613,0.0616381999583812,-0.02260440474951734,-0.03962804050107617,-0.004461364078888004,-0.06862987501562409,0.011634933640755385,-0.02726483723641739,,0.013025701790732609,0.09910807123585925,0.02870615185026898,-0.007733831417479031,-0.051110859349765086,-0.0330240080557057,0.016683130808669764,0.05461483550667191,-0.02461070470755819,0.07058440416943962,
COL4A4,0.011314478250852208,-0.05188282422956128,0.015560524014051866,0.009846765748661647,0.014539771248912542,-0.05992535502820625,0.04736032189256825,0.04492589319812919,-0.01726515622113012,0.015565380411604266,,,0.012672529309796518,,,0.06773061326289201,-0.013093593894840789,-0.03716097727388787,-0.03485606772490786,0.03970578257669699,0.05423094172659519,
TAC1,-0.037622056257160225,0.0250385770701445,0.004766497288094898,-0.10837703232636191,0.029507111568372494,0.08547388733461825,-0.0475072883342397,-0.04593324948514712,-0.053839466128150604,-0.06220373856997457,-0.07035409674571991,,-0.07298669637071237,,,,,,,,-0.025643919561199,0.0761851992708159
RARRES2,-0.13687438760042253,0.029283105242701193,-0.004963569000846251,-0.003984293565866418,0.02424941431449536,-0.043939244570514575,0.022639361898463103,0.03690575093956285,0.05927616927719202,-0.005979161561905259,0.04662977150157783,-0.0508183655781691,0.10140250018028452,0.02167562757221957,0.045924320503359005,-0.03451954152985361,-0.04513202994232452,-0.06844504683538156,0.016685760479972566,0.018606110361955863,0.0588333545022945,0.0027624145487860916
FGF7,0.07240400238212513,,0.001624352073592854,-0.005026992442664353,0.019620738373727527,-0.01704673136381895,0.04463475664868793,-0.02674126224125148,0.010392748599902071,0.023703137014556636,-0.06117854734854612,-0.05348945947531866,0.017464568015460452,0.1435085331501962,0.08212165761784535,0.06259877511887643,0.0426227932085857,0.038298313625935894,0.04057054619881835,-0.00973108277056351,0.012340820870392575,0.08049506483405315
EFNA2,,,,,,,,,,,,,,,,,,,-0.020690271448387174,,,
HBEGF,-0.022581652876350694,0.061816533818235715,0.04635450207908248,0.04185247948955769,0.04320915249991526,0.02221772921044967,0.028465723393212298,-0.050757695925880954,0.029774943789626116,0.012374553242572481,0.04332070119982573,0.05445597984022513,0.04008079384965125,0.03289321319481098,-0.03738067704785509,0.05421057453134449,0.008919150843798745,0.03801386330687293,0.008469600006068263,-0.028584178404808258,0.05060949420590441,0.001532497714213674
CSF3,,,,0.10414639791125929,0.0689027079161531,0.020472687841446725,,-0.036434154265205486,,,,-0.04144830917435606,,,,,,-0.03656079754088599,-0.07713836998041859,,0.07227301459398078,
PI3,,0.08101854513072629,,0.09145534332165774,0.09119009428001519,-0.07007676889127838,,-0.04102533858140708,,,,,,,-0.009972051466964258,,,-0.04806656674804106,0.004584328177324216,-0.06274565795384365,0.057046792044626406,
PCSK1N,-0.09451115118095298,0.025971899568226164,0.03111309768560636,-0.058378508968379976,-0.07956210571803105,-0.02382169497415823,-0.006066189454004565,-0.0550112686812064,0.018077935249145912,-0.045979320296376795,-0.16739044881499796,-0.0022441349817131505,-0.07088243977381459,-0.017473745153728102,0.006355499740770431,0.11515542701236417,-0.07050506192262881,0.005446354011301184,-0.04349539013673079,-0.002337056103030042,0.027369576180922926,-0.01700241276130348
NTS,,,,,,-0.020556173952067238,0.04172315681744124,-0.017368194007997717,0.07933158527011402,0.015423153778197515,-0.020565501980974683,,,,,,,0.04717631267809955,-0.0252071695031098,,,
SFRP1,0.09956582050254786,0.04903823349604084,0.1002510027750571,,-0.026265205643854147,0.05034901184402309,0.06240651645029407,0.05024174121802945,0.03761864828772733,0.014699903204918255,0.043662311687090505,0.09163838169665842,-0.0031255898846085134,-0.008384262261057566,-0.058783407057535285,-0.009691921087652109,-0.06406096713317813,-0.08732273340676552,0.018383540175926968,0.03818177530305126,0.019511316217576062,-0.01025234433029645
CXCL13,,,-0.005649586035460803,0.037386973023635424,,-0.034135434496283514,,,,,,0.005133017129690362,,,,,,-0.004490931208848517,0.016810951351719564,,-0.018999842299034488,
MICA,0.05701962149690953,0.045090357492048365,-0.004565699597061776,-0.01656670217655129,0.07546234731954303,0.04021736037188289,-0.03463665960231418,-0.037536363633180914,0.0020635441634817265,0.009300267320168951,-0.04343513621726054,0.0014414932448574725,0.09425449787629836,0.061009380305023994,-0.0011031092813822412,0.014447549040483062,0.057205689005882195,0.027335763693340155,0.12349893783292061,0.07936534207797195,-0.01292527695026442,-0.07789828133025695
TG,0.012165767275594555,-0.02043791563229004,-0.02669965407518405,,0.002314019635012367,-0.040964229109359165,0.02924738244913007,0.016580859219586623,0.015718882350807806,-0.011012062550782872,,-0.03587448545133791,0.021655419275269986,0.024517860170286385,-0.06461486775672126,0.08159954297306049,-0.021884373448702664,-0.018687495244903523,0.046817808385388626,,-0.008233354095112713,
ADA,-0.04649275012881219,0.010520660899999984,0.007037843913307818,-0.02845650893406505,0.02028134808045695,0.05189116892696611,0.056501196713964766,-0.012948863448380388,-0.011621554360498365,0.024137849946169656,0.057577920638370715,-0.019714925375283677,0.02995495811241804,0.05401359782953785,-0.11071577245880004,0.041997997068617586,0.09006375415516547,-0.006544060419955548,0.06806623539240567,0.009232087564681725,0.03838579783442354,-0.07345190647677499
LAMC3,-0.04360360078786253,0.002151150408265783,-0.012465876694117384,-0.06422204119097509,-0.08125400303995174,-0.011682549464688798,0.02248008291175115,-0.062045172342635665,-0.043662265846554665,0.02702606854139639,0.022359020518074146,0.056824541331271586,0.016831235722665094,-0.004515476782579942,-0.018238328266335712,0.011096779391616808,0.05174032943023227,0.0253505538770881,0.05383391059831373,-0.053246926743754,-0.05602993869089497,0.11942417784164666
CCL7,,0.09034209419593034,,,0.10706634039122104,0.014966573855940324,,,,,,,,,,,,-0.021078643984847857,,,0.05414265875715676,
NGF,,0.10090384432210206,,,0.022773403810648286,-0.008227184847785358,0.0032643031541496332,,,,-0.02760466688663833,0.02085714574654244,,,,-0.046239125004910335,0.003736414724370872,0.029272088980665346,-0.02041215939110854,,-0.02506867957548424,
TNFSF15,,,,,0.06414753784323583,0.00036215181519850257,-0.03819518414097999,,,,,0.03549021239571337,,0.05417018124469923,,-0.03223486073981861,-0.05396869423065826,-0.020549310957648,,,0.04253480316412473,
HMGB1,0.021576867915023452,-0.09752129628654489,-0.04441716132975822,-0.026017014108387235,-0.09484214178073648,0.013015296344337917,0.04163797965959772,0.08638115269292272,-0.038891838998860936,0.06145427080314834,-0.008211981296447455,0.02745620607794264,0.02699858269871982,0.07071152177752764,-0.02215525918892477,-0.10907892709432192,0.02372458723033972,0.038010053475636324,-0.025796777524759864,0.0455957378106575,-0.08634754389612241,0.170601230917186
ITGB3BP,-0.030762568082864948,0.04663588470849406,-0.02482650901105251,-0.07291714050144785,0.02573050128830673,0.03352954798176485,0.005441983692229306,-0.006829643992275283,-0.017397579996494578,0.026558654709945603,0.025668367753248496,-0.042073817370724687,0.09287605030870096,-0.002141202405112581,-0.01811974322157044,0.05384621286538986,-0.08308137944169526,0.034557389753565544,0.0520740245064058,0.010570298479092063,-0.053776975933949485,-0.034889147018576906
AANAT,,-0.013111218487244027,,,-0.020763725342742845,0.09405526418192728,,-0.007701113120812915,-0.014982810991896462,-0.027264838752957248,0.018565958368936306,,0.016336913405166444,,0.047835735222260846,,0.02297221780741217,-0.018491918428757734,-0.02784350149983565,0.01839921458372704,-0.025643609536158515,
RELN,-0.03612146380194526,-0.007687704423271551,0.029457972742157917,0.014716179600251098,-0.01123669924481514,0.0359956771227974,0.02248878589507932,-0.008551961534736528,0.04522580628036834,0.07968979156005469,0.0008207680982091818,,-0.0568823467922588,,,-0.03437625229285285,,,,0.027917921286870675,-0.015477996177199239,-0.06559631736229628
IL15,-0.061019398122513974,0.02425434574871815,0.08222562531263519,,0.034503502740193946,0.07673272990548519,0.0485663743166751,-0.03102363575476721,-0.01252438867478831,0.05283295139467749,0.14580748769111568,-0.018899131410220687,0.004113350824907228,0.008501233610813853,-0.06418970567894794,-0.0036866580287443955,-0.06331339981216759,-0.020239590908711632,0.06174525467292747,0.002789743011649734,-0.0025988750476777047,
UTS2,,,,,,,,-0.05864939672982939,,,,,,-0.04731777262471321,-0.07088941743634034,,,-0.01574722192100006,,,,
BSG,-0.19508010032001466,-0.05767544009241302,0.005787548202084081,-0.0269677113633982,0.042108456532440226,0.04599415218054601,-0.014846303489110518,-0.11415793740912078,-0.04967934167082747,-0.02619819778822317,-0.09856223726051296,0.02176992913185864,0.039650660728538525,0.008503143355917295,0.11495438043328675,-0.003358031238060409,-0.003706012974447822,-0.051650584071610155,0.013041381960236959,-0.011355931325242251,-0.025980066345747874,-0.015677048198079264
ADAMTS3,-0.09297518326211147,0.023666293061423038,-0.005180687038625431,,0.03426791332899691,0.01329728696934947,-0.04690845123899338,-0.035732156904389065,-0.04188254654666696,0.007130826594698333,-0.03452088721027469,0.05320392454490587,-0.009879520563037151,-0.0076348226808767745,0.029927624344414025,,0.035441429589714434,-0.00625290298931113,-0.06209755545699466,0.031094892026233896,-0.027339769424693756,
CD34,-0.041119807982502914,-0.02666784463990427,-0.03409337075982354,-0.05704735688035765,-0.013425109916558204,0.023134331933947816,0.0184082769035467,0.013005403307150623,0.028976176590632008,0.027173084343715195,0.01982402434364564,-0.0066533150388263474,0.013130301723628742,0.06544761683333655,-0.12458550420835311,0.021008449009791128,0.0007717668931624175,-0.009048519053330517,0.033462195495023765,-0.0504737686785463,-0.04461774640851164,0.00814803539495169
CCL23,,,,,,,,-0.03739469006592363,,,,,,-0.0187442578922532,,,,,,,,
PLAT,-0.058857163197695093,-0.06226054660784904,0.007570117969598989,-0.06724995840815354,-0.06472867373716817,-0.019002930588325022,0.07988301547961318,-0.018927958169479217,0.0014047410821620488,0.0039015707070419294,0.03271429039885792,0.014339495722105607,0.06430611657500782,0.033276907086742594,-0.009451101876248945,-0.01358296252207297,-0.024631046035427366,-0.02220920127510931,-0.0110381018135243,0.01341461415653812,-0.05125219311411985,0.07977529006686401
NTF3,,,,,,,,,,0.040552475589022585,,0.11456648893290367,,,,,,0.013504577851413856,0.022435291555895565,,,
LTA,,,-0.010831297916398227,,0.05244116482169694,,,,0.061892344917895234,,,,0.039984984783529326,,,,,,,,,
CKLF,0.08453716721212812,-0.06469750761292138,0.05561342708276953,0.07793500236560663,0.005880004426290071,-0.045506628110090555,0.03167228118704288,0.03730042936477921,0.0055045361494495595,0.02819086129207078,0.06540263048500057,-0.005825362093954858,0.098462788408101,0.02132401950234732,-0.01628625103995274,0.008049355374285559,0.07056451202391258,0.0271326856243587,0.06406536598655235,-0.030911503556974543,0.007693471371464487,0.09052169320609937
APELA,,,,,,,,,,,,-0.048657948491129026,,,,,,,,,,
CD24,0.10989677475057748,-0.055906055224082284,-0.05826199187030742,-0.044426530371532484,0.04067671536123862,-0.03633210128683123,0.0187778708601178,0.05004879051643729,0.0392520190860297,0.011139985534839527,0.024663850931202484,0.011947195754059949,0.059685676165894305,0.05045340068482254,0.004322754876872874,0.09716508325266471,0.013799868504272315,-0.05394269586697515,0.00942349359787629,-0.03344595436197408,0.03985495742202657,-0.05729236789993608
HSP90AA1,0.10137136959517944,0.04040447301015991,-0.0034357453988452537,0.011892215580082962,-0.04560317289889912,0.07849295430162127,-0.06707595164936195,-0.049358567773451996,0.0683814079742582,-0.022846555446304942,-0.12802896779854817,0.02906381704455914,-0.06629958308428645,-0.11211277969262111,-0.1013561900619266,0.006698770447122636,-0.08647642174918989,-0.04793470927883633,-0.06854995060274838,0.025236592470139093,0.018385419891332563,-0.06682268994447767
BMP4,-0.04484082192149878,-0.020204898495932228,0.026274230727334827,-0.05455492220831321,0.03644570663194678,-0.01729138689282006,0.04408847859817538,-0.06986061431324779,-0.005688284991864805,0.03882008718485784,0.007578066082301675,0.006305834547243473,-0.004970531859289186,-0.01088174902081105,-0.04209017051981748,-0.08807171213905322,0.12100572061116192,0.033567453345914995,-0.00869028375618777,-0.06523823133964074,0.06388491331393464,
SCGB3A1,,-0.027478833567024494,,-0.03677559483562461,,0.007649881886948446,0.00163792403582815,,,-0.022998158157040628,0.07364576511758768,-0.04150084508553263,-0.033251488250716346,0.04364170268497066,-0.04607081290062572,-0.02492159893733161,,-0.032082587242182235,0.014093841231171958,,0.028060046859727402,
IGFBP4,-0.0486930884253429,-0.009813242851168054,-0.013904166279707166,-0.07957441543418431,-0.026793895253526562,-0.006760046094169607,0.09872354706410973,-0.14478597968302157,-0.024330602295064688,0.016683210367354127,0.0023601221021399173,0.05373342099699614,0.06796631592805752,0.03380540043606964,-0.09866274235782484,0.07857950070109501,0.019889700508982845,0.0485750246876127,0.003321914612899854,0.010132261697291768,-0.055426314910827806,0.02776240408364188
RSPO4,,,-0.04447503445467739,,-0.040203497031729256,-0.022596455453569284,,,-0.016782978290296905,-0.010839800831227233,,,-0.01358615066393171,,,-0.05405793662389253,,,,,-0.032335575858569963,
LEFTY2,0.026264213264658488,-0.024271577547732,-0.02109747803909382,0.0358102671455222,0.020660063307169203,-0.024785955309518826,0.07523510299454865,-0.07221038472030387,-0.04133061278906798,-0.0021924661798611075,0.05907948040102018,-0.029844669646604496,-0.004962148915255686,0.036491358558310705,0.01058707713561289,,-0.04786283720499512,-0.01789338177520299,-0.023790094803446394,-0.018153868106744842,0.032575605232255965,
PF4,,0.07226014718566341,-0.028659932715061807,,-0.01787964869802867,,,,,,,,,,,,,,-0.018964066236670785,,0.05512266144493768,
ANGPTL2,0.02216803557063673,-0.0326372420960393,-0.04075021222025043,-0.018260024906571255,-0.022842861814357407,0.0019907914689655582,0.07283320943968823,-0.03405445218273691,-0.02612929021266675,0.04245395580067632,0.09512986311815066,0.0483771970110765,0.11320105410988525,-0.045158556663544056,-0.011603241276009315,0.01243556005495128,0.00429615313019812,0.005998476112201288,0.016264428677387508,-0.015528707507819784,0.011055273514943894,0.06496093441026113
LRIG2,-0.06674278200087028,-0.006060149217682991,0.06311335974036852,0.07348190760698395,-0.03170810452695324,0.017079498776660818,0.007018670222315008,-0.012250871759325524,-0.06524566190900186,0.00850986558732435,-0.021207528230242505,-0.02843642531217124,0.05284887729475921,0.00874144121986828,-0.003794632041945275,0.08306430857218519,-0.004883851004773263,0.0958847123626234,0.02185942788454221,0.06981164907917665,-0.02426235413078641,0.06233332379306978
ICOSLG,0.09014958405551465,0.010561799040580789,0.018494193077397688,0.06442187502705338,0.058789795449636105,0.07052519221941987,0.04791465772847769,-0.029507139974128675,-0.0436277431744325,-0.03017872445882759,0.025555197020488786,0.03655113239451285,-0.008764756047760286,-0.011166036823418853,0.03982698899268791,0.05323460977695909,-0.040772581295515704,-0.028606046877903083,0.07430138212652863,0.06867445732147691,0.04521810264050585,0.05074881743531162
WIF1,,0.021672889680077245,,-0.04009378142548824,,0.029806691843590135,-0.09048234253408516,-0.054318426806319646,0.03037055725692053,-0.015034754309638498,-0.06741937037284318,,-0.04229021913113593,,,,,,,,0.00030317687627418055,0.0005477410885294777
NPPC,-0.045673748534676574,0.03638320877645242,,-0.046138027870813045,0.013146467733313667,0.09237777026793913,-0.01800929289852551,0.019740777928909336,0.009722109978481535,0.0052251281930195265,-0.03779644999143825,,0.09699461236632925,-0.027939718147245635,0.31830091265978466,0.21520610826917536,0.07036795067512966,-0.0314666142806774,-0.03588128467088729,0.02981541086509103,0.054107622092757664,0.035631540603408195
LYZ,0.09334746716142457,0.013121792804849616,0.0637479026851153,-0.05990200423108001,0.03159421641179371,-0.029983335488141756,0.06569631754562102,-0.012991994070697592,0.01842334696400063,0.058951849708718335,0.06591000066670795,0.004010368335677298,0.004480425981195642,0.019852390562285844,0.03780474874017513,0.03163695774442622,-0.033191746179084686,0.10385359440877526,0.11504774052557576,0.04994920332844329,0.01922304109210194,0.05680102097622848
EREG,,,,0.0011126595774650426,,-0.05203732487482561,,,,,-0.05339522615281229,-0.034898683005731304,,,,,,0.020985207702087536,-0.011677502936154006,,-0.02916266315643912,
SPTAN1,-0.0889339292159568,-0.049531442137171096,-0.012133120035349575,0.04213333941444512,-0.092067205307198,-0.047623431352590964,-0.050994314062767096,-0.006530308667693981,0.03437230227044552,-0.027378098384360963,-0.12271450319754254,0.028880734553281658,-0.035099738230421104,-0.07475190085537615,-0.059603293707258705,-0.013099929477574412,0.03459289209399294,-0.04864724171758811,-0.015145730228961672,-0.08632382438740162,0.01173637354989868,-0.08660122230262822
LIPC,0.03019201479217813,0.02722405873664934,-0.027632444027452192,,-0.023048859401616714,-0.04017810423161482,0.0546178147545071,-0.008956861072795665,0.0049396588508869976,,0.03598015258756456,0.02949736318976923,-0.050428440134797844,0.05884150110087832,-0.041495399968553254,-0.009716979664387195,0.07912032280671234,,,0.02139679687135489,0.042308872475873845,
COL8A1,0.06958045476453502,0.0031508427165804534,0.04753916414361534,-0.042955331330230065,-0.032317471284366496,-0.032599290781269184,0.029358663692637076,0.010722982579775931,-0.03738795217390763,-0.008619655331504267,0.06053545204127102,-0.0407614092890424,0.04613286945086996,-0.011510544400553276,-0.056181308955630706,0.035385421334247005,0.07621301047333026,0.06523701881285202,0.07543537149811669,0.005414143077411439,0.0006455686605649454,
GSTM2,-0.07470109978487921,0.08319557216648647,-0.0035004159860046753,-0.0164404247083141,-0.029297957403517882,0.022709731712106305,-0.028250243207601954,-0.00627892483543823,0.027038595581341113,0.009713686879981,-0.006059239282150466,-0.05182371209575392,0.006506038131152282,-0.005401052889179755,0.0228106034326893,0.08284749839861122,-0.01515488137681326,-0.015272553705390265,0.00961799942356068,0.07066087681623417,0.0529722024202353,
IL4,,,,,,,,,,,,,,,-0.03966564212765851,,,,,,,
SPX,-0.035878083816943164,-0.013854983246968216,-0.00553404094615396,,-0.028732244837215783,0.13230872736452184,-0.0019334102881610382,0.035959590002425,0.029854895506193295,0.05030616145170456,0.0018607236847099546,,-0.08601949138068796,-0.0910601096578889,,,0.05650550698577482,-0.021252459840702988,0.010422742267429147,-0.04215500184056958,-0.004752683588588129,0.06601186285163592
MFGE8,-0.05044570426803714,0.007891159668133451,-0.010139377870609638,-0.026186754215729715,-0.01039237069634726,0.0546497145043102,0.0944474838153426,0.016946590571357553,-0.02427578183996131,0.06284172697173478,-0.05151314204553091,0.017134304323244736,0.0732116581019804,0.021918028652068097,-0.07561428739893956,0.03737559797938205,-0.08125149128575693,0.04077180216617732,0.0005272393164349717,0.06681143452902992,0.020998033775080947,0.00944576983788038
TGFA,0.11823899848755519,-0.04571016990183764,-0.008184790780140568,0.0013485992480738885,0.03676130348540166,-0.04858917322050335,0.012605764517227912,0.042210638200589796,0.001989193343447553,0.0027659260348624967,0.07211240124075909,0.028484294334302294,0.005946151502523861,-0.04603313562378578,0.0781986733359745,-0.0807531497657682,-0.012950440822297,-0.023500073708493836,0.06264223780027636,-0.020957444265883057,0.09458262105662624,0.1329177008853632
SLIT2,0.12679257898640267,-0.03171367395606245,0.019429888592834458,-0.027334203137785007,0.05191912256419295,0.06044721898839194,-0.010583989876156977,0.023335989277554644,-0.02339988023931462,0.0033827420941053695,-0.0959137807430979,-0.01698286521267637,-0.03932323776720506,0.05608056568621736,0.059757822821557935,-0.024523141156490916,-0.05071807901229976,-0.02804348159843657,-0.012593258501935174,0.06496966106342164,0.042879487005095286,-0.05652768949601002
PLTP,-0.1008811055898027,-0.009127861752418793,0.022486092162910563,-0.054681015825869546,-0.11640018343477579,-0.05078093972897315,0.012837515722181524,-0.03538235997830585,0.0029516709265488823,0.029057384047699086,0.0896552127162455,-0.01486919199157568,-0.026638009784706124,-0.09194367440852924,0.058153641705198905,0.10930968438835251,-0.043322686677524605,0.04587549094565202,0.049843179089141244,-0.04374687262953982,-0.086174794574054,0.048932758720511324
APOD,0.21519259168407323,-0.030115701703854417,0.0491867541312209,-0.057277112307189036,-0.04261237668684261,-0.039813611723951675,0.006099392189091239,0.20348141401123848,-0.04699155518671838,0.003468169967216395,0.10335979477776802,-0.017648021347968102,-0.006761473475723903,0.025427922853093112,0.10780502640907427,0.013745900643748414,0.009977099707983621,0.01339545636608394,-0.031656853729872265,0.06417402275100074,-0.05921403246444093,0.17542738391835425
B2M,-0.030216127424808416,0.02394673087752223,0.09491731005135756,-0.08490878323888051,-0.026913191362251777,-0.015204364817222675,0.057606207428441254,-0.004296168416357446,0.07838191294342119,0.026413748666154237,0.15042074210341524,-0.04069947615730912,0.046056186936937256,0.09835585850831326,-0.017837993243526015,-0.02355013884909573,0.06533286599549398,0.040658863599071386,0.10583990513950114,0.07015704449933327,0.04293160286889017,0.07054145756746337
