,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.07390309918279658,,,,,,,,,,-0.025871930947091087,,0.06289399915256685,
BMP1,0.10144602118697905,0.1080007591071614,0.04334799652566841,-0.0006778982070576307,0.04431026628733068,0.023502038188379794,0.018092871255398237,-0.0033655096979471333,0.03773069937802453,0.06207165283035786,0.08879665429199494,-0.004438764275838606,0.09645894028470502,-0.017733593632118044,-0.016382505979594477,0.010029030466038579,-0.06367447174514124,0.04020194403906059,0.08164360057461478
NDP,-0.05180205653960539,0.018264791048631775,0.013792953821894011,-0.03363938835132281,0.04522829200418101,0.019080971338486612,-0.0410807043633191,0.01897956921868548,-0.030408582685793172,0.05983202159987911,0.13380474304594514,0.016391063046580688,-0.005754815269230408,-0.017584492157891676,0.031706986171157574,0.033853518171229266,0.0026970708696529458,0.10347738052386926,0.06289597034015233
TNFSF18,-0.017039249420717693,0.01030159196688879,-0.0318027591120647,,,0.03635667630653402,,,,0.060536181908482964,,0.006264298503307806,,,,-0.026681265719336066,,0.03429413357515789,0.03142224229103034
IL36G,,,,,,,,,-0.015082912803739348,,,,,,,,,,
RTN4,-0.01590967874260288,-0.004707928062057981,-0.013640240777116154,-0.0457640718643455,0.08136434082475791,-0.08571258794188798,0.004842444636089968,-0.050909045437769765,-0.011685322547573594,-0.008994878345366225,0.00491279668100658,-0.010016152981838417,-0.019262785509281285,-0.05368447342885354,-0.09231325869340386,0.019927187984438682,-0.0010097838154766875,0.007252480262782745,-0.0961691306036843
HEBP1,0.03548740721991139,0.06307845255861395,-0.016167132656895854,0.013431722746028808,-0.008215916516080888,0.0650944453611995,0.003597209801182855,-0.0016793586229499073,0.04051445263955701,0.09198928163474389,0.1981536874128048,0.015855953217031087,0.061385590727448806,0.020495429460078606,0.04000160589082941,-0.00746583704054718,0.004837417217449731,0.11808557269198365,0.06348302099602128
WNT7B,0.0017673280918079285,-0.0664817420477081,-0.019754888114429034,-0.024648098341825846,0.017256552721277033,-0.031433104675794396,-0.010644655250448712,,0.024203004900415163,0.010976681227002554,-0.1252139524657614,,-0.05822402306914715,-0.046370267817783466,0.014908668781808361,-0.0012556831202716087,-0.024159454834219152,0.08170699263887428,-0.005234043439558453
PTMA,-0.05971361219553132,0.07528612186506635,-0.02796913989373293,-0.006335443609921656,-0.010138582924957194,-0.047931433354261484,0.04022764953697801,0.03653135899510435,0.030368821190236886,-0.009500199009842189,0.03616004116351879,0.04016104921001401,-0.1393257767871791,-0.014688067827507303,-0.047227778429572397,0.021792133598470903,-0.041304719863400556,-0.06325610268000569,-0.04005605766427846
FASLG,,,,,,,,,,,,,,,,,,0.04449658162924739,
CEACAM1,,-0.014613113307047983,-0.015160688451312116,-0.018241814575932706,0.07791601947016968,-0.00846943046754281,,,,,-0.07730604412409033,-0.05123391473992407,-0.024605150695896853,0.014607588839719578,0.09675723208303535,0.013735387318469752,-0.01603498154134533,0.031436643622904145,
PDAP1,-0.035944684211922096,0.10714087596132052,0.005405466495285427,-0.015018782319585696,0.006750913207329768,0.05623200090981373,-0.021667588877733804,-0.01718595212203148,0.036032249964281025,-0.04052513004957457,0.04750669571614375,0.09704290400579962,-0.0017904048822822113,-0.04966880790811406,-0.0034489424175657324,-0.003680035083117744,-0.024628269494506336,0.006492563893498686,-0.010067444433532233
QDPR,0.005297094870159032,0.03700195181653611,-0.028855479014897708,0.007437348900505954,0.023125583436581425,-0.05088590828658685,0.006179211330798766,-0.047682871392593154,0.028723069766777257,-0.018206923184524295,0.008821326413338581,0.04094589018412573,-0.11611849743618269,-0.035826451843811065,0.06994469871780667,-0.04610211191943054,0.04254798254638559,0.1075297690042928,-0.07084451642690352
POMC,0.024932415464216824,0.01854391136544031,0.05723852623843277,0.03039553580741737,0.007110481885098132,0.06176861539885893,0.03461156413922248,0.011407094767102619,-0.032315302342683344,0.05917242764905194,0.03302124111101288,0.05077725511554066,-0.022721709623646516,0.005178549792497711,0.07669788949416649,-0.021324799780529646,-0.02623112335616423,-0.049712274711725145,-0.0365066248988739
CCL18,0.06453996424015439,-0.04526772584059802,,,,,,-0.026853097566464548,,,0.041588172154715136,,-0.037022170183632665,-0.015768207315642067,-0.0025651326309027336,,0.00976859193721228,,
CCL17,,,,-0.01649662993729672,,,0.025505716985040967,,-0.013778669049965208,,,,,-0.024654548545405334,-0.03562427961656647,-0.01972792987041544,,0.049403472167125935,
VEGFD,-0.017667862523031787,0.05804536656462935,0.03814576468331727,0.08961942772855767,0.15719385246537995,-0.02814969576471336,-0.005411932815413367,0.046745301493258756,-0.014767026392204306,,0.04794978461180151,-0.04018611436818729,,,0.025831773593724287,0.0619667296479191,,,
TNFSF13,,0.020163050124116816,,-0.011379006125267228,,,,,,,,,,-0.007943113690358501,0.03888516783854704,0.022380004027782577,-0.018006209565815192,0.07786883154810995,-0.03643113254198981
WNT5A,0.025786406504273534,-0.017794588962548506,0.03201862156799735,0.012343284614190021,-0.07696765306267678,0.002346561065418081,0.0012526787865409163,-0.002409363657937883,0.04229310893299041,-0.013871938274785977,-0.0919148761885436,-0.026115213532794862,0.07838221080867494,-0.04417998317288038,-0.006385900735665457,-0.055386960284572295,-0.04685798123301584,0.08992869857297982,-0.018256281375356998
CXCL8,-0.045301067141749106,-0.101393568711606,-0.02033230606723334,0.05042780832961104,0.03517651996824325,-0.041854059778289175,0.06685790803214756,0.012234969681520888,-0.011965781611812427,,-0.23023013271584186,0.06455885993772494,-0.010371813378517529,-0.009616062734756665,-0.12360124682007025,-0.03650680479522658,-0.05198968548541748,-0.013125453907650448,-0.08681523914642979
GRN,0.03306015771290265,0.10772721080082028,0.0032162763189602195,-0.006553863960320675,0.04455270371812086,0.019204338084547388,-0.027843420165750987,-0.01432170618814811,-0.03630438459223549,0.05169846255598846,0.02611812234245868,0.01767641456940839,0.024298403187356703,-0.02046717919349691,-0.04616122283731725,-0.025291338711105688,-0.02765880470657261,-0.008977401551961138,-0.059023266194643535
MIA,-0.04372004367058368,-0.01771112667516192,-0.01931148627608084,0.08043752637893004,0.0407302750004168,0.029284034499724804,-0.03615823768318299,,-0.020224119380915524,-0.007822212961971253,-0.05482788824876465,0.04067946062325121,0.07627355133895462,0.12897393976779925,0.13391104491528896,-0.004161087336377919,-0.10209362526543525,0.1725420850211021,0.0760366928456375
COL4A4,0.047071288126487726,0.034737844969874164,-0.0216158411893383,0.03489677052610755,-0.016496974394323138,-0.01655820544769369,-0.03389962378541569,,0.06762328350575256,,,0.06199146428477091,0.048301828541583706,0.043850086597070445,-0.039513378047969186,0.1517310262629617,0.015908546234771094,0.007374659795404681,-0.010531678283998168
TAC1,-0.03635492447699509,0.07074616397431994,0.08474249756610022,-0.0046335323134523345,0.02591077050674274,-0.03195192029687568,0.01402409746204249,0.035732987128296485,-0.03476746061210387,,,,,,,,0.08179778339870669,0.048712704055074545,-0.11410533096462569
RARRES2,-0.0489994113237707,-0.02673376669719081,0.038598742659338124,0.03192292450935593,-0.020148048333439767,0.055923802958424175,0.06309047449791486,0.010102514348101613,0.002894974332244343,0.10111993507615298,-0.01618482289115811,-0.09183513663763271,-0.019099317763837657,0.03750338921586011,-0.04145459869187712,0.03325131172890871,-0.05132700742630651,0.045375742709303564,-0.010924787484113274
FGF7,-0.02746308078856968,,-0.024508991558951268,0.01015333858006865,-0.02822174753177904,0.023569356526472865,-0.022294606058166057,-0.04961861168171221,-0.008696475443781595,-0.04629561281345719,0.0506889656140525,-0.03666290510554815,0.12784069034609633,0.052065298358029095,0.04237292387164375,-0.013535929600226416,-0.045301871784128186,0.0729020100729207,0.054614989079031145
EFNA2,,,,,,,,,,,,,,,-0.02345481206048427,,,,
HBEGF,-0.01620994723923596,0.07584817509995788,-0.016045277573760078,0.012651945048197553,0.07289408146618198,0.04956734642741026,0.008260183157896223,-0.01803080701660508,0.00834704272033951,0.1276307687421468,0.02095712250816997,0.062304708301745344,0.019486663051528613,-0.05670648924832981,-0.041355544788327786,0.05988207701026719,0.04498930235785819,-0.01625796012051936,-0.014940716355354444
CSF3,0.02141746249746081,,,-0.019662544493987365,0.051431126884445955,-0.017518262657781062,,,,,,,,0.015345650705208954,-0.06696058227042931,,-0.022988336396604598,0.012734031188261444,-0.038615208284470376
PI3,-0.0027656067388855017,-0.06688404945791245,,0.004516639540732981,-0.01234789691091005,-0.0197257949687016,,,,,-0.022538259914119934,,,-0.013370662532497083,-0.11594846132815273,0.024692775308046398,-0.03946462022799556,-0.09512202344986757,-0.06392186302005111
PCSK1N,0.03482714192912037,0.03593407936375447,0.00769849839098853,-0.06251735109390892,-0.0672355717487053,0.02946637775144577,-0.036705400312873594,0.005948270346805263,0.022829217601682137,-0.030949630993715595,0.036398626410844306,-0.03379359743010383,0.04423952722138142,0.011742575062067134,-0.00942066180101809,0.010160615025197314,-0.010059125149390178,0.12353772850406691,-0.04065965322405045
NTS,,,,,0.08771987307964121,-0.021532052102136885,0.02869840276534694,0.015654722930225407,,,,,,-0.009535885439095204,0.0007784869928581052,,0.07704485710678997,0.1010155813720449,
SFRP1,-0.018349221471681033,0.036054573516074946,0.05838280865009194,-0.01439394727426943,0.005092407478222761,-0.005835867850532384,0.010157180692782309,0.02040162956036148,0.05523324797982685,-0.03253596840252911,-0.021960946308387935,0.06333660098800648,0.007445774794958954,0.017301040277269523,0.05968285466148549,-0.002119085540967219,-0.029309756271043576,0.004179342996432472,-0.045225490691057704
CXCL13,,,0.13142157332823776,,-0.01666403079448194,,,,,,,,,-0.04713265356526191,-0.04657886353612516,,-0.037498760440710335,,0.022370663973380923
MICA,-0.05302317267341992,0.07131355713980057,-0.017165102030637546,0.020176931856519902,0.015169730054497796,0.01260537081047444,0.05278221735573968,-0.0010807602788555249,0.0756017722146065,0.025085234301030497,-0.0005569130525843028,-0.046853332964654944,0.04294124711853449,-0.018941819299825923,-0.011601163047441335,0.03947030037783435,0.04459889042774378,0.06641508892176841,0.023711614356162012
TG,-0.026708910007128012,0.02263352523089713,0.043333633994119804,0.05720023041339118,0.07227260456095246,0.03320885166137533,-0.00446251369238046,,-0.020697505123743316,0.06579727972332927,-0.048629583784638816,0.011702818393319062,0.004055185496568369,0.006489018368615897,0.01259614496352789,,0.0002553568706984782,0.02068055109927538,-0.022373254031911653
