,UKF248,UKF251,UKF259,UKF296,UKF304,ZH8811Bbulk
BMP1,0.00011701210660249248,0.025628900377130143,-0.016450047552039146,0.010468096874571743,0.05545623498150635,-0.010738004645259898
NDP,-0.0018430400921037888,-0.03378558392221288,-0.042208960120185816,-0.03785695187712963,0.05614123730784353,0.07287535780387969
TNFSF18,0.019368904325081888,-0.003914965371523596,,,,
RTN4,0.01279387605735288,-0.05850792083949787,-0.02984184706608191,-0.025121909739730164,0.000588513317826394,-0.055003281273475445
HEBP1,-0.022751469914260324,0.009537430291944758,0.010075728209796188,0.029380049089871005,0.06736721206516748,0.03169240714902275
WNT7B,-0.026120100966209578,0.01009939137627202,-0.012025572872652093,-0.014776919237282768,,0.014455847412727004
PTMA,0.016102457669632142,0.05909538920848281,0.01702351301812528,-0.022692921412422847,0.010964190847203485,-0.017019503538688554
CEACAM1,0.018587449951804013,-0.01598139622808277,0.05162786239197562,,,0.14976491071882145
PDAP1,0.03717178300824844,0.004783282816868158,-0.03200978521187854,-0.021268200033925603,0.06455587158812325,-0.02898024917226171
QDPR,0.04488610217521575,0.0039614752082300945,-0.018282406893615034,0.005800501929726019,0.06523637628742168,0.02139775240232189
POMC,0.025485831228680172,-0.028396391383835984,-0.024112704495117328,0.031156052251923753,-0.06407498532004685,-0.029030685618874338
CCL18,-0.0228996345181032,,,,-0.06075322250955406,0.08014299400688707
CCL17,,,-0.02051277223822818,-0.018289683632160627,,-0.024386208333802093
VEGFD,-0.02289964178980972,-0.008667219661201311,0.015084289652332933,-0.013415704129117032,-0.01982360354505367,-0.016893070866904305
TNFSF13,0.0025144633284947294,,-0.014149251200530922,,,-0.02650697472090541
WNT5A,-0.07128697731587808,-0.015491458617050891,0.024453341594674233,0.008712443791071575,0.0663695306830585,0.015130498283317459
CXCL8,-0.07165414022289743,-0.021432973874150472,0.0672836344374367,0.009776198556568793,-0.031922069562220684,0.007169420452849516
GRN,-0.04280558643620019,-0.03800065068925586,-0.015324878488612883,0.07345923583766162,0.003079386394441106,-0.0389913799429527
MIA,0.0004157702798101499,0.011717697002614663,0.08310592165316176,0.022847482706852405,,0.088768848598811
COL4A4,0.02406928828951421,-0.034234230942557925,0.007027058171432806,0.020455021646725736,,0.05162770289914883
TAC1,-0.008858838104243365,0.042417273455897325,-0.014949465099536492,-0.02292939511048432,0.006455145545828629,
RARRES2,0.07467923654993906,-0.004561993411343446,0.02917842783646873,-0.034413677310187366,-0.0452038179300935,0.03463288489406915
FGF7,,-0.02583575980155682,-0.005334829309109953,0.008242454692846372,-0.0341055073174149,0.08065954968641609
EFNA2,,,,,,-0.01605573332270715
HBEGF,-0.04419034080887966,0.005835875949626698,0.029458101374246613,0.10087058366370863,-0.07270695524129554,0.09636108175392226
CSF3,,,0.04705057210156913,,,0.016747559954681523
PI3,-0.02409138100180644,,-0.005920951487502745,,,-0.016877842228013674
PCSK1N,0.05567455805770703,0.040007348097309284,-0.06831337769505542,-0.0007952168929357664,-0.05351926797435518,-0.016005164749585882
NTS,,,,-0.0010315797888057505,-0.01784761106916814,-0.019560864262791276
SFRP1,0.01612644448701121,0.03170205561048016,-0.017898186670151976,-0.01828968381635276,-0.012190843847226566,-0.01832673773939987
CXCL13,,-0.002799967151913372,,,,-0.041251755914776776
MICA,-0.05919314940415276,0.06215310023332911,-0.020085986060769657,0.0251549692895301,-0.04763480883614746,0.021128264705279724
TG,0.03443361999059264,-0.021731478869677596,0.08546130476367328,-0.01323616461942807,,0.042306589182710394
ADA,-0.05422074261534587,0.06821641844810872,0.03068783038140821,-0.02149659579501836,0.06345380525704644,0.009763399483999173
LAMC3,-0.0630624498971444,0.05074846602459912,-0.017840998338248475,0.02488266392837781,-0.05430099985304295,0.014723072229101344
CCL7,-0.014566102063462176,,-0.01396469903118737,,,
NGF,-0.025009273903646087,,0.014575292418672583,,-0.017847622820635862,-0.015839917254917315
TNFSF15,,,-0.015550375375907576,,,
HMGB1,0.07122139072912907,0.04802592007550834,-0.03669881728545049,-0.016456378118184983,-0.02593417212034501,-0.034906081856314906
ITGB3BP,0.03690739313497776,0.016729758541334606,0.01293326896231519,-0.039110471368818844,-0.026589946028670826,0.02817462503367569
AANAT,-0.021133198016376385,,0.02657518684873637,0.022889329038912942,-0.01677939023340332,-0.0029178199316695816
RELN,0.03061880987783242,-0.03721995170790223,0.021799116323660498,-0.03064552318756248,-0.013070668685749399,
IL15,-0.03785252050469638,-0.027685571607723718,0.008155959059205636,0.04145504883004644,-0.034384718528992206,0.012602950608969364
