,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
NTS,,,-0.07124796312189209,0.010537243016870082,-0.026183208945713778,-0.013571385014960398,-0.03751460611884781,,,,
SFRP1,0.008340487897136059,-0.004204492586305523,0.050200042051104114,0.021408375498337927,0.02719418839620441,-0.01526394617283183,-0.010177251335318863,-0.013772703193872901,-0.015504908401156247,0.01534089325490112,0.08729129590773961
CXCL13,,-0.00718139141232062,0.0058777544886825074,,,,,,,-0.02465439510882591,
MICA,-0.034295469970596376,-0.04558002817105871,-0.03461735749458464,0.07188801285453196,-0.04279133754069967,0.021286241349166523,-0.03670319938330761,0.0541714139555622,-0.03562792245480835,-0.006030467970189201,0.07899360883440033
TG,-0.03200711976238177,0.09700088971003046,-0.014196174028586583,-0.032464220603226006,-0.02571008782524812,-0.0110464514484964,,,,-0.04018647491988826,
ADA,0.05121329080831768,-0.03577245551677226,-0.02975039843627116,0.04106663722963675,-0.07978304153887847,0.047239018381437806,-0.0431913486849297,0.06691718018408155,-0.011358349666771777,0.039785623100855275,-0.0648090750103626
LAMC3,-0.007597340230595441,-0.018846894317317966,0.09145809241986227,0.0328792084210358,-0.10974816058452022,0.08086419049406376,-0.009599387315589144,0.091546284726247,0.11860084280997865,-0.006075066654447339,0.01103110296932556
CCL7,-0.02143562488981396,,-0.03188052722843352,,,,,,,-0.057775494073766864,
NGF,-0.03680390346226568,,-0.010461832753997058,-0.030979573912106206,,,0.18256907120384053,,,0.03372792094680842,
TNFSF15,,,-0.023604234175830918,0.04224277736855972,,,,,,0.08311723613197108,
HMGB1,0.021211694580012395,0.06848517877123599,0.011675623574601888,-0.02837419827635345,-0.1606546626671582,-0.001846435606185142,-0.06162218883030528,0.03540562013320625,0.09081177177960524,0.02034921291389194,0.07108989567854926
ITGB3BP,-0.01593894133142457,-0.023793083824833278,0.011055844015300785,-0.00064309149590581,-0.1500394130835811,0.01186461373078424,-0.01610203774922223,-0.058388154886607764,-0.03003238264289083,-0.11154791622938649,0.07033790389671578
AANAT,0.02515296623289746,,-0.021268826661479563,,0.04203049367877783,-0.012733421527452136,-0.03526927010461274,-0.028234839734190595,,-0.02673299358278313,
RELN,0.05944520663897406,-0.00709882634219941,-0.02609412961088426,0.011279334266480336,0.19308295498714684,-0.03645336856042793,0.09016030513571427,0.0076486195739699295,0.01069505098466586,0.07076322988094945,0.02615335030377956
IL15,-0.0025993991328878857,-0.022060260505410025,-0.044880447733181075,0.057628377934078476,-0.03253716598807879,-0.027368295854234243,-0.040509186040902395,0.021049929738894836,-0.034626790763313355,-0.04587677974962537,
UTS2,,,,,-0.06338456808618634,,,,,,
BSG,0.055137089561697605,-0.022032335925418013,0.009723516358651128,0.01970684057887972,0.09249167511119874,0.055254428058885426,0.08946596410351094,0.04838335831749321,0.05846379053320357,0.0066007645333647684,-0.029865895014117856
ADAMTS3,0.019045486835176945,0.03532193391370658,-0.04316769638770019,0.008510629018972682,-0.15612841540033778,-0.027887829669047796,0.07477927440571677,-0.018527300091425055,0.06421364797640573,0.02220080755552912,
CD34,0.0005867906780822152,0.007297106820304558,0.014685100645370111,0.04578281750636229,-0.0737508902884702,0.02388150276680144,0.017648079715628383,0.12423723717897676,0.11934053984417371,-0.07667976626388918,-0.10754865504836353
CCL23,,,,,-0.021864005516779014,,,,,,
PLAT,-0.0005633555940872626,-0.01361493468852354,-0.006536725101420268,0.0036100599007029047,-0.16122961149891155,0.021827179691646402,0.01875279689359206,0.03457194818048202,0.013097758336699777,-0.04052489647516926,0.06013472196273882
NTF3,,,,,,-0.02055477996060242,,,,,
LTA,,-0.012734207016034978,,,,,,,,,
CKLF,0.007010139609116041,-0.05149098035464119,-0.04384037558256131,-0.007591381548062798,-0.1879865938576161,0.04500143349983416,0.012071204613376697,0.016360677753527002,0.051099435680309134,-0.0032430207074989137,0.011432734439134179
CD24,-0.07063731417030103,-0.0608935878133102,0.049801659099417264,-0.0020106376732674544,-0.061265789450488786,0.0626591729901847,-0.039259348998819034,-0.04095116769687668,0.020530456232436562,-0.03131201246599238,0.049634913976358844
HSP90AA1,0.04353199123403204,0.028116077756280666,0.12126629600356359,-0.004595877103597238,0.19373983228329736,0.009933189198122437,0.1129604847514445,-0.008211286555089155,-0.06896817084260312,0.012068953908030795,-0.07022762410741878
BMP4,-0.002905037100724069,-0.013499005916284855,0.014004995731722505,0.042722224534432876,0.0071796583052083415,0.036903890503068866,-0.024246630529799047,0.04349090257143279,,-0.0651304201127691,
SCGB3A1,0.045241709512268274,,0.034525275791569804,0.030893854948698642,,-0.010740765600047678,0.058488938815219695,,,0.02371206445364345,
IGFBP4,-0.036145095177114124,-0.029725958823564977,-0.06640766856317976,0.01946175212514951,-0.0656810253338461,-0.00473317161492813,0.023323485288329615,0.05807514353124183,-0.020103723144742916,0.0012713655644127424,0.19821863089652764
RSPO4,,-0.02058630002115566,-0.02923326043824828,,,-0.010740764028967736,,,,-0.007624522120056239,
LEFTY2,0.023268925352855904,-0.01289060245294852,-0.036693022363667636,0.09071911068861714,-0.12091136680412477,0.15488505612381978,-0.007303340604263735,0.09278355774989859,0.0038044589652837016,-0.00927982347367496,
PF4,0.04039395039969085,-0.011583492040838594,,,,,,,,0.01774559698264532,
ANGPTL2,-0.03322543477119223,-0.00024370078532359892,-0.04933899366991912,-0.006454109020203489,-0.13774076845350133,0.016403701549873344,-0.0971902384263043,0.019788851333772423,0.03367907036272465,0.059426736176949435,-0.016835063616374026
LRIG2,0.05459865679493429,-0.0055279262390394695,0.013597176252385997,0.02233075816630916,-0.06243041990481636,0.008320249558272385,-0.022017738144464657,0.04122775064350752,-0.04172602475304494,-0.012612718009629868,0.09152340523758627
ICOSLG,-0.04436536245414617,-0.015591339033283292,0.0005983621073065629,0.011213235619353086,-0.0649354684643212,-0.020383964376276837,-0.029018841614142466,0.045656482916271876,0.043157010127048645,0.10357454551363593,-0.09499276453027611
WIF1,0.006719057712428368,,0.08671814324770392,-0.023960138887601352,0.23377190840483833,-0.020211894078207754,-0.0006439442334971999,,-0.006078060004222752,0.08390428550514324,-0.021783031367262132
NPPC,0.00530836669202303,,0.04854636000878937,0.0019476831659244406,-0.027041262333724378,-0.014927033507189871,0.05262102863210818,-0.026786628539124772,0.02638031544709234,0.10671299758437233,0.09692984897773774
LYZ,0.0014092492058714948,0.012206028789781644,-0.03358654552464196,-0.07184061008712496,-0.1010339888121571,0.01560328167186554,-0.058636905180668254,0.03764955834805005,0.0012958567070452765,-0.03395152301083518,-0.0012656459804034775
EREG,,,-0.04113813359751582,,,,-0.03859159189921308,,,0.008789273226006124,
SPTAN1,0.08276300537458536,0.035033611686771014,0.06667128239361202,-0.04121384461023582,0.1061180905146609,0.04525511102848429,0.12561216898348748,0.01897318962635656,0.10635384478131077,0.09974482438515653,0.022369034756229915
LIPC,-0.002475716329856333,-0.017433774596253022,0.08965055853259893,-0.041507228139456016,-0.050257449918373616,,0.009549494717881827,-0.03287923531254905,,0.06244842156131045,
COL8A1,-0.00925458028875527,-0.02574469897281203,-0.05173278205396751,-0.07440015004499234,-0.05300464220983882,-0.0383959958218906,-0.03289716488019061,0.08693072269513637,-0.007158476344783299,-0.07043395553865298,
GSTM2,-0.0199736695729586,0.016425303855848672,-0.031952433200509577,-0.0226342709080799,-0.002843293472506185,-0.022096745163594368,0.04228569912412887,-0.04732937421606896,-0.06208241889495134,0.004944164782593178,
SPX,-0.04402846530913071,-0.028323478435511994,0.10236975718822215,0.03266912207452477,0.04558421383273601,-0.012811383598031075,0.05708977071565557,-0.004439504040936987,0.1441840535280174,0.11115176281783345,0.07701835216559826
MFGE8,-0.07861260754616341,-0.014035562835860809,0.09778878174923193,-0.003303997370845272,-0.01991586026814203,-0.037178507893386045,0.03008230128685332,0.1046249720357649,-0.010797568185579521,-0.05162327927482031,0.05953979346237896
TGFA,-0.0025639797589598755,-0.0189201336280384,-0.012654816924221012,0.003542832581154816,-0.06290601693248712,0.008485561165264575,0.005233412725277451,-0.0015947245485550662,-0.05679698182044887,0.03094087350983701,0.08018810870545645
SLIT2,-0.02241432865955286,0.03867519922252242,0.09757287501537319,0.03287801948017784,0.10136976660123337,0.0030548951884480794,0.06002917386336612,0.03026446109399162,-0.05117499657340214,-0.02232778370510782,0.01782532367116436
PLTP,-0.011061951682551405,-0.044591472552403415,-0.14708588284334112,-0.0013082762294155546,-0.18452759408278116,0.014710078472896942,-0.11305515877700403,0.011217892375026144,-0.0666344117915297,-0.024241507599126265,0.07443025235019
APOD,-0.019791987422799334,0.03672809576318045,0.028324782021840522,-0.04688111327911445,-0.17224498978670424,0.05604663875878792,-0.12922694865088113,0.048706450023276414,-0.12741712055466484,0.05834243134281862,0.13811981669905118
B2M,-0.04099363746668431,0.07918712663145629,-0.09124628258719575,0.02158725595682242,-0.197514211668831,0.09489209130548885,-0.111084552574725,0.05744641718700335,0.12270032265136382,0.08875318961589566,0.08179780067605427
OMG,0.04349121581336271,0.0824387850951747,0.10259720334329993,0.028221134298377415,-0.04096509779856478,0.0792717056920029,0.007158801018874186,0.026636604128341946,0.003436196388163803,0.08829010569914114,0.019940716523419288
CXCL3,0.003467837074104366,-0.0238145572557262,-0.06801852031599136,,-0.025228821528495676,-0.011490347163869747,-0.04389443896185637,-0.01988298773804529,-0.04829262401980719,-0.023256413126509796,
CXCL10,-0.05327556343296236,0.010322754155101387,-0.012079628685628346,0.0770480487690111,-0.14727825747147194,-0.01745467833996914,0.05107715941868688,-0.008010919591571958,,0.003499497611630719,
RSPO3,0.05717510755453702,,0.05215934801462594,0.047139761745834945,0.1159498316318436,-0.02790205126710962,0.05818859544904583,,0.006193688314047966,0.03794417936384402,-0.03533948549858063
CORT,0.05696248229125623,-0.020687383265022022,0.10452636626890788,0.01564579944529623,0.06429280636391078,0.0070499596797155865,0.11307929981233374,,-0.002712058402663203,,-0.03773684661400158
NCAN,-0.007667414432613393,-0.05808874410687838,0.1751405778259931,0.005903964033444003,-0.12595585175268056,0.022846624383524403,0.0588609292681035,0.02737518140566991,0.07639057331432786,0.09657069200583074,0.039819617005235064
PRG4,-0.02128075789958863,,0.1047886152150549,,-0.02733312877013364,,,,,-0.008473845521707067,
ZG16B,-0.018485292270199006,-0.01393885002206285,,,-0.01607481482803898,,,,,-0.017383187269849148,
TGM2,-0.05128084059277469,-0.023370439839386466,-0.006622544594302646,0.027881737339272846,-0.02353498140954832,0.0641709577845197,-0.04230113698066344,0.1167516250646787,-0.010580210356372072,0.05957153409661973,0.16522226746182922
VEGFC,-0.024070022319906646,-0.017898020206817456,-0.031193862018165902,0.015806706846571136,0.01023847695443914,0.15424994689326463,0.016874790287551022,0.03196296787962792,,-0.04537128497643127,
WNT6,-0.014978313741740681,-0.012890602791255977,-0.027922603008355407,0.040756417493171056,-0.026878553027087658,,,,,0.04388416170308349,
NRG4,-0.019742963075477533,,-0.015817793705629232,0.014281729556951613,-0.022281850982990552,-0.004161087066749356,0.056188403394684415,-0.02105908992645702,,0.1469404075687431,
PMCH,0.05149744956261851,,,,,,,,,-0.018744486889018343,
COL9A1,-0.021343989040510127,-0.02076701850028585,0.025394307004457415,0.003492030894322375,-0.022807167691930197,-0.02275230499216627,-0.01044353568810159,0.005234058261746595,,-0.011788491899617939,0.03070039375642819
GDF11,0.0007548806187654691,0.008134502629517737,0.061922417772019324,-0.006068179472765094,-0.12654019518524964,0.042914076507953494,0.0028420249753664008,0.02806316453958754,0.08885266407450276,0.012491270024748678,0.08016515616425693
IL24,,,,,,,,,,-0.058546674697269506,
SORBS1,0.059300927414013424,-0.0074557896430329776,0.03955153495650025,0.02804064565751417,-0.00809726425244331,-0.028995756050913837,0.0413183136830372,-0.018288778332793024,0.0019695521558647606,0.06906205741286735,0.07143750831937298
DLL1,-0.02587734596188094,-0.0705228712130452,-0.0048823920781022444,0.06821107217637416,-0.06396898836825064,-0.03374956083850108,0.05144861314279584,0.001149274394279854,0.08430282662279096,0.08382144455375656,0.057093201981036915
TLN1,-0.04887203561004896,0.022860395468681256,-0.11164343199994062,-0.03167954706897469,-0.15916241151188582,0.03244804337611946,-0.13215193013768106,0.009799240226538195,0.06200944706804384,-0.02671458697679403,-0.0033450497120345547
COL2A1,0.018604419536375646,,0.022320598705045307,-0.0297426516004783,-0.025228830114143248,,,,,-0.03554308658171707,
SHH,,,-0.006725152482430695,0.017284851728713288,0.018582294891746665,-0.012332314442941254,,0.11447407564531256,,0.0058687685816430505,
PON2,0.029454396164487015,-0.0298898423777049,-0.04340963815527876,-0.002697263269644649,-0.1686580828657829,-0.03307113225551166,0.012889249084891629,-0.003284441807291327,-0.015915122034820667,-0.022759394815952242,-0.057721078621537476
ICAM5,0.043805283221155254,-0.01659310081239839,0.18709125232244825,0.037201244877731764,0.0651752024126082,0.03508641149374287,0.05505471039878665,,-0.07331049519760682,0.025911730734191236,0.04494795832679829
HPX,-0.025136745235802994,,0.06365544385117161,-0.014018175976863825,-0.025508266718889346,-0.010740764505052491,,-0.028234828171573148,,-0.01641547634673792,
SFRP2,-0.016482868256702803,,,-0.02424644053030568,-0.020134951526341906,-0.030131629580181306,-0.0273989627095844,0.011731679501751984,-0.05975170183128763,0.07144039608167427,0.025968297487551226
CFC1,,,,-0.030746680024265657,,,0.032592447682833724,,,0.11176746793471971,
CD70,-0.04522305257019956,,,,,,,,,0.011807920597728859,
HP,0.005041622808891304,,-0.04518970475530501,,-0.06793258686869945,0.02205398804061757,0.00588193565756869,0.05159314248941693,,-0.0041897796512363,
CXCL2,0.001992402819794833,0.006901180087781782,-0.024916281484429193,0.02777803125825875,-0.047823751488070436,-0.014927032338954139,-0.02930488622825351,0.02086263921068513,0.01017516221746975,0.03169282849753301,0.012833242929706255
NPPB,-0.027654027981119243,,,,,,,,,,
CCK,0.12597866184192802,0.06933704191709068,0.2105254392469514,-0.006615533220005578,0.17162585498328276,-0.042010652584477476,0.15902628182995382,-0.058958435248939116,0.050937318811197896,0.1744451814777709,0.1005192125280408
SEMA6A,0.015218807901084213,-0.025374136494372694,0.05004198302007075,-0.03353194718983139,-0.15964723321851199,0.03826242238867715,-0.033723250039786525,-0.010134679711361064,-0.00887430773284175,0.007192682101874956,0.012049399244762608
IRAK4,-0.00854612666172658,-0.03487109895163753,0.011529161641787742,-0.04217016730037655,-0.0816635605197142,0.012860228594173994,-0.046408293277737545,-0.019113374608956683,0.0016982869811026635,0.022330901858853974,-0.09161031987946039
GSTP1,0.024310405721676233,-0.005355752610546494,-0.011819070930433787,0.01497934996738751,-0.16170324531840638,-0.021939079516089165,-0.11285656004381213,0.007214043730297104,-0.045569676875255975,0.010888422828168836,-0.032421755889023296
VCAM1,-0.05946714655036698,-0.04218073915215869,-0.07755424301476874,-0.00048063087600666213,-0.1284648902461614,0.008921303790935796,0.03665420637045575,0.01245937496486606,0.04248870469258959,-0.06155721704358578,0.014745244787618432
NXPH3,0.07295771276086789,-0.02947155733332777,0.006988240629320299,0.0005473708312091966,-0.07961593057052244,0.08966561759902707,0.000552228833619826,0.04809212939602861,0.0034490599797791,0.06438730290726531,-0.021112380281496746
MTMR4,0.07783588335549851,0.014621239848761486,0.012435181758015185,-0.018969839943576615,0.019834138694519433,-0.04034773593534128,0.012087128090946031,0.027745341430681494,-0.019277858335888028,0.0061472219258055585,-0.07572860016013815
LAMC2,-0.021705520372503992,,,-0.027770834659005404,,,,-0.020360884664876892,,-0.04036359094414809,
IL10,-0.038307458627385216,0.10915111457554019,-0.04232320066193585,,-0.021069582841318206,,-0.006492181490950685,0.032359097681641455,,-0.01894321280017204,
SEMA4D,0.015779125124785947,0.010099091463961008,0.07056950370231549,0.016478362790375192,0.07334344207995416,0.0061253966355894595,-0.046327406586539645,0.01614485183636188,-0.07569949006219638,0.09245900769812115,0.034276501022735856
TRH,-0.05207613497345315,,0.042958624667175635,0.016311076162282986,-0.0018812273126054876,,0.1050832081080721,-0.008840099886642722,-0.03642672123617552,-0.011723865147991145,
SEMA6D,0.01935640425246306,0.015700262508681482,0.08109023290046098,-0.004172937740297898,-0.0469349125671648,0.009832894399603855,0.0509043847807253,-0.035419798118288076,0.012707863911769894,-0.005600810802351825,0.10223452491789219
CEL,,,0.09770034114931402,,,,,0.08156252406809185,,0.005458473690215905,
PDCD1LG2,-0.01641009495900356,-0.011679941297298185,-0.0006223762530540476,0.0013894646332989825,-0.060429661279535286,-0.04011391003686197,-0.08145581513668727,-0.04041743347481731,,-0.010016177388950075,
SPINT1,0.04548985678970519,0.02321103243758388,0.10814556757696665,0.04218556719368146,-0.03284584259797096,-0.017552772225745736,0.045559233213137706,-0.026533812060820353,,0.08303429597074492,
CTHRC1,0.019742182413590204,-0.01933735885797707,0.021701616540762664,0.019421738281684597,-0.09785339231890579,-0.027902048068017476,-0.06027483003201376,0.04112448241215204,,0.08628932485905318,0.031469527806380716
PODXL,-0.005161455091844869,-0.04024427371636576,-0.09269642808210052,-0.0004320948260884565,-0.14456243477409397,-0.04932275019376479,0.04389570090647184,0.08075808562879029,0.01798597357956207,0.05098370319590268,0.0486925316610944
JAM3,-0.014234255492308783,0.007690103162537387,0.037076672752154136,-0.011147559627951147,-0.15518004092147944,0.008946723344978263,-0.09578162700240302,0.04025353316889572,0.008264214248087978,0.04899743155198821,-0.034264811591663114
TGFB2,-0.01990314666524917,-0.041175913600651586,0.053255710032973795,0.03086688558354669,-0.12276109107637186,0.0008417577746478512,-0.029702325602319012,0.021737314202428335,-0.11045219843292707,0.008470203293088271,-0.03932837907509772
COL18A1,-0.014430234099182327,-0.03504617388216101,-0.015908611608449096,0.013248200482653544,-0.09610359782406777,0.014924231339040523,-0.1075385361701523,0.08637847784202739,0.0663941710796357,0.08618558808814976,0.05151790669858335
NODAL,0.025552423162578476,-0.012415811730994597,0.05991791681046871,0.09819290428408359,-0.06648662313144924,,,0.08593720029582283,,-0.012486352171718881,
INHBB,-0.022739558116028576,-0.041324488606568885,0.024893899261186438,0.03045704014406617,-0.061900272961335316,0.01335516244884491,0.04670155947967658,-0.003544386123824297,-0.008231797832657105,-0.002643214829065206,0.03782815771208344
LCN1,-0.006312517884676171,,,,-0.022139761826117228,,,,,-0.006027028680059212,
ARF4,-0.07012185208799646,0.010479291036960625,-0.03614890623853521,0.025177086005345958,-0.018997592334161456,-0.03249920538155524,0.014084816916374218,0.008438121639745484,-0.010336894544461208,-0.07383071641178628,-0.03589364012167256
CXCL14,0.033951169153515134,0.06712527259744556,0.1326445721641457,-0.0016659766386998057,0.10654676278270479,0.007662281231895055,0.01917492798014913,0.009485834703952587,0.053827392740781924,-0.0913850140129509,-0.006079211779173057
LIF,-0.03449281662323709,-0.01571149751267501,-0.04979066281706966,-0.021315594601315373,-0.06259798648807961,0.03234608968165673,-0.05393441925834046,0.15070105373187764,-0.03566096905272593,-0.06931442043013647,
IL17B,,,,,-0.03656414556557294,,,,,-0.01352496251575707,
MMP1,-0.029924650836994558,,-0.01781109917690756,,,,,,,0.02236822339365489,
MATN1,-0.028498721449462933,,,0.08344113861667317,0.04397146984687486,,,0.02965563599613488,,-0.00836807180576887,
ADAM28,-0.06823139276356754,-0.006567262062771302,-0.06695145918730387,0.0024092940156216734,-0.043336929474484205,0.0027536641791552846,-0.0026830615363609934,-0.02890960795084221,0.008735738535475759,0.017394988919777882,-0.06978594376783849
TCN2,0.009332224213339254,-0.03330960631198707,0.07345844805482712,0.033223888004410264,-0.1231740049834254,-0.016889439025472307,0.01049223588977162,0.06200555230582856,-0.04527644151791189,0.11784167872217433,-0.020665071751710087
THPO,0.0014468341251689283,,,-0.03705429280043379,0.0010792304985068318,0.0718720619494011,0.0567706239817819,,,-0.035466675343020365,
CUBN,-0.02792576922253608,-0.029905974934017525,-0.020510868212313408,0.03845510620293543,-0.056509201820147986,0.003113816647510535,0.01511866758449841,0.035822775217296904,0.13028925806971095,0.034317493210452986,
TIMP3,-0.011936248164530767,-0.05728236478874534,0.1163002280868636,0.021012451523141358,-0.1193204360974984,0.0023354577829796156,-0.011372363005595706,0.08504142221221796,0.015861844501815096,-0.008425133596460892,0.05964167960591214
PIGF,0.02612607135629922,-0.014110742602877731,0.012955783750642815,0.003789457792897551,-0.1547369277061455,-0.044292105764539916,-0.02885932464278801,0.05181481646502388,0.025269103039468093,-0.05439590989518938,-0.06038096857780577
CRH,-0.011839213705894079,0.129754652485455,0.141986731579023,-0.0003525095464425622,0.043447815533676985,-0.023973720072611823,0.06511382070717334,-0.034714331470910534,-0.04245180895611801,0.037170327380871,-0.06679069848683952
BDNF,-0.017040996057201295,-0.013938847365198962,-0.002705799560347765,0.021345077060321967,0.23932578590730397,0.03433425833162557,-0.042681217129370876,0.0016673826803144378,-0.039264203229299265,-0.05058555004583642,-0.0471415803154604
CCL5,-0.050887708211371195,0.050224512566330766,-0.05680248094739412,0.03438192565089841,-0.050257447151126275,0.03874946477771827,0.0016144901258129648,-0.012059703121006717,0.007127832848380652,0.08525346762129687,
GAD1,0.03463926731712251,0.02239224781760489,0.19132203720036928,-0.03168831843505303,0.1613932920048817,-0.019742586836907296,0.15383037708869138,-0.012529035461419867,-0.056731764611575294,0.041049211660575506,-0.023743195880340757
COL14A1,0.047312764312208364,-0.019444133804834573,-0.0695036628269379,-0.013116746111290663,-0.03927465748664016,0.015346157759322611,-0.03363707556146734,0.06615003316691075,,-0.04347744444162762,
HLA-A,-0.10144317351639758,0.029486637791181877,-0.11893452040995664,0.016779746931959418,-0.16251678614425172,0.052912427280931484,-0.13843019954916427,0.03989460201498947,0.023162939255868088,0.003976784001843705,0.04701547263869005
CD5L,-0.011689036137962358,-0.005704806648919997,,,,,0.07867553309018752,,,,
FGF18,-0.023010100301702693,,-0.024694900573335773,0.004386532478966725,,,,,,-0.050033476898478986,
ADM,-0.02674539871501226,0.015415938291608658,-0.13335875719823195,0.018570220984507356,-0.06587487197446795,-0.031139992755969705,0.0028867193220245514,0.08035127847463437,-0.012384355122753446,-0.11170324505334066,-0.012959597264304495
CCL15,0.04156695499180224,,,,,0.07065329306512702,,,,,
GNAI2,-0.049880434424589795,-0.03153523504210104,-0.05518226953633279,0.0010153017483944464,-0.17792455375739427,-0.011165306790271456,-0.09710421473290988,-0.01987778400074762,-0.028900129789954702,0.04882963007160824,0.03873339646536411
HDC,,,,,-0.07246354288880841,-0.016130577721446795,,,,0.008014170912321913,
COL11A1,0.012829436723351878,-0.045014192346132915,-0.09996506961012662,-0.025538251853905077,0.0014149708778100855,-0.004142374299877077,0.09999741746482795,-0.02916926081277713,,-0.03404547349836732,0.13132055946478743
