,MGH258,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk
ADA,0.044473947075344716,0.021679283577017518,0.01458993976151163,0.06890528618963924,0.05373473580060231,0.041671974488764175,-0.025127411299284138,0.030439286542157856,0.09863822821128784,-0.019850657253928882
LAMC3,-0.0067908140269592335,-0.04430794350264551,0.05733628063169743,0.03167770669887918,0.024406496860209594,0.048027918413927416,-0.05475905879880382,0.024418685705800025,0.038971853135334945,-0.03845330866915125
CCL7,,-0.010216938086141719,-0.025137511526161498,,,,,,,
NGF,,-0.011038757939956442,-0.026831677208630722,0.08333625100021108,,,-0.01550215592979717,,0.06958179770811689,
TNFSF15,,-0.011377060262959472,0.041133556306965316,0.036242457668271125,,,,,,
HMGB1,-0.02687277190794293,0.0629817267689437,0.06054361001144178,-0.015529952485864177,0.021013070418924355,0.04147649298608929,0.0008984560811837003,-0.00836800831573307,0.02877152221367603,-0.00896188930727704
ITGB3BP,0.020513377821415407,0.019626412553123543,0.0061503736241129165,0.019988526179542953,0.04454517529878427,-0.027899884835499142,-0.005647878229333667,0.02007161384139313,0.037660456126669975,0.021010686623858854
AANAT,,-0.010351962372197925,0.06966612162828847,,-0.017320168442809245,-0.012031462557437948,-0.014574306417120188,0.04502668266520104,0.03812033070584299,0.06029309022469256
RELN,-0.015333526293955046,-0.017968688407491086,-0.0204964448134845,0.014243553497722862,-0.010852667303399543,-0.0030603749524741077,0.10562954917097798,-0.022581471952361334,,0.04194972446106393
IL15,-0.030367496222077846,-0.026387532131864403,-0.026034618365195304,-0.01818813734292799,0.03326397635216485,-0.01679926038046107,-0.029866009249271692,-0.018917469470101422,0.10711697982674406,-0.04272308261753116
UTS2,,,,,0.0013849785165209036,,,,,
BSG,-0.01355701727269731,-0.007923983552268705,-0.036950086647908165,0.007624826253831406,0.033914522657425304,-0.005378079523672107,-0.05454530564606242,-0.013342241997549978,-0.04826799913348998,0.029517361996459806
ADAMTS3,-0.04664941005646961,-0.025190022398326257,-0.05456294334433068,-0.01654177333461649,0.0317042682805841,0.013972454982566013,-0.023402911520018353,0.021396320356108185,0.11713093045817592,0.04074743198351687
CD34,-0.02492619034550669,0.0256593497669172,0.04852156916258353,-0.018843327042292995,0.013039168576743768,-0.014921197776028449,-0.027059362422462426,-0.043809828339477386,0.03226214048381466,0.014565109039154643
CCL23,,,,,-0.00031658272127178534,,,,,
PLAT,-0.0442663567591527,-0.02500566916161683,0.02236793939549318,0.00466679330847917,0.036161425545109774,0.010439568628672622,-0.05903470640987938,0.054700082204618104,0.0888800940615122,0.07396529430908065
NTF3,,,,,,,,,0.004819865819548575,
LTA,,0.008733922724931046,,,,-0.011587552317307227,,-0.01891747180528268,,
CKLF,0.08520038515935086,0.04981071746980719,0.00544592369580353,-0.011333720578976735,0.05031833650783745,0.011044007660288112,-0.06587827939384082,0.04141273567660918,0.028881934903707596,0.010007889398625833
CD24,0.028503643826890454,0.012211280462369377,-0.03791596906788295,-0.004649005885389829,-0.0466108341744092,0.008890808507338678,-0.06707064519650387,0.0068396934720466075,0.02349109879222947,0.020848567002771077
HSP90AA1,-0.02014092648789982,0.025645949310908068,0.08358472764127281,0.007093779018108629,-0.039257761515844786,-0.011198733279236938,0.038079768655005106,-0.0718321944365887,-0.0605024490556296,0.06617666396430248
BMP4,-0.019034885345339453,-0.011000664775666568,0.012285324724687633,-0.0023511779730662125,-0.022126815768022584,0.03688479202869265,-0.023246334981367817,-0.016119639858307604,0.005375718079017588,-0.00037887445914752774
SCGB3A1,,,-0.019971333463897185,0.007968726870380367,,,-0.02565485788462836,-0.013200361652624542,0.05673228298074717,
IGFBP4,-0.024789037771012296,-0.04235099100250065,0.021324013419696124,-0.014298533236894126,0.011014303347379604,-0.028832202014703982,-0.06364007517130674,0.044695012389040785,0.002080915218705121,-0.02640505387950977
RSPO4,,0.0406416757029683,-0.023050165260703397,,,-0.013477028777257672,,-0.00020505694184496902,,
LEFTY2,-0.018312948052600666,0.011267114714260045,-0.03577741958398781,0.01631490070212532,0.03185979435625816,0.02103459181772786,-0.01550215592979717,-0.023353407680213767,0.015836234186710315,-0.04002338878073054
PF4,,-0.008914077194476146,,,,,,,-0.01750115303792611,
ANGPTL2,0.022496796951292877,-0.003784038696670193,0.012338228960730648,0.043066910819153946,0.05528642873593261,0.008161136098485853,-0.059421181722183164,0.0010919039072785947,0.08154122665326581,-0.0293590209936976
LRIG2,-0.004326096303572411,-0.003102176954753128,0.00986259705440827,-0.020505692487970222,0.05252362050482355,0.02231350184908018,0.008038988961277407,0.010728208537732688,0.007495063151410215,0.06240770387852721
ICOSLG,-0.0251745167854701,-0.015850480936441855,-0.03803866301501169,-0.053388052968546776,0.05239954206748416,-0.014423258741763777,0.03310637725192678,-0.008483889524661751,0.02818184766058536,0.01602255586886144
WIF1,,,0.03568894253911343,-0.02275368838465654,-0.04081443861404497,0.015481693029627368,-0.005541050453110496,0.004200977117151383,,
NPPC,-0.04056094633081907,0.13071190718274972,0.08472633783695446,0.05869830017602669,-0.019456613544399346,-0.006544163892585724,-0.03848745643014734,0.014671866920875772,-0.033113354825153374,0.032621034422631034
LYZ,0.023015070383074345,-0.006633553261520419,-0.022178259827192296,0.028092020728458046,0.018534141918718005,0.023379691113809862,-0.09250468803438627,0.008173927100635844,-0.007754946379202029,0.04281049161488759
EREG,,,-0.03243705162284852,,,,-0.01594718812709494,,-0.055610664662635624,
SPTAN1,-0.03168660807796966,-0.00924748958024791,0.0004696150213346339,0.002566313693719089,0.027730488769710765,0.03223304797152692,0.03215704598304622,0.0032398658189266684,0.0701485707789845,-0.01403274315803134
LIPC,-0.0236801880815654,-0.016019260615344866,-0.022316353812521835,-0.02820513733714371,-0.01748748928950695,0.050819878958755074,0.012390541600866741,0.04077686045842771,,0.008369253090103687
COL8A1,-0.03155156543959323,-0.014259043112921223,0.0010245890143808054,-0.027310971831900184,-0.019613607360743066,0.038838322832815256,-0.014969159373996056,0.025158149546432276,0.012031882503852674,0.01716379983102045
GSTM2,0.0336274825928397,0.020200745574962504,-0.04518723940188839,-0.015380519203633742,-0.032620713379653866,0.044910496323547475,0.017867172538921873,0.017197319759779204,-0.0023531380162464233,0.0436980530459095
SPX,-0.04741417412486883,0.007714135874468225,0.08801660757552891,-0.024235136647933163,0.04673774636971055,-0.02423414731828911,-0.00042479951557496397,-0.036916830937348696,-0.02172991846923903,-0.03016694812323703
MFGE8,0.04418534534881102,-0.08744954970985058,0.020922647264506686,0.0009340778024323195,-0.012866079364657742,0.041794596185863044,0.01245138795474539,0.010896941700521726,-0.04840324878585326,0.006914488071060653
TGFA,0.014075979184908662,0.00045255928281830204,-0.06785612881308506,0.04665006616318176,-0.021048355982944023,-0.00038376558375179907,0.006838169278986593,0.04219730822803897,0.08323544261912742,-0.04507129571915942
SLIT2,0.03087958519323064,0.008485087427598384,0.015495533448816125,0.040218114692190776,-0.0363973508770051,0.04689245624355795,-0.013104965263494622,-0.026915028276004598,0.031046167726923906,0.0589772003510633
PLTP,-0.013746916282879983,-0.01471359729489846,-0.05171195607488139,-0.04560548707331049,0.030549925548615207,-0.019245232378988265,-0.11642441305288749,-0.005074347028128151,0.057678189036218054,-0.03638096518079274
APOD,0.0796618614373276,0.07676878893130797,0.018044339892452417,-0.06259582205645871,-0.001836014444957961,-0.033780842902827256,-0.005749604760024003,-0.026389821882670916,0.04865564529194186,-0.010128370389868666
B2M,0.058080649109156994,0.041885981697303336,0.011067314282140951,0.015957711768403004,0.04680671533589844,0.03468693947682777,-0.04494025030810615,0.02090788588537527,0.06239503426628805,0.0225458105966406
OMG,0.09962205465342827,0.04965463541481522,-0.017231639364785088,0.037221795781641955,-0.011791113819940175,-0.0015105777281373884,-0.0021838790060877923,0.0032527019200496083,0.07107972231728463,0.01260023066936662
CXCL3,-0.014894743625129823,-0.02525916096892813,-0.02495976826053409,,-0.022740553216627924,-0.044381898418246093,-0.022449571119061672,-0.013624005396466472,-0.09125522675386592,-0.037622247729838056
CXCL10,-0.006044473830200875,0.04944557801312001,0.11967599265352731,-0.009299078743500699,0.038055942780205035,0.007314260375137412,-0.0445472827134029,-0.021650193321616506,-0.023474119746669884,0.02437197723002877
RSPO3,,0.04455568491993434,0.09419764138900467,-0.0156921979433391,-0.028440634974216134,-0.007034817590623777,-0.03424979774058973,0.03263022460798111,0.07404411119541301,
CORT,-0.018495825257502003,0.11377144650371018,0.15051023287276044,0.06332532193760271,-0.0317628061842106,-0.007024717258751388,-0.039022412332852155,-0.019319572754812046,-0.018314067138766165,
NCAN,0.07886755237913248,0.012038841398411595,0.08275620733400503,0.08192733851847014,0.0148506048523755,0.008721582479198492,-0.03843234916282575,0.048600400427575706,0.09901816814389529,0.06892333825043923
PRG4,,-0.010216939678299857,0.028816758145991068,,-0.008228258596766182,0.01584700104610719,,-0.016645199593525704,-0.02702352677511132,
ZG16B,,-0.011858008025744205,,,0.07779887395802429,-0.009207362216511491,,,,
TGM2,0.0116375329564739,0.017615110323729817,0.0505365829554261,-0.029383180645284435,-0.0011591576698565223,0.008143904513766903,-0.02256733096794111,0.025255603620745127,-0.0016815657391884933,0.010349160400560982
VEGFC,0.006234402070067629,-0.01820932219179963,-0.024596082129024005,0.023893983796366414,0.11273286018515903,0.01887768135622933,-0.01802025314746993,0.06266482672750555,-0.0023638477189250433,-0.01737191207025314
WNT6,,-0.014131343137504112,-0.022016723560862348,0.04154538475588301,0.10429026541092128,-0.020490656208054524,,0.031441684783805504,0.004023886067814922,
NRG4,,-0.012434482971317006,0.04014789941378648,-0.006079010957590837,-0.005326833950438922,0.09382469409552892,0.006300751053918803,-0.019817421449695543,,-0.039847648080679934
PMCH,,-0.0001435853512149236,,,,-0.01347702812684547,,,-0.00975348643572483,
COL9A1,-0.05600987066381292,0.07460751406282859,0.02385598944843295,-0.006413848880300601,0.005963443104664199,-0.024676933280141707,0.019175961561330387,-0.007113375618326075,0.09397806253542246,-0.015787214192643048
GDF11,0.017645540098752657,0.0584715806430413,0.03922549085510632,0.026172007957604895,0.021524427600057787,0.027178396624426282,0.010969505646027685,-0.01910943312108743,0.02001368820220732,0.04263700716412189
IL24,,,,,,,,,-0.017222106050649742,
SORBS1,0.04228535958546826,-0.05099768616014669,0.015601280901764436,-0.019479715318794867,-0.04313441047862341,0.03363307844583096,0.019501814092497915,0.03703097901809143,-0.003280774501507734,0.019444181792407495
DLL1,-0.0009100636276054504,0.0541787724465114,-0.019302568887912135,0.030254819280581605,0.005331259157890684,0.022612502333987254,-0.027422366686365135,0.05088998656766274,0.055776017142769196,0.024040097550555563
TLN1,0.05647837235727604,-0.025596782182512132,-0.06842011631925143,0.024831922782855342,0.013376704005204576,-0.020779448107250374,-0.07684196766419736,0.03284943648192949,-0.002124249065522653,0.016291473203057013
COL2A1,-0.017372310056472995,,-0.014271152441986684,-0.020210830998971693,0.04498361807656202,,,-0.013831162526816208,-0.017020952504597984,
SHH,,-0.010617077804885322,-0.016423541274725565,0.010889091575909173,-0.017876844033669074,0.02602584655180277,,-0.013200360498830757,-0.020364837403695487,-0.055576121439905604
PON2,0.023793527549977548,0.03264372648740957,-0.04409099193139902,-0.028737541760681665,0.014566714467521684,0.0207198441494204,-0.053272928267329746,0.05854292756744057,0.021993434844040538,0.002208588039758947
ICAM5,,0.019926587341231983,0.04064760050760834,0.01679637811598691,-0.02485103936522854,-0.0103326425873252,0.029239828857954685,-0.025779591010695217,-0.05496665578266963,
HPX,-0.019732896193794258,-0.014221287955795563,-0.003152372185741352,-0.018655426009508584,-0.03311499448789043,0.044914067418762096,,-0.03355268183839905,0.038025675144369726,-0.043076363654609436
SFRP2,,-0.01209170104852576,,-0.027713478627887967,-0.018149081445672417,-0.015059227987518287,-0.058135454423217645,0.025976259970430092,0.06742867799002746,-0.03261180550568575
CFC1,,,,-0.008239373551691553,,-0.011587553017602873,-0.016381020224074325,,,
CD70,,-0.020552451355966866,,,,-0.00792979943408793,,,-0.030368818970110453,
HP,-0.03447052962414396,-0.02915100913828138,-0.04544379519354447,,0.0016876205877048153,-0.030042628199930744,-0.03696369144919293,-0.01582808030983883,0.07811965870644691,0.017229235752793625
CXCL2,0.05571429593902616,-0.007437847527089068,-0.018519289467493996,0.03473466952044916,0.049679802090445396,-0.0179988171936382,-0.029784250097287693,-0.026126686061114176,0.00950023392810939,0.03003351455319123
NPPB,,0.01984997619878081,,,,-0.010146532672790727,,-0.016987090896093588,-0.024738255287596503,
CCK,-0.027091168391354233,0.0399226222785271,0.16858937766351048,-0.03492666727604564,-0.041997756540516594,0.02352929129187931,-0.006158277245059557,0.009701050011746315,-0.0174898848256688,0.07501406579124256
SEMA6A,-0.03152829914038507,-0.033895396071886144,0.0332657669321461,0.052886774198498944,0.02981613119967957,-0.0036317902879478953,0.060584078884916896,0.04446822155894602,0.10287256503235373,0.014573784202354228
IRAK4,-0.027289100981317874,0.00789683939406835,0.003381803463776224,0.019014605696243986,0.024959874515722555,-0.006770724075969992,-0.05971236564760395,-0.007007979012676773,0.046918034657019325,0.01965079590730336
GSTP1,-0.016399535861810983,0.06607707022087188,-0.04542437409565823,-0.03014909614181394,0.02271181718406676,0.010417127529342306,-0.03832533301310887,-0.022555612545031755,0.05844736890709431,0.0037143377891009515
VCAM1,0.011964942791299548,0.04266598013474263,-0.05985947007389387,-0.05250573755220638,0.0366109372496693,-0.01584924801703474,-0.0708157033605544,0.04549101911732011,-0.045741697971067856,0.02339662438517851
NXPH3,0.08434349746026411,0.018262836056303328,0.022467503422930798,0.03680287106046536,0.09155188384010056,0.037553786963132,-0.008844095727451746,0.04903707382070984,0.03902730434643005,0.03990504836888732
MTMR4,0.13051451830594954,-0.05119326679306008,0.013693057974909112,0.024711530389145656,-0.008777163979577746,0.0062040561962665745,0.03844122705113842,-0.057213324044567,0.07024566765439076,0.034183604643800845
LAMC2,,0.054463766048836675,,-0.010548388511811486,,-0.012773352645392935,,,-0.022617457674730588,-0.013100885208609983
IL10,-0.019211531851244846,-0.0050849673741392,-0.044238491086581885,,0.058107735404165986,-0.032009497736498825,-0.058662538221596484,-0.015205861417841289,-0.028321690446477546,-0.00994125105454846
SEMA4D,-0.015106301346678326,0.015912593544928823,0.020015807846900446,0.008446956505528375,-0.07812524189566983,0.005286110293035274,-0.019386740237830203,-0.02536453754392672,0.07674448289728245,-0.07090382017368688
TRH,0.036885647763985445,0.010493679239354412,-0.014043895990657076,-0.01212225617684614,-0.010160369810970965,0.03889280479484099,0.017943778180125717,-0.03763867456543764,0.11550427234558186,-0.059508787164011756
SEMA6D,0.00010758379244761659,-0.02339612396546072,0.0516584685512366,0.02012412731524946,0.04372578210185735,0.00544876121846385,-0.0760037867791239,0.044313481878106895,0.030904169706436974,-0.013294215881356033
CEL,,,-0.0277071438839742,,,,,,-0.028117371835027657,0.024316429806455583
PDCD1LG2,-0.001037186681172894,0.03900781023291653,-0.031225385471923592,-0.01795019425245636,0.10593916649188694,-0.024240738992322285,-0.03652084007729554,0.02757257913705548,0.03198666670090397,0.038306295846681
SPINT1,0.05948851458969068,-0.02958592556911669,0.13220882813940413,-0.02321748609345608,0.010571248598329107,0.02930126506587388,-0.0033413174640752248,0.02358927105274923,0.041659917304264486,0.03973248473468328
CTHRC1,0.027501072429258186,-0.041633973000480246,-0.019787433128713935,0.03200496468194375,0.05635343892107224,0.047060377926252006,-0.0490692834049416,0.027105017433966646,0.011199367896746292,0.027271673707836435
PODXL,0.01473516115108813,-0.040403073941406215,-0.053522558920094346,-0.025750922630470373,0.0501267428181267,0.022888692640552252,-0.024559723360901543,0.0547051087322807,0.060391646017962715,-0.0250790497349414
JAM3,0.06976442987369028,-0.06365115417537695,0.0030436397138745163,0.0033408518632281167,0.03580729586463672,0.04839397968235875,-0.05921954126747794,0.042691120331631006,0.04692151127680369,-0.021671551602994967
TGFB2,0.032577830495193125,-0.013206542551173008,0.010703851416059893,0.021920633955778982,0.045086180984861765,0.035046186856034604,-0.08935051655255716,0.014342975697092067,0.07942528143529275,-0.018104674496925176
COL18A1,-0.05496870500354409,0.015874411861086582,0.02299894378574504,0.024395286275097367,0.04490052786607665,0.031504026085642574,-0.09985699725181217,-0.010620399586577343,-0.06542334253619175,-0.08641655175174365
NODAL,0.12028326752956649,-0.007414918015294318,0.02055793918195515,0.017071944227437276,-0.0016322732706233684,,,-0.00818117730250058,-0.02127335785711653,0.030143388348173924
INHBB,0.06867429949504657,0.054492656937081094,0.042807327163305785,0.009607661425925717,-0.024444135212143323,-0.00212572248555398,0.022517598263863327,0.015085111452592505,-0.0461875570044021,0.02361339393028459
LCN1,,,,,-0.01995616130708373,,,,-0.020089995767024395,
ARF4,-0.06673378935571737,-0.03436592710084865,-0.006551065237607635,0.000619145507831152,0.04093728686672352,-0.002387442955165749,-0.015719817597888132,0.021714477103144888,0.038200104433013256,0.012904185434977568
CXCL14,0.00402258607194806,0.0007694044996892253,0.1114106368913892,0.002771981008930837,-0.02070604518476878,0.05273688965145094,-0.01110644221502483,0.026107998637212682,0.06077433180481411,0.030298732705169026
LIF,-0.022938351701165084,-0.02522495306611221,-0.05808897306535638,-0.02264561452858997,0.04946783027469024,0.02982628607328667,-0.02228729855675909,0.02368447661170722,-0.0027607855386950347,0.03798680421347063
IL17B,,,,,0.01303164568451727,,,,0.02129850880679055,
MMP1,,,-0.014043892927021673,,,,,,-0.02048188702967794,
MATN1,,,,0.01224978736631579,-0.020922678411241083,-0.010273965166737674,,-0.013831160805594211,-0.03553362993219261,0.04071160838570251
ADAM28,-0.03442462392670911,-0.026754022573316077,0.03308390561541636,-0.021836874322580146,0.0018313117093261043,-0.016755099724153164,-0.023628418202881616,0.025831352721007728,0.08394821213878516,-0.07824530855872384
TCN2,0.0482569002497697,0.001204239860297007,0.05426174048623815,-0.01426872203597107,0.025989576441520463,0.019575528054878107,-0.023029664991365457,0.0010647573938898979,0.048303124265595736,-0.01200301976580575
THPO,,-0.021539332159315302,,0.031535734296295435,0.03708291177884763,0.0059360732639206545,-0.022124003112421395,-0.013831162394414495,,
CUBN,-0.03130125723911802,-0.008532296708509055,-0.02508030246446592,0.027072101298197974,0.013552583715213097,0.005384324439190681,-0.017012650605114022,0.0138103869145043,0.01711785779592769,-0.0675141274425693
TIMP3,-0.028459485333641947,-0.0549423067462398,0.04686206968385897,0.0060631214396745115,0.007971041910443802,0.021356018878996432,0.02363083188241467,-0.020696448815253017,-0.0653290569714734,-0.015472788058997626
PIGF,-0.022647383916210708,-0.008408101824684934,0.012721517820370528,-0.0451893545385081,0.01799727204901029,0.018599343600305848,-0.021842101190406017,-0.016992824732596477,0.04007093420034084,-0.0009157074152618009
CRH,,-0.011975391804827885,0.11317008632951663,0.0012113200871200368,0.03740028171099733,0.053363701915138874,-0.018979229718912315,-0.01891746772693851,0.020624333768861695,0.0008451256820235891
BDNF,,0.020579454715896235,-0.019559786829048593,0.02706657104900035,-0.03505715635547681,0.07160966119252977,-0.021959659426100887,-0.015577441210505227,0.01190382018146529,-0.0690138163406636
CCL5,0.04277260298042709,0.07936506953332095,-0.033472016843922155,-0.013047955748366936,0.04538881137715059,0.0008641729602694009,-0.03267983468103545,-0.018763635062600734,-0.0015792522532750819,-0.03332220070635353
GAD1,-0.035964610972561484,0.025597826763178677,0.14329789142608554,0.01080852065928809,0.01341280504981738,0.020680472842067275,0.05231302889085025,-0.01421894890336938,0.05095340778319937,0.07238473939201678
COL14A1,0.02226515169375192,-0.006094918672856778,-0.05480301856063256,0.02617475051354126,0.01827288583682418,0.016599541744823056,-0.03902240350760375,0.02375323030702582,-0.0914823452768719,0.0262424621403256
HLA-A,0.027395070471035152,-0.030436174149257436,-0.061723613983316716,-0.019030330398207142,0.00409712667020677,0.05380925140122173,-0.09501188277455008,0.034822444483080285,-0.04394642919705546,-0.015744849930999016
CD5L,0.07058160853116313,,,,,,0.023839025476709488,,,
FGF18,,-0.00951435923420144,0.09603507925859062,-0.025560946345983486,,-0.01100895843875662,,,-0.018465642772121697,
ADM,0.018598826520953973,-0.04310738016672871,-0.05951800743713075,0.026327643487798567,0.09081621998110659,-0.003545585717222492,-0.06625876675716626,0.000760506912933029,-0.08632495277995127,-0.07346419299098172
GNAI2,0.04607952972926792,0.052408867152689234,-0.04777394589929803,0.01959253553737522,0.0442781410378517,0.02714460332116354,-0.010338527027647352,-0.04266167438644293,0.008467929743614874,-0.055720207345218827
HDC,,,,,0.012934573564081371,,,,,
COL11A1,-0.021388504068255283,-0.028148317182674534,-0.05303587114618748,0.04751069947096827,0.031049780533631565,-0.021025895113919123,0.010926544760172692,0.11130997299168549,0.019196228799048625,0.08952431641650574
NUCB2,0.062214590952514144,-0.06610314466819533,-0.03377887177187211,-0.03285866482861888,0.07428691150175695,-0.0038031480810270164,-0.028182302615793502,0.06649320072994726,-0.03473844142603445,0.027750751010285415
CXCL1,,0.02830834576860408,-0.008382745097145507,,0.03045537564705052,-0.023247284014160083,-0.03150037552320668,-0.01876363824381586,-0.012827997413666931,-0.0493144314151024
VCAN,0.03572007057281141,-0.0037576995035166903,-0.02276888878136579,0.01573938057097181,0.00781286792161329,0.008865513525318735,-0.016590633299333662,0.01912815080169288,0.01975194468253698,0.10607180192810006
MMP7,,-0.018915193351388557,,-0.005855592716911789,-0.014566351980962901,-0.010146532617353855,-0.013587463171943941,-0.02137747057673314,0.021965871967700543,
PTPN6,0.028606215842547075,0.05017588508867174,0.012138237598877624,0.01626386671254397,0.055913984411356296,0.00514862116661688,-0.03279835331050201,0.036021903449297614,0.049663809818877865,-0.005161955847641332
PTGS2,0.02076694320831302,-0.04399846546335788,-0.07017015840322928,-0.03261218372583508,-0.026164528870938567,-0.013916818215727163,-0.002977893316130216,-0.01043851013926918,-0.07696842516284622,0.019850170094445865
XCL1,-0.016584721499588364,-0.010351963349561209,0.08464943526999327,,,-0.01666530017654128,-0.017822885620454972,,,
