,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.004729611374593778,,,,,,-0.016113806938538387,,-0.015471711380125716,
BMP1,-0.05815237566790938,0.008933139988311085,-0.0072910246628029194,0.008472086752426434,0.07044973641084563,0.017743007221541263,-0.05830492152940005,0.017503105130150402,-0.012608965406543026,-0.006260686848168606,0.0446567661184982,-0.03848568072230428,-0.037601942800792425,0.03187408668155218
NDP,0.0427123584682795,0.052067512113490345,-0.020273538212721858,0.007902157743926792,0.04280893232586871,0.016372317778562226,-0.03686838215141522,-0.009235479330993066,0.021524117412905386,0.04050248659440057,0.0781805740849397,-0.043315376823843045,0.039172382973235775,-0.0354738043035563
TNFSF18,-0.019872580277829753,0.11672693486799554,0.017890585702997095,,-0.03291699723749038,-0.011674764661574738,,,,,-0.01661788467031928,,-0.02609801104020679,-0.02430873417830757
RTN4,-0.008732930615038187,-0.008864193845921268,0.01995243715850814,-0.06621787490611554,-0.03539170088012589,0.009911356914955122,0.055220733792048574,0.0260139960993368,-0.1008023321504547,-0.042721140509338416,-0.0152504038983821,0.01635772425261015,0.04686977884646117,0.0646532672756499
HEBP1,-0.02400737249852022,0.012792648647775918,-0.030832153308249212,0.011230359797572443,0.07385619329380179,0.047763276938254155,0.092288409557284,-0.04047106606236913,0.044056079779850946,0.03445212121818862,0.06665993678720601,-0.006907932764086842,0.04033412270379451,0.020938790247151104
WNT7B,0.05953205785316619,-0.004768943150904236,0.0375273904684531,-0.023080013717533175,-0.04272656203104949,-0.02380865050517065,-0.014267907588083337,,0.0735941448344423,0.01125397635998837,0.026039718967061892,-0.02701474976800671,0.033352972080885425,0.033316682098595625
PTMA,0.0008564589820835868,0.01083790037488945,-0.014230777875430374,0.01095936435318611,-0.06166564793724705,-0.021352932672308502,-0.012659882770514882,-0.05797317349376138,-0.06609166605715523,0.04821094107775226,-0.0413776263259554,0.08212134960159195,-0.05716884380158185,0.03049395728157486
FASLG,,,,,,,,,,,,,-0.013418610001732428,
CEACAM1,,0.02294113381954533,-0.013845180178795295,-0.026650798905455606,0.04102886693729881,-0.01836162348633581,,,-0.02226730323171801,-0.021769307545990154,-0.02387816534060702,-0.017930082315454336,-0.018670024982336934,
PDAP1,0.12130476418363928,0.008248515493776665,0.016960835490893677,0.02737162208959795,0.10378171250219195,0.033657898775316365,-0.0034026990592264223,-0.009431380417603125,-0.0010479521828572693,-0.03793560445095372,0.021668650009578082,0.08508285439774935,0.00643591347233688,0.09024101200976087
QDPR,-0.01716395730063092,-0.016310123093963493,-0.03668656378014787,-0.027319224568330778,-0.10405087950460581,0.025064141343485252,-0.018520425374672873,-0.06214214212935356,-0.031114879783673784,0.034084726576699295,-0.021822568204146946,-0.016398341057148245,0.08063134892571446,-0.056258239192966374
POMC,-0.0375227480336163,-0.0019250924847309379,-0.024600676281709623,-0.024818305257577607,0.03142300692120363,-0.013546473694648937,0.01734265622981392,-0.038504745809393164,0.004610084940372779,-0.008357364181366754,0.017940754778343265,-0.015850575791230392,-0.01135002664240127,-0.0012876024330409168
CCL18,-0.026650764160112944,-0.004759406836718698,,,,,,-0.060927102959262666,0.06003033156131377,-0.012183345617039617,,-0.0018299811184263567,,
CCL17,,,,-0.015447132673914541,,-0.01456070453984554,0.048732041489120984,,-0.015797573875132222,0.10496581738582408,-0.02124512363409729,,-0.012162462793408588,
VEGFD,0.04920358601831761,-0.00575018604324652,-0.019830442856401224,-0.017209811621284064,0.005320860231508198,-0.015513199125871216,-0.012953581438028336,-0.023221228252389575,,0.05444126399672526,-0.022407048141035085,,,
TNFSF13,,0.06879369871489435,,-0.01065508640142853,,,,,-0.03031317143437892,0.001965098806464884,-0.022782647612101168,0.015901552028555928,-0.01981771796233792,0.012863328931806204
WNT5A,0.017412115785307818,0.01417014423267203,-0.024840732926702323,-0.04419098325072476,0.02702460915309332,0.018735176519744993,-0.0013792079530984787,0.02358627242051807,-0.027260624188118313,0.07984242528378553,-0.010999286217950783,0.016312976987418102,-0.02790039642645537,0.03117994075931385
CXCL8,-0.04563157572270613,-0.0591070916098872,-0.018568051302900755,0.03089959380857872,-0.029123918046710363,-0.007143804379219458,-0.012062938275537996,0.020825516972294098,-0.03657463406666641,-0.0006602348205750608,-0.03016344445027031,-0.03178975060624745,-0.008207703192263417,-0.034679306082473736
GRN,0.010255874825931644,0.04769684377511687,0.015167289516912905,0.0024305532235852235,0.0545565369464352,0.04813822223223552,0.04462850977719748,-0.04043669826170003,0.025385918892282425,-0.0606026938642523,0.08318148836438577,0.026842763780233182,-0.06257066569810986,0.0016890105738678707
MIA,-0.03525202191511739,-0.016375818276154745,-0.01763580907762349,0.0037747702110049763,0.13659785200202978,0.010882715457403014,-0.014731970886907522,,0.038214294567432465,0.10863130581464149,0.0624724524953851,0.06647818635887183,0.0703341398032712,0.061837144196577175
COL4A4,0.009698290663538885,0.08359370008444475,-0.02965817810394562,-0.021378847164530746,-0.02184371264252449,-0.015201826028453276,-0.0247485394952252,,0.05615399023902368,-0.034856065206387794,0.029502717293361323,-0.013054919192740868,-0.02415847271478352,-0.029555660714268704
TAC1,0.02897869578331632,-0.03689736108188335,-0.007004308700796284,-0.04900944898405353,-0.019302622089509138,0.020185362912113605,0.03841814815604873,0.056907184922981024,,,,-0.030934499960697227,-0.015988794073206546,0.052448880746046186
RARRES2,-0.05012190493449512,-0.0012712181114234507,0.027917163173345833,-0.04777812834978912,0.02444876885318406,-0.0010565133452457114,0.002715162534050676,0.032166772616697994,-0.008760370163525925,0.06616936892579205,-0.05237335131017141,0.019982480135517965,-0.015840075836185963,0.044903737534428945
FGF7,-0.03015358144566063,,-0.022382321569630634,0.072993368466598,-0.014790709692294061,0.014933474986139866,-0.02966883841134263,0.0007007285689891217,-0.06230662006958926,0.05887692826388674,0.005865573363930084,-0.002868280670443033,0.0684694743827196,0.007074088966058723
EFNA2,,,,,,,,,,-0.020690269953414643,,,,
HBEGF,0.014889374078596711,0.06651169283118911,-0.03577471468284113,0.009197671219442979,0.05354974411432941,0.040018123079620785,0.0031369493138450237,-0.007552778925122714,-0.013892313825410849,0.009468733134533489,0.03904530718721211,-0.04742003708792783,-0.04554591251399938,0.059587745254834054
CSF3,0.01023059713816112,,,0.10744051797381869,-0.02311022753653151,,,,-0.021360865345661346,0.013205647634038514,,0.04885412028314116,-0.012805197040118139,0.01980143161883985
PI3,0.05225480801529271,-0.02247869783720056,,-0.0023423898586370805,0.13651219048573235,,,,-0.0361239374441693,-0.0306160051784321,0.09353823712695862,0.03674853517371073,-0.02782143905850821,0.0706882485259714
PCSK1N,-0.0008172606735079982,0.06279465782290439,-0.020682536212174207,0.006853626854189703,0.0008227554216015973,0.024003685901632932,-0.013070366060067238,0.06332510698280445,-0.08147611852892486,-0.06176975708960316,0.03435173914216032,0.04812554307853963,0.04200065135063766,0.035347218426114276
NTS,,,,,-0.02840524960320835,-0.017366319138439,0.014826218825814183,0.08230721411280133,-0.024741602539988954,-0.02520716768176946,,-0.013006080265306827,-0.018962750684156426,
SFRP1,0.09624041287297184,0.030829165118125793,0.022364925531451783,-0.01347822034513104,-0.0033060971306818135,-0.023655422311421564,0.01452562853143412,-0.056945082017004114,-0.07595383585564507,0.02629673191736748,0.006847935589173345,-0.04170984706955126,-0.018522104399283333,-0.011038426324653442
CXCL13,,,-0.004831462418512395,,,,,,0.05085569777227849,0.03422332839348495,,0.0023824331193761723,,-0.02521754277505676
MICA,0.025857558995314316,0.004012248364829918,0.05257374806303436,0.024882532082039326,0.092365265847508,0.08260236538199894,0.009770814570673666,-0.05873329808100572,0.0754583076278058,0.08643326863549118,0.07032056505427857,0.0157956432731682,0.0013863866595596483,0.001608328543624012
TG,-0.024096554818483662,-0.0025159529384745963,0.06795734831727879,-0.014545135164041233,0.09849486840631155,-0.014669358795969116,-0.012780226417843292,,-0.020991026060222035,0.02129602521333048,,-0.02115579289216077,0.043919418085409175,0.010212817484384988
ADA,0.016562564776840663,0.024232389291662295,-0.03889336354185194,-0.023894017941138636,0.038141812994433894,0.007230333073967563,-0.007159976206243383,-0.04849491919880968,0.08123191033913534,-0.016315532070292554,0.04532606431995254,-0.02710385525151671,-0.02955456552005267,-0.01384846642795581
LAMC3,0.017803572651278604,0.07127374040371115,-0.03347883362077895,0.08268142715451005,0.12459407525102757,0.06478697553679132,0.017535010529728355,0.005298585909705798,0.03951407964355843,-0.017222959269164177,-0.04006183895221931,-0.04137382706313811,-0.04514453388426804,0.005483081491085599
CCL7,,-0.013591043490858346,,-0.0105161094844131,,,,,-0.02367692188822109,,,,-0.013418605230234878,0.0738460984524345
NGF,0.08395376307027351,-0.023335146755003058,,-0.011982355263358745,,,,0.004576467734916704,-0.02734494929998203,-0.020412157916230956,,-0.007201375045304189,0.004449938588205336,-0.005283274673676008
TNFSF15,-0.021544800924989126,,,0.03727630328404703,,,,,0.05340490792650074,,,-0.01596250169721642,-0.035454278223732566,0.13111685610958027
HMGB1,0.00968265172067718,0.021228663590942755,-0.02952353080194229,-0.03167366765306747,-0.011272547301704685,-0.04754690329181555,-0.0024361129883056242,-0.005789660574569239,-0.022801548805062462,-0.061226772940837504,-0.02485308884746797,0.03544303131180775,0.052610993569507984,0.033132410495166395
ITGB3BP,-0.011582771660633534,0.010398624339126934,0.051577844231542255,-0.059683647493499824,0.056793353966351615,-0.0017182509190818672,0.013083062504657569,-0.05713837441993425,-0.0029402367749590853,0.02036306956304922,0.005152801452600199,0.037954088870771945,0.024459254981267876,0.026967686399792967
AANAT,0.08473769572789064,0.08465301478219923,,-0.010655087538625622,-0.020846050645093258,-0.013192240093214668,-0.014731971706337358,-0.01965525842262903,0.00019378574358308056,-0.013119330267799269,0.05522005666723665,,-0.014197443918654956,0.08696026947499393
RELN,0.08685970751577603,-0.008189625975390908,0.019528717015454042,-0.01849484581303155,0.029105749838285323,0.011077691423315843,0.011849272298272904,0.05407126458636207,,,-0.03286418061711005,-0.019280972156768366,,-0.06449053143708523
IL15,-0.01110529866984061,0.03804683056381789,-0.02398487102073801,0.014800827423245486,-0.05437499476064057,-0.012005279441815299,0.04075139965192815,0.07355769271804277,0.031462841150519005,0.03784377605023241,-0.017156200951170198,0.031634938447954335,0.04997351055630813,-0.014157512705290705
UTS2,,,,,0.07940264534230587,,,,-0.017688317315289217,,,,,
BSG,-0.07228936926109585,0.06290348173329734,0.02096807427381962,-0.04116792972525439,0.02667278800470739,-0.009550120006642168,0.015101986690248842,0.07048941817313524,0.037422100883688796,0.08277158107794137,-0.006084342578899864,0.007831914139178688,-0.039992479705868896,0.014074284763960866
