,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.032218805081271305,,0.09558658811524832,
BMP1,0.043685501945086296,0.03686463959328789,-0.02827375453678019,-0.08622649708427667,0.038136616370746085,0.046238068942288844,0.0002807709424433042,0.1188932386736756,0.03577741046203878,0.18719420556038657,0.031178048844772287,-0.02463113066359531,0.008387642447866528,0.08808787992277176,0.14607068977458745,0.13857697250679304,0.08916997829178097,0.07453772697897372,0.179862523744017
NDP,-0.01624196978740679,0.020544164075641247,0.05698307976798347,-0.07949826609554382,0.0008878331297735079,-0.0625459303866851,-0.006046870143862741,0.06076470490269995,-0.005935273888636063,0.12955296728678956,0.00605632860392447,-0.023186520714890604,0.004486814967827091,0.022617054472800557,0.06914207450142709,0.06509794217675938,-0.012770665016100302,0.12701278974362593,0.009253848000999194
TNFSF18,0.06350935093712258,0.03772652616296041,,,,0.061801874399480504,,,,0.20936903611351926,,-0.03147937940530361,,,,0.013017308650005981,,0.06541981600372082,0.06715053189799135
RTN4,0.019935316421942285,-0.02326784291009019,0.09407145455195193,-0.029023034045520958,0.05062680489443091,-0.11836007393733024,0.003985467488872807,-0.11159783054258289,0.009460662005979992,-0.10189588332940304,0.02330483462744661,0.0180981979119774,-0.008381846713104829,-0.0680202125361775,-0.14006065202488294,-0.19491789658215497,-0.015536002033914188,0.042683465716206286,-0.3367717933033181
HEBP1,-0.03646315593382212,0.015227608853210272,0.1352582912906591,0.04274393196852428,-0.0024116669250847694,0.007758459303380243,-0.013316553755829671,0.011642661574125454,-0.038761947425783316,0.0057359419101016725,0.09503789363663322,-0.07864510190521816,-0.024166197423270475,0.07245687694220079,0.0734363958493852,-0.007834413678807307,-0.04325476181192961,0.14046989349500844,0.03258737426339951
WNT7B,-0.037543966236353025,0.020432577129319365,-0.03572386083115587,0.07722834960417259,0.049803999667645475,0.0984660665256739,0.04047866590130992,,0.013605009757204498,-0.04041911485188693,0.019048473889429186,,-0.006353311767829361,0.08169269515587886,0.12932906530495034,0.03045452561039406,-0.031334715068840356,0.07369996494140421,0.00985719772729016
PTMA,-0.04007461135788966,-0.027385182760142106,-0.07296059815918246,0.05510931285542448,-0.047565115003760525,-0.006353075755985362,0.01602720439417886,0.1578041530879046,-0.0388494041412666,0.0019844098986481233,-0.04236325730573212,-0.023549009146464576,-0.05451312494969529,-0.08497556748052462,-0.023464835932350235,-0.1647913745215307,0.05994570268462409,-0.0598624668554592,0.04579449737918622
FASLG,,,,,,,,,,,,,,,,,,0.005485320681587641,
CEACAM1,,-0.061588554519824264,,0.06880726910203892,-0.015610031554438204,-0.01368845179154295,,,,,0.014508949888559532,-0.0352614461755003,-0.026897236658250872,-0.014640994534327656,-0.011322359099169078,0.10558560268165225,0.014237269843782598,0.06320278118825068,
