,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CXCL8,,-0.03485170312789098,-0.06086601990997928,0.0017903452541487897,0.0026370540623363403,-0.023670278020634986,0.06335190364313828,-0.009505584935012707,-0.041032320106402384,-0.013012488445819426,-0.033341923622249255,-0.043954992711105395,,-0.01088877104795425,-0.0459760626625636,-0.020987920452817554,-0.06949450600519176,0.02350414527819319,0.026403811111589497,-0.011371381840973487,-0.01888878833600942,0.09869770809577055
GRN,-0.09309883574869773,-0.004920808755255714,0.1486573813266399,0.001727015601303663,-0.03241009525130437,-0.028106411708423377,-0.020594095448844784,-0.0075495677216102725,0.009876218988329681,0.0062800687784780205,-0.038216489360592666,0.04716161945016187,0.07209033979036014,-0.015458536620356613,0.07430902734321568,0.007580715709868698,-0.002714195967185616,0.1485697126353497,0.14896014325685847,0.057396182970199223,0.2507360715781713,0.07489297919509968
MIA,0.019260227668015537,-0.03428823140431452,-0.05195245842473127,-0.017883256845722277,-0.025217755104812643,0.054613419658801704,-0.005095699013568726,-0.06928643829128268,0.06940791408033856,-0.015891617495778214,,-0.025649034167254562,-0.057495989371095235,0.027314574519955948,0.0015121354959304922,0.11067955334726931,0.09064452765789675,0.015215249840941782,-0.10001401817460721,,-0.018303559521880324,0.14050970359515166
COL4A4,-0.015697282099272028,-0.02827876263788593,-0.04331440004776989,-0.012588006765169014,-0.01889104838152529,0.029058062936237805,-0.021410465303663084,0.05522638377792219,-0.025060449034652935,-0.01566592908759471,,0.07365171590278514,,-0.02232791930422864,0.027348439729688964,0.06012662911503366,-0.03265816491679763,-0.0842134355113597,0.021882069982056114,,0.14391106419693828,0.15075105413997686
TAC1,0.041285277869188355,0.06461315717791015,-0.07457155185514837,-0.0008367236769137666,-0.0001867362053452858,0.014436361855087575,-0.019227702304765587,0.04317167266471005,0.055580845373186596,-0.03186650166537913,-0.007696200232383645,-0.01972008579200156,,,,,,,-0.028616532510926787,-0.04925887210115225,0.11528051915740054,-0.018311299824453075
RARRES2,0.07928486612110065,0.050932514973578265,-0.06157401680004717,-0.00472015512451644,-0.0013377355613802282,-0.04129464072945966,0.023739251188406314,-0.01384243417895356,0.03357658287816678,0.0427132437510417,-0.02188730532103857,-0.04146808226283296,-0.10212692824578436,0.023106505997190056,0.04559465857256624,0.0076974624041118754,-0.023426518221087034,0.017653464325795787,-0.0031115511934255904,-0.025544869504821873,0.03809893399909599,-0.06037469998233288
FGF7,0.025618374596956605,-0.009263907757813324,,-0.02771609836187528,-0.011855739058329639,0.008615815799097764,0.01296722266493904,0.011293000816012633,0.02109602570600157,0.005902655789642081,0.015726911243863537,-0.03025618387777099,0.047733511912399294,-0.0034345224748989615,0.03080373173791322,-0.014077097015606738,-0.020849972241442295,-0.02358884594156035,-0.02542666717336327,0.01670965524550999,0.030856956677409807,0.04151124235933588
EFNA2,,,,,,,,,,,,,,,,,0.008453077569904623,,,,,
HBEGF,0.04686013973105816,0.04820484907715251,0.19138834881326985,0.04699226163998686,-0.056417823077707784,-0.0018368714121668166,-0.0006323944328554083,0.04908016659227326,-0.030127305877547063,0.05537072694753326,-0.0519573619186613,-0.03781627898156794,-0.041013230836665304,0.016502432613416194,0.07302090695843519,-0.030797605355688814,0.0028960470673861996,0.030191934789422795,0.011649679354374286,0.015593793900061378,0.10230006980150219,0.18194693819341445
CSF3,,-0.02847339290160363,,,0.008111116441255676,0.011595211058278704,,0.10169881851897751,,,,,,,,0.012484825650081214,0.014960871936593378,,-0.03815424026139837,-0.03806269180272059,0.02626096867904048,0.0166843161798196
PI3,,-0.0006917951220833017,-0.002562456152832981,,0.0054762839222720705,-0.03548850542044304,,0.04950664266257212,,,,,,,,-0.049783975368327106,-0.020680360439626507,0.048542310866200075,-0.09501285892129392,,-0.09856041042849553,-0.05751581413472504
PCSK1N,0.06971498982131685,0.009467320100867316,-0.07302495678846548,-0.06038618933281808,-0.015651550669702016,-0.029779982364712212,0.012866161799207833,0.001360389359666094,-0.01847995907568248,0.01446800554510398,-0.002658790121977659,0.025512537420790092,-0.05141102596287984,0.11757092274876078,0.002786758744914881,-0.005110325550850616,-0.051810502434332814,0.1088998821584359,-0.13501080914553987,-0.019069648404430022,-0.01418994810652086,-0.10864974632293178
NTS,,,,,,-0.013912956595049876,0.12038555010783722,0.06484200923570477,0.04792278399144263,-0.031036117405405367,-0.021609065812435553,,,,,-0.028369355648207487,-0.03085077321297308,,-0.04526578733223999,,-0.01427064142198532,
SFRP1,-0.03942891384678208,0.0024900107109592303,-0.04083284092911452,0.032355244614071195,0.030090574269609767,-0.003637233137437298,-0.06694792534723351,0.046806591509086545,0.03393197169244172,-0.019049774408561742,0.006392006875268492,-0.026387214379684658,-0.03834137398415765,0.06560641193578388,-0.03754742126960375,0.04471085093445112,0.01943687760787171,-0.027123001700395343,0.0641951387177491,0.02609810268656291,0.14880941016271262,-0.02396970279919231
CXCL13,,,,0.06831411022940756,,0.03300972949433766,,,,,,,,,,0.047000062899252834,0.029408437615304987,,0.018572567637875334,,,0.12868621097744481
MICA,0.0026902022073930078,-0.028722776638134564,0.08908120847209165,0.05201435667284256,0.010542516979282816,0.04215856641985865,0.018958920099237424,0.006363458796785051,-0.01726339969899532,-0.004053231679872526,0.03800445631789723,-0.001231597390169039,-0.0415755411132963,0.010490587072273155,0.029782046989542753,0.06883626629582972,0.03148174168482455,0.13174957332617948,0.09100628722970201,0.014816150991853691,0.1204567970131425,0.10997526312462645
TG,-0.03138330476957539,-0.03364062450927745,-0.04390349046612363,0.02080649410268036,-0.024082564777403115,-0.03538146271377303,-0.0018115196944230348,0.01955834690916424,-0.024182668436630285,-0.013786238874684541,,-0.026249400831601825,-0.03330484730973539,-0.04291915802041822,-0.028594633135747227,0.004588358142456084,-0.005489136310943136,,0.029960881202930716,,0.00948755986459077,-0.010479280291458597
ADA,0.019541741078978256,-0.003267223274136714,0.21762983891527982,-0.0013798177448665649,0.004532271491217642,0.024132606429415948,0.10760145379009797,-0.014035583915912664,0.02870188502276359,-0.022389960622555924,0.019608424779972156,0.11383653465897005,0.04505045083649405,0.06167174025344925,0.10411345876259512,0.03136603709219462,-0.017025403083983523,0.07521927756757382,0.17004535702743834,0.023987883555309494,0.20514341427883748,0.12306529184181449
LAMC3,0.07086734314075584,0.021171951814433567,0.22562090441619218,0.0718192198323863,0.021226482316986883,0.0759456277497521,0.027969579161522186,0.02598479110570634,0.015644608503713697,-0.01079203690410682,-0.03065923847777745,0.029359065527291624,0.04045057109702767,-0.0006573303114043213,0.1704011914838241,0.06581246245507529,0.038992800722489014,0.13120595234269533,0.26440217179888637,0.12815139841976117,0.31060373012344,0.20030474996736192
CCL7,,,-0.022940719335617244,,-0.017411655856642946,0.01123385753125689,,,,,,,,,,0.032389120012393684,,,,,0.05038189862954711,-0.0029122393660266795
NGF,,-0.02431297293353094,0.09600734113613522,,0.06041019033376582,0.022128933235113543,0.029686935349261062,,,,0.14672496588005537,,,-0.057958655762790266,-0.0498950279782081,0.07514744330751953,0.024036125011390855,,0.039675997366342836,,0.2141109395604162,0.03784651215182099
TNFSF15,,0.046921776415491265,,,0.01069526452674687,-0.020635663081471942,-0.04522039235078843,,,,,,0.018574227141300775,-0.0013280485702176117,-0.03440575668415198,0.022011699893666074,,,0.041805350293968924,,0.15999000061816027,-0.022233650167872075
HMGB1,0.01846495484214695,0.08469957890989174,-0.06013589375669204,0.01248164109806948,0.014417630942090495,-0.009036903248446818,-0.09020461607519939,-0.010643362994958884,0.005384412331089418,0.053613974594930114,-0.03354255427920618,0.003272284917817675,-0.0993112792410352,-0.1318150507418143,-0.011671696311229678,-0.06718417197685213,-0.0012054399063514754,-0.023673112382487167,0.04302210311291005,0.07925233046060048,-0.23123118083942362,-0.09263902275786251
ITGB3BP,0.016441776645625267,-0.04001910343797236,0.011709934144579343,0.08476535916119754,0.014101889240828794,0.000638077291059237,-0.008806521723582884,0.0030134705992430916,0.00899852353166873,-0.03612896823395252,-0.08103739642251849,-0.015589050875794406,0.0001641893173974637,0.00021340060754672865,0.0791081245520023,0.02016096941592967,0.02381100102659469,0.08082353807019763,-0.06970916609721009,-0.015703527533093852,0.06332328495464953,0.02658070476538766
AANAT,,-0.043577159624944385,-0.033283493569210953,,0.07960502453286057,-0.01859396656782532,,0.025762574225703626,-0.02174761504901585,-0.015891618379710554,-0.020315713203349767,0.051424101069974824,,,-0.01552906179160766,0.01709678632718107,0.025358112539433625,0.005405073177465185,,,-0.025143436730299656,-0.05741996527634306
RELN,0.05065762984151354,-0.04192082338458844,-0.0354386728145666,0.03560850193619535,0.008545609405445851,-0.02604797726195867,0.04351902436944442,0.05300001085482472,-0.008087836283350643,0.190597366110018,-0.02470837642384892,0.0005008818346145739,,-0.03628119368148794,,,,0.010802828303480802,-0.028618731155754484,0.034957500781453085,,-0.007259237013264804
IL15,-0.009789850804040047,-0.04275561632290807,0.010713449715350723,0.044536792767758904,-0.035611407616199776,0.00816110059152029,0.03599212376396128,0.023766045854035977,-0.0471936580321202,0.009635942247696773,-0.015187936711566588,-0.021740055617439975,-0.05240221018645858,0.14262965799500896,0.05525847240356319,0.000981178768361533,-0.033983756668805834,0.01128271236374894,-0.043533665889819675,-0.04025708103875462,0.15279799046184464,0.040954816695771404
UTS2,,,,,,,,0.05592343196197782,,,,,-0.02862235405007261,,,0.05071431083195974,,,,,,
BSG,-0.046496519475473085,-0.045402742213077996,0.004633288674886088,0.021572727345891527,0.013726838820499148,-0.0003115695832907166,-0.006702188986112676,0.029282925939644346,-0.05123559643085736,-0.03845286862968757,-0.04835458887340512,-0.09312666893711262,-0.07023832851801357,0.19199879893740532,0.010215010110193018,0.07538715389951725,0.02703445169653064,0.22020371307917821,1.796065138794904e-07,0.04186479684026968,0.030827150546563528,0.14466726998953924
ADAMTS3,0.08139579349340614,0.0685269600061429,0.003097012964217428,0.08534262217149514,0.045396069816421206,0.00894782861857594,0.015966152462403082,0.021415204422430525,0.005758996913983747,0.02842021769627642,0.0021430182755597252,-0.015995846989860032,0.0022690376936491535,,-0.008491242110084297,0.10434016469075366,0.004928605949425976,0.08225863040206871,0.09126802112273671,0.04116898270427768,0.08979966393925173,0.11868802329547229
CD34,0.023929183137595594,0.05252341044030551,0.19813607805584316,-0.03801658921256825,0.01778500755789564,0.07345981056117258,-0.003914892515692416,0.1091313530427527,0.008888633489953857,0.06958137505630134,0.028312064965545843,0.07636548958870967,0.14912679072018373,0.11855852304704788,0.1512588020647688,0.08288528077616601,0.08412205064923943,0.13548234950507387,0.21209114042772934,0.11149493805031656,0.24349802474050988,0.04611151858505842
CCL23,,,,,,,,-0.023181874397555938,,,,,-0.028967527198991767,,,,,,,,,
PLAT,0.03406560216145647,0.047010902275267906,0.10316717513448385,0.05564061457140188,0.01041277027613912,0.05641537766555796,-0.05030339468712593,0.047764511029828406,-0.016302747029841892,0.054807228076524384,0.08879484914245228,0.08706501802751548,-0.045155907968908816,-0.0527003987508871,0.10135511005475373,0.06148241989146907,-0.005242335462651931,0.10303139825281758,0.04765638373913219,0.009000337737048829,0.15380706186602036,0.1427488616396267
NTF3,,,,,,,,,,0.052160751011164734,,,,,,-0.048525404610445244,0.010289454660673013,,-0.031013952900326745,,,
LTA,,,,0.03414444924613156,-0.02231605933531323,,,,-0.020945219748146057,,,-0.021740058301042586,,,,,,,,,0.035883030680657464,
CKLF,-0.010887439731296652,0.05313204395813216,0.12487734686106511,-0.0066752638759994265,0.047302082626801994,0.03223694875485251,-0.036674782535879843,0.019170660622891918,0.013130843175657846,-0.023837880709970786,0.0863476056034385,0.04252603947283129,-0.026325406953037294,-0.04428058141245729,0.0588821364698488,0.06363181153109883,0.02854379037692822,0.04286671233747624,0.039180838030816505,0.14067972415296423,-0.018554578688922307,0.07403005698462566
CD24,0.08781083419217939,-0.04152301142742884,-0.029008820409956563,0.08115047870334069,-0.0022996186206786146,0.05086971150564616,-0.13969184076800545,0.03176741734985636,0.025982715196703827,-0.05507268673238679,0.0013625248090077923,-0.033372684823385616,0.04222749820856107,0.14450108402084128,-0.04581208181658912,0.007938401703497269,-0.0011971476259008097,-0.054189336857733,-0.04625551382496633,-0.07571278821763112,-0.015583447520710744,-0.08985633100779383
HSP90AA1,-0.03387202892685701,-0.01430848983239386,-0.14044599569369254,0.007980030487991474,0.07850587158666729,0.019942232742809166,0.02217368404345158,-0.02965937370238778,0.009683982303805669,-0.04965204596500732,0.012663370374666624,-0.033904323944620264,0.014980311636943371,-0.025523110652510804,0.03009855525329269,-0.10676643148262079,-0.08237694225140957,-0.006838255783615354,-0.00538880715310079,0.03446861812051559,-0.16459427377230848,-0.22804261808528437
BMP4,-0.03229797669125208,0.05234745981518821,0.0408121232456403,0.05818105744303849,0.03958597174534939,-0.015041685794816658,-0.04503480296898712,0.02160256605544245,0.015407528840205667,0.017101270105644533,0.0375196287686864,-0.018524775081919596,0.10311962194877024,0.002899042237256211,0.019903058277058443,0.04100144097013207,0.021668493967013865,0.1249616527926661,0.11883693019755627,,0.16680994317207082,0.026921678794109564
SCGB3A1,,,0.03905114509846051,,,-0.0056610920065076585,0.04598765424897301,,,-0.013404735534270337,0.06589680546068134,-0.01516992518222052,-0.03574825570497954,0.0019175383567306935,,0.013221730884583107,0.0028960574061115338,,0.03825484463695811,,0.08186030693633124,0.0562755197836101
IGFBP4,0.173399939885909,0.08634614956139743,0.2419796361698829,-0.02765910786005701,0.027875301962591664,0.007369940506128069,-0.0056055385977318035,0.07970559365974329,0.0375738983188466,0.06684897851708393,0.03550596234015397,0.020638217687390114,0.07234365942484057,0.058633106294183446,0.14609676218685852,0.04244330809106412,0.02809331917072344,0.22730800850962668,0.2045622978439354,0.13730111905223027,0.37772952046647545,0.21342838201331693
RSPO4,,-0.029700789096074445,,-0.002672131793860775,0.027545977844841495,0.03160162999486574,,,-0.001818130349415904,-0.01340473357352453,,0.08200041893122507,,-0.054531566980437325,,,,,0.06022218102047355,,0.01978827721613526,0.06562060760623332
LEFTY2,0.015320983431154268,0.07910675437590364,0.06876793376095847,-0.023101297136828708,0.0008306755040873021,-0.002013537141945994,0.027355378277528198,0.077539844307916,-0.011333451679954743,0.12419845000523995,0.002438640805232211,0.02359496366104743,0.011862452920307203,,-0.012730525087023397,0.019870850204503097,-0.029116431315531398,0.14162551349614164,0.05279292364729904,-0.02925775116829404,0.17305387860125276,-0.03788728238891815
PF4,,,-0.00958456149830963,-0.02075881965131078,-0.01519132670484649,,,,,,,,,,,,0.04881490969254932,,,,-0.009500007705485276,0.002189694566491314
ANGPTL2,-0.021004697574199708,-0.013996943108301883,0.13560467950418156,0.013400992785793207,0.006161485555611681,0.011784609279276811,-0.0440783801704901,0.036214546389674494,0.0510959142596131,0.016306214103919928,0.002426617501011109,0.047149376575328396,0.028117331844548312,0.05356199184255114,0.05721562053933461,0.03344961075764779,0.052381300995885983,0.02368490696069585,0.10279799412286654,0.10431584026492069,0.15209943157534897,0.06253399200787024
LRIG2,0.008176725127002196,0.0012125552514232899,-0.02484356379930656,0.02174701513802394,-0.0099074476312999,0.02290770620553803,0.029458957438964366,0.03686614325779779,0.014693580318814323,0.07878199077512446,-0.020154247237377753,-0.020599821621280837,-0.06171777079478879,-0.056018468524961125,-0.005816045977356288,0.050425238392136244,0.05340037228360639,0.003097976618038755,0.026969847261442772,-0.028693438117341225,0.061520664877839186,-0.013980129505733753
ICOSLG,0.04145064526011831,-0.01800143138761217,0.07710443682566082,0.02702895498435731,0.019168824357418155,0.00016550334692645672,-0.05053505396179524,-0.009711598387422159,0.005769817262890243,-0.025439681097105957,0.03881603859678254,0.02999223178315318,-0.04151517323378152,-0.04085469048351704,0.08799208754765209,0.0652343798795648,0.06948241045206055,0.017752528969651526,0.007008462078525779,0.021706185922589178,0.16464715887543793,0.026175204896187496
WIF1,,0.04957173008218875,-0.04281939925630399,,,0.016610805460918063,0.11670579888186859,0.1175349752906937,-0.018798471538333736,0.022187388261444358,0.0373442531343661,0.00831349037245761,,,,,,,-0.018428220406252083,0.060858459374309004,,0.015436554348709611
NPPC,0.05139052397147973,-0.0408144976796348,0.03857776329018962,,0.02643411859537648,-0.03600463540441921,0.021238097078915885,-0.023918688126864984,0.03472650086479667,-0.018629299244197622,0.010907077225707594,-0.05799844413172703,-0.025593804460980755,0.049647944472101815,0.031558261853874205,0.007127097225649496,-0.03381630662140064,0.09704466541149247,-0.04490294065960613,-0.038353222297268785,,-0.05793235938788365
LYZ,-0.027177119620165977,-0.01923858540836541,0.09031483576576499,0.015175432366943162,0.0005905162441693255,-0.003916534516439677,0.011622677463731735,0.04913237675265537,-0.0497670446042964,0.07009218080276755,0.009531775368012302,0.08381130724875867,-0.014574917661536195,-0.012485551863924782,0.05243653462352451,0.02691719104053631,0.028726198318890516,0.1054192190526835,0.06370647655937327,0.0081987474381325,0.17345208798386677,0.03654611831443272
EREG,,,,,,-0.035964423094401635,,,,,-0.022229428359578973,,,,,0.011645985227805345,-0.005583151770387116,,-0.004825704708859357,,-0.0006025395025549174,0.05163642205331092
SPTAN1,0.03822195861570182,0.031757566876073166,0.04926262331963066,-0.04258661061014026,-0.008499726267408615,-0.01865200346248101,0.03931505877569005,0.04249809821024801,0.07776752095013797,-0.04258793814269106,0.031481177756577425,0.029728514039940913,-0.011606670003674716,0.12807114753549356,0.07337697454772955,0.05257525115711708,0.015058416891015652,0.07421007936240462,-0.06681127736879985,-0.05431098064779371,-0.02702855100419196,-0.042645511729006526
PTH2,,,,,,,,,,,,,,,,,,,-0.02969621089823398,,,
LIPC,0.03452282055349968,0.05005693047420054,-0.017525976994375424,-0.020609014682912596,-0.016554236482096085,0.004462940823669824,0.0791427125377581,-0.03849483680791141,-0.00722597704148347,,0.003273637643108732,-0.03415159857746176,-0.02713960974357646,0.045329846178978235,-0.0006196975878940167,,,-0.02634294330477553,,,0.1901638170742865,0.07785867472254038
COL8A1,-0.053536005426478905,0.058395586030259815,0.10699005277733893,-0.035328304029131535,0.0523521268925417,0.061230034692702606,-0.007694574260292567,-0.006516342668342531,-0.007271760179767481,-0.0038608622129431966,0.0017318351528474451,0.07286979097778919,0.11917942453997793,0.03846036719947126,0.015498299868818248,0.038047624392024415,0.053427165190221754,0.12328572682339038,0.0707039763854216,0.11069784926632699,0.06004151358454186,-0.010576778808678267
GSTM2,0.0003281135384734824,0.012540970758481233,0.005345455691778323,0.03553760733572461,-0.013704514411098162,0.010327374479971743,-0.018876263667896423,0.027686682273576846,-0.010581531490118739,0.015530485794041413,-0.03535617967440917,-0.05442584300973702,-0.039340427767646,0.09849097912432339,0.09211405630869873,-0.024797679305377872,0.013385457361715529,-0.030828043895687326,-0.04643896842036775,-0.07217697376633293,-0.02661124486852138,0.006039846515171701
SPX,-0.03955654050495605,-0.05661896214461119,0.02800262961378769,-0.0016185148544214795,0.0010836490770356753,-0.023807003148788437,-0.0054759496637805756,-0.014172167716447902,0.035018241731921994,0.011057769533671286,-0.08158804124165464,0.022498079698082683,0.009901263046639222,,0.01660122149197122,0.005537780354081573,0.057455089849676365,-0.037664155887249556,0.0066094521618301925,0.004760152843960886,-0.04122578985198348,0.06152883654238274
MFGE8,0.014321217714898067,0.002081070357048032,0.1720558795291174,0.03928843595486968,-0.013454777966009896,-0.003441995300013342,0.012643092372538791,0.03893045470765628,-0.00815486291257661,-0.005387252096128394,-0.0006875563209694208,0.045621980546703626,-0.034662777909303485,0.11435188678376561,0.07472513656849321,0.0810292626837216,0.04249709021772339,0.14921634402234382,0.18381397554223322,0.016590303597482654,0.19606458726798612,0.11690308228089862
TGFA,0.05484640543882293,-0.07227136521711297,0.01286991344518628,0.03088512336430146,-0.0033143878260692224,0.008151114563478378,0.03456641687233691,-0.011617702248089156,-0.012133951338591424,0.021466280099536883,0.002990066383968973,0.03306962645347719,-0.04124321739781364,-0.0519284623736987,0.02340915872374603,0.04699274558878639,-0.014850913705454874,-0.08494278502962277,-0.04385286129679725,-0.04936452790134737,0.05873851082583558,0.0035838393651494776
SLIT2,-0.0033768837969581724,0.04517413743128246,0.02689615829248486,-0.011082868409552067,-0.02852706625247344,0.007140125904412264,0.04298782510728354,0.06026429177707791,-0.003885025118282103,-0.007232457154528487,-0.0403045662353374,-0.01705834412393603,-0.018633782627211177,-0.023942940679715263,-0.032414547624133316,0.056013577954518445,0.021811595708583927,0.015272398667286155,-0.08994482110777861,0.12057989652301292,0.08842274061050874,-0.04129014563069991
PLTP,0.019148997300806086,0.033263980507403264,0.04155360847223837,-0.0642242464359725,0.03601325130967455,-0.007811524558302874,-0.03995608612530847,0.02132583376132413,0.05728736746122044,-0.05721654691238519,0.021837159347226156,-0.0019608735606995295,0.03191344771287753,0.135875831775077,0.0008327837555460845,-0.014745212142442884,0.05999168475124864,0.17227605919390016,0.0908418703299174,0.03258970114926662,0.17086781175600949,0.09480918010054223
APOD,-0.08662444173974472,0.08437307815614657,0.050220690647752156,0.011050157378265903,0.04625435804357263,0.05609685500714143,-0.03728645397504143,-0.05951876366192546,0.0005705247724948492,0.027853204239737396,-0.04905408136628979,0.027721769455640078,0.09694501245065626,-0.05556612703644151,-0.0031989185063437987,0.11309043937052699,0.09327121468365694,-0.166346658110292,0.26840749739235964,0.1188020387867284,0.17086661829612493,0.1454645321555509
