,ZH1019T1,ZH1019inf
BMP1,0.10552300444363212,0.10829352342776896
NDP,0.055054523443938144,0.02984490633029448
TNFSF18,-0.045246611843569456,
RTN4,0.03259411656056049,-0.04136159600843149
HEBP1,0.029708465914376318,0.05003352357218374
WNT7B,,-0.034052741083909904
PTMA,-0.0266802839764487,-0.08448128996642064
CEACAM1,0.024759174798767065,0.11212742539718114
PDAP1,0.021620388707714475,0.002394505634987177
QDPR,-0.031533438114165716,-0.04608075823158436
POMC,-0.012493305398048599,0.13586200289729483
CCL18,,-0.021652684049854657
VEGFD,-0.05978943775272316,
WNT5A,0.027603236642864067,0.03350086291436834
CXCL8,0.057105984467915386,0.03788561908373046
GRN,0.07646512513533586,-0.02265171540422841
MIA,-0.035302544974793466,0.10738624106601405
COL4A4,0.0876235927541862,-0.027375758090984005
RARRES2,-0.02934933642518774,0.02243852321150309
FGF7,0.03711326622191404,0.09714110254512165
HBEGF,-0.032394050562441996,0.07537164491669165
PCSK1N,-0.04263109872564722,0.003674680022894541
SFRP1,-0.07617437366742436,-0.0411829807157596
MICA,0.039218545548755035,0.008556670836857499
TG,0.03886502041446572,-0.03525563198427613
ADA,-0.07084409316766889,0.04303319249255615
LAMC3,0.006035832491639136,-0.03136355152338039
NGF,-0.09645468149500544,-0.03217725554373513
TNFSF15,-0.06727793625904419,-0.032496307560830794
HMGB1,0.04549365967954791,-0.013263198927353588
ITGB3BP,0.060751979112134875,0.05082715390105669
AANAT,,0.10300529697730211
RELN,-0.06444996344197991,
IL15,-0.008276320800641732,-0.03812305897609169
BSG,-0.008915011246567663,-0.01870999096123606
ADAMTS3,,0.02678878826669411
CD34,0.05446443974676018,0.05039841721295248
PLAT,0.014065112665978678,0.0380061833320923
CKLF,-0.01879352493623886,0.024467897608261614
CD24,0.0781042538350179,0.04782866040241118
HSP90AA1,0.02656266150193616,-0.08607506565604722
BMP4,-0.033516282590551165,-0.019734830722525635
SCGB3A1,-0.0011024053187761117,
IGFBP4,0.09366351052012196,0.06784318509588937
RSPO4,-0.04269821148826826,
LEFTY2,,0.07065569114160579
ANGPTL2,0.053675398332774696,-0.004435876036784893
LRIG2,0.005230849131919094,0.08651356790842124
ICOSLG,0.04552093788285955,-0.04053561755488523
NPPC,0.0640897375979321,-0.027003885479034498
LYZ,0.13738591308873932,0.033948509831540546
SPTAN1,-0.12300215286013663,0.018318438744184797
LIPC,0.002506919779161482,0.023703525268012216
COL8A1,0.09583967435398302,0.08469153353902804
GSTM2,-0.020205381398538894,0.052724870614863494
SPX,,-0.03963637329919396
MFGE8,0.03527326814543212,0.04163588281686316
TGFA,0.06963037187195185,0.05034240262041717
SLIT2,-0.048848050572028026,0.060445710339835666
PLTP,0.03795708654686043,0.09905524063052668
APOD,0.021321124519780795,-0.07065484801509346
B2M,-0.047098293138610296,-0.009585751874064888
OMG,-0.03296122141351267,-0.027840918265812625
CXCL10,0.08134861157464002,0.05906508708607393
NCAN,-0.016260436023912195,0.06267428287676498
ZG16B,,0.033277889104010035
TGM2,-0.014189545818354835,0.06846529882390112
VEGFC,0.017681811720310674,-0.032496310458742496
WNT6,,-0.023842021576704005
NRG4,-0.046816255624879,
COL9A1,0.010129843586483377,0.04303552718668822
GDF11,0.000750579188948079,0.02920446532566502
SORBS1,-0.036755006101770085,0.0759831035842769
DLL1,0.00998157462799604,0.03665696075219145
TLN1,0.0566200372129145,0.019229595362056984
PON2,-0.05172765072864865,-0.03765732429124958
HPX,-0.06090355589070529,0.029173193683865603
SFRP2,,-0.014865772949774005
CD70,0.02641094040575376,
HP,0.11347129053503466,0.06386061359640355
CXCL2,0.03298532941898725,
CCK,,-0.031203300823783812
SEMA6A,-0.010717533519399221,0.015088628975924582
IRAK4,-0.10967178647099299,0.0062927598889643095
GSTP1,-0.013775146845161595,-0.08664835970312557
VCAM1,0.05362888510367685,0.01583105494994578
NXPH3,0.08305386122089334,-0.0022428665760407746
MTMR4,0.009300133652329599,0.049711809641803974
LAMC2,-0.0468162836914486,
IL10,-0.04249125345088529,-0.026110094913564807
SEMA4D,-0.0647168569171447,-0.03643438669657608
SEMA6D,0.0058613620770674914,-0.006665342402520698
CEL,0.008712207139007241,0.04941455505900538
PDCD1LG2,0.0158288857771296,0.018112712296559957
SPINT1,0.016745970539838305,0.043925698027708515
