,UKF243,UKF259,ZH8811Abulk,ZH8811Bbulk
BMP1,0.002645372208697439,-0.06463571089674698,0.04766405223036552,0.12155822833012188
NDP,-0.1065840161053751,-0.05367827012511112,-0.00830302808979073,0.08103357330586117
TNFSF18,0.010734938401499437,,,
RTN4,0.1605764394290501,-0.10037025354295559,0.009497869245812411,-0.03527901402400567
HEBP1,-0.025836046380549066,0.03239084850368418,0.027226040101785566,-0.006124060050049497
WNT7B,0.06175514812268703,0.0002007900951991865,0.04750357077695631,-0.008359764545835821
PTMA,0.03225946569689951,0.05146247766694984,-0.021929842018880444,-0.06771840437753324
CEACAM1,,0.050555063880835305,-0.03966441656631027,0.05193081273367576
PDAP1,-0.01322164737284745,0.009571993045396273,0.06059586220595586,0.09864663167990877
QDPR,-0.007173894428170266,0.02518523459091873,-0.104622749902469,-0.10854584822722904
POMC,0.03453028579923877,-0.028679453037608837,-0.08597543394187665,-0.052130599217066156
CCL18,0.18433430311039495,,-0.03329572034132805,0.16547361566734778
CCL17,,-0.022873036206640763,-0.012875694780623902,0.15396204068456013
VEGFD,-0.009770756201468951,0.13272569730854591,,0.027037366077933847
TNFSF13,,0.0029128952727760856,0.011995310758146254,-0.030726685946893047
WNT5A,0.026154228847061048,-0.02359771051826222,0.053146696443765365,0.07654289559012811
CXCL8,0.09005114377270028,0.23450439818990024,0.27020117370945645,0.22062590737573923
GRN,-0.013166064314125906,-0.0986015789083547,-0.03880368786900626,0.06164770186113428
MIA,0.08145943871443946,0.09042051435708581,-0.08955650871731785,-0.13699432040474374
COL4A4,-0.010281846086647117,-0.008089119622809903,-0.022526292468176307,-0.0488229218105626
TAC1,-0.0367400890395973,-0.07538872387519974,,
RARRES2,-0.0170917780294177,-0.05622950273899123,0.17603947247576593,0.16543484363992664
FGF7,-0.056823393512441894,0.08891838530315063,-0.06328047705467398,-0.07148043163233044
EFNA2,,,,-0.02898087968890625
HBEGF,-0.01593880256611136,0.07201551389182348,0.09978714905707778,0.06926859999070409
CSF3,0.09289083790661778,0.16704627838211417,0.24257403856752027,0.2521463121298803
PI3,0.0989704993981038,0.2402941639305199,0.2617680984664222,0.25259899731571944
PCSK1N,-0.03621471414071773,-0.15302907180590733,-0.08381242958173865,-0.14995885457468025
NTS,,,-0.03826750182433346,-0.03530770238997695
SFRP1,-0.045293957713444424,-0.005497328042724863,0.06916352028562628,-0.015530275226463136
CXCL13,,,-0.047775594379453855,0.11471770831119116
MICA,-0.026799331813078045,0.1206179033677239,0.06924322944332988,0.030398550667338813
TG,-0.023384842341990477,0.030914767448909437,-0.037391002994065,0.07168825985293663
ADA,-0.03458236153321961,0.047715387810724035,-0.05096417511413696,-0.02310186530768547
LAMC3,0.016916123380337253,-0.048814943254909905,-0.07397624552960222,-0.013420413822273524
CCL7,,0.02160221179599797,-0.009489666930295139,
NGF,-0.016900846735437562,0.03208807012560466,-0.03023095824810459,0.028191305267432347
TNFSF15,0.08826866942468725,0.01576615228150901,0.0403056107148783,
HMGB1,-0.03294819434010341,-0.07815374930986017,-0.06782576775369815,-0.06838995204038753
ITGB3BP,-0.046039473235210744,0.030728706029501736,0.09950796697415852,0.07420932929671627
AANAT,0.007938755075154057,0.07630689385343865,-0.03699968178048121,-0.018454634605191374
RELN,-0.029140714834966178,-0.006226202330173602,,
IL15,-0.029721010282377624,-0.038786286632301,-0.030346431392743005,0.044861083179917834
UTS2,,,-0.03150793695355716,
BSG,-0.1018820707128807,-0.01397280525176369,0.0660894666954587,0.11498421617923753
ADAMTS3,-0.001522831241899685,0.02998498367715002,0.0064217136936712904,-0.05745877592793143
CD34,-0.018654851950674425,0.029218243795666548,-0.002528873726477332,0.014210591443396264
PLAT,-0.07887558764558758,-0.12638739910546318,-0.14362577114624614,-0.16811218105417192
NTF3,,,-0.049651925297686555,-0.09106947239129308
LTA,,0.11066712763693394,,
CKLF,-0.0400331945147013,-0.02874229842413506,-0.11799523287262195,-0.07231010963685941
CD24,-0.0346437926788582,-0.027649380249959114,-0.11702181143856952,-0.18747177564638823
HSP90AA1,0.04698800193572045,0.050489722520910704,0.19344547447669905,0.17377555993153332
BMP4,0.09815459668355031,0.08641572484804448,-0.02308780310772589,0.013771454019732584
SCGB3A1,,,-0.025722079784734155,-0.04771198771316272
IGFBP4,-0.07137979490943737,-0.022948466847492337,-0.023468968355581023,0.0851199042507706
RSPO4,-0.020646117025944846,-0.03054861452534346,,
LEFTY2,-0.03458237957143407,-0.03805848316181876,-0.035802095613269934,-0.03332280473005093
PF4,,-0.01358584541771499,,-0.026562982674654394
ANGPTL2,0.0027774598210992,-0.08582990555852733,-0.1028428444318258,-0.13026123154389427
LRIG2,-0.0037637750266274997,0.0335918433375021,-0.021801247279270478,0.04262422013379275
ICOSLG,-0.026428687359714435,0.06223253430933989,0.08591325372895162,0.0301667767089863
WIF1,0.10650069961905308,,,
NPPC,-0.0421357232201326,-0.021074996599651667,0.048551219437263204,-0.006391354798414026
LYZ,0.07472968145264886,-0.008258442034005326,-0.04829990883903489,-0.053886489392127965
EREG,,,0.05263044263680529,0.16011827600440356
SPTAN1,-0.06498037788111283,-0.1663681686779979,-0.04898994620596406,-0.1312029499413409
LIPC,-0.0009385576088987738,-0.012553429980182417,,
COL8A1,-0.03662730651338598,0.05162770905607931,-0.06040644732208956,-0.05902172905614832
GSTM2,-0.031437411039008344,-0.01664734741561855,-0.0219097113535985,-0.016077376602083825
SPX,-0.05689292300535848,0.040583851578688476,-0.042523129992591696,-0.032981338233497824
MFGE8,0.029819343408739644,-0.07779795672742405,0.05123239868308604,0.09414248696940118
TGFA,-0.005733502710982151,0.03572496473281542,0.022814632467811555,-0.0044547950432100684
SLIT2,0.037965616022251895,-0.0016892817833768295,-0.0064270440552681735,0.03584280889775388
PLTP,-0.030675086451511596,-0.11781935801353689,0.002188479979221917,0.033750581574472124
APOD,0.009845869143371084,-0.09053122641763159,-0.1447671650051824,-0.19687911422109822
B2M,0.00282736977663228,0.004272137884101378,-0.005934973008297562,0.006281678606623377
OMG,0.0055635159396066804,-0.09330464947411012,-0.16778082938338496,-0.07046553155662337
CXCL3,0.08039999833691092,0.25474580338161745,0.21939177811824412,0.23372666485451968
CXCL10,-0.05785047886412243,0.06425381851697883,0.13114241557859402,0.08137715659208831
RSPO3,,-0.015777308979792,0.0086139339246626,-0.005952031097260192
CORT,-0.02314793479324423,0.015007161584042873,-0.048091059422691936,-0.027796811276107246
