,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
GRN,0.021494236947450104,0.05028177357110262,-0.0955457487080025,-0.019013051546410007,-0.04048848505826623,0.14704333641886663,0.023841532885741357,0.005527088177852963,-0.03110613409545731,0.03086857060816034,0.0616489416809567,0.02484989161407714,0.03041652320947858,-0.03765006747889031,-0.027512999122551205,0.0032552237211997755,0.046121323623261226,-0.06964689839186666,0.03011539771302128
MIA,0.05117417592314119,-0.03685579043985908,-0.01600882997973717,-0.0024871806005473808,-0.013465766587688296,0.034970105887200814,0.06267373413645366,0.06595410716443924,,-0.032786079555874384,-0.07603143132812003,-0.030050142733107212,0.11339754370082986,0.04786112331385345,0.030748896509968152,0.009670512092676817,0.02464176345440589,0.00800144292428414,
COL4A4,-0.015686892988660738,2.813877378506664e-05,0.06125666973653196,-0.0012685275978138277,-0.0022625221083980756,-0.021606823259974164,-0.013617638622747086,-0.00238552431638687,,0.044182629685429464,,0.09180650566957309,-0.019001255991584122,0.00858359853648558,0.021243771387176123,0.0010849292872779543,0.23212393213127397,0.11619847229724589,
TAC1,0.12341129512332391,-0.04948118703804784,-0.03697870617126684,-0.026623657117137035,-0.0018373716284378662,-0.09152405465264993,-0.014229651281092917,-0.015458600073023583,0.0035655419657026496,-0.04223128669539187,,,,,,-0.023321807337079642,0.02015955160753015,-0.04854710740549847,0.014123694800004593
RARRES2,0.030834797658395613,-0.03011366946404383,0.012307429697724437,-0.036464009518708415,0.021002619060474376,0.14868643383170618,0.04763863691314316,0.031376859461595054,-0.0168700536618722,0.03490676633106586,-0.03773661445385591,-0.1300456287597955,0.11218823411865209,-0.013959242548032862,0.06416024984862725,-0.025037295910410626,0.005045645625524812,0.007105342397332054,0.051732885377888865
FGF7,0.05582684548781575,,0.011580091810916878,0.060626083656982487,-0.030400709574932173,0.11011961787665597,-0.010545027263381277,0.015205105271804714,-0.022618862002790334,-0.021072915662025796,-0.023828053455832308,0.011567786036975067,0.0375577533569107,0.02017113311847359,0.059250517296923766,-0.021274673406295207,0.011686746093774156,-0.015813059499804143,-0.017277517090668555
EFNA2,,,,,,,,,,,,,,-0.014422953344804427,,,,,
HBEGF,0.05615647045964944,0.04096168611452436,-0.02016475436181052,0.03233873663796295,0.013823431349583814,0.035690136294767215,0.0591042264688979,-0.02917698763185498,-0.008294371855781189,-0.00973541498019865,0.10071467867430017,0.007713963092957578,0.016164664401458913,-0.022705669765864703,0.055664277795502856,0.04381782514268878,0.020456156029355153,0.023032477826921867,0.04501155208650918
CSF3,0.0034548708160895263,,,-0.0006215591297120571,-0.039228584407514894,0.09222274637703878,,,,,,,,0.0014802184040648484,,-0.01937940619822232,-0.016549708821501658,0.02870774919322004,
PI3,-0.048250669759723704,-0.023829744753087273,,-0.020582574727483833,0.014229968841727841,-0.025740214837749093,,,,,-0.06106903840770033,,,-0.04941421832753995,-0.026375214086094667,0.006680442135484008,-0.03595701916736895,-0.0008648347746784961,
PCSK1N,0.08740216358593483,0.024339232519865354,-0.01934340299146335,0.039984469615716556,0.008626169793706727,-0.06098439129999081,-0.005785463037040721,-0.01876414494751796,-0.05612339716950896,-0.058203347321929395,0.021260238194177036,0.0042011988018127,0.08638811801962326,0.019140929836773523,0.06661137855284896,-0.05393411386205099,-0.020747121052256415,-0.04453363565654749,0.01823174173038191
NTS,,,,,0.06768715001158124,-0.000563507840592502,0.04849203901943473,-0.05561499178120459,-0.02505621811647156,,,,,-0.017571631701635775,,-0.035787131039741724,-0.024507862026200016,,
SFRP1,0.10736844737985801,0.04310877842086938,0.06557164854639133,-0.017898186441194185,-0.018113427058916137,0.04550222670382523,-0.007419755703551565,-0.009187759473012994,0.0573147290003755,0.023803434292613657,-0.06205322433839317,0.08464192776830706,0.09121040958535825,-0.012243594071148183,0.08414921260552885,-0.04799529368360714,-0.02393836140195512,-0.027977996396621078,0.08448838195888107
CXCL13,,,0.06968034276407349,,0.0028637024603430355,,,,,,,,,0.010211322615395679,,-0.00833054938872243,,0.005213158610473931,
MICA,-0.04059289494836036,-0.01626465035693305,0.04434957017434003,-0.02530668074741076,0.0010950027348691502,0.05528577185769308,-0.001865269930415155,0.10783280681264426,0.09218333426847951,0.038198438339292394,-0.004995162743292852,0.03291895138855474,0.02735637017754756,0.04410573806133984,0.00082432503542196,-0.0069593160913359944,0.019240960838456413,0.05375267300486331,0.003798434596853583
TG,0.0042039614659487926,-0.016614225114731197,-0.017089815668001315,-0.01931497885567833,-0.027885047779950142,0.0006753289536344138,-0.024182664940287906,0.009611824424078126,,0.047672388505484026,0.0356901668661423,0.03466771087013161,-0.01787438006466719,-0.02164138530854261,,-0.015949549096348537,0.018222851499251597,-0.040221313902136624,
ADA,-0.03672323493128386,0.004936242243585559,0.012169332971957067,0.031867402022489076,-0.012084654911464042,0.11089560091298224,0.000324453578086338,0.010835669943095011,0.10595562471346588,-0.027580214561245348,-0.030935369309206973,0.04308507497661905,-0.013452016539111312,0.03190036184360341,-0.014205046415390225,-0.010466131310284347,0.050103275093170654,-0.05068788059467063,-0.0578763849102259
LAMC3,-0.024760495668001547,0.03662272199316002,-0.030390267494729624,-0.003824029576216744,0.03817354876347279,0.10842741694357516,0.025699148628170555,0.02351885012635193,0.012266446628007204,0.054175641735630636,0.04518304843993748,0.07690622631873943,0.026558287876796725,0.05641503998488336,0.003565268002328804,0.041771349703083514,0.05108460153494742,-0.03855573181459465,0.14439662399166434
CCL7,,-0.014407911866642035,,-0.013964698852547672,-0.023799231196356758,,,,,,,,,,,,-0.017342490604035064,-0.001310296924425366,
NGF,-0.028692068002020458,0.03319875167240144,,0.08161651855989656,-0.02540320224655623,,,,-0.003728513992034898,,,0.010628703718142727,0.012954969532198223,-0.014229084586882938,,-0.021936004808252245,0.13923368998939553,0.011223877774820092,
TNFSF15,0.00028109355327411186,,,0.0027588137386258607,-0.01762087001693379,,,,,,,-0.027666480902428844,0.05676431634884937,,,-0.012034278545742414,-0.01565543578057334,0.0463105569844723,
HMGB1,0.12004719294422025,-0.025850919915442493,-0.046578699993649386,-0.05289621245961957,-0.026238997395935295,0.1034893492191329,-0.006899125617152231,0.001021919580855306,0.015210485886187662,-0.0382818228396988,-0.0239717123760392,0.025925736464669485,-0.08103425248242967,0.022286467302785804,-0.004400450847193769,-0.0411180295135324,-0.050036001705345265,0.0023514787532688897,-0.0142715779615895
ITGB3BP,-0.01035589294828933,-0.007570580620949568,0.059375960291469444,-0.04132886964681435,-0.015039042817225684,0.07151198438033023,0.03613820634342524,-0.0382000155699289,0.07327900399608021,0.0007814701349873636,0.04164485426669804,0.06899516615594661,0.049422464585742176,0.013109861131562758,-0.016893820962497964,-0.02576721131399415,-0.007211180586318467,-0.010945683042413787,0.011181694294024396
AANAT,0.04386192663886715,-0.020903688107748505,,-0.01414925252965302,-0.0158774577146998,-0.020619980647435653,-0.021747611904734714,0.013697407781602501,-0.023556545462593496,-0.029963107134973584,-0.051955789555605016,,0.1477197837673495,0.11006820027661336,0.06329498073088616,,-0.01834907827870263,-0.007968959203475687,
RELN,0.010771645549859413,-0.03697487718458198,0.015221226396681787,-0.0245599337365307,-0.04779862159699771,-0.05403027386724065,0.0075881547693024964,0.06101648161444312,0.04182799633034717,-0.023136892992925186,,-0.09236565239382986,,,0.0016427678542295305,-0.014536104300475455,,-0.020576221931557528,-0.003539432483685302
IL15,-0.050456480758604434,-0.008822522750966948,0.09772113647613359,-0.015909052708625263,-0.02941957533349193,-0.024214160405277792,-0.008927720932037654,0.02690242616911789,0.01759825774178238,-0.015455466230186057,0.052437554257868405,0.024199226006675765,0.05327279687583664,0.010038043704334846,-0.020978123553330615,-0.029355309173863732,0.12257233145896326,-0.0170100323899475,
UTS2,,,,,,0.06949972242801965,,,,,0.0019475176861836765,,,,,,,,
BSG,0.004844046333734735,0.07449541982286702,0.05160027966758586,0.02220730670239517,-0.0385511878101601,0.030169122295376865,-0.043025284709883656,0.0607095509398068,-0.015293198142706707,-0.016982738039301577,0.006008318012448518,-0.08845764318532288,0.09252039872801529,0.0012017652191640947,-0.020849746666142883,0.01383285584445948,-0.054129356633689625,0.03295269013192802,0.013260208101263795
ADAMTS3,0.007331771277076911,-0.02135303520303575,0.012801011502128206,0.017161829126585097,-0.04335349401738987,0.1242838603015868,-0.024848262936997382,0.015076534768132196,-0.03782627683268497,0.03560198854111102,0.013870120229649388,,-0.04697277600121421,-0.03736656318899675,-0.008208058086194871,-0.029781055208452315,0.058519537178135544,0.06044672008375254,
CD34,0.1318217703324077,0.046896533769283634,0.008238264034045175,0.022558422534323164,0.05781003024402526,0.0638510326982738,0.02481048939697096,-0.006382888944621339,-0.0404557995423466,0.049613435085385904,0.05694171201256888,0.02756254647872496,0.054904077188966754,0.044566879408157754,0.016023148922450152,0.022186468506399493,0.0692014752328164,0.003308820800130962,-0.06089916158452345
CCL23,,,,,,0.010375882047163958,,,,,,,,,,,,,
PLAT,-0.0010425200531925692,0.048526106611183284,-0.0415489447684253,-0.030936652036855836,0.021622173487705586,0.11418763393730336,-0.0146721417271008,0.06574711677049212,-0.051175800830034084,0.046176565394667426,0.0843934657764954,-0.037942331088008964,0.06642984941221174,0.008807668910047427,0.026349191412727756,-0.008390788309804798,0.061772570895990024,0.008436215180724894,0.05231895619459469
NTF3,,,,,,,,-0.04268604402334111,,,,,,0.0642090840400156,,-0.014138223176814516,,,
LTA,,,-0.012567904159676332,-0.01789818560388889,,,-0.020945216719875637,,,-0.015697514550813273,,,,,,,0.0424581383231184,,
CKLF,0.13075781509029094,0.0008932468256885198,-0.05052277607654319,0.04861452767499936,-0.020284744959279614,0.16901860468232838,0.02934128268627026,0.015519938862865328,0.057384120199302134,0.06770672048734185,0.11155229334339309,-0.04549176630550204,0.04237753122853087,0.01865773547966484,-0.015608254240980043,-0.013624661694942114,-0.01980063271945799,0.04330277523286483,-0.0070569238437168565
CD24,-0.017719195803053873,0.03462028260199714,0.03041283376063884,-0.02778925736300303,0.039967259257109505,0.06700760173596025,0.013672514400799718,0.029320559531162704,0.03196516923949685,0.04744760886299903,0.04908790332704987,-0.02245667604600632,0.13005853620962024,0.032021955879785596,0.01842117979082653,-0.05421737277348652,-0.009670668320665727,-0.01722391514447437,-0.058765835367546496
HSP90AA1,-0.07351450525447555,-0.0646649413429272,-0.016387505523015065,0.016717024808673805,-0.022267358437765998,-0.11984276401356689,0.07199587213075258,0.006398645454759939,-0.025075850533723604,-0.0824943065930815,-0.019716159960190056,0.08285875859973747,-0.124548977230709,-0.07788676580263863,-0.03992628664606691,0.014495367610619939,-0.017505566164417116,-0.025723198410003412,0.0047660714464919434
BMP4,-0.0410394263970024,-0.043043963142695055,-0.013322715139870303,0.004420614899543522,-0.030812771515178312,0.010083812041598195,-0.03671174378319786,-0.00015874155831889763,-0.03757320116338491,-0.023679439374987815,0.15314811553646543,0.09474147002787324,0.05389056604997028,0.028580893565373838,0.06623614598270543,0.10946021586963875,0.051385169076636754,-0.06814439713072708,
SCGB3A1,,-0.014407910425870099,,,-0.018908092072366097,,,-0.010643304878183983,0.0259492199192755,0.04873715632261527,-0.04298080415692035,0.041826672007485556,,0.03386914373308346,,0.004945837376373826,-0.02428440629059585,0.032610652543350674,
IGFBP4,-0.022516195310572015,0.028841285286766605,0.04076569565594101,0.0623170642661743,-0.02462985795899188,0.13328283153518122,-0.041849889720831854,-0.0009312539770336491,-0.09501894551389697,0.02065948369936284,0.06662503217802658,0.028659764334278165,-0.04164440016501356,-0.005872195490351526,-4.988225380884817e-05,0.027342244507237323,0.09994322126652883,0.02723603072933157,-0.044764782939876936
RSPO4,-0.035050302683591855,,-0.02031745246032495,0.01563796202733386,-0.02182301185949884,,-0.013308791377843833,0.040947700354383915,,0.03422582429731554,,-0.0685431796450793,,,,-0.016830643782214057,0.06019761947942113,0.03868024953797276,
LEFTY2,-0.006826159367401355,-0.026242641853321355,-0.012722257144488427,0.007970944773218542,0.04571094564202998,0.12405693177282819,-0.0035552737159495985,-0.01946784659207785,0.060985408543073,-0.024680830011793747,0.022438342173560038,,-0.050423119334488134,0.15363071267261852,0.036289592511876,0.0104213460015365,0.12709018818543324,-0.04487583726094368,
PF4,,-0.014945894258916667,-0.011432216990058171,-0.012183924627875611,,,,,,,,,,-0.013219635288091133,,,-0.024695088376042434,-0.027139128384265836,
ANGPTL2,-0.036542525234512575,0.01701348657585128,0.0296237497619565,-0.043397574698122346,0.019769020743783994,0.09500734803780832,0.010795018836348548,-0.0019443472374797669,0.025590713901668508,0.00880113278618335,-0.07111868959407436,-0.011158754570516466,0.09778717941461773,0.033941028092797886,0.024443153426661,-0.013029171756868952,-0.0014504966304608041,-0.011000869508602434,0.04786439793360978
LRIG2,-0.0018929875141965877,0.08692084341077741,0.03861464843553035,-0.01564237193929524,0.03921258558687332,0.06963312937852523,-0.0213930615407177,0.04035433504356155,0.07993010518391726,0.019739369439916457,-0.009352553618061452,0.012463930781846157,0.11360717695735945,-0.026266324536397562,-0.010402476453327484,0.0137574709590106,0.03371539292557637,0.024448308157974243,0.08699604058383455
ICOSLG,0.007045998794764103,0.018510068910013597,0.0006669283160374339,0.0003057181896672992,0.008022146141252292,0.08746202481377303,-0.00315057611056196,0.0132463151279569,8.245089150306927e-05,-0.004670632432102526,-0.0761626432401375,-0.012046248074657671,-0.0002889427140787576,0.005099969372407443,0.0523100670610851,0.006885321609849046,0.10100349863582002,0.001261970773186679,0.07431915919872203
WIF1,0.11144760561281651,-0.026892710801336605,,,-0.032377807722966286,-0.10855445946758954,0.05462720204031982,0.00569676890627333,0.07934825465164237,-0.006662341948161942,,,,,,-0.015645713643805206,,-0.02631906555824445,-0.07389286793779545
NPPC,0.07773673035874445,-0.012446418534849572,,-0.01890027173193599,0.016441721563834152,0.013975165263351207,-0.028969951379814105,-0.009990520309108806,0.001967524772353564,0.07893449696180653,-0.053695108129553054,0.0044193943396167775,0.0014269881057955547,0.04108494054123287,0.05138460738821101,-0.017505175186931593,,-0.04753858691958229,0.1252240302145995
LYZ,-0.05440005627020203,0.008300410535749335,-0.03628395741332821,-0.006590315009683418,0.023871986101580072,0.040663860792675456,0.016944619733726882,-0.024104368990982047,-0.019285778004290974,0.13185679614887869,0.030226343092702716,0.06352119537523701,-0.02891564780579478,0.06879859612768222,-0.03261342141129407,0.027679815920881482,0.021547011933479927,-0.060384027252792224,0.09046124593051108
EREG,,,,,-0.01803095779886364,,,,-0.0257755430251666,,,,,-0.03235388583162166,,-0.0029248575114408384,-0.037295303730030795,-0.031245176270009466,
SPTAN1,0.0917686084669508,0.04893876776685507,0.05221658311913548,-0.002947497340143739,0.05053614203363494,-0.09519371326714951,0.01866034223836007,-0.0008912344205731466,-0.03216389086112494,-0.02191180255773844,-0.09628602784818188,0.057843285155694424,0.1127854749133819,0.01382892416025077,-0.02279257499099231,-0.01852216901753353,0.06189830333676377,-0.014080119779817196,-0.04735536480939756
PTH2,,,,,,,,,,,,,,,,-0.011996677773291123,,,
LIPC,0.02319756883359577,-0.018297703023379484,-0.017206097559997927,-0.021895419982744285,-0.0030151603881814646,0.02742034964359208,0.04823767043842571,,-0.04616352776879497,-0.019747110532642324,-0.038712268075418374,-0.014548561621055634,0.0026675647148006556,,0.1252542280721629,,0.11412068689034857,-0.030297260833738432,
COL8A1,-0.000892702641168361,-0.009233169168500694,0.04224407685180638,-0.052617425104287956,-0.020734566256075143,0.08712896352806239,0.0041303629614768975,-0.030924414893374927,0.02082129937314229,0.04893092825103668,-0.03680525264201597,0.037765955091841864,-0.019832513369924847,-0.009821656091150861,0.011514288846783507,-0.01799276364160473,-0.02336572433591694,0.07106699069413035,
GSTM2,0.05981535531864615,0.07142055998019467,0.029346783656726258,0.009793235292542111,0.05386389674784844,0.0015536015426960452,-0.01687656086217251,-0.07147535877019862,-0.0020357280870439425,0.04096985780284671,0.0073948015167961505,0.017994466738286034,0.02834538801551959,0.02240585788197255,0.011481385143073059,-0.02441904054816197,0.005127003365122443,-0.03248191747715194,
IL4,,,,,,,,,,,0.021332428812681353,,,,,,,,
SPX,0.1289104271131075,-0.018378664233818977,0.0002879444460267698,-0.027560310847933207,0.05963748854660943,-0.0389942395288911,-0.018499168171991095,0.03479411026485754,0.034251285043983636,-0.06160575451436568,,,-0.03610445192323573,0.15606966744489464,-0.03364885964356149,0.032153460984854304,0.0908943101294765,0.014657991661089147,0.043141285833893185
MFGE8,-0.019983293675979105,0.05908749426381068,0.049358916178825825,0.008271094657895627,-0.005758337397932563,0.014175739109747452,-0.025966739330891518,0.011590947544831042,-0.05049406654536838,0.06647237967704159,0.021838660955222543,0.10605367512701229,-0.005350604164187954,-0.023048460339950852,-0.002667604744763533,0.029207289049506865,0.026318434801786913,0.009301810154157635,-0.01338563824311683
TGFA,-0.058572264273566856,0.005601880762650754,0.025334999771121778,0.09814390010120395,-0.033074516002121176,0.09579903863524641,0.01202395243615848,-0.009426940872850334,-0.00645961862101885,-0.008609212209890117,-0.06750619936065327,-0.042823116925439546,0.041001771079082205,-0.021072850103227316,0.0545315149944829,-0.021823062746102493,0.047856899485720826,0.06501285570849803,0.03941222538733948
SLIT2,0.08630490745732408,0.01940035149640087,0.0030962934984294205,0.04422679388637562,0.013195220173103879,-0.05754419097486418,0.010106978042851362,0.05729188027784026,-0.04571705034707051,-0.03806011668494392,-0.010178679984858366,-0.06461813577163518,-0.02084353497249273,-0.03831994113725098,-0.01804475307411868,-0.02421996750213144,-0.003620990835447702,-0.01138169619567716,-0.07079454220621449
PLTP,-0.024452060880541127,-0.02989329252754048,-0.0589559436288043,0.011971846723459018,-0.01600155071681347,0.1126828460845766,0.06321426511962491,0.03900685272817255,-0.010524110138391496,0.026133507432375604,0.08886194365682132,0.06981486512179463,0.08497905304974301,-0.020321726624387724,-0.014128619730741664,0.015004546493968924,-0.0036902152999457125,-0.003347354176166661,0.08450370791721827
APOD,-0.06442975984537369,0.02867628175695657,-0.07301672705737752,0.010125839163737752,0.0045820730835120695,0.11190226804639249,0.020387007606563916,-0.003943251859234293,0.03558840947052386,-0.04523760428363343,-0.07425660384665386,0.0874539736422828,-0.12086416652264208,0.06781206600540511,0.04247669983037705,0.039411077345167356,-0.012887049483686344,-0.022582747849668083,0.043054284712884396
B2M,0.058316884539938794,-0.013085606765392064,-0.031218977537323587,-0.02930013002930313,-0.014458165156519993,0.18458735577653052,0.03165961378724834,0.03968415825104421,0.002603440724115223,0.07026743820425743,0.13591836304735336,-0.024463377758569528,-0.10379106410311148,0.06384887191406262,0.006771995660037364,0.029953918579904742,0.04314818157377626,-0.01592099307135159,0.032193128047750916
OMG,0.14407615267689589,0.024548335100134676,-0.028639833028818788,-0.03465496844349157,0.03453917901008013,0.02986284721338462,0.0318554541415497,-0.07334515578713442,0.0030717175610341712,0.011821233107383693,-0.07773812364236068,0.038565877043596965,0.057513902588914756,0.036088114198042004,0.04229746503767328,-0.028167667405785555,0.06928838947453869,-0.01519634089863442,0.12049829808805468
CXCL3,-0.038227163685426856,-0.03690843590026097,-0.009464866698320881,0.06017390775272475,-0.07216419850988996,-0.027073048901757314,0.009051309216569804,0.00012334653281828616,-0.03628538659381344,-0.020013400588715466,-0.05700406750846178,,,-0.025015591239981087,0.02163828673131835,0.09925411588552042,0.009119158549205692,0.04517356876433465,
CXCL10,0.09072268440881902,-0.0004057402954271309,0.029542736811524743,-0.00037623276570260484,-0.043266525089234904,0.1594978394019881,0.06237172080458167,0.036590169372226374,-0.04827238457456891,0.1069288117399826,0.1991137491117858,-0.02272071252124965,0.022693805024030733,0.00469848205905508,-0.0131039236942415,0.0944838424733058,0.043992214695169334,-0.06286112684477395,
RSPO3,,0.016439120833687957,,-0.014149251484183455,-0.021128254315647632,-0.03385910158469566,-0.029345407378742736,0.02906618763890928,0.019224223472277868,0.04425894611091028,,,,0.039024604213535895,,-0.009815654244852362,-0.01759923680452864,-0.02408850903836764,-0.031559186192954676
CORT,0.03615541490041395,-0.006660190427288821,-0.02041721560375917,-0.03173078290551625,0.017408313004406435,-0.032813833012566906,0.0652080375053594,0.021294170580608954,0.11594785654664833,-0.01568735103471374,,,,-0.01383367642643007,,-0.027991617881269772,,,-0.03370009924660844
NCAN,0.07680214451064472,0.025625940916187435,-0.006493604270148336,0.005631124114463283,0.011906044332125864,0.13631505490980222,0.010756981583440848,0.02964297117919442,-0.05131719721502737,-0.015708315158388535,0.009586581431554277,0.010882599989692973,0.06690784640557995,0.055102961678464055,0.021313927359104375,-0.012537815445963212,-0.01017393066992837,0.02015786235812234,0.03356735676259491
PRG4,0.02732189318998303,0.04213511870932656,,0.1517539361859681,-0.015127754235674532,0.024943049291525295,-0.031131831359826,,,-0.024451476467467766,,,,-0.02041243610582531,,0.039626121124234824,0.024168115544666392,-0.009548659268806508,
ZG16B,,-0.019979423175713436,-0.013756815084975295,0.019789286476533073,,0.01770852842896097,0.034204884311012235,,,,,,-0.04169635966325209,,,,-0.0032109542777262697,-0.023152459895675218,
TGM2,0.05504646049646993,0.01104585389924556,-0.02956869171157146,0.0034698424751060104,0.003163393408333843,0.06916606585602107,0.037021903573355414,0.028018003138607507,-0.008521459469069691,-0.02546319393587001,-0.02508310466140954,0.11490417733010257,0.02768322052143727,-0.02943915135699827,0.02961249245448333,0.009383663677862067,0.010543838495394866,0.03539023883724829,-0.06531858882527859
VEGFC,-0.038481994364618445,0.02319283289930046,-0.017664280337518136,-0.024888836417870798,-0.023286626621891668,0.023307832719815083,-0.01365885741009626,0.045110142981044626,0.09861475939372638,0.13986457295937849,0.011071995623841492,0.05922593490726347,-0.006709071188680485,0.07802721087734979,-0.0564978323438036,-0.028725141101299777,0.022556223349964783,-0.06010335777347349,
