,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1
IGFL3,,-0.021191064813866393,,,,,
BMP1,0.013186657006199974,0.05599235731911575,0.004606473379842117,0.019725187250423794,0.027766439148582723,0.13806111090268025,0.04721720321861132
NDP,0.024579632934515667,0.027845673135203773,0.010019230350215956,-0.04309770760289731,0.0077727716600407,0.06301528208607073,0.008696303868373485
TNFSF18,,0.09162284526367748,-0.019857195639536723,,,,-0.027778988431383687
IL36G,,,,,0.004813497106724934,,
RTN4,0.009375623726586926,-0.10040037390220866,0.03160149926950042,-0.0026983295359561507,-0.05934520378473506,0.013681852868004515,-0.0036603138732240205
HEBP1,0.03638359458497361,0.08693292981336355,0.00516310475083979,0.016682811677238223,0.01866494849444059,0.10762149710163178,0.023144874179245233
WNT7B,-0.0034079302408852466,-0.08770916278362399,0.005924311715297638,-0.010917753265758104,-0.017739984381384383,0.013450262240691074,
PTMA,-0.0064364107995181176,-0.05389416402015778,-0.06399525777661338,0.023716493517370627,0.03446156590417538,-0.048995253448535926,0.04996892240562057
CEACAM1,-0.013755954311261974,0.05387465733767987,0.014540937102610356,,,0.049563584675106555,0.02267857657627209
PDAP1,0.02518403797179607,0.07512682051027969,0.020738290414412993,-0.023989104492854123,0.04482119052085228,-0.05665970715043922,0.031751395177434874
QDPR,-0.019580613920922627,-0.049380046307658,-0.0587323047420084,0.07938846468337239,0.04736027137462252,0.10112971736904137,-0.04411616651605506
POMC,-0.031559377586160994,0.053982840464912016,0.025459080084998063,0.06474271556755819,0.005125045776128417,0.0620206532792511,0.004949376020623708
CCL18,,,,,,-0.03871219436557409,
CCL17,-0.0003700218404212335,,0.0446832883241625,-0.013513117991529508,0.008285757982470355,,
VEGFD,0.15597052666556588,0.0756126574731048,-0.005968825626912088,-0.009912035466673179,-0.015802210168952214,0.08134036468179798,-0.04572197584763641
TNFSF13,-0.016879441790084902,,,,,,
WNT5A,0.049421561761910746,0.09154585040713865,0.06164267102412016,-0.01658502606061781,0.03979039286242691,-0.03652267905697989,0.0731664097740407
CXCL8,-0.02039224572586275,0.06971708980503671,-0.022465219139401582,0.021030040766812298,-0.02594108836652082,-0.08115566102302393,0.051356175025949156
GRN,0.0029295355950058805,0.1096277385545342,0.06385819571530978,0.013153992858620674,0.04767361823237273,0.03508876397430059,0.005262963349924326
MIA,0.008515761259191198,0.025100826439008416,0.005462427091808844,-0.011272852888108323,0.040798699529613215,0.029322111416242327,0.007764308127226936
COL4A4,-0.0041266544972901175,-0.020882221463737832,0.030403776819889282,0.040439324277442436,-0.020993398366185204,,-0.008278399244070615
TAC1,0.026921192361883457,-0.0750990586760106,0.0015081354348583024,0.011919038047036713,-0.03720469545062028,,
RARRES2,0.020648486636023793,0.13380208972550525,0.003806155211814943,0.004885510862967277,0.04912982294380741,0.031037898812314387,0.08038905678706333
FGF7,-0.022547698297900688,0.024938432230959245,0.01595519367512395,0.03217058076728778,-0.005324616755589395,0.005876599008999959,0.05482278813507325
HBEGF,-0.04777395782977107,0.07111964054861812,0.0057623919196375835,0.06487559392476651,-0.03383379288366444,-0.05996085045545943,0.060349642805579626
CSF3,0.02148331081143022,0.01203453438274711,,,,,
PI3,-0.03271499524906014,-0.024876996507014977,,,,0.0643345785430743,
PCSK1N,0.004020691349580956,-0.0618051556860942,-0.04460671432360948,0.007787402972600703,-0.02445357306604093,0.03138023341849994,-0.04885829411066993
NTS,,0.029866677095865587,0.02864310899160243,-0.0019085542600995925,,,
SFRP1,-0.021351758885697618,-0.01625383837175678,0.050951278204202324,-0.013513118127617706,0.011400375765373663,0.0763870355963412,-0.006863823597233446
MICA,-0.009300629894189108,0.10172424164629597,-0.024782547795842963,0.045681475153729625,0.014188522919154416,-0.044160497641852155,-0.04063535140884558
TG,0.07974958233463102,-0.02666426035462944,-0.02495059523356825,-0.009779384808118201,-0.02214842157463871,0.01578091572409595,-0.03038953587015055
ADA,0.03871629878937461,0.10296804660335213,0.05567780177452682,0.05568564264430706,0.08193863517348833,0.05428838877490712,-0.08166592469957713
LAMC3,0.014608833701116207,0.07417273362008354,-0.04603948736819312,0.022314820946286486,-0.051689962366711924,0.057419391572346705,0.02088328416763362
CCL7,-0.016659279072247825,,,,,,
NGF,-0.005490235761809962,,,,,,0.04176421608556303
TNFSF15,-0.018550922041849993,,,,,,-0.05144855500125082
HMGB1,0.0032961995235125897,0.09453214286739037,0.032736485508330505,-0.025025695661300522,0.03196289924954657,-0.06844695278608903,-0.03728676648899564
ITGB3BP,0.06430790974758563,0.10214987833389086,0.031141591665353505,0.002912348880519504,0.05113269700548626,0.015097500103931337,0.13238238204183606
AANAT,-0.016879443591595596,0.09592557845845164,0.07740186093036673,0.013573598171917571,-0.01977842758236687,-0.05272068789060665,
RELN,0.011544573494443352,-0.052047515504376606,-0.049401708783648836,0.006206408453263062,0.008846730361446595,,-0.0011498944222633862
IL15,-0.005341366963741913,0.029374754404865845,0.008407444838985858,-0.011988974960371376,-0.018343577438592905,0.09106214215331099,-0.05222646498716892
UTS2,,0.06186438663309256,,,,0.06396094631590557,
BSG,-0.007845929059467384,-0.03404369166886943,-0.060254824100376705,0.002098094102619787,0.017599806406589077,0.030190907358521854,0.058978912483903446
ADAMTS3,-0.009823241515127118,0.08100899666947693,-0.021415799881085083,-0.03346374966498215,-0.030481105453786246,-0.04046244415577464,
CD34,0.08428029710282994,0.036245086205908265,-0.0005311325556744431,0.0063231914068028056,-0.04248078634337327,0.030877381512651365,-0.026729010391548094
CCL23,,-0.0059230955889137534,,,,,
PLAT,-0.01885351160807751,0.07352661033850143,-0.008673678129489668,0.07517646129840179,0.037843990160666495,0.022589785984577906,-0.014133942192624416
NTF3,,,,0.044415475837018895,,,
LTA,0.07385602651373244,,0.09606219616568966,,-0.018343579702932662,,
CKLF,0.02599899576494704,0.08773825907381824,0.015875532778012725,0.008217267304669904,-0.03491371725933402,0.04176010292262469,0.021244282450006157
CD24,-0.03234134418155328,0.057557169729578965,0.061903210303082205,-0.007025415465484787,0.043696626403202946,0.09096494220565512,-0.01992465841025999
HSP90AA1,0.032119871036556696,-0.12329347886756223,-0.03198674892612378,-0.015103378981456776,-0.026710533194339615,-0.07543042614005452,-0.07364661227499947
BMP4,-0.03731527425423282,0.004567549497644896,-0.003539950300832663,0.0016236362777641354,-0.015630624512989313,0.07064267649156072,-0.042315023592269
SCGB3A1,,,,-0.009508762196294469,-0.012799907333010343,0.05716298812204833,-0.04905864817983745
IGFBP4,0.00236310402479789,0.0980760167837077,0.006555018437102391,0.013855727039787295,-0.011029209399007865,-0.02440749244195338,-0.02344313345661978
RSPO4,-0.03268260628236144,,-0.0026283770892778836,-0.009508760805422895,0.04239474513606064,,-0.04485696170023568
LEFTY2,-0.004190745921089133,0.08190369786750983,0.05219344504594498,-0.010426472517846043,-0.02264494428887982,-0.018436909116476826,
PF4,-0.014534892783168248,,,,,,
ANGPTL2,0.002601225416433236,0.09048831443120196,0.07351924075538713,0.024351439018159577,0.02767476631790807,0.13017256223391152,-0.0824552514661206
LRIG2,0.030630525661187805,0.106655743450571,0.028612175986869205,-0.002578594510447115,0.06412796877762102,-0.028017702521701077,0.04877872047700022
ICOSLG,0.01351577939649221,0.1284869687625741,0.004490050977526643,0.01277069984225525,0.015872148901963142,-0.0873304989132441,-0.034309832205473643
WIF1,,-0.09093050864784688,0.03757509899204829,0.014100914926371408,-0.045437021152778596,,
NPPC,0.003929655829182793,0.013542299313011024,-0.0066935946207769305,-0.013214850523817203,0.022480370522853656,-0.05448561288671918,-0.0037461825441854227
LYZ,-0.005292790661263831,0.0808657861271645,0.03283406464965279,-0.04971308914319914,-0.04187411999493954,0.04907929444749651,0.045151750046467765
SPTAN1,0.013447060803736656,-0.03653792673008779,0.03610412266305177,-0.01380988030964662,-0.025300242092035782,0.10896632550773781,0.005463407970455885
LIPC,0.06620583361583171,0.1070574214015413,-0.023400420304515328,,0.02075412758842758,0.09837044062290319,-0.02630015135946172
COL8A1,-0.02899796071645009,0.010346324262018565,-0.007824228651767084,5.009804422489698e-05,-0.0281864857697182,0.0748778979687329,0.0602612579921019
GSTM2,0.03221574144690012,0.04836514924428999,-0.017323614037576474,0.0027551897334110198,-0.021387990971342474,0.13703953776170416,-0.02368444545246845
IL4,,,,,,-0.03755002840901639,
SPX,-0.035544732478675775,-0.04750020156603266,0.010265951311831584,0.0113265958185793,-0.04125916502401916,,
MFGE8,-0.0033742072421538327,-0.004466633185952368,0.012097573202482023,0.017105191519905763,-0.03352210453012229,0.031052216444811948,-0.05909426927725309
TGFA,0.0071296754263790755,0.05326937483905811,-0.04700829916104071,0.09481446787892084,0.04151624554686314,-0.1248625375918278,0.06894660629393126
SLIT2,0.012751529977117324,-0.03095012227452527,0.013961811695487714,-0.0016447463578927156,-0.04126176012109907,-0.01963907278000613,0.07018228073970219
PLTP,0.00968004189231616,0.11069268896418377,0.04449275812284109,-0.017005203157738086,0.027549576859082076,0.04010860826280252,-0.07447567208979489
APOD,0.02292237930222359,0.11255458015668124,0.004117705552237578,-0.03722450103429006,0.015626465488915033,0.04576477754379784,-0.027905761413043698
B2M,0.09201981155142694,0.15875763156628336,0.025444073207757045,-0.0270491858408549,0.03434940915032117,0.14114720769157738,-0.00656276182811702
OMG,0.07740177748838663,-0.04477427925042618,0.01915428341907131,0.025132161278026418,-0.0051907922847064655,0.05875718521315089,0.05122356855869322
CXCL3,-0.06165769734334125,0.018218560641556383,0.027138789968433524,-0.010172364131437616,-0.013210699158725827,0.07784509969013664,
CXCL10,0.004668995916845868,0.12683165210786643,0.02825655910505951,-0.015452565648285045,-0.020993399692451047,0.006070404845217585,-0.10109148744512486
RSPO3,-0.016879442344395822,-0.03272361000724254,0.012881817699882824,-0.012313068918907627,-0.013804926009583102,,
CORT,0.041919115851009076,-0.029780564520667515,-0.03995970045316794,-0.025049334754694688,0.028844498223827994,,
