,UKF248,UKF259,ZH881T1,ZH916T1
IGFL3,,,,-0.013929159819003221
BMP1,0.05737839333396205,-0.039672496859710527,0.10166809794032383,0.0026320442450131925
NDP,0.016482991548571267,-0.008714561854225962,-0.05084679666171927,-0.020787176645058827
TNFSF18,0.032380012299783094,,,-0.0234960023365041
RTN4,-0.002434130847855842,0.005766508553701245,-0.10033125373982567,0.0017181892297508906
HEBP1,-0.011089295788349105,0.0010636637579966638,-0.006956572650453505,-0.039368057754150525
WNT7B,0.0023017512307854857,0.024717368578618667,-0.02812567408354567,-0.02973061748661386
PTMA,0.056692810930798754,0.0006748974627396036,0.06070659313248178,-0.006095691629224882
FASLG,,,,0.05652045756403414
CEACAM1,0.0264888181098111,-0.006299811138917522,0.20037677835557197,-0.01680859702035373
PDAP1,0.07849761508188409,-0.00975603896925048,0.008917222486278851,-0.04777758588719618
QDPR,0.004519594828960224,0.005154976067662711,-0.029651614186303934,-0.04235559742682775
POMC,0.044589619702596006,0.05082733978416431,0.08044211086238841,-0.0024287922263197823
CCL18,-0.019721816268403292,,0.04893507899005872,
CCL17,,-0.01669895680813275,,-0.010949848008390911
VEGFD,-0.019721822531003668,-0.01860448194539237,,
TNFSF13,-0.01488272015146809,-0.011518566672560836,0.12181350132969652,-0.017841863382995243
WNT5A,-0.006573673010409786,0.0848082422373729,0.04246347557232218,0.019683934058173917
CXCL8,-0.05029176185696622,-0.02184794646206292,0.01411249010384207,0.017541330224769506
GRN,0.035838423565889545,0.029255220851632947,0.10908435435998788,0.11473367598174897
MIA,-0.039292674798159295,0.00260087235216201,0.10691728514624539,-0.01769722125084807
COL4A4,-0.02368574110320997,-0.04024674106379613,0.011110292669499687,0.023166804333358246
TAC1,-0.016614477613192662,0.0244654526407935,-0.03220661569341731,-0.014394688634439599
RARRES2,-0.006307340916985278,-0.007353013757221412,0.012310270461481823,-0.011797290501206592
FGF7,,-0.018932752816419096,0.017238595958047307,-0.021360384155376746
HBEGF,0.036504880891121756,-0.0321621373429171,-0.05801481216246498,0.02407575270421081
CSF3,,-0.019903700482529502,0.060031438148422656,-0.011528500739404514
PI3,-0.02074818222073019,0.02060638508543843,0.036003380522252756,-0.0076995208088682585
PCSK1N,-0.013986823603461719,-0.013166776085425408,-0.039554516836277816,-0.04345292892439211
NTS,,,-0.05571968248757709,-0.017072137554661474
SFRP1,-0.028740312088201637,-0.014570485289733877,-0.07819418931973018,0.034476274374848646
CXCL13,,,0.02616205223626238,
MICA,-0.02565261237065719,-0.0038391252893153205,-0.046402211998124214,-0.05466700203233956
TG,-0.008412572556275665,-0.015723862091437953,-0.00488498177823493,0.04929875347411779
ADA,0.045346120127142314,0.031924352458921675,0.021431069819738365,0.015602155684049709
LAMC3,0.07104495683114849,0.030277135293808786,0.06756993550992782,-0.020017407926573347
CCL7,-0.01254474120166901,-0.011368327169634374,,-0.012080751263247477
NGF,0.010197196120087253,-0.026047741152720034,0.08193246746840666,0.028579368905932438
TNFSF15,,0.0785839393819243,-0.01661892574054666,-0.03191943641607434
HMGB1,-0.002800374422606243,0.008580838864232497,-0.01718264932323457,-0.09020882989253003
ITGB3BP,-0.013842171116636473,0.0786263933449291,0.04173925260320419,0.011952914264379496
AANAT,0.0008963270850978571,-0.011518567901915534,,-0.012781938630157755
RELN,-0.003808366411236896,-0.01999365435155693,-0.02007386126290959,
IL15,0.04142757150332845,-0.0161528657909779,0.03772150068284104,0.046603230425170325
BSG,0.10631145942790433,-0.04236556739036388,0.04751259275616908,-0.06819319898916473
ADAMTS3,0.014759167121065694,-0.0032465275319957508,-0.027160608343900796,-0.02282403077055662
CD34,0.10195207847184037,-0.038547707373918605,0.05236224917929082,-0.059365878401110087
PLAT,0.05104177119209265,0.004908679987092005,-0.04173251174697635,-0.02758226358974737
NTF3,,,0.04215239686720572,
LTA,,-0.014570484608103673,,-0.017202563111809788
CKLF,0.0484764955147309,-0.025541631622932486,-0.047549938297580883,-0.026640759966706656
CD24,0.011355894598281733,-0.03537812912779371,-0.04413767423628946,0.009921014042898786
HSP90AA1,-0.06874198012702372,0.03315840460238195,0.005546192758249921,-0.0498585770801273
BMP4,0.03497966314652707,0.002155788704354794,0.09259182850976415,0.00733012050108195
SCGB3A1,-0.012544739947211649,,-0.022821649907244328,0.008420139423897235
IGFBP4,0.10546543059532926,-0.02026918999178022,0.09078890887220205,0.051067454456450105
RSPO4,,0.03262710921567922,-0.023242541554862536,-0.004084868505472009
LEFTY2,0.05192889713469483,-0.022723042990571863,-0.03160832097638067,-0.003352528505777117
PF4,-0.013013153969917916,-0.009918641486105962,,-0.017202559131009088
ANGPTL2,-0.009485236584954784,0.042962411978561266,-0.033484115931906845,-0.07518260280240385
LRIG2,0.028534030966740263,0.022174975801981276,-0.008071951561723967,-0.010518711990945197
ICOSLG,0.03626697461782494,-0.07623370825035243,-0.07037841673867713,0.049410161480156436
WIF1,-0.023415058360759078,,-0.0216061936921218,
NPPC,0.05023960779123645,-0.01538625894567295,0.028157701856284065,
LYZ,0.02851609499135647,0.009649795781859462,0.008473989807811867,0.022996138467856437
EREG,,,0.025412051870585425,0.03885779295457947
SPTAN1,0.06851838262700392,0.05676402418232828,-0.08890616976227848,0.0011993412793420539
PTH2,,,0.037178646066772514,
LIPC,-0.015931520898926046,-0.017824537464692706,,-0.021750545871058572
COL8A1,0.020001442423224346,0.04354125015073719,0.048912327592503885,0.015538898533498206
GSTM2,-0.015216656538697939,0.01192773163697944,0.007721646605523434,-0.027300222263719212
SPX,0.0019542582626743766,-0.029207508509065616,-0.050756437313871215,-0.03192939920939996
MFGE8,0.014277493129663142,0.025111266077346775,-0.01199947634307095,-0.041178958595132584
TGFA,-0.025659068839968494,0.03984196826039086,0.006639603589759854,-0.028105393102511155
SLIT2,0.0030151515385765195,-0.006130374150988609,-0.002369276696603477,0.04896684047337928
PLTP,-0.018769454458569933,0.022347694225694218,0.12835849948369116,0.0855267573949972
APOD,0.03127786030967879,0.008685657622858708,-0.039784212891123584,0.07193903618137062
B2M,0.06314571062122008,-0.027268261784051024,0.10752347979967064,0.11315622691766475
OMG,0.04932613156713456,0.001724390159524651,0.043562948879418,-0.017975472496543347
CXCL3,-0.03213559194508549,-0.032583248861900414,0.015199136291653063,0.03876529537819635
CXCL10,0.03627966839735649,0.03458759208199733,-0.031758794196145274,0.02330562074019778
RSPO3,-0.01704043528294912,-0.011518567050823778,-0.02270739216461553,-0.012259600256553264
CORT,-0.01706841400551733,-0.002447383250574265,0.034161201870515474,
NCAN,0.07473869911917912,0.019395168346097752,-0.1071773863975313,-0.04969817619471058
PRG4,0.09008013777593836,-0.011368328941219408,-0.010945487929981975,0.03615230724282367
ZG16B,-0.017395768062562936,0.05314664585331565,,-0.015286402143198848
TGM2,0.04095414032673396,-0.009607405274084312,0.08497980608070206,0.051546256383820425
VEGFC,0.0764266526996318,0.03713892650407667,0.038808415223706066,-0.029674749897239804
WNT6,-0.0026347442513986546,-0.01572386274430105,0.04450675023258054,-0.018461472299367992
NRG4,-0.011554147061682531,-0.013835776375597221,0.01862494554633402,-0.012259601630561962
PMCH,-0.01331677628572321,0.05816868226194723,0.12603440704912922,-0.02643635841751029
COL9A1,0.08285718180747215,-0.014450458610120117,0.018377182253757677,-0.036821169200030195
GDF11,-0.022706596898094643,0.005928312497748744,0.031637527403977135,-0.005059054232007545
RAET1E,,,,0.04761100931154854
SORBS1,0.00232184275798967,0.005687619845566506,0.011745067591640585,-0.026762681544523673
DLL1,0.0464176185901518,0.03330642549645606,-0.0045753614832841375,-0.019823568124098544
TLN1,0.01591990352449918,0.01167040540850674,0.05523910814047998,0.03498924265854794
COL2A1,0.01598659234370099,,0.03635731841860579,-0.017841862003757595
SHH,,-0.011813560291132183,0.0033956720236680703,-0.02001592389289115
PON2,0.07304565063017045,0.05220186684602234,-0.09167669576968901,-0.03904195524134038
ICAM5,0.0579392333829451,0.014157087605877347,0.06800129800126634,-0.02643635730523985
HPX,0.037548966888497334,-0.02874399933473318,0.03399885314127893,-0.02829197324252033
SFRP2,-0.016678265190797566,-0.01345436493772104,0.09164474980284786,-0.03948463672440554
CD70,0.014755796188563503,-0.022868592251679233,0.06413942499591521,0.026392075819400413
HP,-0.010121204161339692,-0.006496637450877861,0.05743415346227048,-0.018339023154119616
CXCL2,0.03742158705359577,0.017024661875387346,0.008750954310761767,0.04720721533045961
NPPB,-0.016183928669684097,-0.03452695643253563,-0.02641174075880212,-0.01243600049966935
CCK,0.05947084272882405,0.061761739988009455,0.007191218608082408,0.08476992309116944
SEMA6A,-0.015774565607018096,0.005161772613656074,-0.03697608183441056,-0.033046437253894
IRAK4,-0.015562092280833417,0.025549161693957663,0.017608567840140792,0.011319378186440085
GSTP1,0.08027962568366308,-0.01593096627163392,0.023028387082156328,-0.033732339239066544
VCAM1,0.007230622592631063,0.0017737658033320275,0.012670135098060628,0.014525833010950963
NXPH3,-0.01649805800933866,0.054841857021232364,-0.0047472863628585426,-0.02175330586510065
MTMR4,0.0035540573777058412,-0.0327468245836894,0.053642285650595874,-0.06625955404035713
LAMC2,0.09232656503043839,-0.026405381311952657,-0.01715285461667372,-0.023694394604588567
IL10,-0.02683939145005523,-0.01929638924582529,-0.04271411713576544,-0.02426509484847686
SEMA4D,0.04921787195682341,-0.013556529729022217,-0.07328334725222979,-0.000511014794973711
TRH,-0.06003684229879155,-0.028003937017620575,0.02017924900895559,-0.013929154536154733
SEMA6D,0.04859843043018816,0.03189117355200802,-0.04760990339218401,-0.055622765486911474
CEL,,,0.03552684480603313,0.009105606601420995
PDCD1LG2,0.03689348935185474,-0.005139638539756624,-0.048944031959864694,0.01682708140143923
