,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.002677201496708729,,,,,,,,,0.015945638028525343,
BMP1,0.020636061340006964,-0.02681889376233907,0.0030464898324772203,0.006582607552640585,0.13489206465101403,0.07756089030348838,0.011389491367028255,0.049279317260239486,-0.019736150167199932,-0.06114730571647656,-0.016311528182913104,-0.05868402303077184,-0.011014683065686268,0.0974968884008793,0.0786907051757654,0.01246815337389538
NDP,0.021884000282537376,-0.004790285369078558,0.02599321461080109,0.010949342318973501,0.053729810033981244,0.011358731590098427,0.01820219625182845,-0.040631763408270766,4.945432500565613e-05,-0.05948897947102789,0.07296033324011272,-0.017324055173334896,0.10952818232497567,-0.0342311626369971,0.03696328791216982,-0.0209668131741736
TNFSF18,-0.00043137711166731525,-0.013957225240201631,,,-0.018425351039148684,-0.027139474198740358,0.05941129425871744,,,,0.19821399644781748,,,,0.008923380146745806,0.006046290038339029
IL36G,,,,,,,,,,0.005521210680674277,,,,,,
RTN4,-0.0013386841635082392,-0.006683435166538452,0.03382569531377858,0.03883955175818719,-0.16521828694502733,-0.1157973887407238,-0.034854348924972606,0.060193992091960975,0.09417095173097347,0.09296820494544687,0.00514787111571534,0.03579743732731056,-0.08965954245662036,-0.022258473947499798,0.028489923147452675,-0.03621954906275082
HEBP1,-0.04589855044381296,0.04077141634521085,0.00733798523716495,0.062051569570027144,0.0460745247211576,0.08167284265495584,0.055363977817008386,0.0009748334988729787,-0.01573217808706682,0.014224040543422278,-0.0543524266970199,0.05068557154057185,0.03258922178233696,0.053690815913437495,0.06419786307098128,-0.049246927974421116
WNT7B,0.01913390059293315,0.04276180328486415,-0.00647682589593381,0.021263289308485436,0.017927341988425077,-0.03811795381499849,-0.04336613971879864,-0.011407976996636373,,-0.01736074793061429,,-0.0008951325961602401,0.06819615294273816,-0.025144472452436607,0.011138393615259786,0.00882162212931552
PTMA,0.011613571886140206,0.03328474555623473,-0.02825794445078452,-0.03917053413595047,0.18220375627304247,-0.08431211012961433,0.01824247510061357,0.035110639250071615,-0.13796175683964038,-0.07085879190120378,-0.0040174193110470114,0.06726460248579667,-0.022786943883603354,0.012954010289606034,-0.003646232622230719,0.056215808912971135
FASLG,,,,,,,,,,,,,,,0.0014435389413908113,
CEACAM1,0.07740059546917788,-0.015847351638847842,0.024224286043020554,-0.004501639276518847,,-0.0012272207901972802,-0.012317036753475674,,,,-0.026885896064999127,0.007073513555228541,-0.0050103172614607006,-0.01668875206035742,-0.0272068844614842,
PDAP1,-0.0034768458194110756,0.08658001351589319,0.008012204513274567,-0.009355099901224883,0.0707937914159006,0.09342392733239499,0.03299943524002366,0.0003476676023643542,0.0083533349838641,-0.018427863343796126,0.08785433685641438,-0.013182339403006336,-0.028802923477571726,0.023234039630936863,-0.009140628964388954,-0.08179138156733279
QDPR,0.050410744722952754,-0.0004406999597909249,-0.04047736609724275,0.07096524526772405,-0.06508403668019046,-0.12167713055242452,0.037727253706072876,0.10245019416102476,-0.1806253749573852,0.07975420776344368,0.016010549257236748,-0.02030508798621441,0.0869929952194852,-0.02206702535845716,0.034962884529320885,-0.027312322082819435
POMC,0.008984920731339946,-0.028158215534587472,0.029157106530427843,0.05331058765134048,-0.04860979225791869,-0.04603732893556901,-0.01755460433743346,0.041820452625154485,-0.018564585614205893,-0.0338413908889055,-0.04876849613430678,0.0043984601534476555,0.024143678700311783,0.028207340972215368,0.005662974680691246,-0.019525565384154873
CCL18,-0.030233195057380712,,,,,,,,-0.018731488448178065,,,0.08236990641793988,0.014750088318348484,-0.004982802279261584,,
CCL17,,,0.006603264469593466,,,,-0.004461775716257322,0.06593820187104761,,-0.014429366010691572,,-0.01854314192873016,-0.04625513978654522,,-0.01772374275344695,
VEGFD,-0.03023320465783618,0.03312836272833499,-0.015697039910881293,-0.029136934733473573,,0.047002725947086425,-0.020103244490118598,-0.010357100938367812,-0.02081816168085163,-0.015464398479270844,-0.06549649688789759,,0.02005179198416859,,,
TNFSF13,0.00727217922954382,,-0.009718486185535192,,0.08379322053607074,,,,,,,-0.03558150413858486,0.06490999887560736,0.0006184060994435127,-0.014905612728362017,0.002883868098266889
WNT5A,-0.061921667555223846,0.0325410232844364,-0.04306731119092411,-0.006584662812659933,0.16406420319567133,0.09683187656531266,0.030548320775589485,0.05014734934050219,-0.0013610791717148774,-0.05989610254659804,0.04464944616325575,-0.010826068757375172,-0.02166242141251134,0.016698687037766887,0.019140380652585123,0.025284045202744358
