,UKF243,UKF259,UKF313,UKF334,ZH8812bulk
IGFL3,,,,,-0.01660306818713592
BMP1,-0.008133481917769827,-0.0012812192968164836,0.05047087668931979,0.01140995130476193,0.029952523281264035
NDP,0.06405029353991867,0.03597590271886803,0.03653473267222264,0.0020996560414343426,0.06596972329310496
TNFSF18,0.004725277890967458,,,,-0.01712245116002973
IL36G,,,,0.16078256305345948,
RTN4,-0.06981247383855761,-0.05505581039975921,0.07435241517736446,0.0779059349721198,-0.04619779212196594
HEBP1,0.0394056481545676,0.026394809006089436,-0.030968325112141322,0.010543341643578457,-0.011906526655491391
WNT7B,0.017842889874077072,-0.022423415062400014,0.006700852789649557,-0.014672965916606428,0.019794224759545547
PTMA,-0.04568277527640753,-0.04276513954820965,0.027129212301721405,-0.01066014192320308,-0.02458368363453407
CEACAM1,,-0.02589261570271976,,,0.062473041344674046
PDAP1,0.05778332600659526,-0.023748641742137436,0.02810882999352941,0.04328995948297112,-0.02423267772797337
QDPR,0.007085663350340422,0.022986180354521976,-0.01646489734581338,-0.02309515658172546,-0.1032496095085639
POMC,0.015464442778319548,0.0008425770107120849,0.14953877232824658,0.02298704343639342,-0.015641805218855165
CCL18,-0.02925182179441565,,0.016882388063322314,,
CCL17,,0.06241668659304393,,0.04298450551135909,-0.021890186328187764
VEGFD,-0.014627246528354948,0.017803379554268785,0.05240120493779009,-0.013070208306349883,-0.0009773554446244914
TNFSF13,,0.184578023241006,,,0.019812466516291875
WNT5A,-0.03256269414317894,0.0728283951846578,0.004631452710873177,-0.03862720645041299,0.005538334069154216
CXCL8,-0.058877502769507435,-0.0198449245955784,0.014716779462805257,-0.039297115244499324,-0.015289747122645237
GRN,-0.033118683285834005,-0.009133265844898654,0.06081336461080551,0.07102923662914193,0.05657106065634496
MIA,-0.03356325009333179,-0.010408768419077438,-0.005065332398867869,-0.01790024925130482,0.05398483974405049
COL4A4,0.2315714814299252,0.017601708793521496,,0.0019515950207452384,0.058047785546822675
TAC1,-0.013578912034322408,-0.04600281034470801,,-0.007360606766250892,
RARRES2,-0.0302771862732872,-0.005092593810415508,-0.02440959778198145,-0.05943574049585075,0.0034352149192008468
FGF7,0.03208252291919272,0.02016191062127483,-0.004046378867853236,-0.010843965780694697,-0.04620030471044686
HBEGF,-0.008783186847313662,-0.011331795747048424,0.04077469444631614,-0.035830692383102825,0.0766929948186582
CSF3,0.04225887514275804,-0.01788784636676869,-0.02490456677100267,,
PI3,-0.039304534452617064,-0.021394287054013677,,,0.08817258573293
PCSK1N,0.05632892371437614,-0.01107059251889095,0.012532757923054494,0.04866790772117134,0.021115147593023346
SFRP1,0.11482460548986352,-0.013094781173018311,-0.039823791770305615,-0.03482332252612821,-0.0040096250915837624
CXCL13,,,0.026132758442942498,,
MICA,0.007956339887509442,-0.01962286678916022,-0.02639709236013209,-0.04181105622081592,0.04633795880916841
TG,-0.02644832707891347,-0.014131343547436413,0.021774119470208207,-0.018319240191233103,
ADA,0.018962560597623964,0.008895521803660891,-0.011253443351805783,-0.033590263279961306,0.009808023409516267
LAMC3,-0.06904065238528825,0.03980960322961577,0.00040804640716963006,0.01915330320303476,0.06869714129757025
CCL7,,-0.010216938806734807,,,
NGF,-0.019114908530591012,-0.023409616334921838,0.020184308665649853,,
TNFSF15,-0.02364752745803716,-0.01137706106537512,-0.01585971763510918,,
HMGB1,-0.01765040641166031,-0.022184423209020705,0.07045165077113419,0.06606719334673126,-0.03156923705267581
ITGB3BP,0.05617776115090098,-0.004078990898558492,0.03438601853935462,-0.07242621910512216,-0.05785229755986716
AANAT,0.053864805733186895,-0.010351963102314175,,-0.016358988123161496,0.027854366079357394
RELN,-0.03295823619407514,-0.017968689674809392,,-0.018110811854514977,-0.0011415741842644874
IL15,-0.03361455209183013,-0.02639823034703612,-0.037292301075994114,-0.015172205384100803,0.027755966332383007
BSG,0.07905800338921767,-0.0193945301238306,-0.016147837818771764,-0.07176912471225316,0.06316717916677056
ADAMTS3,0.01600315513204529,0.017607470265362798,0.055686867431681046,-0.025211308635266667,-0.030150243866633033
CD34,0.03880670611226609,0.013403278136200224,0.06826957753414213,-0.002951855561631698,0.010013733382943852
PLAT,-0.08598479426666299,0.036534752927664324,0.029477212341715006,0.054015535711287775,0.07722629951316969
NTF3,,,-0.03378213918996968,,
LTA,,-0.013094780560423866,,-0.015172207256964916,
CKLF,0.06207899480207341,0.0524704639183937,-0.03186270692156489,-0.02700533932294485,0.030980809768584597
APELA,,,-0.02923653946991574,,
CD24,-0.0526227632757466,0.043773644116428805,0.014913257180011167,-0.05251379421210657,0.046921348776732534
HSP90AA1,-0.023662850719339004,0.010670944002717776,-0.02409064914474862,-0.0010519449308527677,-0.01929584160813637
BMP4,0.01513228645684568,-0.009738894570482512,-0.00038969553815902127,0.012724903246686719,-0.01513448551979665
SCGB3A1,,,-0.008921629560787236,-0.01058696557986062,
IGFBP4,-0.040180651145928795,0.04066680618083896,0.04896433085291473,0.05277491004112028,0.04924873974886143
RSPO4,0.0490572469632825,0.04099930835878815,,-0.021046240053748947,
LEFTY2,0.052949862810181735,0.02090123250869432,-0.017932421919691636,0.10753070234529795,0.07119924424159416
PF4,,-0.00891407782317942,,,
ANGPTL2,0.011216383031221163,-0.011678109381171295,-0.009856691402629052,0.009757450388641993,-0.0038129461733781606
LRIG2,0.07004358787993087,-0.03481207914001156,0.07767881422241368,0.02677686460947209,0.041771472403195266
ICOSLG,0.0514976808973508,-0.026848235309829833,-0.0002585230839657704,0.008468062867160637,-0.01283555102122507
WIF1,0.02313893067184405,,,0.011315398240262677,
NPPC,0.016584019790137842,-0.01382793297261979,,-0.04290506433002372,0.05356137423628308
LYZ,-0.007832897659474581,0.01533089816495211,0.00022515806075707487,-0.024678266530211518,0.0438275358178961
EREG,,,-0.02096916854871425,,
SPTAN1,0.035534871868926045,0.013086134743341166,0.03503599059571573,0.0388144813828919,0.06468330840091498
LIPC,-0.036072927662892246,-0.01601926174517147,-0.02621925158370653,-0.023834118777366336,0.03388517495316309
COL8A1,-0.024644908422504046,0.036153574581509,-0.024759964122050702,0.02516931928374389,0.0025071903568914867
GSTM2,0.08615885653279386,0.017332822000300275,0.03636694214360702,-0.007045913289479551,-0.020983172352688102
SPX,0.01260160466464349,-0.02624936128961769,,0.05316934031078549,-0.01380849807287253
MFGE8,-0.053007891269859254,-0.02044085242330869,-0.018201531142000488,0.0475325254371338,0.08872634176023983
TGFA,0.03516565406883591,-0.041545229262599515,-0.0013943518941320083,-0.003899075820032594,-0.03322484202679519
SLIT2,-0.02296651033311049,-0.011194062644834786,-0.009602349043304101,0.03927031575630042,-0.03819265653423193
PLTP,0.03420459931356425,0.030142884885709504,0.039180415134430206,-0.0537144935454528,0.08319843171077072
APOD,-0.11670552478633409,-0.03094372319167002,-0.00420024852260974,0.05851718770430224,-0.07762024873612788
B2M,-0.029931005464880273,0.0012787410624587403,0.010016686493903259,-0.058266929403511254,0.08171369240857701
OMG,0.1256381639896492,0.06984117637665099,-0.013279889654703975,0.06724856994442978,-0.09922787474156493
CXCL3,-0.05338166433781995,-0.007908763852789361,0.028255962340020684,-0.010926736705243845,0.03354404234923653
CXCL10,-0.00612101524301438,-0.05612654750848886,0.15403645776829078,-0.017363906953845456,-0.025688608212104124
RSPO3,,0.044858995512745796,,-0.011418229264758759,
CORT,0.016797871874431266,0.014979804548564757,,0.017695403421170344,
NCAN,0.08979678823349828,0.0026113116966549298,,0.03223086450794212,0.07258122130934816
PRG4,0.0972541976012368,-0.010216940398893056,,-0.013349797513428695,
ZG16B,,-0.011858008862080743,0.07550721810317612,,
TGM2,-0.021413891541893763,0.039334418753065675,0.04890755349742021,0.028871954337331977,0.03938577513760099
VEGFC,-0.025637043739844816,-0.01820932347608966,-0.049244371062728234,-0.013624000483558324,0.053129732985611335
WNT6,-0.03251460139212584,-0.014131344134177295,-0.02645237918911801,-0.011890339651900046,
NRG4,-0.02423103436713274,0.07950095463526709,,0.004986061436957009,-0.020195851391174507
PMCH,,-0.01722918878307689,,,
COL9A1,-0.0062314158118255214,-0.01298691083972381,,0.018707320876451276,-0.008133847551858527
GDF11,0.09457291284314431,-0.006383700464932869,-0.014384680651306683,-0.009175127252629301,0.021505215030954674
IL24,,,-0.014917469125215348,,
SORBS1,-0.017855235158881794,-0.023314217330469848,-0.03248313001141584,-0.008398206707011193,0.05440359879701447
DLL1,0.08911290051204902,0.0205653694818624,0.0031053468584944185,-0.029005956219347918,0.006131663667238865
TLN1,0.004520812840355534,-0.05044678835873547,-0.0068468703371846,0.045111546162491474,0.02860645818920349
COL2A1,-0.024802059333067963,,,-0.011092881047827014,
SHH,,-0.01061707855369997,,0.021091161524862304,0.05645281268383615
PON2,0.09224412618517626,0.025814527921894925,0.0764751279210755,-0.019271859993652024,0.022553539190836178
ICAM5,0.06708219175120647,-0.01654747048561831,-0.014121217417424147,0.09483068266646814,
HPX,0.018260928254178847,0.010272884507480198,-0.02803924308439149,-0.02690995118792969,-0.027077447116651044
SFRP2,0.0961822012729491,-0.012091701901344495,0.08953516273796334,-0.02076891530473861,0.02803916687566714
CD70,,-0.020552452805516066,0.03618909887720023,,
HP,0.044247298265633006,-0.0069248821391324255,,-0.036979721835674405,0.013421033153874882
CXCL2,0.043458915269610154,-0.0003899849508341441,0.011663564667653782,0.08008464396706338,0.003373721540190821
NPPB,,-0.029591103195019973,,-0.013624001474470947,
CCK,-0.0348484538889165,0.009852333839405553,,0.03338602461837557,-0.030163924760209165
SEMA6A,0.06060463848109187,-0.011586931190893941,-0.03310650897819053,-0.03908293808231869,0.08051814983727869
IRAK4,-0.06718240300129319,0.002642769430264349,0.04043036988405666,-0.00650173406922623,0.07314724575292511
GSTP1,-0.01193372843269539,0.017482005869916654,0.07656071427103206,-0.05246816345611495,-0.04714535222374443
VCAM1,-0.01858223497153234,0.003409282525971435,-0.04389263506949001,-0.006564115945427573,0.017011907516835664
NXPH3,0.021591146831838045,-0.03138032571762531,0.013472644218054063,0.05076588551624941,0.0278807383208388
MTMR4,-0.023262005795261855,-0.026869933482254454,-0.014115562439671063,0.038666401681758555,0.09396169451628554
LAMC2,-0.02212770130492764,0.02803681168250673,-0.021668303042356188,,0.006288892687643673
IL10,0.0463577014398623,-0.015091762146649092,0.062485779050844285,-0.01219541825286347,0.19298100284895778
SEMA4D,0.062043951383192256,-0.004408083560116914,0.16393441536789666,0.043447146342564746,-0.05651212449280261
TRH,-0.043181383203731105,-0.02516768796212319,,-0.03578141917982973,0.06975954509077845
SEMA6D,0.05689696474945298,0.03964084264671696,-0.020101760065669983,-0.02583283412993668,0.01735159393809679
CEL,,,,,0.030165667022807284
PDCD1LG2,-0.017447063565012376,0.014367986154382388,0.08505515845677597,-0.02086171148916416,-0.024147577977192206
SPINT1,-0.03426043055377041,-0.029585927655790142,0.07096010567358682,-0.017900248547125613,0.04118825061594772
CTHRC1,-0.04524715292635043,-0.011896294494622952,-0.006961315627535629,0.011015750907713794,0.056421881315173755
PODXL,-0.0209876024782463,0.04728620335479082,0.007550678201724882,0.024257842501629462,0.019610251730738017
JAM3,0.017866903064245078,0.0024009532629707202,0.01405644228371676,-0.045142955764063505,-0.006662755390269894
TGFB2,-0.02369786650652836,0.022199737858846796,0.062370986868214684,-0.049016034962968975,0.02631158159910967
COL18A1,0.00774689185525719,0.0634814502469074,0.08785064441876142,-0.0012841748522480394,0.045387287749365006
NODAL,,0.07672934555247478,,0.0360175858476181,0.004232474546279894
INHBB,-0.08313176653455041,0.00405607526045309,0.035561379282267436,-0.05844080194934252,0.1336837690319339
ARF4,-0.031971970838279136,0.011545484866139169,0.049355156108794124,-0.012401594956498873,0.06373538616480175
CXCL14,-0.054497373809766485,0.007556135977683565,0.01942440550140791,0.013922837635812771,0.10313547806401387
LIF,-0.0051963014501005995,0.017363608653178323,-0.0025778500124685848,-0.007031305073993316,0.015306843133959155
IL17B,0.05883246986646025,,-0.03584424622588553,,
MMP1,,,-0.02750700131372038,,
MATN1,0.06099231960698856,,-0.014917471275394247,-0.011092879667371046,-0.019751762139304452
ADAM28,-0.0587030428728627,0.007362874121722897,0.015562493900917787,-0.007710256317211103,-0.027446564935597818
TCN2,-0.029098169016153013,-0.04118739269559145,-0.030831110625548542,-0.02877959765820412,0.0797790225548801
THPO,,-0.021539333678468473,,-0.011092880941638076,
CUBN,0.03192392400854348,0.03156653398652775,0.004959887437770912,-0.010825657561218794,0.07837300617447104
TIMP3,0.033418793206950966,-0.009848846806830036,0.010791924076800992,0.022332964683926287,0.004047589326031363
PIGF,-0.010370354212902184,0.016475678304062453,0.004643808892119982,-0.0676229263096657,0.08125335846474564
CRH,,-0.011975392649443415,,-0.015172203986047763,-0.002358620434255363
BDNF,-0.0377489009829041,-0.03211730457352398,-0.02301017116653748,-0.012493433002658049,0.0696783356576833
CCL5,-0.016874100639028007,-0.015901620311919763,0.010403312090668186,-0.01504882697826113,-0.03559284460362318
GAD1,-0.020372057200840458,0.003010097027349032,0.04913808327712845,0.014130360745054533,0.03950510453449647
COL14A1,-0.08095967132158219,0.08864824648033565,0.05043037051268324,-0.03716096884294532,0.05281181052653452
HLA-A,0.057724421369649274,-0.01536577230960338,-0.06661995768157976,-0.0707800669539517,0.08186489494768406
FGF18,,-0.009514359905242162,0.009337374955197394,,
ADM,0.00901224822075405,-0.02708280061006181,-0.004867367842401355,-0.08165685143298616,-0.014641184240562656
GNAI2,0.018706383007842213,0.03923797802945704,0.03424022769926371,-0.01304041033504337,-0.01716163980827941
COL11A1,,-0.034952591780709565,-0.004196838481267133,-0.03342363725434564,0.05798558069785109
NUCB2,0.009236296822766924,-0.05138524490978187,-0.02000164537260649,-0.04604580747942365,0.05697912619471975
CXCL1,-0.08523961808893442,0.04589587669615617,0.04844650419483287,0.007208071809205547,-0.029689782795458065
VCAN,0.030820650161946676,-0.010161185297747944,0.08396971575692737,-0.03394570564818037,-0.08011354103703026
MMP7,-0.04248330860291578,-0.018915194685463158,-0.017739918179013974,-0.017145177619838824,
PTPN6,-0.09388347574683614,0.03150100963443884,0.011391225776695114,0.015382681903341761,-0.051170193096711364
PTGS2,0.022173066078962054,-0.03636146667014047,0.00178951453032942,-0.025605075476617462,-0.024418208539811546
XCL1,,-0.01035196407967753,0.029197594911464765,,
CD58,-0.005247366133572916,-0.016817413103143726,0.0008838999264902888,-0.025060021490710484,0.027325325284649
TNFSF14,0.024080300221245396,0.014190008408227194,,,-0.04109813042889526
CNTN4,0.033520757073438934,-0.018604341874993758,,-0.013785971509922244,-0.024786933680612636
NTF4,,-0.01309478122406785,,,
INSL3,,-0.009514358039055999,,,
BTLA,,-0.015102177663806686,,,
MFNG,-0.004267239058563857,-0.007405537366066295,0.020228695370987322,-0.03713286365135673,0.019738821232990027
ICAM1,-0.10322433811762137,-0.038708651149076435,0.016050369477584103,-0.013772239179537986,0.03818912866899146
PROS1,0.026026299560885327,-0.04450567488142994,-0.007207769422588356,-0.017471332331961142,0.0648506896022155
CLCF1,0.00543748110419813,-0.026024358466713804,-0.008176418812333415,-0.03303521077983817,0.0132785188745034
PSAP,0.02042393299151072,-0.030440046521898786,-0.009311642045467,0.01658074933017164,0.006497573070156177
