,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.014671629604030229,,,,,,,,,-0.015471711459053968,
BMP1,0.06251661044703814,0.05289635003800523,0.023464174412861815,0.10238375468837757,0.0045721369531467335,0.04027555353100093,-0.05516173499016424,0.05166699154893133,0.060028998318964605,-0.027081170662061074,-0.02978666420215485,-0.04031484980137012,0.03392080755966687,0.01593637590667226
NDP,-0.002500500484574405,0.010580784757722093,0.08640096090504726,1.4325016714096784e-05,0.02874203568955668,-0.03162757826218185,-0.0025363309084016385,0.04225000017164367,-0.023064408632620347,0.04378795647094001,0.11229586880422823,0.02331188819460724,0.05483507189654718,0.02123933203890197
TNFSF18,0.0050521422421017015,,0.02402820154989662,0.011867482545317904,-0.011674763952453069,,,-0.052922411638031734,,,,,0.022754473863924665,-0.03951038599417089
IL36G,,,,,,,-0.012934683064711917,,,,,,,
RTN4,0.02315649706085063,-0.010469021735864911,0.13870251867248407,-0.1356078027930358,-0.008361324440683765,0.06413007870807799,0.041276875714453556,0.03563846204922094,0.028036138384798383,0.031128022433488386,-0.006201583955918608,0.181534632025021,-0.025357772369513948,0.000674076069295197
HEBP1,-0.001959742104944713,0.01710411870745635,-0.0416018032702526,0.005300053536936361,0.013691470648314791,0.0014833240043829368,0.0144223602857676,-0.015403913726979246,-0.05884995922142155,0.008561618632793004,0.08815856786433558,0.05502867481262519,-0.00014447087086884262,0.02973277470126671
WNT7B,0.03951120568376674,-0.040020105485597375,0.11037840827651063,0.013893263944016791,0.0003071114445059599,0.0032383544165353003,0.033290336043250095,,-0.03962930486471923,0.07305146729928647,0.04810841487951537,0.0024851501721446525,-0.033023063934182834,0.06562436935394957
PTMA,0.015704659952675223,0.1052031378239493,-0.0956997109355233,-0.03980765958409594,-0.0016271414435531312,-0.04769943158615683,0.012821471003665685,-0.05229089241395088,-0.08017399407410186,-0.017927641495678836,0.04864388701797403,0.004969180399212946,-0.031675535900356294,-0.04295116430493723
FASLG,,,,,,,,,,,,,-0.013418610070186873,
CEACAM1,0.02524422137213435,0.084304872569688,,0.07062475383384799,-0.01836162237105636,,,-0.03721343707540134,0.004850293920238495,0.051062051385530924,0.06336012340851484,0.02130638509387209,-0.018670025077581243,
