,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.0007324884762363776,-0.005854777203303903,0.057669065343932215,0.06686335430556196,0.033111470313453774,-0.07044132548581279,0.003955156087030499,0.002371604015130274,0.05703786646061851,0.03719225253439433,0.09550595292236247,-0.02192345162901344,0.017273249594085358,-0.09377730023299677
RARRES2,-0.029817614289273146,-0.055391151415615084,-0.0006776220751452809,0.16541157365135717,-0.08193693133142521,0.0018841992301644563,-0.01716386510189456,-0.026886523436025427,0.053370399265615,-0.033518005956670156,-0.007389420488709346,0.0288508197999155,0.011491711377257864,0.019250716729269684
SEMA4A,0.0691457307217725,0.026634685662319413,0.0430308687263332,-0.06324948702241073,-0.023493657330728262,-0.00029001055855426675,0.01568648034745011,0.0879023062505744,-0.052999486909414424,0.03827902402125544,-0.015986751094477766,0.04716711030761191,0.030923811739339755,0.042316535289512555
GDF11,0.0006945237338875918,0.02183326181725389,0.017607502771627218,0.07086018872487031,-0.016761649319529462,0.01903653517829763,-0.0007247321158316641,-0.11548306101513071,0.09717408607628521,0.0706314608204899,0.0034835497093824047,0.02414262064218058,0.0008697250867257888,-0.03627256862812964
GPC3,-0.034532123257704335,-0.018281503382432063,-0.029033892203855643,0.009189916696514984,-0.02713629864794493,0.03295025137157975,-0.0371156794502806,,,-0.023482635666234687,0.004256393119095862,-0.043901342820616876,0.06823250704540186,-0.0754571073565014
OSTN,,0.0661086123770126,,-0.036749744253095476,-0.021768458445771226,-0.0002279492260078658,,,,,-0.024931612733764232,,,0.029592594125934204
GRN,-0.017463470365298894,-0.04555357970166165,-0.010851217082502466,0.10548155727575007,0.002118053603999398,-0.03322949117588903,-0.01036007981764559,-0.04480028039005382,0.11267347794052399,0.04723040542260655,0.01724387598019132,-0.06562357360243413,0.018631407958547085,0.005414786592580365
CALM1,0.02775061550387028,0.030828364984861186,-0.015659679589362995,-0.15956419910706576,0.05449851112771164,0.014753126317160643,0.11677978484619202,0.08757504972409404,-0.14939254992043813,0.03750419093985182,-0.0022089641092869036,-0.05109288090603519,0.004108157846883352,0.11496756030837538
ANGPTL4,-0.007353177004030401,-0.01257116975993416,0.019593928064578516,0.03326816172319227,0.018583660321420403,-0.048228153787532896,-0.06031180061041496,-0.009160155988432579,0.025262280675676596,0.02149300323661503,0.03519292108274102,0.0623198703213866,-0.08478082312946322,-0.10955623107743959
BMP8B,0.0017023614914899981,-0.018054782016825484,0.02266527879723927,0.06767112692289286,-0.04326413884967719,-0.013012492068115004,0.0423801469323094,-0.01974672185471926,-0.007017431540089401,0.05249317161249313,-0.013072474126780129,0.017052233769999814,-0.0065654451138071,-0.05287111588627586
TNFSF4,-0.006931352278240196,-0.007140444021913388,0.01911804471662585,-0.0047993387280301815,0.028272437385053462,0.04910608656601843,0.07246345532751865,-0.023457202706306746,0.12380683824892351,0.05726026304650768,-0.02912305207186121,-0.0407019532410785,-0.006718101779998467,0.018057120660442637
RBP4,0.06535085277134467,0.0270191276921081,0.01146633356997148,-0.059956924302720045,0.009479442826518192,0.0338408003788021,0.07931586417604342,0.16662056259198746,-0.026943881067969227,-0.04315327383300699,0.02518053016895041,0.007648206926199518,0.05155795994670907,0.0499201876249163
DKK3,0.09352489209115188,-0.0016528033991923183,-0.000447569577403185,-0.11365803626234504,0.029425809669851973,0.02541883047435485,0.10198574026027767,0.09720813847011368,0.0808383191400975,0.053816370979414455,0.01274263187705188,-0.01484049324091507,0.05104432488725321,0.06573210536809303
COL11A1,0.008020907831275875,0.006640716037959125,-0.00973605372549546,-0.007954892467060123,0.04092283041261861,0.006768923210878354,0.036748322342362416,-0.009911729978577737,0.05778501073723488,-0.025911399600236817,-0.051372964345936654,0.07134042446045828,-0.00823365074037631,-0.06752187324488258
COL5A1,-0.01994485211763974,0.03958512444479659,0.04322802438005269,0.049731363771432884,0.06444083636579262,-0.028101969912418,-0.07381407892150048,-0.07382688414380985,0.005156211272710574,0.05871265472312935,0.08389969774219184,-0.007376884732130011,-0.06793947612578007,-0.021031985422160056
KISS1,,0.044506602429453555,,,,,,0.056244418389844265,0.029449470332061523,,,-0.01777926578896771,,
MEGF10,0.05813243272037721,-0.011821187401938466,-0.01410793936355557,0.0021064000986283373,-0.05383387076845023,-0.05504194109289178,-0.06792675724488188,0.015106632061272968,-0.013636690980887453,-0.020809791828057454,-0.03280735426660598,-0.023140804510088427,0.06070482239163185,0.09356134154909483
CEACAM1,0.014062956930201154,0.006915746122749697,,0.17795711464264127,-0.007305613847396548,,,,0.018378810099328725,0.07558739990477432,0.019030252566395924,0.011685352102848663,-0.020369821660739793,
EFEMP2,-0.01732871354739759,0.004993928652416073,0.06694469048486452,0.0948219191609156,0.07343837370315204,0.0224326506912006,-0.026934191187791123,-0.07661370640771076,-0.0697973048516725,0.0576017418512412,0.04209170977415684,-0.009332247648659238,0.06246323338683324,-0.07168133757642116
IGF1,0.030930237402716974,-0.01052080444163815,0.06134511420695135,-0.012044596053988665,-0.030679606068077493,0.0018507713827609507,-0.03754402890255501,0.05938074910027647,0.05110876540958405,0.07459634315757505,-0.0653728975325708,0.020217560334864,0.005338224905260599,0.019046447218766863
COL6A3,-0.048065662516673296,0.0345336973550688,0.024903508414254125,0.04201587967901896,0.03586868808113805,9.284969366275979e-05,-0.00423746440660128,0.00479503582613282,0.04095636749476158,-0.0536462115603917,-0.03333450424653633,0.04479268416006457,-0.024388648146770272,-0.0942444637094875
RLN2,,-0.014959134759383931,-0.02468613979197553,-0.030893422216150636,0.009137882682382569,0.010124459680050926,-0.02119963392692473,-0.023687403748276614,0.09108492776910447,,0.06661066075033095,0.03486561468362225,-0.01834907131064985,-0.0044709941742144986
WIF1,-0.006080533955098317,,-0.028243562293528732,-0.091323761655129,0.07336495718822635,-0.025224936902110823,-0.0015914530121407912,0.14444020367928473,,,,-0.016527551005233513,,0.018242850647366294
IL13,,,,-0.023606518139032327,,,,0.008244065775403115,0.12363674705685383,,,,,
PLAU,0.043992905750143245,-0.0210603774364503,-0.017208370416911315,0.10652476560458511,0.051156633041072305,-0.03692361811864335,-0.06652273035471083,-0.06011888663989263,-0.008362299857128778,0.04408624432200907,-0.003149881731161427,0.0133896047802013,-0.003079315533614894,-0.05963104201465725
CXCL12,-0.015571720512371844,0.015973169952119254,-0.02820867753143406,-0.018262143763109865,-0.03415110669638667,-0.03639878317284483,-0.029608798579456565,0.01547300673847229,0.14666921909524844,0.09797324299447858,0.050938463684623646,-0.009406092014233215,-0.03583300037353788,-0.04744023222126242
MMP9,0.023526487411856967,-0.01751224489574905,0.03544000637005079,0.06047347074401592,0.030533450516679075,,-0.00858717054299512,-0.041898452975081456,0.07639565999348448,0.005013618090641189,0.09808199074981809,-0.03399251545548105,-0.041376147767266606,-0.059927619632411694
TNFSF14,-0.004347123554349577,0.017817636526661053,,-0.00828024468186663,-0.015213264526058147,-0.01469845646477188,-0.061137608704470256,,0.052498955571352326,0.05367624989940913,0.011476045529001552,-0.01951878087811028,-0.022784557862075835,0.05174800003122469
HBEGF,-0.018770885586402167,-0.013439086565735382,0.09410313590847025,0.04641165337722934,0.03262414085727376,0.007290720192912446,-0.0592857887751351,-0.02701583237408552,-0.13400922199239704,0.05672271572373364,0.05676229592454867,0.04401053665910042,-0.08116391640929226,0.007990239599460552
NUCB2,0.004167322987026161,-0.0122687231906278,0.02842276119415518,0.06895722660504984,0.011756706238580864,-0.019836576834495787,0.00397500124612858,0.02535344710261059,-0.047812984253314046,0.029058062793425998,0.007420691460695668,0.0227079014618903,0.006863678862166329,-0.026182151465394137
VCAN,-0.032491710370067574,-0.005698286591140279,0.015358896791623142,0.07712394328294048,-0.02828823905845999,-0.0007767915001941336,-0.005824713677061418,-0.08674228235456707,0.06267521382770391,-0.008054081001425855,-0.03897750720949695,0.0650754877188412,-0.026021057167241842,-0.002504205039600821
VEGFC,-0.030127863522593168,-0.021906474914502268,0.05818178148725505,0.061112772627439235,0.013849660679511969,-0.007196116368473791,0.028973267358675,0.02091554363601859,-0.011614598819822996,-0.029963244596129868,-0.03718159364268891,-0.030344172563342136,0.012973762672173664,-0.011611741246898528
LMAN1,-0.03279474038194918,0.0007981742043832457,-0.015099819965095414,0.10318661028302321,0.06452474416418078,-0.008709623451245848,-0.09162017909907745,-0.034878057064017254,-0.045192578404104,0.024421863141396397,0.04315002967285325,0.024900100379509713,-0.025436935710561274,-0.09553946847232847
IRAK4,0.018738583737962465,-0.012793698472572279,-0.014537844763693505,0.09067523739181745,0.021302570120361648,0.01947222003732171,-0.018491264965243455,-0.0010329148569980576,0.10530908877033306,0.08569251659078288,0.0917413612317505,-0.0567330778505131,0.005307983292387835,-0.006479736276319172
MICB,-0.024120206602902882,-0.024378553104131256,0.04296574670175216,0.09990822717554786,0.033168493704879974,-0.015262680424971089,-0.03687003174891708,-0.02314955085206254,0.04321031572882429,-0.025046487686193556,0.03498040669258464,-0.02847711143481552,0.003310556428917957,0.016500291838317013
COL1A2,-0.009637949149445069,0.0015876310863383253,0.029935052993849888,0.10477997299838979,0.0053011301482716305,-0.08772095427222876,0.03976053795571585,-0.05416283566444165,0.041626377688262294,0.06017284895997762,0.06970354854309367,-0.012640228640906104,-0.07930689941756629,-0.09508650006686785
