,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,,-0.016179711131251686,,,,,,,,,
BMP1,0.03569144223080546,-0.05142766007618573,0.0015695263847935463,0.08259935597755988,-0.016859562821413744,0.01109268138732274,-0.018167919389968812,0.08323427294191031,0.09361855772585659,0.0001741848735236574,0.06713452299633095,-0.033642035075524754,-0.028938097049709753,0.061856227702674925
NDP,0.012241444926166401,-0.008330690407368084,0.06083433751881084,0.03846624562893701,-0.013779042388605424,0.0002706852443295452,-0.020411711495874358,0.025294690205116026,0.02283438343217024,0.02146990148927653,0.02704829820600766,0.07994842857249743,0.011601833380463533,0.06032050072140367
TNFSF18,-0.01731750421124614,,,0.07500408762216092,-0.024026385301670165,,,,-0.04723470048899121,,,,,0.12443985369498692
RTN4,0.009621211405561188,-0.006371178075003077,0.05905759179925595,-0.039041871005483515,-0.029970517585337253,0.004860312216198432,0.05547527781320672,-0.027969446432441897,0.01374846885317278,-0.028565211727250496,-0.010127209609441143,-0.09260226643425587,0.055257952398174846,-0.03558005538626758
HEBP1,0.028244698127318685,0.014394755419694243,0.076423281115379,0.01835570148214682,-0.00899006215364217,0.036245005629588885,-0.037730010112734434,0.003302470295125902,-0.04441548102002512,-0.05780325311850061,0.06285341558919935,0.012699562049326703,0.00021777481969411248,0.07347610430734003
WNT7B,-0.0012640429462595958,-0.036365973885418464,0.06292347981132565,-0.006898734695618884,0.042925902835892,-0.012031755373825318,,0.024312861340011135,,0.05206143820633602,-0.007616428793450735,-0.024586536548316114,-0.0239073151295448,0.013111139930129722
PTMA,0.012612377269900929,0.0032448426638689875,-0.02212972633622094,0.06604759916174308,-0.05726199188965467,0.02976563331737986,-0.037275619222638355,0.11866514360220974,0.0191879402556223,-0.14109786144545522,-0.011717535347077215,-0.018693808591648944,-0.03298720645025536,-0.005299416430019007
CEACAM1,-0.009043696549339135,0.04524344175993776,-0.02295245860943837,,-0.03161735461641316,,,,-0.033214010851299096,-0.016397133038975106,-0.03181951827554457,-0.02127806444495609,-0.015867632752308625,
PDAP1,0.04386228169187576,0.007883253466406616,-0.02124992812494554,0.07626079828316998,-0.009395239089047722,0.04169598604560103,0.015135695850027952,0.08214602224057305,-0.06494354281866224,-0.0008082807276942014,-0.025558594076352813,-0.04539384715264237,0.028844949769723117,0.012259305784180854
QDPR,0.04591968657473379,-0.02616617850592055,0.01620410167904404,0.04433709066364371,-0.06958120515760297,0.04162152979857687,-0.04966325413337049,0.03661414216895997,-0.0446184938542061,-0.09273200299552078,0.042214629021069226,0.050196816775836664,0.06503360151182612,-0.023657557593185226
POMC,0.04631097870758775,0.06514996109910726,-0.02251184609588024,-0.019728215669970343,0.10955200051764027,0.005598756209725899,0.03084130143017245,-0.026341204644943696,0.0068653224774764335,-0.06296885861009303,0.050288670162721504,0.021794804719259646,-0.02595736272117953,0.08627449088980686
CCL18,-0.004576802771210643,,,,,,-0.038836866601737005,0.06086139509953196,,-0.025198567667817407,-0.04303326224989755,-0.012636696624842817,-0.05464409221541846,
CCL17,,0.0015301273465465105,,,,-0.014891940315380547,,,,,-0.02257440810852299,-0.030716221851134304,,
VEGFD,-0.029260781962954462,0.004074053113084165,0.011809349279403164,,-0.027105356251471487,-0.010923418315903028,-0.02186476938263109,0.0687706471710865,-0.002756893201766025,,,0.054320883414000785,,
TNFSF13,-0.022081125042230778,-0.020106649387973293,,-0.01871860340411254,,,,,,,0.006909918374685578,0.017633872774710728,-0.017818288091867085,0.015050507187475484
WNT5A,-0.016543275621538983,0.08036342229156059,-0.024280052742000832,0.06596971685649827,-0.01175371236386364,0.016339423947869584,0.02075667159695967,0.004243680987230244,0.09010342472894022,0.008984294962980867,0.06349776711753319,-0.013132400721629304,-0.040505080024777526,-0.0012477902731513283
CXCL8,-0.04326089789715178,-0.05803332861434241,-0.03721089920397499,0.030229444140045823,0.008621996687624001,0.017732302294623713,-0.04982249849419109,-0.055793567277402936,0.026384398801500432,-0.044366045723158776,-0.10733639679197038,-0.09916938922253334,-0.08425671658309881,-0.030668831751819357
GRN,-0.013995919262635943,-0.024267498792299117,0.009432405521416188,0.004217319824557169,0.01648086044290223,0.02062431135838098,-0.04428582727759587,0.050577668169404864,0.07707048919835831,0.0747788670057643,0.06690632833285746,-0.03413487863378181,0.04258142799634995,0.01896736745867696
MIA,-0.05187610595915975,0.022735674332101653,-7.611631219792976e-06,0.13297327924303506,0.07005603421616248,-0.012423087883862486,,-0.024136177003555494,-0.022699446611045084,0.036853171238081836,0.013055264921776907,0.0536847976369119,-0.008354402455807377,0.11014700688766714
COL4A4,0.03397082594573597,-0.00987597082104668,0.026872237032811507,0.02319909427315666,-0.015943904378085686,0.03243585395785593,,,0.06791440086688846,-0.03185886290702564,0.0340920889916789,0.015585209611115211,0.1406820702851793,0.01666930133375319
TAC1,0.046640359372961376,0.03113833623373889,0.04890589072617057,0.01209107852612735,0.021180466283270846,-0.0006268061235208055,0.09432231234575028,,,,,,0.03961368034783281,-0.02875470493928806
RARRES2,0.016419890549986188,0.06145755563192317,-0.09198342386909623,-0.007084191065771081,-0.01205245247613257,0.02801038089826847,-0.001249259430190751,-0.08166787484224712,0.0640757367869797,-0.0033163266976973214,-0.04388788803112089,-0.022093767094406115,-0.022824246747601157,0.006737822281318866
FGF7,,0.020394128688174015,-0.00598626826420694,0.052990355898413756,-0.037079786822956574,0.05552716408322919,0.034974051386072694,0.0424532588940537,0.007589785297960681,0.07142019999174974,-0.02866484444109921,0.02509719771355454,-0.016729234815374982,-0.003898884869990259
EFNA2,,,,,,,,,,,,-0.020223376261381727,,
HBEGF,-0.04068626063323653,0.01386871868417345,-0.08536597079598163,0.07602800448531886,0.02768164540315613,-0.02805238560106735,-0.0487054459993517,0.07539437290573572,0.011515215107791842,0.03265676352483803,-0.012964812499440247,-0.020425473708951182,-0.046644171950482996,-3.706967663432776e-05
CSF3,,-0.034743622058358306,-0.06277542709676445,,-0.01686834394996313,,,-0.026737174495637887,,,-0.0628266744816552,-0.054165642485498856,-0.022748419047899163,-0.04467197595412408
PI3,-0.030783566535700788,-0.05995700224680644,-0.0564877447715772,,0.0014760817987564576,,,,,,-0.11144914107901477,-0.06395625540247744,-0.01685289632339794,0.0024238524997243485
PCSK1N,0.05022367363752151,0.023606485836154312,0.0342246956836221,-0.025267609548155653,0.007062265726256323,-0.019367245810345643,0.016930672022517173,0.02365944815829081,0.15195370243698794,-0.06029406195373983,0.06293054844369483,0.022495686708131873,0.08313791433012993,-0.018608625446688516
NTS,,,0.03407210508360927,-0.021741870818595844,-0.020733223830620276,0.022765088957372025,-0.019685316000764418,,,,-0.0170617633430248,0.09118964691576859,-0.023152683308835166,
SFRP1,0.04664468287289309,-0.02543403597525638,0.003906556757474209,-0.003323034581771545,0.024205069136877276,0.06182280944269523,0.011526919931165783,0.04010845970870699,-0.05339147532643551,0.05328374397616158,0.0068949087838139295,-0.004365888638507849,0.019744877156789884,0.006075380773240742
CXCL13,,,0.14577117469625991,,,,,-0.011138999451737134,,,0.02525768382508643,-0.013140412616983581,0.062368973345348515,-0.036235040691881965
MICA,-0.04725478417138763,-0.04593706081080144,-0.019831230266896392,-0.021173249017879085,-0.012497685906815978,-0.001299702916450302,0.014494869338351474,-0.05023855094538052,0.09760814791290423,0.10399799184231487,0.09847778206770719,0.05705334085302333,0.02955854603525962,0.008618362072928829
TG,0.0307105363434636,-0.027447354439551912,0.06658671539665909,-0.02509585037042801,-0.020358581971024452,-0.010777232536186242,,-0.03798690354255685,-0.05805130768077372,-0.007243937167723399,-0.029995744450736272,0.010859103228543585,-0.018722298441840812,0.01343860661279782
