,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.04314730309351092,,,0.029427799442880206,
BMP1,0.0178710803061211,0.07852384218985446,0.018333902031316563,0.06876225310749626,-0.02534687982892512,0.03496753785030987,0.03775139570302151,0.0314564311421311,0.03909900149366374,0.019110846777832834,0.0628929119324504,0.021915969031260817,0.025784002657038008,0.06446546291264342,0.07264162543898364,0.004068206247804829,0.14060046602247317,0.03205798623384007,0.12093474495063357,0.10978786230225036,0.07984780529995113
NDP,-0.053426424601576525,0.034932862297511,0.03214227982974763,0.042253764701125233,-0.043952545623890095,0.03899989430600802,-0.012982040750384536,-0.014620161419243452,0.02011400185939263,-0.0014464880134032849,-0.011759510869542597,0.014238397512418836,0.020877989755758688,-0.03052806234535959,0.006518213847268059,0.10695912455868058,0.038580712263431106,0.031059669733354865,0.06338138343486956,0.03592489394529401,0.04805256226725475
TNFSF18,0.013247357163288872,0.08913610375407113,0.03262305599875545,,,,-0.02026187720138112,-0.017676231947450584,,,,,-0.05914458791392785,,,,0.001037138982479286,,0.02306509524877627,0.01858792573791355,-0.01121505014730174
IL36G,,,,,,,,,,,,-0.014653734989416098,,,,,,,,,
RTN4,-0.06632040637619412,-0.015722291712454657,-0.04371181980714582,-0.0034033111399722556,-0.030041743141372958,-0.04763414073687689,0.0694636509746186,-0.08315114571179989,-0.08216138039606481,0.06157841748093977,-0.03548483851546753,-0.01904772288053882,0.08380433844609551,0.002149449628506605,-0.12563436895546456,-0.13311866888315582,-0.1305831045416285,-0.01449463743397867,-0.04452198045702908,0.04972742980647921,-0.15171951894435962
HEBP1,0.026888359867210217,0.06308874660356346,0.020075370581394775,-0.030380660219394007,0.04358431863434834,0.03844387530317238,0.018011261560570074,0.003956872524087965,-0.008417060086593995,-0.008446341665959891,0.0755686246035398,0.04382817337806601,-0.04848870241994262,0.03471913504952001,0.041556192134886843,0.08619047453077334,0.0048167001056359255,0.08633921399440547,0.0829178878453421,0.05600951547786155,0.04810544981054445
WNT7B,-0.01707013815528733,-0.050642103740921214,0.014499952603204667,-0.03282181352604709,-0.02503755887823893,0.014890177118471425,0.0693480630388413,0.042454129349012104,-0.04197185241766155,,0.05216132324193042,0.017693872281100653,,-0.03318916055899583,0.033301642815884214,0.10242243468013294,0.00521559612351847,0.023819876260278743,0.014023875118205595,0.09774202571173134,-0.016441553366929245
PTMA,0.018383130686618482,-0.03449210854879447,0.03666019033148367,0.022816084604301675,0.06323993830885367,0.032770484881723114,-0.051704017695392644,-0.048935946481465736,0.07761468913905381,-0.0833016932955496,0.15945716646409733,0.02880877839644907,-0.004171529275613111,0.011782278020514346,-0.14289454220313608,-0.017244762902619063,-0.0467723497027747,0.03601598042639092,0.03105111364403675,-0.05042037824318707,-0.03598555051370573
FASLG,0.07280832819177208,,,,,,,,,,,,,,,,,,,0.010970731943766847,
CEACAM1,0.0997931149823705,,-0.02926984234425017,,0.013373941197127195,-0.04647498757540817,,0.02995673821542656,,,,,-0.019067209033431686,0.04007606271630249,-0.04318516486567574,-0.03661892821366159,0.04518021387491591,0.03156910857031301,,0.07791075068729703,
PDAP1,0.028809688449648076,-0.03030091664446975,0.02560211250048735,0.019627038024802416,0.02622885462816993,0.06675896864057859,0.01268790983190714,-0.04874064827969111,0.028677004370962492,0.047920219641460544,0.0236844052070225,0.03788958399650087,-0.06986564557224073,0.008869198665263396,-0.04367202058261528,0.0009010667483862842,-0.019383448012176768,0.03518635098442853,0.04895139921789069,0.008709870782704793,0.027725998768361258
