,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.005037820445267123,-0.017288682891461835,-0.028074489511289102,0.0014687122418927069,0.01972402792178944,0.025444090521297782,-0.0377976294357187,-0.02302831504956997,-0.027291761548638514,0.038477461338433966,0.025347914936366178,-0.0065692107208588394,0.008203274487235691,0.008246722571616702,-0.06084122115658626,-0.021041641894174432,0.07320948607110714
QDPR,-0.018915868025449263,0.0036073192161034623,0.081940366006466,0.028511222354998263,-0.029713630518965122,0.023196286436065132,0.027911029330771556,0.020298145384445472,0.016918078928743845,-0.11750470497687474,0.04135816084372252,-0.02654554569853742,0.061086285694370634,0.032771102486715144,0.02779171578842177,0.03853545748715314,0.10018751798487249
POMC,-0.02718495482554337,0.06597783767815212,,0.07938222179442074,-0.0031133949054289803,0.05641665912402629,0.015640443578871944,-0.001588989940722955,0.012432152260047865,-0.07979285450777507,0.03141260638394439,-0.006372679830182307,0.010324033308712668,0.08547287367487659,0.01287946198589397,0.0029111109841951283,-0.03470670905804116
CCL18,0.0051834585962318505,,,,,,,,,-0.077840288627282,,0.026826208915402397,0.06639572324992994,-0.03603585151922224,,,
CCL17,,,,-0.0036327829011591276,,,,-0.02623190639613289,0.06091689556637453,,,0.007841898699951453,0.0058649287047901014,,-0.013445965530896426,,
VEGFD,-0.03622499528793216,-0.02455564834062401,,0.05321873383231434,-0.02587957506998663,,-0.03330032704771751,0.02231218345235039,-0.03230333616641611,-0.03283927927613496,-0.05313444786472877,,0.06875036050462209,,,,
TNFSF13,0.018044830070891346,,,-0.024950744045313986,,-0.01185979203240918,,,,,,0.011853504926442937,0.028703205002021583,-0.02852949965663858,0.08971429285673899,-0.02573204261608539,
WNT5A,0.035835802907020424,-0.002628496332740572,0.06710173285387404,0.007798104084711703,-0.10770562259611238,0.003211215366783343,-0.012987581014511777,0.007306725753072564,0.015971954427224006,0.038012107731307705,0.0547303789086351,0.05923692217901575,0.029627437159325355,-0.009913086117065229,0.017038063079621267,0.041297438718076264,0.013012207229417486
CXCL8,0.04635762426674058,0.004951591246984656,-0.10723971284435528,0.08887237724899329,0.1459624680282833,0.05228485067749065,-0.0014767160166389535,0.026182117084326082,-0.03008227123391937,-0.07482973699165862,0.10508403192398133,0.042393935129492126,-0.031778929309361624,-0.03931013930489909,0.027433906252906735,-0.04525945817129838,-0.06325048925938825
GRN,0.043477045757967896,-0.07588837515858256,0.09710920500734865,-0.004608821100130725,-0.0033712277666286755,0.01764355493491355,-0.04237491070060059,-0.06986575166000504,-0.01993650706722519,-0.10894178201527717,-0.029554970781283506,-0.018349957318700538,-0.07332488563265649,0.05041127195468894,0.012652846217212793,-0.09777662317832153,0.09796027698672251
MIA,-0.017728435530341768,-0.021838076388330213,0.01612918278651863,0.06611148355033239,0.03568991709756445,0.07982143985223782,0.011548513943788332,-0.045892916453045475,-0.00346927881134333,,0.08841761460177402,0.11321732910411052,0.19164265465021718,0.08576007218710241,0.03685612210797563,0.03681154675945837,
COL4A4,0.06451650267064718,-0.007851347885724185,-0.016744374182601912,-0.0008784549545842359,0.0016065798705550472,0.02466851329115296,0.08214709409240725,-0.017186097355237236,0.03126671645652206,,0.004566317950806166,0.10142625675679663,0.030866492349412175,-0.03444961775601608,-0.015065482888915478,0.020568052461793735,
TAC1,0.03428880460357699,0.029398639811878957,0.0682632030472905,0.006235906623731788,-0.032926447493407486,-0.012166993760965262,0.07107913984896737,0.029241538286915156,0.009050890724546989,0.13497612123295136,,,,-0.031160684490399288,-0.01767608893368592,0.021990404921088735,0.011030459056346689
RARRES2,0.032570766864332655,-0.021877165005918256,-0.04385246468682105,-0.06004062634696727,-0.00712495029509211,0.027067571577609324,-0.030823112601731085,0.046604068908135746,0.037903355539916556,-0.013370404854265341,-0.022751893906020643,0.038629511072584985,0.07316551841957328,-0.022412780484014506,0.008386376576041642,0.04111628530474757,0.14168067150818983
FGF7,,-0.015486327936016687,0.004837572848255153,-0.0026402399848467874,0.02193301519699743,0.021052044974609288,-0.06571654414593164,0.02930002557473761,-0.017074956518726935,0.015221943925337114,0.06258994628568561,-0.0369785628869596,0.050741673930251995,-0.015258273156937034,0.05772297672415998,0.02407324046468136,-0.04364355189841407
EFNA2,,,,,,,,,,,,,0.0045080946005685634,,,,
HBEGF,0.08834380188686496,-0.012742451040344655,-0.012776848413853122,0.07561319740435715,0.09704411748868176,0.028329811753410348,-0.017688569735835637,0.010996176679432113,-0.018785517924168934,-0.005955177374153694,0.04877038840282151,0.07024096351159995,0.0772247592111315,0.007901804585058925,0.03026166927853554,0.009383583267370332,-0.018443423642587702
CSF3,,,-0.035334701731202685,0.16640351454114105,0.16123963501457855,,-0.026404574784352163,,,,,-0.0033863109268344464,0.03964617706381176,-0.04901587681334025,-0.014156527419025441,0.01713593293781312,
PI3,0.1540822545712138,,-0.08371285024133479,0.10541925907921626,0.09122038710307305,,-0.029731899709845556,,,,,-0.008908393488932836,-0.013186284396850333,0.04176019095855318,0.03939278006100868,0.09193926801823958,
PCSK1N,-0.04943619202830772,0.08072152322818994,0.09910680585954264,-0.032498420388504874,-0.07169809474373645,-0.04339216995533856,0.06948949908225356,0.01273042029013372,-0.02641381630224992,0.13749398918088215,-0.03221139397419283,0.024776405015208242,-0.10578482669583056,0.10393512973342,0.009345630355817387,0.010341144093753266,0.08241344182165264
NTS,,,,,-0.02366772842070489,-0.039314740211502566,0.014597982428042305,0.012942944975409102,-0.009474514450878133,-0.02956590021487253,,0.03696910838062734,0.0031459804402795364,0.07174143413717848,0.05870166744857274,,
SFRP1,0.04354251854055172,-0.028130051874985476,,-0.031561604791174806,0.019898160724179853,0.0036890525903445982,-0.021850608924363413,0.005980512760389178,-0.03105813817313457,0.017849956807812352,0.004986444950965592,0.09173056324886321,-0.009272938790079044,-0.032903942463427545,-0.02047673908999741,-0.007584995043910186,0.10360108173377948
CXCL13,,-0.008083956451310674,-0.005531555926436802,,-0.02925877343157857,,,,,,,0.0635746676661664,-0.01816365211188858,0.10145219856201504,,-0.04553772478274425,
MICA,0.008989620558940443,-0.05618433901593621,0.013073078101517291,0.08125560316719313,0.025774712710967807,0.005974026080346467,-0.05313880896794887,0.0298121507384511,0.0018478732877021612,-0.011406322658823059,0.01928788778059578,0.06130883402941147,0.021704771598832273,0.019192125959982487,-0.004352638659773394,-0.04517302788919219,0.11926660583652482
TG,0.028521687562004433,0.10479112340007872,,0.010489224659495892,-0.013235335556145209,-0.028593446402165205,0.015545906707720509,-0.026427652987128913,0.06137294902471255,,-0.04904299633006262,0.03488498980936553,0.10835698039695686,-0.020305259451350786,-0.012851760084445517,0.03974727182313187,
ADA,-0.04996141376989295,0.03653315712236842,-0.028750688172369355,-0.005541552411869285,-0.016874667255203465,-0.007915459530928513,-0.041538251336239916,0.007713535165508948,-0.03937364205295423,-0.08800293090648853,-0.026932550576854303,0.04877199120966929,0.002401542443937409,-0.02092858869767939,0.002406499188416822,0.05849233907602798,0.12888658145554377
LAMC3,0.02195782563917598,-0.041456182859816344,0.14072070008059256,-0.029810974015225797,-0.06399145659092563,0.009113419470459358,0.01340552901364079,-0.0333641789936439,-0.018694006081094776,-0.05341255828620021,-0.06920674158644102,-0.011234378300693295,-0.037578991958074195,0.04202616887408948,0.006341757892399364,-0.020853405781190115,0.1741124088859413
CCL7,0.032265467607134724,,,-0.0011371497549323138,0.09126371079714869,,,,,,,-0.031385210205522304,,,-0.014834668476537997,-0.054421566208495156,
NGF,-0.0046208812040473175,,,0.051727344724805786,0.1398584359933557,-0.004392097978740515,,,,0.007775452903397885,-0.015805511345437465,0.06111578215774249,0.009566403305873161,0.1422094120829951,-0.03536388643986425,0.03303716223904528,
TNFSF15,,,,-0.027421481908404065,-0.028721266445511134,-0.01721889085953427,,,,,-0.011701468212406458,0.021609836853170708,,-0.003687765723994901,-0.02869293773039919,-0.0036488074200064905,
HMGB1,-0.10314886479991846,-0.03216980442335202,0.08218110970477795,-0.05498245239338786,-0.09857181770098984,0.05503273073636475,-0.04110008380355185,-0.021643888016027582,-0.005717929547655255,-0.07814241454069902,-0.05745958394801671,-0.050622718732014925,-0.07198854352548124,-0.007432710257096589,0.018071235981025384,-0.05508468665096429,-0.00673037187281806
ITGB3BP,0.03800131945703598,-0.06588587334395075,0.02046735906925942,0.0840051174060469,-0.006348425479305515,0.03762705784641194,-0.04327606329025682,-0.028462475263445936,-0.0024000507418052127,-0.006750671652904164,0.15612614093986488,0.045146159160017685,-0.03332239442896105,0.0032656686018725668,0.03407422954317908,0.07774732189735938,-0.0012654994976791683
AANAT,0.02726269725578885,,,-0.0005915195134650766,-0.011664179027825579,,-0.023817641013991017,0.048255232497920145,-0.012719790695752528,-0.0277963126484878,,0.04282241011094933,0.09735583404180982,,-0.01569569788616549,-0.03427943549232895,
RELN,-0.03073201327303077,0.03289763354327504,-0.03979227302951002,-0.02953551427261132,-0.04957910691554095,0.008889809835611835,0.0573085444768668,-0.007906917437118296,-0.00888821557178014,-0.014768885420406575,0.06637026458703,,,0.045245629554620435,,0.03818182361918477,0.0014483576951252416
IL15,0.010621872315420396,-0.007043624273501001,,0.015407380380815816,-0.021723151382419727,0.03446875976787385,-0.04897540735386621,-0.029104388673069997,-0.031413445024128434,0.04304453711590014,0.039342219126592026,0.036730172382924135,-0.02068202152437044,0.03366992859207794,0.07517361733537926,-0.04364240573767128,
UTS2,,,,,,,-0.0025604962690327546,,,,,0.06344414166998205,,,,,
BSG,-0.014379014613599467,-0.008322101209618453,0.0652023398101071,-0.05199264961121523,-0.03409253065600021,-0.014053600621192876,0.06920580551472155,-0.038309830336313834,-0.017498195638905867,0.1449027332514323,-0.026633175371803507,0.0920494223746465,0.04444958638096168,0.023451478888344826,0.003952669743905991,0.02960149212444708,0.18239063192184946
ADAMTS3,0.0017533621288172354,-0.033017949830617524,,0.07180775412956295,0.008004743159088917,-0.0002684551997298431,-0.0527778155956427,-0.05259537392265657,0.058831834032625145,0.07184606313822328,,0.15697548775043746,0.015273670837401625,-0.01028768608343009,0.04078298729136491,0.0022806654470838615,
CD34,-0.040976645309587646,0.018708542007175352,0.06462925853391512,-0.05644258201096914,-0.022475108384128202,-0.009329075906960485,0.03396599733051459,0.07450894038726677,-0.009982362191625783,0.00032924946943916185,-0.027325244727193304,0.025869716759323483,0.07334743198473835,0.047267929100838366,0.05094195938674558,-0.012787594926885044,-0.08851932380501727
CCL23,,,,,,,0.02944596654235841,,,,,,,,,,
PLAT,-0.037324855152074565,-0.01608958910933726,0.13699713951045303,0.02257690824184343,0.01945574445643492,0.05367935510270655,-0.01731167657373873,-0.043001636906499725,-0.005538803640394893,-0.0018799704347766215,-0.030998709685073293,0.1132886555830855,-0.010925071389863329,-0.020091657224286526,0.06265835948112586,0.0180614689019403,-0.06484637492081205
NTF3,,,,,,,,,-0.014348110142788095,,,0.05632254151238652,0.07952397620460849,0.08424193914929233,,,
LTA,,0.1873765134169975,,-0.03156160331467332,,,,-0.022889657553452993,,,,,,,-0.02112404395633755,,
CKLF,-0.04315524755990508,-0.10549057131792379,0.04788057356418717,-0.00981865483877677,-0.010396850357658307,0.08873298329647937,-0.03939568162600591,-0.012468647295008269,-0.013576139794801056,-0.07423850072211471,0.06149282188023667,0.037047004677115386,0.06798085596931745,-0.0015541967188778876,0.023947754327697864,0.009886650792735466,-0.060438300919492385
CD24,0.009942024130626807,0.025640539289026664,0.02977165598641542,0.010754643486100402,-0.09641085916721924,0.06627534727747472,-0.027028681607974874,0.07741096715558451,-0.016324851866807776,0.04403833309244133,-0.0263485354122321,0.012996836591541924,-0.009104785045982701,-0.002370327202486603,-0.04851278152704062,0.025205665120394863,0.1616166318544065
HSP90AA1,0.08155363267877298,0.039163282336000964,-0.04416586445981242,0.004355376196603772,-0.04790650058230891,-0.02032758448554153,0.05218127744806753,0.024433175101830837,0.009692371222881744,0.2017941727973686,-0.14364556834956885,-0.05557230954066545,-0.147358573733351,0.005159696770647267,-0.01526360688962019,0.0231968331490679,0.026753974918875913
BMP4,-0.020230445641603097,-0.01817387474866716,0.08041938322717665,-0.01408160102013513,-0.017587841214296684,0.025380205951401353,0.014500865966697963,0.013221411995337233,-0.023253460485046666,0.003480586417831138,0.0346024819159095,0.04386272814915651,-0.004344757441569533,-0.01974010671761353,-0.023715554376835393,0.14006825127417682,
SCGB3A1,-0.02496184697521472,,0.02136087456553835,,-0.0056561297077297994,0.000828645376200501,,,-0.03098906806641043,-0.0489292890038303,-0.02205104772588237,0.01909274313374206,0.12155682605842612,0.06007256565194241,0.07720822604582024,0.0010269074419090886,
IGFBP4,0.07660795124351061,-0.012688135513815315,0.015774821288141522,-0.050976425970252696,0.07123311862381317,0.004218001160149804,0.0022830636026715907,-0.021122968185294137,0.01026376202889797,-0.040447791819652454,0.061461726327173234,-0.003991119503712544,-0.10230449939019841,0.09770166883791685,0.041948642344244225,-0.10466719105869385,0.17084968748138327
RSPO4,,0.00887862634274046,,-0.012203748317898867,-0.03557057839129798,,,-0.02662206522154858,0.0217213426547634,,0.13770112923892977,,,0.036784508497724355,0.05006791926028484,0.005639518760377902,
LEFTY2,0.020782357038100437,-0.017354773815761358,0.13788130586597663,-0.023577825340729767,2.2747096491155253e-05,0.04461183327770883,0.01440716755374843,-0.044149893544018444,0.04682241816130558,-0.029565919682056154,,0.04006661663063095,0.04516660512497863,0.018982679791026306,0.09420562925288067,0.043944862156380715,
PF4,-0.0019619911284058083,-0.015594995276535238,,0.045663584405942585,,,,,,,,,0.05583735853379709,,-0.0019068684915319314,-0.03386059645462939,
ANGPTL2,-0.028761855936578165,-0.013624851838989094,0.08598583698201581,0.0004394523158131163,-0.03585966048180786,0.025821136016485655,-0.04677622446108031,0.006875791772841243,-0.025254056904504784,-0.07097107161779379,0.025648889411333163,0.053886994161504824,-0.00807125541432648,-0.05310999867804766,0.06139153308086779,0.02901001590176116,0.033948255032812305
LRIG2,0.03703388638953185,-0.01708485808168394,0.057225623995005186,0.03204804336893803,0.006507408611739779,0.01679806520199965,0.008816788218450163,-0.017554401160396117,-0.0018136536715278634,-0.0044123482502949245,0.054228178774040424,0.0563962045310575,0.057030594800470916,0.037605277667536054,0.02294521131295215,0.11965255747943883,-0.029787426878862152
ICOSLG,0.0019758765650330825,-0.021583924939502095,0.0622007013940733,0.012993391843935775,0.053006880956082705,-0.015731056218765263,0.007562565409910279,0.003313904943755229,-0.004536974259823331,-0.02136428586636019,-0.05356825082993418,0.1327192793510331,0.07346310346987735,0.026460062220914418,-0.0034335629638094557,-0.0419861476370327,0.027347221820312226
WIF1,-0.04736901656026358,,0.02121974737579181,,-0.06985131832739747,0.01192865582375771,0.058825339796601255,-0.020543617169682764,0.005242442282103803,-0.043199691277478226,,,,-0.03957233595175376,,-0.008674627808090366,0.15531784223001413
NPPC,0.053319963576576104,,-0.035950463628047276,0.056235361913051986,0.007881736383991523,0.029353891965447774,0.03552246073255948,0.011198389808948888,-0.020744572333773168,0.0604832371013979,0.05544926265197208,0.009294058391311352,0.04898454593976329,0.038528173860297936,,0.03504035087495802,0.03242402185167042
LYZ,0.00010280388815714834,-0.03494505404149947,-0.011890032884620722,0.02091918915375855,0.07079196786188122,0.027431192424984676,-0.009473286501076207,0.03825944331068926,0.018509812469805605,-0.1345552769713559,0.020203228177303724,-0.004892819232394539,0.012479686639631287,0.023671215407445875,0.0642917262359169,-0.006868489979521599,-0.09325418472369147
EREG,,,-0.047628575847475145,,0.1507406010155039,,,,,-0.030414691056877892,,0.030132759532179882,0.05093238657892476,-0.053020845529986746,-0.03190219208987609,-0.03898357713823731,
SPTAN1,-0.10662665159890279,0.021371655294787083,0.1044589262317992,-0.04360443395996426,-0.06499145368112619,0.006808770852203582,0.07719577604778066,0.047462973859979905,0.05305860235735205,0.14338224068745076,-0.06828467963665268,0.02804397369081427,0.0173263145383615,0.043530785218557445,-0.016486476300206828,0.06305841294437059,0.06491765952890774
PTH2,,,,,,,,,,,,,,-0.02647503705812805,,,
LIPC,0.00994133532755943,0.033744338232917066,,-0.03861031364840664,-0.023391470723869618,-0.03151012396579764,-0.062294706438808516,0.02963533399456251,,-0.01382638493880555,-0.00239367828403836,,,,-0.02670878078274,-0.033334505511592234,
COL8A1,0.086078478838581,-0.021041899424157465,0.016293814556078014,0.007764589426041921,-0.08728422477552096,0.011170213065772492,0.006095483299359187,0.026679965219571364,-0.040712564192965844,-0.11563096912852441,0.02017947530905808,0.04966934456499496,0.1077162299496802,0.07007485285476077,-0.027241540614120312,-0.01836363182860207,
GSTM2,-0.025674982580473488,-0.034172662532710875,0.023839132746983835,-0.034309716961130506,-0.0014190522352351329,0.030855297664253715,-0.04351210733353511,-0.012436354470797597,-7.871105183834723e-05,0.08183064792726424,0.060890572411881366,0.043344225856715275,0.04645759150923541,-0.008912019720199095,-0.04653758128604883,0.006858019433181247,
SPX,0.07216466564551731,-0.020316421654659227,,0.08470323293698977,-0.0027318550788943095,-0.011610543377059596,0.024666154085880458,0.04120893212568024,0.026468754287948714,0.06285994607873535,,0.003602576874631581,0.09453603233122469,-0.014448114842416431,0.0493962795507258,0.03368511727816307,-0.028527503099685547
MFGE8,0.07264309694772571,0.05580996646649514,0.007695809810339911,-0.0025411424071844434,0.010276544474575183,0.03274136448636875,-0.06099678696128678,-0.03943998082170548,-0.020459378330628764,0.008165728873353397,-0.04059097776263665,-0.002442146908264966,0.07380499054156968,0.0148001927433422,-0.024266069060743967,0.038540684220615455,0.0611510205130505
TGFA,-0.0011454476839703291,0.003771763356536013,0.011882061146832016,-0.0004888708938329462,-0.027398338316602676,0.05386513477283162,0.014400847499410462,0.008822105272645448,-0.031882477261787695,0.011065703401413182,-0.052025063253752134,0.06327714740447928,0.060874720424834494,0.06017086490614287,-0.00758908723037151,0.031940115588976296,0.011087438630920056
SLIT2,0.046482095003077345,-0.02382415894235128,-0.02807279596133746,0.0403329895582722,0.026717199259721856,0.08955421301726116,0.04288591165433815,0.08278322091022024,0.024323893002838187,0.02744971385629238,0.09307070065242874,0.035712387480940765,0.11923600312805722,0.021770508163246802,-0.009469235112614093,-0.03377470241070287,0.11601917358361577
PLTP,-0.08842565014669079,-0.032836482628976565,0.032054772570209736,-0.09124604926742606,0.007385666553451605,0.030763720898316617,-0.0554765788904146,0.024145764025418733,-0.01456166700404253,-0.16698778027699818,-0.09055500592632677,-0.020347361023537448,-0.07134106374946372,0.07799251801740333,0.004068940864841984,-0.008702902703970287,-0.110226944396279
APOD,-0.08269957688473449,0.019167367968855816,0.05654133344985027,-0.0650362992326315,-0.08491468381064174,-0.10419322474784087,-0.0505854848800359,0.045064976676809934,-0.023844176479748652,-0.17241005931932843,-0.05794860777193775,0.06606194989252198,0.024494912156566608,-0.05727158957581362,-0.013366047223011678,-0.0031297601438317326,0.027927818002530504
B2M,0.06647491272361516,0.03576911516508453,0.09283041484170448,-0.026457117416644416,0.09845090318588079,-0.008952242316634187,-0.012047991698336966,0.0279590510735156,0.005048259489091153,-0.16392429067004943,0.04218919278377526,-0.015523210337583202,0.028190943465973284,0.03809758284338916,0.02797053027824374,-0.006217144824991759,-0.018491486517033837
OMG,-0.09481326533270483,0.06128692626382106,0.11502376382286261,-0.0486564662575921,-0.08745042165528148,-0.06760054076070394,-0.010391021682898096,0.059188874949248405,0.011658932662180476,0.006467047861602601,0.004436064612757507,0.015477015484329648,0.07144616181461987,-0.05457878336047198,-0.0011643754328385617,0.06402501462483572,-0.07726886646330554
CXCL3,0.03402157927299132,-0.011127039281254846,-0.006475730202115325,0.10100669076750811,0.13243848018968554,,-0.03127142410662108,-0.03294834940318028,-0.006113803555412097,0.010491595414209352,,0.07158228343881835,0.043918728644923376,0.07598284222735875,0.02537745716138597,0.05359690540252277,
CXCL10,0.013854548247620288,0.053693157022846674,,0.031248132452157892,-0.04768780475065318,0.013537625594507892,0.02443193665435346,0.03780683810720218,-0.027646422453664495,0.06917459067933715,-0.007092536510371099,0.009489947867567553,0.020876600230777025,-0.031895047315500705,-0.035690365411411754,0.02975721222512376,
RSPO3,0.028023115919021995,,0.11424874786295991,-0.024950744864681716,0.0851126511421743,0.027285557850895193,-0.02894733383343099,-0.011688550279506674,0.04915634003999584,0.08806218381751818,,0.10304540645895972,0.0827708926451206,0.05219663635942182,-0.015054287725808154,0.04592385918095111,-0.005099397385767699
CORT,0.014649457586645568,0.021445404190725006,0.02208399142105434,0.0410658420279392,-0.04179589859884218,0.004928015698141053,0.06232154994807237,-0.045496238812479974,-0.016255357733689066,-0.038171752900743525,,0.03462425918223423,-0.01773457748744717,0.04663360540227762,,,0.22882462601191236
NCAN,-0.034750498901870625,0.03424411689726443,0.010452906435306662,-0.0772699587090757,-0.03816266832648145,-0.009291659923417156,0.010627969149540678,-0.0018537453753342007,0.017763807307317456,0.0914812026339276,0.021577069667044802,0.05836345408652874,0.05567886096570121,-0.07430542746984287,0.012390727088701292,0.05469171402626528,0.014076800264263637
PRG4,0.050503604691249045,,0.07155720196254624,-0.0006305896787319641,-0.0246575940749504,,0.024436565730010573,-0.034021942497355885,,,,-0.036071825938428906,-0.00298816680923594,0.050038738794286566,-0.03410201888292455,-0.047129337189832386,
ZG16B,0.02989198076850944,-0.01876604218210057,,0.013909600335618739,,,0.030407763226635597,-0.01818791081458744,,,,,,,-0.018771076653426286,-0.02888656151219489,
TGM2,0.07245817832153678,-0.012659827056287912,-0.016336493779446327,-0.027362804150498972,0.13830257824593184,-0.031816402474235506,0.05601919110781422,0.0985739451704314,-0.026281941587860718,-0.035701256088983696,0.02132159572334557,0.04682489445718949,0.03532690889973053,0.08464683748178944,0.07386897413683874,-0.013775213954158514,-0.0019152914288990306
VEGFC,-0.04089303146411468,0.08373769446058378,0.0280709055456711,-0.01610397284041567,0.0005013435620810942,-0.03614283730950464,-0.01703839462789925,-0.048975556550060424,0.0020446304676080573,-0.01877665286963979,0.11169101481479649,0.004635633692717727,0.025664462941005745,0.04341960086038848,0.03418030308060183,-0.09052127746619033,
WNT6,0.014816966932866712,-0.01735477427122878,-0.00034046837436967596,0.011206911786234425,-0.02271102173194904,0.08779023660822896,-0.021856164943989002,-0.013345478743626314,,,,-0.05297687493063542,0.0035044904113741672,-0.0351108196894581,0.014858234679356867,-0.029848484635921296,
NRG4,0.021419411130993223,,-0.02648525920587502,-0.000749823347831434,-0.03512151822363328,0.022552154903833742,0.025155925838039567,-0.0349419215597928,0.03178800638139836,-0.010540078025648849,-0.01822417543432364,,,-0.030099742074751575,-0.01505428941303464,-0.03384479135011341,
PMCH,-0.009344584160542005,,,0.003480825009645493,,,,0.03851533872403278,,,,-0.06225442481547602,-0.0010476925296571682,-0.008926052015533321,-0.01881218195820997,0.04604513928484579,
COL9A1,-0.0494646327929488,0.08581187405532666,0.010544089122099847,0.008873770139841563,-0.030103905855545725,0.11982779108387055,-0.062114689487600155,-0.01275291977059328,-0.04148513283870706,0.006665046086417186,0.02366605165908888,0.08529761158764138,0.018086097110367513,-0.026664769406178533,-0.02400738741129578,0.019970945386118877,0.041577409371901526
GDF11,-0.037986452418364076,-0.03278226330634152,0.07930990313248891,-0.025565484469040903,-0.041943905318292576,0.04162974038407655,-0.012255313985990272,-0.025966427590060258,0.04557315094512404,-0.03776711914644549,0.002415732638675078,0.06464394301772983,-0.06806703208301805,0.025199616624339716,0.05958351515087327,-0.08004969115294533,0.0022554638201147236
RAET1E,,,,,,,,,,,,,,,0.03369386107557133,,
IL24,,,,,,,,,,,,0.02891705845311206,0.011801647799584784,,,0.0717892498788869,
SORBS1,0.01889663636043613,-0.014136680032318497,0.08973183747667265,0.01040348492516024,-0.0026799702594003873,0.01653752458866405,0.017899745567182414,-0.004718268110697153,-0.04569424309719041,0.00546073902135549,-0.018206779934891067,0.1261151471378848,0.04134087938986089,0.044996970798503656,-0.02867748002403293,-0.05508975179408502,-0.033135364079339404
DLL1,-0.007492181513736148,-0.0032474106785623682,-0.009826072765610433,0.004487851410758123,-0.10659128970825694,0.019903157693726577,0.030653003804807417,0.03333109868720724,-0.03379909202893465,-0.012436896340022032,0.09309439126397934,0.08996901608442863,0.06935668785352736,0.03036906430779327,0.003227851469843055,0.026537171471869722,-0.009825793862871903
TLN1,0.016407386726443856,-0.020505955126433,-0.005392928426448821,-0.02520376982974356,0.05509571291850723,0.007948162710724453,-0.036180326179429,-0.017859151299580725,-0.025290063703757523,-0.1123704192120146,-0.013451279668778172,-0.05057104320342794,-0.019413528761332,0.045487912883345354,0.00494571426596897,-0.017827342792275137,-0.11886421688306874
COL2A1,-0.03040084939082,,,,0.15314637449227755,0.006047125488490508,-0.005936241905089516,,,,,0.036866631306606494,-0.040236849102285574,-0.014648380412613413,-0.02190907684980633,-0.01598189022776781,
SHH,,,,0.01927494124414585,0.01801717530301394,-0.0032833908138815687,-0.024583147390452118,-0.023895000425591884,-0.011934181857420793,,,0.08666008516512248,0.11587712268875451,-0.015986532732196856,-0.013066232174589323,-0.0031371734997843884,
