,MGH258,UKF259,UKF260,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
FGF7,-0.038111161860156346,-0.0051422772305458895,-0.011526903424345994,0.007818192000798542,-0.014659134613692395,0.05919236730633608,0.004702738788363101,0.026101466311864063,0.029149207168195364
EFNA2,,,,,,,-0.015288203361615698,,
HBEGF,-0.007887703719105922,0.037794308794721,0.02521221221111974,0.058508971871291136,-0.027695660989176397,-0.00633581881716863,0.030273922525590427,-0.02030762708781265,-0.013458143029592003
CSF3,,0.013649935711473955,0.0185035753399852,,,-0.06718046220376354,-0.04712154585122871,,0.025939330251083574
PI3,,0.03492046812805695,0.0025326592634811744,,,-0.11968814826421663,-0.07377237426357017,-0.0024940378408693374,0.06112669257324413
PCSK1N,-0.028890592097117754,-0.019593812997386353,-0.023932800168231013,-0.0022722006970041482,-0.026173614981173515,-0.04277345130676253,-0.02524291873273394,0.02218938526289862,0.018086275286571158
NTS,,,0.09387790932942042,-0.02362542556074771,-0.04076146855756897,-0.049504302429399315,0.026580749113948806,,-0.03396089340926207
SFRP1,-0.027115609488776303,-0.013287832111720788,-0.021910181648453275,-0.029670257885303405,-0.01470256898877672,-0.009285922323466733,-0.04726766928955212,-0.05607529030337601,-0.008027015706746967
CXCL13,,,0.03497086458742004,,,0.03305852612863613,0.02545579920296559,,0.023645146581650952
MICA,-0.008825097327200397,0.019477381574150143,-0.013840278152293729,-0.04535894289082855,-0.03690231082857688,-0.012034238193588884,0.045790706973631794,0.14172035231913535,-0.03493806279570827
TG,0.06656740897433497,-0.014339676096175829,0.027598490581739347,-0.019956436450080113,-0.010640185222335572,0.049991917806688886,0.04355883895641926,,-0.023193917182933118
ADA,-0.0007713501762911349,0.009337253126100401,0.010969246549253724,0.09147538219052082,0.049495891765134435,0.013637531730002638,0.024988839900792665,0.058718654465889954,-0.03963049233789138
LAMC3,0.036932589374125274,-0.04829284497309917,-0.0011146282441360587,-0.003941886825398689,-0.03256776738729812,0.019937971808991897,-0.03271956851081593,0.0710766242238492,0.001142590371189173
CCL7,,-0.010367562906614386,0.020948736970853817,,,-0.03180405025666273,,,
NGF,,0.09026395019089783,0.03286553536170653,,,0.05620424155604182,-0.0009769108615577606,,0.07682145169332992
TNFSF15,,-0.011544788367521387,-0.010791264663357752,,,-0.031005377713415785,,,-0.017500310401263954
HMGB1,0.036256680436986585,-0.05944444109374013,0.018694318522508954,0.04221333191818948,-0.0006414513911525794,-0.07033173055955129,-0.03988971269791489,-0.015521358092740972,-0.04297576465478834
ITGB3BP,-0.012818630390008695,0.011013573707942202,-0.00839772812129961,-0.017216968568064824,0.023916929909247254,-0.00716473557977633,0.00406851675569749,0.03977938836031339,-0.015378532338481424
AANAT,,-0.010504577809494847,-0.029774187945209286,-0.017946939925334672,-0.012265111940957987,0.0523441122831044,0.031992228976636804,0.009124460862886053,
RELN,-0.01789252574710764,-0.018233594629168084,-0.028226410173864097,-0.02439713173619651,-0.017124959442328974,,,0.009757015929252657,-0.021138478415348563
IL15,-0.039531697056630885,0.02470414903539266,-0.06101925920071628,-0.021015633320573136,0.029970969705896917,-0.013047745554008889,0.023053108677644287,0.044414177788567884,0.04183943872198765
UTS2,,,,,,0.012711511286516543,,,
BSG,0.033702821124589756,0.0729154171654233,-0.0016524072923742924,0.006289524084805143,0.022155771032032368,-0.0017477569728728015,0.028575915515539355,0.019744333830855765,-0.017986078781149623
ADAMTS3,0.03571458751285962,0.017153908008263087,-0.0683352204365081,-0.035946892796256354,-0.008417580223891608,-0.00099886987666124,0.0019150918756472074,0.06103682732925455,-0.004048318210495327
CD34,0.01801989853999369,-0.031595096520025436,0.028003789167283202,0.0027781647106371824,-0.022947691418078436,0.012810453579517196,0.006156170661541733,0.026165479731479205,-0.06550912565823809
PLAT,-0.004317428130948469,0.003425428517892422,0.03483915440453627,0.050984238472494454,-0.03250746381531098,0.04469366794716074,-0.00975760260526885,-0.01796730160218722,0.004260122461984974
NTF3,,,,,0.06950905801163472,0.031190777648548253,-0.023719484411599965,,-0.004925435675188575
LTA,,-0.013287831490095114,,-0.01728477351174751,,,,,
CKLF,0.05211349722536447,-0.0023441570403648845,0.05695672730532092,-0.039150528398896295,0.024115884396947344,-0.01615279097495668,0.09421399858279812,-0.007004558886618578,0.01326381788508967
CD24,0.005501206551603397,0.03083242788217409,0.0291221663489627,-0.01591492428617641,0.007058010885692842,-0.0073044290159636725,0.012635444720064193,0.02107323647390879,0.003017220832176021
HSP90AA1,-0.06255656234297714,-0.003514551539450748,-0.03843966630240784,-0.011433332612258318,-0.016418177567600337,-0.17950185704251873,-0.007120178473309342,-0.09149464080523408,-0.05888703767306264
BMP4,-0.022211601532844807,0.05423179585659838,-0.017845203551373947,-0.0016469802373683044,-0.023021391253165144,0.04968245992334434,-0.0167760475946414,-0.0021286148543244758,0.021910725900697297
SCGB3A1,,,-0.03545738223108183,,-0.010345741883449226,0.14652965653548314,0.05528462036869807,,0.02752286904517912
IGFBP4,0.019721320911948045,-0.017863815306713715,-0.02734420016934912,0.043939783662954125,-0.03807074362174011,-0.04909484222863715,-0.0778011773168924,0.029424234644968475,0.013335638530077704
RSPO4,,-0.020339354129012346,0.015217448344966673,-0.0201032438643898,-0.010345740370150437,,,,-0.024475209654014073
LEFTY2,-0.02136918072562199,-0.019274447481342268,-0.005657151810141849,0.005041112636003796,0.013718442254931854,0.08848475585925644,0.06296541724832513,0.07141642834048684,-0.03328466815396269
PF4,,-0.00904549438285264,,,,,0.05572489087856292,,
ANGPTL2,0.02477729178133091,-0.01609173553936811,-0.028787862438002666,-0.01682481770667731,0.004444931329055468,0.07623403671869537,-0.0069317870174416514,0.008361173587049185,-0.008216446621837053
LRIG2,-0.0446355300686838,-0.033210979430055486,0.03466303866020713,0.029412892129468293,0.030552011943933997,0.021200470177729927,0.07424519325617703,0.06355217736957967,-0.001884513519319181
ICOSLG,-0.007844216260295779,-0.017567192681049965,0.011609847580724265,-0.049052042148039106,-0.004975141599928527,-0.013293931899736449,0.09365855025167702,0.07939221012639344,-0.0419627433540104
WIF1,,,-0.03217771930079098,0.05641224405618551,-0.019468541340090795,,,,0.010554383091492703
NPPC,0.02145561690599681,-0.014031792464840986,-0.07138803714839734,-0.03026131848986529,-0.014378047292112835,0.06436186165146245,0.019336063625037057,0.07554739052649147,0.03087465561358019
LYZ,-0.05885491198537927,-0.010641960848208981,0.0003507422028289722,0.03826090905365158,0.019700912861771853,0.03316649452556272,0.021223024684946537,0.09760473762108511,-0.021235592375195473
EREG,,,0.027974137158559547,,,-0.01698842706339472,0.018006940797174992,,0.033456963502854584
SPTAN1,0.054978989876551795,-0.01676755681062194,0.004800505028627296,0.00471049578674039,0.013394610546555507,0.006036069187952554,-0.005716127260108945,0.10972211542929942,0.010118833310925552
PTH2,,,,,,,,,0.0024638014903668186
LIPC,-0.010932002543827351,-0.016255427090461717,-0.03962076385961248,0.0239085557581255,,,,-0.03972158151317224,
COL8A1,-0.010135265875730798,-0.018132142421239048,0.018531563458419047,0.023836202557502458,0.043097241103713275,0.11953330839675971,0.02512140551455719,0.014926944251296854,0.0834577507109881
GSTM2,-0.003595628295772171,0.05497428983148909,0.01709025794774855,-0.030264617436491364,0.008552536022415848,0.009792799952787703,0.036313081957509215,0.07952198549255338,-0.00432121664431651
SPX,-0.03790202590967091,-0.02663634475809616,0.01708002843757899,0.021850888871314332,0.011120111060669177,-0.01867009478975194,0.015747315751559736,-0.009958780003749642,-0.03222747197970583
MFGE8,-0.037716746534217284,0.022785458911164215,0.022906094653429417,0.06326083831731785,-0.039441615586684985,0.08823698921513884,-0.02711614576215493,0.03578029682573132,-0.045549928515181894
TGFA,0.01729600117740007,-0.004831689613850688,0.019353893343014964,0.028351331392618292,-0.0164008965438881,-0.009498561869988254,0.026076928932403407,0.025746950000619086,-0.018604797690513396
SLIT2,-0.0011438078360700027,0.07937045192532133,0.0035042232077884673,0.01604754820002383,0.007505208180910428,0.07502717608391456,0.04895122230693404,-0.048112965196814454,0.05195027848114011
PLTP,-0.04691594418566659,-0.000865110118278229,0.03624165818832465,0.010682150006402498,0.04162677814747874,-0.04685961397312013,-0.09912867907915687,0.05419040827577289,0.04426864604920104
APOD,-0.07264587446141982,-0.03421604645862525,0.04611947118550004,-0.023170545162171322,-0.04084467412491037,0.1708535421573297,-0.01024007101300018,-0.10098370716438894,-0.019786180969163104
B2M,0.055863568112132424,-0.045862932537041885,-0.003026214312534531,-0.050304157792831816,0.06105953720632078,0.007862405791096214,-0.03271781035442875,0.061638915400292385,-0.014056621612995758
OMG,-0.016944912171470407,-0.04083573640734516,0.05840777595929566,-0.06292185033095792,-0.05393863809699331,0.12288324971710195,0.06720870190536384,-0.02385572791462347,0.0018599912977288766
CXCL3,-0.017380515003536216,0.027873094608514417,0.01901374978143719,0.011385160350916438,0.09277516503122052,-0.04074465411381534,-0.02288774481775403,0.09912146843943899,0.0026486109869509555
CXCL10,0.029255820992337575,-0.0580041160551979,-0.011139513758200475,-0.049487330854445774,-0.01681273044103589,-0.019068695540774387,0.008617284307442023,-0.03236106689137441,-0.03344312172034053
RSPO3,,-0.010504577033325479,-0.03962073943146797,0.025792307128947263,0.004991474144375532,0.03278273542286489,0.041647450421127455,,-0.057223300372153375
CORT,-0.021582578155184308,0.06940777146317119,-0.016422857867658965,0.007047901576396355,-0.03636323171068573,0.048708033085972054,0.000229735536853641,,-0.022290282853777366
NCAN,-0.05886526730620783,-0.013391938217055999,-0.007796810110846397,0.06802519842232646,0.056052523899711354,0.17944635055734828,0.011890137430804058,-0.033183946140329885,-0.057124488671960134
PRG4,,-0.010367564522245165,0.07687355897959423,-0.025691147590269768,,0.03892715418779911,-0.0002713272589025238,,-0.0033738289254281752
ZG16B,,-0.01203282657852215,,-0.013734321640586652,,,,,
TGM2,-0.0035479795992760174,-0.003929935877376711,0.0016128358956421544,-0.016845713553720446,-0.012829076277694222,-0.022503798314900007,-0.048065141445104154,0.01620285106419035,0.006938780637012259
VEGFC,-0.02158257954481832,-0.018477775994978594,0.0765479988738578,0.05092704963582711,0.024703705281656448,-0.030130548767012662,0.044808180632366267,-0.03168375810833797,0.011659259176063986
WNT6,,-0.014339676691566786,-0.029822261482053327,-0.012446284199785601,,-0.028835932429259265,0.0015875720550744157,,-0.032482597540935784
NRG4,,-0.012617800296863447,0.03704005171078797,-0.026385855656244003,0.007600313780703746,,,-0.025441600121025903,-0.03232014937429656
PMCH,,0.0657003890430305,,-0.020103242894191152,,-0.018748295365136756,0.0007401249132292281,,0.001887456315767323
COL9A1,0.04099513949819527,-0.013178371490751717,0.0217558439405213,-0.005530961612465664,-0.008417595032515695,0.05049618059177782,0.04786065321631001,0.05942101160184946,0.02639182854703256
GDF11,0.03697358136329573,-0.00404199897437406,-0.017996536752256743,0.04823785212935456,0.01934473464311571,0.012793652623559821,0.007801107879400965,0.04895656440301483,0.007980458598730159
IL24,,,,,,-0.024101954743669506,-0.026656735589802093,,
SORBS1,0.0770660535873015,-0.03474623300446062,0.016497495869369008,-0.020591145159991456,-0.018264067813289594,0.05072444464186422,0.030962584137749136,0.07631157900184074,0.07297770006783932
DLL1,-0.044281796880673026,-0.04961477048615619,0.01999423576843898,-0.04527237418579931,0.03155728107588206,0.12037073917840456,0.03948443297189351,0.021073281536031038,0.025209058898334368
TLN1,0.06710662645099352,0.04366799725832782,0.016209256548268804,0.026010757483837937,0.04810592452158622,-0.06539962584908528,0.010234442042034641,0.11265346679953636,0.02151764882863785
COL2A1,0.027032930977396345,,0.13182811000552774,,,-0.052690032653755464,-0.00950099576847764,,0.05114865954029772
SHH,,-0.01077360174824506,0.0018820203268075796,0.028673957945186214,-0.011878756766802244,0.017140888760270145,-0.004152798798133618,-0.0155210671095229,0.0031655051916549977
PON2,0.024786122244595962,-0.06224047770304723,0.032334661247659144,0.04645114393481893,0.016171019668424734,0.08593402068296926,0.002560532469059264,0.05648663781719461,-0.06764435215305038
ICAM5,,0.017545323617943764,-0.03431269402467229,0.04908120145922664,-0.0019862902691745823,-0.026715243722838112,0.05597314320128755,,0.10807457212959488
HPX,0.01765167525825767,-0.026213638721317056,-0.031037891756313524,-0.016357963879351962,-0.010345740828725757,0.005924344134442855,0.03473053837235489,-0.03411064819684229,-0.026834260650230746
SFRP2,,-0.012269964857534624,,0.02715098748816574,0.016888625863549223,-0.005066070135333121,-0.02073702976262446,0.006663683188727456,-0.00300318870401739
CFC1,,,,-0.017284774556355662,,,,,
CD70,,0.007826544271742278,,0.013377975266824627,,-0.02632297360891978,-0.007494612200964188,,-0.030127617700654283
HP,-0.01391682694150182,-0.02889090910009357,0.029883050004310966,-0.015964390111059892,-0.018116999854543056,-0.0794740819560798,-0.010369044285890153,0.029725196576859594,0.07062302951466522
CXCL2,-0.00569417357951569,0.034680413559084154,-0.0749100499027572,0.012242457810091435,0.04406503793859537,-0.005233406115126255,-0.0419340528845259,0.03116419175850667,0.004546044192162095
NPPB,,0.06597696285043295,,0.058339515067950556,,-0.0060263016415430136,0.038020275785925615,,0.06831672259321707
CCK,0.04897281531139864,-0.0005804074550135736,0.0021629852481100343,0.012147144233674205,-0.02713855449450238,0.013067546756810404,0.05119520960952582,0.07834953102918388,0.06860457898879987
SEMA6A,-0.008300897320180191,0.005803344926956199,-0.05648252983571871,0.008363533976926464,-0.015710354956186487,0.060949664068467885,-0.030292771853530718,0.03774295165566731,-0.04594225318080379
IRAK4,-0.008562702189305537,-0.04245014208162512,-0.011292149794805998,0.01438940535524837,0.056943576734809855,0.0033043407430480213,0.035763878567122764,-0.01196435192811781,0.004447396357300791
GSTP1,0.0697230335076384,0.03040621068521241,-0.01851308641414399,-0.0014365635005848388,0.02624689458587482,0.08594733007680751,0.06380060258415796,0.03400673460690648,0.013195817544626202
VCAM1,-0.04973540510296605,0.021067377839303656,0.0547175843109126,-0.022433489946729435,-0.03416280999478536,0.004985146751586681,-0.037850391829072814,0.052419303958988715,-0.067824682083564
NXPH3,-0.005508525366885243,0.04795384129311747,-0.008103747356085067,-0.02725024206489556,-0.03861987428139165,0.05527201993277879,0.031839356249395816,0.061005233451959184,0.013435720594019766
MTMR4,-0.024360940449091397,-0.03272530179634723,-0.0040032565762348656,-0.0672631622716603,-0.03067003811498211,0.026596670454676025,0.025925765074710512,-0.01910970986660714,0.04241884889752943
LAMC2,,0.026089211360766123,,-0.019053593150257703,,0.04583553819621998,-0.009892847146375327,-0.024598094578784913,-0.018062556193218147
IL10,-0.022417728427236664,-0.004934285473453573,0.06375648385395302,-0.022641806689977766,,0.021822829275444725,0.0028527433171470808,-0.0017446885066677014,-0.027197820198815257
SEMA4D,-0.0353982705157142,0.010893972215014197,-0.024596489835010622,-0.012815082644578086,0.021750110724648043,0.01415051574100707,-0.006663934354458175,-0.05047025995961202,0.02955325569542506
TRH,-0.01981694960149007,0.020584623293061995,0.03317994068166228,-0.01181438145685227,,0.035612568770719485,0.03231992449713507,0.1801974482878665,0.016922762631386448
SEMA6D,0.04992038261642784,0.004643323738986475,-0.03840280396765103,0.029632295368568096,0.02078100827304654,0.024886935345314457,0.004204515598033509,-4.517111551070976e-05,-0.005059632230548521
CEL,,,0.01435169830846311,,,-0.036498726369782,-0.013608672207810299,0.06135902153626738,-0.04572392983871347
PDCD1LG2,-0.005208560864629574,0.027617928118826046,-0.015353358612272413,-0.027016291622153403,0.0636594035599235,0.05603493613672225,0.02653608997017497,0.010555433635500806,-0.0011847060577040139
SPINT1,-0.04221953777584199,-0.010252721276272686,-0.02639919552453549,-0.033101454449398826,-0.0169072166313485,0.09240581318193988,-0.04695913669180467,0.05389803257325571,-0.046019718800186314
CTHRC1,0.025778768217255117,-0.012942483145169359,0.04833258682140037,0.062372892733839974,-0.0268758669614781,0.030617161345033225,-0.028038791928192513,-0.004491480131650092,-0.003391290552820149
PODXL,0.05670342682694918,-0.005302126627683579,-0.012652879699243082,0.0484126784464681,-0.0031207919012897893,-0.04695680329909095,-0.014667981873775443,0.02598521505724203,-0.016891728135971826
JAM3,-0.015841349732236183,-0.029067267721222336,0.009526768831871122,0.036039261018549804,0.06335347904184278,-0.04179548239994954,-0.012638027271975605,-0.022143611201924887,0.004613211411678909
TGFB2,-0.09587349966589888,0.07484769280435115,0.008947877437532439,0.030846107629001904,0.015005756406467754,0.013385781158883467,0.0066474440555947985,-0.002775360410585427,-0.03153080353632633
COL18A1,0.02951164425692915,-0.05068066343497733,0.013372927051736537,0.05349575067008245,-0.035816363393982434,-0.011344493839479225,-0.06986980823720264,0.00293785127146685,0.04956744143025651
NODAL,-0.03135143234142931,-0.021217619804068662,0.013042655854895845,,,0.05999062258193652,0.05455956068342858,0.0042441265725951215,-0.020655887723697287
INHBB,-0.004688158587882405,0.021027997088971934,0.012846591284995946,-0.008904249442873635,0.06576194551304373,-0.0542783013612545,-0.023038627940649623,-0.045326522198932295,0.0038940329881828515
LCN1,,,,,,-0.038323747733480865,-0.031095715215480768,,
ARF4,-0.013401575477253515,0.07676352311678797,0.04876542226700817,-0.03042329320838589,0.019761872000630565,0.0630589789869314,0.008013037807403823,-0.04359571546184683,0.03177561925958993
CXCL14,-0.034905037629196195,0.05696411149242814,0.041610160831489815,0.018465620299124522,0.0011857480659523594,-0.0952788529498323,-0.04408417439498393,0.07629325986724322,0.03428859918296411
LIF,0.060544505647595004,0.009131059872719843,-0.007924654656819958,0.006426459844222967,-0.012265111940957987,-0.0781641140519958,-0.05771359395014505,0.09439109291881127,0.024988925624400644
IL17B,,,,,,-0.03334976835731983,0.010996241379249025,,0.0037935621846036213
MMP1,,,0.03259016801684931,,,-0.052690037655851354,-6.600527219629109e-05,,-0.018608606113406752
MATN1,,,,-0.01532533844178678,,-0.04822234463699487,-0.003104131650823689,-0.024882161405356762,-0.026484386741866307
ADAM28,-0.011352715394425617,-0.03768182050221251,-0.019952154098587502,-0.035639768830619686,-0.020941442502301656,0.043561491705898,0.019566040180350144,0.020768233425612837,-0.021046665907989523
TCN2,-0.002495945225995411,0.04844543682959153,0.013960363886498179,0.03190647822264821,0.02429929455055637,0.03610920784766849,0.014423243975590161,0.058557548206402445,0.0310955769409391
THPO,,-0.02185687915942864,,-0.03146225530447975,-0.012763013702521284,,,,-0.02297397879944651
CUBN,0.06872384137827756,0.04640731765673455,-0.021971638425862274,-0.033288163225021164,0.006070482157471852,0.11928343979206318,0.01678681981882995,-0.03296955634083044,-0.0008989647287952027
TIMP3,0.06310839172659707,0.052174403001482565,0.00522808282163702,-0.037856405660549895,-0.00547337922164054,0.05549077459742896,0.009131894030019657,0.06862239683925692,-0.004986594588268171
PIGF,0.0748532193872949,-0.05137578678122662,0.007382513909392206,-0.004024056940308647,-0.00927258036221433,0.07028826494584615,0.07657684474319178,-0.00257017508792672,0.00013741679724668828
CRH,,-0.012151940906474956,0.003318095164316883,0.02224573848633775,-0.023092014954334963,-0.030390010492524933,-0.029888411506307784,0.06506384157698857,-0.03704147227881648
BDNF,,0.02314495131035337,0.03469138764558206,0.05345184331805237,-0.02076230127006987,-0.0399820004114479,0.06528418834617532,0.12179070190200161,-0.01207376551261881
CCL5,-0.03361499789285362,-0.039299906947438644,0.031152549428585564,-0.01728792480460282,-0.03189285275780502,-0.020176251016988674,-0.003299887479829508,-0.0491673697523973,-0.013973913462615607
GAD1,0.004049308262537523,0.036984412899347945,0.01230830684692061,-0.04538950812570426,-0.036674944474406335,0.0742186527137669,0.06509297238145714,0.006373466353956824,0.04066320890311233
COL14A1,-0.013374493245602083,0.015532766516808873,0.07197195324512279,-0.006836982899857189,0.034354165759402935,0.008127502065012417,0.01603615851456314,0.09259691067731093,0.05789599067039584
HLA-A,0.048464402870925564,0.04872174988326208,0.002312885756694365,0.010362171531250245,-0.020841088975956105,-0.12094326997445064,-0.058882893001827606,0.026517510049634232,-0.003820133871064635
CD5L,-0.011413757494419372,,,,,,,,
FGF18,,0.04929383005287886,-0.034570341968624935,-0.01642170391152716,,-0.039427414548629136,0.005101312885773883,,0.01478181378046217
ADM,0.06113282577140508,0.016280506658222237,-0.04251124544858255,0.037131809107412185,-0.000837723494858045,-0.060194920620525144,0.06264082709761971,0.08612537829795545,0.05924040970533952
CCL15,,,,,-0.01846865998390085,,,,
GNAI2,-0.061717098623893525,-0.0332719549445875,-0.014358245445141605,0.0524517230934987,-0.006270320118759995,-0.06349480628423763,-0.06006164811899326,0.03596529444923177,-0.05611809508760795
HDC,,,,,0.003076164177469391,,,,
COL11A1,-0.02495801372736057,0.004262246751707512,0.012287301532133118,0.03209001937578685,-0.04436284156348351,0.04405392391467161,0.036140812270875074,-0.01907996440436788,0.13826652442301263
NUCB2,-0.04212662413286447,0.0032731580588966584,0.005829150601756399,-0.047735490805996136,-0.023162728247058822,-0.029936689075689957,-0.014105846184090628,0.04853405798423409,0.028245548931831344
CXCL1,,-0.03196159238494245,-0.021617659738731594,0.03893733590953842,-0.011614418665306351,-0.0392762458342552,0.0066065953834740605,-0.0374015220716194,0.03849288108443911
VCAN,-0.01825618790282231,-0.03938743834777728,-0.002048925483048299,-0.02403662521954312,-0.04053021265273699,0.10218608621520042,-0.02061114745706289,-0.07407982823634147,0.033329028691119415
MMP7,,-0.019194053571420934,,-0.015135251467954176,-0.022436540754754642,-0.04603834717205663,-0.05486484628477733,,0.04170768990396348
PTPN6,-0.015490789669383281,-0.007082234532908168,-0.013115844305352037,0.006784216940610649,0.06224049062254871,0.028843750145682467,0.014571766965740827,0.08246546899942944,0.01866922555829825
PTGS2,-0.02105933942317248,0.004505617246582185,-0.025063377068297366,-0.02470059522637974,0.048972345145243436,-0.0063800096011708204,0.0034660696185855916,-0.030760688683478005,0.051344532842373766
XCL1,-0.019352531880222464,-0.010504578801267065,-0.026512470015459963,0.04192705773817654,,,,,
CD58,0.013088789413932829,-0.019371039166008568,0.028954275706998295,0.0028921907222567212,0.05515803897569861,0.05821359660262651,0.026007342634820144,0.11340207427809534,0.022972767762444085
TNFSF14,-0.0006907287052790661,0.12141935276013134,0.026918822666376085,0.0017051708639834867,-0.01134423084705478,-0.03153985786939586,-0.018267079968764675,0.006174217125495613,-0.026869850626846187
CNTN4,,-0.018878617986633543,-0.01245063086594131,0.04047075089501609,-0.00801605573441015,0.07496248857876481,0.025334350427612784,0.0013803419955492262,0.038464263141332534
NTF4,,-0.013287832163522929,,,,,,,
INSL3,,-0.009654624281486673,,-0.01745253680291178,,-0.02246967460446363,-0.03071718219405666,,0.001502344142558385
BTLA,,0.022383852701530926,-0.014322731294899286,,-0.014486970793202774,,,,
MFNG,-0.037263038309911775,-0.019106952942437076,0.01066302375416991,-0.02196332628671121,0.05095315599092173,0.03679464532243121,0.021426366218107607,0.00352016318944633,-0.030571970759466525
ICAM1,-0.04241980266388254,0.03130054725015239,-0.0003093587965900595,-0.008216978965589603,0.02839638407968407,-0.026193302497680163,0.009188549109526456,0.025544552416703066,0.008969375478347776
PROS1,0.003611485383140741,0.0106491595759701,-0.006192690161854332,-0.009502427483765018,-0.019657880725636866,0.01013455650975749,-0.005874947032409213,-0.005087468742941988,0.055387918732212514
CLCF1,-0.03250483802848247,0.023915651251884815,0.019643879636434693,-0.048196589823291495,0.008052727022356404,-0.018103341650134216,0.004072210107988337,0.0312757691210294,0.054304210338998585
PSAP,-0.03824401001504981,0.07131478687688306,-0.053299246158015484,-0.00349674220691272,-0.02185457316065223,-0.04227473374746935,-0.04986435367706191,0.0662234843465856,-0.01985561022073868
EFEMP1,-0.11917529496394612,0.07642683115339335,0.04981009081790765,-0.03725196015165742,0.07947513322218203,0.015052114471372833,0.06420537580474937,0.026797301649457782,0.00924614804403062
C1QTNF1,0.05109440188637439,-0.020367455483233408,0.03909021136678752,0.04877129263736629,0.02300708037762062,-0.09647061960751939,0.020619932166242184,0.0356491115298658,-0.024511930115121046
ALB,-0.029134784001584944,-0.0005351133871836675,-0.011558050583358017,-0.01905359266253525,-0.012884650257666407,0.05424825766836583,0.05765831256740731,-0.052362328786696735,-0.02834062407441034
