,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
CD34,0.015931099441306353,0.071679072746416,0.026430387695832582,-0.025935331407021048,-0.0068443542496712745,-0.03177845728992902,0.02446192308338755,0.01680420214372593,0.04215845147041522,0.02406199816508741,0.0481731207214572,0.06262851419965905,0.09198641343109408
CCL23,,,,-0.013096063686502152,,,,,-0.029761595543090897,,,,
PLAT,-0.002061015114010124,0.005116119325715871,0.03230051584309281,-0.08533836965374579,-0.04575770642457716,0.028959346729287832,-0.023484331144681903,-0.034244686592127434,0.06008053369074546,0.11664530912594807,0.012325426906560362,-0.015934469315369567,0.013645048700030924
NTF3,,,,,,-0.023198701394230723,,,,,,,
LTA,0.051505647149793075,,,,-0.015478693221498068,,,-0.01714190667332685,,,,,
CKLF,0.016254518920311097,-0.009126059110099722,-0.017223498567693927,-0.08318589790351846,-0.048406778158885985,0.011152967687473484,-0.18314819378172478,-0.08088904879684562,0.03910601279497376,-0.027170486582945692,0.029566492247128113,0.04464250862493105,0.1282981454013044
CD24,-0.025891298500359646,0.024439791906868538,0.007796837794850305,-0.03669687513716073,0.0027271526665375804,0.010902566811386454,0.022245710260104853,0.039365772586054164,-0.041493964575156105,-0.01041747732101813,0.16368195598295673,0.030218896821063983,0.014047130977403647
HSP90AA1,0.06821548223370187,0.09886660795350159,0.015421365852132532,0.11267928821920487,0.008435721904092253,0.03330565380797865,0.24533970213242084,0.15313527921765024,0.007703299669113941,0.08581931032675584,-0.04208621883004931,0.014866737643134422,0.11376532785526523
BMP4,-0.031135438185239755,0.12940911645165576,-0.008410839046504814,-0.03525420566116105,0.012493701415065225,-0.0006300140807414122,-0.038036938297726905,-0.014606674977656697,-0.04213731388503567,0.06051361457795448,,-0.030672149310070184,
SCGB3A1,,0.004238985015132176,-0.022837686564214386,,,-0.02017359846967425,-0.05351794597709585,-0.0119613957844126,0.0028856376458947126,,,0.007708717000775695,
IGFBP4,-0.051537589146060866,-6.139748394325343e-05,0.008896586597345366,-0.04679607645898846,-0.013183492235666294,0.01593480729428445,-0.10134416939050679,-0.10396048352284316,0.058213754754724185,0.12966041463391176,0.0500264940035245,-0.061704439815858776,-0.06879011211395239
RSPO4,0.08543542839188403,-0.02845342293749658,,,-0.01800266253546028,0.008279160476171358,,-0.02377852323762467,,,,-0.03913110190174912,
LEFTY2,-0.03766744144703872,0.007042775772780018,0.04757548070373502,-0.027045843081954034,0.0064473719878988004,-0.008652530113429608,-0.009978006977431746,-0.021161492353676432,0.07368418080518128,0.16959912106813022,-0.03155945752905767,0.09080420924290154,
PF4,-0.011475744298752167,,,,,,,,,,,-0.03065360634086939,
ANGPTL2,0.007808710680445415,-0.028675133640356967,0.006526698450549472,-0.06586392278063212,-0.023377563906114465,0.015180334296548173,-0.14728682130795592,-0.12662635010541995,0.053794898284932245,0.041929237088555546,0.0721580537683077,0.00564488344131309,-0.029936081621513167
LRIG2,0.023305456983516156,0.016382406653397935,0.03038440313265287,0.009089638601000665,-0.03272367737342693,-0.04958720525274957,0.06333677072226572,-0.07013996305957831,-0.006249203801966002,0.037291278985630304,0.0014626999241126226,0.0402993595869792,-0.04210284066177441
ICOSLG,-0.012352748806115815,-0.014146519118916201,0.05416526700169889,-0.04096877344312793,0.01730014966533004,0.022789793331948156,-0.09882624168465015,-0.027451598067104992,-0.011048370700870799,-0.015367500145633735,0.04122161760862425,-0.0008203807864591331,-0.004436722334663094
WIF1,,0.08494843905569384,-0.01746975013138915,0.04139977374651619,0.14499649158349323,1.754835315600085e-05,0.20000677569176395,0.11376445060185933,,,-0.03345087808649474,-0.016513483577852688,0.0785440800610217
NPPC,-0.017801709399645958,0.0420808810722843,-0.016121066925039212,0.022064970092084527,-0.027099323289618026,0.05698516273282505,0.13311768397068513,-0.10032907105579703,-0.026295391095832878,0.14156015901123914,0.14441941075226525,-0.035888756212687584,0.12322304571898395
LYZ,-0.024432310862545943,-0.026470307147711182,0.005246297557123542,-0.0706827269984611,-0.008485124840818144,-0.01891557348223679,-0.16004378100488173,-0.039130980354188195,-0.028927591195564147,0.012569458177574253,0.07561804961071303,-0.06798490007949179,0.021690390776243434
EREG,,-0.040040717202309284,,,,,-0.0391882863851498,,,,,-0.03529138150167064,
SPTAN1,-0.008115098910428208,0.05299708868390589,0.0001619679187273301,0.07817743388949001,0.06826314051650591,-0.0009290040267113869,0.18814330228745127,0.11513741321539572,-0.01740107182982492,-0.004632071177115896,-0.029799612410718816,0.1064471542157125,0.1025995438871112
LIPC,-0.020622767187913307,0.05337203578850935,-0.00011809372379761591,0.02643012889238408,-0.03365781095981797,,0.010722103401100101,0.05365166749244824,-0.02788357055253804,0.0010909089236572497,,0.028006838861725582,
COL8A1,-0.024117820753267027,0.01592644274648599,-0.03035087193389134,-0.04036513128557269,-0.017813972768830472,0.007433333614793108,-0.11823507151549509,-0.06606863130184738,-0.032149964893651996,0.06430480730068634,0.020692001842681634,0.02455097600774368,
GSTM2,0.003864590124991408,-0.033044729533756666,0.0848193429192044,-0.03304321554555535,-0.04280210292816181,-0.03817747092364379,-0.04226628333805399,-0.04763499079390369,-0.0017724172062938727,0.015208943147348076,0.028762457074852622,-0.06507743318238024,
SPX,0.039355640050975846,0.15587058324442848,0.0372734981677422,-0.04036511566641331,0.026095059124637998,0.03341608846498916,0.0898951823555407,0.08671577892271708,0.05282500686050563,-0.07895380590978926,0.017839720288911103,0.07569344255005363,-0.08495363819335923
MFGE8,-0.0014532148900321478,0.0887119016979818,-0.034160378041349616,-0.000407900160937386,-0.054389588400308886,-0.009749673485243021,0.09535968689414388,-0.07779622791314636,0.0608399427908798,0.055471120949710316,0.04750806388306502,-0.0006547903803904024,0.09803795830559354
TGFA,0.01446046326567797,-0.07281771060905019,0.006025773737294599,-0.027949684291397745,-0.06537241345380891,0.042646251645526385,-0.049572006711919116,-0.020244533378650828,-0.002495517188957115,0.07582946223423565,0.05196136839134853,-0.006761905284147236,-0.12867778122871418
SLIT2,0.039296399586631336,-0.00919280207148549,0.07616663592997185,0.019175487906550867,0.03506112676295837,-0.011898014638912786,0.17507092005096508,0.19760028634789653,0.03592126821145957,-0.043959138227187645,-0.07283832157165497,-0.08379254270383715,0.1250746401271456
PLTP,0.06311294975563488,-0.07875122682503319,-0.051299807236578336,-0.0654477880527139,-0.03853074970321054,-0.00743550887539529,-0.21178563586390517,-0.04552513457555334,-0.012407893448908264,0.09559822677112752,0.025404211687226657,0.06723835544235399,-0.04622027375570761
APOD,-0.02284317731815394,0.0021740435125826856,-0.007248238066695278,-0.12804441312795703,0.04089622643977393,-0.0008735052434332805,-0.19090282600368674,0.09336325741408852,0.06844240729060043,-0.03233718488704363,-0.007973321098596853,-0.035536477550096854,-0.01864754619409591
B2M,-0.02599071971142324,-0.04695533595931109,0.020838047491210133,-0.08553538507706449,-0.007110200958249224,-0.03512394855258655,-0.26906795245749104,-0.14376518593895712,0.05782534127109377,0.18875101553930587,0.09078833551749091,-0.025527581968963296,-0.15516555572292767
OMG,-0.02891795443700223,0.09503272763870224,-0.08107086031782386,0.018691276042806758,0.02426139509874482,0.03726778026087348,0.004483695650564488,0.12633758481533236,-0.05320730490228173,-0.08805286292240606,-0.021638508515443074,0.09850517131348295,0.026795586995983313
CXCL3,-0.009654289440799898,-0.08955069805866737,,-0.015111515281086972,-0.02261423881857659,0.04334769347471562,-0.05516710627767833,-0.012345276970779652,0.14359088878689377,-0.03309403294269461,-0.04584634134467515,-0.03357436053533171,
CXCL10,0.025651480667397066,-0.007560734508621537,-0.024454444017938934,-0.07097791740531921,0.02123742036024706,-0.03278385222802876,-0.05831733280679113,-0.01961813910434892,0.08389337380830761,0.0006535030758477568,,0.03052482435299871,
RSPO3,0.029232579908157332,0.1313976628973188,0.09297411181720332,0.06468920394038714,0.03456961097400927,0.05171578970390907,0.07054472013292501,-0.012900576502558164,,,-0.05746917635735714,0.11271488964017076,0.1364838473952671
CORT,-0.01071115963742098,0.12271597557286866,0.04137507672532197,0.02043707779712399,-0.004015563152061078,-0.025703338560865943,-0.013069759712342732,0.19633892446817108,,,0.07522302016998691,,-0.0028252786811531917
NCAN,0.06520640134629738,0.11276224432367313,-0.024188749380762275,-0.05272746592685858,0.024015958525836302,-0.0032340568773473175,0.1199548965600357,-0.08203242789736645,-0.026542209768846668,0.048644146657124736,0.005629902996267,0.1122545702294719,-0.07864923275014467
PRG4,-0.013153014575260769,0.052962019167125646,,-0.016371949542837848,-0.023006688041804176,,,-0.015082906475453949,,,,-0.04266564386303662,
ZG16B,-0.015265682024867016,,,-0.0176761504914315,-0.012299226896756128,,,,,,,-0.026150670036855464,
TGM2,0.027271322459966992,-0.0009317690793418158,0.016263018281322494,-0.03216410898100604,-0.0258745010493603,0.08295490398224072,0.003626981933210765,-0.0191737420384226,0.031975486542478906,0.05433323326391295,0.011544482156233788,-0.02860891043089855,0.1434839948708204
VEGFC,-0.023442193820822774,-0.01735344484266775,-0.004342790132504258,-0.021585387546550677,0.0007345771995955743,-0.008228235978800985,0.050973773469372784,-0.015392707260791451,0.07934822985004142,0.14697485474360877,,-0.011654323950392483,
WNT6,0.0480236661243726,0.026695179480997797,-0.01835025857885544,-0.01609966856135435,0.0030155191511593506,,,-0.013433977612813173,,,,-0.027021487915223266,
NRG4,0.0016368995699281715,0.06359167838567022,-0.022464108758001734,-0.020392301763622063,0.04714231026942159,0.03299029231557285,0.12558767561209103,0.000978426251496656,,0.052878998138118256,,-0.040636173297621585,
PMCH,0.05899695240113571,,,,0.028840721670585535,,,,,,,-0.001386621824725117,
COL9A1,-0.01671900010114636,0.01776515093242823,-0.04249130331503252,-0.03247840387868317,0.046784824477680516,0.04534581335655774,0.00878033713958618,0.09647401904770818,0.04344038345372038,0.01728689293942039,,-0.046395202831278085,0.011489483937138334
GDF11,0.0017953153988029896,-0.034363744386832845,-0.009377601712250902,-0.05445632765392616,-0.01000914925913302,0.03783038901262728,0.04024950252292521,-0.09915239260342962,0.03281087583393246,0.11194465704461422,0.04982217334497208,0.02390733413578632,0.061404020685595355
IL24,,,,,,,,,,,,-0.04542988991501938,
SORBS1,-0.01797108929263119,0.0192339168796678,-0.02884188772573349,0.01234488604208594,0.02517801168130581,-0.02096370653577553,0.02873192699541918,0.03381020503738512,-0.051518108397395505,-0.02203642693432557,0.028000835372168385,0.01313114557204979,-0.010568949563491149
DLL1,-0.011420268340902756,-0.004954287757896051,-0.020753133543647946,-0.05016307326036685,0.03694025686636171,0.014819409737199814,-0.01903511828603987,-0.06743136720459919,0.0057033110602684985,0.006684910725251145,0.031428337154353274,-0.012729048871309809,-0.045196435337395466
TLN1,0.012528869800372851,-0.033832018114608245,-0.038665148086802,-0.04965709014032958,0.022908043365744788,0.015352458075715898,-0.18694797082205414,-0.13648117102161325,0.03602740063409632,-0.03055583224949716,-0.05991223572275295,-0.03994709671544342,-0.03753825098087673
COL2A1,,-0.017616495658259013,-0.01988022143014649,-0.015111520423703102,,,,-0.012532990647941195,,,,-0.007650798285887473,
SHH,0.07022092580426817,-0.02710402542990429,-0.00412604733059153,-0.011879491198783473,-0.007041708152563982,0.08856022612625548,,-0.011961394738912145,-0.06406156828513881,0.15282925301455308,,0.04755073373129467,
PON2,0.011114978543184068,0.005409407571619679,-0.0011364396359608531,-0.08011325184017654,-0.01755959986928645,0.019391032918018997,-0.07144477289349738,-0.08122689313896292,0.040220097753400866,0.0701024309913289,0.03242889881603787,0.03667126135524079,0.003811538893255901
ICAM5,0.006958987903154372,0.2024918204934858,0.038861031583492994,0.05596460744689056,0.08651948937989647,0.016548874145246775,0.14187315154543584,0.10998882166751416,,,-0.022637121027138718,-0.015002211534913441,0.12121449816181754
HPX,-0.004902414100956585,0.010026257913056558,0.06093214421605944,-0.022005522049963182,-0.024136470504995306,-0.02017359641302447,,-0.030403478151507193,-0.027100023318332275,-0.001432928789074639,,-0.0648506241032433,
SFRP2,-0.015566532165081802,,0.017171238902762582,0.08129737081952115,-0.02011616981640188,-0.009344085782658882,-0.08553757822765402,-0.023465195395127883,-0.024871810137102473,-0.01420528383006116,-0.05672495487010402,-0.05991757775445378,-0.05131616487182468
CFC1,,,-0.0310074483141837,,0.05573912643054563,,0.05610719777437353,,,,,0.0822428138336434,
CD70,-0.026458675567648426,,,,-0.028873184192581124,,,,,,,-0.055675127593263846,
HP,-0.02964834500388764,-0.056096410151613665,,-0.022474991624035934,-0.001743142611846727,0.050008897525450687,-0.05714256016228759,-0.04178053527588873,-0.03573865259835135,0.01615168487342897,,-0.04769353424345423,
CXCL2,0.050299252211327444,-0.08680110183950876,0.024423067895670305,-0.017275240161295252,-0.03074052664547696,0.025933754836319586,0.006190615895846431,0.006238914164510717,0.028081805459479213,-0.009897654716117978,-0.06249532230631817,-0.06550076675235347,-0.0032017498398563883
NPPB,0.01750662385362888,,,,-0.013553774102012577,,,-0.015392708380347193,,,,,
CCK,-0.020333311678146282,0.13353439099400655,0.0020309872239080854,0.12710673319061544,0.11238711550115958,-0.03886621255805664,0.24823026886720112,0.16983595627104162,-0.02788359305839665,-0.0026801620154919825,0.08163948926185295,0.0955431448914593,0.126677651766479
SEMA6A,0.006579281280793515,0.08271241140119445,-0.053833154459074196,-0.04836170301118244,0.00098545948391607,0.0005867722134721137,-0.15587195961878392,-0.11418076025322738,-0.0978090282969469,0.00519196336581103,0.049424136966148,0.008996195790409346,0.039713525191730895
IRAK4,-0.04634333821592158,0.020370304349930382,-0.005014648757560527,0.007671557691963236,0.07221429729189405,-0.0341806265573312,-0.004471986335204957,-0.07053061365422009,0.10242450848120616,0.012553098323114225,0.08179300383092207,0.04862588982675748,-0.03015170272044878
GSTP1,-0.003929976088205796,-0.05670773941737698,0.027154771934920715,-0.09646162641430332,-0.007399253917707517,0.051047999543293365,-0.20071313223493273,-0.12526923681834806,-0.0651590514191233,0.03264937360952639,-0.0016020685658857526,-0.023905287853961076,-0.006266680703030001
VCAM1,-0.01831462339909387,-0.013445961941274752,-0.027231803049760073,-0.0599287358702022,-0.034134189457855894,-0.012952125779548029,-0.057018145337925055,-0.04164369069291487,-0.03347390368665424,0.016657158960217855,0.059778544066642444,-0.017601027932853723,0.01379244985034684
NXPH3,0.028244700508385356,-0.009514511725755827,-0.039358589967381216,0.00848110243950988,0.0059343358862889075,0.0026676496867274998,0.010002530277571541,0.007264409052318822,0.015907456683764774,0.045174067052503576,0.09678212624769175,0.0586841652363539,0.002904003256198847
MTMR4,0.03527382113234007,-0.0376049567739175,0.02486463937164453,0.004972474947604618,-0.0023255188571553362,-0.04714080725136994,0.07266550921370267,0.04914568970045651,0.03563458716582502,0.08071041552179622,-0.03171859877142845,-0.005035486685504812,0.06269787806837339
LAMC2,-0.03055069632988451,,0.09063728204715317,,-0.017062689478669294,,,,,-0.033889463531303544,,-0.02629821120868989,
IL10,0.016005310422635862,0.03687684839276688,,-0.019829688832915374,-0.02773643996934937,,-0.13548302754334854,-0.01377866239184184,-0.05104779156883638,-0.032689642142442306,,-0.03832217855941472,
SEMA4D,-0.02152636477194865,0.012699973027244451,0.024833638584051708,0.025657584387879916,-0.05427075252842654,0.07127837614901573,-0.14859435644183136,-0.012723631251071123,0.10659218540756368,-0.08132019715953882,0.010235476938303132,0.028776654588781446,-0.03214415985399774
TRH,0.022230849634666084,-0.017335967347428215,0.012481416762015056,-0.031306775798852694,-0.03835794216210365,,0.16852318676658412,-0.0568924949210606,-0.025689557007253658,-0.022550072915916944,-0.005325543055132396,-0.010238225509563345,
SEMA6D,0.02818095929686338,0.056099800301030664,0.029640291381440136,-0.0654617136556099,0.006008562261270849,0.023739284885248006,0.04416616197385585,-0.0889349578037525,-0.07869289885452121,-0.07030541526923594,0.0581761516493312,-0.11370449534681269,-0.021291707575248658
CEL,,0.044548222770893445,,,,,,,,0.015708851389962385,,0.0728236334464666,
PDCD1LG2,-0.023311258565442895,0.029379530113080254,0.02341521268935514,-0.03619605255145097,-0.005331668657443194,0.028287953564020033,-0.07651281172986915,-0.02357003864608817,-0.03843171665403933,0.16242507670894468,,-0.018124492878817483,
SPINT1,0.1099786568707911,0.026101496076958674,-0.022837693542276313,-0.03768619709666202,-0.02964269437834455,-0.032968094835834884,-0.06088033658497978,-0.02022411009995415,-0.027093937793417427,0.023184707672266543,,-0.018268534420817276,
CTHRC1,0.02186142521039228,0.056837701761970866,-0.007080356617144933,-0.03441373838777227,0.038924468999233255,0.0999112837430197,-0.024112760096290535,-0.05289931918793018,-0.04976097266356661,0.02170196347705016,,0.021886562413843985,0.04685408730563573
PODXL,0.0008569481737222713,-0.06058427251756278,0.02515810848585576,-0.07148898698343424,-0.035517416924435455,0.023521525021809927,0.03086308548825392,-0.017108839802498027,-0.0006955061535196389,0.0620213508117952,0.04800452345881761,-0.06328555654756547,-0.07961268481843095
JAM3,0.026833083380390248,0.029521289227230813,-0.004572008810692057,-0.04590522607583408,0.007329158742055265,0.03500934348952714,-0.19662346380520768,-0.09201504492402444,0.04192466682232161,-0.02793139829159556,-0.04232097387269699,0.008264796099817747,-0.06341600810241514
TGFB2,-0.022950226797788013,0.033082880900422926,-0.04265056927986628,-0.07394997390842832,-0.030558941075241805,0.020491709215832418,-0.05838587323891318,-0.01147199003564977,0.04575918675361181,0.06280742853672248,-0.0012017209470062417,-0.020101525024813924,-0.06022575837728619
COL18A1,-0.017440185148542328,0.07336061350126426,0.0025108727793475634,-0.054717873973947145,-0.032975942034621016,-0.04466405043921466,-0.14537825187620482,-0.05162823731880601,0.037802098168022984,0.0943897434063589,-0.005342366989695651,-0.02605337359292277,0.018004338673845176
NODAL,-0.016141339686580443,0.11551247703488253,0.05186511929283581,-0.03982404094079277,,,,-0.021161489986531196,0.030132469079061232,0.04766726136328325,,0.03180949509231853,
INHBB,-0.021491166854070196,-0.045634551152654496,0.026731107963363695,-0.044892380767443084,0.01571530328184525,-0.016032714364404028,-0.027300749455338752,-0.10784924835151899,0.07294885583960012,0.010115145262433992,-0.008576126127295969,0.026515689908330625,-0.06605558464459521
LCN1,,,,-0.01326123571713838,,,,,0.008986779970034808,,,-0.027447144507843992,
