,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
RARRES2,-0.033650459493202854,0.019428696075244486,-0.05077031924595726,0.02136718079609299,-0.056118094885898355,-0.07622822472684829,-0.13574422476468562,-0.2519618283982487,-0.09200186504652849,0.00045163454493682924,-0.022888656927311228,-0.001990625642895169,-0.06168374903502746,0.05082235052942715,0.05224538860205366,-0.023889471320263693,-0.033367999067049445,-0.02279667994803772,-0.12431065494018058,-0.04781561628666955,-0.034937726034928
FGF7,0.08167184751970881,,-0.03413356569257152,0.06245921948837384,-0.003853518509927615,0.08562714221192343,0.019740965589354086,-0.06716168122420958,0.0414907305129182,-0.019693577397747197,0.034652104936467934,0.03151893784160955,-0.005464432563009413,0.063311767776487,0.002925885912808542,0.020314330699564082,0.10112212646370322,0.00736812753989711,0.02814538490145105,0.09967269165329253,0.017491963270579995
EFNA2,,,,,,,,,,,,,,,,,0.07189024620645294,,,,
HBEGF,-0.0004512153419690718,-0.041233349361268566,0.004640476882408572,0.051184032678752316,-0.007781451761339372,-0.05979694433805696,0.03750150455468998,-0.08453052593857548,0.055692064451302925,0.02460285159937401,-0.10356480579412768,0.05873479301943706,0.04329254824871561,-0.035375584620098204,0.007900030453068696,0.045730462731959506,0.01336601988037946,0.026248809632455142,0.024865577957364556,0.003850850468963063,0.07822117070331243
CSF3,-0.03514686137387348,,,0.038070139961901374,-0.021002491347056115,0.016942559975942753,,-0.034387238703129396,,,,0.04777988645663042,,,,-0.024953475843887695,-0.020797162472738984,-0.021844830194412586,-0.027977464253399167,0.012077440596753967,-0.030567517477379756
PI3,-0.041636698431881856,-0.04648050659707051,,0.03562445715912883,-0.0009684390024523694,0.00461127523847109,,-0.03872048464214825,,,,,,-0.030441085929224943,,-0.03343489487621371,-0.16752619188825452,-0.027305002941878948,,-0.07303976021471355,-0.08106148835435119
PCSK1N,0.11588369494345087,0.019716673962257483,0.038226569530368494,-0.036952648204267406,0.0018723809151467356,-0.01657568844733623,0.026265920045791796,0.12683571116064174,0.027457163408203422,0.014006322377597191,0.21277891045706815,0.07835110974486281,0.13069014153814346,-0.0075514937901125755,0.00553034644793528,-0.0053601378988137405,-0.028629822487780454,0.11987601291163773,0.10468633536834634,0.08356328320761912,-0.09031782048272692
NTS,,,,,,0.0029299894672618326,-0.005626551634987517,-0.033172895487895225,0.03442107883690089,0.018179751010542287,-0.050475896273038515,,,,,0.07329793181242111,0.000729600024010861,0.007395937608460203,,0.06807078581979445,
SFRP1,0.09456369056395914,-0.03368331977585712,-0.0016829949238691716,,-0.03387162605708242,0.0022288378129676698,-0.02445163680224251,-0.0046273452447066765,0.022595687508445754,0.0321302945099579,-0.027502575720566413,-0.012733575256138366,0.03677449057956895,0.034721301242235526,-0.027336455544011713,0.06794277073365058,-0.00016953737803586082,-0.0063668767689245035,0.034534975632142965,0.03202145346493211,-0.00806616623266135
CXCL13,,,0.004381861043483372,-0.02210743086974971,,0.0224639235442163,,,,,,0.08272353526835412,,,,-0.021252523315436977,-0.00706919399556623,-0.026424652115140508,,,0.005132626792518759
MICA,0.03624155660109144,0.021284461639530596,-0.024891969758521554,0.014074295752640997,0.001786891556233078,0.049461016721488435,0.034852688019844244,-0.08169423818705802,0.03008263187824314,-0.03301236855099134,0.028746821181660276,-0.02789709107913128,-0.053233189231978784,0.03765820992898107,0.020257161527539386,0.08532802258971059,0.09261340866531356,-0.0001850021068858263,0.042826052839730955,0.018809597591993757,0.07495879490886331
TG,0.09504117721978492,-0.0013066834189169288,0.07252534164079877,,0.03125125654439355,0.040867156481703845,0.007895738612744303,-0.0033719407067761956,-0.014084529696775304,-0.020217302723290084,,0.05676841616798803,-0.05055473217164836,0.014392546731289676,0.11978474083394207,-0.032162515046207985,0.011715010917733751,-0.04346498333081988,,0.03357262507967432,-0.04614477988462452
ADA,0.014425068254447929,-0.019386670034837204,-0.035321957213867626,-0.02327190186224188,0.002162675592535639,-0.04396046871693747,0.04936960499014117,-0.10308241223710306,0.04600590103708061,0.04833626712899174,-0.11117542347809596,0.019402720187015002,-0.08284977413518539,0.13266972921063008,-0.05075004634074547,0.001306745955353425,0.10144354042554558,-0.01428577818811754,-0.03760727619500042,0.06208367785818884,0.08510613191429256
LAMC3,-0.0135517859836798,0.010693852657742512,-0.04444533683037729,0.04833020707092348,0.002579576331517711,0.006289909758824255,-0.04721999469355184,-0.07771812130261425,0.04383599018555152,-0.001458808801096948,0.025217611596996366,0.04786380253734296,0.0015814530501807626,0.024813104767529525,-0.03903119723154758,0.017114676737013976,0.06881184876562393,-0.033892535239554454,0.029750987172291025,0.05143707694814296,0.03362399380855083
CCL7,,-0.02810298849217442,,,-0.02642765282881382,0.0307314198910187,,,,,,,,,,-0.024345685318408788,,,,0.0019514910255167086,-0.02734551043686784
NGF,-0.02024910593968963,-0.03266913888187325,,,0.10209154565507023,0.022401424200595845,-0.0028738379913035707,,,,0.059736275698746316,0.06084020988158504,,,-0.02966906138332848,0.002572073007652016,0.14137815227213954,0.01702393655420141,,-0.08344028073316735,0.03129782142244036
TNFSF15,-0.025050671204792246,,,,-0.029428483984826566,-0.012323203790088801,0.023840365380157984,,,,,-0.028368328645178336,,,0.1628504256836792,0.05094545664296608,,0.0013955206732131345,,0.08602950869473505,-0.07272668733187339
HMGB1,0.08316838236606101,0.034028146623956465,-0.027011050012787523,-0.005168729107514147,0.03895123217797,0.03719357785493112,-0.03205375193683084,-0.1963510657771535,-0.0206864717994769,0.010535404610139132,-0.04357297461027857,0.07333070118907124,-0.05246291992876651,-0.02803719301415459,-0.0651899353196557,0.06211145522816365,-0.05960118013490076,-0.05607239255054466,0.02984580735775669,0.00527711503238023,0.0038238439579383024
ITGB3BP,-0.058591339575186425,0.006329379668006644,-0.0008518298479810673,0.02733728662423309,0.04808895859459393,-0.04110637697763638,0.001687498391475889,-0.1566305201413263,0.036208183444394075,0.0497784870647134,0.12312275407485355,-0.024355975206119318,-0.03903763927152829,-0.00016432593637369418,0.02500118412645423,0.04374083220807741,-0.027812106458200963,-0.012675901018272994,-0.07031067567688638,-0.009468711283946057,-0.007543253371744627
AANAT,0.11269469234327388,0.07275892554793785,,,0.054266838309785785,0.007369681627347208,,0.04685884590724097,0.031155077883533302,0.028781382503041828,0.02728049099680735,,0.0012246409921399292,-0.0750338220209014,-0.020794251853443683,0.040678485251737416,0.032688320631582876,,,-0.007320476332864805,-0.04661698648526713
RELN,0.016771971707473007,0.0269321252961882,0.00029661851668447104,0.0864820421391277,0.006128934733728656,0.03428143707251988,-0.010672223613242144,0.10671694729887994,-0.06377109314051826,-0.00219956037665026,0.07160760881245413,,0.05815828249794341,,,,,0.008440575837767533,-0.05072373297734785,,-0.05169230130112115
IL15,-0.035609096707596884,-0.017434292320127037,0.011109194254983945,,-0.0695547868878348,0.023590735331603288,-0.03724032319632443,-0.08090815728057457,0.0036503339043064973,-0.013023690159617842,-0.06719065448883117,0.0063210485942836216,-0.041870010526611656,0.005765815670339073,0.12833734158217386,-0.020987120691019698,-0.05237707138111262,-0.02425787151539605,-0.029590420234741448,0.013503296436854802,0.08219354662469751
UTS2,,,,,,,,-0.09405299686682701,,,,,,0.07342839865104926,,-0.02710209449328239,,,,,
BSG,-0.04675317784245443,0.04162936992774757,-0.012767295549029516,-0.07470490103849738,-0.0362896553709257,-0.01672297809141899,0.032897067140515455,0.14460198146168304,0.09842538433178999,-0.05628430687752344,0.20740439878230466,0.03517059377406457,-0.058292805103796294,-0.06528513996512224,0.020308974433294078,0.05830045864400458,-0.007848318932337128,0.04826423939297836,-0.08796262589937491,0.02975478944833213,0.03732782274806865
ADAMTS3,0.014304846834919253,-0.09826014693169957,0.05140011565387275,,0.02217918951632335,0.0428693105458977,0.056153071472404364,-0.21504853121216821,0.01287518116546722,-0.036037248851978114,-0.024504684993090532,-0.019064189701497345,0.05087794144814887,0.09657389284956301,-0.024898999651908903,0.009134884425749404,0.09941177443494116,0.03291938806456507,-0.003364170681563735,0.12194464767795757,0.07035136700701894
CD34,0.05150982702099233,-0.012567406236360556,0.02926791921347263,0.01525843779020945,-0.019444899778708898,0.005126783765306973,0.014946040226833743,-0.07973465371074796,0.02838514707488657,0.02508935167418236,0.07246779125063091,0.0738314155107846,-0.006959630440576423,0.07470841178353925,0.0495922994617741,0.07700946031203944,-0.007554263283898375,0.0409963903338237,-0.06497774064281465,0.03687809051180671,-0.05130647012817269
CCL23,,,,,,,,-0.03529381042212054,,,,,,,,,,,,,
PLAT,0.03729246125612649,-0.02204573301791552,0.042360142383977804,-0.048279701320329736,0.03344232744177421,-0.024082158927612462,-0.09472033701842128,-0.21781019667601292,0.059412939653157984,-0.04338658781982907,0.0168606621193407,0.0007058310356927582,-0.06843456135817043,-0.04758551645270647,-0.042707302604246114,0.07695352162562533,0.1221317578896769,0.12165933241848433,0.0128529939564425,0.08740480335696477,-0.006135479055580634
NTF3,,,,,,,,,,0.04853930518172457,,-0.01927700447179704,,,,0.08883915359693381,0.14484421434595096,0.047454279235654054,,,
LTA,,,-0.02111422687695397,,-0.00864938322938945,,,,-0.0007116747304434968,,,,0.02492065576029032,,,,,,,0.019660592722036973,
CKLF,0.010364562834349937,-0.06964630927618985,-0.0002954973438339224,0.02374035341970169,0.03195789491841258,-0.000990793221539801,-0.0725791894394227,-0.26213609780840796,-0.0030753707418784974,0.0025151305998634904,-0.0909598463637448,0.02259939659144034,-0.10289874481630573,0.006919968642664334,-0.030434777757815088,0.13482031198427957,0.09839832300216778,0.0431745722937367,-0.09813747340205424,0.11215211786917381,0.07103159226427667
APELA,,,,,,,,,,,,-0.021247784396124098,,,,,,,,,
CD24,-0.08101940624953136,0.015528647530272137,-0.004727472975262095,0.019156420893542747,0.018945355272842183,0.007245957283749246,-0.009680986058500624,-0.07514492241426783,-0.048837647555076455,-0.015866121045885057,-0.04509259944868457,0.006697526972691942,0.004193229862457064,0.035654164231462615,0.0788344639253363,-0.02590600772365451,0.037942546601827415,0.05009794172938367,0.003560389289509476,0.030293414283098088,-0.07425135127475972
HSP90AA1,0.004715155182678753,0.008267286852007715,-0.0002854206697197761,-0.05776473092051733,-0.08607835668894648,0.1155716950649282,0.11324816739492563,0.2967703509789635,-0.02081048650307655,0.0026045550629752606,0.25537884928075244,0.02104739006883389,0.06350387646175462,-0.08021790281833911,-0.0913328235064492,-0.06656581693375205,-0.18808782112617495,-0.07758575715495634,0.03266886548630636,-0.10795759002312431,-0.15356687284303963
BMP4,0.04239081594252354,0.03916583931082332,0.006485508182523912,-0.0025532314716624808,-0.0023441715155299,-0.003453788964172593,-0.017631392252384068,0.03742779171655323,-0.03261552043653509,-0.01327516134232054,0.04766366865373008,0.030243394022092644,-0.016724606840614886,0.060849303265570955,-0.009945077355781413,0.02985819674322926,0.032962007627652466,-0.0043525804558198315,,0.09121236256739403,0.07157185216627117
SCGB3A1,,-0.028102985681913124,,0.031110907583486284,,-0.032619398814919695,-0.021095167183139512,,,-0.019657834068118035,0.05677582631345419,0.03787403318147185,0.10527106488538028,0.2500404782139188,,-0.022555065706100608,0.05570511781015718,0.03175316844102447,,0.018273376538518175,0.03410050069501823
IGFBP4,0.0055360007891636104,-0.05429286981634468,0.03684582437512114,0.07724824804789551,-0.055277555015467696,0.020504342782265192,-0.07699260417042991,-0.14920444146769557,0.05301012823984108,0.005001302259446832,-0.07622022820767155,0.03631792129420553,0.012662952118184249,-0.01722462064504049,0.050201800636937535,0.030281860756173964,-0.10839085364410883,-0.0350876803915105,-0.04370648202964503,0.05063662685609983,-0.0013649214367733229
RSPO4,-0.024736358920112014,,-0.034133559212316235,,0.018243006714447105,-0.047805346584877666,,,-0.006997431960070476,-0.004553186194790236,,,-0.05187275697682432,,,,,-0.02196730281349999,,0.011563054479374309,0.19871605780678026
LEFTY2,0.027943007728908585,0.01004544419064074,-0.0213735417077365,0.06966414443153437,0.012930618919318782,-0.0067416624221951025,0.016384981167084738,-0.0873711759000935,0.015053110054174984,-0.021555052323370048,0.05200739105856684,-0.03207578155714813,-0.00536859771052285,0.071074510704031,-0.026573291559330584,0.0244914845934863,-0.01642218403445921,-0.013693800484583515,0.1422383841067533,0.17001904311120317,-0.02637195429212979
PF4,,0.056551450204374305,-0.01920625906816849,,-0.023057606437333802,,,,,,,,,,,,0.026715604545234025,,,0.08246400461810932,0.0013186625657985167
ANGPTL2,-0.029728932656284218,0.013436796491225377,0.04653191660729368,-0.07332125107209334,0.005227011713311799,0.038496247529016425,-0.11156663810347811,-0.1596110902970359,-0.044934303411286514,-0.02098657492394698,-0.08789824320045053,-0.048145986499549286,-0.05793037016370579,0.10094472553254685,-0.05442524147680565,0.04431888534160033,0.06622783719502909,0.08477269704792136,-0.02083681955334013,0.02251021261662979,0.004244747342523519
LRIG2,0.013962436191008556,-0.045762863861145725,-0.03555740523880022,-0.04782502734948471,0.024219996198275615,-0.05915265044781516,0.00868634198113669,-0.03324439444972574,-0.004913435873686492,0.028915782744844937,0.13504832677010384,0.07588017621170681,-0.053980025188219836,-0.010822090314208705,0.05730178466013492,-0.009631850969408136,0.058588732452363554,-0.03983377717751762,-0.02917840593342672,0.056932271966804664,0.003184770849646902
ICOSLG,-0.035364254538482146,0.02182688369559239,-0.030882466788191166,0.10065419737403003,-0.0011077223401133852,-0.034472511325258484,0.018809023275296967,-0.07873655625027505,0.03218700779949977,-0.005868846959120443,-0.03989580496310367,-0.01046670257200403,-0.014404053910568886,0.05052070417877859,0.03437361683258542,0.010061429744188135,0.08961564207424585,0.06921854526012255,0.02662628629553719,0.05494467489136805,-0.00772271730361109
WIF1,0.16873168331452168,0.07533513405165748,,0.022384320860810873,,0.03110685202190919,0.14861567794665062,0.2402819747493105,0.0128510877069106,0.019853743826907716,0.15188947678794626,,0.13875191938270112,,,,,-0.04263698482124875,-0.0301108165514981,,0.059037334105615
NPPC,-0.037272775538789105,0.04975677380050861,,0.07709198171449136,-0.02768707032267791,0.07795751161055242,0.017760636493290037,0.0004556342464479668,0.03859788526031028,0.02577506963597425,0.15959843320358477,,-0.035602878405457596,0.027658567423243543,-0.024898951831889084,0.02865568687783742,-0.027340121779373575,0.04721968709721331,-0.05139666734228164,,-0.01384369606168875
LYZ,-0.025709566115056242,-0.04423016928879635,-0.11960413766224558,0.060208845550686035,0.037949446466038365,-0.019699506224703726,0.03430176352173022,-0.12738304771032316,-0.0006755909744444906,-0.030725661255511592,-0.14069192666041155,0.027356087881704984,0.056081706506960476,-0.09709482033587691,0.014896654966127972,0.029837190201421608,0.06447245465273198,-0.03455320996443002,0.07672392571007007,-0.03101940887605969,-0.0028010837576508438
EREG,,,,-0.04103902609478005,,0.012965822236576866,,,,,-0.051924980460808866,-0.027161488470812872,,,,-0.06221831265249099,-0.002592246794533973,-0.03545114459865608,,-0.04547848345426314,0.05599083099817539
SPTAN1,0.11154431423128407,0.02646226220174115,-0.042837637281371105,-0.03008280657376222,0.02598540196350903,0.023029280589670544,0.07186923822972369,0.21365878750843634,-0.08331208015679029,-0.052819389940843016,0.2621787531496606,0.04657022690716209,0.06894240656118059,-0.008158480915493423,0.07646352665012415,0.028310458914304587,0.03871382489456683,0.04957692195743982,-0.05353980557978876,0.041872850683318606,-0.07695517860252869
PTH2,,,,,,,,,,,,,,,,,,-0.03548293080031398,,,
LIPC,-0.028175964945764024,-0.035690122361853746,0.05372714212375105,,-0.041436236037375965,0.06216591853326519,0.006708109344901953,-0.05278668867186077,-0.031505513285805906,,-0.008167927232573535,0.02900987281823846,0.011062183184550115,0.030462163840898934,0.06000109964888115,,,,,0.001797685476949748,-0.04738160667755516
COL8A1,-0.03865007324121303,0.041641295423638536,0.038604769576358125,-0.03801244238620546,0.0037426794015982478,0.014985024378001763,-0.04848987208833383,-0.08844290758690149,0.09197006963498909,-0.017303688120389925,-0.029731309124944743,-0.06215917016985791,-0.05297358336739001,0.0399813224891039,0.024928636195303947,0.04306853117542485,0.08974142258011521,-0.06984287030691327,-0.06381896126983232,-0.032894864711380166,0.04110583774277826
GSTM2,0.016231013862250673,0.01614625868429638,0.03749142395050456,-0.05066170976925132,0.04330093093732317,-0.025805216502972825,-0.038347759567539115,-0.03853739240806998,0.02271192432754436,0.05561359201514312,-0.02765061046337113,0.028047220179039753,0.011816961131167751,-0.007403281631932658,0.012390604561942688,0.06194435174381392,0.07346342286549681,-0.01623273524893132,-0.031822217218911895,0.07491607050622048,0.03328468947988098
IL4,,,,,,,,,,,,,,0.15849118490634878,,,,,,,
SPX,0.12037513436617338,0.00040640672950180797,0.010090935438115466,,0.0732198703861475,0.08104533244924764,0.002727736814364728,0.11324426796921695,-0.01064766930194998,0.017636591891363747,0.08115552107891634,,0.07165936972490697,,0.02323235847563373,0.0733165543931635,0.03743076313740609,-0.009751236350724809,-0.0018138284438325492,0.09103790903938866,0.0052987006768983385
MFGE8,-0.04724680463902458,-0.041518185731721946,0.060524213274725,-0.02268948591081555,0.0002389348085964741,0.09383888112704039,0.029756370842574417,-0.06781786491289929,0.0034423910026302744,-0.05106839405198034,0.026686931548635145,-0.013186891720540762,-0.07262236454108292,0.04133086002487233,0.057965536293823165,0.007558255692654419,-0.0160126262925505,-0.028135159077484366,-0.10253741858633987,0.0330926053974231,-0.09755155882784942
TGFA,-0.108534397110169,-0.04707959999678768,-0.04188063303326476,0.04243581112481527,0.01594044403682912,-0.05153528778770627,-0.07322943629149918,-0.15021939696389042,0.05814357600416422,-0.003405893278980852,-0.041652529428685366,0.020606710762893013,-0.05915114067533974,0.03426265734486289,0.061765011051217,0.11245457724418928,0.06456101878569202,0.060684892325972566,0.13112926416252446,0.06946241009936256,0.04245333729651159
SLIT2,0.12744188928036781,0.02070598758113636,0.04777854441813621,-0.024188844312711854,0.004786561297630465,-0.0023900404614049906,0.10134117463959826,0.15652702575788607,-0.019472381119840326,-0.027855236147798276,0.05104702522525862,0.03128057547910019,0.06983721931927518,0.06921959957933746,0.07106048838549411,0.056062664147508594,0.08825114197856845,0.03534714836917445,0.17283074892321737,-0.04743170209560789,-0.008446539426081798
PLTP,-0.055106186770415753,0.08238196280013388,0.010721480731091824,0.01786256168902699,-0.034865437884483416,-0.07785709054578623,-0.061507997126740176,-0.23876262408588197,-0.009346197316294215,-0.0022571116680260733,-0.1888763131244858,0.09901125651894777,0.027889964892548486,-0.07732270410960342,-0.02227208592050346,0.0411309157420314,-0.10093352085042802,-0.06654903528057252,0.0009026383000126428,0.019082558534078788,0.011188370436143048
APOD,0.044505252263879476,0.003992777857254615,0.008442176803618757,-0.015204759531783796,-0.04654244456313113,-0.028527319882295156,-0.08193728757551036,-0.21914675544537773,-0.022169389425474716,-0.03185270987932018,-0.19184638135335969,-0.0061748606034888395,-0.050007983857894504,-0.03521334532081838,-0.02600189889553752,0.07289767734193267,0.20561552108805953,-0.061094828032261364,0.0645385829540576,-0.05390157193450389,0.0017085329951581432
B2M,0.020364076439805992,-0.00102603931393867,0.020078360037653706,-0.012371028627921724,0.018195157050166392,-0.05105232633336695,-0.1671433339137077,-0.304221893021655,-0.11797016968486371,-0.003440173839872069,-0.2338854333745472,0.004971385035618511,-0.07565831896530491,-0.00044278382057160554,-0.015897151824623375,0.09797354497117854,0.026750069842167823,-0.06002216899034536,-0.19743414161535108,-0.022353683997192005,0.05132453719181992
OMG,0.10234943202595784,0.001111347853088932,0.019115233853439342,0.06477433407892691,0.050875352326337685,0.011759426947440081,0.015271241147076751,-0.020442675139439176,-0.030498957042405878,0.036129680474317846,-0.09038589568241934,-0.023753781924992813,0.01764808642554799,0.10914511849087687,-0.02121759239502886,0.02972840311168142,0.16311505611345706,0.054106895451329774,0.016642677358360863,0.09684510266549193,-0.03243237204141981
