,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.018557936179719636,,,,,,-0.0227183626773956,,
BMP1,-0.00124206237546857,-0.005645417957306251,0.10014542061314588,-0.013200482425807725,0.06609933608639618,0.01765220055835636,-0.02195509614657048,-0.04787063233345592,0.019938945281883523,0.004461765298227431,-0.009398393494273823,-0.000655876146704961,0.09179465433848592
NDP,-0.01402941150294096,-0.03864839854509626,0.1178033695827162,-0.040097783073662276,0.00921678056391378,0.06572790086115603,0.07877032675715692,0.001425393872928507,0.029003053392678786,0.019257056070635496,0.106911106303245,0.005605235442209783,-0.014687387594743357
TNFSF18,-0.01958115322186589,,,-0.011239800391429893,-0.027557978102372645,-0.013987921624059494,,,,,0.07299313034328994,-0.0282521656073963,
IL36G,,,,,,,,0.03603771485979904,,,,,
RTN4,0.01924993509312645,-0.002889422531351793,0.018716497597255556,-0.0016203325899929598,-0.11773200676734005,0.028042303012895668,-0.051684781864193216,0.041419223453450296,-0.029540852852091477,0.06193137116347048,0.005790483002431538,0.09166591262689956,-0.05969077025901119
HEBP1,0.04861859336060456,0.036812047464724496,-0.006577845342981507,-0.016943059876603463,0.044401090386675,-0.009262538544565836,0.05736722038731359,-0.0406023121129273,0.014962417519477317,0.037925872717051314,0.09210240734465379,0.04829120042618176,0.0010068987180150892
WNT7B,0.044887176117978295,-0.019018691082129585,0.042280470173134015,-0.0031213628749917626,-0.013250859208276285,-0.017827268729715132,,0.030895024843988265,0.11059083021697548,0.10495472129465931,0.022666692585425734,-0.06142897937544295,0.04760932263823416
PTMA,-0.0539020689334714,0.033565374523852456,0.01793306829134002,-0.03505093562273471,-0.04209235735275601,0.012718818572324793,0.014925703648397516,-0.07566058124504801,0.030032542977770298,-0.024065437531099843,-0.08706326023703351,-0.046660706267089715,0.016118790225923836
FASLG,,,,,,,,,,,0.023276431384794675,,
CEACAM1,,-0.033333459485245374,-0.02223044074404803,,-0.014464877407518773,0.01625571494023875,,,0.025120951456496197,-0.01351765766452986,0.0038215683334804165,,
PDAP1,-0.06378915952366405,-0.023299023000715784,-0.002512301828321829,0.05993837183865954,0.10923349602938753,0.0022923211704107107,0.054324644552919236,-0.039656897267186686,0.0708233048841788,0.026727343477378446,0.018219969693847187,0.008737864083269948,-0.008880752447790276
QDPR,0.06236257659209922,0.023010208190766494,-0.010161623037011236,0.006773612185906564,-0.0847043553050804,-0.015037270150003038,-0.01696079736298115,-0.012978056114759055,0.006198520801682243,-0.018378957525522308,0.008705178897645797,0.04668900874071572,0.048447009666599414
POMC,0.011226613960340158,-0.02095689187694874,0.06974413213361616,0.04609845987219959,0.04640988813997069,0.00040629552219647637,-0.0008929766869423665,-0.029036984901436344,-0.0035595800832682553,0.04659238931219887,-0.01143405046756426,0.19880458305181217,0.11514931823953685
CCL18,-0.026259936515701125,,,,,,0.15179312443906412,,0.07811233862236834,-0.023213861432971543,,,
CCL17,,-0.01932048539992305,,,,-0.017445661629891418,,-0.012380852913675877,0.00303844658856219,,-0.017859125858948197,,
VEGFD,-0.029587273074113726,0.09136155678174156,0.0649743614855443,,0.11123657562302992,-0.018586876892287215,-0.02042608824433621,-0.013268943543913114,0.024483878657548388,,,,
TNFSF13,,-0.01332683842363543,,-0.010900261625057708,,,,,-0.015194560573376549,-0.015179423569579693,0.031123385473875335,0.003997502350197865,
WNT5A,-0.0031720771492840276,0.011695623985406654,-0.0012998884324055067,-0.04153559169742433,0.0021219673037235795,0.04118858509033426,0.029309182668843598,0.036660411859893584,-0.06335524572525744,0.006804574682462098,-0.020312584209163917,0.021837386200095246,0.15687929772222461
CXCL8,-0.04832550589541775,0.03593074561519863,-0.0038248664020802572,-0.01550491517987984,0.010147542036845252,-0.02473831643187464,0.04933612561147093,0.09264690557751405,0.002726437614474564,-0.021835953099718086,0.00971618118967163,-0.09904159001718003,0.031397391194336606
GRN,0.06832451977713032,-0.014576302020525265,-0.01643333207411115,-0.0036351490223236927,0.07690897135866936,0.023004682840950388,0.12126937014439684,0.03039802768399324,0.007983106453499023,-0.012394649567702417,-0.03384744635167079,0.09821635949451996,-0.012416301422770053
MIA,-0.0015537658114490888,0.018132989107251883,-0.03689746396804589,-0.019709775255779164,-0.012657264262017395,-0.000867874069297997,,-0.01817242626669874,0.056459742161956025,0.006975439803392449,0.04564911152850288,-0.05630063306317307,
COL4A4,0.1312725810883805,-0.04015976678003957,0.006793277957614588,-0.010371117358150874,-0.01828746863919915,-0.018213810487200863,,-0.01762792765932815,-0.0018695405296946784,0.026865475592750883,0.017978085578498598,-0.005655248377680063,
TAC1,0.060635870583319464,0.003698044265312316,-0.0012288489116485592,0.019485678334608608,-0.05679911558294964,0.013741189343761562,-0.033156374576579516,0.07519502872711079,,0.04130893192544735,-0.023477636933940012,0.03448175057863156,0.07719656165702671
RARRES2,-0.007968088955811163,0.010815641032439373,-0.08999559198052162,-0.029218582938558984,0.08833130915935782,0.026061504136256398,-0.03416064049550749,-0.03269736711752745,0.013840834551590039,0.002142953299692586,-0.012555192771257053,-0.07715792566322946,0.13419168953766372
FGF7,-0.0364979550697025,0.015665215574922037,-0.0034240776380519778,-0.02972536646116702,0.02648958766979653,-0.01313733081654462,-0.04742084641199425,0.016007950261663552,-0.03219029779212807,-0.057552079804714655,0.026241495047314885,-0.02263098076576136,0.02937254870931538
EFNA2,,,,,,,,,-0.01772426681411901,,,,
HBEGF,-0.008285829950097977,-0.052440365268141095,-0.06942698706532618,-0.0018328544015245197,0.01711950913379026,-0.028093082244753546,-0.02561961724233379,-0.028658373754153352,0.02901131619268701,-0.018858382578165467,-0.07150775798544112,-0.06216260507134826,0.11863164323782034
CSF3,0.01159079331618078,0.0015590512711175398,0.012685435700469727,,-0.019347789830210536,,,,-0.06827252763888848,-0.019379408756106446,-0.01880290443412813,-0.03613254684594707,
PI3,-0.017330555686521518,0.004216854523716771,0.00045349377536366457,,-0.021785866712002167,,,,0.002682137050038705,-0.049416347174446436,-0.04085246468274754,0.013842586174854144,
PCSK1N,0.07594194039316222,-0.05958173819044885,0.04689717468909376,0.002294534683983948,-0.028700710287279788,0.03988657068960617,-0.014490271767224058,0.01502624319598731,-0.06655213454624227,0.08074872036752524,0.020636898937175473,0.11839191553227789,-0.037485305159944644
NTS,,,-0.0497011108386306,-0.012660777891625948,-0.02378076107337321,-0.020807161261794833,-0.018390040832933392,,-0.021593655695448525,0.039723875146878765,-0.027844537480002856,,
SFRP1,0.019852864306446644,0.0005729823487229276,0.03597605830693603,-0.03853251896557844,0.020851127697412878,0.022910434467261962,-0.03198358574393265,-0.035352818392816794,0.026631252043156296,-0.03624921145770059,-0.011644644610225742,-0.045078261427423404,-0.033332278659855386
CXCL13,,,-0.024045981834774414,,,,,,-0.045538694103143935,-0.01847867580549424,,-0.011916847637610344,
MICA,-0.004838530692483367,0.044333365266082614,-0.026334180822120367,-0.02687291635580157,0.07889213034712665,0.014920239113245547,-0.027249920297176447,-0.021023451260793122,0.09273358477378932,0.019367345831506774,0.01741378980672298,-0.11461925511903476,0.047130129962118315
TG,-0.023743184097045095,-0.018192312936582782,0.011070581720800115,-0.014613875236058829,-0.023351051317480127,0.013603679235152008,,-0.018597788051072022,-0.026594947530211657,-0.01594955120152648,0.011984381018887812,-0.032298012544728916,
ADA,0.031480592961283096,0.004208772679688405,-0.006791741755896715,-0.02854964077305417,0.01484126351262761,0.00023288773461444795,-0.004240203971107309,-0.05667292235961461,0.044901998580022445,0.010699773533793259,0.027033567014627682,-0.017530304296885013,0.09068887403687474
LAMC3,-0.02355320345676183,0.0008028149194623624,0.022410695869301236,0.008712250024133708,0.030343800657149183,0.002247474437952633,-0.053510546565261705,0.06963430997652902,0.03179269982035409,0.028374939568404853,-0.016254455854505225,0.077974935525861,0.03888201774188707
CCL7,,-0.01315301318675783,-0.0079308487829755,,,,,,,,-0.019703621193248783,-0.06118417450793061,
NGF,-0.01715982984049836,0.07851290757671513,0.033862996555592335,-0.01394555666532141,,,0.04106468107854223,,-0.017486022849088078,0.015116049075144371,0.009265843890567815,0.039464584118577985,
TNFSF15,0.14212435431638804,-0.01464652348908917,-0.007608672758640453,-0.016932963118727707,,,,,,-0.012034280134144542,0.012725093257972588,-0.03998954735970438,
HMGB1,0.032910336833657544,-0.030264370052914484,-0.04487231005880822,-0.06310212100290127,0.07290498695445102,0.019497831453724974,0.045997886972995256,0.009263447488108548,0.04011416282931512,-0.05174101982324839,-0.016779954560125675,0.057831502365087904,0.062115117096368466
