,UKF243,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CD24,-0.09705392962338004,0.0067036645382391544,0.01740066747751201,0.01917296144180274,0.08784315001165417,-0.02618421303520833,0.0004295009594203814,-0.0035926956339063804,0.06902373035070093,0.05334602309213078,0.014709391018514824,0.12531426978640497,-0.010255266607861054,0.0435196084647145,0.026792112858776928
HSP90AA1,0.03444657737364876,-0.018300140893491423,-0.07555987791842587,0.07625085200355444,-0.00020218978738515623,0.13805954282586602,0.00953922778460935,-0.004155646941995881,-0.16267500299654994,-0.11295864447237208,-0.04468708152138457,-0.01926099715803586,-0.028149304818571093,-0.12448833451888591,-0.011884392409780729
BMP4,0.039768380854008495,-0.011418122337874738,-0.016288210816982337,0.040060289984478456,0.08397840211106132,0.04791596032090561,0.01546973160651992,0.06854914798426062,0.15724698615137744,0.037646363861028195,-0.020163508849119712,0.015059083497829598,,0.024719331086289938,0.006332119192968824
SCGB3A1,,,0.0906641760897319,-0.00771846887884601,0.024501906836183217,,,0.026847539768157527,0.0022860013189869625,-0.027522140006550413,,0.020288180035365977,,0.15181653774233075,0.017953048473078322
IGFBP4,0.07643398107534202,0.039182127819067734,0.04338657031831971,0.042027727817420354,0.061844382333316995,-0.09511522036509862,-0.04615031524328139,0.03772211650952932,0.007658688692489343,-0.038639975782721464,0.06790142553967922,-0.09134191352306993,0.08536362716548407,0.029042142386327484,0.022929017703215746
RSPO4,-0.014749526860870913,-0.01741290385258532,,0.0013189213929597555,,,0.02300319267272296,0.036105841689485774,,,,0.02482274796330123,,-0.008661149678636683,-0.0336354964372642
LEFTY2,0.03413514223384595,-0.010903504800980372,0.1206158193972357,-0.04164888274595271,0.059393225921091114,-0.07738125644201833,-0.027891168974683696,,0.044525644975402116,-0.027441122953579707,0.046160639374113174,-0.027706731812407848,0.13302068505670592,0.017184626352263206,0.09794397641828675
PF4,,-0.009797886603082099,,,,,,,,0.054770707987653065,,,,-0.021869461419823776,-0.02634858761341257
ANGPTL2,0.08387259813461845,-0.012817365537296335,0.076619813798888,0.023608555207309447,0.07855861319933352,-0.10748604414199162,0.02547487068088234,-0.03987553558654732,0.06863791256278758,0.05820260251340155,-0.022488337630709242,0.010042548650402558,0.11035711146398833,0.035582097163002153,0.03729466893735474
LRIG2,0.03750018674868021,-0.05197036229919636,0.004737342104476979,-0.026260301832291326,0.06658157840626801,0.0053286557172265835,0.02548268686893226,-0.04283644956125422,0.015934006682185507,-0.005319233531657674,-0.010706911463239748,-0.02144796109496812,0.003739647357068815,0.0407060475600636,0.08177934286244327
ICOSLG,0.0019293331104728393,-0.03674303544590335,0.05846154608217277,0.016974910106511275,0.032506993944623336,-0.04597386197274435,-0.014108684365757669,0.0655135451165865,-0.021861290118019967,0.025671682646222833,0.02427015365921492,0.039349478515274754,0.05455549276220967,0.05328618650999724,-0.013687774088863815
WIF1,0.11350418727419007,,-0.06164446896146179,0.030764564064987964,-0.0750253216161937,0.13600496989590918,0.041228016586477345,,,,,-0.0021136042850848015,0.056924401427595535,,-0.025354784771440205
NPPC,-0.06037262525189981,,0.022806463439675125,0.059560531260811476,0.020731602590443755,-0.0029834777860189335,0.16845722684765432,-0.06686161258766588,0.02509504512563925,-0.04138792856948067,0.15507822278777025,-0.014855607756422097,-0.03462470452009422,,-0.01511082689353338
LYZ,0.006513773044738093,-0.09520093103473848,0.006240182800815342,-0.03174809027211522,-0.015374501951716342,-0.07028385318911827,0.030179028558228356,-0.08192061484805038,0.06555197702614539,0.0339881811481093,0.06215349556323716,-0.02314280118655512,0.06935947604874053,0.025468064293738938,-0.03421826104947521
EREG,,,0.026423495909864037,-0.017174434598737954,,,,,0.029410721534545825,-0.0435148133487314,,-0.042821057600704995,,0.03738867128119407,-0.030335029658659196
SPTAN1,0.11585437869849827,0.0073059945523467,0.008110642702372809,0.05861928957904998,-0.028400984608311846,0.14385712874666196,0.05008619314155072,0.04275603603409633,0.025868619965770303,0.04091428667931843,0.07227242092577572,0.059013908957955996,0.0852197441100208,-0.0030502781936889364,-0.04164481469638289
PTH2,,,,,,,,,,,,0.023195330543903374,,,
LIPC,0.0775260471560282,-0.014746342981508566,,0.07243190086282222,-0.039843385543462145,-0.02023100649474152,-0.019652632966238096,-0.019831964725979014,,,0.155938544689705,,,0.004475337821206568,-0.041089045183915776
COL8A1,-0.009506547269999225,-0.029098485288620753,-0.008745163468141847,0.005079273250432228,0.0321704939863121,-0.039934278689941906,-0.007839138158904468,0.03878414287319766,0.09786989987525936,-0.021657131869500693,0.017855649932935865,-0.06694544082695693,0.10256729816673812,0.06796679338684496,0.026732783169056095
GSTM2,0.026412146236892708,-0.0065987941880456995,0.0015175839286917126,-0.05260295620382953,0.03195233437980815,-0.01588521018377214,0.014329630003038316,0.004689769117133404,0.1098382318781258,0.10135562038711657,-0.015639166893871573,0.0938087519803843,-0.002943203288056251,0.03861093536366285,-0.002466102096731575
SPX,0.031081476393246703,-0.024163382641908725,,0.06165975175050462,-0.04698723153099575,0.054597278573893175,0.01616714688707897,,-0.03483167148467463,0.04971815458591865,-0.03975892940201036,-0.008033863186612032,-0.05889636883850396,0.01781309161285338,-0.046418472544220546
MFGE8,-0.02258120214312129,-0.010864614371717107,0.016098431607261217,0.02839668298183235,0.01534408592907997,-0.051161121958764454,-0.02694952153200569,-0.04382064159365611,0.0657217581436565,0.01504867039648596,0.0697909388535211,-0.055153573163459375,0.04609884505641945,0.035623987618697665,0.07891105737050541
TGFA,-0.200716597259216,-0.015461590234029031,0.10017984382045986,-0.052695662223937435,-0.00861573663088673,-0.04367366424215254,-0.047307793209068076,-0.0163791248768085,0.03248946302730048,0.03311568366729147,-0.002451087841797825,0.023062855356177008,0.016764682581084416,0.04240985480052215,0.05756246536548722
SLIT2,0.1790208633761291,-0.011570671071942576,-0.009709651504793705,0.07865390068009662,0.07131214316040173,0.06976077234341475,0.05667958714729394,0.01170442821343272,0.052539984859311134,-0.03789522146016077,0.019004902309870682,0.04650612931565868,-0.014359234029798804,0.05148307241234824,0.093015649091513
PLTP,0.03786970921839656,-0.0008288963839735563,0.1035579250391132,-0.05832381224869772,0.022364938238101626,-0.11615427717659353,0.05633796914141083,0.04501056631684346,0.0306113414111479,-0.024368952573189162,0.021160967996240627,-0.17458790365458712,0.17315579753569826,-0.026294421454166134,-0.008099316193622202
APOD,0.11297694691114703,-0.008308120999711446,0.10341661465484114,0.01467496281253717,-0.0008105543197065529,-0.09853190164770528,0.016371498783465655,-0.01782512992256604,0.14782009192653295,0.09097295300779133,-0.02177024080806641,-0.036163192116982414,-0.059150737955641075,-0.08160387017452375,-0.011607564695456875
B2M,0.18567531788117816,-0.030360303638314688,0.04688440973565033,-0.0011102316120249606,0.034557550875375424,-0.13484405700765126,-0.009325774777890017,0.007198978665124827,0.06077977475864385,-0.004220510067953928,0.02247457126636546,-0.1799614611017568,0.20649441159815965,0.0099814346310873,0.007001592075075795
OMG,0.07811570807184161,-0.0610607054858153,0.052768585374117626,-1.8894411731551555e-05,0.029894706736937237,0.021300881214508405,0.042645801254975774,-0.007523796326234793,0.14712680031446637,0.10926438979386761,0.002606804378006692,0.011341402638642174,-0.06898630064857843,0.04467476636801514,0.015529069932759883
CXCL3,-0.004289686629292012,0.06482713802158345,-0.01604735269015146,-0.03098370128100014,,-0.025544266914231995,-0.0627295720572464,,-0.07250283410526548,-0.029255845781014395,0.11111836920874806,-0.03826360998952772,-0.07324568240276039,0.0008785281294136864,-0.021047512367759903
CXCL10,0.05091512155014313,-0.03285938226792107,,-0.04619457715164778,-0.014469823604427825,-0.10369373651392189,0.010319250928531988,0.08753820292561781,-0.03567399918438598,-0.00040587678559951356,0.04195440106305416,-0.027450207079246166,,0.032891211440154826,-0.061030033267672056
RSPO3,,,0.03803726340737315,0.03071557435884628,0.027610457648516017,0.05467636117714659,0.10099589444381464,,0.09176726722344643,0.06707999949229813,,0.010791715848079702,-0.004045071898485718,-0.02490949555380993,-0.019018133083274356
CORT,0.017607249332646187,-0.017498405025926023,0.02353576898247961,0.13315980800582186,0.026617633546612538,0.0674967670594579,0.029993760495468712,,-0.017602843467063266,-0.022890501628670797,,0.05200155795399997,0.02124061933614207,,
NCAN,0.17104728303404304,-0.008515706925279524,0.07309541653391112,0.11044443905926807,0.033451730071378784,-0.04787718388161928,-0.03472570546800243,0.09636066228809752,0.16084922788014666,0.10942449805061577,0.040359192469382445,0.1313562687329105,0.056601859050545864,-0.030465924879141532,-0.08618834444522316
PRG4,0.014135479439890911,,0.05298380529894602,0.15994348741521475,,0.01657702703945411,-0.011848983592390333,,0.006904340840793786,-0.008990594396694501,,-0.004498320080142864,,-0.041309935228934384,-0.023115747919146636
ZG16B,,-0.011790164089727563,,,,-0.016416374201659357,0.035614499803731,,,,,,,0.010520625683121234,-0.02247804754042479
TGM2,0.05095396890660925,-0.024143836451961196,-0.02385216101820352,0.055817184735384925,0.029657093278080325,-0.02630919041416295,-0.03708209376234369,-0.003031441416236632,0.02483710794237446,-0.03510826362059104,0.01737105749097294,-0.020968686355593714,0.007337484190051944,-0.006201400585479721,0.05609957169691376
VEGFC,-0.03713059131797786,-0.015139024724825036,-0.0007674750926327914,-0.001932322518200877,-0.008456991143150372,-0.014196993725356249,-0.037243297018361106,0.13204925703850368,-0.03394202147669909,-0.011229117798609122,-0.01119757870290158,0.03329424326056761,,-0.011370629095565113,0.04524309573649682
WNT6,0.027988927369687448,-0.01090350508713744,-0.006977569541332904,-0.011452077223374523,0.001179283094901874,-0.027214625622396453,-0.02803763441873254,,0.05974000356255503,-0.02314755202538446,,0.05812375247507791,,0.11984341370393327,-0.02322656701015219
NRG4,0.003636105321746871,,0.0123553400201895,0.08353258104898392,-0.020953515992980988,0.0806813624308425,0.0035310991929717885,-0.01090806987612431,,,0.0195635813476766,-0.0220295665641729,,-0.02490949834557009,0.08730684303228808
PMCH,,,,,,,-0.02379446029453934,,-0.00999601357956772,-0.032116598413449174,,-0.02360969469203031,,0.045120543243297444,0.05192071293695388
COL9A1,0.04018463775703219,0.05771956653555226,-0.016271354059400885,-0.03470166897304384,0.10849112368224656,-0.015237906959370549,-0.029881897106247668,-0.031214116066200972,0.05578818401878321,0.05276439755372711,0.06798505600312874,0.00413413435783881,,0.06885489026969979,-0.0019822697139372
GDF11,0.06578898299690863,0.06714308495941015,0.08563085968490218,-0.004363501031742173,0.06801594795050483,-0.08238352365092662,-0.01401740254094477,0.03987809271283108,0.0779387822344757,0.05532519891931966,0.028729971278110382,-0.03316043958671657,0.09878457155452539,0.11069208702309305,-0.008310509485751206
RAET1E,,,,,,,,,,,,,,0.018116392444466813,
IL24,,,,,,,,,0.04386190381198202,-0.02152567442362769,,,,,-0.024771578404050653
SORBS1,0.18010170594927244,-0.03814417093228289,0.008273196496665965,-0.04833852581931441,-0.05617184548285828,-0.04003883697431531,0.01709722792523369,-0.011592640818614252,0.0442925807340076,-0.020620246352227214,0.06667881345420462,-0.002565113199110515,-0.016092053871781465,-0.01984276242506189,0.06491684005858138
DLL1,0.1128033196457401,0.0037271541851314413,0.06438014472699774,0.001294693569272103,0.11023850777140753,-0.07950625218354666,0.012575785483100472,-0.10930976959401019,0.12620635061492755,0.1343064063390374,-0.0025915132521731874,0.031463343322053826,0.07108885528469835,0.043372813066308136,0.030247099655811707
TLN1,0.0025661781178227634,0.014037367631552002,-0.0021523786906900108,0.06604687970406163,0.10469079117863642,-0.07725535219624304,-0.015787055424758827,-0.002122709852819902,-0.052838483591009906,-0.0090210604350383,0.03413131631594868,-0.05924905468043474,0.09615708380138582,0.012656654029153558,0.047837615568617646
COL2A1,-0.010212992000682328,,,-0.0166132035685417,0.011976892607366509,-0.02554427560722913,,,-0.042419787012410295,-0.03266902202599618,,-0.047070569925067716,,-0.03625173520781993,0.0011473764834149115
SHH,,,,0.003307336269091893,-0.0076328849850961725,-0.02008090441908136,-0.04100679482492941,,-0.004790957932682898,-0.015878342755604704,-0.034016675575531174,-0.04302469106435249,,0.08409447623769607,0.006731746254980352
PON2,0.15116113680060794,0.0917422686092116,0.07056097974845166,-0.0029751814858180433,0.012453646973571618,-0.14828450715259126,-0.06315202378520804,0.07431559916528395,0.13972741688034196,0.00659223041454825,0.10174849950700598,-0.06562017173072418,0.06348480961449965,0.04119941977605591,-0.054689832696223004
ICAM5,0.12865598125199482,-0.014035259797322659,0.0623780457567941,0.12507304630307364,-0.029714258615019126,0.05362180951804217,0.06389367744619244,,0.014423270709188587,-0.04156720817144807,,0.028202800964331108,-0.001085976715368406,0.0888227363884958,-0.01837471475071158
HPX,0.023497236822133047,,-0.035563884208560555,-0.03945509244191091,0.029308087749329335,-0.03719778714281552,-0.03190163208731258,-0.048830488867211,0.008303715635425691,-0.00420942526636641,-0.03147043034159771,0.04412763339735424,,0.027718634517297176,0.0011127368017577405
SFRP2,-0.04401635848087882,,,,-0.04982052228661027,-0.020386706351426982,-0.00624770913459484,,0.03972615299405585,-0.01728134154497371,-0.012725300685850071,-0.03592062293097438,0.10945052197001322,0.024511784985545175,-0.008537712312215916
CFC1,,,,,0.03250790431038938,,-0.006886000178492882,,,,,,,,0.03479727817742439
CD70,,,,,,,0.04646967078237533,-0.040737186737172484,0.04373832066293668,-0.018387751822782124,,-0.03708307276355055,,0.05214772421160274,0.03347800142072669
HP,0.09665745992410357,,0.08582723989787827,0.0017305708020099318,,0.02042655685347921,-0.004068043260287812,0.01536265632134306,-0.004938530747669193,0.007952683242998127,0.005153504766381298,-0.054056267760108884,,0.02059187592602424,0.0863895219789611
CXCL2,0.08782813576243197,-0.0031176107300752804,-0.03138509366103827,-0.06685893075080734,0.034159991094235904,-0.08096938890957397,-0.00258961200582541,0.013678720964423338,-0.02048091821277853,0.009201539647305228,0.04382785454206164,-0.02465622968709632,-0.10072216847381678,-0.03715675867224343,-0.0031739547764078244
NPPB,,,-0.031168077789592085,,,,0.02952183840671536,,-0.022029917931706704,-0.026856461504836556,,-0.030149486319428483,,-0.025267911895259752,
CCK,0.06707033006446118,-0.008275352454324739,0.01328818798361396,0.12481240693513505,-0.10988514643681521,0.14703371295538556,0.08679112719104132,,0.17697065693107009,0.0588613498868976,0.10550141362078841,0.10726420732141109,0.01842213998814525,0.01814038456077332,0.023673777805578538
SEMA6A,0.03133514785247253,0.025188776832673596,0.02606030526747609,0.06038643004799645,0.08271912786323052,-0.1184882837296426,-0.06664592468260491,0.059849099527994894,0.08039449301768868,0.083370547140651,-0.004563476984623004,-0.048158700862595716,0.098572646646472,-0.019342785779958113,0.005452201596063976
IRAK4,-0.01578656978127622,-0.018429360107275358,0.022090500786113944,0.03202681168000169,0.05542406996384578,-0.07821375847024141,0.059301248631593376,-0.07668463377160745,0.08503630837353787,0.03967336828843911,-0.008294705519417724,-0.02156337900582365,0.16826561903293033,0.026049311111168313,0.07671826541842261
GSTP1,0.0719329384681704,-0.025643806517096426,0.11690100593463089,-0.0586839804540051,0.07978868236012965,-0.14524956481789092,-0.04333290894630496,0.023458935780085035,0.04576209859232313,0.05960718298914626,0.0031654124597704837,0.037575918976410355,0.09900446377792743,0.021719889907970885,-0.06156914703825323
