,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,0.0447746854544703,,,,,,,,,0.09064850352300735,,
BMP1,0.05808124734330016,0.07095303378387909,-0.015015855515255848,-0.053742692525641254,-0.011976446199762946,-0.05880922196524715,-0.0014816479983464532,-0.003522430400275757,0.07630842038168846,0.04396335437782578,0.03131699460549951,-0.04418151613040041,0.07856128972075406,0.03725213986136911,-0.038939981845093334,-0.06632252290511499
NDP,-0.003571286008927029,-0.010538755581795543,0.023178406219743736,-0.025400805549925513,-0.027662683768871144,-0.035070766761750145,0.012917264340202553,0.02306674315615079,0.05029193940725781,0.02942705365344483,-0.00646312353670665,0.07427152136350781,-0.04978836067706755,0.0017733174478938428,-0.010098929948045045,-0.025854450531842852
TNFSF18,-0.0004205032761288696,,,0.021813668391373525,0.059199846868429884,0.008506309827087008,,,0.02462958249618142,,,,,-0.026507994816178177,0.024981094559216682,
IL36G,,,,,,,-0.01941856149809594,,,,,,,,,
RTN4,-0.0687738963736202,0.012830157001095003,0.0858430013969641,-0.004143912588214651,0.051141736982823115,-0.03227136773043295,0.009462159373479755,0.06182442902695697,0.058493415821248576,0.05821370789042902,0.04928795669352964,0.022772684646247487,0.07387928439874981,0.030280814259108328,0.019078914255170266,0.06117156072035933
HEBP1,0.0013660631424530117,-0.0642606112312417,-0.015883558712884053,0.046617838979866204,-0.0004067605267100307,0.013034020516849801,0.05364284013475366,0.09829567771390141,-0.07441063696456778,0.06745987110268192,0.06786133244042453,0.039496018380472286,0.03023871032598292,-0.02833063321793689,0.019390061553921492,-0.05604337733732101
WNT7B,-0.030904720221055573,0.026508751326179643,0.0006634183174626094,0.005828286098062321,0.11065759945442318,0.020557200610944095,-0.021343236908610473,0.05145514713443249,,-0.018848110261311463,0.05974439153485774,-0.023336438745935367,-0.010896583030254791,-0.020961252324183357,-0.004589366737722112,0.05962546238198322
PTMA,-0.035386869451676205,0.012810541241030315,-0.08475470320150219,0.01021721626073916,-0.002963950175385302,0.02303294799379013,-0.07433200582572065,0.0789454442657899,-0.10677516251118228,-0.086222920533317,-0.07634199861557318,-0.016894884657285447,0.029850200386495093,0.009994212284521884,0.00647109109439705,-0.12963615440805765
FASLG,,,,,,,,,,,,,,-0.013629408149848853,,
CEACAM1,0.022963747734526547,-0.017578617661816134,0.13129088880324458,,0.01676090675801029,0.05938391537754416,,0.042593390980237865,-0.030149656350814798,0.13240700894689802,-0.015295724135871864,0.05581815408992807,-0.02491813077312575,0.07007692079944408,,
PDAP1,0.003438797086518073,-0.014033418598914894,-0.03188613068829489,-0.03733422346536228,-0.034903785781872074,-0.02570042033312373,-0.020571458622677837,0.02730480557555255,0.05867169894388558,0.06523533444727439,0.02162343528418926,0.04186065739033341,0.014666194874172252,0.0007071295789125396,-0.013992733616602459,-0.03340781336910307
QDPR,0.014334250649862155,0.028136273439421253,0.06738161611336918,0.0028234264129465463,-0.054174348596576764,0.023462884112281913,0.027185533922564967,0.021065051978192487,-0.012288134327858087,-0.02029192062464156,0.021125469425354804,0.10640706780450515,0.000616789340528099,-0.017244528871534475,0.00042456767432924326,-0.11696137454261021
POMC,-0.040076606080682003,-0.0029972660072998163,0.07402490848975782,0.016847189147689075,0.04943560295360782,-0.023040721682662496,0.052068790807402066,-0.06885833011562638,0.1373346475962186,0.054572554650694126,-0.020451707574938877,0.07206988366494531,-0.012622529909359068,0.008174636823423802,0.037764679437542005,0.12083737465304761
CCL18,-0.005171767675908686,,,,,,,-0.04194790888058134,,-0.03125377641389233,0.06802453511284483,-0.023768345384212523,0.03253264946666937,,,
CCL17,,-0.016496629292791054,,,,-0.013666338904772103,0.020723699664269932,,,,-0.02048618148651941,-0.023582196948967075,,0.05403948335827158,,
VEGFD,-0.021101044998586244,-0.018379066750330766,-0.016418599822433797,,-0.010883395071749277,-0.0046920949673297475,0.0160376731485296,0.12567521329404976,-0.040987797114554796,,,0.0030784629259523856,,,,
TNFSF13,0.005219033935266576,-0.011379005680701644,,-0.027990835307966123,,,,,,,0.0813536898882526,0.019233314962582373,-0.007083186715927709,-0.020129042178915882,-0.024036027442788713,
WNT5A,-0.034595610732741956,0.0009283792316467933,-0.037209336669861766,-0.024682256063487427,0.0036773072198084218,-0.01545332382865665,0.039585450792742845,-0.0524593212777443,0.07688232341513611,0.046233109970531566,-0.008093541498794259,0.03313614735843655,0.038872277340921996,0.026491140606756988,-0.0005195669443413113,-0.022573079907685603
CXCL8,0.03260996496445691,-0.0454368100742001,-0.052636364610722,-0.03981514776363937,0.005459956656378533,0.026892528549759487,0.013872197758816374,6.71502951857754e-05,-0.08942669080037771,-0.030182595533223826,-0.06743685768776081,-0.12495949650756197,0.037171417742301094,0.009562046889644377,0.03484304266728474,-0.03134516808443538
GRN,0.03854066914059184,0.013597454307058042,-0.009940160641494956,0.02282715807738595,-0.04968086969045714,-0.04593125019927836,0.04333027579884246,-0.025794530150663412,0.008585300613919893,-0.015807551661016373,0.010233001671217315,0.01619057057737463,-0.015097342029285012,-0.036260249044339984,-0.031208194170271767,-0.05416680762176057
MIA,-0.009315544870016729,-0.03473636691216237,-0.02096804049876415,-0.012793141224950396,0.015590691959722455,-0.007429221133086624,0.0010032207475669872,0.05163871525432055,0.030033554664169036,0.10277260274416791,0.08673543138205922,0.03181194160105146,0.061693677000010765,-0.007773339255191524,-0.044030363578104914,
COL4A4,-0.025342175554921298,0.033603283513764966,-0.0033780458762131165,0.044815965608748946,-0.011510889751210604,-0.004061678945069978,0.02694310625519316,,0.08157948394658161,-0.02102436236936309,0.04425602779983822,0.027970081660221344,0.03837291279089808,0.028887586347971183,-0.007626159939467403,
TAC1,0.03939886786101937,0.04997101987680256,0.10379593311896482,0.008851781911439783,0.12282375171500343,0.04680719108418466,0.06515705539457635,,,,,,-0.052304133400748055,-0.01623996823959276,-0.004191869239457495,0.03559056659337975
